,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
61,1,4:50.0,,T. Johnson makes 2-pt jump shot from 16 ft,13,16
62,1,4:40.0,D. Šarić misses 3-pt jump shot from 25 ft,,13,16
63,1,4:38.0,,Defensive rebound by G. Dragić,13,16
64,1,4:31.0,,T. Johnson misses 3-pt jump shot from 25 ft,13,16
65,1,4:28.0,Defensive rebound by D. Šarić,,13,16
66,1,4:17.0,T. McConnell makes 2-pt layup from 1 ft,,15,16
67,1,4:06.0,,Personal foul by D. Šarić (drawn by J. Winslow),15,16
68,1,4:06.0,,J. Johnson enters the game for J. Winslow,15,16
69,1,4:06.0,J. Embiid enters the game for A. Johnson,,15,16
70,1,4:06.0,J. Redick enters the game for D. Šarić,,15,16
71,1,4:06.0,R. Holmes enters the game for B. Simmons,,15,16
72,1,3:56.0,,G. Dragić misses 2-pt jump shot from 17 ft,15,16
73,1,3:54.0,,Offensive rebound by G. Dragić,15,16
74,1,3:47.0,,T. Johnson misses 3-pt jump shot from 25 ft,15,16
75,1,3:44.0,Defensive rebound by R. Holmes,,15,16
76,1,3:37.0,Turnover by R. Holmes (traveling),,15,16
77,1,3:37.0,,D. Wade enters the game for G. Dragić,15,16
78,1,3:22.0,,Shooting foul by M. Belinelli (drawn by H. Whiteside),15,16
79,1,3:22.0,,H. Whiteside misses free throw 1 of 2,15,16
80,1,3:22.0,,Offensive rebound by Team,15,16
81,1,3:22.0,,H. Whiteside makes free throw 2 of 2,15,17
82,1,3:07.0,,B. Adebayo enters the game for H. Whiteside,15,17
83,1,3:03.0,Shooting foul by J. Johnson (drawn by R. Holmes),,15,17
84,1,3:03.0,R. Holmes makes free throw 1 of 2,,16,17
85,1,3:03.0,R. Holmes makes free throw 2 of 2,,17,17
86,1,2:45.0,,D. Wade misses 2-pt jump shot from 5 ft,17,17
87,1,2:41.0,,Offensive rebound by B. Adebayo,17,17
88,1,2:40.0,,Turnover by J. Johnson (bad pass; steal by T. McConnell),17,17
89,1,2:35.0,T. McConnell makes 2-pt layup from 1 ft,,19,17
90,1,2:09.0,,B. Adebayo misses 2-pt layup from 1 ft,19,17
91,1,2:07.0,Defensive rebound by R. Holmes,,19,17
92,1,2:01.0,J. Embiid misses 3-pt jump shot from 25 ft,,19,17
93,1,1:58.0,,Defensive rebound by B. Adebayo,19,17
94,1,1:50.0,,W. Ellington misses 3-pt jump shot from 26 ft,19,17
95,1,1:48.0,Defensive rebound by R. Holmes,,19,17
96,1,1:33.0,J. Redick misses 2-pt jump shot from 21 ft,,19,17
97,1,1:30.0,,Defensive rebound by B. Adebayo,19,17
98,1,1:24.0,,W. Ellington misses 3-pt jump shot from 25 ft,19,17
99,1,1:21.0,Defensive rebound by J. Embiid,,19,17
100,1,1:09.0,R. Holmes misses 2-pt hook shot from 7 ft,,19,17
101,1,1:07.0,,Defensive rebound by D. Wade,19,17
102,1,0:59.0,,D. Wade misses 2-pt layup from 1 ft,19,17
103,1,0:58.0,Defensive rebound by R. Holmes,,19,17
104,1,0:57.0,,Miami full timeout,19,17
105,1,0:57.0,,J. Richardson enters the game for T. Johnson,19,17
106,1,0:57.0,R. Covington enters the game for M. Belinelli,,19,17
107,1,0:57.0,J. Redick makes technical free throw,,20,17
108,1,0:48.0,J. Redick misses 3-pt jump shot from 25 ft,,20,17
109,1,0:47.0,Offensive rebound by Team,,20,17
110,1,0:30.0,J. Redick makes 2-pt jump shot from 13 ft,,22,17
111,1,0:13.0,,Turnover by D. Wade (bad pass; steal by T. McConnell),22,17
112,1,0:07.0,R. Covington misses 2-pt layup from 1 ft (block by B. Adebayo),,22,17
113,1,0:07.0,Offensive rebound by Team,,22,17
114,1,0:03.0,J. Redick misses 2-pt jump shot from 18 ft,,22,17
115,1,0:03.0,Offensive rebound by Team,,22,17
116,1,0:03.0,,Loose ball foul by J. Richardson (drawn by R. Covington),22,17
117,1,0:02.0,R. Covington makes 2-pt dunk from 1 ft (assist by T. McConnell),,24,17
118,1,0:00.0,,J. Johnson misses 3-pt jump shot from 43 ft,24,17
119,1,0:00.0,,Offensive rebound by Team,24,17
120,2,11:49.0,,Turnover by W. Ellington (bad pass; steal by R. Covington),24,17
121,2,11:49.0,R. Covington misses 2-pt layup from 1 ft (block by D. Wade),,24,17
122,2,11:49.0,Offensive rebound by Team,,24,17
123,2,11:34.0,Turnover by R. Holmes (lost ball; steal by D. Wade),,24,17
124,2,11:30.0,,J. Richardson misses 2-pt layup from 1 ft (block by R. Holmes),24,17
125,2,11:27.0,Defensive rebound by T. McConnell,,24,17
126,2,11:27.0,Shooting foul by J. Johnson (drawn by J. Embiid),,24,17
127,2,11:27.0,J. Embiid makes free throw 1 of 2,,25,17
128,2,11:27.0,,K. Olynyk enters the game for J. Johnson,25,17
129,2,11:27.0,J. Embiid makes free throw 2 of 2,,26,17
130,2,11:13.0,,Turnover by J. Richardson (lost ball; steal by R. Covington),26,17
131,2,10:59.0,R. Covington misses 3-pt jump shot from 24 ft,,26,17
132,2,10:57.0,,Defensive rebound by J. Richardson,26,17
133,2,10:45.0,,Shooting foul by R. Covington (drawn by B. Adebayo),26,17
134,2,10:45.0,,B. Adebayo misses free throw 1 of 2,26,17
135,2,10:45.0,,Offensive rebound by Team,26,17
136,2,10:45.0,,B. Adebayo makes free throw 2 of 2,26,18
137,2,10:24.0,Turnover by J. Embiid (lost ball; steal by J. Richardson),,26,18
138,2,10:14.0,,B. Adebayo misses 2-pt layup from 1 ft,26,18
139,2,10:12.0,Defensive rebound by R. Holmes,,26,18
140,2,10:04.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,28,18
141,2,9:46.0,,K. Olynyk misses 3-pt jump shot from 26 ft,28,18
142,2,9:43.0,Defensive rebound by T. McConnell,,28,18
143,2,9:29.0,J. Embiid misses 2-pt layup from 2 ft (block by B. Adebayo),,28,18
144,2,9:26.0,Offensive rebound by R. Holmes,,28,18
145,2,9:20.0,T. McConnell misses 2-pt jump shot from 11 ft,,28,18
146,2,9:16.0,,Defensive rebound by B. Adebayo,28,18
147,2,9:12.0,,D. Wade makes 2-pt jump shot from 19 ft,28,20
148,2,9:12.0,Philadelphia full timeout,,28,20
149,2,9:12.0,B. Simmons enters the game for T. McConnell,,28,20
150,2,9:12.0,D. Šarić enters the game for R. Holmes,,28,20
151,2,8:53.0,Shooting foul by W. Ellington (drawn by M. Belinelli),,28,20
152,2,8:53.0,M. Belinelli makes free throw 1 of 3,,29,20
153,2,8:53.0,M. Belinelli makes free throw 2 of 3,,30,20
154,2,8:53.0,M. Belinelli makes free throw 3 of 3,,31,20
155,2,8:33.0,,Turnover by B. Adebayo (lost ball; steal by J. Embiid),31,20
156,2,8:23.0,M. Belinelli makes 2-pt jump shot from 21 ft,,33,20
157,2,8:19.0,,Miami full timeout,33,20
158,2,8:19.0,,H. Whiteside enters the game for D. Wade,33,20
159,2,8:19.0,,G. Dragić enters the game for B. Adebayo,33,20
160,2,8:19.0,A. Johnson enters the game for J. Embiid,,33,20
161,2,8:09.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by G. Dragić),33,23
162,2,7:49.0,B. Simmons makes 2-pt layup from 1 ft (assist by A. Johnson),,35,23
163,2,7:36.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),35,25
164,2,7:15.0,Turnover by M. Belinelli (lost ball; steal by H. Whiteside),,35,25
165,2,7:09.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),35,28
166,2,6:56.0,Personal foul by G. Dragić (drawn by R. Covington),,35,28
167,2,6:56.0,,J. Winslow enters the game for J. Richardson,35,28
168,2,6:49.0,M. Belinelli misses 2-pt jump shot from 22 ft,,35,28
169,2,6:45.0,,Defensive rebound by H. Whiteside,35,28
170,2,6:39.0,,G. Dragić misses 2-pt jump shot from 12 ft,35,28
171,2,6:34.0,Defensive rebound by D. Šarić,,35,28
172,2,6:28.0,M. Belinelli misses 2-pt hook shot from 2 ft,,35,28
173,2,6:25.0,,Defensive rebound by H. Whiteside,35,28
174,2,6:21.0,,Shooting foul by M. Belinelli (drawn by J. Winslow),35,28
175,2,6:21.0,,J. Winslow makes free throw 1 of 2,35,29
176,2,6:21.0,J. Redick enters the game for M. Belinelli,,35,29
177,2,6:21.0,,T. Johnson enters the game for W. Ellington,35,29
178,2,6:21.0,,J. Winslow makes free throw 2 of 2,35,30
179,2,6:15.0,Turnover by B. Simmons (out of bounds lost ball),,35,30
180,2,6:01.0,,T. Johnson makes 2-pt jump shot from 11 ft (assist by H. Whiteside),35,32
181,2,5:46.0,D. Šarić misses 3-pt jump shot from 26 ft,,35,32
182,2,5:40.0,Offensive rebound by A. Johnson,,35,32
183,2,5:40.0,D. Šarić misses 2-pt layup from 1 ft (block by K. Olynyk),,35,32
184,2,5:40.0,Offensive rebound by Team,,35,32
185,2,5:35.0,Turnover by J. Redick (lost ball; steal by T. Johnson),,35,32
186,2,5:23.0,,H. Whiteside misses 2-pt layup at rim,35,32
187,2,5:23.0,,Offensive rebound by H. Whiteside,35,32
188,2,5:23.0,,H. Whiteside makes 2-pt layup at rim,35,34
189,2,5:23.0,,Shooting foul by A. Johnson (drawn by H. Whiteside),35,34
190,2,5:23.0,,H. Whiteside misses free throw 1 of 1,35,34
191,2,5:23.0,Defensive rebound by A. Johnson,,35,34
192,2,5:23.0,T. McConnell enters the game for R. Covington,,35,34
193,2,4:59.0,Turnover by J. Redick (bad pass),,35,34
194,2,4:51.0,,Personal foul by D. Šarić (drawn by K. Olynyk),35,34
195,2,4:44.0,,Personal foul by T. McConnell (drawn by G. Dragić),35,34
196,2,4:44.0,J. Embiid enters the game for A. Johnson,,35,34
197,2,4:44.0,,G. Dragić makes free throw 1 of 2,35,35
198,2,4:44.0,,G. Dragić makes free throw 2 of 2,35,36
199,2,4:23.0,T. McConnell misses 2-pt layup at rim,,35,36
200,2,4:21.0,,Defensive rebound by H. Whiteside,35,36
201,2,4:15.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by K. Olynyk),35,38
202,2,4:15.0,,Shooting foul by J. Embiid (drawn by H. Whiteside),35,38
203,2,4:15.0,,H. Whiteside misses free throw 1 of 1,35,38
204,2,4:11.0,,Offensive rebound by K. Olynyk,35,38
205,2,4:07.0,,G. Dragić misses 3-pt jump shot from 27 ft,35,38
206,2,4:05.0,Defensive rebound by Team,,35,38
207,2,3:48.0,J. Redick makes 2-pt jump shot from 20 ft (assist by J. Embiid),,37,38
208,2,3:37.0,,K. Olynyk misses 3-pt jump shot from 24 ft,37,38
209,2,3:32.0,Defensive rebound by J. Embiid,,37,38
210,2,3:20.0,J. Redick makes 3-pt jump shot from 26 ft,,40,38
211,2,3:20.0,Shooting foul by T. Johnson (drawn by J. Redick),,40,38
212,2,3:20.0,J. Redick makes free throw 1 of 1,,41,38
213,2,3:15.0,,Turnover by G. Dragić (bad pass; steal by J. Redick),41,38
214,2,3:09.0,J. Redick misses 3-pt jump shot from 25 ft,,41,38
215,2,3:04.0,,Defensive rebound by H. Whiteside,41,38
216,2,2:51.0,,G. Dragić makes 2-pt layup from 1 ft (assist by H. Whiteside),41,40
217,2,2:37.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),,43,40
218,2,2:21.0,,H. Whiteside makes 2-pt jump shot from 17 ft,43,42
219,2,2:09.0,Personal foul by J. Winslow (drawn by B. Simmons),,43,42
220,2,2:09.0,B. Simmons makes free throw 1 of 2,,44,42
221,2,2:09.0,,D. Wade enters the game for J. Winslow,44,42
222,2,2:09.0,R. Holmes enters the game for D. Šarić,,44,42
223,2,2:09.0,B. Simmons misses free throw 2 of 2,,44,42
224,2,2:03.0,,Offensive rebound by Team,44,42
225,2,1:46.0,,H. Whiteside misses 2-pt jump shot from 13 ft,44,42
226,2,1:45.0,,Offensive rebound by G. Dragić,44,42
227,2,1:44.0,,G. Dragić misses 2-pt layup at rim,44,42
228,2,1:43.0,Defensive rebound by J. Embiid,,44,42
229,2,1:36.0,Turnover by T. McConnell (bad pass),,44,42
230,2,1:36.0,,J. Richardson enters the game for G. Dragić,44,42
231,2,1:19.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by K. Olynyk),44,45
232,2,0:57.0,J. Embiid makes 2-pt layup from 1 ft,,46,45
233,2,0:39.0,,D. Wade misses 2-pt jump shot from 7 ft,46,45
234,2,0:35.0,Defensive rebound by J. Embiid,,46,45
235,2,0:29.0,J. Redick misses 3-pt jump shot from 25 ft,,46,45
236,2,0:25.0,,Defensive rebound by H. Whiteside,46,45
237,2,0:05.0,,K. Olynyk misses 3-pt jump shot from 27 ft,46,45
238,2,0:04.0,Defensive rebound by Team,,46,45
239,2,0:04.0,,B. Adebayo enters the game for H. Whiteside,46,45
240,2,0:04.0,D. Šarić enters the game for R. Holmes,,46,45
241,2,0:00.0,D. Šarić makes 2-pt layup at rim (assist by J. Redick),,48,45
242,3,11:41.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),48,48
243,3,11:24.0,J. Embiid misses 2-pt jump shot from 14 ft,,48,48
244,3,11:21.0,,Defensive rebound by T. Johnson,48,48
245,3,11:14.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),48,51
246,3,11:12.0,Philadelphia full timeout,,48,51
247,3,10:58.0,Turnover by J. Redick (bad pass; steal by J. Richardson),,48,51
248,3,10:52.0,,J. Richardson misses 3-pt jump shot from 26 ft,48,51
249,3,10:49.0,Defensive rebound by R. Covington,,48,51
250,3,10:42.0,,Offensive charge foul by J. Embiid (drawn by J. Richardson),48,51
251,3,10:42.0,Turnover by J. Embiid (offensive foul),,48,51
252,3,10:26.0,,J. Richardson misses 2-pt jump shot from 16 ft,48,51
253,3,10:24.0,Defensive rebound by J. Embiid,,48,51
254,3,10:18.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,51,51
255,3,10:07.0,,G. Dragić misses 2-pt jump shot from 13 ft,51,51
256,3,10:05.0,Defensive rebound by D. Šarić,,51,51
257,3,9:57.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by B. Simmons),,54,51
258,3,9:43.0,,G. Dragić makes 3-pt jump shot from 22 ft (assist by J. Richardson),54,54
259,3,9:29.0,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),,56,54
260,3,9:29.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,56,54
261,3,9:29.0,J. Embiid misses free throw 1 of 1,,56,54
262,3,9:26.0,,Defensive rebound by H. Whiteside,56,54
263,3,9:20.0,,J. Richardson makes 2-pt dunk at rim (assist by T. Johnson),56,56
264,3,9:01.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Redick),,59,56
265,3,8:49.0,,Shooting foul by J. Redick (drawn by T. Johnson),59,56
266,3,8:49.0,,T. Johnson makes free throw 1 of 2,59,57
267,3,8:49.0,,T. Johnson makes free throw 2 of 2,59,58
268,3,8:39.0,Turnover by J. Embiid (lost ball; steal by H. Whiteside),,59,58
269,3,8:26.0,,Personal foul by D. Šarić (drawn by H. Whiteside),59,58
270,3,8:26.0,M. Belinelli enters the game for J. Redick,,59,58
271,3,8:11.0,,T. Johnson misses 2-pt jump shot from 9 ft,59,58
272,3,8:06.0,Defensive rebound by Team,,59,58
273,3,7:55.0,M. Belinelli misses 3-pt jump shot from 25 ft,,59,58
274,3,7:54.0,,Defensive rebound by Team,59,58
275,3,7:42.0,,Turnover by G. Dragić (bad pass),59,58
276,3,7:27.0,D. Šarić makes 2-pt layup from 1 ft (assist by M. Belinelli),,61,58
277,3,7:09.0,,Turnover by H. Whiteside (bad pass; steal by M. Belinelli),61,58
278,3,7:01.0,R. Covington misses 2-pt jump shot from 1 ft,,61,58
279,3,7:01.0,,Defensive rebound by Team,61,58
280,3,7:01.0,Loose ball foul by J. Embiid (drawn by J. Winslow),,61,58
281,3,7:01.0,,D. Wade enters the game for T. Johnson,61,58
282,3,7:01.0,A. Johnson enters the game for J. Embiid,,61,58
283,3,6:43.0,,J. Winslow misses 3-pt jump shot from 22 ft,61,58
284,3,6:40.0,Defensive rebound by B. Simmons,,61,58
285,3,6:35.0,R. Covington misses 2-pt layup from 1 ft (block by H. Whiteside),,61,58
286,3,6:30.0,,Defensive rebound by J. Winslow,61,58
287,3,6:24.0,,J. Richardson misses 2-pt jump shot from 21 ft,61,58
288,3,6:19.0,Defensive rebound by A. Johnson,,61,58
289,3,6:10.0,R. Covington misses 2-pt hook shot from 5 ft,,61,58
290,3,6:08.0,Offensive rebound by A. Johnson,,61,58
291,3,6:08.0,Shooting foul by J. Richardson (drawn by D. Šarić),,61,58
292,3,6:08.0,D. Šarić makes free throw 1 of 2,,62,58
293,3,6:08.0,T. McConnell enters the game for R. Covington,,62,58
294,3,6:08.0,D. Šarić makes free throw 2 of 2,,63,58
295,3,5:55.0,,D. Wade misses 2-pt jump shot from 9 ft,63,58
296,3,5:49.0,Defensive rebound by D. Šarić,,63,58
297,3,5:42.0,D. Šarić makes 2-pt jump shot from 19 ft (assist by B. Simmons),,65,58
298,3,5:42.0,,Miami full timeout,65,58
299,3,5:42.0,,J. Johnson enters the game for J. Winslow,65,58
300,3,5:23.0,,Turnover by D. Wade (bad pass),65,58
301,3,5:14.0,B. Simmons makes 2-pt dunk from 1 ft (assist by D. Šarić),,67,58
302,3,4:55.0,,H. Whiteside misses 2-pt layup from 1 ft,67,58
303,3,4:55.0,,Offensive rebound by H. Whiteside,67,58
304,3,4:55.0,,Shooting foul by A. Johnson (drawn by H. Whiteside),67,58
305,3,4:55.0,,H. Whiteside misses free throw 1 of 2,67,58
306,3,4:55.0,,Offensive rebound by Team,67,58
307,3,4:55.0,,H. Whiteside makes free throw 2 of 2,67,59
308,3,4:38.0,A. Johnson misses 2-pt hook shot from 4 ft,,67,59
309,3,4:36.0,,Defensive rebound by H. Whiteside,67,59
310,3,4:29.0,,G. Dragić misses 2-pt jump shot from 16 ft,67,59
311,3,4:27.0,Defensive rebound by B. Simmons,,67,59
312,3,4:25.0,Turnover by B. Simmons (traveling),,67,59
313,3,4:04.0,,G. Dragić makes 2-pt layup from 1 ft (assist by H. Whiteside),67,61
314,3,3:41.0,J. Embiid enters the game for A. Johnson,,67,61
315,3,3:41.0,J. Redick enters the game for D. Šarić,,67,61
316,3,3:41.0,R. Holmes enters the game for B. Simmons,,67,61
317,3,3:37.0,J. Redick misses 2-pt layup from 2 ft,,67,61
318,3,3:34.0,Offensive rebound by J. Embiid,,67,61
319,3,3:33.0,Turnover by J. Embiid (lost ball; steal by D. Wade),,67,61
320,3,3:29.0,,J. Richardson misses 2-pt dunk from 1 ft,67,61
321,3,3:29.0,,Offensive rebound by Team,67,61
322,3,3:29.0,,K. Olynyk enters the game for H. Whiteside,67,61
323,3,3:16.0,,G. Dragić misses 2-pt layup from 1 ft (block by R. Holmes),67,61
324,3,3:13.0,Defensive rebound by J. Redick,,67,61
325,3,3:09.0,T. McConnell misses 3-pt jump shot from 26 ft,,67,61
326,3,3:06.0,Offensive rebound by J. Embiid,,67,61
327,3,3:03.0,,Offensive charge foul by J. Embiid (drawn by K. Olynyk),67,61
328,3,3:03.0,Turnover by J. Embiid (offensive foul),,67,61
329,3,3:03.0,,R. McGruder enters the game for G. Dragić,67,61
330,3,3:03.0,D. Šarić enters the game for J. Embiid,,67,61
331,3,2:41.0,,K. Olynyk makes 2-pt layup from 1 ft,67,63
332,3,2:34.0,Personal foul by J. Johnson (drawn by D. Šarić),,67,63
333,3,2:14.0,R. Holmes makes 2-pt jump shot from 5 ft,,69,63
334,3,2:03.0,,D. Wade makes 2-pt jump shot from 15 ft,69,65
335,3,1:46.0,Turnover by D. Šarić (lost ball; steal by D. Wade),,69,65
336,3,1:43.0,R. Covington enters the game for M. Belinelli,,69,65
337,3,1:39.0,,Turnover by K. Olynyk (traveling),69,65
338,3,1:28.0,Personal foul by J. Richardson (drawn by R. Covington),,69,65
339,3,1:21.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),,72,65
340,3,1:09.0,,D. Wade makes 2-pt jump shot from 4 ft,72,67
341,3,0:58.0,J. Redick misses 2-pt layup from 1 ft,,72,67
342,3,0:58.0,,Defensive rebound by Team,72,67
343,3,0:58.0,Loose ball foul by R. Holmes (drawn by K. Olynyk),,72,67
344,3,0:58.0,,K. Olynyk makes free throw 1 of 2,72,68
345,3,0:58.0,,K. Olynyk misses free throw 2 of 2,72,68
346,3,0:55.0,Defensive rebound by D. Šarić,,72,68
347,3,0:47.0,R. Covington misses 3-pt jump shot from 26 ft,,72,68
348,3,0:44.0,Offensive rebound by T. McConnell,,72,68
349,3,0:40.0,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Šarić),,75,68
350,3,0:29.0,,J. Johnson misses 2-pt jump shot from 19 ft,75,68
351,3,0:24.0,,Offensive rebound by J. Richardson,75,68
352,3,0:24.0,,J. Richardson makes 2-pt layup at rim,75,70
353,3,0:09.0,D. Šarić misses 3-pt jump shot from 25 ft,,75,70
354,3,0:06.0,,Defensive rebound by J. Richardson,75,70
355,3,0:00.0,,D. Wade makes 3-pt jump shot from 27 ft,75,73
356,4,11:40.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,78,73
357,4,11:19.0,,D. Wade misses 3-pt jump shot from 25 ft,78,73
358,4,11:16.0,,Offensive rebound by K. Olynyk,78,73
359,4,11:14.0,,Turnover by K. Olynyk (lost ball; steal by T. McConnell),78,73
360,4,10:55.0,J. Embiid misses 2-pt jump shot from 7 ft (block by J. Johnson),,78,73
361,4,10:54.0,,Defensive rebound by J. Johnson,78,73
362,4,10:49.0,,Shooting foul by J. Embiid (drawn by K. Olynyk),78,73
363,4,10:49.0,,K. Olynyk makes free throw 1 of 3,78,74
364,4,10:49.0,,K. Olynyk makes free throw 2 of 3,78,75
365,4,10:49.0,A. Johnson enters the game for J. Embiid,,78,75
366,4,10:49.0,,K. Olynyk makes free throw 3 of 3,78,76
367,4,10:35.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by R. Covington),,81,76
368,4,10:17.0,,Turnover by K. Olynyk (traveling),81,76
369,4,10:17.0,D. Šarić enters the game for A. Johnson,,81,76
370,4,10:03.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Holmes),,84,76
371,4,9:39.0,,J. Richardson misses 2-pt jump shot from 21 ft,84,76
372,4,9:37.0,Defensive rebound by R. Covington,,84,76
373,4,9:21.0,R. Holmes makes 2-pt hook shot from 9 ft,,86,76
374,4,9:21.0,,Miami full timeout,86,76
375,4,9:21.0,,G. Dragić enters the game for D. Wade,86,76
376,4,8:58.0,,G. Dragić makes 3-pt jump shot from 25 ft,86,79
377,4,8:43.0,M. Belinelli misses 3-pt jump shot from 25 ft,,86,79
378,4,8:40.0,,Defensive rebound by J. Richardson,86,79
379,4,8:23.0,,G. Dragić misses 2-pt jump shot from 7 ft,86,79
380,4,8:21.0,,Offensive rebound by J. Johnson,86,79
381,4,8:16.0,,R. McGruder misses 3-pt jump shot from 22 ft,86,79
382,4,8:13.0,Defensive rebound by R. Holmes,,86,79
