,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
0,1,11:47.0,N. Mirotić misses 3-pt jump shot from 24 ft,,0,0
1,1,11:42.0,,Defensive rebound by K. Middleton,0,0
2,1,11:34.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by K. Middleton),0,2
3,1,11:19.0,K. Dunn misses 2-pt jump shot from 11 ft,,0,2
4,1,11:11.0,Offensive rebound by R. Lopez,,0,2
5,1,11:11.0,R. Lopez misses 2-pt layup at rim,,0,2
6,1,11:11.0,Offensive rebound by R. Lopez,,0,2
7,1,11:04.0,R. Lopez makes 2-pt layup from 1 ft,,2,2
8,1,10:54.0,,Shooting foul by N. Mirotić (drawn by G. Antetokounmpo),2,2
9,1,10:54.0,,G. Antetokounmpo makes free throw 1 of 2,2,3
10,1,10:54.0,,G. Antetokounmpo makes free throw 2 of 2,2,4
11,1,10:34.0,J. Holiday misses 2-pt layup from 3 ft (block by J. Henson),,2,4
12,1,10:31.0,,Defensive rebound by J. Henson,2,4
13,1,10:14.0,,K. Middleton makes 2-pt jump shot from 19 ft,2,6
14,1,10:01.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Holiday),,4,6
15,1,9:48.0,,G. Payton makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),4,9
16,1,9:29.0,K. Dunn misses 2-pt layup from 3 ft,,4,9
17,1,9:27.0,,Defensive rebound by J. Henson,4,9
18,1,9:26.0,,Shooting foul by D. Valentine (drawn by E. Bledsoe),4,9
19,1,9:26.0,,E. Bledsoe misses free throw 1 of 2,4,9
20,1,9:26.0,,Offensive rebound by Team,4,9
21,1,9:26.0,,E. Bledsoe makes free throw 2 of 2,4,10
22,1,9:07.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Holiday),,6,10
23,1,8:55.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by J. Henson),6,13
24,1,8:44.0,N. Mirotić misses 2-pt jump shot from 17 ft,,6,13
25,1,8:42.0,,Defensive rebound by K. Middleton,6,13
26,1,8:30.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,6,13
27,1,8:27.0,Defensive rebound by N. Mirotić,,6,13
28,1,8:15.0,N. Mirotić misses 3-pt jump shot from 26 ft,,6,13
29,1,8:11.0,,Defensive rebound by K. Middleton,6,13
30,1,8:04.0,,E. Bledsoe misses 2-pt layup from 1 ft,6,13
31,1,8:04.0,,Offensive rebound by Team,6,13
32,1,8:04.0,,Personal foul by D. Valentine (drawn by J. Henson),6,13
33,1,8:04.0,D. Nwaba enters the game for D. Valentine,,6,13
34,1,7:57.0,,J. Henson makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),6,15
35,1,7:57.0,,Shooting foul by N. Mirotić (drawn by J. Henson),6,15
36,1,7:57.0,B. Portis enters the game for N. Mirotić,,6,15
37,1,7:57.0,,J. Henson makes free throw 1 of 1,6,16
38,1,7:43.0,D. Nwaba makes 3-pt jump shot from 25 ft (assist by K. Dunn),,9,16
39,1,7:31.0,,K. Middleton misses 2-pt jump shot from 18 ft,9,16
40,1,7:29.0,Defensive rebound by B. Portis,,9,16
41,1,7:25.0,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),,12,16
42,1,7:15.0,,Personal foul by B. Portis (drawn by G. Antetokounmpo),12,16
