,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
376,4,7:07.0,,Shooting foul by B. McLemore (drawn by D. Carroll),100,97
377,4,7:07.0,,D. Carroll makes free throw 1 of 3,100,98
378,4,7:07.0,,D. Carroll makes free throw 2 of 3,100,99
379,4,7:07.0,B. Weber enters the game for B. McLemore,,100,99
380,4,7:07.0,,D. Carroll makes free throw 3 of 3,100,100
381,4,6:54.0,Def 3 sec tech foul by J. Allen,,100,100
382,4,6:54.0,D. Brooks makes technical free throw,,101,100
383,4,6:54.0,,R. Hollis-Jefferson enters the game for D. Carroll,101,100
384,4,6:54.0,,A. Crabbe enters the game for Q. Acy,101,100
385,4,6:46.0,D. Brooks misses 2-pt jump shot from 16 ft,,101,100
386,4,6:43.0,,Defensive rebound by A. Crabbe,101,100
387,4,6:31.0,,J. Allen makes 2-pt layup from 1 ft (assist by A. Crabbe),101,102
388,4,6:11.0,D. Brooks misses 2-pt jump shot from 9 ft,,101,102
389,4,6:09.0,,Defensive rebound by Team,101,102
390,4,6:09.0,,C. LeVert enters the game for J. Harris,101,102
391,4,5:44.0,,D. Russell misses 3-pt jump shot from 26 ft,101,102
392,4,5:41.0,,Offensive rebound by R. Hollis-Jefferson,101,102
393,4,5:41.0,,R. Hollis-Jefferson misses 2-pt layup at rim,101,102
394,4,5:39.0,Defensive rebound by D. Davis,,101,102
395,4,5:34.0,A. Harrison misses 3-pt jump shot from 25 ft,,101,102
396,4,5:30.0,,Defensive rebound by A. Crabbe,101,102
397,4,5:18.0,W. Selden enters the game for D. Brooks,,101,102
398,4,5:08.0,,D. Russell misses 3-pt jump shot from 24 ft,101,102
399,4,5:05.0,,Offensive rebound by Team,101,102
400,4,5:05.0,Loose ball foul by W. Selden (drawn by A. Crabbe),,101,102
401,4,5:00.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. LeVert),101,105
402,4,4:36.0,Turnover by B. Weber (bad pass; steal by D. Russell),,101,105
403,4,4:29.0,,A. Crabbe misses 3-pt jump shot from 22 ft,101,105
404,4,4:26.0,,Offensive rebound by J. Allen,101,105
405,4,4:24.0,,Personal foul by D. Davis (drawn by J. Allen),101,105
406,4,4:24.0,,J. Allen makes free throw 1 of 2,101,106
407,4,4:24.0,,J. Allen makes free throw 2 of 2,101,107
408,4,4:13.0,W. Selden misses 2-pt jump shot from 3 ft,,101,107
409,4,4:13.0,,Defensive rebound by D. Russell,101,107
410,4,4:07.0,,C. LeVert makes 2-pt dunk at rim (assist by D. Russell),101,109
411,4,4:06.0,Memphis full timeout,,101,109
412,4,4:06.0,D. Brooks enters the game for D. Davis,,101,109
413,4,3:49.0,W. Selden misses 2-pt layup from 2 ft,,101,109
414,4,3:48.0,,Defensive rebound by C. LeVert,101,109
415,4,3:48.0,,Personal foul by W. Selden (drawn by C. LeVert),101,109
416,4,3:48.0,,C. LeVert misses free throw 1 of 2,101,109
417,4,3:48.0,,Offensive rebound by Team,101,109
418,4,3:48.0,,C. LeVert misses free throw 2 of 2,101,109
419,4,3:45.0,Defensive rebound by J. Green,,101,109
420,4,3:38.0,A. Harrison makes 2-pt layup from 1 ft,,103,109
421,4,3:38.0,Shooting foul by J. Allen (drawn by A. Harrison),,103,109
422,4,3:38.0,,D. Carroll enters the game for J. Allen,103,109
423,4,3:38.0,A. Harrison misses free throw 1 of 1,,103,109
424,4,3:38.0,,Defensive rebound by R. Hollis-Jefferson,103,109
425,4,3:17.0,,Personal foul by W. Selden (drawn by C. LeVert),103,109
426,4,3:17.0,,C. LeVert makes free throw 1 of 2,103,110
427,4,3:17.0,,C. LeVert makes free throw 2 of 2,103,111
428,4,3:11.0,W. Selden misses 3-pt jump shot from 24 ft,,103,111
429,4,3:07.0,,Defensive rebound by C. LeVert,103,111
430,4,3:05.0,,Turnover by C. LeVert (lost ball; steal by B. Weber),103,111
431,4,3:04.0,Personal foul by D. Russell (drawn by B. Weber),,103,111
432,4,3:04.0,Turnover by B. Weber (step out of bounds),,103,111
433,4,3:04.0,,Brooklyn full timeout,103,111
434,4,2:44.0,,D. Russell misses 3-pt jump shot from 24 ft,103,111
435,4,2:41.0,Defensive rebound by A. Harrison,,103,111
436,4,2:37.0,W. Selden makes 3-pt jump shot from 24 ft (assist by A. Harrison),,106,111
437,4,2:10.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),106,113
438,4,1:47.0,W. Selden misses 2-pt hook shot from 8 ft (block by D. Carroll),,106,113
439,4,1:44.0,Offensive rebound by B. Weber,,106,113
440,4,1:43.0,W. Selden misses 3-pt jump shot from 22 ft (block by D. Russell),,106,113
441,4,1:43.0,Offensive rebound by Team,,106,113
442,4,1:43.0,Turnover by Team (shot clock),,106,113
443,4,1:18.0,,D. Russell misses 3-pt jump shot from 26 ft,106,113
444,4,1:16.0,Defensive rebound by J. Green,,106,113
445,4,1:15.0,Turnover by J. Green (bad pass),,106,113
446,4,0:56.0,,C. LeVert misses 2-pt jump shot from 23 ft,106,113
447,4,0:54.0,,Offensive rebound by R. Hollis-Jefferson,106,113
448,4,0:54.0,,Personal foul by A. Harrison (drawn by R. Hollis-Jefferson),106,113
449,4,0:54.0,,R. Hollis-Jefferson makes free throw 1 of 2,106,114
450,4,0:54.0,,R. Hollis-Jefferson misses free throw 2 of 2,106,114
451,4,0:53.0,Defensive rebound by J. Green,,106,114
452,4,0:45.0,J. Green makes 2-pt layup from 2 ft (assist by A. Harrison),,108,114
453,4,0:45.0,Shooting foul by D. Russell (drawn by J. Green),,108,114
454,4,0:45.0,J. Green misses free throw 1 of 1,,108,114
455,4,0:45.0,,Defensive rebound by R. Hollis-Jefferson,108,114
456,4,0:38.0,,A. Crabbe makes 2-pt layup at rim (assist by D. Russell),108,116
457,4,0:31.0,A. Harrison misses 2-pt jump shot from 8 ft,,108,116
458,4,0:30.0,Offensive rebound by J. Green,,108,116
459,4,0:30.0,J. Green makes 2-pt dunk from 1 ft,,110,116
460,4,0:29.0,,Personal take foul by J. Green (drawn by R. Hollis-Jefferson),110,116
461,4,0:29.0,,R. Hollis-Jefferson misses free throw 1 of 2,110,116
462,4,0:29.0,,Offensive rebound by Team,110,116
463,4,0:29.0,,R. Hollis-Jefferson makes free throw 2 of 2,110,117
464,4,0:29.0,Memphis full timeout,,110,117
465,4,0:26.0,W. Selden makes 3-pt jump shot from 25 ft (assist by A. Harrison),,113,117
466,4,0:23.0,,Brooklyn full timeout,113,117
467,4,0:23.0,,S. Dinwiddie enters the game for C. LeVert,113,117
468,4,0:23.0,D. Davis enters the game for D. Brooks,,113,117
469,4,0:23.0,,Brooklyn full timeout,113,117
470,4,0:23.0,,Turnover by D. Carroll (bad pass),113,117
471,4,0:23.0,Memphis full timeout,,113,117
472,4,0:23.0,,C. LeVert enters the game for D. Russell,113,117
473,4,0:23.0,D. Brooks enters the game for B. Weber,,113,117
474,4,0:16.0,A. Harrison misses 2-pt jump shot from 16 ft,,113,117
475,4,0:13.0,Offensive rebound by J. Green,,113,117
476,4,0:12.0,J. Green makes 2-pt layup from 2 ft,,115,117
477,4,0:11.0,,Personal take foul by D. Brooks (drawn by S. Dinwiddie),115,117
478,4,0:11.0,,S. Dinwiddie misses free throw 1 of 2,115,117
479,4,0:11.0,,Offensive rebound by Team,115,117
480,4,0:11.0,,S. Dinwiddie makes free throw 2 of 2,115,118
481,4,0:00.0,A. Harrison misses 3-pt jump shot from 24 ft,,115,118
482,4,0:00.0,Offensive rebound by Team,,115,118
