,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
0,1,11:44.0,Personal foul by D. Mitchell (drawn by J. Randle),,0,0
1,1,11:30.0,K. Kuzma makes 2-pt jump shot from 19 ft (assist by K. Caldwell-Pope),,2,0
2,1,11:08.0,,D. Favors misses 3-pt jump shot from 23 ft,2,0
3,1,11:06.0,Defensive rebound by J. Randle,,2,0
4,1,10:59.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Randle),,5,0
5,1,10:44.0,,R. Gobert misses 2-pt layup from 2 ft (block by B. Lopez),5,0
6,1,10:40.0,Defensive rebound by J. Randle,,5,0
7,1,10:35.0,Shooting foul by J. Ingles (drawn by J. Randle),,5,0
8,1,10:35.0,J. Randle makes free throw 1 of 2,,6,0
9,1,10:35.0,J. Randle misses free throw 2 of 2,,6,0
10,1,10:33.0,,Defensive rebound by R. Gobert,6,0
11,1,10:18.0,,D. Favors misses 2-pt jump shot from 3 ft,6,0
12,1,10:16.0,Defensive rebound by J. Randle,,6,0
13,1,10:09.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by J. Randle),,9,0
14,1,10:07.0,,Utah full timeout,9,0
15,1,9:49.0,,R. Rubio makes 3-pt jump shot from 24 ft,9,3
16,1,9:29.0,K. Kuzma makes 2-pt jump shot from 21 ft,,11,3
17,1,9:10.0,,R. Rubio misses 3-pt jump shot from 26 ft,11,3
18,1,9:08.0,,Offensive rebound by D. Favors,11,3
19,1,9:07.0,,D. Favors makes 2-pt dunk from 1 ft,11,5
20,1,8:54.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by J. Randle),,13,5
21,1,8:43.0,,Shooting foul by K. Caldwell-Pope (drawn by D. Mitchell),13,5
22,1,8:43.0,,D. Mitchell misses free throw 1 of 2,13,5
23,1,8:43.0,,Offensive rebound by Team,13,5
24,1,8:43.0,,D. Mitchell makes free throw 2 of 2,13,6
25,1,8:24.0,K. Kuzma makes 2-pt jump shot from 15 ft (assist by B. Lopez),,15,6
26,1,8:07.0,,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Gobert),15,8
27,1,7:57.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by J. Randle),,18,8
28,1,7:35.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by J. Ingles),18,11
29,1,7:22.0,K. Kuzma makes 2-pt layup from 1 ft (assist by J. Randle),,20,11
30,1,7:06.0,,R. Rubio makes 2-pt jump shot from 14 ft,20,13
31,1,6:58.0,Turnover by J. Randle (bad pass; steal by R. Gobert),,20,13
32,1,6:50.0,,Shooting foul by K. Caldwell-Pope (drawn by R. Rubio),20,13
33,1,6:50.0,,R. Rubio makes free throw 1 of 2,20,14
34,1,6:50.0,,R. Rubio makes free throw 2 of 2,20,15
35,1,6:30.0,K. Kuzma misses 3-pt jump shot from 25 ft,,20,15
36,1,6:26.0,,Defensive rebound by R. Gobert,20,15
37,1,6:05.0,,R. Rubio misses 3-pt jump shot from 25 ft,20,15
38,1,6:02.0,Defensive rebound by J. Randle,,20,15
39,1,5:55.0,Offensive foul by J. Randle (drawn by R. Rubio),,20,15
40,1,5:55.0,Turnover by J. Randle (offensive foul),,20,15
41,1,5:55.0,,J. Crowder enters the game for D. Favors,20,15
42,1,5:42.0,,R. Gobert misses 2-pt hook shot from 2 ft,20,15
43,1,5:39.0,Defensive rebound by J. Randle,,20,15
44,1,5:35.0,B. Lopez misses 3-pt jump shot from 26 ft,,20,15
45,1,5:32.0,,Defensive rebound by J. Crowder,20,15
46,1,5:24.0,,J. Ingles misses 3-pt jump shot from 24 ft,20,15
47,1,5:20.0,,Offensive rebound by D. Mitchell,20,15
48,1,5:12.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by D. Mitchell),20,18
49,1,5:08.0,LA Lakers full timeout,,20,18
50,1,5:08.0,,R. O'Neale enters the game for J. Ingles,20,18
51,1,5:08.0,J. Hart enters the game for K. Caldwell-Pope,,20,18
52,1,4:57.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by A. Caruso),,22,18
53,1,4:36.0,,D. Mitchell misses 3-pt jump shot from 25 ft,22,18
54,1,4:33.0,Defensive rebound by K. Kuzma,,22,18
55,1,4:23.0,J. Randle misses 2-pt jump shot from 7 ft,,22,18
56,1,4:20.0,,Defensive rebound by R. O'Neale,22,18
57,1,4:03.0,,R. Rubio misses 2-pt jump shot from 8 ft,22,18
58,1,4:01.0,Defensive rebound by K. Kuzma,,22,18
59,1,3:57.0,Shooting foul by R. O'Neale (drawn by K. Kuzma),,22,18
60,1,3:57.0,K. Kuzma misses free throw 1 of 2,,22,18
61,1,3:57.0,Offensive rebound by Team,,22,18
62,1,3:57.0,,D. Exum enters the game for R. Rubio,22,18
63,1,3:57.0,T. Ennis enters the game for A. Caruso,,22,18
64,1,3:57.0,K. Kuzma misses free throw 2 of 2,,22,18
65,1,3:55.0,,Defensive rebound by R. Gobert,22,18
66,1,3:33.0,,D. Mitchell makes 2-pt jump shot from 10 ft,22,20
67,1,3:06.0,T. Ennis misses 2-pt jump shot from 14 ft,,22,20
68,1,3:05.0,,Defensive rebound by R. Gobert,22,20
69,1,2:57.0,,Turnover by D. Mitchell (bad pass; steal by T. Ennis),22,20
70,1,2:52.0,J. Randle makes 2-pt layup from 2 ft (assist by T. Ennis),,24,20
71,1,2:28.0,,J. Crowder misses 3-pt jump shot from 24 ft,24,20
72,1,2:26.0,Defensive rebound by J. Randle,,24,20
73,1,2:18.0,Turnover by J. Hart (lost ball; steal by D. Exum),,24,20
74,1,2:13.0,,Turnover by D. Mitchell (bad pass; steal by K. Kuzma),24,20
75,1,2:09.0,Shooting foul by J. Crowder (drawn by K. Kuzma),,24,20
76,1,2:09.0,K. Kuzma makes free throw 1 of 2,,25,20
77,1,2:09.0,,D. Favors enters the game for R. Gobert,25,20
78,1,2:09.0,,J. Jerebko enters the game for D. Mitchell,25,20
79,1,2:09.0,I. Zubac enters the game for B. Lopez,,25,20
80,1,2:09.0,C. Frye enters the game for J. Randle,,25,20
81,1,2:09.0,K. Kuzma makes free throw 2 of 2,,26,20
82,1,1:57.0,,D. Favors makes 2-pt dunk from 1 ft (assist by D. Exum),26,22
83,1,1:39.0,J. Hart makes 3-pt jump shot from 23 ft (assist by T. Ennis),,29,22
84,1,1:26.0,,D. Exum misses 2-pt jump shot from 7 ft,29,22
85,1,1:26.0,Defensive rebound by Team,,29,22
86,1,1:11.0,T. Ennis misses 3-pt jump shot from 24 ft,,29,22
87,1,1:08.0,,Defensive rebound by R. O'Neale,29,22
88,1,0:55.0,,Personal foul by C. Frye (drawn by D. Exum),29,22
89,1,0:48.0,,D. Exum makes 2-pt layup from 2 ft,29,24
90,1,0:37.0,K. Kuzma misses 2-pt layup from 4 ft (block by J. Jerebko),,29,24
91,1,0:34.0,,Defensive rebound by J. Jerebko,29,24
92,1,0:25.0,,Turnover by D. Exum (bad pass; steal by T. Ennis),29,24
93,1,0:02.0,T. Ennis makes 2-pt layup from 1 ft,,31,24
94,1,0:00.0,,D. Exum misses 2-pt layup from 4 ft,31,24
95,1,0:00.0,,Offensive rebound by Team,31,24
96,2,11:42.0,,D. Favors makes 2-pt dunk from 1 ft (assist by D. Exum),31,26
97,2,11:30.0,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Ennis),,34,26
98,2,11:12.0,,D. Favors misses 2-pt hook shot from 4 ft (block by T. Ennis),34,26
99,2,11:08.0,,Offensive rebound by J. Ingles,34,26
100,2,11:06.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),34,29
101,2,10:41.0,Turnover by T. Ennis (bad pass; steal by J. Crowder),,34,29
102,2,10:38.0,,D. Exum makes 2-pt dunk from 1 ft (assist by J. Crowder),34,31
103,2,10:32.0,J. Hart misses 3-pt jump shot from 24 ft,,34,31
104,2,10:32.0,Offensive rebound by I. Zubac,,34,31
105,2,10:24.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by C. Frye),,37,31
106,2,10:01.0,,D. Exum misses 3-pt jump shot from 25 ft,37,31
107,2,9:59.0,Defensive rebound by J. Hart,,37,31
108,2,9:42.0,I. Zubac misses 2-pt hook shot from 4 ft,,37,31
109,2,9:39.0,,Defensive rebound by D. Favors,37,31
110,2,9:33.0,,D. Exum misses 2-pt layup from 6 ft,37,31
111,2,9:32.0,Defensive rebound by C. Frye,,37,31
112,2,9:32.0,Personal foul by J. Jerebko,,37,31
113,2,9:32.0,,R. O'Neale enters the game for J. Crowder,37,31
114,2,9:32.0,,Technical foul by J. Jerebko,37,31
115,2,9:32.0,K. Caldwell-Pope makes technical free throw,,38,31
116,2,9:22.0,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Ennis),,41,31
117,2,9:10.0,,Personal foul by T. Ennis (drawn by J. Ingles),41,31
118,2,9:10.0,,R. Gobert enters the game for J. Jerebko,41,31
119,2,9:10.0,B. Lopez enters the game for I. Zubac,,41,31
120,2,9:03.0,,Turnover by R. Gobert (bad pass),41,31
121,2,8:45.0,B. Lopez misses 2-pt hook shot from 5 ft (block by R. Gobert),,41,31
122,2,8:42.0,Offensive rebound by T. Ennis,,41,31
123,2,8:40.0,T. Ennis makes 2-pt jump shot from 9 ft,,43,31
124,2,8:28.0,,D. Favors misses 3-pt jump shot from 22 ft,43,31
125,2,8:21.0,,Offensive rebound by R. Gobert,43,31
126,2,8:21.0,,R. Gobert makes 2-pt layup at rim,43,33
127,2,8:15.0,T. Ennis misses 3-pt jump shot from 24 ft,,43,33
128,2,8:12.0,,Defensive rebound by R. O'Neale,43,33
129,2,8:04.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. O'Neale),43,36
130,2,7:59.0,LA Lakers full timeout,,43,36
131,2,7:59.0,,R. Rubio enters the game for D. Exum,43,36
132,2,7:59.0,J. Randle enters the game for C. Frye,,43,36
133,2,7:48.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by J. Randle),,46,36
134,2,7:27.0,,Personal foul by J. Randle (drawn by J. Ingles),46,36
135,2,7:27.0,,D. Mitchell enters the game for J. Ingles,46,36
136,2,7:21.0,,D. Mitchell makes 2-pt dunk from 2 ft,46,38
137,2,7:06.0,Turnover by T. Ennis (bad pass),,46,38
138,2,6:58.0,,Personal foul by J. Hart (drawn by D. Mitchell),46,38
139,2,6:58.0,K. Kuzma enters the game for J. Hart,,46,38
140,2,6:58.0,A. Caruso enters the game for T. Ennis,,46,38
141,2,6:49.0,,D. Mitchell misses 3-pt jump shot from 22 ft,46,38
142,2,6:46.0,Defensive rebound by J. Randle,,46,38
143,2,6:33.0,J. Randle misses 2-pt jump shot from 7 ft,,46,38
144,2,6:31.0,,Defensive rebound by R. Gobert,46,38
145,2,6:28.0,,Shooting foul by A. Caruso (drawn by R. Rubio),46,38
146,2,6:28.0,,R. Rubio makes free throw 1 of 2,46,39
147,2,6:28.0,,R. Rubio makes free throw 2 of 2,46,40
148,2,6:19.0,B. Lopez misses 3-pt jump shot from 25 ft,,46,40
149,2,6:15.0,,Defensive rebound by R. Rubio,46,40
