,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
207,2,1:30.0,,J. Holiday makes 2-pt dunk at rim (assist by L. Markkanen),54,64
208,2,1:11.0,A. Johnson makes 3-pt jump shot from 24 ft (assist by J. Bayless),,57,64
209,2,0:59.0,,Personal foul by R. Covington (drawn by R. Lopez),57,64
210,2,0:54.0,,Turnover by L. Markkanen (out of bounds lost ball),57,64
211,2,0:40.0,J. Redick misses 2-pt jump shot from 22 ft (block by J. Holiday),,57,64
212,2,0:39.0,Offensive rebound by B. Simmons,,57,64
213,2,0:39.0,B. Simmons makes 2-pt dunk at rim,,59,64
214,2,0:28.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Valentine),59,67
215,2,0:16.0,,P. Zipser enters the game for D. Valentine,59,67
216,2,0:00.0,B. Simmons misses 2-pt jump shot from 9 ft,,59,67
217,2,0:00.0,,Defensive rebound by P. Zipser,59,67
218,3,11:44.0,Turnover by D. Šarić (bad pass; steal by K. Dunn),,59,67
219,3,11:37.0,,L. Markkanen misses 2-pt jump shot from 4 ft,59,67
220,3,11:35.0,Defensive rebound by R. Holmes,,59,67
221,3,11:26.0,B. Simmons misses 2-pt layup from 2 ft (block by R. Lopez),,59,67
222,3,11:26.0,Offensive rebound by Team,,59,67
223,3,11:22.0,B. Simmons makes 2-pt dunk at rim (assist by R. Holmes),,61,67
224,3,10:56.0,,Turnover by Team (shot clock),61,67
225,3,10:45.0,Def 3 sec tech foul by R. Lopez,,61,67
226,3,10:45.0,J. Redick makes technical free throw,,62,67
227,3,10:40.0,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Simmons),,64,67
228,3,10:24.0,,D. Valentine makes 2-pt jump shot from 22 ft,64,69
229,3,10:02.0,B. Simmons misses 2-pt jump shot from 11 ft,,64,69
230,3,9:58.0,Offensive rebound by D. Šarić,,64,69
231,3,9:58.0,Turnover by J. Redick (traveling),,64,69
232,3,9:44.0,,K. Dunn makes 3-pt jump shot from 25 ft,64,72
233,3,9:31.0,R. Covington misses 3-pt jump shot from 25 ft,,64,72
234,3,9:27.0,,Defensive rebound by J. Holiday,64,72
235,3,9:22.0,,Turnover by K. Dunn (bad pass),64,72
236,3,9:15.0,Turnover by B. Simmons (lost ball; steal by L. Markkanen),,64,72
237,3,9:11.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),64,74
238,3,9:11.0,Philadelphia full timeout,,64,74
239,3,8:54.0,J. Redick makes 2-pt jump shot from 19 ft (assist by R. Holmes),,66,74
240,3,8:42.0,,R. Lopez makes 2-pt jump shot from 14 ft (assist by K. Dunn),66,76
241,3,8:20.0,R. Holmes misses 2-pt jump shot from 16 ft,,66,76
242,3,8:15.0,,Defensive rebound by J. Holiday,66,76
243,3,8:05.0,,D. Valentine makes 2-pt jump shot from 20 ft,66,78
244,3,7:49.0,D. Šarić makes 2-pt jump shot from 5 ft (assist by B. Simmons),,68,78
245,3,7:34.0,,L. Markkanen makes 2-pt jump shot from 21 ft (assist by R. Lopez),68,80
246,3,7:22.0,R. Holmes misses 2-pt jump shot from 14 ft,,68,80
247,3,7:19.0,,Defensive rebound by L. Markkanen,68,80
248,3,7:10.0,,R. Lopez misses 2-pt jump shot from 3 ft,68,80
249,3,7:08.0,Defensive rebound by R. Holmes,,68,80
250,3,6:59.0,Shooting foul by D. Valentine (drawn by R. Covington),,68,80
251,3,6:59.0,R. Covington makes free throw 1 of 2,,69,80
252,3,6:59.0,T. McConnell enters the game for J. Redick,,69,80
253,3,6:59.0,J. Bayless enters the game for D. Šarić,,69,80
254,3,6:59.0,R. Covington makes free throw 2 of 2,,70,80
255,3,6:44.0,,D. Valentine misses 3-pt jump shot from 25 ft,70,80
256,3,6:41.0,Defensive rebound by R. Covington,,70,80
257,3,6:34.0,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Simmons),,72,80
258,3,6:25.0,,Turnover by K. Dunn (lost ball; steal by R. Holmes),72,80
259,3,6:02.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,75,80
260,3,5:52.0,,Chicago full timeout,75,80
261,3,5:52.0,,N. Mirotić enters the game for L. Markkanen,75,80
262,3,5:52.0,,D. Nwaba enters the game for D. Valentine,75,80
263,3,5:46.0,,R. Lopez misses 2-pt jump shot from 13 ft,75,80
264,3,5:43.0,Defensive rebound by J. Bayless,,75,80
265,3,5:34.0,J. Bayless misses 3-pt jump shot from 24 ft,,75,80
266,3,5:30.0,,Defensive rebound by N. Mirotić,75,80
267,3,5:19.0,,R. Lopez misses 2-pt hook shot from 9 ft,75,80
268,3,5:17.0,Defensive rebound by T. McConnell,,75,80
269,3,5:13.0,,Offensive charge foul by R. Covington (drawn by J. Holiday),75,80
270,3,5:13.0,Turnover by R. Covington (offensive foul),,75,80
271,3,5:13.0,D. Šarić enters the game for R. Holmes,,75,80
272,3,5:07.0,,Turnover by K. Dunn (bad pass; steal by R. Covington),75,80
273,3,5:02.0,R. Covington makes 2-pt dunk at rim,,77,80
274,3,4:45.0,,N. Mirotić misses 3-pt jump shot from 24 ft,77,80
275,3,4:43.0,,Offensive rebound by Team,77,80
276,3,4:43.0,,Personal foul by D. Šarić (drawn by R. Lopez),77,80
277,3,4:43.0,,B. Portis enters the game for R. Lopez,77,80
278,3,4:43.0,T. Luwawu-Cabarrot enters the game for R. Covington,,77,80
279,3,4:34.0,,N. Mirotić makes 2-pt jump shot from 14 ft,77,82
280,3,4:23.0,D. Šarić misses 3-pt jump shot from 25 ft,,77,82
281,3,4:22.0,,Defensive rebound by N. Mirotić,77,82
282,3,4:06.0,,N. Mirotić misses 2-pt jump shot from 11 ft (block by B. Simmons),77,82
283,3,4:05.0,,Offensive rebound by Team,77,82
284,3,4:03.0,,J. Holiday misses 2-pt jump shot from 15 ft (block by B. Simmons),77,82
285,3,4:01.0,Defensive rebound by B. Simmons,,77,82
286,3,3:58.0,Shooting foul by D. Nwaba (drawn by B. Simmons),,77,82
287,3,3:58.0,B. Simmons misses free throw 1 of 2,,77,82
288,3,3:58.0,Offensive rebound by Team,,77,82
289,3,3:58.0,B. Simmons misses free throw 2 of 2,,77,82
290,3,3:55.0,,Defensive rebound by N. Mirotić,77,82
291,3,3:39.0,,Personal foul by T. Luwawu-Cabarrot (drawn by B. Portis),77,82
292,3,3:35.0,,K. Dunn misses 2-pt layup from 1 ft (block by J. Bayless),77,82
293,3,3:35.0,Defensive rebound by D. Šarić,,77,82
294,3,3:23.0,D. Šarić makes 2-pt layup from 1 ft (assist by T. McConnell),,79,82
295,3,3:12.0,,B. Portis misses 3-pt jump shot from 24 ft,79,82
296,3,3:12.0,Defensive rebound by Team,,79,82
297,3,3:12.0,J. Redick enters the game for J. Bayless,,79,82
298,3,2:52.0,J. Redick misses 2-pt jump shot from 17 ft,,79,82
299,3,2:50.0,Offensive rebound by D. Šarić,,79,82
300,3,2:50.0,D. Šarić makes 2-pt layup from 1 ft,,81,82
301,3,2:50.0,Shooting foul by B. Portis (drawn by D. Šarić),,81,82
302,3,2:50.0,R. Holmes enters the game for B. Simmons,,81,82
303,3,2:50.0,D. Šarić makes free throw 1 of 1,,82,82
304,3,2:36.0,,Turnover by K. Dunn (bad pass; steal by T. Luwawu-Cabarrot),82,82
305,3,2:32.0,T. McConnell makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,84,82
306,3,2:17.0,,Turnover by B. Portis (out of bounds lost ball),84,82
307,3,2:17.0,,J. Grant enters the game for K. Dunn,84,82
308,3,2:06.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,84,82
309,3,2:05.0,,Defensive rebound by Team,84,82
310,3,2:05.0,Loose ball foul by R. Holmes (drawn by B. Portis),,84,82
311,3,1:57.0,,Shooting foul by D. Šarić (drawn by N. Mirotić),84,82
312,3,1:57.0,,N. Mirotić makes free throw 1 of 2,84,83
313,3,1:57.0,,N. Mirotić makes free throw 2 of 2,84,84
314,3,1:39.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,,84,84
315,3,1:39.0,,Defensive rebound by N. Mirotić,84,84
316,3,1:24.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Grant),84,87
317,3,1:08.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Redick),,87,87
318,3,0:44.0,,Personal foul by R. Holmes (drawn by N. Mirotić),87,87
319,3,0:44.0,,N. Mirotić makes free throw 1 of 2,87,88
320,3,0:44.0,,N. Mirotić makes free throw 2 of 2,87,89
321,3,0:35.0,J. Redick misses 2-pt jump shot from 14 ft,,87,89
322,3,0:31.0,,Defensive rebound by B. Portis,87,89
323,3,0:25.0,,Turnover by N. Mirotić (turnover),87,89
324,3,0:01.0,D. Šarić misses 2-pt layup at rim,,87,89
325,3,0:01.0,,Defensive rebound by B. Portis,87,89
326,4,11:48.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Nwaba),87,89
327,4,11:48.0,,D. Nwaba makes free throw 1 of 2,87,90
328,4,11:48.0,,D. Nwaba makes free throw 2 of 2,87,91
329,4,11:35.0,Turnover by R. Covington (bad pass),,87,91
330,4,11:35.0,,D. Valentine enters the game for D. Nwaba,87,91
331,4,11:11.0,,J. Grant misses 3-pt jump shot from 27 ft,87,91
332,4,11:08.0,Defensive rebound by R. Covington,,87,91
333,4,10:51.0,Turnover by T. McConnell (bad pass),,87,91
334,4,10:37.0,,Turnover by J. Grant (bad pass; steal by R. Covington),87,91
335,4,10:32.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,89,91
336,4,10:12.0,,P. Zipser misses 3-pt jump shot from 24 ft,89,91
337,4,10:12.0,,Offensive rebound by B. Portis,89,91
338,4,10:11.0,,Personal foul by T. McConnell (drawn by B. Portis),89,91
339,4,10:05.0,,Shooting foul by R. Covington (drawn by J. Grant),89,91
340,4,10:05.0,,J. Grant makes free throw 1 of 2,89,92
341,4,10:05.0,,J. Grant misses free throw 2 of 2,89,92
342,4,10:01.0,Defensive rebound by R. Holmes,,89,92
343,4,9:50.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by R. Holmes),,92,92
344,4,9:20.0,,J. Grant makes 2-pt jump shot from 18 ft (assist by D. Valentine),92,94
345,4,9:05.0,T. McConnell misses 2-pt layup from 2 ft (block by J. Grant),,92,94
346,4,9:00.0,,Defensive rebound by B. Portis,92,94
347,4,8:58.0,,N. Mirotić misses 3-pt jump shot from 25 ft,92,94
348,4,8:58.0,,Offensive rebound by P. Zipser,92,94
349,4,8:53.0,,N. Mirotić misses 3-pt jump shot from 22 ft,92,94
350,4,8:53.0,,Offensive rebound by B. Portis,92,94
351,4,8:52.0,,Personal foul by R. Holmes (drawn by B. Portis),92,94
352,4,8:52.0,,D. Nwaba enters the game for D. Valentine,92,94
353,4,8:52.0,B. Simmons enters the game for J. Redick,,92,94
354,4,8:52.0,D. Šarić enters the game for R. Holmes,,92,94
355,4,8:52.0,J. Bayless enters the game for R. Covington,,92,94
356,4,8:33.0,,Turnover by N. Mirotić (bad pass; steal by J. Bayless),92,94
357,4,8:26.0,T. McConnell makes 2-pt jump shot from 7 ft,,94,94
358,4,8:15.0,,J. Grant misses 2-pt jump shot from 12 ft,94,94
359,4,8:08.0,,Offensive rebound by B. Portis,94,94
360,4,8:08.0,,B. Portis misses 2-pt layup at rim,94,94
361,4,8:07.0,Defensive rebound by B. Simmons,,94,94
362,4,8:04.0,B. Simmons makes 2-pt layup at rim,,96,94
363,4,7:52.0,,Offensive foul by P. Zipser (drawn by B. Simmons),96,94
364,4,7:52.0,,Turnover by P. Zipser (offensive foul),96,94
365,4,7:52.0,Philadelphia full timeout,,96,94
366,4,7:52.0,,K. Dunn enters the game for J. Grant,96,94
367,4,7:52.0,,J. Holiday enters the game for P. Zipser,96,94
368,4,7:52.0,,L. Markkanen enters the game for N. Mirotić,96,94
369,4,7:41.0,D. Šarić misses 2-pt jump shot from 12 ft,,96,94
370,4,7:39.0,,Defensive rebound by B. Portis,96,94
371,4,7:27.0,,B. Portis misses 2-pt jump shot from 5 ft (block by B. Simmons),96,94
372,4,7:27.0,,Offensive rebound by Team,96,94
373,4,7:16.0,,J. Holiday misses 2-pt jump shot from 21 ft (block by B. Simmons),96,94
374,4,7:12.0,Defensive rebound by T. McConnell,,96,94
