,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
389,4,2:14.0,,L. James makes 2-pt dunk at rim (assist by K. Korver),104,99
390,4,2:14.0,Washington full timeout,,104,99
391,4,2:14.0,T. Satoranský enters the game for J. Meeks,,104,99
392,4,1:55.0,B. Beal misses 2-pt jump shot from 11 ft,,104,99
393,4,1:52.0,,Defensive rebound by K. Korver,104,99
394,4,1:41.0,,L. James misses 3-pt jump shot from 24 ft,104,99
395,4,1:38.0,Defensive rebound by O. Porter,,104,99
396,4,1:19.0,Turnover by B. Beal (bad pass),,104,99
397,4,1:13.0,,L. James makes 2-pt layup from 1 ft,104,101
398,4,0:59.0,K. Oubre misses 2-pt layup from 2 ft (block by J. Smith),,104,101
399,4,0:59.0,Offensive rebound by Team,,104,101
400,4,0:57.0,O. Porter makes 2-pt layup from 1 ft (assist by B. Beal),,106,101
401,4,0:57.0,,Cleveland full timeout,106,101
402,4,0:51.0,,L. James makes 2-pt layup at rim,106,103
403,4,0:28.0,B. Beal makes 2-pt layup at rim,,108,103
404,4,0:20.0,,L. James misses 2-pt layup from 1 ft (block by M. Morris),108,103
405,4,0:19.0,,Offensive rebound by L. James,108,103
406,4,0:17.0,,Shooting foul by T. Satoranský (drawn by L. James),108,103
407,4,0:17.0,,L. James misses free throw 1 of 2,108,103
408,4,0:17.0,,Offensive rebound by Team,108,103
409,4,0:17.0,,L. James misses free throw 2 of 2,108,103
410,4,0:16.0,Defensive rebound by Team,,108,103
411,4,0:16.0,Personal foul by R. Hood (drawn by B. Beal),,108,103
412,4,0:15.0,Personal foul by R. Hood (drawn by T. Satoranský),,108,103
413,4,0:15.0,T. Satoranský makes free throw 1 of 2,,109,103
414,4,0:15.0,T. Satoranský makes free throw 2 of 2,,110,103
415,4,0:15.0,,Cleveland full timeout,110,103
416,4,0:15.0,,T. Thompson enters the game for R. Hood,110,103
417,4,0:05.0,,K. Korver misses 3-pt jump shot from 22 ft (block by B. Beal),110,103
418,4,0:03.0,Defensive rebound by M. Morris,,110,103
