,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
392,4,6:39.0,L. Markkanen misses 2-pt jump shot from 12 ft,,93,100
393,4,6:38.0,Offensive rebound by R. Lopez,,93,100
394,4,6:38.0,R. Lopez makes 2-pt layup at rim,,95,100
395,4,6:21.0,,M. James makes 2-pt layup at rim,95,102
396,4,6:06.0,J. Holiday misses 2-pt jump shot from 20 ft,,95,102
397,4,6:03.0,,Defensive rebound by M. James,95,102
398,4,5:58.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by J. Jackson),95,104
399,4,5:57.0,Chicago full timeout,,95,104
400,4,5:57.0,,D. Booker enters the game for T. Daniels,95,104
401,4,5:57.0,K. Dunn enters the game for J. Grant,,95,104
402,4,5:43.0,Personal foul by T. Warren (drawn by L. Markkanen),,95,104
403,4,5:36.0,L. Markkanen misses 2-pt jump shot from 14 ft,,95,104
404,4,5:32.0,,Defensive rebound by M. James,95,104
405,4,5:17.0,,A. Len misses 2-pt dunk at rim,95,104
406,4,5:14.0,Defensive rebound by D. Valentine,,95,104
407,4,5:11.0,Personal block foul by D. Booker (drawn by J. Holiday),,95,104
408,4,5:02.0,L. Markkanen misses 3-pt jump shot from 26 ft,,95,104
409,4,5:00.0,,Defensive rebound by Team,95,104
410,4,5:00.0,Loose ball foul by R. Lopez (drawn by A. Len),,95,104
411,4,4:48.0,,M. James misses 2-pt layup from 3 ft,95,104
412,4,4:46.0,Defensive rebound by K. Dunn,,95,104
413,4,4:41.0,K. Dunn misses 2-pt jump shot from 19 ft,,95,104
414,4,4:35.0,Offensive rebound by R. Lopez,,95,104
415,4,4:35.0,R. Lopez misses 2-pt layup at rim,,95,104
416,4,4:35.0,,Defensive rebound by M. James,95,104
417,4,4:15.0,,D. Booker misses 3-pt jump shot from 25 ft,95,104
418,4,4:12.0,Defensive rebound by L. Markkanen,,95,104
419,4,4:06.0,J. Holiday misses 3-pt jump shot from 25 ft,,95,104
420,4,4:03.0,,Defensive rebound by T. Warren,95,104
421,4,3:42.0,B. Portis enters the game for R. Lopez,,95,104
422,4,3:37.0,,T. Warren makes 2-pt jump shot from 21 ft (assist by A. Len),95,106
423,4,3:23.0,K. Dunn makes 2-pt jump shot from 7 ft,,97,106
424,4,3:13.0,,M. James misses 2-pt layup from 1 ft,97,106
425,4,3:07.0,,Offensive rebound by T. Warren,97,106
426,4,3:07.0,,T. Warren makes 2-pt dunk at rim,97,108
427,4,3:05.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by K. Dunn),,100,108
428,4,2:43.0,,M. James misses 3-pt jump shot from 22 ft,100,108
429,4,2:38.0,Defensive rebound by D. Valentine,,100,108
430,4,2:32.0,L. Markkanen misses 3-pt jump shot from 25 ft,,100,108
431,4,2:30.0,,Defensive rebound by A. Len,100,108
432,4,2:12.0,,T. Daniels enters the game for M. James,100,108
433,4,2:07.0,,D. Booker misses 3-pt jump shot from 32 ft,100,108
434,4,2:05.0,,Offensive rebound by T. Daniels,100,108
435,4,2:05.0,,Personal foul by D. Valentine (drawn by T. Daniels),100,108
436,4,1:47.0,,T. Daniels misses 3-pt jump shot from 27 ft,100,108
437,4,1:44.0,Defensive rebound by L. Markkanen,,100,108
438,4,1:37.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by J. Holiday),,103,108
439,4,1:18.0,,J. Jackson misses 2-pt layup from 1 ft,103,108
440,4,1:16.0,Defensive rebound by K. Dunn,,103,108
441,4,1:13.0,Turnover by K. Dunn (bad pass),,103,108
442,4,0:56.0,,Shooting foul by L. Markkanen (drawn by J. Jackson),103,108
443,4,0:56.0,,J. Jackson makes free throw 1 of 2,103,109
444,4,0:56.0,,J. Jackson makes free throw 2 of 2,103,110
445,4,0:43.0,Turnover by J. Holiday (bad pass),,103,110
446,4,0:37.0,,Phoenix full timeout,103,110
447,4,0:22.0,,Shooting foul by B. Portis (drawn by T. Warren),103,110
448,4,0:22.0,,T. Warren misses free throw 1 of 2,103,110
449,4,0:22.0,,Offensive rebound by Team,103,110
450,4,0:22.0,,T. Warren makes free throw 2 of 2,103,111
451,4,0:22.0,Chicago full timeout,,103,111
452,4,0:22.0,,M. James enters the game for A. Len,103,111
453,4,0:22.0,Turnover by Team (turnover),,103,111
454,4,0:14.0,,T. Warren makes 2-pt dunk at rim (assist by J. Jackson),103,113
455,4,0:08.0,J. Holiday misses 3-pt jump shot from 22 ft,,103,113
456,4,0:06.0,Offensive rebound by Team,,103,113
457,4,0:04.0,B. Portis makes 2-pt layup at rim (assist by D. Valentine),,105,113
