,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
0,1,11:47.0,Turnover by P. George (lost ball; steal by K. Anderson),,0,0
1,1,11:43.0,,K. Anderson makes 2-pt dunk at rim (assist by D. Murray),0,2
2,1,11:16.0,Turnover by P. George (lost ball; steal by K. Anderson),,0,2
3,1,11:14.0,,Personal foul by R. Westbrook (drawn by D. Murray),0,2
4,1,11:01.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. Murray),0,4
5,1,10:47.0,C. Brewer makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,3,4
6,1,10:30.0,,D. Murray misses 3-pt jump shot from 23 ft,3,4
7,1,10:25.0,Defensive rebound by P. George,,3,4
8,1,10:22.0,P. George misses 2-pt jump shot from 16 ft,,3,4
9,1,10:17.0,,Defensive rebound by D. Murray,3,4
10,1,9:59.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by K. Anderson),3,7
11,1,9:40.0,S. Adams makes 2-pt jump shot from 9 ft (assist by P. George),,5,7
12,1,9:26.0,,Turnover by D. Murray (lost ball; steal by C. Anthony),5,7
13,1,9:24.0,Shooting foul by P. Mills (drawn by C. Brewer),,5,7
14,1,9:24.0,C. Brewer misses free throw 1 of 2,,5,7
15,1,9:24.0,Offensive rebound by Team,,5,7
16,1,9:24.0,C. Brewer makes free throw 2 of 2,,6,7
17,1,9:13.0,,D. Murray misses 3-pt jump shot from 23 ft,6,7
18,1,9:10.0,Defensive rebound by C. Anthony,,6,7
19,1,9:05.0,Shooting foul by P. Gasol (drawn by S. Adams),,6,7
20,1,9:05.0,S. Adams misses free throw 1 of 2,,6,7
21,1,9:05.0,Offensive rebound by Team,,6,7
22,1,9:05.0,S. Adams misses free throw 2 of 2,,6,7
23,1,9:02.0,,Defensive rebound by P. Gasol,6,7
24,1,8:54.0,Violation by S. Adams (kicked ball),,6,7
25,1,8:43.0,,Shooting foul by C. Brewer (drawn by P. Mills),6,7
26,1,8:43.0,,P. Mills makes free throw 1 of 3,6,8
27,1,8:43.0,,P. Mills makes free throw 2 of 3,6,9
28,1,8:43.0,,P. Mills makes free throw 3 of 3,6,10
29,1,8:33.0,Shooting foul by P. Gasol (drawn by R. Westbrook),,6,10
30,1,8:33.0,R. Westbrook makes free throw 1 of 2,,7,10
31,1,8:33.0,,R. Gay enters the game for P. Gasol,7,10
32,1,8:33.0,R. Westbrook makes free throw 2 of 2,,8,10
33,1,8:14.0,,Offensive foul by L. Aldridge (drawn by P. George),8,10
34,1,8:14.0,,Turnover by L. Aldridge (offensive foul),8,10
35,1,8:01.0,C. Anthony misses 2-pt jump shot from 20 ft,,8,10
36,1,7:57.0,,Defensive rebound by R. Gay,8,10
37,1,7:50.0,,Turnover by R. Gay (bad pass; steal by R. Westbrook),8,10
38,1,7:46.0,R. Westbrook makes 2-pt dunk from 2 ft,,10,10
39,1,7:46.0,,San Antonio full timeout,10,10
40,1,7:35.0,,P. Mills misses 2-pt jump shot from 22 ft,10,10
41,1,7:32.0,Defensive rebound by C. Anthony,,10,10
42,1,7:23.0,Personal foul by K. Anderson (drawn by S. Adams),,10,10
43,1,7:09.0,P. George misses 3-pt jump shot from 24 ft,,10,10
44,1,7:05.0,,Defensive rebound by L. Aldridge,10,10
45,1,6:56.0,,Turnover by L. Aldridge (bad pass; steal by C. Brewer),10,10
46,1,6:51.0,C. Brewer makes 2-pt layup from 1 ft,,12,10
47,1,6:30.0,,R. Gay misses 3-pt jump shot from 24 ft,12,10
48,1,6:26.0,Defensive rebound by S. Adams,,12,10
49,1,6:24.0,Turnover by R. Westbrook (bad pass; steal by R. Gay),,12,10
50,1,6:17.0,,R. Gay makes 2-pt jump shot from 8 ft,12,12
51,1,6:03.0,C. Brewer misses 3-pt jump shot from 23 ft,,12,12
52,1,6:03.0,,Defensive rebound by R. Gay,12,12
53,1,5:56.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Murray),12,15
54,1,5:37.0,P. George makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,14,15
55,1,5:20.0,,L. Aldridge misses 2-pt layup at rim,14,15
56,1,5:19.0,,Offensive rebound by L. Aldridge,14,15
