,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
0,1,11:42.0,,S. Johnson misses 2-pt hook shot from 4 ft,0,0
1,1,11:36.0,,Offensive rebound by A. Drummond,0,0
2,1,11:35.0,,A. Drummond makes 2-pt layup from 1 ft,0,2
3,1,11:14.0,Turnover by D. Booker (turnover),,0,2
4,1,11:04.0,,Personal foul by D. Booker (drawn by A. Bradley),0,2
5,1,10:55.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by A. Drummond),0,5
6,1,10:41.0,T. Warren misses 2-pt layup from 4 ft,,0,5
7,1,10:38.0,Offensive rebound by G. Monroe,,0,5
8,1,10:37.0,G. Monroe makes 2-pt layup from 1 ft,,2,5
9,1,10:13.0,,A. Bradley makes 2-pt jump shot from 7 ft,2,7
10,1,10:00.0,Turnover by D. Booker (turnover),,2,7
11,1,9:50.0,,R. Jackson misses 2-pt jump shot from 7 ft,2,7
12,1,9:47.0,Defensive rebound by G. Monroe,,2,7
13,1,9:40.0,T. Ulis makes 2-pt jump shot from 12 ft,,4,7
14,1,9:24.0,,T. Harris makes 2-pt dunk from 1 ft (assist by A. Drummond),4,9
15,1,8:55.0,Turnover by Team (shot clock),,4,9
16,1,8:38.0,,R. Jackson makes 2-pt jump shot from 17 ft (assist by A. Drummond),4,11
17,1,8:26.0,,Violation by R. Jackson (kicked ball),4,11
18,1,8:21.0,D. Booker makes 2-pt jump shot from 15 ft,,6,11
19,1,8:02.0,,Shooting foul by M. Chriss (drawn by T. Harris),6,11
20,1,8:02.0,,T. Harris makes free throw 1 of 2,6,12
21,1,8:02.0,,T. Harris makes free throw 2 of 2,6,13
22,1,7:49.0,Personal foul by A. Drummond (drawn by T. Ulis),,6,13
23,1,7:44.0,Turnover by D. Booker (lost ball; steal by A. Bradley),,6,13
24,1,7:41.0,,A. Bradley misses 2-pt layup from 2 ft (block by M. Chriss),6,13
25,1,7:38.0,Defensive rebound by D. Booker,,6,13
26,1,7:32.0,G. Monroe makes 2-pt layup from 2 ft (assist by T. Ulis),,8,13
27,1,7:08.0,,R. Jackson misses 3-pt jump shot from 26 ft,8,13
28,1,7:04.0,Defensive rebound by M. Chriss,,8,13
29,1,6:58.0,,Violation by R. Jackson (kicked ball),8,13
30,1,6:58.0,,Detroit full timeout,8,13
31,1,6:52.0,T. Warren makes 2-pt jump shot from 12 ft (assist by G. Monroe),,10,13
32,1,6:34.0,,A. Bradley makes 2-pt layup at rim (assist by R. Jackson),10,15
33,1,6:15.0,T. Ulis misses 2-pt jump shot from 18 ft,,10,15
34,1,6:12.0,,Defensive rebound by R. Jackson,10,15
35,1,6:05.0,,A. Drummond misses 2-pt jump shot from 4 ft,10,15
36,1,6:02.0,Defensive rebound by T. Warren,,10,15
37,1,6:00.0,Turnover by T. Ulis (bad pass),,10,15
38,1,6:00.0,J. Jackson enters the game for T. Warren,,10,15
39,1,5:37.0,,A. Drummond misses 2-pt hook shot from 2 ft,10,15
40,1,5:34.0,Defensive rebound by G. Monroe,,10,15
41,1,5:32.0,D. Booker makes 3-pt jump shot from 27 ft (assist by T. Ulis),,13,15
42,1,5:16.0,,T. Harris makes 2-pt jump shot from 13 ft,13,17
43,1,4:50.0,M. Chriss misses 2-pt jump shot from 8 ft,,13,17
44,1,4:48.0,Offensive rebound by Team,,13,17
45,1,4:48.0,Technical foul by M. Chriss,,13,17
46,1,4:48.0,,R. Jackson makes technical free throw,13,18
47,1,4:48.0,,L. Kennard enters the game for S. Johnson,13,18
48,1,4:48.0,D. Bender enters the game for M. Chriss,,13,18
49,1,4:39.0,T. Ulis misses 2-pt jump shot from 5 ft,,13,18
50,1,4:39.0,G. Monroe misses 2-pt layup from 2 ft,,13,18
51,1,4:39.0,,Defensive rebound by A. Drummond,13,18
52,1,4:36.0,Defensive rebound by G. Monroe,,13,18
53,1,4:29.0,,R. Jackson makes 2-pt layup from 1 ft (assist by A. Drummond),13,20
54,1,4:23.0,Offensive foul by D. Booker (drawn by A. Bradley),,13,20
55,1,4:23.0,Turnover by D. Booker (offensive foul),,13,20
56,1,4:23.0,,I. Smith enters the game for R. Jackson,13,20
57,1,4:23.0,T. Daniels enters the game for D. Booker,,13,20
58,1,4:11.0,,T. Harris misses 3-pt jump shot from 25 ft,13,20
59,1,4:07.0,Defensive rebound by G. Monroe,,13,20
60,1,3:57.0,Shooting foul by A. Bradley (drawn by J. Jackson),,13,20
61,1,3:57.0,J. Jackson makes free throw 1 of 2,,14,20
62,1,3:57.0,,L. Galloway enters the game for A. Bradley,14,20
63,1,3:57.0,A. Len enters the game for G. Monroe,,14,20
64,1,3:57.0,J. Jackson makes free throw 2 of 2,,15,20
65,1,3:41.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by L. Kennard),15,23
66,1,3:18.0,T. Ulis misses 2-pt layup from 1 ft,,15,23
67,1,3:15.0,,Defensive rebound by A. Drummond,15,23
68,1,3:10.0,,I. Smith makes 2-pt layup from 2 ft,15,25
69,1,3:10.0,Phoenix full timeout,,15,25
70,1,3:10.0,M. James enters the game for T. Ulis,,15,25
71,1,2:50.0,Turnover by T. Daniels (bad pass; steal by L. Kennard),,15,25
72,1,2:45.0,,A. Drummond makes 2-pt layup at rim (assist by I. Smith),15,27
73,1,2:26.0,M. James misses 2-pt jump shot from 18 ft,,15,27
74,1,2:23.0,,Defensive rebound by T. Harris,15,27
75,1,2:19.0,,Turnover by I. Smith (bad pass; steal by J. Jackson),15,27
76,1,2:14.0,J. Jackson misses 2-pt layup at rim,,15,27
77,1,2:12.0,Offensive rebound by J. Jackson,,15,27
78,1,2:11.0,J. Jackson makes 2-pt layup from 2 ft,,17,27
79,1,1:58.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by I. Smith),17,30
80,1,1:46.0,Turnover by J. Jackson (bad pass),,17,30
81,1,1:36.0,,L. Galloway misses 3-pt jump shot from 25 ft,17,30
82,1,1:33.0,Defensive rebound by J. Jackson,,17,30
83,1,1:22.0,A. Len misses 2-pt hook shot from 3 ft,,17,30
84,1,1:19.0,,Defensive rebound by T. Harris,17,30
85,1,1:10.0,,I. Smith makes 2-pt layup at rim,17,32
86,1,1:10.0,,Shooting foul by D. Bender (drawn by I. Smith),17,32
87,1,1:10.0,,I. Smith misses free throw 1 of 1,17,32
88,1,1:07.0,Defensive rebound by D. Bender,,17,32
89,1,1:02.0,J. Jackson misses 2-pt jump shot from 7 ft,,17,32
90,1,0:59.0,,Defensive rebound by A. Drummond,17,32
91,1,0:45.0,,A. Drummond misses 2-pt jump shot from 6 ft (block by A. Len),17,32
92,1,0:41.0,Defensive rebound by M. James,,17,32
93,1,0:38.0,T. Daniels misses 3-pt jump shot from 24 ft,,17,32
94,1,0:38.0,,Defensive rebound by L. Galloway,17,32
95,1,0:30.0,,T. Harris makes 2-pt layup at rim,17,34
96,1,0:15.0,M. James makes 2-pt layup at rim,,19,34
97,1,0:02.0,,I. Smith makes 2-pt jump shot from 3 ft,19,36
98,1,0:00.0,,E. Moreland enters the game for A. Drummond,19,36
99,1,0:00.0,,A. Tolliver enters the game for T. Harris,19,36
100,1,0:00.0,J. Dudley enters the game for T. Daniels,,19,36
