,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BOSTON_ACTION,LA LAKERS_SCORE,BOSTON_SCORE
44,1,6:28.0,Defensive rebound by K. Kuzma,,11,14
45,1,6:18.0,B. Lopez misses 2-pt jump shot from 11 ft,,11,14
46,1,6:14.0,,Defensive rebound by K. Irving,11,14
47,1,6:09.0,,A. Baynes misses 2-pt jump shot from 18 ft,11,14
48,1,6:08.0,,Offensive rebound by Team,11,14
49,1,6:08.0,,M. Smart enters the game for J. Tatum,11,14
50,1,5:57.0,,J. Brown misses 3-pt jump shot from 24 ft,11,14
51,1,5:56.0,,Offensive rebound by A. Baynes,11,14
52,1,5:56.0,,A. Baynes makes 2-pt layup at rim,11,16
53,1,5:41.0,Turnover by B. Lopez (bad pass; steal by M. Morris),,11,16
54,1,5:34.0,LA Lakers full timeout,,11,16
55,1,5:34.0,,S. Ojeleye enters the game for M. Morris,11,16
56,1,5:34.0,,D. Theis enters the game for A. Baynes,11,16
57,1,5:34.0,C. Brewer enters the game for K. Kuzma,,11,16
58,1,5:34.0,A. Bogut enters the game for B. Lopez,,11,16
59,1,5:33.0,,K. Irving makes 2-pt layup at rim,11,18
60,1,5:25.0,Turnover by A. Bogut (bad pass),,11,18
61,1,5:10.0,,D. Theis makes 2-pt jump shot from 11 ft (assist by K. Irving),11,20
62,1,4:59.0,,Personal foul by B. Ingram (drawn by D. Theis),11,20
63,1,4:59.0,Turnover by B. Ingram (turnover),,11,20
64,1,4:39.0,,Shooting foul by A. Bogut (drawn by D. Theis),11,20
65,1,4:39.0,,D. Theis makes free throw 1 of 2,11,21
66,1,4:39.0,J. Clarkson enters the game for L. Ball,,11,21
67,1,4:39.0,,D. Theis makes free throw 2 of 2,11,22
68,1,4:29.0,Offensive foul by C. Brewer (drawn by J. Brown),,11,22
69,1,4:29.0,Turnover by C. Brewer (bad pass),,11,22
70,1,4:15.0,,D. Theis misses 3-pt jump shot from 25 ft,11,22
71,1,4:12.0,Defensive rebound by A. Bogut,,11,22
72,1,4:08.0,Turnover by K. Caldwell-Pope (bad pass; steal by J. Brown),,11,22
73,1,4:01.0,,Turnover by J. Brown (lost ball; steal by C. Brewer),11,22
74,1,3:59.0,B. Ingram misses 2-pt layup from 5 ft,,11,22
75,1,3:59.0,,Defensive rebound by Team,11,22
76,1,3:59.0,Loose ball foul by A. Bogut (drawn by M. Smart),,11,22
77,1,3:59.0,,M. Smart misses free throw 1 of 2,11,22
78,1,3:59.0,,Offensive rebound by Team,11,22
79,1,3:59.0,,M. Smart makes free throw 2 of 2,11,23
80,1,3:43.0,Turnover by B. Ingram (bad pass),,11,23
81,1,3:33.0,,K. Irving misses 2-pt jump shot from 14 ft,11,23
82,1,3:30.0,Defensive rebound by A. Bogut,,11,23
83,1,3:19.0,Def 3 sec tech foul by D. Theis,,11,23
84,1,3:19.0,J. Clarkson misses technical free throw,,11,23
85,1,3:19.0,Offensive rebound by Team,,11,23
86,1,3:19.0,,T. Rozier enters the game for K. Irving,11,23
87,1,3:14.0,J. Clarkson misses 2-pt jump shot from 18 ft,,11,23
88,1,3:14.0,,Defensive rebound by T. Rozier,11,23
89,1,3:04.0,,T. Rozier makes 3-pt jump shot from 25 ft,11,26
90,1,2:50.0,J. Clarkson makes 2-pt hook shot from 5 ft,,13,26
91,1,2:37.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,13,26
92,1,2:34.0,Defensive rebound by C. Brewer,,13,26
93,1,2:31.0,C. Brewer makes 2-pt layup from 3 ft,,15,26
94,1,2:31.0,Shooting foul by D. Theis (drawn by C. Brewer),,15,26
95,1,2:31.0,J. Hart enters the game for K. Caldwell-Pope,,15,26
96,1,2:31.0,C. Brewer makes free throw 1 of 1,,16,26
97,1,2:07.0,,J. Brown misses 2-pt layup at rim,16,26
98,1,2:06.0,,Offensive rebound by J. Brown,16,26
99,1,2:06.0,,J. Brown makes 2-pt layup at rim,16,28
100,1,1:55.0,Turnover by A. Bogut (bad pass),,16,28
101,1,1:38.0,,T. Rozier misses 2-pt layup from 2 ft (block by A. Bogut),16,28
102,1,1:34.0,Defensive rebound by C. Brewer,,16,28
103,1,1:33.0,C. Brewer misses 2-pt layup from 2 ft,,16,28
104,1,1:26.0,Offensive rebound by C. Brewer,,16,28
105,1,1:26.0,C. Brewer misses 2-pt layup at rim,,16,28
106,1,1:25.0,,Defensive rebound by D. Theis,16,28
107,1,1:17.0,Offensive charge foul by D. Theis (drawn by C. Brewer),,16,28
108,1,1:17.0,,Turnover by D. Theis (offensive foul),16,28
109,1,0:57.0,Turnover by J. Clarkson (lost ball; steal by D. Theis),,16,28
110,1,0:45.0,,T. Rozier misses 2-pt layup from 2 ft,16,28
111,1,0:44.0,,Offensive rebound by D. Theis,16,28
112,1,0:44.0,,D. Theis makes 2-pt dunk at rim,16,30
113,1,0:30.0,J. Clarkson misses 2-pt layup from 2 ft (block by D. Theis),,16,30
114,1,0:28.0,,Defensive rebound by M. Smart,16,30
115,1,0:10.0,,M. Smart misses 2-pt jump shot from 4 ft,16,30
116,1,0:08.0,Defensive rebound by A. Bogut,,16,30
117,1,0:02.0,Offensive foul by J. Clarkson (drawn by M. Smart),,16,30
118,1,0:02.0,Turnover by J. Clarkson (offensive foul),,16,30
119,1,0:00.0,,T. Rozier makes 3-pt jump shot from 29 ft,16,33
120,2,11:36.0,,M. Morris misses 3-pt jump shot from 25 ft,16,33
121,2,11:34.0,,Offensive rebound by D. Theis,16,33
122,2,11:33.0,,Personal foul by C. Brewer (drawn by D. Theis),16,33
123,2,11:30.0,,Personal foul by J. Clarkson (drawn by M. Smart),16,33
124,2,11:22.0,,S. Ojeleye makes 2-pt layup from 1 ft (assist by M. Smart),16,35
125,2,11:22.0,,Shooting foul by C. Brewer (drawn by S. Ojeleye),16,35
126,2,11:22.0,J. Hart enters the game for C. Brewer,,16,35
127,2,11:22.0,,S. Ojeleye misses free throw 1 of 1,16,35
128,2,11:12.0,Defensive rebound by J. Randle,,16,35
129,2,11:10.0,J. Clarkson makes 2-pt jump shot from 20 ft,,18,35
130,2,10:49.0,,M. Morris makes 2-pt layup from 1 ft,18,37
131,2,10:35.0,L. Ball misses 2-pt jump shot from 3 ft,,18,37
132,2,10:32.0,,Defensive rebound by S. Ojeleye,18,37
133,2,10:25.0,,S. Ojeleye misses 2-pt layup from 1 ft,18,37
134,2,10:22.0,Defensive rebound by J. Randle,,18,37
135,2,10:19.0,Turnover by L. Ball (bad pass; steal by M. Smart),,18,37
136,2,10:15.0,,Shooting foul by J. Randle (drawn by S. Ojeleye),18,37
137,2,10:15.0,,S. Ojeleye makes free throw 1 of 2,18,38
138,2,10:15.0,,S. Ojeleye makes free throw 2 of 2,18,39
139,2,10:04.0,J. Randle misses 2-pt jump shot from 3 ft,,18,39
140,2,10:02.0,Offensive rebound by J. Randle,,18,39
141,2,10:02.0,J. Randle misses 2-pt layup at rim,,18,39
142,2,10:02.0,,Defensive rebound by Team,18,39
143,2,9:50.0,,Turnover by S. Ojeleye (lost ball; steal by J. Clarkson),18,39
144,2,9:44.0,K. Kuzma misses 2-pt layup from 2 ft (block by D. Theis),,18,39
145,2,9:40.0,Offensive rebound by K. Kuzma,,18,39
146,2,9:28.0,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Randle),,21,39
147,2,9:13.0,,D. Theis misses 2-pt layup from 3 ft,21,39
148,2,9:12.0,Defensive rebound by Team,,21,39
149,2,9:12.0,,J. Tatum enters the game for S. Ojeleye,21,39
150,2,9:01.0,L. Ball misses 3-pt jump shot from 26 ft,,21,39
151,2,8:57.0,,Defensive rebound by T. Rozier,21,39
152,2,8:48.0,,J. Tatum misses 2-pt layup at rim,21,39
153,2,8:46.0,Defensive rebound by L. Ball,,21,39
154,2,8:42.0,K. Kuzma misses 2-pt jump shot from 6 ft,,21,39
155,2,8:38.0,Offensive rebound by J. Randle,,21,39
156,2,8:36.0,J. Randle makes 2-pt layup from 1 ft,,23,39
157,2,8:18.0,,Shooting foul by K. Kuzma (drawn by J. Tatum),23,39
158,2,8:18.0,,J. Tatum makes free throw 1 of 3,23,40
159,2,8:18.0,,J. Tatum makes free throw 2 of 3,23,41
160,2,8:18.0,,K. Irving enters the game for M. Smart,23,41
161,2,8:18.0,,J. Tatum makes free throw 3 of 3,23,42
162,2,8:09.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,26,42
163,2,7:45.0,,K. Irving makes 2-pt layup from 2 ft,26,44
164,2,7:36.0,Shooting foul by D. Theis (drawn by J. Randle),,26,44
165,2,7:36.0,J. Randle makes free throw 1 of 2,,27,44
166,2,7:36.0,,S. Ojeleye enters the game for D. Theis,27,44
167,2,7:36.0,J. Randle makes free throw 2 of 2,,28,44
168,2,7:20.0,,M. Morris makes 2-pt layup at rim (assist by S. Ojeleye),28,46
169,2,7:10.0,Personal foul by M. Morris (drawn by J. Randle),,28,46
170,2,7:10.0,K. Caldwell-Pope enters the game for J. Hart,,28,46
171,2,7:05.0,K. Kuzma misses 2-pt layup from 2 ft,,28,46
172,2,7:01.0,,Defensive rebound by S. Ojeleye,28,46
173,2,6:54.0,,Turnover by J. Tatum (bad pass; steal by K. Caldwell-Pope),28,46
174,2,6:53.0,Turnover by K. Caldwell-Pope (bad pass; steal by J. Tatum),,28,46
175,2,6:52.0,,J. Tatum makes 2-pt dunk from 1 ft,28,48
176,2,6:31.0,J. Randle makes 2-pt jump shot from 4 ft,,30,48
177,2,6:12.0,,K. Irving makes 2-pt layup from 1 ft,30,50
178,2,6:05.0,L. Ball makes 2-pt jump shot from 3 ft,,32,50
179,2,5:49.0,,K. Irving misses 3-pt jump shot from 24 ft,32,50
180,2,5:46.0,Defensive rebound by J. Clarkson,,32,50
181,2,5:43.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,35,50
182,2,5:43.0,Shooting foul by K. Irving (drawn by K. Caldwell-Pope),,35,50
183,2,5:43.0,,Boston full timeout,35,50
184,2,5:43.0,,J. Brown enters the game for J. Tatum,35,50
185,2,5:43.0,,D. Theis enters the game for M. Morris,35,50
186,2,5:43.0,B. Ingram enters the game for J. Clarkson,,35,50
187,2,5:43.0,K. Caldwell-Pope makes free throw 1 of 1,,36,50
188,2,5:22.0,,T. Rozier makes 2-pt layup from 3 ft,36,52
189,2,5:07.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by L. Ball),,39,52
190,2,4:50.0,,Turnover by D. Theis (lost ball; steal by J. Randle),39,52
191,2,4:45.0,J. Randle makes 2-pt dunk from 1 ft,,41,52
192,2,4:36.0,,Turnover by S. Ojeleye (traveling),41,52
193,2,4:20.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,41,52
194,2,4:18.0,,Defensive rebound by J. Brown,41,52
195,2,4:05.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Brown),41,52
196,2,4:05.0,,J. Brown makes free throw 1 of 2,41,53
197,2,4:05.0,,M. Smart enters the game for S. Ojeleye,41,53
198,2,4:05.0,,J. Brown misses free throw 2 of 2,41,53
199,2,4:02.0,Defensive rebound by K. Caldwell-Pope,,41,53
200,2,3:55.0,L. Ball misses 2-pt layup from 3 ft (block by M. Smart),,41,53
201,2,3:52.0,,Defensive rebound by K. Irving,41,53
202,2,3:49.0,,T. Rozier misses 3-pt jump shot from 23 ft,41,53
203,2,3:45.0,Defensive rebound by K. Kuzma,,41,53
204,2,3:44.0,,Offensive charge foul by K. Kuzma (drawn by K. Irving),41,53
205,2,3:44.0,Turnover by K. Kuzma (offensive foul),,41,53
206,2,3:44.0,,A. Baynes enters the game for D. Theis,41,53
207,2,3:25.0,,Personal foul by B. Ingram (drawn by A. Baynes),41,53
208,2,3:25.0,,A. Baynes misses free throw 1 of 2,41,53
209,2,3:25.0,,Offensive rebound by Team,41,53
210,2,3:25.0,,A. Baynes makes free throw 2 of 2,41,54
211,2,3:05.0,B. Ingram misses 2-pt layup from 3 ft,,41,54
212,2,3:02.0,,Defensive rebound by M. Smart,41,54
213,2,2:57.0,,J. Brown misses 2-pt jump shot from 6 ft (block by L. Ball),41,54
214,2,2:53.0,Defensive rebound by J. Randle,,41,54
215,2,2:53.0,Shooting foul by M. Smart (drawn by J. Randle),,41,54
216,2,2:53.0,LA Lakers full timeout,,41,54
217,2,2:53.0,J. Randle makes free throw 1 of 2,,42,54
218,2,2:53.0,J. Randle makes free throw 2 of 2,,43,54
219,2,2:42.0,,K. Irving misses 3-pt jump shot from 24 ft,43,54
220,2,2:39.0,Defensive rebound by J. Randle,,43,54
221,2,2:19.0,B. Ingram makes 2-pt jump shot from 8 ft,,45,54
222,2,2:03.0,,A. Baynes makes 2-pt layup at rim (assist by M. Smart),45,56
223,2,1:48.0,K. Kuzma makes 2-pt layup from 3 ft (assist by L. Ball),,47,56
224,2,1:30.0,,J. Brown misses 3-pt jump shot from 26 ft,47,56
225,2,1:29.0,Defensive rebound by Team,,47,56
226,2,1:29.0,,Loose ball foul by A. Baynes (drawn by B. Ingram),47,56
227,2,1:29.0,B. Ingram misses free throw 1 of 2,,47,56
228,2,1:29.0,Offensive rebound by Team,,47,56
229,2,1:29.0,,M. Morris enters the game for T. Rozier,47,56
230,2,1:29.0,B. Ingram makes free throw 2 of 2,,48,56
231,2,1:19.0,,Shooting foul by J. Randle (drawn by K. Irving),48,56
232,2,1:19.0,,K. Irving makes free throw 1 of 2,48,57
233,2,1:19.0,,K. Irving makes free throw 2 of 2,48,58
234,2,1:04.0,B. Ingram makes 2-pt layup from 2 ft (assist by J. Randle),,50,58
235,2,0:53.0,,K. Irving misses 2-pt layup from 2 ft (block by L. Ball),50,58
236,2,0:50.0,,Offensive rebound by A. Baynes,50,58
237,2,0:49.0,,A. Baynes misses 2-pt layup from 2 ft,50,58
238,2,0:49.0,Defensive rebound by J. Randle,,50,58
239,2,0:42.0,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,52,58
240,2,0:25.0,,A. Baynes makes 2-pt hook shot from 9 ft (assist by M. Smart),52,60
241,2,0:25.0,,Shooting foul by J. Randle (drawn by A. Baynes),52,60
242,2,0:25.0,B. Lopez enters the game for J. Randle,,52,60
243,2,0:25.0,,A. Baynes makes free throw 1 of 1,52,61
244,2,0:04.0,L. Ball misses 3-pt jump shot from 23 ft,,52,61
245,2,0:01.0,,Defensive rebound by M. Morris,52,61
246,2,0:00.0,,M. Morris misses 3-pt jump shot from 60 ft,52,61
247,2,0:00.0,,Offensive rebound by Team,52,61
248,3,11:50.0,,K. Irving misses 3-pt jump shot from 28 ft,52,61
249,3,11:45.0,Defensive rebound by B. Ingram,,52,61
250,3,11:31.0,Shooting foul by K. Irving (drawn by B. Ingram),,52,61
251,3,11:31.0,B. Ingram misses free throw 1 of 2,,52,61
252,3,11:31.0,Offensive rebound by Team,,52,61
253,3,11:31.0,B. Ingram makes free throw 2 of 2,,53,61
254,3,11:20.0,,M. Smart misses 2-pt jump shot from 8 ft (block by L. Ball),53,61
255,3,11:17.0,Defensive rebound by L. Ball,,53,61
256,3,11:16.0,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Ball),,55,61
257,3,10:56.0,,J. Brown makes 2-pt jump shot from 17 ft (assist by M. Smart),55,63
258,3,10:44.0,Turnover by B. Lopez (bad pass),,55,63
259,3,10:35.0,,Shooting foul by K. Kuzma (drawn by M. Morris),55,63
260,3,10:35.0,,M. Morris makes free throw 1 of 2,55,64
261,3,10:35.0,,M. Morris misses free throw 2 of 2,55,64
262,3,10:35.0,,Offensive rebound by Team,55,64
263,3,10:29.0,,M. Smart makes 3-pt jump shot from 22 ft (assist by M. Morris),55,67
264,3,10:09.0,B. Ingram makes 2-pt jump shot from 20 ft,,57,67
265,3,10:09.0,Shooting foul by J. Brown (drawn by B. Ingram),,57,67
266,3,10:09.0,B. Ingram misses free throw 1 of 1,,57,67
267,3,9:56.0,Offensive rebound by K. Kuzma,,57,67
268,3,9:56.0,K. Kuzma misses 2-pt layup from 2 ft,,57,67
269,3,9:56.0,,Defensive rebound by A. Baynes,57,67
270,3,9:56.0,,A. Baynes makes 2-pt dunk from 1 ft (assist by K. Irving),57,69
271,3,9:56.0,,Shooting foul by K. Caldwell-Pope (drawn by A. Baynes),57,69
272,3,9:56.0,,A. Baynes makes free throw 1 of 1,57,70
273,3,9:46.0,L. Ball makes 2-pt layup at rim,,59,70
274,3,9:31.0,,M. Smart misses 2-pt jump shot from 19 ft,59,70
275,3,9:29.0,Defensive rebound by K. Kuzma,,59,70
276,3,9:21.0,B. Lopez misses 3-pt jump shot from 25 ft,,59,70
277,3,9:15.0,,Defensive rebound by J. Brown,59,70
278,3,9:10.0,,K. Irving misses 2-pt jump shot from 18 ft,59,70
279,3,9:07.0,Defensive rebound by B. Ingram,,59,70
280,3,9:02.0,B. Lopez makes 2-pt layup at rim (assist by B. Ingram),,61,70
281,3,8:44.0,,M. Smart misses 2-pt jump shot from 5 ft,61,70
282,3,8:42.0,Defensive rebound by K. Kuzma,,61,70
283,3,8:35.0,,Offensive charge foul by K. Kuzma (drawn by A. Baynes),61,70
284,3,8:35.0,Turnover by K. Kuzma (offensive foul),,61,70
285,3,8:23.0,,K. Irving misses 2-pt jump shot from 11 ft (block by B. Lopez),61,70
286,3,8:21.0,Defensive rebound by K. Caldwell-Pope,,61,70
287,3,8:19.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,,63,70
288,3,8:18.0,,Boston full timeout,63,70
289,3,8:18.0,J. Clarkson enters the game for K. Kuzma,,63,70
290,3,8:06.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by A. Baynes),63,73
291,3,8:03.0,,Technical foul by Team,63,73
292,3,8:03.0,,K. Irving makes technical free throw,63,74
293,3,7:48.0,B. Lopez makes 2-pt dunk from 1 ft (assist by L. Ball),,65,74
294,3,7:33.0,,J. Brown misses 2-pt layup from 2 ft,65,74
295,3,7:32.0,,Offensive rebound by J. Brown,65,74
296,3,7:32.0,,J. Brown misses 2-pt layup from 2 ft (block by B. Lopez),65,74
297,3,7:32.0,,Offensive rebound by Team,65,74
298,3,7:23.0,,M. Smart misses 2-pt jump shot from 3 ft,65,74
299,3,7:18.0,Defensive rebound by B. Lopez,,65,74
300,3,7:13.0,Personal foul by M. Smart (drawn by B. Lopez),,65,74
301,3,7:07.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Ball),,68,74
302,3,6:49.0,,M. Smart misses 3-pt jump shot from 28 ft,68,74
303,3,6:48.0,,Offensive rebound by A. Baynes,68,74
304,3,6:48.0,,A. Baynes makes 2-pt dunk at rim,68,76
305,3,6:32.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by J. Clarkson),,70,76
306,3,6:17.0,,M. Morris misses 2-pt jump shot from 20 ft,70,76
307,3,6:14.0,Defensive rebound by K. Caldwell-Pope,,70,76
308,3,6:09.0,B. Ingram makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,72,76
309,3,5:52.0,,Turnover by A. Baynes (offensive goaltending),72,76
310,3,5:42.0,J. Clarkson makes 2-pt layup at rim,,74,76
311,3,5:24.0,,A. Baynes makes 2-pt hook shot from 2 ft (assist by M. Smart),74,78
312,3,5:10.0,J. Clarkson misses 3-pt jump shot from 25 ft,,74,78
313,3,5:07.0,,Defensive rebound by J. Brown,74,78
314,3,5:01.0,,Shooting foul by B. Lopez (drawn by A. Baynes),74,78
315,3,5:01.0,,A. Baynes makes free throw 1 of 2,74,79
316,3,5:01.0,,S. Ojeleye enters the game for M. Morris,74,79
317,3,5:01.0,,T. Rozier enters the game for M. Smart,74,79
318,3,5:01.0,,A. Baynes misses free throw 2 of 2,74,79
319,3,4:58.0,Defensive rebound by B. Ingram,,74,79
320,3,4:46.0,B. Lopez makes 2-pt hook shot from 5 ft,,76,79
321,3,4:22.0,,Turnover by K. Irving (bad pass; steal by B. Ingram),76,79
322,3,4:18.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,76,79
323,3,4:15.0,,Defensive rebound by S. Ojeleye,76,79
324,3,4:09.0,,Offensive foul by A. Baynes (drawn by K. Caldwell-Pope),76,79
325,3,4:09.0,,Turnover by A. Baynes (offensive foul),76,79
326,3,4:09.0,,D. Theis enters the game for A. Baynes,76,79
327,3,4:09.0,J. Randle enters the game for B. Lopez,,76,79
328,3,4:00.0,Turnover by J. Randle (traveling),,76,79
329,3,3:45.0,,K. Irving misses 3-pt jump shot from 22 ft,76,79
330,3,3:43.0,Defensive rebound by J. Randle,,76,79
331,3,3:37.0,L. Ball misses 2-pt layup from 2 ft,,76,79
332,3,3:33.0,Offensive rebound by J. Clarkson,,76,79
333,3,3:32.0,B. Ingram misses 3-pt jump shot from 25 ft,,76,79
334,3,3:28.0,,Defensive rebound by K. Irving,76,79
335,3,3:23.0,,T. Rozier misses 2-pt layup from 3 ft (block by K. Caldwell-Pope),76,79
336,3,3:20.0,,Offensive rebound by D. Theis,76,79
337,3,3:18.0,,Personal foul by K. Caldwell-Pope (drawn by D. Theis),76,79
338,3,3:05.0,,K. Irving misses 2-pt jump shot from 15 ft,76,79
339,3,3:01.0,Defensive rebound by B. Ingram,,76,79
340,3,2:58.0,B. Ingram misses 2-pt layup from 2 ft,,76,79
341,3,2:57.0,,Defensive rebound by K. Irving,76,79
342,3,2:56.0,,Personal foul by B. Ingram (drawn by K. Irving),76,79
343,3,2:56.0,LA Lakers full timeout,,76,79
344,3,2:56.0,,K. Irving makes free throw 1 of 2,76,80
345,3,2:56.0,,K. Irving makes free throw 2 of 2,76,81
346,3,2:35.0,J. Randle misses 2-pt hook shot from 4 ft (block by T. Rozier),,76,81
347,3,2:32.0,,Defensive rebound by T. Rozier,76,81
348,3,2:27.0,,S. Ojeleye misses 2-pt layup from 1 ft,76,81
349,3,2:22.0,,Offensive rebound by T. Rozier,76,81
350,3,2:22.0,,T. Rozier makes 2-pt layup at rim,76,83
351,3,2:16.0,L. Ball misses 2-pt jump shot from 8 ft,,76,83
352,3,2:13.0,Offensive rebound by J. Randle,,76,83
353,3,2:13.0,J. Randle makes 2-pt layup from 1 ft,,78,83
354,3,2:13.0,Shooting foul by T. Rozier (drawn by J. Randle),,78,83
355,3,2:13.0,,M. Smart enters the game for K. Irving,78,83
356,3,2:13.0,J. Hart enters the game for B. Ingram,,78,83
357,3,2:13.0,J. Randle makes free throw 1 of 1,,79,83
358,3,1:59.0,,T. Rozier misses 3-pt jump shot from 27 ft,79,83
359,3,1:56.0,Defensive rebound by L. Ball,,79,83
360,3,1:53.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,79,83
361,3,1:49.0,,Defensive rebound by J. Brown,79,83
362,3,1:38.0,,D. Theis makes 2-pt dunk from 1 ft (assist by J. Brown),79,85
363,3,1:17.0,L. Ball misses 3-pt jump shot from 23 ft,,79,85
364,3,1:13.0,,Defensive rebound by J. Brown,79,85
365,3,1:10.0,,Personal foul by K. Caldwell-Pope (drawn by J. Brown),79,85
366,3,1:10.0,,J. Brown makes free throw 1 of 2,79,86
367,3,1:10.0,,J. Brown makes free throw 2 of 2,79,87
368,3,0:48.0,J. Clarkson makes 2-pt jump shot from 4 ft,,81,87
369,3,0:29.0,,Turnover by J. Brown (lost ball; steal by L. Ball),81,87
370,3,0:23.0,J. Hart misses 3-pt jump shot from 24 ft,,81,87
371,3,0:20.0,,Defensive rebound by T. Rozier,81,87
372,3,0:01.0,,J. Brown misses 3-pt jump shot from 26 ft,81,87
373,3,0:01.0,,Offensive rebound by Team,81,87
374,4,11:48.0,Shooting foul by T. Rozier (drawn by J. Clarkson),,81,87
375,4,11:48.0,J. Clarkson makes free throw 1 of 3,,82,87
376,4,11:48.0,J. Clarkson makes free throw 2 of 3,,83,87
377,4,11:48.0,J. Clarkson misses free throw 3 of 3,,83,87
378,4,11:45.0,Offensive rebound by J. Clarkson,,83,87
379,4,11:39.0,C. Brewer misses 2-pt layup at rim,,83,87
380,4,11:37.0,,Defensive rebound by T. Rozier,83,87
381,4,11:22.0,,T. Rozier makes 2-pt hook shot from 10 ft (assist by M. Smart),83,89
382,4,11:05.0,Turnover by K. Kuzma (bad pass; steal by S. Ojeleye),,83,89
383,4,10:49.0,,S. Ojeleye misses 2-pt layup from 2 ft,83,89
384,4,10:47.0,Defensive rebound by J. Randle,,83,89
385,4,10:35.0,Turnover by J. Hart (bad pass),,83,89
