,QUARTER,TIME_REMAINING,BOSTON_ACTION,MEMPHIS_ACTION,BOSTON_SCORE,MEMPHIS_SCORE
391,4,1:15.0,J. Tatum makes 2-pt layup at rim (assist by A. Horford),,101,91
392,4,1:15.0,Shooting foul by M. Chalmers (drawn by J. Tatum),,101,91
393,4,1:15.0,J. Tatum makes free throw 1 of 1,,102,91
394,4,1:15.0,,Memphis full timeout,102,91
395,4,1:09.0,,Personal foul by K. Irving (drawn by M. Gasol),102,91
396,4,1:04.0,,M. Gasol misses 2-pt jump shot from 12 ft,102,91
397,4,1:00.0,Defensive rebound by J. Tatum,,102,91
398,4,0:41.0,J. Brown misses 3-pt jump shot from 22 ft,,102,91
399,4,0:38.0,Offensive rebound by J. Brown,,102,91
400,4,0:34.0,Turnover by J. Brown (lost ball; steal by M. Chalmers),,102,91
401,4,0:30.0,,M. Chalmers misses 2-pt jump shot from 12 ft,102,91
402,4,0:28.0,,Offensive rebound by M. Gasol,102,91
403,4,0:28.0,,Shooting foul by M. Smart (drawn by M. Gasol),102,91
404,4,0:28.0,,M. Gasol makes free throw 1 of 2,102,92
405,4,0:28.0,,V. Hunter enters the game for J. Green,102,92
406,4,0:28.0,,K. Simmons enters the game for M. Chalmers,102,92
407,4,0:28.0,,D. Davis enters the game for T. Evans,102,92
408,4,0:28.0,,J. Martin enters the game for D. Brooks,102,92
409,4,0:28.0,T. Rozier enters the game for J. Brown,,102,92
410,4,0:28.0,G. Yabusele enters the game for K. Irving,,102,92
411,4,0:28.0,A. Nader enters the game for A. Horford,,102,92
412,4,0:28.0,,M. Gasol makes free throw 2 of 2,102,93
413,4,0:04.0,Turnover by Team (shot clock),,102,93
