,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
0,1,11:43.0,Turnover by M. Williams (bad pass; steal by T. Maker),,0,0
1,1,11:33.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,0,2
2,1,11:21.0,J. Lamb misses 2-pt layup from 2 ft,,0,2
3,1,11:17.0,,Defensive rebound by K. Middleton,0,2
4,1,11:15.0,,Personal foul by D. Howard (drawn by K. Middleton),0,2
5,1,11:07.0,,G. Antetokounmpo makes 2-pt jump shot from 10 ft,0,4
6,1,10:47.0,K. Walker makes 3-pt jump shot from 26 ft (assist by D. Howard),,3,4
7,1,10:30.0,,Personal foul by M. Williams (drawn by G. Antetokounmpo),3,4
8,1,10:22.0,,K. Middleton misses 3-pt jump shot from 26 ft,3,4
9,1,10:19.0,Defensive rebound by D. Howard,,3,4
10,1,10:02.0,Turnover by J. Lamb (bad pass; steal by T. Maker),,3,4
11,1,10:00.0,,G. Antetokounmpo makes 2-pt layup at rim,3,6
12,1,10:00.0,,Shooting foul by J. Lamb (drawn by G. Antetokounmpo),3,6
13,1,10:00.0,,G. Antetokounmpo makes free throw 1 of 1,3,7
14,1,9:43.0,Turnover by K. Walker (bad pass; steal by T. Maker),,3,7
15,1,9:38.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,3,7
16,1,9:35.0,Defensive rebound by D. Howard,,3,7
17,1,9:32.0,M. Williams makes 2-pt layup from 1 ft (assist by D. Bacon),,5,7
18,1,9:32.0,Shooting foul by K. Middleton (drawn by M. Williams),,5,7
19,1,9:32.0,M. Williams misses free throw 1 of 1,,5,7
20,1,9:29.0,,Defensive rebound by G. Antetokounmpo,5,7
21,1,9:14.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,5,7
22,1,9:11.0,,Offensive rebound by G. Antetokounmpo,5,7
23,1,9:08.0,,K. Middleton misses 3-pt jump shot from 26 ft,5,7
24,1,9:04.0,Defensive rebound by D. Bacon,,5,7
25,1,8:48.0,J. Lamb makes 2-pt jump shot from 10 ft,,7,7
26,1,8:36.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,7,9
27,1,8:25.0,Personal foul by M. Dellavedova (drawn by K. Walker),,7,9
28,1,8:25.0,,M. Teletović enters the game for G. Antetokounmpo,7,9
29,1,8:19.0,K. Walker misses 2-pt layup from 8 ft,,7,9
30,1,8:19.0,Offensive rebound by Team,,7,9
31,1,8:13.0,Shooting foul by M. Teletović (drawn by M. Williams),,7,9
32,1,8:13.0,M. Williams makes free throw 1 of 2,,8,9
33,1,8:13.0,M. Williams misses free throw 2 of 2,,8,9
34,1,8:13.0,,Defensive rebound by K. Middleton,8,9
35,1,8:01.0,,K. Middleton misses 2-pt jump shot from 14 ft,8,9
36,1,7:59.0,Defensive rebound by J. Lamb,,8,9
37,1,7:48.0,Turnover by J. Lamb (traveling),,8,9
38,1,7:28.0,,T. Maker misses 3-pt jump shot from 23 ft,8,9
39,1,7:25.0,Defensive rebound by J. Lamb,,8,9
40,1,7:18.0,K. Walker misses 3-pt jump shot from 30 ft,,8,9
41,1,7:16.0,Offensive rebound by D. Howard,,8,9
42,1,7:16.0,Turnover by D. Howard (traveling),,8,9
43,1,7:07.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by M. Dellavedova),8,11
44,1,6:44.0,Shooting foul by T. Maker (drawn by D. Howard),,8,11
45,1,6:44.0,,Milwaukee full timeout,8,11
46,1,6:44.0,,D. Liggins enters the game for T. Maker,8,11
47,1,6:44.0,,G. Monroe enters the game for T. Snell,8,11
48,1,6:44.0,D. Howard misses free throw 1 of 2,,8,11
49,1,6:44.0,Offensive rebound by Team,,8,11
50,1,6:44.0,D. Howard misses free throw 2 of 2,,8,11
51,1,6:41.0,,Defensive rebound by K. Middleton,8,11
52,1,6:30.0,,M. Teletović misses 3-pt jump shot from 25 ft,8,11
53,1,6:26.0,Defensive rebound by D. Bacon,,8,11
54,1,6:18.0,M. Williams misses 2-pt layup from 3 ft,,8,11
55,1,6:16.0,D. Howard makes 2-pt dunk at rim,,10,11
56,1,6:06.0,Offensive rebound by D. Howard,,10,11
57,1,5:56.0,,K. Middleton misses 2-pt jump shot from 14 ft,10,11
58,1,5:52.0,Defensive rebound by D. Howard,,10,11
59,1,5:48.0,D. Bacon misses 2-pt layup from 2 ft,,10,11
60,1,5:45.0,,Defensive rebound by G. Monroe,10,11
61,1,5:41.0,,K. Middleton misses 2-pt jump shot from 5 ft,10,11
62,1,5:38.0,Defensive rebound by D. Howard,,10,11
63,1,5:28.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,13,11
64,1,5:15.0,,G. Monroe misses 2-pt layup from 1 ft,13,11
65,1,5:13.0,Defensive rebound by J. Lamb,,13,11
66,1,4:57.0,J. Lamb misses 2-pt jump shot from 10 ft,,13,11
67,1,4:53.0,Offensive rebound by D. Howard,,13,11
68,1,4:50.0,D. Howard misses 2-pt layup at rim,,13,11
69,1,4:50.0,Offensive rebound by D. Howard,,13,11
70,1,4:50.0,D. Howard misses 2-pt layup at rim,,13,11
71,1,4:46.0,,Defensive rebound by M. Teletović,13,11
72,1,4:41.0,,G. Monroe makes 2-pt jump shot from 5 ft,13,13
73,1,4:36.0,Charlotte full timeout,,13,13
74,1,4:36.0,,G. Antetokounmpo enters the game for M. Dellavedova,13,13
75,1,4:36.0,,G. Payton enters the game for K. Middleton,13,13
76,1,4:36.0,F. Kaminsky enters the game for M. Williams,,13,13
77,1,4:36.0,T. Graham enters the game for J. Lamb,,13,13
78,1,4:27.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by T. Graham),,16,13
79,1,4:06.0,,M. Teletović misses 2-pt jump shot from 11 ft,16,13
80,1,4:04.0,Defensive rebound by T. Graham,,16,13
81,1,3:59.0,D. Bacon misses 3-pt jump shot from 22 ft,,16,13
82,1,3:59.0,,Defensive rebound by Team,16,13
83,1,3:42.0,,D. Liggins makes 2-pt jump shot from 19 ft (assist by G. Monroe),16,15
84,1,3:22.0,F. Kaminsky makes 2-pt jump shot from 10 ft,,18,15
85,1,3:13.0,,Personal foul by T. Graham (drawn by G. Antetokounmpo),18,15
86,1,3:13.0,J. O'Bryant enters the game for D. Howard,,18,15
87,1,3:13.0,M. Monk enters the game for K. Walker,,18,15
88,1,3:06.0,,Turnover by G. Antetokounmpo (bad pass),18,15
89,1,2:53.0,M. Monk misses 3-pt jump shot from 24 ft,,18,15
90,1,2:49.0,,Defensive rebound by G. Antetokounmpo,18,15
