,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
90,1,1:43.0,J. Wall misses 2-pt jump shot from 18 ft,,25,23
91,1,1:39.0,,Defensive rebound by T. Cavanaugh,25,23
92,1,1:34.0,,Personal foul by K. Oubre (drawn by M. Belinelli),25,23
93,1,1:34.0,T. Satoranský enters the game for J. Wall,,25,23
94,1,1:26.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by T. Cavanaugh),25,25
95,1,1:09.0,J. Meeks misses 2-pt jump shot from 20 ft,,25,25
96,1,1:06.0,Offensive rebound by I. Mahinmi,,25,25
97,1,1:04.0,M. Scott makes 2-pt layup from 1 ft (assist by I. Mahinmi),,27,25
98,1,0:51.0,,I. Taylor makes 2-pt jump shot from 21 ft (assist by J. Collins),27,27
99,1,0:39.0,J. Meeks makes 2-pt jump shot from 16 ft (assist by M. Scott),,29,27
100,1,0:18.0,,I. Taylor makes 2-pt jump shot from 7 ft,29,29
101,1,0:02.0,Turnover by T. Satoranský (lost ball; steal by M. Delaney),,29,29
102,1,0:00.0,,M. Delaney misses 3-pt jump shot from 54 ft,29,29
103,1,0:00.0,,Offensive rebound by Team,29,29
104,2,11:44.0,,M. Belinelli misses 2-pt jump shot from 23 ft,29,29
105,2,11:37.0,Defensive rebound by T. Satoranský,,29,29
106,2,11:26.0,K. Oubre misses 2-pt jump shot from 12 ft (block by M. Belinelli),,29,29
107,2,11:25.0,Offensive rebound by T. Satoranský,,29,29
108,2,11:22.0,K. Oubre misses 3-pt jump shot from 23 ft,,29,29
109,2,11:16.0,,Defensive rebound by T. Cavanaugh,29,29
110,2,11:02.0,,I. Taylor misses 3-pt jump shot from 25 ft,29,29
111,2,10:59.0,Defensive rebound by K. Oubre,,29,29
112,2,10:54.0,T. Satoranský misses 2-pt jump shot from 22 ft,,29,29
113,2,10:50.0,,Defensive rebound by M. Belinelli,29,29
114,2,10:35.0,,J. Collins misses 2-pt dunk from 2 ft,29,29
115,2,10:32.0,Defensive rebound by M. Scott,,29,29
116,2,10:26.0,M. Scott misses 3-pt jump shot from 25 ft,,29,29
117,2,10:24.0,Offensive rebound by I. Mahinmi,,29,29
118,2,10:23.0,Personal foul by J. Collins (drawn by M. Scott),,29,29
119,2,10:18.0,T. Satoranský makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),,31,29
120,2,10:02.0,,M. Belinelli makes 2-pt layup at rim (assist by I. Taylor),31,31
121,2,9:48.0,J. Meeks misses 2-pt jump shot from 12 ft,,31,31
122,2,9:44.0,,Defensive rebound by M. Delaney,31,31
123,2,9:40.0,,T. Cavanaugh misses 3-pt jump shot from 23 ft,31,31
124,2,9:34.0,Defensive rebound by J. Meeks,,31,31
125,2,9:30.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,34,31
126,2,9:14.0,,Shooting foul by J. Meeks (drawn by M. Delaney),34,31
127,2,9:14.0,,M. Delaney makes free throw 1 of 2,34,32
128,2,9:14.0,,K. Bazemore enters the game for M. Belinelli,34,32
129,2,9:14.0,,M. Delaney makes free throw 2 of 2,34,33
130,2,9:00.0,Offensive foul by I. Mahinmi (drawn by K. Bazemore),,34,33
131,2,9:00.0,Turnover by I. Mahinmi (offensive foul),,34,33
132,2,8:43.0,,M. Delaney misses 3-pt jump shot from 22 ft,34,33
133,2,8:39.0,Defensive rebound by I. Mahinmi,,34,33
134,2,8:27.0,Personal foul by K. Bazemore (drawn by M. Scott),,34,33
135,2,8:27.0,,M. Plumlee enters the game for M. Delaney,34,33
136,2,8:27.0,,T. Prince enters the game for J. Collins,34,33
137,2,8:23.0,J. Meeks makes 2-pt jump shot from 19 ft (assist by T. Satoranský),,36,33
138,2,8:01.0,,I. Taylor misses 2-pt jump shot from 5 ft,36,33
139,2,7:59.0,Defensive rebound by I. Mahinmi,,36,33
140,2,7:54.0,Shooting foul by I. Taylor (drawn by J. Meeks),,36,33
141,2,7:54.0,J. Meeks makes free throw 1 of 3,,37,33
142,2,7:54.0,J. Meeks makes free throw 2 of 3,,38,33
143,2,7:54.0,,D. Schröder enters the game for I. Taylor,38,33
144,2,7:54.0,,E. İlyasova enters the game for T. Cavanaugh,38,33
145,2,7:54.0,J. Meeks makes free throw 3 of 3,,39,33
146,2,7:41.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Bazemore),39,35
147,2,7:23.0,K. Oubre makes 2-pt jump shot from 13 ft (assist by T. Satoranský),,41,35
148,2,7:10.0,,T. Prince misses 2-pt layup from 10 ft (block by K. Oubre),41,35
149,2,7:10.0,,Offensive rebound by Team,41,35
150,2,7:10.0,B. Beal enters the game for T. Satoranský,,41,35
151,2,7:08.0,,D. Schröder makes 2-pt jump shot from 12 ft (assist by K. Bazemore),41,37
152,2,6:54.0,Shooting foul by T. Prince (drawn by J. Meeks),,41,37
153,2,6:54.0,,Atlanta full timeout,41,37
154,2,6:54.0,J. Meeks makes free throw 1 of 2,,42,37
155,2,6:54.0,J. Meeks makes free throw 2 of 2,,43,37
156,2,6:42.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by D. Schröder),43,40
157,2,6:24.0,B. Beal misses 2-pt jump shot from 13 ft,,43,40
158,2,6:20.0,,Defensive rebound by M. Plumlee,43,40
159,2,6:05.0,,E. İlyasova makes 2-pt dunk from 1 ft (assist by D. Schröder),43,42
160,2,5:46.0,M. Scott makes 2-pt jump shot from 16 ft (assist by B. Beal),,45,42
161,2,5:29.0,,T. Prince misses 3-pt jump shot from 24 ft,45,42
162,2,5:26.0,Defensive rebound by I. Mahinmi,,45,42
163,2,5:23.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by J. Meeks),,48,42
164,2,5:08.0,,Personal foul by I. Mahinmi (drawn by D. Schröder),48,42
165,2,5:08.0,J. Wall enters the game for K. Oubre,,48,42
166,2,5:08.0,M. Morris enters the game for J. Meeks,,48,42
167,2,5:08.0,O. Porter enters the game for M. Scott,,48,42
168,2,5:02.0,,E. İlyasova misses 2-pt jump shot from 21 ft (block by B. Beal),48,42
169,2,4:56.0,Defensive rebound by J. Wall,,48,42
170,2,4:47.0,O. Porter makes 3-pt jump shot from 24 ft (assist by B. Beal),,51,42
171,2,4:46.0,,Atlanta full timeout,51,42
172,2,4:46.0,M. Gortat enters the game for I. Mahinmi,,51,42
173,2,4:34.0,Violation by M. Gortat (kicked ball),,51,42
174,2,4:27.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),51,44
175,2,4:11.0,M. Morris misses 2-pt jump shot from 14 ft,,51,44
176,2,4:07.0,,Defensive rebound by K. Bazemore,51,44
177,2,4:00.0,,K. Bazemore misses 2-pt jump shot from 15 ft,51,44
178,2,3:58.0,Defensive rebound by M. Gortat,,51,44
179,2,3:49.0,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),,53,44
180,2,3:29.0,,E. İlyasova makes 2-pt layup from 3 ft (assist by K. Bazemore),53,46
181,2,3:29.0,,Shooting foul by B. Beal (drawn by E. İlyasova),53,46
182,2,3:29.0,,J. Collins enters the game for T. Prince,53,46
183,2,3:29.0,,M. Belinelli enters the game for M. Plumlee,53,46
184,2,3:29.0,,E. İlyasova misses free throw 1 of 1,53,46
185,2,3:27.0,Defensive rebound by M. Gortat,,53,46
186,2,3:12.0,Turnover by M. Morris (lost ball; steal by E. İlyasova),,53,46
187,2,3:08.0,,J. Collins makes 2-pt dunk at rim (assist by K. Bazemore),53,48
188,2,2:57.0,Personal foul by D. Schröder (drawn by J. Wall),,53,48
189,2,2:57.0,J. Wall misses free throw 1 of 2,,53,48
190,2,2:57.0,Offensive rebound by Team,,53,48
191,2,2:57.0,J. Wall makes free throw 2 of 2,,54,48
192,2,2:39.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by M. Belinelli),54,51
193,2,2:30.0,B. Beal misses 2-pt layup from 2 ft (block by J. Collins),,54,51
194,2,2:25.0,Offensive rebound by B. Beal,,54,51
195,2,2:23.0,J. Wall misses 3-pt jump shot from 25 ft,,54,51
196,2,2:21.0,,Defensive rebound by D. Schröder,54,51
197,2,2:17.0,,K. Bazemore misses 3-pt jump shot from 25 ft,54,51
198,2,2:14.0,Defensive rebound by M. Gortat,,54,51
199,2,2:01.0,B. Beal makes 3-pt jump shot from 24 ft (assist by O. Porter),,57,51
200,2,1:38.0,,E. İlyasova misses 3-pt jump shot from 22 ft,57,51
201,2,1:38.0,,Offensive rebound by Team,57,51
202,2,1:38.0,Loose ball foul by M. Gortat (drawn by J. Collins),,57,51
203,2,1:38.0,,T. Prince enters the game for E. İlyasova,57,51
204,2,1:38.0,,T. Cavanaugh enters the game for K. Bazemore,57,51
205,2,1:32.0,,T. Cavanaugh misses 3-pt jump shot from 24 ft,57,51
206,2,1:28.0,Defensive rebound by B. Beal,,57,51
207,2,1:24.0,J. Wall misses 2-pt layup from 1 ft (block by J. Collins),,57,51
208,2,1:24.0,,Defensive rebound by T. Prince,57,51
209,2,1:18.0,,D. Schröder misses 2-pt layup from 1 ft,57,51
210,2,1:18.0,,Offensive rebound by T. Prince,57,51
211,2,1:18.0,,T. Prince makes 2-pt layup at rim,57,53
212,2,1:03.0,B. Beal misses 3-pt jump shot from 25 ft,,57,53
213,2,1:03.0,,Defensive rebound by J. Collins,57,53
214,2,0:53.0,,Shooting foul by M. Morris (drawn by J. Collins),57,53
215,2,0:53.0,,J. Collins misses free throw 1 of 2,57,53
216,2,0:53.0,,Offensive rebound by Team,57,53
217,2,0:53.0,,J. Collins misses free throw 2 of 2,57,53
218,2,0:50.0,,Offensive rebound by Team,57,53
219,2,0:39.0,,J. Collins makes 2-pt dunk at rim (assist by D. Schröder),57,55
220,2,0:30.0,O. Porter misses 2-pt jump shot from 13 ft,,57,55
221,2,0:27.0,,Defensive rebound by D. Schröder,57,55
222,2,0:05.0,,T. Prince misses 3-pt jump shot from 24 ft,57,55
223,2,0:02.0,,Offensive rebound by T. Cavanaugh,57,55
224,2,0:01.0,,T. Cavanaugh misses 2-pt layup from 1 ft,57,55
225,2,0:01.0,,Offensive rebound by T. Cavanaugh,57,55
226,3,11:44.0,,E. İlyasova misses 3-pt jump shot from 24 ft,57,55
227,3,11:41.0,Defensive rebound by O. Porter,,57,55
228,3,11:26.0,J. Wall misses 2-pt jump shot from 19 ft,,57,55
229,3,11:20.0,,Defensive rebound by M. Plumlee,57,55
230,3,11:14.0,,D. Schröder misses 2-pt jump shot from 16 ft,57,55
231,3,11:13.0,Defensive rebound by Team,,57,55
232,3,11:13.0,,Loose ball foul by M. Plumlee (drawn by M. Gortat),57,55
233,3,11:01.0,O. Porter misses 3-pt jump shot from 24 ft,,57,55
234,3,10:58.0,,Defensive rebound by E. İlyasova,57,55
235,3,10:51.0,,K. Bazemore misses 2-pt layup from 1 ft,57,55
236,3,10:47.0,Defensive rebound by M. Morris,,57,55
237,3,10:44.0,B. Beal makes 2-pt jump shot from 12 ft (assist by J. Wall),,59,55
238,3,10:31.0,Violation by M. Morris (kicked ball),,59,55
239,3,10:24.0,,Shooting foul by J. Wall (drawn by M. Plumlee),59,55
240,3,10:24.0,,M. Plumlee misses free throw 1 of 2,59,55
241,3,10:24.0,,Offensive rebound by Team,59,55
242,3,10:24.0,,M. Plumlee misses free throw 2 of 2,59,55
243,3,10:21.0,Defensive rebound by M. Morris,,59,55
244,3,10:11.0,Turnover by M. Morris (step out of bounds),,59,55
245,3,9:58.0,,E. İlyasova misses 3-pt jump shot from 25 ft,59,55
246,3,9:56.0,Defensive rebound by Team,,59,55
247,3,9:48.0,Offensive foul by M. Morris (drawn by D. Schröder),,59,55
248,3,9:48.0,Turnover by M. Morris (offensive foul),,59,55
249,3,9:35.0,,T. Prince misses 3-pt jump shot from 24 ft,59,55
250,3,9:27.0,,Offensive rebound by E. İlyasova,59,55
251,3,9:22.0,,K. Bazemore misses 3-pt jump shot from 25 ft,59,55
252,3,9:19.0,,Offensive rebound by T. Prince,59,55
253,3,9:17.0,,Turnover by E. İlyasova (out of bounds lost ball),59,55
254,3,9:09.0,M. Gortat misses 2-pt hook shot from 10 ft,,59,55
255,3,9:06.0,,Defensive rebound by M. Plumlee,59,55
256,3,8:57.0,,D. Schröder makes 2-pt jump shot from 12 ft,59,57
257,3,8:40.0,M. Gortat misses 2-pt hook shot from 12 ft,,59,57
258,3,8:37.0,,Defensive rebound by K. Bazemore,59,57
259,3,8:33.0,,Turnover by K. Bazemore (step out of bounds),59,57
260,3,8:21.0,Turnover by M. Gortat (step out of bounds),,59,57
261,3,8:04.0,,Turnover by T. Prince (bad pass; steal by B. Beal),59,57
262,3,8:00.0,B. Beal misses 2-pt jump shot from 2 ft (block by K. Bazemore),,59,57
263,3,7:56.0,Offensive rebound by O. Porter,,59,57
264,3,7:55.0,O. Porter makes 2-pt layup from 1 ft,,61,57
265,3,7:37.0,,T. Prince misses 2-pt jump shot from 13 ft (block by O. Porter),61,57
266,3,7:31.0,Defensive rebound by O. Porter,,61,57
267,3,7:28.0,O. Porter makes 2-pt jump shot from 20 ft,,63,57
268,3,7:26.0,,Atlanta full timeout,63,57
269,3,7:15.0,,Personal foul by B. Beal (drawn by K. Bazemore),63,57
270,3,7:13.0,,T. Prince makes 2-pt layup at rim (assist by K. Bazemore),63,59
271,3,6:49.0,B. Beal misses 2-pt jump shot from 12 ft,,63,59
272,3,6:45.0,,Defensive rebound by M. Plumlee,63,59
273,3,6:34.0,,Turnover by E. İlyasova (bad pass; steal by B. Beal),63,59
274,3,6:31.0,J. Wall makes 2-pt layup at rim (assist by B. Beal),,65,59
275,3,6:31.0,Shooting foul by K. Bazemore (drawn by J. Wall),,65,59
276,3,6:31.0,J. Wall makes free throw 1 of 1,,66,59
277,3,6:14.0,,D. Schröder makes 3-pt jump shot from 24 ft,66,62
278,3,5:50.0,M. Morris misses 2-pt jump shot from 12 ft,,66,62
279,3,5:47.0,,Defensive rebound by E. İlyasova,66,62
280,3,5:40.0,,Shooting foul by M. Morris (drawn by D. Schröder),66,62
281,3,5:40.0,,D. Schröder misses technical free throw,66,62
282,3,5:40.0,Defensive rebound by Team,,66,62
283,3,5:40.0,,D. Schröder makes free throw 1 of 2,66,63
284,3,5:40.0,,M. Belinelli enters the game for K. Bazemore,66,63
285,3,5:40.0,,J. Collins enters the game for M. Plumlee,66,63
286,3,5:40.0,Technical foul by M. Morris,,66,63
287,3,5:40.0,,D. Schröder misses technical free throw,66,63
288,3,5:40.0,,Offensive rebound by Team,66,63
289,3,5:40.0,,D. Schröder makes free throw 2 of 2,66,64
290,3,5:22.0,Turnover by J. Wall (bad pass; steal by M. Belinelli),,66,64
291,3,5:17.0,,J. Collins misses 2-pt dunk at rim,66,64
292,3,5:15.0,,Offensive rebound by T. Prince,66,64
293,3,5:14.0,,T. Prince misses 3-pt jump shot from 22 ft,66,64
294,3,5:14.0,,Offensive rebound by T. Prince,66,64
295,3,5:09.0,,Personal foul by O. Porter (drawn by J. Collins),66,64
296,3,5:03.0,Violation by M. Morris (kicked ball),,66,64
297,3,4:55.0,I. Mahinmi enters the game for M. Gortat,,66,64
298,3,4:54.0,,Shooting foul by B. Beal (drawn by M. Belinelli),66,64
299,3,4:54.0,,M. Belinelli makes free throw 1 of 3,66,65
300,3,4:54.0,,M. Belinelli makes free throw 2 of 3,66,66
301,3,4:54.0,,M. Belinelli makes free throw 3 of 3,66,67
302,3,4:44.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,69,67
303,3,4:31.0,,D. Schröder makes 2-pt jump shot from 10 ft,69,69
304,3,4:18.0,B. Beal misses 3-pt jump shot from 24 ft,,69,69
305,3,4:15.0,,Defensive rebound by T. Prince,69,69
306,3,4:07.0,,T. Prince misses 3-pt jump shot from 24 ft,69,69
307,3,4:03.0,Defensive rebound by I. Mahinmi,,69,69
308,3,3:52.0,J. Wall makes 2-pt layup from 1 ft,,71,69
309,3,3:38.0,,D. Schröder misses 3-pt jump shot from 25 ft,71,69
310,3,3:36.0,Defensive rebound by O. Porter,,71,69
311,3,3:31.0,Turnover by J. Wall (bad pass),,71,69
312,3,3:31.0,,M. Delaney enters the game for T. Prince,71,69
313,3,3:18.0,,Turnover by J. Collins (bad pass; steal by I. Mahinmi),71,69
314,3,3:17.0,Turnover by I. Mahinmi (bad pass; steal by M. Delaney),,71,69
315,3,3:13.0,,Personal foul by I. Mahinmi (drawn by D. Schröder),71,69
316,3,3:13.0,,D. Schröder makes free throw 1 of 2,71,70
317,3,3:13.0,,T. Cavanaugh enters the game for E. İlyasova,71,70
318,3,3:13.0,,D. Schröder makes free throw 2 of 2,71,71
319,3,2:56.0,B. Beal makes 2-pt layup from 1 ft,,73,71
320,3,2:38.0,,Turnover by M. Delaney (out of bounds lost ball),73,71
321,3,2:38.0,Washington full timeout,,73,71
322,3,2:38.0,,I. Taylor enters the game for D. Schröder,73,71
323,3,2:38.0,K. Oubre enters the game for M. Morris,,73,71
324,3,2:38.0,M. Scott enters the game for O. Porter,,73,71
325,3,2:26.0,M. Scott misses 2-pt jump shot from 14 ft,,73,71
326,3,2:23.0,,Defensive rebound by I. Taylor,73,71
327,3,2:12.0,,M. Delaney makes 3-pt jump shot from 24 ft,73,74
328,3,1:57.0,Shooting foul by J. Collins (drawn by I. Mahinmi),,73,74
329,3,1:57.0,I. Mahinmi makes free throw 1 of 2,,74,74
330,3,1:57.0,T. Satoranský enters the game for J. Wall,,74,74
331,3,1:57.0,I. Mahinmi misses free throw 2 of 2,,74,74
332,3,1:54.0,,Defensive rebound by J. Collins,74,74
333,3,1:47.0,,Offensive foul by J. Collins (drawn by I. Mahinmi),74,74
334,3,1:47.0,,Turnover by J. Collins (offensive foul),74,74
335,3,1:33.0,Personal foul by M. Delaney (drawn by B. Beal),,74,74
336,3,1:33.0,B. Beal makes free throw 1 of 2,,75,74
337,3,1:33.0,B. Beal makes free throw 2 of 2,,76,74
338,3,1:15.0,,M. Belinelli makes 2-pt jump shot from 10 ft (assist by I. Taylor),76,76
339,3,0:56.0,K. Oubre misses 3-pt jump shot from 25 ft,,76,76
340,3,0:54.0,,Defensive rebound by Team,76,76
341,3,0:40.0,,M. Belinelli misses 3-pt jump shot from 25 ft,76,76
342,3,0:38.0,,Offensive rebound by Team,76,76
343,3,0:31.0,,M. Delaney misses 2-pt layup at rim (block by B. Beal),76,76
344,3,0:27.0,Defensive rebound by T. Satoranský,,76,76
345,3,0:08.0,B. Beal misses 2-pt layup from 2 ft (block by J. Collins),,76,76
346,3,0:03.0,,Defensive rebound by T. Cavanaugh,76,76
347,3,0:01.0,,I. Taylor misses 2-pt layup from 1 ft,76,76
348,3,0:01.0,,Offensive rebound by M. Belinelli,76,76
349,3,0:00.0,,M. Belinelli misses 2-pt layup from 1 ft,76,76
350,3,0:00.0,,Offensive rebound by J. Collins,76,76
351,3,0:00.0,,J. Collins makes 2-pt layup at rim,76,78
352,4,11:45.0,J. Meeks makes 2-pt jump shot from 11 ft (assist by T. Satoranský),,78,78
353,4,11:26.0,,M. Delaney misses 3-pt jump shot from 25 ft,78,78
354,4,11:26.0,Defensive rebound by Team,,78,78
355,4,11:26.0,,Loose ball foul by T. Cavanaugh (drawn by K. Oubre),78,78
356,4,11:11.0,Turnover by J. Meeks (lost ball; steal by M. Delaney),,78,78
357,4,11:08.0,,Shooting foul by T. Satoranský (drawn by I. Taylor),78,78
358,4,11:08.0,,I. Taylor misses free throw 1 of 2,78,78
359,4,11:08.0,,Offensive rebound by Team,78,78
360,4,11:08.0,,I. Taylor makes free throw 2 of 2,78,79
361,4,10:57.0,Turnover by I. Mahinmi (traveling),,78,79
362,4,10:52.0,,Personal foul by K. Oubre (drawn by M. Belinelli),78,79
363,4,10:38.0,,M. Belinelli makes 3-pt jump shot from 25 ft,78,82
364,4,10:14.0,I. Mahinmi misses 2-pt layup from 1 ft,,78,82
365,4,10:12.0,Offensive rebound by Team,,78,82
366,4,10:10.0,Turnover by Team (shot clock),,78,82
367,4,9:51.0,,J. Collins makes 2-pt dunk at rim (assist by T. Cavanaugh),78,84
368,4,9:51.0,Washington full timeout,,78,84
369,4,9:51.0,J. Wall enters the game for I. Mahinmi,,78,84
370,4,9:51.0,M. Morris enters the game for T. Satoranský,,78,84
371,4,9:36.0,M. Scott makes 2-pt layup from 3 ft (assist by J. Wall),,80,84
372,4,9:19.0,,M. Delaney makes 2-pt layup from 1 ft,80,86
373,4,9:13.0,Personal foul by M. Delaney (drawn by K. Oubre),,80,86
374,4,9:13.0,O. Porter enters the game for K. Oubre,,80,86
375,4,9:07.0,M. Scott misses 3-pt jump shot from 24 ft,,80,86
376,4,9:03.0,,Defensive rebound by T. Cavanaugh,80,86
377,4,8:57.0,,M. Belinelli misses 2-pt jump shot from 19 ft,80,86
378,4,8:54.0,,Offensive rebound by T. Cavanaugh,80,86
379,4,8:40.0,,M. Delaney misses 2-pt jump shot from 8 ft,80,86
380,4,8:36.0,Defensive rebound by M. Morris,,80,86
381,4,8:32.0,M. Morris misses 3-pt jump shot from 25 ft,,80,86
382,4,8:28.0,,Defensive rebound by M. Belinelli,80,86
383,4,8:12.0,,I. Taylor misses 2-pt jump shot from 22 ft,80,86
