,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,GOLDEN STATE_ACTION,SAN ANTONIO_SCORE,GOLDEN STATE_SCORE
0,1,11:40.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. Bertāns),,2,0
1,1,11:25.0,,Personal foul by P. Mills (drawn by D. Green),2,0
2,1,11:18.0,,Turnover by D. Green (traveling),2,0
3,1,11:04.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by P. Mills),,4,0
4,1,10:55.0,,K. Thompson misses 2-pt jump shot from 18 ft,4,0
5,1,10:51.0,Defensive rebound by L. Aldridge,,4,0
6,1,10:32.0,P. Mills misses 2-pt layup from 2 ft,,4,0
7,1,10:24.0,,Defensive rebound by D. Green,4,0
8,1,10:22.0,,D. Green misses 2-pt layup at rim (block by L. Aldridge),4,0
9,1,10:20.0,Defensive rebound by D. Bertāns,,4,0
10,1,10:08.0,D. Green misses 2-pt jump shot from 13 ft,,4,0
11,1,10:02.0,Offensive rebound by D. Green,,4,0
12,1,10:01.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Green),,6,0
13,1,9:53.0,,Turnover by S. Curry (palming),6,0
14,1,9:35.0,Shooting foul by Z. Pachulia (drawn by L. Aldridge),,6,0
15,1,9:35.0,L. Aldridge makes free throw 1 of 2,,7,0
16,1,9:35.0,L. Aldridge makes free throw 2 of 2,,8,0
17,1,9:27.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),8,2
18,1,9:02.0,Turnover by K. Anderson (out of bounds lost ball),,8,2
19,1,8:50.0,,Personal foul by P. Mills (drawn by K. Durant),8,2
20,1,8:50.0,D. White enters the game for P. Mills,,8,2
21,1,8:43.0,,D. Green misses 3-pt jump shot from 23 ft,8,2
22,1,8:40.0,Defensive rebound by K. Anderson,,8,2
23,1,8:27.0,L. Aldridge misses 2-pt jump shot from 9 ft,,8,2
24,1,8:22.0,Offensive rebound by D. Bertāns,,8,2
25,1,8:20.0,D. White misses 3-pt jump shot from 26 ft,,8,2
26,1,8:19.0,,Defensive rebound by Team,8,2
27,1,8:10.0,,D. Green makes 2-pt layup from 1 ft (assist by Z. Pachulia),8,4
28,1,8:08.0,San Antonio full timeout,,8,4
29,1,7:53.0,D. Bertāns makes 2-pt layup from 1 ft (assist by L. Aldridge),,10,4
30,1,7:34.0,,K. Durant makes 2-pt jump shot from 18 ft,10,6
31,1,7:14.0,D. Green makes 2-pt layup from 2 ft,,12,6
32,1,6:55.0,,Shooting foul by L. Aldridge (drawn by Z. Pachulia),12,6
33,1,6:55.0,,Z. Pachulia makes free throw 1 of 2,12,7
34,1,6:55.0,,Z. Pachulia makes free throw 2 of 2,12,8
35,1,6:41.0,K. Anderson makes 2-pt jump shot from 8 ft (assist by L. Aldridge),,14,8
36,1,6:41.0,Shooting foul by D. Green (drawn by K. Anderson),,14,8
37,1,6:41.0,M. Ginóbili enters the game for D. Green,,14,8
38,1,6:41.0,K. Anderson makes free throw 1 of 1,,15,8
39,1,6:28.0,,S. Curry makes 3-pt jump shot from 25 ft,15,11
40,1,6:13.0,D. White makes 2-pt layup from 4 ft (assist by M. Ginóbili),,17,11
41,1,5:56.0,,D. Green misses 2-pt layup from 1 ft (block by L. Aldridge),17,11
42,1,5:51.0,Defensive rebound by D. Bertāns,,17,11
43,1,5:49.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by K. Anderson),,20,11
44,1,5:49.0,Shooting foul by Z. Pachulia (drawn by D. Bertāns),,20,11
45,1,5:49.0,,A. Iguodala enters the game for D. Green,20,11
46,1,5:49.0,,K. Looney enters the game for Z. Pachulia,20,11
47,1,5:49.0,D. Bertāns makes free throw 1 of 1,,21,11
48,1,5:38.0,,A. Iguodala makes 2-pt jump shot from 11 ft (assist by S. Curry),21,13
49,1,5:24.0,K. Anderson makes 2-pt layup from 1 ft (assist by D. Bertāns),,23,13
50,1,5:22.0,,Golden State full timeout,23,13
51,1,5:22.0,B. Forbes enters the game for D. Bertāns,,23,13
52,1,5:09.0,,Personal foul by M. Ginóbili (drawn by K. Thompson),23,13
53,1,5:03.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),23,16
54,1,4:45.0,D. White misses 2-pt jump shot from 11 ft,,23,16
55,1,4:37.0,Offensive rebound by K. Anderson,,23,16
56,1,4:35.0,M. Ginóbili misses 2-pt layup from 1 ft (block by K. Durant),,23,16
57,1,4:31.0,,Defensive rebound by A. Iguodala,23,16
58,1,4:30.0,,Personal foul by M. Ginóbili (drawn by K. Durant),23,16
59,1,4:30.0,,K. Durant makes free throw 1 of 2,23,17
60,1,4:30.0,,P. McCaw enters the game for K. Thompson,23,17
61,1,4:30.0,,K. Durant makes free throw 2 of 2,23,18
62,1,4:16.0,Turnover by M. Ginóbili (bad pass; steal by K. Looney),,23,18
63,1,3:56.0,,P. McCaw misses 3-pt jump shot from 25 ft,23,18
64,1,3:51.0,,Offensive rebound by A. Iguodala,23,18
65,1,3:50.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by A. Iguodala),23,21
66,1,3:24.0,K. Anderson makes 2-pt jump shot from 11 ft,,25,21
67,1,3:16.0,,S. Curry misses 3-pt jump shot from 26 ft,25,21
68,1,3:12.0,Defensive rebound by L. Aldridge,,25,21
69,1,3:01.0,B. Forbes misses 3-pt jump shot from 25 ft,,25,21
70,1,2:56.0,Offensive rebound by D. White,,25,21
71,1,2:53.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Anderson),,28,21
72,1,2:36.0,,Turnover by S. Curry (lost ball; steal by K. Anderson),28,21
73,1,2:27.0,L. Aldridge makes 2-pt layup from 8 ft (assist by M. Ginóbili),,30,21
74,1,2:07.0,,A. Iguodala misses 2-pt jump shot from 18 ft,30,21
75,1,2:03.0,Defensive rebound by D. White,,30,21
76,1,1:58.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by K. Anderson),,33,21
77,1,1:58.0,,Golden State full timeout,33,21
78,1,1:58.0,,J. McGee enters the game for K. Looney,33,21
79,1,1:58.0,,D. Green enters the game for K. Durant,33,21
80,1,1:58.0,P. Gasol enters the game for K. Anderson,,33,21
81,1,1:58.0,D. Green enters the game for L. Aldridge,,33,21
82,1,1:44.0,,S. Curry makes 2-pt layup from 1 ft,33,23
83,1,1:19.0,P. Gasol misses 2-pt jump shot from 11 ft,,33,23
84,1,1:13.0,,Defensive rebound by A. Iguodala,33,23
85,1,1:11.0,,Turnover by A. Iguodala (lost ball; steal by D. White),33,23
86,1,1:06.0,P. Gasol makes 2-pt layup at rim (assist by M. Ginóbili),,35,23
87,1,0:44.0,,A. Iguodala misses 3-pt jump shot from 22 ft,35,23
88,1,0:41.0,,Offensive rebound by J. McGee,35,23
89,1,0:41.0,,J. McGee makes 2-pt layup at rim,35,25
90,1,0:36.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,35,25
91,1,0:31.0,,Defensive rebound by P. McCaw,35,25
92,1,0:27.0,,S. Curry makes 2-pt layup from 1 ft,35,27
93,1,0:07.0,D. White makes 2-pt layup from 3 ft,,37,27
94,1,0:02.0,,S. Curry misses 3-pt jump shot from 26 ft,37,27
95,1,0:00.0,Defensive rebound by D. White,,37,27
96,2,11:45.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Livingston),37,29
97,2,11:24.0,Shooting foul by D. West (drawn by P. Gasol),,37,29
98,2,11:24.0,P. Gasol misses free throw 1 of 2,,37,29
99,2,11:24.0,Offensive rebound by Team,,37,29
100,2,11:24.0,D. Bertāns enters the game for D. White,,37,29
101,2,11:24.0,P. Gasol makes free throw 2 of 2,,38,29
102,2,11:07.0,,S. Livingston misses 2-pt jump shot from 12 ft,38,29
103,2,11:03.0,Defensive rebound by P. Mills,,38,29
104,2,10:57.0,P. Gasol misses 2-pt jump shot from 19 ft,,38,29
105,2,10:52.0,,Defensive rebound by K. Thompson,38,29
106,2,10:43.0,,Turnover by K. Thompson (bad pass; steal by D. Green),38,29
107,2,10:36.0,B. Forbes misses 2-pt jump shot from 18 ft,,38,29
108,2,10:32.0,,Defensive rebound by D. West,38,29
109,2,10:17.0,,Shooting foul by D. Bertāns (drawn by S. Livingston),38,29
110,2,10:17.0,,S. Livingston makes free throw 1 of 2,38,30
111,2,10:17.0,,S. Livingston makes free throw 2 of 2,38,31
112,2,9:52.0,P. Mills misses 2-pt jump shot from 19 ft,,38,31
113,2,9:50.0,Offensive rebound by Team,,38,31
114,2,9:49.0,B. Forbes misses 2-pt jump shot from 16 ft,,38,31
115,2,9:44.0,,Defensive rebound by K. Thompson,38,31
116,2,9:34.0,,Turnover by K. Thompson (lost ball; steal by D. Green),38,31
117,2,9:26.0,Turnover by P. Gasol (bad pass; steal by S. Livingston),,38,31
118,2,9:18.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),38,33
119,2,9:03.0,P. Mills misses 3-pt jump shot from 25 ft,,38,33
120,2,8:59.0,,Defensive rebound by K. Thompson,38,33
121,2,8:55.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Livingston),38,36
122,2,8:52.0,San Antonio full timeout,,38,36
123,2,8:52.0,L. Aldridge enters the game for B. Forbes,,38,36
124,2,8:52.0,M. Ginóbili enters the game for P. Gasol,,38,36
125,2,8:41.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by L. Aldridge),,40,36
126,2,8:20.0,,D. West makes 2-pt jump shot from 17 ft (assist by D. Green),40,38
127,2,8:06.0,L. Aldridge makes 2-pt jump shot from 12 ft,,42,38
128,2,7:51.0,,D. West makes 2-pt jump shot from 13 ft,42,40
129,2,7:36.0,L. Aldridge makes 2-pt jump shot from 3 ft (assist by M. Ginóbili),,44,40
130,2,7:22.0,,S. Livingston makes 2-pt layup from 1 ft (assist by D. Green),44,42
131,2,7:07.0,P. Mills misses 3-pt jump shot from 23 ft,,44,42
132,2,7:03.0,,Defensive rebound by D. Green,44,42
133,2,6:54.0,,S. Livingston misses 2-pt jump shot from 12 ft,44,42
134,2,6:49.0,Defensive rebound by M. Ginóbili,,44,42
135,2,6:47.0,Personal foul by K. Thompson (drawn by M. Ginóbili),,44,42
136,2,6:47.0,,K. Durant enters the game for A. Iguodala,44,42
137,2,6:47.0,K. Anderson enters the game for D. Bertāns,,44,42
138,2,6:42.0,P. Mills misses 3-pt jump shot from 24 ft (block by S. Livingston),,44,42
139,2,6:42.0,,Defensive rebound by Team,44,42
140,2,6:42.0,,Personal foul by P. Mills (drawn by S. Livingston),44,42
141,2,6:42.0,D. White enters the game for P. Mills,,44,42
142,2,6:28.0,,D. West makes 2-pt jump shot from 19 ft (assist by S. Livingston),44,44
143,2,6:05.0,Shooting foul by D. West (drawn by K. Anderson),,44,44
144,2,6:05.0,K. Anderson misses free throw 1 of 2,,44,44
145,2,6:05.0,Offensive rebound by Team,,44,44
146,2,6:05.0,K. Anderson misses free throw 2 of 2,,44,44
147,2,6:02.0,,Defensive rebound by K. Durant,44,44
148,2,5:51.0,,D. Green misses 2-pt layup from 1 ft (block by D. Green),44,44
149,2,5:46.0,Defensive rebound by D. White,,44,44
150,2,5:39.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,44,44
151,2,5:37.0,,Defensive rebound by S. Livingston,44,44
152,2,5:36.0,,Turnover by S. Livingston (bad pass; steal by K. Anderson),44,44
153,2,5:26.0,D. Green misses 3-pt jump shot from 25 ft,,44,44
154,2,5:20.0,,Defensive rebound by K. Durant,44,44
155,2,5:07.0,,K. Durant misses 2-pt jump shot from 8 ft,44,44
156,2,5:02.0,Defensive rebound by D. White,,44,44
157,2,4:59.0,D. White misses 2-pt jump shot from 18 ft,,44,44
158,2,4:54.0,,Defensive rebound by D. Green,44,44
159,2,4:52.0,,Golden State full timeout,44,44
160,2,4:52.0,,O. Casspi enters the game for K. Thompson,44,44
161,2,4:52.0,,P. McCaw enters the game for D. Green,44,44
162,2,4:52.0,,S. Curry enters the game for S. Livingston,44,44
163,2,4:52.0,B. Forbes enters the game for D. Green,,44,44
164,2,4:48.0,,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),44,46
165,2,4:44.0,San Antonio full timeout,,44,46
166,2,4:27.0,M. Ginóbili makes 2-pt layup from 1 ft,,46,46
167,2,4:10.0,,O. Casspi misses 2-pt jump shot from 11 ft (block by K. Anderson),46,46
168,2,4:10.0,Defensive rebound by D. White,,46,46
169,2,4:03.0,M. Ginóbili misses 2-pt layup from 2 ft,,46,46
170,2,3:58.0,,Defensive rebound by O. Casspi,46,46
171,2,3:56.0,,K. Durant misses 2-pt layup from 2 ft,46,46
172,2,3:54.0,,Offensive rebound by O. Casspi,46,46
173,2,3:52.0,,O. Casspi misses 2-pt layup from 2 ft (block by K. Anderson),46,46
174,2,3:50.0,,Offensive rebound by S. Curry,46,46
175,2,3:48.0,,S. Curry misses 2-pt layup from 3 ft,46,46
176,2,3:42.0,,Offensive rebound by D. West,46,46
177,2,3:42.0,,D. West makes 2-pt layup at rim,46,48
178,2,3:28.0,K. Anderson makes 2-pt dunk from 1 ft (assist by D. White),,48,48
179,2,3:14.0,,Turnover by D. West (bad pass),48,48
180,2,3:14.0,,D. Green enters the game for D. West,48,48
181,2,3:14.0,D. Bertāns enters the game for M. Ginóbili,,48,48
182,2,3:14.0,D. Hilliard enters the game for D. White,,48,48
183,2,2:52.0,Turnover by K. Anderson (bad pass; steal by S. Curry),,48,48
184,2,2:49.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),48,50
185,2,2:49.0,Violation by D. Bertāns (def goaltending),,48,50
186,2,2:37.0,Shooting foul by K. Durant (drawn by K. Anderson),,48,50
187,2,2:37.0,K. Anderson misses free throw 1 of 2,,48,50
188,2,2:37.0,Offensive rebound by Team,,48,50
189,2,2:37.0,,A. Iguodala enters the game for P. McCaw,48,50
190,2,2:37.0,,K. Thompson enters the game for O. Casspi,48,50
191,2,2:37.0,K. Anderson makes free throw 2 of 2,,49,50
192,2,2:23.0,,K. Durant misses 2-pt jump shot from 18 ft,49,50
193,2,2:15.0,Defensive rebound by K. Anderson,,49,50
194,2,2:10.0,L. Aldridge makes 2-pt layup from 5 ft,,51,50
195,2,1:46.0,,D. Green makes 2-pt layup at rim (assist by A. Iguodala),51,52
196,2,1:27.0,K. Anderson makes 2-pt jump shot from 12 ft (assist by D. Bertāns),,53,52
197,2,1:08.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),53,55
198,2,0:52.0,K. Anderson makes 2-pt jump shot from 20 ft,,55,55
199,2,0:43.0,,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),55,58
200,2,0:34.0,L. Aldridge misses 2-pt jump shot from 19 ft,,55,58
201,2,0:30.0,,Defensive rebound by K. Durant,55,58
202,2,0:12.0,,S. Curry misses 3-pt jump shot from 27 ft,55,58
203,2,0:08.0,Defensive rebound by K. Anderson,,55,58
204,2,0:02.0,Turnover by B. Forbes (lost ball; steal by D. Green),,55,58
205,3,11:48.0,,Shooting foul by K. Anderson (drawn by Z. Pachulia),55,58
206,3,11:48.0,,Z. Pachulia makes free throw 1 of 2,55,59
207,3,11:48.0,,Z. Pachulia makes free throw 2 of 2,55,60
208,3,11:39.0,L. Aldridge misses 2-pt jump shot from 18 ft,,55,60
209,3,11:35.0,Offensive rebound by K. Anderson,,55,60
210,3,11:34.0,K. Anderson misses 2-pt layup from 4 ft,,55,60
211,3,11:34.0,,Defensive rebound by Team,55,60
212,3,11:27.0,,D. Green misses 3-pt jump shot from 25 ft,55,60
213,3,11:22.0,,Offensive rebound by Z. Pachulia,55,60
214,3,11:20.0,,D. Green misses 3-pt jump shot from 25 ft,55,60
215,3,11:15.0,Defensive rebound by D. Green,,55,60
216,3,10:53.0,D. Green misses 2-pt jump shot from 8 ft,,55,60
217,3,10:47.0,Offensive rebound by K. Anderson,,55,60
218,3,10:47.0,K. Anderson makes 2-pt layup at rim,,57,60
219,3,10:39.0,,Offensive foul by Z. Pachulia (drawn by P. Mills),57,60
220,3,10:39.0,,Turnover by Z. Pachulia (offensive foul),57,60
221,3,10:25.0,Turnover by K. Anderson (bad pass),,57,60
222,3,10:19.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by S. Curry),57,62
223,3,10:09.0,P. Mills makes 3-pt jump shot from 25 ft,,60,62
224,3,9:57.0,,Turnover by K. Thompson (out of bounds lost ball),60,62
225,3,9:38.0,K. Anderson misses 2-pt layup from 4 ft,,60,62
226,3,9:34.0,Offensive rebound by L. Aldridge,,60,62
227,3,9:29.0,L. Aldridge makes 2-pt layup at rim (assist by K. Anderson),,62,62
228,3,9:15.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by S. Curry),62,64
229,3,8:50.0,Turnover by D. Green (lost ball; steal by S. Curry),,62,64
230,3,8:46.0,,Z. Pachulia makes 2-pt dunk from 1 ft (assist by K. Durant),62,66
231,3,8:45.0,San Antonio full timeout,,62,66
232,3,8:27.0,D. Bertāns misses 3-pt jump shot from 26 ft,,62,66
233,3,8:23.0,,Defensive rebound by Z. Pachulia,62,66
234,3,8:20.0,,K. Thompson makes 2-pt dunk from 1 ft (assist by S. Curry),62,68
235,3,8:07.0,P. Mills makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,64,68
236,3,7:51.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),64,71
237,3,7:32.0,P. Mills misses 2-pt jump shot from 18 ft,,64,71
238,3,7:29.0,,Defensive rebound by D. Green,64,71
239,3,7:25.0,,K. Durant misses 2-pt jump shot from 16 ft,64,71
240,3,7:18.0,Defensive rebound by D. Bertāns,,64,71
241,3,7:13.0,D. Green makes 2-pt layup from 4 ft,,66,71
242,3,7:00.0,,Z. Pachulia misses 2-pt jump shot from 18 ft,66,71
243,3,6:57.0,,Offensive rebound by K. Durant,66,71
244,3,6:57.0,,Turnover by D. Green (out of bounds lost ball),66,71
245,3,6:57.0,M. Ginóbili enters the game for D. Green,,66,71
246,3,6:47.0,K. Anderson misses 2-pt jump shot from 17 ft,,66,71
247,3,6:43.0,,Defensive rebound by K. Durant,66,71
248,3,6:39.0,,Turnover by K. Durant (lost ball; steal by K. Anderson),66,71
249,3,6:35.0,K. Anderson makes 2-pt dunk at rim (assist by M. Ginóbili),,68,71
250,3,6:19.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Green),68,73
251,3,5:57.0,L. Aldridge makes 2-pt layup from 3 ft,,70,73
252,3,5:50.0,,Golden State full timeout,70,73
253,3,5:36.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),70,76
254,3,5:07.0,K. Anderson misses 3-pt jump shot from 24 ft (block by D. Green),,70,76
