,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
80,1,2:45.0,D. Davis enters the game for M. Gasol,,25,18
81,1,2:45.0,A. Harrison misses free throw 2 of 2,,25,18
82,1,2:43.0,,Defensive rebound by K. O'Quinn,25,18
83,1,2:21.0,,F. Ntilikina makes 2-pt jump shot from 23 ft (assist by K. O'Quinn),25,20
84,1,1:55.0,C. Parsons makes 2-pt jump shot from 21 ft,,27,20
85,1,1:37.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,27,20
86,1,1:33.0,Defensive rebound by C. Parsons,,27,20
87,1,1:30.0,C. Parsons makes 3-pt jump shot from 25 ft,,30,20
88,1,1:17.0,,Turnover by K. Porziņģis (lost ball; steal by M. Chalmers),30,20
89,1,1:13.0,M. Chalmers makes 2-pt layup at rim,,32,20
90,1,0:54.0,,Personal foul by C. Parsons (drawn by F. Ntilikina),32,20
91,1,0:54.0,,F. Ntilikina makes free throw 1 of 2,32,21
92,1,0:54.0,,M. Beasley enters the game for K. Porziņģis,32,21
93,1,0:54.0,,F. Ntilikina misses free throw 2 of 2,32,21
94,1,0:53.0,Defensive rebound by J. Ennis,,32,21
95,1,0:38.0,C. Parsons misses 3-pt jump shot from 26 ft,,32,21
96,1,0:35.0,,Defensive rebound by D. Dotson,32,21
97,1,0:28.0,,M. Beasley makes 2-pt jump shot from 22 ft,32,23
98,1,0:12.0,Personal foul by F. Ntilikina (drawn by M. Chalmers),,32,23
99,1,0:12.0,,C. Lee enters the game for K. O'Quinn,32,23
100,1,0:02.0,D. Davis misses 2-pt jump shot from 18 ft,,32,23
101,1,0:00.0,,Defensive rebound by D. McDermott,32,23
102,2,11:49.0,,Shooting foul by M. Chalmers (drawn by F. Ntilikina),32,23
103,2,11:49.0,,F. Ntilikina makes free throw 1 of 2,32,24
104,2,11:49.0,,F. Ntilikina makes free throw 2 of 2,32,25
105,2,11:37.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by T. Evans),,35,25
106,2,11:14.0,,Turnover by F. Ntilikina (bad pass; steal by J. Ennis),35,25
107,2,10:50.0,Turnover by M. Chalmers (lost ball; steal by K. O'Quinn),,35,25
108,2,10:46.0,,C. Lee makes 2-pt layup from 1 ft (assist by M. Beasley),35,27
109,2,10:21.0,T. Evans misses 3-pt jump shot from 24 ft,,35,27
110,2,10:21.0,,Defensive rebound by Team,35,27
111,2,10:21.0,Memphis full timeout,,35,27
112,2,10:04.0,,M. Beasley misses 2-pt layup from 1 ft,35,27
113,2,10:02.0,Defensive rebound by J. Green,,35,27
114,2,9:57.0,Turnover by T. Evans (bad pass; steal by F. Ntilikina),,35,27
115,2,9:49.0,,M. Beasley makes 2-pt layup at rim,35,29
116,2,9:31.0,J. Green misses 2-pt jump shot from 17 ft,,35,29
117,2,9:30.0,Offensive rebound by Team,,35,29
118,2,9:30.0,,Loose ball foul by D. McDermott (drawn by J. Ennis),35,29
119,2,9:15.0,Personal foul by C. Lee (drawn by J. Green),,35,29
120,2,9:15.0,M. Gasol enters the game for M. Chalmers,,35,29
121,2,9:15.0,A. Harrison enters the game for D. Davis,,35,29
122,2,9:09.0,Turnover by A. Harrison (bad pass; steal by F. Ntilikina),,35,29
123,2,8:59.0,,C. Lee misses 2-pt jump shot from 18 ft,35,29
124,2,8:57.0,Defensive rebound by J. Green,,35,29
125,2,8:41.0,A. Harrison makes 2-pt jump shot from 16 ft,,37,29
126,2,8:28.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by M. Beasley),37,32
127,2,8:02.0,Shooting foul by K. O'Quinn (drawn by M. Gasol),,37,32
128,2,8:02.0,M. Gasol makes free throw 1 of 2,,38,32
129,2,8:02.0,D. Brooks enters the game for J. Ennis,,38,32
130,2,8:02.0,J. Martin enters the game for J. Green,,38,32
131,2,8:02.0,M. Gasol makes free throw 2 of 2,,39,32
132,2,7:47.0,,Turnover by K. O'Quinn (bad pass; steal by A. Harrison),39,32
133,2,7:35.0,T. Evans misses 2-pt layup from 1 ft,,39,32
134,2,7:34.0,,Defensive rebound by M. Beasley,39,32
135,2,7:30.0,,C. Lee misses 3-pt jump shot from 25 ft,39,32
136,2,7:26.0,Defensive rebound by T. Evans,,39,32
137,2,7:22.0,Turnover by M. Gasol (bad pass),,39,32
138,2,7:22.0,,L. Thomas enters the game for D. McDermott,39,32
139,2,7:07.0,,F. Ntilikina misses 2-pt jump shot from 10 ft,39,32
140,2,7:05.0,,Offensive rebound by K. O'Quinn,39,32
141,2,7:03.0,,L. Thomas makes 2-pt jump shot from 19 ft (assist by K. O'Quinn),39,34
142,2,6:51.0,Personal foul by F. Ntilikina (drawn by A. Harrison),,39,34
143,2,6:51.0,,J. Jack enters the game for M. Beasley,39,34
144,2,6:51.0,,K. Porziņģis enters the game for F. Ntilikina,39,34
145,2,6:51.0,,E. Freedom enters the game for K. O'Quinn,39,34
146,2,6:45.0,Turnover by A. Harrison (bad pass),,39,34
147,2,6:32.0,Violation by D. Brooks (kicked ball),,39,34
148,2,6:32.0,M. Chalmers enters the game for A. Harrison,,39,34
149,2,6:20.0,,K. Porziņģis misses 2-pt jump shot from 22 ft,39,34
150,2,6:19.0,,Offensive rebound by Team,39,34
151,2,6:18.0,,Turnover by Team (shot clock),39,34
152,2,6:05.0,J. Martin makes 3-pt jump shot from 25 ft (assist by M. Gasol),,42,34
153,2,5:52.0,,E. Freedom misses 2-pt layup from 1 ft (block by J. Martin),42,34
154,2,5:52.0,,Offensive rebound by Team,42,34
155,2,5:51.0,Loose ball foul by J. Martin (drawn by K. Porziņģis),,42,34
156,2,5:44.0,,J. Jack makes 2-pt jump shot from 19 ft,42,36
157,2,5:26.0,Shooting foul by E. Freedom (drawn by M. Gasol),,42,36
158,2,5:26.0,M. Gasol misses free throw 1 of 2,,42,36
159,2,5:26.0,Offensive rebound by Team,,42,36
160,2,5:26.0,C. Parsons enters the game for T. Evans,,42,36
161,2,5:26.0,M. Gasol makes free throw 2 of 2,,43,36
162,2,5:15.0,,Personal foul by D. Brooks (drawn by K. Porziņģis),43,36
163,2,5:06.0,,C. Lee misses 2-pt layup from 1 ft,43,36
164,2,5:04.0,,Offensive rebound by E. Freedom,43,36
165,2,5:02.0,,E. Freedom makes 2-pt layup from 2 ft,43,38
166,2,4:57.0,Memphis full timeout,,43,38
167,2,4:57.0,J. Green enters the game for M. Gasol,,43,38
168,2,4:41.0,J. Martin makes 2-pt jump shot from 21 ft (assist by C. Parsons),,45,38
169,2,4:23.0,,Turnover by E. Freedom (turnover),45,38
170,2,4:04.0,J. Martin makes 2-pt dunk at rim (assist by M. Chalmers),,47,38
171,2,3:45.0,,E. Freedom misses 2-pt layup at rim,47,38
172,2,3:42.0,,Offensive rebound by E. Freedom,47,38
173,2,3:42.0,,E. Freedom misses 2-pt layup at rim,47,38
174,2,3:41.0,,Offensive rebound by K. Porziņģis,47,38
175,2,3:37.0,,Personal foul by J. Martin (drawn by K. Porziņģis),47,38
176,2,3:37.0,,M. Beasley enters the game for E. Freedom,47,38
177,2,3:37.0,T. Evans enters the game for M. Chalmers,,47,38
178,2,3:37.0,D. Davis enters the game for J. Martin,,47,38
179,2,3:27.0,,C. Lee makes 2-pt layup from 1 ft (assist by L. Thomas),47,40
180,2,3:08.0,D. Brooks misses 3-pt jump shot from 22 ft,,47,40
181,2,3:05.0,,Defensive rebound by K. Porziņģis,47,40
182,2,2:58.0,,Shooting foul by D. Brooks (drawn by J. Jack),47,40
183,2,2:58.0,,J. Jack makes free throw 1 of 2,47,41
184,2,2:58.0,,J. Jack makes free throw 2 of 2,47,42
185,2,2:37.0,T. Evans misses 2-pt jump shot from 22 ft,,47,42
186,2,2:36.0,,Defensive rebound by K. Porziņģis,47,42
187,2,2:25.0,,Turnover by M. Beasley (bad pass; steal by D. Brooks),47,42
188,2,2:20.0,Turnover by C. Parsons (bad pass),,47,42
189,2,2:03.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,47,42
190,2,2:00.0,Defensive rebound by D. Brooks,,47,42
191,2,1:55.0,Turnover by J. Green (bad pass; steal by C. Lee),,47,42
192,2,1:52.0,,C. Lee makes 2-pt dunk at rim,47,44
193,2,1:51.0,Memphis full timeout,,47,44
194,2,1:45.0,Personal foul by J. Jack,,47,44
195,2,1:45.0,,Technical foul by J. Jack,47,44
196,2,1:45.0,T. Evans misses technical free throw,,47,44
197,2,1:45.0,Offensive rebound by Team,,47,44
198,2,1:45.0,T. Evans makes free throw 1 of 2,,48,44
199,2,1:45.0,T. Evans makes free throw 2 of 2,,49,44
200,2,1:27.0,,J. Jack misses 2-pt jump shot from 16 ft,49,44
201,2,1:23.0,Defensive rebound by D. Brooks,,49,44
202,2,1:11.0,Turnover by J. Green (step out of bounds),,49,44
203,2,1:04.0,,Personal foul by D. Davis (drawn by J. Jack),49,44
204,2,1:04.0,,J. Jack makes free throw 1 of 2,49,45
205,2,1:04.0,,J. Jack makes free throw 2 of 2,49,46
206,2,0:44.0,Turnover by T. Evans (bad pass),,49,46
207,2,0:38.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,49,46
208,2,0:34.0,Defensive rebound by D. Davis,,49,46
209,2,0:14.0,C. Parsons misses 3-pt jump shot from 28 ft,,49,46
210,2,0:11.0,,Defensive rebound by J. Jack,49,46
211,2,0:02.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Jack),49,49
212,3,11:42.0,,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by C. Lee),49,52
213,3,11:22.0,T. Evans misses 2-pt jump shot from 22 ft,,49,52
214,3,11:20.0,,Defensive rebound by E. Freedom,49,52
215,3,11:15.0,,C. Lee makes 2-pt layup at rim,49,54
216,3,10:54.0,B. McLemore makes 2-pt dunk from 1 ft (assist by D. Brooks),,51,54
217,3,10:33.0,,Shooting foul by T. Evans (drawn by J. Jack),51,54
218,3,10:33.0,,J. Jack misses free throw 1 of 2,51,54
219,3,10:33.0,,Offensive rebound by Team,51,54
220,3,10:33.0,,J. Jack misses free throw 2 of 2,51,54
221,3,10:28.0,Defensive rebound by J. Green,,51,54
222,3,10:13.0,Turnover by B. McLemore (bad pass),,51,54
223,3,10:04.0,,C. Lee makes 2-pt jump shot from 9 ft,51,56
224,3,9:47.0,Turnover by M. Gasol (lost ball; steal by K. Porziņģis),,51,56
225,3,9:46.0,,Personal foul by M. Gasol (drawn by K. Porziņģis),51,56
226,3,9:28.0,,K. Porziņģis makes 2-pt jump shot from 9 ft,51,58
227,3,9:05.0,M. Gasol misses 3-pt jump shot from 25 ft,,51,58
228,3,9:04.0,,Defensive rebound by Team,51,58
229,3,8:44.0,,E. Freedom makes 2-pt jump shot from 5 ft,51,60
230,3,8:23.0,D. Brooks misses 2-pt jump shot from 16 ft,,51,60
231,3,8:19.0,,Defensive rebound by J. Jack,51,60
232,3,8:17.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by J. Jack),51,63
233,3,8:17.0,Memphis full timeout,,51,63
234,3,8:17.0,C. Parsons enters the game for J. Green,,51,63
235,3,8:17.0,J. Ennis enters the game for D. Brooks,,51,63
236,3,8:17.0,M. Chalmers enters the game for B. McLemore,,51,63
237,3,7:55.0,M. Gasol misses 2-pt layup from 8 ft,,51,63
238,3,7:51.0,,Defensive rebound by J. Jack,51,63
239,3,7:40.0,,K. Porziņģis misses 2-pt jump shot from 11 ft,51,63
240,3,7:37.0,Defensive rebound by M. Chalmers,,51,63
241,3,7:16.0,T. Evans misses 3-pt jump shot from 28 ft,,51,63
242,3,7:14.0,,Defensive rebound by J. Jack,51,63
243,3,7:09.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by J. Jack),51,66
244,3,6:45.0,M. Chalmers misses 2-pt layup from 3 ft,,51,66
245,3,6:44.0,,Defensive rebound by J. Jack,51,66
246,3,6:37.0,,Personal foul by C. Parsons (drawn by K. Porziņģis),51,66
247,3,6:29.0,,E. Freedom misses 2-pt layup from 4 ft (block by M. Gasol),51,66
248,3,6:29.0,,Offensive rebound by L. Thomas,51,66
249,3,6:28.0,,Shooting foul by M. Gasol (drawn by L. Thomas),51,66
250,3,6:28.0,,L. Thomas makes free throw 1 of 2,51,67
251,3,6:28.0,A. Harrison enters the game for T. Evans,,51,67
252,3,6:28.0,,L. Thomas makes free throw 2 of 2,51,68
253,3,6:09.0,Shooting foul by E. Freedom (drawn by M. Chalmers),,51,68
254,3,6:09.0,M. Chalmers makes free throw 1 of 2,,52,68
255,3,6:09.0,,D. McDermott enters the game for L. Thomas,52,68
256,3,6:09.0,M. Chalmers misses free throw 2 of 2,,52,68
257,3,6:06.0,,Defensive rebound by E. Freedom,52,68
258,3,5:49.0,,D. McDermott misses 3-pt jump shot from 23 ft,52,68
259,3,5:46.0,Defensive rebound by J. Ennis,,52,68
260,3,5:38.0,M. Chalmers makes 2-pt jump shot from 11 ft (assist by A. Harrison),,54,68
261,3,5:35.0,,Offensive foul by J. Jack (drawn by A. Harrison),54,68
262,3,5:35.0,,Turnover by J. Jack (offensive foul),54,68
263,3,5:35.0,,F. Ntilikina enters the game for J. Jack,54,68
264,3,5:28.0,J. Ennis makes 2-pt layup from 1 ft (assist by A. Harrison),,56,68
265,3,5:09.0,,Personal foul by M. Chalmers (drawn by F. Ntilikina),56,68
266,3,5:09.0,,F. Ntilikina makes free throw 1 of 2,56,69
267,3,5:09.0,,F. Ntilikina misses free throw 2 of 2,56,69
268,3,5:09.0,Defensive rebound by Team,,56,69
269,3,5:09.0,,Loose ball foul by E. Freedom (drawn by C. Parsons),56,69
270,3,4:56.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by A. Harrison),,59,69
271,3,4:31.0,,Turnover by E. Freedom (traveling),59,69
272,3,4:15.0,C. Parsons misses 3-pt jump shot from 26 ft,,59,69
273,3,4:12.0,,Defensive rebound by E. Freedom,59,69
274,3,4:07.0,,F. Ntilikina misses 2-pt layup from 1 ft,59,69
275,3,4:04.0,Defensive rebound by C. Parsons,,59,69
276,3,3:52.0,M. Chalmers misses 2-pt layup at rim,,59,69
277,3,3:50.0,,Defensive rebound by F. Ntilikina,59,69
278,3,3:41.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,59,69
279,3,3:38.0,Defensive rebound by M. Gasol,,59,69
280,3,3:36.0,Shooting foul by F. Ntilikina (drawn by A. Harrison),,59,69
281,3,3:36.0,A. Harrison makes free throw 1 of 2,,60,69
282,3,3:36.0,,K. O'Quinn enters the game for K. Porziņģis,60,69
283,3,3:36.0,,M. Beasley enters the game for E. Freedom,60,69
284,3,3:36.0,A. Harrison makes free throw 2 of 2,,61,69
285,3,3:18.0,,M. Beasley makes 2-pt jump shot from 8 ft (assist by C. Lee),61,71
286,3,3:06.0,Personal foul by K. O'Quinn (drawn by M. Gasol),,61,71
287,3,2:52.0,M. Gasol misses 2-pt jump shot from 8 ft,,61,71
288,3,2:49.0,,Defensive rebound by M. Beasley,61,71
289,3,2:41.0,,Shooting foul by C. Parsons (drawn by M. Beasley),61,71
290,3,2:41.0,,New York full timeout,61,71
291,3,2:41.0,J. Martin enters the game for C. Parsons,,61,71
292,3,2:41.0,,M. Beasley misses free throw 1 of 2,61,71
293,3,2:41.0,,Offensive rebound by Team,61,71
294,3,2:41.0,,M. Beasley makes free throw 2 of 2,61,72
295,3,2:25.0,A. Harrison misses 3-pt jump shot from 22 ft,,61,72
296,3,2:21.0,,Defensive rebound by M. Beasley,61,72
297,3,2:00.0,,Turnover by F. Ntilikina (lost ball; steal by A. Harrison),61,72
298,3,1:56.0,Shooting foul by M. Beasley (drawn by J. Ennis),,61,72
299,3,1:56.0,J. Ennis makes free throw 1 of 2,,62,72
300,3,1:56.0,J. Ennis makes free throw 2 of 2,,63,72
301,3,1:37.0,,M. Beasley misses 2-pt jump shot from 20 ft,63,72
302,3,1:33.0,Defensive rebound by J. Ennis,,63,72
303,3,1:24.0,Turnover by M. Gasol (bad pass; steal by F. Ntilikina),,63,72
304,3,1:23.0,,Personal take foul by M. Chalmers (drawn by F. Ntilikina),63,72
305,3,1:23.0,,F. Ntilikina makes free throw 1 of 2,63,73
306,3,1:23.0,,F. Ntilikina makes free throw 2 of 2,63,74
307,3,1:09.0,Shooting foul by K. O'Quinn (drawn by M. Gasol),,63,74
308,3,1:09.0,M. Gasol makes free throw 1 of 2,,64,74
309,3,1:09.0,M. Gasol makes free throw 2 of 2,,65,74
310,3,0:51.0,,Turnover by C. Lee (bad pass; steal by J. Martin),65,74
311,3,0:49.0,Personal foul by C. Lee (drawn by M. Chalmers),,65,74
312,3,0:49.0,M. Chalmers makes free throw 1 of 2,,66,74
313,3,0:49.0,D. Davis enters the game for M. Gasol,,66,74
314,3,0:49.0,M. Chalmers makes free throw 2 of 2,,67,74
315,3,0:35.0,,C. Lee misses 2-pt jump shot from 14 ft,67,74
316,3,0:33.0,,Offensive rebound by M. Beasley,67,74
317,3,0:33.0,,Shooting foul by J. Martin (drawn by M. Beasley),67,74
318,3,0:33.0,,M. Beasley makes free throw 1 of 2,67,75
319,3,0:33.0,M. Gasol enters the game for D. Davis,,67,75
320,3,0:33.0,,M. Beasley makes free throw 2 of 2,67,76
321,3,0:10.0,M. Chalmers misses 2-pt layup from 1 ft,,67,76
322,3,0:07.0,Offensive rebound by M. Gasol,,67,76
323,3,0:01.0,M. Chalmers misses 3-pt jump shot from 23 ft,,67,76
324,3,0:00.0,,Defensive rebound by K. O'Quinn,67,76
325,4,11:41.0,Turnover by J. Martin (lost ball; steal by D. McDermott),,67,76
326,4,11:23.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by D. McDermott),67,79
327,4,10:59.0,J. Martin misses 2-pt jump shot from 18 ft,,67,79
328,4,10:58.0,,Defensive rebound by D. McDermott,67,79
329,4,10:43.0,,Offensive foul by K. O'Quinn (drawn by M. Chalmers),67,79
330,4,10:43.0,,Turnover by K. O'Quinn (offensive foul),67,79
331,4,10:43.0,T. Evans enters the game for M. Chalmers,,67,79
332,4,10:29.0,J. Martin makes 2-pt layup at rim,,69,79
333,4,10:11.0,,M. Beasley makes 2-pt layup from 3 ft,69,81
334,4,9:50.0,Turnover by A. Harrison (bad pass; steal by M. Beasley),,69,81
335,4,9:37.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),69,84
336,4,9:10.0,J. Ennis misses 2-pt jump shot from 19 ft,,69,84
337,4,9:09.0,,Defensive rebound by Team,69,84
338,4,9:09.0,C. Parsons enters the game for J. Martin,,69,84
339,4,9:09.0,J. Green enters the game for J. Ennis,,69,84
340,4,9:09.0,M. Gasol enters the game for D. Davis,,69,84
341,4,8:55.0,,Shooting foul by C. Parsons (drawn by K. O'Quinn),69,84
342,4,8:55.0,,K. O'Quinn misses free throw 1 of 2,69,84
343,4,8:55.0,,Offensive rebound by Team,69,84
344,4,8:55.0,,K. O'Quinn misses free throw 2 of 2,69,84
345,4,8:53.0,Defensive rebound by M. Gasol,,69,84
346,4,8:38.0,J. Green misses 2-pt jump shot from 7 ft,,69,84
347,4,8:34.0,Offensive rebound by M. Gasol,,69,84
348,4,8:31.0,M. Gasol makes 2-pt hook shot from 6 ft,,71,84
349,4,8:11.0,,D. McDermott makes 2-pt layup from 1 ft (assist by F. Ntilikina),71,86
350,4,7:50.0,T. Evans misses 3-pt jump shot from 27 ft,,71,86
351,4,7:46.0,Offensive rebound by M. Gasol,,71,86
352,4,7:45.0,M. Gasol makes 3-pt jump shot from 24 ft,,74,86
353,4,7:45.0,,New York full timeout,74,86
354,4,7:45.0,,K. Porziņģis enters the game for M. Beasley,74,86
355,4,7:45.0,,E. Freedom enters the game for K. O'Quinn,74,86
356,4,7:29.0,,K. Porziņģis misses 2-pt jump shot from 10 ft (block by A. Harrison),74,86
357,4,7:27.0,,Offensive rebound by D. McDermott,74,86
358,4,7:20.0,,D. McDermott misses 3-pt jump shot from 34 ft,74,86
359,4,7:18.0,Defensive rebound by C. Parsons,,74,86
360,4,6:58.0,M. Gasol misses 3-pt jump shot from 24 ft,,74,86
361,4,6:53.0,,Defensive rebound by F. Ntilikina,74,86
362,4,6:49.0,,Personal foul by J. Green (drawn by K. Porziņģis),74,86
363,4,6:49.0,,J. Jack enters the game for F. Ntilikina,74,86
364,4,6:49.0,,C. Lee enters the game for D. McDermott,74,86
365,4,6:42.0,,E. Freedom misses 2-pt jump shot from 5 ft,74,86
366,4,6:39.0,Defensive rebound by M. Gasol,,74,86
367,4,6:28.0,A. Harrison misses 3-pt jump shot from 23 ft,,74,86
368,4,6:26.0,,Defensive rebound by K. Porziņģis,74,86
369,4,6:14.0,,Turnover by E. Freedom (out of bounds lost ball),74,86
370,4,5:55.0,T. Evans makes 2-pt layup from 1 ft,,76,86
371,4,5:43.0,,J. Jack makes 2-pt jump shot from 22 ft,76,88
372,4,5:20.0,J. Green makes 3-pt jump shot from 26 ft (assist by M. Gasol),,79,88
373,4,5:01.0,,C. Lee misses 2-pt jump shot from 18 ft,79,88
374,4,4:58.0,Defensive rebound by J. Green,,79,88
375,4,4:53.0,Personal foul by L. Thomas (drawn by T. Evans),,79,88
376,4,4:48.0,T. Evans makes 3-pt jump shot from 25 ft,,82,88
377,4,4:26.0,,Turnover by L. Thomas (traveling),82,88
378,4,4:17.0,T. Evans misses 3-pt jump shot from 27 ft,,82,88
379,4,4:14.0,,Defensive rebound by C. Lee,82,88
380,4,4:03.0,,C. Lee makes 2-pt jump shot from 1 ft,82,90
381,4,3:49.0,C. Parsons misses 3-pt jump shot from 25 ft,,82,90
382,4,3:46.0,,Defensive rebound by E. Freedom,82,90
383,4,3:45.0,,Personal foul by A. Harrison (drawn by J. Jack),82,90
384,4,3:45.0,M. Chalmers enters the game for C. Parsons,,82,90
385,4,3:24.0,,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by C. Lee),82,92
