,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
111,2,7:54.0,,E. Bledsoe misses 2-pt layup from 4 ft (block by A. Horford),31,24
112,2,7:51.0,Defensive rebound by A. Horford,,31,24
113,2,7:39.0,J. Tatum misses 3-pt jump shot from 27 ft,,31,24
114,2,7:34.0,,Defensive rebound by J. Parker,31,24
115,2,7:29.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Parker),31,27
116,2,7:07.0,M. Smart misses 3-pt jump shot from 24 ft,,31,27
117,2,7:04.0,,Defensive rebound by G. Antetokounmpo,31,27
118,2,7:01.0,,Shooting foul by M. Morris (drawn by G. Antetokounmpo),31,27
119,2,7:01.0,,G. Antetokounmpo makes free throw 1 of 2,31,28
120,2,7:01.0,T. Rozier enters the game for S. Larkin,,31,28
121,2,7:01.0,J. Brown enters the game for M. Morris,,31,28
122,2,7:01.0,S. Ojeleye enters the game for M. Smart,,31,28
123,2,7:01.0,,G. Antetokounmpo misses free throw 2 of 2,31,28
124,2,7:01.0,,Offensive rebound by T. Maker,31,28
125,2,6:47.0,,G. Antetokounmpo makes 2-pt hook shot from 2 ft,31,30
126,2,6:27.0,A. Horford misses 3-pt jump shot from 22 ft,,31,30
127,2,6:24.0,,Defensive rebound by J. Parker,31,30
128,2,6:19.0,,Turnover by T. Maker (bad pass; steal by J. Tatum),31,30
129,2,6:15.0,Turnover by J. Tatum (lost ball; steal by J. Parker),,31,30
130,2,6:10.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,31,30
131,2,6:08.0,,Offensive rebound by J. Parker,31,30
132,2,6:08.0,,J. Parker makes 2-pt layup at rim,31,32
133,2,6:08.0,Boston full timeout,,31,32
134,2,6:08.0,,K. Middleton enters the game for J. Parker,31,32
135,2,6:08.0,G. Monroe enters the game for A. Horford,,31,32
136,2,5:44.0,J. Tatum makes 3-pt jump shot from 26 ft,,34,32
137,2,5:26.0,,E. Bledsoe makes 2-pt jump shot from 12 ft,34,34
138,2,5:08.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Tatum),,37,34
139,2,4:48.0,,Turnover by E. Bledsoe (bad pass; steal by J. Tatum),37,34
140,2,4:39.0,Turnover by J. Tatum (lost ball; steal by T. Snell),,37,34
141,2,4:34.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),37,36
142,2,4:11.0,J. Tatum misses 2-pt jump shot from 16 ft,,37,36
143,2,4:09.0,,Defensive rebound by Team,37,36
144,2,4:09.0,,J. Parker enters the game for G. Antetokounmpo,37,36
145,2,4:09.0,M. Smart enters the game for J. Tatum,,37,36
146,2,3:57.0,,E. Bledsoe makes 2-pt layup from 1 ft,37,38
147,2,3:42.0,T. Rozier misses 2-pt jump shot from 13 ft,,37,38
148,2,3:40.0,Offensive rebound by G. Monroe,,37,38
149,2,3:39.0,G. Monroe misses 2-pt layup from 2 ft,,37,38
150,2,3:36.0,,Defensive rebound by K. Middleton,37,38
151,2,3:30.0,,T. Snell misses 3-pt jump shot from 25 ft,37,38
152,2,3:27.0,Defensive rebound by S. Ojeleye,,37,38
153,2,3:10.0,M. Smart misses 2-pt jump shot from 13 ft,,37,38
154,2,3:07.0,,Defensive rebound by T. Maker,37,38
155,2,3:02.0,,T. Snell misses 3-pt jump shot from 27 ft,37,38
156,2,3:00.0,Defensive rebound by T. Rozier,,37,38
157,2,2:55.0,,M. Brogdon enters the game for T. Maker,37,38
158,2,2:55.0,,G. Antetokounmpo enters the game for T. Snell,37,38
159,2,2:55.0,A. Horford enters the game for S. Ojeleye,,37,38
160,2,2:55.0,M. Morris enters the game for G. Monroe,,37,38
161,2,2:38.0,T. Rozier misses 3-pt jump shot from 26 ft,,37,38
162,2,2:35.0,,Defensive rebound by G. Antetokounmpo,37,38
163,2,2:29.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),37,41
164,2,2:16.0,Turnover by M. Smart (bad pass; steal by G. Antetokounmpo),,37,41
165,2,2:12.0,,G. Antetokounmpo makes 2-pt dunk at rim,37,43
166,2,2:09.0,Boston full timeout,,37,43
167,2,1:44.0,A. Horford misses 2-pt jump shot from 10 ft,,37,43
168,2,1:41.0,,Defensive rebound by J. Parker,37,43
169,2,1:39.0,,J. Parker misses 3-pt jump shot from 26 ft,37,43
170,2,1:35.0,Defensive rebound by T. Rozier,,37,43
171,2,1:22.0,M. Smart makes 2-pt jump shot from 14 ft (assist by T. Rozier),,39,43
172,2,1:01.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),39,46
173,2,0:41.0,Personal foul by K. Middleton (drawn by M. Morris),,39,46
174,2,0:41.0,,T. Snell enters the game for K. Middleton,39,46
175,2,0:35.0,T. Rozier misses 2-pt layup from 1 ft,,39,46
176,2,0:33.0,,Defensive rebound by M. Brogdon,39,46
177,2,0:24.0,,G. Antetokounmpo makes 2-pt hook shot from 3 ft,39,48
178,2,0:04.0,T. Rozier misses 3-pt jump shot from 27 ft,,39,48
179,2,0:01.0,,Defensive rebound by G. Antetokounmpo,39,48
180,2,0:00.0,,Personal foul by A. Horford (drawn by G. Antetokounmpo),39,48
181,3,11:45.0,,Personal foul by A. Horford (drawn by M. Brogdon),39,48
182,3,11:41.0,,Shooting foul by S. Ojeleye (drawn by E. Bledsoe),39,48
183,3,11:41.0,,E. Bledsoe misses free throw 1 of 2,39,48
184,3,11:41.0,,Offensive rebound by Team,39,48
185,3,11:41.0,,E. Bledsoe makes free throw 2 of 2,39,49
186,3,11:17.0,J. Tatum misses 2-pt layup from 1 ft,,39,49
187,3,11:14.0,,Defensive rebound by M. Brogdon,39,49
188,3,11:09.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,39,49
189,3,11:09.0,,Offensive rebound by T. Maker,39,49
190,3,11:09.0,,Personal foul by J. Brown (drawn by T. Maker),39,49
191,3,11:01.0,,T. Maker misses 3-pt jump shot from 26 ft,39,49
192,3,10:58.0,Defensive rebound by A. Horford,,39,49
193,3,10:52.0,Shooting foul by T. Maker (drawn by T. Rozier),,39,49
194,3,10:52.0,T. Rozier makes free throw 1 of 2,,40,49
195,3,10:52.0,T. Rozier makes free throw 2 of 2,,41,49
196,3,10:33.0,,G. Antetokounmpo misses 2-pt hook shot from 3 ft,41,49
197,3,10:31.0,Defensive rebound by J. Brown,,41,49
198,3,10:25.0,J. Brown misses 2-pt jump shot from 2 ft,,41,49
199,3,10:23.0,,Defensive rebound by G. Antetokounmpo,41,49
200,3,10:16.0,,Personal block foul by T. Rozier (drawn by E. Bledsoe),41,49
201,3,10:09.0,,M. Brogdon makes 2-pt layup from 1 ft,41,51
202,3,10:09.0,,Shooting foul by J. Tatum (drawn by M. Brogdon),41,51
203,3,10:09.0,,M. Brogdon makes free throw 1 of 1,41,52
204,3,9:45.0,J. Brown misses 2-pt dunk at rim (block by T. Maker),,41,52
205,3,9:41.0,,Defensive rebound by M. Brogdon,41,52
206,3,9:37.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by M. Brogdon),41,55
207,3,9:37.0,Boston full timeout,,41,55
208,3,9:25.0,A. Horford makes 3-pt jump shot from 25 ft (assist by T. Rozier),,44,55
209,3,8:55.0,,T. Maker misses 3-pt jump shot from 26 ft,44,55
210,3,8:52.0,Defensive rebound by S. Ojeleye,,44,55
211,3,8:40.0,Shooting foul by T. Maker (drawn by J. Tatum),,44,55
212,3,8:40.0,J. Tatum makes free throw 1 of 2,,45,55
213,3,8:40.0,J. Tatum makes free throw 2 of 2,,46,55
214,3,8:17.0,,M. Brogdon makes 2-pt jump shot from 13 ft,46,57
215,3,7:52.0,T. Rozier misses 3-pt jump shot from 26 ft,,46,57
216,3,7:48.0,Offensive rebound by S. Ojeleye,,46,57
217,3,7:47.0,Shooting foul by T. Maker (drawn by J. Tatum),,46,57
218,3,7:47.0,J. Tatum makes free throw 1 of 2,,47,57
219,3,7:47.0,,J. Parker enters the game for T. Maker,47,57
220,3,7:47.0,J. Tatum makes free throw 2 of 2,,48,57
221,3,7:34.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,48,57
222,3,7:30.0,Defensive rebound by J. Tatum,,48,57
223,3,7:19.0,J. Brown makes 2-pt layup from 1 ft,,50,57
224,3,7:19.0,,Milwaukee full timeout,50,57
225,3,7:13.0,,Personal foul by T. Rozier (drawn by E. Bledsoe),50,57
226,3,7:13.0,,E. Bledsoe makes free throw 1 of 2,50,58
227,3,7:13.0,,E. Bledsoe misses free throw 2 of 2,50,58
228,3,7:07.0,Defensive rebound by J. Brown,,50,58
229,3,6:48.0,J. Brown makes 3-pt jump shot from 27 ft (assist by A. Horford),,53,58
230,3,6:28.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft,53,60
231,3,6:17.0,Personal foul by M. Brogdon (drawn by J. Brown),,53,60
232,3,6:10.0,J. Brown misses 3-pt jump shot from 26 ft,,53,60
233,3,6:07.0,Offensive rebound by A. Horford,,53,60
234,3,6:02.0,J. Tatum makes 2-pt layup at rim (assist by A. Horford),,55,60
235,3,6:02.0,Shooting foul by M. Brogdon (drawn by J. Tatum),,55,60
236,3,6:02.0,J. Tatum misses free throw 1 of 1,,55,60
237,3,6:02.0,,Defensive rebound by G. Antetokounmpo,55,60
238,3,5:55.0,,Personal foul by J. Brown (drawn by M. Brogdon),55,60
239,3,5:55.0,,M. Brogdon misses free throw 1 of 2,55,60
240,3,5:55.0,,Offensive rebound by Team,55,60
241,3,5:55.0,,M. Brogdon makes free throw 2 of 2,55,61
242,3,5:38.0,T. Rozier misses 3-pt jump shot from 28 ft,,55,61
243,3,5:36.0,Offensive rebound by A. Horford,,55,61
244,3,5:23.0,A. Horford makes 2-pt hook shot from 8 ft,,57,61
245,3,5:07.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,57,61
246,3,5:04.0,Defensive rebound by T. Rozier,,57,61
247,3,4:46.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),,59,61
248,3,4:46.0,,Milwaukee full timeout,59,61
249,3,4:46.0,,M. Dellavedova enters the game for E. Bledsoe,59,61
250,3,4:46.0,,T. Snell enters the game for M. Brogdon,59,61
251,3,4:46.0,M. Morris enters the game for S. Ojeleye,,59,61
252,3,4:29.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,59,61
253,3,4:26.0,,Offensive rebound by J. Parker,59,61
254,3,4:25.0,,J. Parker misses 2-pt layup from 2 ft (block by J. Brown),59,61
255,3,4:22.0,Defensive rebound by J. Tatum,,59,61
256,3,4:21.0,J. Tatum makes 2-pt layup at rim (assist by A. Horford),,61,61
257,3,4:01.0,,K. Middleton makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),61,63
258,3,3:37.0,Turnover by J. Brown (bad pass),,61,63
259,3,3:28.0,,Shooting foul by A. Horford (drawn by G. Antetokounmpo),61,63
260,3,3:28.0,,G. Antetokounmpo makes free throw 1 of 2,61,64
261,3,3:28.0,M. Smart enters the game for J. Brown,,61,64
262,3,3:28.0,S. Ojeleye enters the game for A. Horford,,61,64
263,3,3:28.0,,G. Antetokounmpo makes free throw 2 of 2,61,65
264,3,3:00.0,J. Tatum misses 2-pt layup from 2 ft,,61,65
265,3,2:57.0,,Defensive rebound by T. Snell,61,65
266,3,2:57.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,61,67
267,3,2:45.0,Personal foul by M. Dellavedova (drawn by T. Rozier),,61,67
268,3,2:45.0,M. Morris makes free throw 1 of 2,,62,67
269,3,2:45.0,M. Morris makes free throw 2 of 2,,63,67
270,3,2:28.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),63,69
271,3,2:06.0,T. Rozier misses 2-pt jump shot from 13 ft,,63,69
272,3,2:04.0,,Defensive rebound by J. Parker,63,69
273,3,1:48.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),63,72
274,3,1:46.0,Personal foul by M. Dellavedova (drawn by J. Tatum),,63,72
275,3,1:46.0,J. Tatum makes free throw 1 of 2,,64,72
276,3,1:46.0,,T. Zeller enters the game for K. Middleton,64,72
277,3,1:46.0,J. Brown enters the game for T. Rozier,,64,72
278,3,1:46.0,A. Baynes enters the game for S. Ojeleye,,64,72
279,3,1:46.0,J. Tatum makes free throw 2 of 2,,65,72
280,3,1:33.0,,J. Parker misses 3-pt jump shot from 25 ft,65,72
281,3,1:29.0,Defensive rebound by J. Brown,,65,72
282,3,1:17.0,M. Morris misses 2-pt layup from 3 ft (block by T. Snell),,65,72
283,3,1:13.0,,Defensive rebound by J. Parker,65,72
284,3,1:08.0,,T. Snell misses 3-pt jump shot from 28 ft,65,72
285,3,1:05.0,Defensive rebound by A. Baynes,,65,72
286,3,0:47.0,M. Morris misses 3-pt jump shot from 25 ft,,65,72
287,3,0:42.0,,Defensive rebound by J. Parker,65,72
288,3,0:33.0,,G. Antetokounmpo makes 2-pt hook shot from 1 ft,65,74
289,3,0:21.0,Turnover by J. Brown (bad pass),,65,74
290,3,0:21.0,,K. Middleton enters the game for T. Zeller,65,74
291,3,0:21.0,S. Ojeleye enters the game for M. Morris,,65,74
292,3,0:04.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,65,74
293,3,0:01.0,Defensive rebound by J. Brown,,65,74
294,3,0:00.0,J. Brown misses 3-pt jump shot from 35 ft,,65,74
295,3,0:00.0,Offensive rebound by Team,,65,74
296,4,11:43.0,M. Morris misses 2-pt jump shot from 15 ft,,65,74
297,4,11:40.0,,Defensive rebound by G. Antetokounmpo,65,74
298,4,11:29.0,,Personal foul by M. Smart (drawn by K. Middleton),65,74
299,4,11:15.0,,Turnover by Team (shot clock),65,74
300,4,11:05.0,M. Morris makes 2-pt layup from 1 ft (assist by S. Larkin),,67,74
301,4,10:51.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,67,74
302,4,10:48.0,Defensive rebound by M. Smart,,67,74
303,4,10:34.0,M. Morris makes 2-pt hook shot from 7 ft,,69,74
304,4,10:34.0,Shooting foul by K. Middleton (drawn by M. Morris),,69,74
305,4,10:34.0,M. Morris makes free throw 1 of 1,,70,74
306,4,10:12.0,,J. Parker makes 2-pt layup from 2 ft (assist by K. Middleton),70,76
307,4,9:53.0,M. Morris misses 2-pt jump shot from 17 ft,,70,76
308,4,9:50.0,,Defensive rebound by G. Antetokounmpo,70,76
309,4,9:46.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,70,78
310,4,9:31.0,M. Morris misses 2-pt jump shot from 13 ft,,70,78
311,4,9:28.0,,Defensive rebound by T. Snell,70,78
312,4,9:20.0,,G. Antetokounmpo misses 2-pt layup at rim,70,78
313,4,9:19.0,Defensive rebound by M. Smart,,70,78
314,4,9:19.0,,T. Maker enters the game for G. Antetokounmpo,70,78
315,4,9:15.0,Personal take foul by T. Snell (drawn by J. Brown),,70,78
316,4,9:03.0,Shooting foul by T. Maker (drawn by J. Brown),,70,78
317,4,9:03.0,J. Brown makes free throw 1 of 3,,71,78
318,4,9:03.0,J. Brown misses free throw 2 of 3,,71,78
319,4,9:03.0,Offensive rebound by Team,,71,78
320,4,9:03.0,,T. Zeller enters the game for M. Dellavedova,71,78
321,4,9:03.0,,E. Bledsoe enters the game for T. Maker,71,78
322,4,9:03.0,A. Baynes enters the game for A. Horford,,71,78
323,4,9:03.0,J. Brown misses free throw 3 of 3,,71,78
324,4,9:03.0,,Defensive rebound by T. Zeller,71,78
325,4,8:53.0,,Personal foul by M. Morris (drawn by K. Middleton),71,78
326,4,8:53.0,T. Rozier enters the game for S. Larkin,,71,78
327,4,8:39.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,71,78
328,4,8:36.0,Defensive rebound by A. Baynes,,71,78
329,4,8:28.0,M. Smart makes 2-pt layup from 1 ft (assist by T. Rozier),,73,78
330,4,8:05.0,,J. Parker misses 2-pt jump shot from 5 ft,73,78
331,4,8:03.0,Defensive rebound by J. Brown,,73,78
332,4,7:59.0,J. Brown makes 2-pt layup from 1 ft,,75,78
333,4,7:59.0,,Milwaukee full timeout,75,78
334,4,7:59.0,,G. Antetokounmpo enters the game for J. Parker,75,78
335,4,7:59.0,,M. Brogdon enters the game for T. Snell,75,78
336,4,7:35.0,,G. Antetokounmpo makes 2-pt jump shot from 10 ft,75,80
337,4,7:17.0,M. Smart misses 2-pt jump shot from 14 ft,,75,80
338,4,7:15.0,Offensive rebound by A. Baynes,,75,80
339,4,7:13.0,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Baynes),,78,80
340,4,6:53.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,78,80
341,4,6:50.0,Defensive rebound by A. Baynes,,78,80
342,4,6:32.0,T. Rozier misses 3-pt jump shot from 26 ft,,78,80
343,4,6:28.0,,Defensive rebound by K. Middleton,78,80
344,4,6:17.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,78,80
345,4,6:14.0,Defensive rebound by T. Rozier,,78,80
346,4,6:00.0,M. Smart misses 2-pt layup from 4 ft,,78,80
347,4,5:57.0,,Defensive rebound by K. Middleton,78,80
348,4,5:53.0,,Shooting foul by J. Brown (drawn by T. Zeller),78,80
349,4,5:53.0,,T. Zeller misses free throw 1 of 2,78,80
350,4,5:53.0,,Offensive rebound by Team,78,80
351,4,5:53.0,A. Horford enters the game for M. Morris,,78,80
352,4,5:53.0,S. Ojeleye enters the game for M. Smart,,78,80
353,4,5:53.0,J. Tatum enters the game for A. Baynes,,78,80
354,4,5:53.0,,T. Zeller makes free throw 2 of 2,78,81
355,4,5:36.0,J. Brown misses 2-pt layup from 3 ft (block by E. Bledsoe),,78,81
356,4,5:36.0,Offensive rebound by Team,,78,81
357,4,5:36.0,,T. Maker enters the game for T. Zeller,78,81
358,4,5:32.0,J. Brown misses 3-pt jump shot from 27 ft,,78,81
359,4,5:29.0,,Defensive rebound by G. Antetokounmpo,78,81
360,4,5:23.0,,M. Brogdon makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),78,84
361,4,5:22.0,Boston full timeout,,78,84
362,4,5:22.0,M. Morris enters the game for S. Ojeleye,,78,84
363,4,5:07.0,M. Morris misses 3-pt jump shot from 23 ft,,78,84
364,4,5:04.0,,Defensive rebound by K. Middleton,78,84
365,4,4:43.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,78,84
366,4,4:41.0,,Offensive rebound by M. Brogdon,78,84
367,4,4:22.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),78,86
368,4,4:00.0,J. Tatum makes 3-pt jump shot from 27 ft,,81,86
369,4,3:43.0,,Shooting foul by A. Horford (drawn by G. Antetokounmpo),81,86
370,4,3:43.0,,G. Antetokounmpo makes free throw 1 of 2,81,87
371,4,3:43.0,M. Smart enters the game for M. Morris,,81,87
372,4,3:43.0,,G. Antetokounmpo misses free throw 2 of 2,81,87
373,4,3:40.0,Defensive rebound by A. Horford,,81,87
374,4,3:32.0,M. Smart misses 3-pt jump shot from 26 ft,,81,87
375,4,3:30.0,,Defensive rebound by T. Maker,81,87
376,4,3:25.0,,Turnover by T. Maker (out of bounds lost ball),81,87
377,4,3:22.0,Turnover by J. Tatum (bad pass; steal by E. Bledsoe),,81,87
378,4,3:13.0,,M. Brogdon misses 2-pt layup from 2 ft,81,87
379,4,3:11.0,,Offensive rebound by G. Antetokounmpo,81,87
380,4,3:08.0,,G. Antetokounmpo makes 2-pt layup from 8 ft,81,89
