,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
61,1,5:03.0,,R. Westbrook misses 2-pt jump shot from 20 ft,16,13
62,1,4:59.0,Defensive rebound by A. Rivers,,16,13
63,1,4:52.0,T. Harris makes 2-pt jump shot from 8 ft,,18,13
64,1,4:41.0,,Personal block foul by A. Rivers (drawn by R. Westbrook),18,13
65,1,4:41.0,M. Teodosić enters the game for L. Williams,,18,13
66,1,4:32.0,,P. George makes 2-pt dunk at rim,18,15
67,1,4:15.0,S. Thornwell makes 2-pt jump shot from 6 ft (assist by M. Teodosić),,20,15
68,1,4:03.0,,P. George misses 3-pt jump shot from 22 ft,20,15
69,1,4:00.0,Defensive rebound by D. Jordan,,20,15
70,1,3:52.0,S. Thornwell misses 2-pt layup from 1 ft (block by S. Adams),,20,15
71,1,3:50.0,,Defensive rebound by S. Adams,20,15
72,1,3:42.0,,C. Brewer misses 3-pt jump shot from 22 ft,20,15
73,1,3:40.0,,Offensive rebound by R. Westbrook,20,15
74,1,3:38.0,,C. Anthony misses 3-pt jump shot from 25 ft,20,15
75,1,3:36.0,Defensive rebound by D. Jordan,,20,15
76,1,3:25.0,Turnover by T. Harris (bad pass; steal by P. George),,20,15
77,1,3:21.0,,R. Westbrook makes 2-pt layup at rim (assist by C. Brewer),20,17
78,1,3:03.0,T. Harris misses 3-pt jump shot from 25 ft,,20,17
79,1,3:03.0,Offensive rebound by D. Jordan,,20,17
80,1,2:53.0,S. Thornwell makes 2-pt jump shot from 20 ft (assist by T. Harris),,22,17
81,1,2:38.0,,P. George misses 2-pt jump shot from 12 ft,22,17
82,1,2:38.0,Defensive rebound by S. Thornwell,,22,17
83,1,2:17.0,Turnover by M. Teodosić (bad pass; steal by C. Brewer),,22,17
84,1,2:14.0,,C. Brewer misses 2-pt layup from 2 ft,22,17
85,1,2:12.0,Defensive rebound by Team,,22,17
86,1,2:12.0,,R. Felton enters the game for R. Westbrook,22,17
87,1,2:12.0,,P. Patterson enters the game for C. Anthony,22,17
88,1,2:00.0,Personal foul by C. Brewer (drawn by D. Jordan),,22,17
89,1,2:00.0,J. Evans enters the game for A. Rivers,,22,17
90,1,1:52.0,T. Harris makes 3-pt jump shot from 22 ft (assist by M. Teodosić),,25,17
91,1,1:43.0,,Shooting foul by D. Jordan (drawn by P. George),25,17
92,1,1:43.0,,P. George makes free throw 1 of 2,25,18
93,1,1:43.0,,T. Ferguson enters the game for C. Brewer,25,18
94,1,1:43.0,,J. Grant enters the game for S. Adams,25,18
95,1,1:43.0,M. Harrell enters the game for D. Jordan,,25,18
96,1,1:43.0,,P. George makes free throw 2 of 2,25,19
97,1,1:28.0,M. Teodosić makes 3-pt jump shot from 24 ft (assist by T. Harris),,28,19
98,1,1:09.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by P. George),28,22
99,1,0:55.0,M. Harrell makes 2-pt layup from 1 ft (assist by M. Teodosić),,30,22
100,1,0:48.0,,J. Grant misses 3-pt jump shot from 23 ft,30,22
101,1,0:46.0,,Offensive rebound by P. Patterson,30,22
102,1,0:46.0,,P. Patterson makes 2-pt layup at rim,30,24
103,1,0:38.0,LA Clippers full timeout,,30,24
104,1,0:29.0,S. Thornwell misses 2-pt layup from 3 ft,,30,24
105,1,0:29.0,,Defensive rebound by P. George,30,24
106,1,0:05.0,,P. George misses 2-pt jump shot from 14 ft,30,24
107,1,0:05.0,,Offensive rebound by P. Patterson,30,24
108,1,0:00.0,,R. Felton makes 3-pt jump shot from 28 ft (assist by P. Patterson),30,27
109,2,11:44.0,L. Williams misses 3-pt jump shot from 25 ft,,30,27
110,2,11:43.0,Offensive rebound by Team,,30,27
111,2,11:43.0,,Loose ball foul by J. Grant (drawn by M. Harrell),30,27
112,2,11:34.0,,Violation by T. Ferguson (kicked ball),30,27
113,2,11:27.0,S. Dekker makes 2-pt layup at rim (assist by J. Evans),,32,27
114,2,11:18.0,,Personal foul by M. Teodosić (drawn by P. George),32,27
115,2,11:11.0,,Turnover by P. George (bad pass),32,27
116,2,10:59.0,M. Harrell makes 2-pt dunk at rim (assist by J. Evans),,34,27
117,2,10:43.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. George),34,29
118,2,10:35.0,Turnover by M. Teodosić (bad pass; steal by P. George),,34,29
119,2,10:23.0,,R. Felton makes 2-pt layup at rim,34,31
120,2,10:14.0,Turnover by L. Williams (bad pass; steal by T. Ferguson),,34,31
121,2,10:09.0,,T. Ferguson makes 2-pt dunk at rim,34,33
122,2,9:50.0,M. Harrell misses 2-pt layup from 2 ft,,34,33
123,2,9:50.0,,Defensive rebound by J. Grant,34,33
124,2,9:39.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. Patterson),34,36
125,2,9:20.0,S. Dekker makes 2-pt jump shot from 6 ft,,36,36
126,2,9:08.0,,J. Grant makes 2-pt dunk from 1 ft (assist by P. George),36,38
127,2,8:54.0,L. Williams misses 2-pt layup from 4 ft (block by J. Grant),,36,38
128,2,8:53.0,Offensive rebound by Team,,36,38
129,2,8:53.0,,Á. Abrines enters the game for P. George,36,38
130,2,8:42.0,S. Dekker makes 2-pt layup from 1 ft,,38,38
131,2,8:25.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by R. Felton),38,41
132,2,8:16.0,Offensive foul by M. Harrell (drawn by T. Ferguson),,38,41
133,2,8:16.0,Turnover by M. Harrell (offensive foul),,38,41
134,2,8:16.0,,R. Westbrook enters the game for R. Felton,38,41
135,2,8:16.0,A. Rivers enters the game for J. Evans,,38,41
136,2,8:08.0,,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),38,43
137,2,8:08.0,,Shooting foul by S. Dekker (drawn by J. Grant),38,43
138,2,8:08.0,D. Jordan enters the game for S. Dekker,,38,43
139,2,8:08.0,,J. Grant misses free throw 1 of 1,38,43
140,2,8:06.0,Defensive rebound by M. Harrell,,38,43
141,2,7:52.0,Personal block foul by J. Grant (drawn by M. Harrell),,38,43
142,2,7:52.0,,S. Adams enters the game for J. Grant,38,43
143,2,7:47.0,Turnover by M. Harrell (out of bounds lost ball),,38,43
144,2,7:37.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),38,45
145,2,7:10.0,M. Teodosić makes 3-pt jump shot from 26 ft (assist by A. Rivers),,41,45
146,2,7:04.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),41,47
147,2,6:49.0,A. Rivers misses 2-pt jump shot from 2 ft,,41,47
148,2,6:49.0,Offensive rebound by D. Jordan,,41,47
149,2,6:49.0,Shooting foul by R. Westbrook (drawn by D. Jordan),,41,47
150,2,6:49.0,,Oklahoma City full timeout,41,47
151,2,6:49.0,T. Harris enters the game for M. Harrell,,41,47
152,2,6:49.0,D. Jordan makes free throw 1 of 2,,42,47
153,2,6:49.0,D. Jordan misses free throw 2 of 2,,42,47
154,2,6:48.0,,Defensive rebound by R. Westbrook,42,47
155,2,6:36.0,,S. Adams misses 2-pt dunk from 1 ft,42,47
156,2,6:34.0,,Offensive rebound by S. Adams,42,47
157,2,6:32.0,,Á. Abrines makes 2-pt jump shot from 14 ft (assist by S. Adams),42,49
158,2,6:19.0,T. Harris misses 2-pt layup from 1 ft,,42,49
159,2,6:16.0,Offensive rebound by D. Jordan,,42,49
160,2,6:16.0,D. Jordan makes 2-pt dunk at rim,,44,49
161,2,6:07.0,,R. Westbrook misses 2-pt jump shot from 10 ft,44,49
162,2,6:07.0,Defensive rebound by A. Rivers,,44,49
163,2,5:42.0,Turnover by Team (shot clock),,44,49
164,2,5:42.0,,Oklahoma City full timeout,44,49
165,2,5:42.0,,C. Anthony enters the game for T. Ferguson,44,49
166,2,5:42.0,,C. Brewer enters the game for P. Patterson,44,49
167,2,5:33.0,,S. Adams misses 2-pt jump shot from 10 ft,44,49
168,2,5:32.0,Defensive rebound by D. Jordan,,44,49
169,2,5:11.0,A. Rivers misses 2-pt layup at rim,,44,49
170,2,5:07.0,,Defensive rebound by R. Westbrook,44,49
171,2,5:04.0,,C. Brewer makes 2-pt layup from 1 ft (assist by R. Westbrook),44,51
172,2,4:50.0,L. Williams makes 2-pt jump shot from 12 ft,,46,51
173,2,4:32.0,,Á. Abrines misses 3-pt jump shot from 26 ft,46,51
174,2,4:30.0,,Offensive rebound by S. Adams,46,51
175,2,4:26.0,,Shooting foul by L. Williams (drawn by S. Adams),46,51
176,2,4:26.0,,S. Adams makes free throw 1 of 2,46,52
177,2,4:26.0,,P. George enters the game for Á. Abrines,46,52
178,2,4:26.0,S. Thornwell enters the game for M. Teodosić,,46,52
179,2,4:26.0,,S. Adams misses free throw 2 of 2,46,52
180,2,4:24.0,Defensive rebound by D. Jordan,,46,52
181,2,4:15.0,L. Williams makes 2-pt jump shot from 10 ft,,48,52
182,2,3:51.0,,C. Anthony misses 3-pt jump shot from 23 ft,48,52
183,2,3:48.0,Defensive rebound by D. Jordan,,48,52
184,2,3:39.0,L. Williams misses 2-pt jump shot from 7 ft,,48,52
185,2,3:38.0,,Defensive rebound by P. George,48,52
186,2,3:31.0,,C. Brewer makes 2-pt dunk from 1 ft (assist by P. George),48,54
187,2,3:03.0,Turnover by Team (shot clock),,48,54
188,2,2:56.0,,C. Brewer misses 2-pt layup at rim (block by L. Williams),48,54
189,2,2:54.0,Defensive rebound by D. Jordan,,48,54
190,2,2:48.0,T. Harris misses 2-pt jump shot from 15 ft,,48,54
191,2,2:48.0,,Defensive rebound by R. Westbrook,48,54
192,2,2:40.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),48,56
193,2,2:14.0,D. Jordan misses 2-pt dunk from 2 ft (block by S. Adams),,48,56
194,2,2:11.0,,Defensive rebound by P. George,48,56
195,2,2:03.0,,Shooting foul by D. Jordan (drawn by S. Adams),48,56
196,2,2:03.0,,S. Adams makes free throw 1 of 2,48,57
197,2,2:03.0,M. Harrell enters the game for D. Jordan,,48,57
198,2,2:03.0,Technical foul by D. Jordan,,48,57
199,2,2:03.0,,C. Anthony makes technical free throw,48,58
200,2,2:03.0,,S. Adams misses free throw 2 of 2,48,58
201,2,2:01.0,Defensive rebound by T. Harris,,48,58
202,2,1:56.0,L. Williams misses 3-pt jump shot from 25 ft,,48,58
203,2,1:52.0,,Defensive rebound by R. Westbrook,48,58
204,2,1:50.0,,Shooting foul by A. Rivers (drawn by C. Brewer),48,58
205,2,1:50.0,,C. Brewer makes free throw 1 of 2,48,59
206,2,1:50.0,,C. Brewer makes free throw 2 of 2,48,60
207,2,1:38.0,A. Rivers misses 3-pt jump shot from 25 ft,,48,60
208,2,1:35.0,,Defensive rebound by R. Westbrook,48,60
209,2,1:20.0,,Turnover by R. Westbrook (bad pass; steal by T. Harris),48,60
210,2,1:14.0,T. Harris misses 2-pt layup from 2 ft (block by S. Adams),,48,60
211,2,1:12.0,Offensive rebound by T. Harris,,48,60
212,2,1:11.0,T. Harris makes 2-pt layup from 1 ft,,50,60
213,2,1:00.0,,Turnover by R. Westbrook (bad pass; steal by L. Williams),50,60
214,2,0:56.0,L. Williams makes 2-pt layup from 1 ft,,52,60
215,2,0:50.0,,C. Brewer makes 3-pt jump shot from 22 ft (assist by R. Westbrook),52,63
216,2,0:36.0,T. Harris makes 2-pt dunk at rim (assist by L. Williams),,54,63
217,2,0:27.0,,R. Westbrook misses 2-pt jump shot from 11 ft,54,63
218,2,0:24.0,Defensive rebound by S. Thornwell,,54,63
219,2,0:05.0,Personal foul by C. Brewer (drawn by L. Williams),,54,63
220,2,0:05.0,M. Teodosić enters the game for S. Thornwell,,54,63
221,2,0:00.0,T. Harris makes 2-pt jump shot from 16 ft,,56,63
222,3,11:38.0,Turnover by L. Williams (bad pass),,56,63
223,3,11:15.0,,P. George makes 2-pt jump shot from 12 ft,56,65
224,3,10:58.0,A. Rivers makes 3-pt jump shot from 22 ft (assist by T. Harris),,59,65
225,3,10:44.0,,C. Brewer misses 3-pt jump shot from 23 ft,59,65
226,3,10:42.0,Defensive rebound by D. Jordan,,59,65
227,3,10:27.0,Personal foul by C. Brewer (drawn by A. Rivers),,59,65
228,3,10:27.0,Technical foul by A. Rivers,,59,65
229,3,10:27.0,,P. George makes technical free throw,59,66
230,3,10:22.0,T. Harris makes 3-pt jump shot from 22 ft (assist by L. Williams),,62,66
231,3,10:11.0,,Personal foul by A. Rivers (drawn by R. Westbrook),62,66
232,3,10:08.0,,R. Westbrook misses 2-pt layup at rim (block by A. Rivers),62,66
233,3,10:06.0,Defensive rebound by L. Williams,,62,66
234,3,10:02.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),,64,66
235,3,9:51.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),64,69
236,3,9:32.0,Turnover by L. Williams (bad pass; steal by P. George),,64,69
237,3,9:28.0,,C. Brewer makes 2-pt layup at rim (assist by P. George),64,71
238,3,9:18.0,,Violation by C. Brewer (kicked ball),64,71
239,3,9:08.0,Shooting foul by P. George (drawn by S. Thornwell),,64,71
240,3,9:08.0,S. Thornwell makes free throw 1 of 2,,65,71
241,3,9:08.0,S. Thornwell makes free throw 2 of 2,,66,71
242,3,8:58.0,,Turnover by R. Westbrook (bad pass; steal by A. Rivers),66,71
243,3,8:56.0,Personal foul by R. Westbrook (drawn by A. Rivers),,66,71
244,3,8:54.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by L. Williams),,69,71
245,3,8:36.0,,P. George makes 2-pt dunk at rim,69,73
246,3,8:20.0,L. Williams misses 3-pt jump shot from 22 ft,,69,73
247,3,8:18.0,,Defensive rebound by R. Westbrook,69,73
248,3,8:08.0,,R. Westbrook misses 2-pt jump shot from 14 ft,69,73
249,3,8:04.0,,Offensive rebound by S. Adams,69,73
250,3,8:03.0,,C. Anthony misses 3-pt jump shot from 25 ft,69,73
251,3,8:00.0,,Offensive rebound by C. Brewer,69,73
252,3,7:57.0,,P. George makes 3-pt jump shot from 25 ft (assist by C. Brewer),69,76
253,3,7:35.0,T. Harris makes 3-pt jump shot from 24 ft,,72,76
254,3,7:13.0,,Turnover by S. Adams (lost ball; steal by T. Harris),72,76
255,3,7:08.0,T. Harris misses 2-pt layup from 1 ft (block by S. Adams),,72,76
256,3,7:04.0,,Defensive rebound by R. Westbrook,72,76
257,3,7:03.0,,P. George misses 3-pt jump shot from 25 ft,72,76
258,3,7:03.0,Defensive rebound by D. Jordan,,72,76
259,3,6:58.0,T. Harris makes 2-pt dunk at rim (assist by D. Jordan),,74,76
260,3,6:58.0,,Oklahoma City full timeout,74,76
261,3,6:38.0,,P. George makes 3-pt jump shot from 24 ft (assist by C. Anthony),74,79
262,3,6:11.0,Turnover by T. Harris (bad pass; steal by S. Adams),,74,79
263,3,6:06.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by C. Brewer),74,81
264,3,5:53.0,A. Rivers makes 2-pt layup from 1 ft,,76,81
265,3,5:41.0,,P. George misses 3-pt jump shot from 24 ft,76,81
266,3,5:38.0,Defensive rebound by T. Harris,,76,81
267,3,5:20.0,L. Williams misses 2-pt jump shot from 14 ft,,76,81
268,3,5:15.0,Offensive rebound by A. Rivers,,76,81
269,3,5:13.0,T. Harris misses 2-pt jump shot from 16 ft,,76,81
270,3,5:09.0,Offensive rebound by D. Jordan,,76,81
271,3,5:05.0,Turnover by D. Jordan (lost ball; steal by S. Adams),,76,81
272,3,5:00.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),76,83
273,3,4:59.0,LA Clippers full timeout,,76,83
274,3,4:59.0,M. Teodosić enters the game for L. Williams,,76,83
275,3,4:41.0,Turnover by A. Rivers (bad pass; steal by C. Brewer),,76,83
276,3,4:37.0,,R. Westbrook misses 2-pt dunk at rim,76,83
277,3,4:35.0,Defensive rebound by M. Teodosić,,76,83
278,3,4:31.0,Turnover by S. Thornwell (bad pass; steal by C. Brewer),,76,83
279,3,4:10.0,,R. Westbrook makes 2-pt layup from 1 ft,76,85
280,3,3:58.0,Shooting foul by C. Anthony (drawn by A. Rivers),,76,85
281,3,3:58.0,A. Rivers misses free throw 1 of 2,,76,85
282,3,3:58.0,Offensive rebound by Team,,76,85
283,3,3:58.0,,T. Ferguson enters the game for C. Brewer,76,85
284,3,3:58.0,A. Rivers makes free throw 2 of 2,,77,85
285,3,3:44.0,,C. Anthony makes 2-pt layup from 1 ft (assist by R. Westbrook),77,87
286,3,3:24.0,S. Thornwell misses 3-pt jump shot from 23 ft,,77,87
287,3,3:20.0,,Defensive rebound by C. Anthony,77,87
288,3,3:15.0,,S. Adams misses 2-pt hook shot from 6 ft,77,87
289,3,3:11.0,Defensive rebound by D. Jordan,,77,87
290,3,3:01.0,T. Harris misses 3-pt jump shot from 24 ft,,77,87
291,3,2:57.0,Offensive rebound by D. Jordan,,77,87
292,3,2:56.0,D. Jordan makes 2-pt layup at rim,,79,87
293,3,2:44.0,,R. Westbrook misses 3-pt jump shot from 24 ft,79,87
294,3,2:43.0,Defensive rebound by D. Jordan,,79,87
295,3,2:34.0,Personal foul by T. Ferguson (drawn by M. Teodosić),,79,87
296,3,2:34.0,M. Teodosić misses free throw 1 of 2,,79,87
297,3,2:34.0,Offensive rebound by Team,,79,87
298,3,2:34.0,,R. Felton enters the game for R. Westbrook,79,87
299,3,2:34.0,,J. Grant enters the game for C. Anthony,79,87
300,3,2:34.0,,P. Patterson enters the game for S. Adams,79,87
301,3,2:34.0,M. Harrell enters the game for D. Jordan,,79,87
302,3,2:34.0,M. Teodosić makes free throw 2 of 2,,80,87
303,3,2:22.0,,P. Patterson misses 3-pt jump shot from 22 ft,80,87
304,3,2:20.0,Defensive rebound by S. Thornwell,,80,87
305,3,2:06.0,Turnover by M. Teodosić (bad pass; steal by P. Patterson),,80,87
306,3,2:01.0,,T. Ferguson misses 3-pt jump shot from 23 ft,80,87
307,3,1:57.0,Defensive rebound by A. Rivers,,80,87
308,3,1:36.0,Personal block foul by J. Grant (drawn by A. Rivers),,80,87
309,3,1:36.0,A. Rivers makes free throw 1 of 2,,81,87
310,3,1:36.0,B. Marjanović enters the game for T. Harris,,81,87
311,3,1:36.0,A. Rivers makes free throw 2 of 2,,82,87
312,3,1:24.0,,R. Felton makes 2-pt jump shot from 17 ft,82,89
313,3,0:56.0,A. Rivers misses 3-pt jump shot from 24 ft,,82,89
314,3,0:53.0,,Defensive rebound by P. George,82,89
315,3,0:46.0,,T. Ferguson misses 3-pt jump shot from 23 ft,82,89
316,3,0:45.0,Defensive rebound by B. Marjanović,,82,89
317,3,0:35.0,S. Thornwell misses 2-pt layup at rim,,82,89
318,3,0:33.0,Offensive rebound by S. Thornwell,,82,89
319,3,0:24.0,S. Thornwell misses 2-pt layup from 1 ft (block by P. George),,82,89
320,3,0:23.0,Offensive rebound by B. Marjanović,,82,89
321,3,0:23.0,B. Marjanović misses 2-pt layup at rim,,82,89
322,3,0:22.0,Offensive rebound by B. Marjanović,,82,89
323,3,0:21.0,B. Marjanović makes 2-pt dunk at rim,,84,89
324,3,0:05.0,,R. Felton misses 3-pt jump shot from 26 ft,84,89
325,3,0:03.0,Defensive rebound by Team,,84,89
326,3,0:03.0,J. Evans enters the game for S. Thornwell,,84,89
327,3,0:03.0,L. Williams enters the game for A. Rivers,,84,89
328,3,0:01.0,B. Marjanović misses 2-pt jump shot from 10 ft,,84,89
329,3,0:01.0,,Defensive rebound by J. Grant,84,89
330,4,11:52.0,,P. Patterson misses 3-pt jump shot from 22 ft,84,89
331,4,11:49.0,,Offensive rebound by P. George,84,89
332,4,11:48.0,,Turnover by P. George (bad pass; steal by L. Williams),84,89
333,4,11:43.0,M. Harrell misses 2-pt layup from 1 ft (block by J. Grant),,84,89
334,4,11:40.0,,Defensive rebound by R. Felton,84,89
335,4,11:38.0,,P. George makes 2-pt layup at rim (assist by R. Felton),84,91
336,4,11:20.0,L. Williams misses 3-pt jump shot from 23 ft,,84,91
337,4,11:18.0,,Defensive rebound by R. Felton,84,91
338,4,11:07.0,,R. Felton misses 2-pt jump shot from 15 ft,84,91
339,4,11:06.0,Defensive rebound by B. Marjanović,,84,91
340,4,10:57.0,B. Marjanović makes 2-pt layup at rim (assist by M. Harrell),,86,91
341,4,10:57.0,Shooting foul by R. Felton (drawn by B. Marjanović),,86,91
342,4,10:57.0,B. Marjanović makes free throw 1 of 1,,87,91
343,4,10:45.0,,Personal foul by M. Teodosić (drawn by P. George),87,91
344,4,10:33.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Felton),87,94
345,4,10:23.0,Shooting foul by P. Patterson (drawn by M. Harrell),,87,94
346,4,10:23.0,M. Harrell makes free throw 1 of 2,,88,94
347,4,10:23.0,,Á. Abrines enters the game for J. Grant,88,94
348,4,10:23.0,,S. Adams enters the game for P. George,88,94
349,4,10:23.0,M. Harrell misses free throw 2 of 2,,88,94
350,4,10:21.0,,Defensive rebound by Á. Abrines,88,94
351,4,10:06.0,,T. Ferguson makes 2-pt layup at rim (assist by R. Felton),88,96
352,4,9:52.0,M. Teodosić misses 3-pt jump shot from 26 ft,,88,96
353,4,9:51.0,,Defensive rebound by P. Patterson,88,96
354,4,9:45.0,,Personal foul by J. Evans (drawn by R. Felton),88,96
355,4,9:34.0,,R. Felton makes 2-pt layup from 1 ft,88,98
356,4,9:20.0,Shooting foul by T. Ferguson (drawn by L. Williams),,88,98
357,4,9:20.0,L. Williams makes free throw 1 of 3,,89,98
358,4,9:20.0,L. Williams makes free throw 2 of 3,,90,98
359,4,9:20.0,L. Williams misses free throw 3 of 3,,90,98
360,4,9:18.0,,Defensive rebound by P. Patterson,90,98
361,4,9:05.0,,Á. Abrines misses 3-pt jump shot from 26 ft,90,98
362,4,9:02.0,Defensive rebound by M. Harrell,,90,98
363,4,9:00.0,Personal block foul by R. Felton (drawn by J. Evans),,90,98
364,4,9:00.0,,R. Westbrook enters the game for R. Felton,90,98
365,4,8:52.0,L. Williams misses 2-pt layup from 5 ft,,90,98
366,4,8:50.0,,Defensive rebound by S. Adams,90,98
367,4,8:48.0,,Shooting foul by M. Harrell (drawn by T. Ferguson),90,98
368,4,8:48.0,,T. Ferguson makes free throw 1 of 2,90,99
369,4,8:48.0,A. Rivers enters the game for J. Evans,,90,99
370,4,8:48.0,,T. Ferguson makes free throw 2 of 2,90,100
371,4,8:28.0,M. Teodosić misses 2-pt layup from 1 ft (block by P. Patterson),,90,100
372,4,8:28.0,Offensive rebound by B. Marjanović,,90,100
373,4,8:28.0,B. Marjanović makes 2-pt layup at rim,,92,100
374,4,8:28.0,Shooting foul by S. Adams (drawn by B. Marjanović),,92,100
375,4,8:28.0,B. Marjanović makes free throw 1 of 1,,93,100
376,4,8:17.0,,P. Patterson misses 2-pt jump shot from 7 ft (block by A. Rivers),93,100
377,4,8:17.0,,Offensive rebound by P. Patterson,93,100
378,4,8:08.0,,R. Westbrook makes 2-pt jump shot from 20 ft,93,102
379,4,7:41.0,Turnover by A. Rivers (bad pass; steal by Á. Abrines),,93,102
380,4,7:41.0,,Personal foul by M. Teodosić (drawn by Á. Abrines),93,102
381,4,7:41.0,T. Harris enters the game for M. Harrell,,93,102
382,4,7:33.0,,Turnover by S. Adams (lost ball; steal by M. Teodosić),93,102
383,4,7:26.0,L. Williams makes 2-pt layup from 3 ft,,95,102
