,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
80,1,3:29.0,T. Johnson misses 3-pt jump shot from 23 ft,,14,28
81,1,3:26.0,,Defensive rebound by L. James,14,28
82,1,3:13.0,,J. Smith misses 2-pt jump shot from 12 ft,14,28
83,1,3:13.0,,Offensive rebound by Team,14,28
84,1,3:13.0,Loose ball foul by K. Olynyk (drawn by K. Love),,14,28
85,1,3:13.0,,K. Love misses free throw 1 of 2,14,28
86,1,3:13.0,,Offensive rebound by Team,14,28
87,1,3:13.0,,J. Green enters the game for J. Crowder,14,28
88,1,3:13.0,B. Adebayo enters the game for K. Olynyk,,14,28
89,1,3:13.0,,K. Love makes free throw 2 of 2,14,29
90,1,3:03.0,W. Ellington misses 3-pt jump shot from 28 ft,,14,29
91,1,2:58.0,,Defensive rebound by D. Wade,14,29
92,1,2:55.0,,L. James misses 2-pt layup from 1 ft,14,29
93,1,2:51.0,,Offensive rebound by L. James,14,29
94,1,2:49.0,,L. James makes 2-pt layup from 2 ft,14,31
95,1,2:37.0,D. Waiters makes 3-pt jump shot from 28 ft (assist by J. Johnson),,17,31
96,1,2:16.0,,J. Smith makes 2-pt layup at rim (assist by J. Green),17,33
97,1,2:01.0,J. Johnson misses 2-pt layup from 2 ft,,17,33
98,1,1:58.0,,Defensive rebound by K. Love,17,33
99,1,1:53.0,,D. Wade makes 2-pt layup from 1 ft (assist by K. Love),17,35
100,1,1:32.0,D. Waiters makes 2-pt jump shot from 17 ft,,19,35
101,1,1:22.0,,Turnover by L. James (bad pass),19,35
102,1,1:22.0,,K. Korver enters the game for J. Smith,19,35
103,1,1:22.0,,J. Crowder enters the game for L. James,19,35
104,1,1:22.0,,C. Frye enters the game for K. Love,19,35
105,1,1:12.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by J. Johnson),,22,35
106,1,1:00.0,,Turnover by D. Wade (bad pass; steal by W. Ellington),22,35
107,1,0:54.0,D. Waiters misses 2-pt layup from 1 ft,,22,35
108,1,0:51.0,,Defensive rebound by C. Frye,22,35
109,1,0:49.0,,D. Wade misses 2-pt layup from 2 ft (block by T. Johnson),22,35
110,1,0:45.0,Defensive rebound by W. Ellington,,22,35
111,1,0:40.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Waiters),,24,35
112,1,0:30.0,,C. Frye misses 3-pt jump shot from 27 ft,24,35
113,1,0:30.0,Defensive rebound by T. Johnson,,24,35
114,1,0:07.0,W. Ellington misses 3-pt jump shot from 22 ft,,24,35
115,1,0:04.0,,Defensive rebound by K. Korver,24,35
116,1,0:00.0,,K. Korver misses 3-pt jump shot from 28 ft (block by B. Adebayo),24,35
117,1,0:00.0,,Offensive rebound by Team,24,35
118,2,11:48.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Wade),24,38
119,2,11:28.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by W. Ellington),,26,38
120,2,11:11.0,,D. Wade misses 2-pt jump shot from 11 ft,26,38
121,2,11:08.0,Defensive rebound by B. Adebayo,,26,38
122,2,10:54.0,J. Johnson misses 3-pt jump shot from 23 ft,,26,38
123,2,10:51.0,,Defensive rebound by J. Green,26,38
124,2,10:45.0,,J. Crowder misses 2-pt jump shot from 21 ft,26,38
125,2,10:43.0,Defensive rebound by B. Adebayo,,26,38
126,2,10:38.0,Shooting foul by J. Crowder (drawn by D. Waiters),,26,38
127,2,10:38.0,D. Waiters makes free throw 1 of 2,,27,38
128,2,10:38.0,D. Waiters makes free throw 2 of 2,,28,38
129,2,10:21.0,,D. Wade misses 2-pt jump shot from 7 ft,28,38
130,2,10:21.0,Defensive rebound by Team,,28,38
131,2,10:21.0,,Loose ball foul by J. Crowder (drawn by T. Johnson),28,38
132,2,10:21.0,,J. Smith enters the game for J. Crowder,28,38
133,2,10:21.0,G. Dragić enters the game for D. Waiters,,28,38
134,2,10:13.0,J. Johnson makes 2-pt layup at rim (assist by B. Adebayo),,30,38
135,2,10:13.0,Shooting foul by K. Korver (drawn by J. Johnson),,30,38
136,2,10:13.0,J. Johnson misses free throw 1 of 1,,30,38
137,2,10:12.0,Offensive rebound by B. Adebayo,,30,38
138,2,10:12.0,Shooting foul by C. Frye (drawn by B. Adebayo),,30,38
139,2,10:12.0,B. Adebayo makes free throw 1 of 2,,31,38
140,2,10:12.0,B. Adebayo makes free throw 2 of 2,,32,38
141,2,10:04.0,,D. Wade makes 3-pt jump shot from 28 ft,32,41
142,2,9:42.0,G. Dragić misses 3-pt jump shot from 26 ft,,32,41
143,2,9:38.0,,Defensive rebound by J. Green,32,41
144,2,9:33.0,,J. Green misses 2-pt layup from 3 ft (block by J. Johnson),32,41
145,2,9:33.0,,Offensive rebound by Team,32,41
146,2,9:29.0,,D. Wade makes 2-pt layup at rim (assist by K. Korver),32,43
147,2,9:12.0,Turnover by T. Johnson (bad pass; steal by D. Wade),,32,43
148,2,9:07.0,,J. Green makes 2-pt layup from 1 ft (assist by J. Smith),32,45
149,2,8:44.0,J. Johnson makes 2-pt jump shot from 12 ft,,34,45
150,2,8:25.0,,Turnover by D. Wade (bad pass; steal by W. Ellington),34,45
151,2,8:20.0,T. Johnson misses 3-pt jump shot from 25 ft,,34,45
152,2,8:16.0,,Defensive rebound by J. Green,34,45
153,2,8:04.0,,Personal foul by T. Johnson (drawn by C. Frye),34,45
154,2,8:04.0,J. Winslow enters the game for T. Johnson,,34,45
155,2,7:56.0,,K. Korver makes 2-pt layup from 1 ft (assist by D. Wade),34,47
156,2,7:47.0,Miami full timeout,,34,47
157,2,7:47.0,,L. James enters the game for D. Wade,34,47
158,2,7:27.0,J. Johnson makes 3-pt jump shot from 25 ft,,37,47
159,2,7:10.0,,Offensive foul by C. Frye (drawn by W. Ellington),37,47
160,2,7:10.0,,Turnover by C. Frye (offensive foul),37,47
161,2,7:10.0,,K. Love enters the game for C. Frye,37,47
162,2,7:10.0,J. Richardson enters the game for B. Adebayo,,37,47
163,2,6:56.0,J. Winslow misses 2-pt layup from 1 ft,,37,47
164,2,6:56.0,,Defensive rebound by Team,37,47
165,2,6:56.0,Loose ball foul by J. Winslow (drawn by K. Love),,37,47
166,2,6:42.0,,J. Smith makes 2-pt dunk from 1 ft (assist by L. James),37,49
167,2,6:29.0,G. Dragić misses 2-pt jump shot from 11 ft,,37,49
168,2,6:29.0,,Defensive rebound by L. James,37,49
169,2,6:05.0,,L. James makes 2-pt layup at rim,37,51
170,2,5:58.0,Shooting foul by J. Green (drawn by G. Dragić),,37,51
171,2,5:58.0,G. Dragić makes free throw 1 of 2,,38,51
172,2,5:58.0,D. Waiters enters the game for W. Ellington,,38,51
173,2,5:58.0,G. Dragić misses free throw 2 of 2,,38,51
174,2,5:55.0,,Defensive rebound by K. Love,38,51
175,2,5:51.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by L. James),38,54
176,2,5:38.0,J. Johnson misses 2-pt dunk from 1 ft,,38,54
177,2,5:38.0,Offensive rebound by J. Winslow,,38,54
178,2,5:34.0,J. Winslow misses 2-pt jump shot from 5 ft (block by J. Green),,38,54
179,2,5:34.0,,Defensive rebound by K. Love,38,54
180,2,5:26.0,,K. Love makes 2-pt layup from 1 ft,38,56
181,2,5:26.0,,Shooting foul by J. Richardson (drawn by K. Love),38,56
182,2,5:26.0,H. Whiteside enters the game for J. Winslow,,38,56
183,2,5:26.0,,K. Love makes free throw 1 of 1,38,57
184,2,5:07.0,D. Waiters misses 3-pt jump shot from 27 ft,,38,57
185,2,5:03.0,,Defensive rebound by J. Smith,38,57
186,2,4:57.0,,K. Love makes 3-pt jump shot from 26 ft (assist by J. Green),38,60
187,2,4:44.0,Turnover by D. Waiters (bad pass; steal by K. Love),,38,60
188,2,4:39.0,,L. James makes 2-pt layup from 1 ft,38,62
189,2,4:24.0,Shooting foul by J. Green (drawn by H. Whiteside),,38,62
190,2,4:24.0,H. Whiteside misses free throw 1 of 2,,38,62
191,2,4:24.0,Offensive rebound by Team,,38,62
192,2,4:24.0,,D. Wade enters the game for J. Green,38,62
193,2,4:24.0,H. Whiteside makes free throw 2 of 2,,39,62
194,2,4:13.0,,K. Love misses 3-pt jump shot from 25 ft,39,62
195,2,4:09.0,,Offensive rebound by K. Love,39,62
196,2,4:06.0,,K. Love makes 2-pt hook shot from 6 ft,39,64
197,2,4:01.0,Miami full timeout,,39,64
198,2,3:44.0,J. Richardson makes 2-pt jump shot from 13 ft,,41,64
199,2,3:28.0,,Turnover by L. James (bad pass; steal by H. Whiteside),41,64
200,2,3:21.0,H. Whiteside misses 2-pt layup from 1 ft,,41,64
201,2,3:14.0,Offensive rebound by J. Johnson,,41,64
202,2,3:14.0,J. Johnson misses 2-pt layup at rim,,41,64
203,2,3:13.0,,Defensive rebound by K. Korver,41,64
204,2,3:12.0,,Turnover by K. Love (bad pass; steal by J. Richardson),41,64
205,2,3:05.0,D. Waiters makes 2-pt layup from 2 ft,,43,64
206,2,3:05.0,,Cleveland full timeout,43,64
207,2,3:05.0,B. Adebayo enters the game for H. Whiteside,,43,64
208,2,2:53.0,,K. Love makes 2-pt dunk at rim (assist by L. James),43,66
209,2,2:33.0,J. Johnson misses 2-pt dunk from 1 ft,,43,66
210,2,2:32.0,,Defensive rebound by K. Love,43,66
211,2,2:25.0,,K. Korver misses 3-pt jump shot from 22 ft,43,66
212,2,2:25.0,Defensive rebound by B. Adebayo,,43,66
213,2,2:12.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by D. Waiters),,46,66
214,2,1:46.0,,L. James misses 3-pt jump shot from 23 ft,46,66
215,2,1:46.0,,Offensive rebound by L. James,46,66
216,2,1:45.0,,Turnover by Team (shot clock),46,66
217,2,1:34.0,Turnover by D. Waiters (lost ball; steal by L. James),,46,66
218,2,1:22.0,,D. Wade makes 2-pt dunk from 1 ft (assist by L. James),46,68
219,2,1:10.0,Turnover by J. Richardson (turnover),,46,68
220,2,0:58.0,,L. James makes 2-pt dunk from 1 ft,46,70
221,2,0:43.0,D. Waiters misses 3-pt jump shot from 25 ft,,46,70
222,2,0:43.0,,Defensive rebound by L. James,46,70
223,2,0:36.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by D. Wade),46,73
224,2,0:30.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Richardson),,48,73
225,2,0:30.0,Shooting foul by J. Smith (drawn by B. Adebayo),,48,73
226,2,0:30.0,,C. Frye enters the game for K. Love,48,73
227,2,0:30.0,T. Johnson enters the game for J. Richardson,,48,73
228,2,0:30.0,J. Winslow enters the game for G. Dragić,,48,73
229,2,0:30.0,B. Adebayo makes free throw 1 of 1,,49,73
230,2,0:12.0,,L. James makes 2-pt layup from 1 ft,49,75
231,2,0:00.0,D. Waiters misses 3-pt jump shot from 25 ft,,49,75
232,2,0:00.0,,Defensive rebound by Team,49,75
233,3,11:41.0,,L. James misses 2-pt jump shot from 18 ft,49,75
234,3,11:37.0,Defensive rebound by J. Richardson,,49,75
235,3,11:23.0,D. Waiters misses 3-pt jump shot from 25 ft,,49,75
236,3,11:20.0,,Defensive rebound by J. Crowder,49,75
237,3,11:08.0,,Personal foul by H. Whiteside (drawn by K. Love),49,75
238,3,11:02.0,,Shooting foul by H. Whiteside (drawn by K. Love),49,75
239,3,11:02.0,,K. Love makes free throw 1 of 2,49,76
240,3,11:02.0,,K. Love makes free throw 2 of 2,49,77
241,3,10:47.0,G. Dragić misses 3-pt jump shot from 26 ft,,49,77
242,3,10:44.0,,Defensive rebound by J. Crowder,49,77
243,3,10:38.0,,K. Love misses 3-pt jump shot from 31 ft,49,77
244,3,10:34.0,Defensive rebound by J. Richardson,,49,77
245,3,10:25.0,J. Winslow misses 2-pt layup from 1 ft,,49,77
246,3,10:22.0,,Defensive rebound by J. Smith,49,77
247,3,10:12.0,,Offensive foul by J. Crowder (drawn by G. Dragić),49,77
248,3,10:12.0,,Turnover by J. Crowder (offensive foul),49,77
249,3,9:58.0,Personal foul by J. Crowder (drawn by D. Waiters),,49,77
250,3,9:45.0,D. Waiters misses 3-pt jump shot from 28 ft,,49,77
251,3,9:40.0,,Defensive rebound by J. Smith,49,77
252,3,9:25.0,,J. Smith makes 3-pt jump shot from 28 ft (assist by J. Calderón),49,80
253,3,9:12.0,H. Whiteside misses 2-pt layup from 2 ft,,49,80
254,3,9:09.0,,Defensive rebound by K. Love,49,80
255,3,9:07.0,,L. James makes 2-pt jump shot from 7 ft (assist by K. Love),49,82
256,3,9:07.0,Violation by H. Whiteside (def goaltending),,49,82
257,3,8:53.0,D. Waiters misses 2-pt layup at rim,,49,82
258,3,8:53.0,Offensive rebound by H. Whiteside,,49,82
259,3,8:48.0,H. Whiteside misses 2-pt layup at rim (block by L. James),,49,82
260,3,8:48.0,,Defensive rebound by L. James,49,82
261,3,8:46.0,,Shooting foul by J. Winslow (drawn by K. Love),49,82
262,3,8:46.0,,K. Love makes free throw 1 of 2,49,83
263,3,8:46.0,,K. Love misses free throw 2 of 2,49,83
264,3,8:43.0,Defensive rebound by H. Whiteside,,49,83
265,3,8:34.0,Shooting foul by J. Calderón (drawn by G. Dragić),,49,83
266,3,8:34.0,G. Dragić makes free throw 1 of 2,,50,83
267,3,8:34.0,G. Dragić makes free throw 2 of 2,,51,83
268,3,8:24.0,,Shooting foul by J. Winslow (drawn by K. Love),51,83
269,3,8:24.0,,Cleveland full timeout,51,83
270,3,8:24.0,J. Johnson enters the game for J. Winslow,,51,83
271,3,8:24.0,,K. Love misses free throw 1 of 2,51,83
272,3,8:24.0,,Offensive rebound by Team,51,83
273,3,8:24.0,,K. Love makes free throw 2 of 2,51,84
274,3,8:05.0,J. Richardson misses 2-pt jump shot from 12 ft,,51,84
275,3,8:02.0,,Defensive rebound by L. James,51,84
276,3,7:58.0,,J. Smith misses 3-pt jump shot from 22 ft,51,84
277,3,7:53.0,Defensive rebound by H. Whiteside,,51,84
278,3,7:42.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),,53,84
279,3,7:22.0,,Personal foul by H. Whiteside (drawn by K. Love),53,84
280,3,7:22.0,,K. Love makes free throw 1 of 2,53,85
281,3,7:22.0,,K. Love makes free throw 2 of 2,53,86
282,3,7:14.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,56,86
283,3,7:06.0,,Turnover by K. Love (bad pass; steal by J. Johnson),56,86
284,3,7:06.0,Personal foul by J. Calderón (drawn by G. Dragić),,56,86
285,3,6:59.0,Shooting foul by J. Calderón (drawn by G. Dragić),,56,86
286,3,6:59.0,G. Dragić makes free throw 1 of 2,,57,86
287,3,6:59.0,G. Dragić makes free throw 2 of 2,,58,86
288,3,6:46.0,,L. James misses 2-pt jump shot from 22 ft,58,86
289,3,6:43.0,Defensive rebound by G. Dragić,,58,86
290,3,6:30.0,Turnover by J. Johnson (bad pass; steal by J. Calderón),,58,86
291,3,6:16.0,,K. Love misses 2-pt layup from 1 ft (block by H. Whiteside),58,86
292,3,6:12.0,Defensive rebound by G. Dragić,,58,86
293,3,6:11.0,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),,60,86
294,3,5:48.0,,D. Wade enters the game for J. Calderón,60,86
295,3,5:45.0,,Turnover by J. Calderón (bad pass; steal by H. Whiteside),60,86
296,3,5:33.0,G. Dragić makes 2-pt jump shot from 15 ft (assist by D. Waiters),,62,86
297,3,5:15.0,,Turnover by K. Love (bad pass),62,86
298,3,5:04.0,D. Waiters misses 3-pt jump shot from 26 ft,,62,86
299,3,5:01.0,Offensive rebound by H. Whiteside,,62,86
300,3,4:59.0,H. Whiteside makes 2-pt layup from 2 ft,,64,86
301,3,4:38.0,,L. James makes 3-pt jump shot from 25 ft,64,89
302,3,4:15.0,D. Waiters makes 2-pt layup from 2 ft,,66,89
303,3,3:55.0,,Turnover by J. Crowder (bad pass; steal by G. Dragić),66,89
304,3,3:50.0,J. Richardson makes 2-pt jump shot from 7 ft (assist by G. Dragić),,68,89
305,3,3:50.0,,Cleveland full timeout,68,89
306,3,3:50.0,,J. Green enters the game for K. Love,68,89
307,3,3:50.0,,C. Frye enters the game for J. Crowder,68,89
308,3,3:32.0,,J. Smith misses 3-pt jump shot from 25 ft,68,89
309,3,3:29.0,Defensive rebound by H. Whiteside,,68,89
310,3,3:17.0,D. Waiters makes 2-pt jump shot from 20 ft (assist by G. Dragić),,70,89
311,3,2:50.0,,C. Frye makes 2-pt jump shot from 15 ft,70,91
312,3,2:41.0,Turnover by D. Waiters (step out of bounds),,70,91
313,3,2:41.0,,K. Korver enters the game for J. Smith,70,91
314,3,2:41.0,T. Johnson enters the game for G. Dragić,,70,91
315,3,2:25.0,,Personal foul by J. Richardson (drawn by J. Green),70,91
316,3,2:25.0,,J. Green makes free throw 1 of 2,70,92
317,3,2:25.0,,J. Green makes free throw 2 of 2,70,93
318,3,2:06.0,Turnover by J. Johnson (lost ball; steal by L. James),,70,93
319,3,1:59.0,,L. James misses 2-pt jump shot from 7 ft,70,93
320,3,1:59.0,Defensive rebound by H. Whiteside,,70,93
321,3,1:59.0,,Technical foul by L. James,70,93
322,3,1:59.0,D. Waiters misses technical free throw,,70,93
323,3,1:59.0,Offensive rebound by Team,,70,93
324,3,1:59.0,,J. Smith enters the game for L. James,70,93
325,3,1:59.0,W. Ellington enters the game for J. Richardson,,70,93
326,3,1:46.0,J. Johnson makes 2-pt layup from 2 ft (assist by D. Waiters),,72,93
327,3,1:28.0,,C. Frye misses 3-pt jump shot from 25 ft,72,93
328,3,1:25.0,Defensive rebound by H. Whiteside,,72,93
329,3,1:12.0,Turnover by H. Whiteside (lost ball; steal by D. Wade),,72,93
330,3,0:47.0,,J. Smith misses 3-pt jump shot from 26 ft,72,93
331,3,0:45.0,Defensive rebound by H. Whiteside,,72,93
332,3,0:29.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by W. Ellington),,74,93
333,3,0:06.0,,J. Smith misses 3-pt jump shot from 25 ft,74,93
334,3,0:03.0,Defensive rebound by H. Whiteside,,74,93
335,3,0:00.0,D. Waiters misses 3-pt jump shot from 25 ft,,74,93
336,3,0:00.0,Offensive rebound by Team,,74,93
337,4,11:40.0,W. Ellington misses 3-pt jump shot from 28 ft,,74,93
338,4,11:36.0,,Defensive rebound by D. Wade,74,93
339,4,11:21.0,,C. Frye misses 2-pt jump shot from 23 ft,74,93
340,4,11:18.0,Defensive rebound by D. Waiters,,74,93
341,4,11:15.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Waiters),,76,93
342,4,10:59.0,,D. Wade makes 2-pt jump shot from 2 ft,76,95
343,4,10:42.0,D. Waiters misses 2-pt layup from 2 ft,,76,95
344,4,10:40.0,Offensive rebound by J. Johnson,,76,95
345,4,10:39.0,W. Ellington misses 3-pt jump shot from 24 ft,,76,95
346,4,10:37.0,,Defensive rebound by C. Frye,76,95
347,4,10:29.0,,Offensive foul by J. Green (drawn by T. Johnson),76,95
348,4,10:29.0,,Turnover by J. Green (offensive foul),76,95
349,4,10:18.0,Turnover by K. Olynyk (bad pass; steal by J. Smith),,76,95
350,4,10:18.0,,Personal foul by K. Olynyk (drawn by J. Smith),76,95
351,4,10:01.0,,D. Wade makes 2-pt jump shot from 14 ft,76,97
352,4,9:45.0,T. Johnson misses 2-pt jump shot from 15 ft,,76,97
353,4,9:42.0,,Defensive rebound by C. Frye,76,97
354,4,9:34.0,,D. Wade makes 2-pt jump shot from 14 ft,76,99
355,4,9:34.0,Miami full timeout,,76,99
356,4,9:34.0,J. Richardson enters the game for D. Waiters,,76,99
357,4,9:15.0,T. Johnson misses 2-pt jump shot from 12 ft,,76,99
358,4,9:13.0,,Defensive rebound by D. Wade,76,99
359,4,8:59.0,,K. Korver makes 3-pt jump shot from 32 ft (assist by D. Wade),76,102
360,4,8:34.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by T. Johnson),,79,102
361,4,8:18.0,J. Winslow enters the game for J. Johnson,,79,102
362,4,8:12.0,,J. Smith makes 2-pt layup at rim,79,104
363,4,8:12.0,,Shooting foul by T. Johnson (drawn by J. Smith),79,104
364,4,8:12.0,,J. Smith misses free throw 1 of 1,79,104
365,4,8:10.0,Defensive rebound by K. Olynyk,,79,104
366,4,7:56.0,Turnover by J. Winslow (bad pass; steal by C. Frye),,79,104
367,4,7:53.0,,J. Green makes 2-pt dunk at rim (assist by C. Frye),79,106
368,4,7:40.0,K. Olynyk misses 2-pt jump shot from 19 ft,,79,106
369,4,7:37.0,,Defensive rebound by J. Smith,79,106
370,4,7:32.0,,D. Wade misses 3-pt jump shot from 24 ft,79,106
371,4,7:27.0,Defensive rebound by K. Olynyk,,79,106
372,4,7:19.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Winslow),,82,106
373,4,7:19.0,,Cleveland full timeout,82,106
374,4,7:19.0,B. Adebayo enters the game for J. Richardson,,82,106
375,4,7:02.0,,D. Wade misses 2-pt jump shot from 18 ft,82,106
376,4,7:00.0,Defensive rebound by K. Olynyk,,82,106
377,4,6:48.0,T. Johnson misses 3-pt jump shot from 27 ft,,82,106
378,4,6:45.0,,Defensive rebound by D. Wade,82,106
379,4,6:37.0,,Turnover by C. Frye (traveling),82,106
380,4,6:26.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,85,106
381,4,6:05.0,,J. Smith misses 3-pt jump shot from 25 ft,85,106
382,4,5:59.0,Defensive rebound by T. Johnson,,85,106
383,4,5:45.0,J. Winslow misses 2-pt layup at rim,,85,106
384,4,5:39.0,,Defensive rebound by D. Wade,85,106
385,4,5:30.0,,D. Wade misses 2-pt jump shot from 4 ft,85,106
386,4,5:26.0,Defensive rebound by W. Ellington,,85,106
387,4,5:09.0,Shooting foul by D. Wade (drawn by B. Adebayo),,85,106
388,4,5:09.0,B. Adebayo makes free throw 1 of 2,,86,106
389,4,5:09.0,U. Haslem enters the game for K. Olynyk,,86,106
390,4,5:09.0,B. Adebayo makes free throw 2 of 2,,87,106
391,4,4:59.0,,K. Korver misses 3-pt jump shot from 24 ft,87,106
392,4,4:57.0,Defensive rebound by J. Winslow,,87,106
