,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DENVER_ACTION,NEW YORK_SCORE,DENVER_SCORE
152,2,5:19.0,,Defensive rebound by N. Jokić,50,61
153,2,5:16.0,,G. Harris makes 2-pt jump shot from 21 ft (assist by J. Murray),50,63
154,2,5:00.0,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by J. Jack),,52,63
155,2,4:48.0,,G. Harris makes 2-pt jump shot from 21 ft,52,65
156,2,4:22.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,52,65
157,2,4:19.0,,Defensive rebound by M. Plumlee,52,65
158,2,4:13.0,,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),52,67
159,2,4:13.0,New York full timeout,,52,67
160,2,4:13.0,L. Thomas enters the game for F. Ntilikina,,52,67
161,2,3:59.0,Offensive foul by K. Porziņģis (drawn by W. Chandler),,52,67
162,2,3:59.0,Turnover by K. Porziņģis (offensive foul),,52,67
163,2,3:51.0,,Shooting foul by E. Freedom (drawn by G. Harris),52,67
164,2,3:51.0,,G. Harris makes free throw 1 of 2,52,68
165,2,3:51.0,,G. Harris makes free throw 2 of 2,52,69
166,2,3:44.0,Offensive foul by E. Freedom (drawn by J. Murray),,52,69
167,2,3:44.0,Turnover by E. Freedom (offensive foul),,52,69
168,2,3:44.0,M. Beasley enters the game for E. Freedom,,52,69
169,2,3:25.0,,J. Murray misses 2-pt jump shot from 17 ft,52,69
170,2,3:21.0,,Offensive rebound by W. Chandler,52,69
171,2,3:11.0,,Turnover by J. Murray (bad pass; steal by C. Lee),52,69
172,2,2:58.0,J. Jack misses 2-pt jump shot from 7 ft,,52,69
173,2,2:54.0,,Defensive rebound by N. Jokić,52,69
174,2,2:44.0,,W. Chandler misses 3-pt jump shot from 22 ft,52,69
175,2,2:41.0,Defensive rebound by J. Jack,,52,69
176,2,2:27.0,K. Porziņģis misses 2-pt layup from 2 ft (block by M. Plumlee),,52,69
177,2,2:24.0,,Defensive rebound by M. Plumlee,52,69
178,2,2:20.0,,Shooting foul by K. Porziņģis (drawn by N. Jokić),52,69
179,2,2:20.0,,N. Jokić makes free throw 1 of 2,52,70
180,2,2:20.0,,N. Jokić misses free throw 2 of 2,52,70
181,2,2:17.0,Defensive rebound by K. Porziņģis,,52,70
182,2,2:04.0,Shooting foul by J. Murray (drawn by K. Porziņģis),,52,70
183,2,2:04.0,K. Porziņģis makes free throw 1 of 2,,53,70
184,2,2:04.0,,T. Lyles enters the game for N. Jokić,53,70
185,2,2:04.0,,W. Barton enters the game for W. Chandler,53,70
186,2,2:04.0,K. Porziņģis makes free throw 2 of 2,,54,70
187,2,1:48.0,,Turnover by J. Murray (bad pass; steal by C. Lee),54,70
188,2,1:42.0,K. Porziņģis misses 2-pt dunk from 1 ft,,54,70
189,2,1:39.0,,Defensive rebound by G. Harris,54,70
190,2,1:37.0,,W. Barton misses 3-pt jump shot from 25 ft,54,70
191,2,1:33.0,Defensive rebound by K. Porziņģis,,54,70
192,2,1:27.0,Shooting foul by T. Lyles (drawn by K. Porziņģis),,54,70
193,2,1:27.0,K. Porziņģis makes free throw 1 of 2,,55,70
194,2,1:27.0,T. Burke enters the game for L. Thomas,,55,70
195,2,1:27.0,K. Porziņģis makes free throw 2 of 2,,56,70
196,2,1:16.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by T. Lyles),56,73
197,2,1:03.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by T. Burke),,58,73
198,2,0:51.0,,T. Lyles misses 3-pt jump shot from 24 ft,58,73
199,2,0:50.0,Defensive rebound by T. Burke,,58,73
200,2,0:42.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,58,73
201,2,0:40.0,,Defensive rebound by T. Lyles,58,73
202,2,0:25.0,,J. Murray misses 2-pt layup from 3 ft,58,73
203,2,0:22.0,Defensive rebound by K. Porziņģis,,58,73
204,2,0:04.0,Shooting foul by T. Lyles (drawn by T. Burke),,58,73
205,2,0:04.0,T. Burke makes free throw 1 of 2,,59,73
206,2,0:04.0,L. Thomas enters the game for K. Porziņģis,,59,73
207,2,0:04.0,T. Burke makes free throw 2 of 2,,60,73
208,2,0:00.0,,Turnover by M. Plumlee (offensive goaltending),60,73
209,3,11:39.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Baker),,62,73
210,3,11:16.0,,N. Jokić misses 3-pt jump shot from 25 ft,62,73
211,3,11:13.0,Defensive rebound by R. Baker,,62,73
212,3,11:05.0,J. Jack makes 2-pt jump shot from 11 ft,,64,73
213,3,10:55.0,,Personal foul by K. Porziņģis (drawn by N. Jokić),64,73
214,3,10:45.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by N. Jokić),64,75
215,3,10:34.0,E. Freedom misses 2-pt jump shot from 8 ft,,64,75
216,3,10:31.0,,Defensive rebound by N. Jokić,64,75
217,3,10:21.0,,G. Harris misses 2-pt jump shot from 15 ft,64,75
218,3,10:18.0,Defensive rebound by K. Porziņģis,,64,75
219,3,10:13.0,Personal foul by N. Jokić (drawn by K. Porziņģis),,64,75
220,3,10:02.0,E. Freedom misses 2-pt hook shot from 7 ft,,64,75
221,3,9:58.0,,Defensive rebound by M. Plumlee,64,75
222,3,9:54.0,,J. Murray misses 3-pt jump shot from 26 ft,64,75
223,3,9:50.0,Defensive rebound by E. Freedom,,64,75
224,3,9:39.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Jack),,67,75
225,3,9:19.0,,Shooting foul by K. Porziņģis (drawn by N. Jokić),67,75
226,3,9:19.0,,N. Jokić makes free throw 1 of 2,67,76
227,3,9:19.0,,N. Jokić makes free throw 2 of 2,67,77
228,3,9:06.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Lee),,69,77
229,3,8:54.0,,Turnover by W. Barton (turnover),69,77
230,3,8:47.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,69,77
231,3,8:44.0,,Defensive rebound by J. Murray,69,77
232,3,8:40.0,,J. Murray misses 2-pt layup from 3 ft (block by R. Baker),69,77
233,3,8:40.0,Defensive rebound by Team,,69,77
234,3,8:32.0,Personal foul by W. Barton (drawn by J. Jack),,69,77
235,3,8:28.0,J. Jack misses 2-pt jump shot from 20 ft,,69,77
236,3,8:25.0,,Defensive rebound by G. Harris,69,77
237,3,8:17.0,,G. Harris makes 2-pt jump shot from 11 ft,69,79
238,3,8:17.0,,Shooting foul by R. Baker (drawn by G. Harris),69,79
239,3,8:17.0,,G. Harris makes free throw 1 of 1,69,80
240,3,8:00.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Lee),,71,80
241,3,7:45.0,,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Murray),71,82
242,3,7:26.0,C. Lee makes 2-pt jump shot from 10 ft (assist by E. Freedom),,73,82
243,3,7:08.0,,W. Barton misses 3-pt jump shot from 24 ft,73,82
244,3,7:05.0,Defensive rebound by R. Baker,,73,82
245,3,6:48.0,Turnover by R. Baker (bad pass),,73,82
246,3,6:48.0,,Denver full timeout,73,82
247,3,6:48.0,T. Burke enters the game for J. Jack,,73,82
248,3,6:48.0,F. Ntilikina enters the game for R. Baker,,73,82
249,3,6:32.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),73,84
250,3,6:19.0,Shooting foul by M. Plumlee (drawn by K. Porziņģis),,73,84
251,3,6:19.0,K. Porziņģis makes free throw 1 of 2,,74,84
252,3,6:19.0,K. Porziņģis makes free throw 2 of 2,,75,84
253,3,6:04.0,,Shooting foul by E. Freedom (drawn by N. Jokić),75,84
254,3,6:04.0,,N. Jokić makes free throw 1 of 2,75,85
255,3,6:04.0,,N. Jokić misses free throw 2 of 2,75,85
256,3,6:02.0,Defensive rebound by E. Freedom,,75,85
257,3,5:44.0,E. Freedom makes 2-pt layup from 2 ft,,77,85
258,3,5:27.0,,G. Harris misses 2-pt layup from 4 ft (block by K. Porziņģis),77,85
259,3,5:24.0,Defensive rebound by C. Lee,,77,85
260,3,5:14.0,E. Freedom misses 2-pt jump shot from 12 ft,,77,85
261,3,5:13.0,,Defensive rebound by Team,77,85
262,3,5:13.0,Loose ball foul by K. Porziņģis (drawn by N. Jokić),,77,85
263,3,5:13.0,,N. Jokić makes free throw 1 of 2,77,86
264,3,5:13.0,M. Beasley enters the game for K. Porziņģis,,77,86
265,3,5:13.0,,N. Jokić makes free throw 2 of 2,77,87
266,3,4:55.0,T. Burke makes 2-pt jump shot from 13 ft,,79,87
267,3,4:46.0,,Personal foul by M. Beasley (drawn by M. Plumlee),79,87
268,3,4:46.0,,M. Plumlee makes free throw 1 of 2,79,88
269,3,4:46.0,,M. Plumlee makes free throw 2 of 2,79,89
270,3,4:33.0,E. Freedom misses 2-pt hook shot from 3 ft,,79,89
271,3,4:33.0,Offensive rebound by Team,,79,89
272,3,4:32.0,,W. Chandler enters the game for M. Plumlee,79,89
273,3,4:32.0,L. Thomas enters the game for C. Lee,,79,89
274,3,4:24.0,F. Ntilikina misses 2-pt jump shot from 20 ft,,79,89
275,3,4:23.0,,Defensive rebound by Team,79,89
276,3,4:23.0,,T. Lyles enters the game for W. Barton,79,89
277,3,4:02.0,,Turnover by J. Murray (bad pass; steal by M. Beasley),79,89
278,3,3:53.0,M. Beasley makes 2-pt layup from 2 ft (assist by T. Burke),,81,89
279,3,3:42.0,,Shooting foul by T. Burke (drawn by J. Murray),81,89
280,3,3:42.0,,J. Murray makes free throw 1 of 2,81,90
281,3,3:42.0,,J. Murray makes free throw 2 of 2,81,91
282,3,3:27.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,81,91
283,3,3:22.0,,Defensive rebound by T. Lyles,81,91
284,3,3:17.0,,G. Harris misses 3-pt jump shot from 22 ft,81,91
285,3,3:15.0,Defensive rebound by E. Freedom,,81,91
286,3,3:02.0,T. Burke misses 2-pt jump shot from 5 ft,,81,91
287,3,2:57.0,Offensive rebound by E. Freedom,,81,91
288,3,2:57.0,E. Freedom makes 2-pt layup at rim,,83,91
289,3,2:42.0,,N. Jokić makes 2-pt hook shot from 5 ft (assist by T. Lyles),83,93
290,3,2:42.0,,Shooting foul by F. Ntilikina (drawn by N. Jokić),83,93
291,3,2:42.0,New York full timeout,,83,93
292,3,2:42.0,,W. Barton enters the game for G. Harris,83,93
293,3,2:42.0,,N. Jokić makes free throw 1 of 1,83,94
294,3,2:26.0,Personal foul by W. Barton (drawn by F. Ntilikina),,83,94
295,3,2:12.0,M. Beasley makes 2-pt layup from 2 ft (assist by T. Burke),,85,94
296,3,1:49.0,,W. Chandler misses 3-pt jump shot from 24 ft,85,94
297,3,1:46.0,Defensive rebound by E. Freedom,,85,94
298,3,1:36.0,Shooting foul by J. Murray (drawn by M. Beasley),,85,94
299,3,1:36.0,,Denver full timeout,85,94
300,3,1:36.0,,M. Plumlee enters the game for N. Jokić,85,94
301,3,1:36.0,M. Beasley makes free throw 1 of 2,,86,94
302,3,1:36.0,M. Beasley misses free throw 2 of 2,,86,94
303,3,1:35.0,,Defensive rebound by Team,86,94
304,3,1:35.0,Loose ball foul by L. Thomas (drawn by W. Chandler),,86,94
305,3,1:35.0,,W. Chandler misses free throw 1 of 2,86,94
306,3,1:35.0,,Offensive rebound by Team,86,94
307,3,1:35.0,,W. Chandler misses free throw 2 of 2,86,94
308,3,1:33.0,Defensive rebound by M. Beasley,,86,94
309,3,1:21.0,M. Beasley makes 2-pt layup from 3 ft (assist by T. Burke),,88,94
310,3,1:15.0,,Away from play foul by F. Ntilikina (drawn by M. Plumlee),88,94
311,3,1:15.0,,J. Murray makes free throw 1 of 1,88,95
312,3,1:15.0,,E. Mudiay enters the game for J. Murray,88,95
313,3,0:55.0,,W. Chandler makes 2-pt dunk from 1 ft (assist by M. Plumlee),88,97
314,3,0:36.0,E. Freedom makes 2-pt hook shot from 4 ft (assist by F. Ntilikina),,90,97
315,3,0:18.0,,T. Lyles makes 2-pt layup from 2 ft (assist by W. Barton),90,99
316,3,0:00.0,T. Burke makes 2-pt jump shot from 13 ft,,92,99
317,4,11:45.0,,W. Barton makes 2-pt layup from 1 ft,92,101
318,4,11:24.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,92,101
319,4,11:20.0,Offensive rebound by T. Burke,,92,101
320,4,11:12.0,Turnover by M. Beasley (bad pass; steal by E. Mudiay),,92,101
321,4,11:00.0,,W. Barton makes 3-pt jump shot from 22 ft (assist by E. Mudiay),92,104
322,4,10:45.0,C. Lee enters the game for F. Ntilikina,,92,104
323,4,10:35.0,W. Hernangómez misses 2-pt jump shot from 16 ft,,92,104
324,4,10:32.0,,Defensive rebound by W. Barton,92,104
325,4,10:24.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by N. Jokić),92,107
326,4,10:22.0,New York full timeout,,92,107
327,4,10:17.0,Offensive foul by W. Hernangómez (drawn by W. Barton),,92,107
328,4,10:17.0,Turnover by W. Hernangómez (offensive foul),,92,107
329,4,10:04.0,,T. Lyles makes 2-pt jump shot from 10 ft,92,109
330,4,9:54.0,Offensive foul by L. Thomas (drawn by E. Mudiay),,92,109
331,4,9:54.0,Turnover by L. Thomas (offensive foul),,92,109
332,4,9:54.0,K. Porziņģis enters the game for L. Thomas,,92,109
333,4,9:41.0,,N. Jokić misses 2-pt jump shot from 5 ft,92,109
334,4,9:38.0,Defensive rebound by K. Porziņģis,,92,109
335,4,9:26.0,W. Hernangómez makes 2-pt layup from 1 ft,,94,109
336,4,9:05.0,,T. Lyles makes 2-pt jump shot from 13 ft (assist by E. Mudiay),94,111
337,4,8:46.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by T. Burke),,97,111
338,4,8:19.0,,E. Mudiay misses 2-pt jump shot from 10 ft,97,111
339,4,8:15.0,,Offensive rebound by N. Jokić,97,111
340,4,8:06.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Barton),97,114
341,4,7:51.0,T. Burke makes 2-pt jump shot from 17 ft,,99,114
342,4,7:30.0,,E. Mudiay misses 2-pt layup from 2 ft,99,114
343,4,7:28.0,Defensive rebound by K. Porziņģis,,99,114
344,4,7:25.0,Shooting block foul by T. Lyles (drawn by M. Beasley),,99,114
345,4,7:25.0,M. Beasley misses free throw 1 of 2,,99,114
346,4,7:25.0,Offensive rebound by Team,,99,114
347,4,7:25.0,J. Jack enters the game for W. Hernangómez,,99,114
348,4,7:25.0,M. Beasley makes free throw 2 of 2,,100,114
349,4,7:10.0,,Turnover by N. Jokić (lost ball; steal by C. Lee),100,114
350,4,7:10.0,Personal foul by N. Jokić (drawn by C. Lee),,100,114
351,4,7:10.0,,G. Harris enters the game for T. Lyles,100,114
352,4,7:03.0,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by J. Jack),,102,114
353,4,6:45.0,,W. Barton misses 3-pt jump shot from 24 ft,102,114
354,4,6:42.0,Defensive rebound by C. Lee,,102,114
355,4,6:33.0,M. Beasley makes 2-pt dunk from 1 ft (assist by C. Lee),,104,114
356,4,6:33.0,,Denver full timeout,104,114
357,4,6:33.0,,J. Murray enters the game for E. Mudiay,104,114
358,4,6:19.0,,Turnover by J. Murray (bad pass; steal by M. Beasley),104,114
359,4,6:17.0,Shooting foul by W. Chandler (drawn by M. Beasley),,104,114
360,4,6:17.0,M. Beasley makes free throw 1 of 2,,105,114
361,4,6:17.0,M. Beasley makes free throw 2 of 2,,106,114
362,4,6:06.0,,Turnover by W. Barton (bad pass),106,114
363,4,5:54.0,C. Lee misses 3-pt jump shot from 25 ft,,106,114
364,4,5:51.0,,Defensive rebound by N. Jokić,106,114
365,4,5:32.0,,J. Murray makes 2-pt jump shot from 4 ft (assist by N. Jokić),106,116
366,4,5:13.0,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by J. Jack),,108,116
367,4,4:49.0,,Shooting foul by K. Porziņģis (drawn by W. Chandler),108,116
368,4,4:49.0,E. Freedom enters the game for K. Porziņģis,,108,116
369,4,4:49.0,,W. Chandler makes free throw 1 of 2,108,117
370,4,4:49.0,,W. Chandler makes free throw 2 of 2,108,118
371,4,4:41.0,T. Burke makes 2-pt jump shot from 19 ft,,110,118
372,4,4:26.0,,J. Murray makes 2-pt jump shot from 7 ft,110,120
373,4,4:10.0,M. Beasley makes 2-pt layup from 4 ft (assist by T. Burke),,112,120
