,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
84,1,2:10.0,D. Green makes 2-pt layup from 1 ft (assist by K. Looney),,27,20
85,1,1:55.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,27,20
86,1,1:50.0,Defensive rebound by A. Iguodala,,27,20
87,1,1:33.0,Turnover by N. Young (bad pass; steal by T. Maker),,27,20
88,1,1:27.0,,M. Brogdon misses 2-pt jump shot from 16 ft,27,20
89,1,1:23.0,,Offensive rebound by M. Dellavedova,27,20
90,1,1:21.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Brogdon),27,23
91,1,1:02.0,K. Durant misses 2-pt jump shot from 3 ft,,27,23
92,1,0:59.0,Offensive rebound by K. Looney,,27,23
93,1,0:58.0,K. Looney makes 2-pt layup from 1 ft,,29,23
94,1,0:48.0,,T. Snell makes 2-pt dunk at rim (assist by G. Antetokounmpo),29,25
95,1,0:38.0,K. Durant makes 2-pt jump shot from 15 ft,,31,25
96,1,0:31.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,31,25
97,1,0:28.0,Defensive rebound by D. Green,,31,25
98,1,0:11.0,Shooting foul by T. Maker (drawn by D. Green),,31,25
99,1,0:11.0,D. Green makes free throw 1 of 2,,32,25
100,1,0:11.0,P. McCaw enters the game for K. Durant,,32,25
101,1,0:11.0,D. Green makes free throw 2 of 2,,33,25
102,1,0:04.0,,M. Brogdon makes 2-pt layup at rim,33,27
103,1,0:00.0,N. Young makes 3-pt jump shot from 33 ft,,36,27
104,2,11:42.0,D. West misses 2-pt hook shot from 5 ft,,36,27
105,2,11:40.0,,Defensive rebound by G. Antetokounmpo,36,27
106,2,11:27.0,,T. Maker misses 2-pt jump shot from 13 ft,36,27
107,2,11:25.0,Defensive rebound by D. Green,,36,27
108,2,11:18.0,D. West makes 2-pt layup from 1 ft (assist by D. Green),,38,27
109,2,10:59.0,,G. Antetokounmpo misses 2-pt jump shot from 1 ft,38,27
110,2,10:58.0,,Offensive rebound by G. Antetokounmpo,38,27
111,2,10:58.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,38,29
112,2,10:58.0,,Shooting foul by A. Iguodala (drawn by G. Antetokounmpo),38,29
113,2,10:58.0,,G. Antetokounmpo makes free throw 1 of 1,38,30
114,2,10:41.0,D. West makes 2-pt jump shot from 18 ft (assist by A. Iguodala),,40,30
115,2,10:17.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,40,30
116,2,10:11.0,,Offensive rebound by T. Maker,40,30
117,2,10:11.0,,T. Maker makes 2-pt layup at rim,40,32
118,2,10:03.0,D. Green misses 2-pt hook shot from 9 ft,,40,32
119,2,10:00.0,,Defensive rebound by S. Brown,40,32
120,2,9:53.0,,S. Brown misses 2-pt jump shot from 19 ft,40,32
121,2,9:50.0,Defensive rebound by D. Green,,40,32
122,2,9:33.0,S. Livingston makes 2-pt jump shot from 10 ft,,42,32
123,2,9:14.0,,T. Snell misses 2-pt jump shot from 10 ft,42,32
124,2,9:11.0,Defensive rebound by D. West,,42,32
125,2,9:06.0,N. Young makes 3-pt jump shot from 23 ft (assist by S. Livingston),,45,32
126,2,9:05.0,,Milwaukee full timeout,45,32
127,2,8:40.0,,G. Antetokounmpo makes 2-pt layup at rim,45,34
128,2,8:23.0,S. Livingston misses 2-pt jump shot from 12 ft,,45,34
129,2,8:21.0,,Defensive rebound by T. Maker,45,34
130,2,7:58.0,,T. Maker makes 3-pt jump shot from 22 ft (assist by M. Dellavedova),45,37
131,2,7:30.0,S. Livingston makes 2-pt jump shot from 9 ft (assist by A. Iguodala),,47,37
132,2,7:11.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,47,37
133,2,7:08.0,,Offensive rebound by S. Brown,47,37
134,2,6:57.0,,S. Brown makes 3-pt jump shot from 22 ft,47,40
135,2,6:43.0,Turnover by S. Livingston (bad pass; steal by T. Maker),,47,40
136,2,6:42.0,,Personal foul by D. Green (drawn by G. Antetokounmpo),47,40
137,2,6:42.0,,E. Bledsoe enters the game for M. Dellavedova,47,40
138,2,6:42.0,,K. Middleton enters the game for T. Snell,47,40
139,2,6:42.0,K. Looney enters the game for A. Iguodala,,47,40
140,2,6:42.0,K. Thompson enters the game for D. Green,,47,40
141,2,6:29.0,,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),47,43
142,2,6:19.0,Golden State full timeout,,47,43
143,2,6:19.0,K. Durant enters the game for N. Young,,47,43
144,2,6:19.0,P. McCaw enters the game for S. Livingston,,47,43
145,2,6:04.0,K. Durant misses 3-pt jump shot from 26 ft,,47,43
146,2,6:00.0,Offensive rebound by K. Looney,,47,43
147,2,5:56.0,P. McCaw makes 2-pt layup at rim (assist by K. Looney),,49,43
148,2,5:35.0,,G. Antetokounmpo makes 2-pt layup at rim,49,45
149,2,5:19.0,K. Durant makes 2-pt dunk from 1 ft,,51,45
150,2,5:04.0,,G. Antetokounmpo misses 2-pt layup at rim,51,45
151,2,5:01.0,Defensive rebound by K. Durant,,51,45
152,2,4:49.0,D. West misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,51,45
153,2,4:44.0,Offensive rebound by K. Looney,,51,45
154,2,4:44.0,K. Looney makes 2-pt layup at rim,,53,45
155,2,4:28.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,53,45
156,2,4:26.0,,Offensive rebound by T. Maker,53,45
157,2,4:22.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by T. Maker),53,47
158,2,3:56.0,Turnover by K. Thompson (lost ball; steal by E. Bledsoe),,53,47
159,2,3:56.0,,Personal foul by D. West (drawn by E. Bledsoe),53,47
160,2,3:56.0,,J. Henson enters the game for T. Maker,53,47
161,2,3:56.0,,M. Brogdon enters the game for G. Antetokounmpo,53,47
162,2,3:44.0,,K. Middleton misses 3-pt jump shot from 26 ft,53,47
163,2,3:43.0,Defensive rebound by Team,,53,47
164,2,3:29.0,K. Thompson misses 2-pt layup from 2 ft,,53,47
165,2,3:27.0,,Defensive rebound by J. Henson,53,47
166,2,3:20.0,,M. Brogdon misses 3-pt jump shot from 23 ft,53,47
167,2,3:17.0,Defensive rebound by K. Thompson,,53,47
168,2,3:06.0,K. Thompson misses 2-pt jump shot from 11 ft (block by S. Brown),,53,47
169,2,3:06.0,,Defensive rebound by Team,53,47
170,2,2:50.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,53,47
171,2,2:45.0,Defensive rebound by K. Looney,,53,47
172,2,2:40.0,Shooting foul by S. Brown (drawn by K. Thompson),,53,47
173,2,2:40.0,K. Thompson makes free throw 1 of 2,,54,47
174,2,2:40.0,,G. Antetokounmpo enters the game for S. Brown,54,47
175,2,2:40.0,D. Green enters the game for P. McCaw,,54,47
176,2,2:40.0,A. Iguodala enters the game for D. West,,54,47
177,2,2:40.0,K. Thompson makes free throw 2 of 2,,55,47
178,2,2:21.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,55,47
179,2,2:18.0,Defensive rebound by K. Durant,,55,47
180,2,2:06.0,K. Durant makes 2-pt layup from 1 ft (assist by D. Green),,57,47
181,2,1:44.0,,J. Henson misses 2-pt hook shot from 5 ft,57,47
182,2,1:41.0,Defensive rebound by A. Iguodala,,57,47
183,2,1:35.0,Personal foul by E. Bledsoe (drawn by K. Thompson),,57,47
184,2,1:29.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),,59,47
185,2,1:06.0,,K. Middleton misses 3-pt jump shot from 23 ft,59,47
186,2,1:04.0,,Offensive rebound by Team,59,47
187,2,0:55.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,59,47
188,2,0:52.0,Defensive rebound by A. Iguodala,,59,47
189,2,0:43.0,D. Green misses 3-pt jump shot from 26 ft,,59,47
190,2,0:38.0,Offensive rebound by K. Looney,,59,47
191,2,0:36.0,D. Green makes 2-pt layup from 1 ft (assist by K. Durant),,61,47
192,2,0:31.0,,Personal foul by K. Durant (drawn by K. Middleton),61,47
193,2,0:23.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),61,49
194,2,0:03.0,N. Young enters the game for K. Looney,,61,49
195,2,0:01.0,D. Green makes 2-pt dunk from 1 ft (assist by K. Durant),,63,49
196,2,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 41 ft,63,49
197,2,0:00.0,,Offensive rebound by Team,63,49
198,3,11:33.0,K. Durant misses 3-pt jump shot from 27 ft,,63,49
199,3,11:30.0,,Defensive rebound by E. Bledsoe,63,49
200,3,11:10.0,,E. Bledsoe makes 2-pt layup at rim,63,51
201,3,10:48.0,K. Durant misses 2-pt jump shot from 16 ft,,63,51
202,3,10:45.0,,Defensive rebound by J. Henson,63,51
203,3,10:41.0,,K. Middleton misses 2-pt layup from 2 ft,63,51
204,3,10:41.0,Defensive rebound by Team,,63,51
205,3,10:34.0,D. Green misses 2-pt jump shot from 12 ft (block by J. Henson),,63,51
206,3,10:34.0,Offensive rebound by K. Durant,,63,51
207,3,10:15.0,Turnover by K. Durant (bad pass; steal by K. Middleton),,63,51
208,3,10:13.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),63,53
209,3,10:13.0,Golden State full timeout,,63,53
210,3,9:57.0,Z. Pachulia makes 2-pt jump shot from 18 ft (assist by K. Durant),,65,53
211,3,9:31.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Henson),65,56
212,3,9:12.0,K. Durant misses 2-pt jump shot from 16 ft,,65,56
213,3,9:10.0,,Defensive rebound by Team,65,56
214,3,8:45.0,,Turnover by E. Bledsoe (bad pass; steal by P. McCaw),65,56
215,3,8:43.0,Personal take foul by M. Brogdon (drawn by K. Durant),,65,56
216,3,8:41.0,Personal foul by G. Antetokounmpo (drawn by K. Durant),,65,56
217,3,8:34.0,D. Green makes 2-pt dunk at rim,,67,56
218,3,8:26.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Durant),67,56
219,3,8:11.0,Turnover by K. Thompson (bad pass; steal by E. Bledsoe),,67,56
220,3,8:08.0,,M. Brogdon makes 2-pt layup at rim (assist by E. Bledsoe),67,58
221,3,7:54.0,K. Thompson misses 3-pt jump shot from 26 ft,,67,58
222,3,7:51.0,,Defensive rebound by E. Bledsoe,67,58
223,3,7:45.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),67,60
224,3,7:22.0,K. Durant makes 2-pt jump shot from 20 ft,,69,60
225,3,6:56.0,,J. Henson makes 2-pt layup from 1 ft (assist by K. Middleton),69,62
226,3,6:45.0,Shooting foul by J. Henson (drawn by Z. Pachulia),,69,62
227,3,6:42.0,Personal foul by G. Antetokounmpo (drawn by Z. Pachulia),,69,62
228,3,6:37.0,K. Thompson misses 2-pt layup from 6 ft (block by J. Henson),,69,62
229,3,6:34.0,,Defensive rebound by M. Brogdon,69,62
230,3,6:14.0,,K. Middleton misses 2-pt jump shot from 5 ft,69,62
231,3,6:12.0,Defensive rebound by D. Green,,69,62
232,3,6:09.0,K. Durant misses 3-pt jump shot from 25 ft,,69,62
233,3,6:09.0,,Defensive rebound by E. Bledsoe,69,62
234,3,6:01.0,,K. Middleton misses 3-pt jump shot from 25 ft,69,62
235,3,5:58.0,Defensive rebound by K. Durant,,69,62
236,3,5:50.0,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by K. Thompson),,71,62
237,3,5:49.0,,Milwaukee full timeout,71,62
238,3,5:26.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,71,65
239,3,5:03.0,D. Green misses 2-pt jump shot from 12 ft,,71,65
240,3,5:02.0,Offensive rebound by Z. Pachulia,,71,65
241,3,4:58.0,Z. Pachulia misses 2-pt hook shot from 3 ft (block by J. Henson),,71,65
242,3,4:57.0,Offensive rebound by D. Green,,71,65
243,3,4:50.0,D. Green makes 2-pt layup from 5 ft,,73,65
244,3,4:41.0,Offensive charge foul by G. Antetokounmpo (drawn by K. Durant),,73,65
245,3,4:41.0,,Turnover by G. Antetokounmpo (offensive foul),73,65
246,3,4:41.0,K. Looney enters the game for D. Green,,73,65
247,3,4:41.0,A. Iguodala enters the game for Z. Pachulia,,73,65
248,3,4:41.0,,T. Snell enters the game for G. Antetokounmpo,73,65
249,3,4:27.0,Turnover by K. Looney (lost ball; steal by E. Bledsoe),,73,65
250,3,4:24.0,,E. Bledsoe misses 2-pt layup from 1 ft,73,65
251,3,4:16.0,,Offensive rebound by J. Henson,73,65
252,3,4:16.0,,J. Henson makes 2-pt dunk at rim,73,67
253,3,4:06.0,Personal foul by K. Middleton (drawn by A. Iguodala),,73,67
254,3,4:06.0,A. Iguodala makes free throw 1 of 2,,74,67
255,3,4:06.0,N. Young enters the game for K. Thompson,,74,67
256,3,4:06.0,A. Iguodala makes free throw 2 of 2,,75,67
257,3,3:56.0,,T. Snell makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),75,70
258,3,3:32.0,A. Iguodala misses 3-pt jump shot from 26 ft,,75,70
259,3,3:29.0,Offensive rebound by K. Looney,,75,70
260,3,3:26.0,A. Iguodala misses 2-pt layup from 5 ft,,75,70
261,3,3:23.0,,Defensive rebound by J. Henson,75,70
262,3,3:20.0,,Personal foul by A. Iguodala (drawn by M. Brogdon),75,70
263,3,3:20.0,D. Green enters the game for P. McCaw,,75,70
264,3,3:08.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by K. Middleton),75,73
265,3,2:50.0,K. Durant makes 2-pt jump shot from 18 ft,,77,73
266,3,2:22.0,,Turnover by J. Henson (offensive goaltending),77,73
267,3,2:10.0,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),,79,73
268,3,1:52.0,,M. Brogdon makes 2-pt layup from 1 ft,79,75
269,3,1:52.0,,Shooting foul by D. Green (drawn by M. Brogdon),79,75
270,3,1:52.0,,T. Maker enters the game for J. Henson,79,75
271,3,1:52.0,,M. Brogdon makes free throw 1 of 1,79,76
272,3,1:41.0,Turnover by A. Iguodala (bad pass),,79,76
273,3,1:41.0,,M. Dellavedova enters the game for E. Bledsoe,79,76
274,3,1:28.0,,M. Brogdon makes 3-pt jump shot from 26 ft,79,79
275,3,1:16.0,Personal foul by M. Brogdon (drawn by K. Looney),,79,79
276,3,1:16.0,K. Looney makes free throw 1 of 2,,80,79
277,3,1:16.0,K. Looney misses free throw 2 of 2,,80,79
278,3,1:12.0,,Defensive rebound by K. Middleton,80,79
279,3,0:56.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),80,82
280,3,0:50.0,Personal foul by T. Snell (drawn by K. Durant),,80,82
281,3,0:50.0,K. Durant misses free throw 1 of 2,,80,82
282,3,0:50.0,Offensive rebound by Team,,80,82
283,3,0:50.0,K. Durant misses free throw 2 of 2,,80,82
284,3,0:47.0,,Defensive rebound by T. Snell,80,82
285,3,0:33.0,,M. Brogdon misses 2-pt layup from 2 ft (block by K. Looney),80,82
286,3,0:29.0,Defensive rebound by D. Green,,80,82
287,3,0:19.0,A. Iguodala misses 2-pt layup from 1 ft,,80,82
288,3,0:16.0,,Defensive rebound by T. Snell,80,82
289,3,0:00.0,,M. Brogdon misses 3-pt jump shot from 26 ft,80,82
290,3,0:00.0,,Offensive rebound by Team,80,82
291,4,11:50.0,,M. Brogdon makes 2-pt dunk at rim (assist by M. Dellavedova),80,84
292,4,11:33.0,Turnover by D. West (turnover),,80,84
293,4,11:20.0,,K. Middleton misses 2-pt jump shot from 19 ft,80,84
294,4,11:20.0,,Offensive rebound by Team,80,84
295,4,11:17.0,,T. Snell misses 3-pt jump shot from 22 ft,80,84
296,4,11:17.0,Defensive rebound by D. West,,80,84
297,4,10:57.0,D. Green misses 2-pt jump shot from 11 ft,,80,84
298,4,10:55.0,,Defensive rebound by K. Middleton,80,84
299,4,10:52.0,,K. Middleton misses 2-pt layup from 1 ft (block by D. West),80,84
300,4,10:52.0,,Offensive rebound by Team,80,84
301,4,10:41.0,,Turnover by K. Middleton (traveling),80,84
302,4,10:22.0,K. Thompson makes 2-pt jump shot from 15 ft,,82,84
303,4,10:02.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,82,84
304,4,9:59.0,Defensive rebound by D. Green,,82,84
305,4,9:53.0,A. Iguodala misses 2-pt layup from 7 ft (block by T. Maker),,82,84
306,4,9:49.0,,Defensive rebound by T. Snell,82,84
307,4,9:47.0,,T. Snell misses 3-pt jump shot from 26 ft,82,84
308,4,9:45.0,Defensive rebound by D. Green,,82,84
309,4,9:38.0,D. West makes 2-pt layup from 1 ft (assist by A. Iguodala),,84,84
310,4,9:09.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,84,84
311,4,9:06.0,Defensive rebound by K. Thompson,,84,84
312,4,8:45.0,D. Green misses 3-pt jump shot from 28 ft,,84,84
313,4,8:41.0,,Defensive rebound by T. Maker,84,84
314,4,8:35.0,,Milwaukee full timeout,84,84
315,4,8:35.0,,G. Antetokounmpo enters the game for K. Middleton,84,84
316,4,8:25.0,,T. Maker misses 2-pt jump shot from 16 ft,84,84
317,4,8:23.0,Defensive rebound by K. Thompson,,84,84
318,4,8:09.0,D. Green makes 2-pt layup at rim (assist by D. West),,86,84
319,4,7:48.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft (assist by M. Dellavedova),86,86
320,4,7:32.0,D. West makes 2-pt layup from 1 ft (assist by D. Green),,88,86
321,4,7:09.0,,Personal foul by D. Green (drawn by G. Antetokounmpo),88,86
322,4,6:56.0,,G. Antetokounmpo misses 2-pt layup from 11 ft (block by D. West),88,86
323,4,6:53.0,Defensive rebound by D. Green,,88,86
324,4,6:53.0,Shooting foul by M. Brogdon (drawn by K. Thompson),,88,86
325,4,6:53.0,K. Thompson makes free throw 1 of 2,,89,86
326,4,6:53.0,K. Looney enters the game for D. Green,,89,86
327,4,6:53.0,K. Thompson makes free throw 2 of 2,,90,86
328,4,6:31.0,,T. Maker misses 2-pt layup from 2 ft,90,86
329,4,6:28.0,Defensive rebound by D. West,,90,86
330,4,6:12.0,K. Thompson misses 2-pt jump shot from 14 ft,,90,86
331,4,6:09.0,,Defensive rebound by G. Antetokounmpo,90,86
332,4,5:58.0,,M. Brogdon misses 2-pt layup from 1 ft,90,86
333,4,5:55.0,Defensive rebound by D. West,,90,86
334,4,5:52.0,Golden State full timeout,,90,86
335,4,5:52.0,,E. Bledsoe enters the game for T. Maker,90,86
336,4,5:52.0,,K. Middleton enters the game for T. Snell,90,86
337,4,5:52.0,K. Durant enters the game for A. Iguodala,,90,86
338,4,5:42.0,D. West misses 2-pt layup from 1 ft,,90,86
339,4,5:39.0,,Defensive rebound by M. Brogdon,90,86
340,4,5:32.0,,Turnover by M. Dellavedova (bad pass; steal by D. West),90,86
341,4,5:12.0,S. Livingston makes 2-pt jump shot from 7 ft,,92,86
342,4,4:53.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,92,86
343,4,4:50.0,Defensive rebound by D. West,,92,86
344,4,4:39.0,K. Thompson misses 2-pt layup from 4 ft (block by M. Dellavedova),,92,86
345,4,4:35.0,,Defensive rebound by E. Bledsoe,92,86
346,4,4:32.0,,Turnover by E. Bledsoe (bad pass),92,86
347,4,4:32.0,,Loose ball foul by G. Antetokounmpo (drawn by K. Durant),92,86
348,4,4:32.0,P. McCaw enters the game for D. West,,92,86
349,4,4:32.0,,J. Henson enters the game for M. Dellavedova,92,86
350,4,4:17.0,S. Livingston misses 2-pt jump shot from 8 ft,,92,86
351,4,4:14.0,Offensive rebound by K. Looney,,92,86
352,4,3:58.0,P. McCaw makes 2-pt layup at rim (assist by K. Looney),,94,86
353,4,3:50.0,,Personal foul by K. Thompson (drawn by G. Antetokounmpo),94,86
354,4,3:39.0,,G. Antetokounmpo makes 2-pt hook shot from 7 ft (assist by M. Brogdon),94,88
355,4,3:16.0,K. Durant misses 2-pt jump shot from 16 ft,,94,88
356,4,3:13.0,,Defensive rebound by G. Antetokounmpo,94,88
357,4,3:11.0,,Shooting foul by K. Thompson (drawn by E. Bledsoe),94,88
358,4,3:11.0,,E. Bledsoe makes free throw 1 of 2,94,89
359,4,3:11.0,D. Green enters the game for P. McCaw,,94,89
360,4,3:11.0,A. Iguodala enters the game for S. Livingston,,94,89
361,4,3:11.0,,E. Bledsoe makes free throw 2 of 2,94,90
362,4,2:49.0,K. Durant makes 2-pt jump shot from 17 ft,,96,90
363,4,2:32.0,,Turnover by K. Middleton (out of bounds lost ball),96,90
364,4,2:19.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),,99,90
365,4,2:18.0,,Milwaukee full timeout,99,90
366,4,2:02.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,99,92
367,4,1:46.0,D. Green makes 3-pt jump shot from 27 ft (assist by K. Durant),,102,92
368,4,1:34.0,,J. Henson misses 2-pt jump shot from 18 ft,102,92
369,4,1:34.0,Defensive rebound by Team,,102,92
370,4,1:15.0,Shooting foul by E. Bledsoe (drawn by A. Iguodala),,102,92
371,4,1:15.0,A. Iguodala makes free throw 1 of 2,,103,92
372,4,1:15.0,A. Iguodala makes free throw 2 of 2,,104,92
373,4,1:05.0,,M. Brogdon makes 2-pt dunk from 1 ft,104,94
374,4,0:47.0,Personal foul by J. Henson (drawn by K. Looney),,104,94
375,4,0:47.0,K. Looney makes free throw 1 of 2,,105,94
