,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
380,4,6:53.0,Defensive rebound by K. O'Quinn,,86,74
381,4,6:39.0,Loose ball foul by K. Porziņģis (drawn by W. Matthews),,86,74
382,4,6:39.0,Turnover by K. Porziņģis (turnover),,86,74
383,4,6:39.0,,Y. Ferrell enters the game for J. Barea,86,74
384,4,6:28.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),86,77
385,4,6:06.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,86,77
386,4,6:04.0,,Defensive rebound by H. Barnes,86,77
387,4,5:50.0,,D. Smith misses 2-pt layup at rim (block by K. O'Quinn),86,77
388,4,5:47.0,Defensive rebound by K. O'Quinn,,86,77
389,4,5:43.0,Personal foul by W. Matthews (drawn by K. Porziņģis),,86,77
390,4,5:43.0,C. Lee enters the game for K. Porziņģis,,86,77
391,4,5:43.0,W. Hernangómez enters the game for R. Baker,,86,77
392,4,5:38.0,D. McDermott makes 2-pt layup at rim (assist by K. O'Quinn),,88,77
393,4,5:14.0,,Turnover by H. Barnes (bad pass),88,77
394,4,4:49.0,K. O'Quinn makes 2-pt jump shot from 3 ft,,90,77
395,4,4:48.0,,Dallas full timeout,90,77
396,4,4:48.0,,J. Barea enters the game for D. Smith,90,77
397,4,4:48.0,,D. Harris enters the game for Y. Ferrell,90,77
398,4,4:27.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by H. Barnes),90,80
399,4,4:06.0,C. Lee misses 2-pt layup from 2 ft,,90,80
400,4,4:04.0,,Defensive rebound by S. Mejri,90,80
401,4,3:59.0,,Shooting foul by F. Ntilikina (drawn by J. Barea),90,80
402,4,3:59.0,,J. Barea makes free throw 1 of 2,90,81
403,4,3:59.0,K. Porziņģis enters the game for W. Hernangómez,,90,81
404,4,3:59.0,L. Thomas enters the game for D. McDermott,,90,81
405,4,3:59.0,,J. Barea makes free throw 2 of 2,90,82
406,4,3:41.0,Turnover by F. Ntilikina (bad pass; steal by D. Harris),,90,82
407,4,3:39.0,,J. Barea makes 2-pt layup from 1 ft (assist by D. Harris),90,84
408,4,3:39.0,New York full timeout,,90,84
409,4,3:39.0,J. Jack enters the game for F. Ntilikina,,90,84
410,4,3:25.0,Shooting foul by W. Matthews (drawn by K. Porziņģis),,90,84
411,4,3:25.0,K. Porziņģis makes free throw 1 of 2,,91,84
412,4,3:25.0,K. Porziņģis makes free throw 2 of 2,,92,84
413,4,3:13.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Harris),92,87
414,4,2:52.0,J. Jack misses 2-pt layup from 7 ft,,92,87
415,4,2:51.0,,Defensive rebound by Team,92,87
416,4,2:51.0,Loose ball foul by K. O'Quinn (drawn by S. Mejri),,92,87
417,4,2:51.0,,S. Mejri makes free throw 1 of 2,92,88
418,4,2:51.0,,S. Mejri makes free throw 2 of 2,92,89
419,4,2:41.0,Offensive foul by J. Jack (drawn by D. Harris),,92,89
420,4,2:41.0,Turnover by J. Jack (offensive foul),,92,89
421,4,2:28.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by H. Barnes),92,92
422,4,2:04.0,L. Thomas misses 3-pt jump shot from 25 ft,,92,92
423,4,2:00.0,,Defensive rebound by J. Barea,92,92
424,4,1:41.0,,H. Barnes misses 2-pt jump shot from 15 ft,92,92
425,4,1:38.0,Defensive rebound by C. Lee,,92,92
426,4,1:28.0,Personal block foul by W. Matthews (drawn by K. Porziņģis),,92,92
427,4,1:28.0,K. Porziņģis makes free throw 1 of 2,,93,92
428,4,1:28.0,K. Porziņģis makes free throw 2 of 2,,94,92
429,4,1:18.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Harris),94,94
430,4,1:04.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,94,94
431,4,1:01.0,Offensive rebound by K. O'Quinn,,94,94
432,4,1:00.0,New York full timeout,,94,94
433,4,1:00.0,,D. Powell enters the game for S. Mejri,94,94
434,4,0:55.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,94,94
435,4,0:51.0,,Defensive rebound by H. Barnes,94,94
436,4,0:39.0,,Turnover by J. Barea (bad pass; steal by K. O'Quinn),94,94
437,4,0:31.0,J. Jack makes 2-pt jump shot from 10 ft,,96,94
438,4,0:31.0,,Dallas full timeout,96,94
439,4,0:31.0,,D. Nowitzki enters the game for D. Powell,96,94
440,4,0:19.0,,J. Barea misses 3-pt jump shot from 26 ft,96,94
441,4,0:16.0,Defensive rebound by C. Lee,,96,94
442,4,0:16.0,Personal take foul by D. Harris (drawn by C. Lee),,96,94
443,4,0:16.0,C. Lee makes free throw 1 of 2,,97,94
444,4,0:16.0,C. Lee makes free throw 2 of 2,,98,94
445,4,0:10.0,,H. Barnes misses 3-pt jump shot from 25 ft,98,94
446,4,0:07.0,Defensive rebound by L. Thomas,,98,94
447,4,0:07.0,Personal take foul by D. Harris (drawn by C. Lee),,98,94
448,4,0:07.0,C. Lee makes free throw 1 of 2,,99,94
449,4,0:07.0,C. Lee makes free throw 2 of 2,,100,94
450,4,0:07.0,,Dallas full timeout,100,94
451,4,0:07.0,,D. Powell enters the game for J. Barea,100,94
452,4,0:01.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Powell),100,96
