,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:43.0,,J. Randle misses 2-pt hook shot from 8 ft,0,0
1,1,11:40.0,Defensive rebound by N. Jokić,,0,0
2,1,11:27.0,G. Harris makes 2-pt jump shot from 14 ft (assist by P. Millsap),,2,0
3,1,11:16.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,2,0
4,1,11:12.0,,Offensive rebound by B. Lopez,2,0
5,1,11:08.0,,J. Randle makes 2-pt jump shot from 11 ft,2,2
6,1,10:51.0,P. Millsap misses 3-pt jump shot from 24 ft,,2,2
7,1,10:47.0,,Defensive rebound by K. Kuzma,2,2
8,1,10:40.0,,K. Kuzma misses 3-pt jump shot from 23 ft,2,2
9,1,10:36.0,Defensive rebound by P. Millsap,,2,2
10,1,10:29.0,W. Chandler misses 3-pt jump shot from 22 ft,,2,2
11,1,10:28.0,Offensive rebound by Team,,2,2
12,1,10:28.0,,Loose ball foul by J. Randle (drawn by N. Jokić),2,2
13,1,10:20.0,G. Harris misses 2-pt layup from 2 ft,,2,2
14,1,10:18.0,,Defensive rebound by K. Kuzma,2,2
15,1,10:12.0,,L. Ball misses 3-pt jump shot from 25 ft,2,2
16,1,10:09.0,Defensive rebound by G. Harris,,2,2
17,1,10:05.0,,Violation by K. Caldwell-Pope (kicked ball),2,2
18,1,9:57.0,P. Millsap makes 2-pt jump shot from 6 ft (assist by J. Murray),,4,2
19,1,9:38.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),4,5
20,1,9:15.0,Turnover by J. Murray (bad pass; steal by L. Ball),,4,5
21,1,9:06.0,,K. Kuzma misses 2-pt jump shot from 2 ft,4,5
22,1,9:02.0,,Offensive rebound by J. Randle,4,5
23,1,9:02.0,,J. Randle makes 2-pt layup at rim,4,7
24,1,8:51.0,P. Millsap misses 2-pt layup from 2 ft,,4,7
25,1,8:49.0,,Defensive rebound by L. Ball,4,7
26,1,8:44.0,,J. Randle misses 2-pt jump shot from 3 ft,4,7
27,1,8:42.0,Defensive rebound by N. Jokić,,4,7
28,1,8:31.0,Personal foul by K. Caldwell-Pope (drawn by N. Jokić),,4,7
29,1,8:22.0,G. Harris misses 2-pt layup from 2 ft,,4,7
30,1,8:20.0,Offensive rebound by N. Jokić,,4,7
31,1,8:20.0,Personal foul by B. Lopez (drawn by N. Jokić),,4,7
32,1,8:09.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,7,7
33,1,7:50.0,,B. Lopez makes 2-pt jump shot from 8 ft,7,9
34,1,7:37.0,J. Murray misses 3-pt jump shot from 24 ft,,7,9
35,1,7:33.0,,Defensive rebound by L. Ball,7,9
36,1,7:30.0,,K. Kuzma misses 3-pt jump shot from 23 ft,7,9
