,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
41,1,6:33.0,J. Harris enters the game for S. Dinwiddie,,4,16
42,1,6:33.0,J. Allen enters the game for D. Carroll,,4,16
43,1,6:33.0,C. LeVert enters the game for Q. Acy,,4,16
44,1,6:33.0,,M. Morris makes free throw 1 of 1,4,17
45,1,6:19.0,Turnover by J. Harris (lost ball; steal by O. Porter),,4,17
46,1,6:13.0,,O. Porter misses 2-pt layup from 5 ft,4,17
47,1,6:11.0,Defensive rebound by J. Allen,,4,17
48,1,6:08.0,A. Crabbe misses 3-pt jump shot from 26 ft,,4,17
49,1,6:08.0,,Defensive rebound by O. Porter,4,17
50,1,5:57.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),4,20
51,1,5:46.0,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,,6,20
52,1,5:31.0,,J. Wall misses 3-pt jump shot from 27 ft,6,20
53,1,5:31.0,,Offensive rebound by M. Gortat,6,20
54,1,5:26.0,,Shooting foul by C. LeVert (drawn by M. Gortat),6,20
55,1,5:26.0,,M. Gortat misses free throw 1 of 2,6,20
56,1,5:26.0,,Offensive rebound by Team,6,20
57,1,5:26.0,,M. Gortat makes free throw 2 of 2,6,21
58,1,5:08.0,Turnover by A. Crabbe (bad pass),,6,21
59,1,4:47.0,,M. Gortat makes 2-pt layup from 1 ft (assist by M. Morris),6,23
60,1,4:33.0,C. LeVert makes 2-pt dunk from 1 ft,,8,23
61,1,4:26.0,,B. Beal makes 2-pt jump shot from 20 ft,8,25
62,1,4:03.0,A. Crabbe misses 3-pt jump shot from 29 ft,,8,25
63,1,4:00.0,,Defensive rebound by M. Morris,8,25
64,1,3:50.0,,Turnover by O. Porter (out of bounds lost ball),8,25
65,1,3:50.0,N. Stauskas enters the game for R. Hollis-Jefferson,,8,25
66,1,3:50.0,Q. Acy enters the game for A. Crabbe,,8,25
67,1,3:34.0,J. Harris makes 2-pt layup at rim,,10,25
68,1,3:33.0,,Washington full timeout,10,25
69,1,3:33.0,,K. Oubre enters the game for J. Wall,10,25
70,1,3:33.0,,T. Satoranský enters the game for O. Porter,10,25
71,1,3:21.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),10,28
72,1,3:01.0,J. Harris misses 3-pt jump shot from 23 ft,,10,28
73,1,2:56.0,Offensive rebound by J. Allen,,10,28
74,1,2:55.0,J. Allen misses 2-pt layup at rim,,10,28
75,1,2:53.0,,Defensive rebound by M. Morris,10,28
76,1,2:47.0,,B. Beal makes 2-pt layup from 2 ft,10,30
77,1,2:31.0,J. Allen makes 2-pt dunk at rim (assist by C. LeVert),,12,30
78,1,2:14.0,,T. Satoranský misses 2-pt jump shot from 9 ft,12,30
79,1,2:11.0,Defensive rebound by J. Allen,,12,30
80,1,2:04.0,J. Allen makes 2-pt hook shot from 1 ft (assist by C. LeVert),,14,30
81,1,2:04.0,Shooting foul by T. Satoranský (drawn by J. Allen),,14,30
82,1,2:04.0,,I. Mahinmi enters the game for M. Gortat,14,30
83,1,2:04.0,J. Allen misses free throw 1 of 1,,14,30
84,1,2:02.0,,Defensive rebound by I. Mahinmi,14,30
85,1,1:48.0,,M. Morris misses 2-pt jump shot from 17 ft,14,30
86,1,1:44.0,Defensive rebound by J. Allen,,14,30
87,1,1:35.0,Turnover by C. LeVert (lost ball; steal by B. Beal),,14,30
88,1,1:32.0,,Turnover by B. Beal (traveling),14,30
89,1,1:32.0,,M. Scott enters the game for M. Morris,14,30
90,1,1:32.0,,J. Meeks enters the game for B. Beal,14,30
91,1,1:16.0,J. Allen makes 2-pt dunk at rim (assist by N. Stauskas),,16,30
92,1,1:01.0,,I. Mahinmi misses 2-pt jump shot from 17 ft,16,30
93,1,0:57.0,Defensive rebound by Q. Acy,,16,30
94,1,0:52.0,Offensive foul by J. Allen (drawn by I. Mahinmi),,16,30
95,1,0:52.0,Turnover by J. Allen (offensive foul),,16,30
96,1,0:47.0,,Offensive foul by I. Mahinmi (drawn by C. LeVert),16,30
97,1,0:47.0,,Turnover by I. Mahinmi (offensive foul),16,30
98,1,0:35.0,C. LeVert makes 2-pt jump shot from 12 ft,,18,30
99,1,0:22.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by M. Scott),18,33
100,1,0:11.0,Personal take foul by T. Satoranský (drawn by C. LeVert),,18,33
101,1,0:00.0,C. LeVert misses 3-pt jump shot from 25 ft,,18,33
102,1,0:00.0,Offensive rebound by Team,,18,33
103,2,11:36.0,Turnover by Team (shot clock),,18,33
104,2,11:18.0,,M. Scott misses 3-pt jump shot from 26 ft,18,33
105,2,11:16.0,Defensive rebound by Team,,18,33
106,2,11:06.0,C. LeVert misses 2-pt layup from 2 ft,,18,33
107,2,11:03.0,,Defensive rebound by I. Mahinmi,18,33
108,2,10:54.0,,T. Satoranský makes 2-pt jump shot from 6 ft (assist by M. Scott),18,35
109,2,10:39.0,J. Harris makes 3-pt jump shot from 25 ft,,21,35
110,2,10:23.0,,M. Scott misses 2-pt jump shot from 14 ft,21,35
111,2,10:19.0,Defensive rebound by J. Harris,,21,35
112,2,10:14.0,C. LeVert misses 3-pt jump shot from 25 ft,,21,35
113,2,10:10.0,,Defensive rebound by J. Meeks,21,35
114,2,10:06.0,,I. Mahinmi misses 2-pt layup at rim,21,35
115,2,10:06.0,Defensive rebound by Team,,21,35
116,2,9:53.0,J. Okafor makes 2-pt jump shot from 8 ft (assist by C. LeVert),,23,35
117,2,9:34.0,,Shooting foul by D. Carroll (drawn by K. Oubre),23,35
118,2,9:34.0,,K. Oubre makes free throw 1 of 2,23,36
119,2,9:34.0,,K. Oubre makes free throw 2 of 2,23,37
120,2,9:24.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by J. Okafor),,26,37
121,2,9:02.0,,T. Satoranský misses 3-pt jump shot from 26 ft,26,37
122,2,8:59.0,Defensive rebound by D. Carroll,,26,37
123,2,8:43.0,C. LeVert misses 2-pt jump shot from 19 ft,,26,37
124,2,8:38.0,,Defensive rebound by M. Scott,26,37
125,2,8:38.0,,Personal foul by J. Harris (drawn by K. Oubre),26,37
126,2,8:38.0,,J. Wall enters the game for T. Satoranský,26,37
127,2,8:31.0,,K. Oubre makes 2-pt jump shot from 14 ft (assist by J. Wall),26,39
128,2,8:31.0,,Shooting foul by N. Stauskas (drawn by K. Oubre),26,39
129,2,8:31.0,,O. Porter enters the game for J. Meeks,26,39
130,2,8:31.0,A. Crabbe enters the game for N. Stauskas,,26,39
131,2,8:31.0,,K. Oubre makes free throw 1 of 1,26,40
132,2,8:12.0,Personal foul by O. Porter (drawn by C. LeVert),,26,40
133,2,8:12.0,S. Dinwiddie enters the game for J. Harris,,26,40
134,2,8:06.0,C. LeVert misses 3-pt jump shot from 26 ft,,26,40
135,2,8:01.0,,Defensive rebound by M. Scott,26,40
136,2,7:54.0,,M. Scott makes 2-pt layup at rim (assist by J. Wall),26,42
137,2,7:37.0,J. Okafor misses 2-pt layup from 1 ft (block by I. Mahinmi),,26,42
138,2,7:28.0,,Defensive rebound by I. Mahinmi,26,42
139,2,7:16.0,,O. Porter misses 2-pt jump shot from 14 ft,26,42
140,2,7:11.0,Defensive rebound by A. Crabbe,,26,42
141,2,6:50.0,Turnover by S. Dinwiddie (lost ball; steal by J. Wall),,26,42
142,2,6:47.0,,O. Porter makes 2-pt layup from 1 ft (assist by K. Oubre),26,44
143,2,6:47.0,Brooklyn full timeout,,26,44
144,2,6:47.0,,B. Beal enters the game for I. Mahinmi,26,44
145,2,6:47.0,,M. Morris enters the game for M. Scott,26,44
146,2,6:47.0,R. Hollis-Jefferson enters the game for C. LeVert,,26,44
147,2,6:37.0,Turnover by J. Okafor (bad pass; steal by J. Wall),,26,44
148,2,6:34.0,,Turnover by J. Wall (bad pass),26,44
149,2,6:11.0,A. Crabbe misses 3-pt jump shot from 27 ft,,26,44
150,2,6:08.0,,Defensive rebound by J. Wall,26,44
151,2,6:05.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Wall),26,47
152,2,5:37.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,28,47
153,2,5:18.0,,M. Morris misses 2-pt jump shot from 11 ft,28,47
154,2,5:14.0,Defensive rebound by R. Hollis-Jefferson,,28,47
155,2,5:11.0,D. Carroll makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,30,47
156,2,4:52.0,,J. Wall makes 2-pt jump shot from 16 ft,30,49
157,2,4:29.0,A. Crabbe misses 3-pt jump shot from 24 ft,,30,49
158,2,4:24.0,,Defensive rebound by O. Porter,30,49
159,2,4:19.0,,J. Wall makes 2-pt jump shot from 14 ft,30,51
160,2,4:17.0,Brooklyn full timeout,,30,51
161,2,4:17.0,,M. Gortat enters the game for K. Oubre,30,51
162,2,4:17.0,J. Harris enters the game for J. Okafor,,30,51
163,2,4:17.0,C. LeVert enters the game for S. Dinwiddie,,30,51
164,2,4:17.0,J. Allen enters the game for A. Crabbe,,30,51
165,2,4:03.0,Turnover by C. LeVert (bad pass; steal by M. Morris),,30,51
166,2,3:59.0,,Turnover by J. Wall (bad pass),30,51
167,2,3:42.0,Shooting foul by M. Morris (drawn by R. Hollis-Jefferson),,30,51
168,2,3:42.0,R. Hollis-Jefferson makes free throw 1 of 2,,31,51
169,2,3:42.0,R. Hollis-Jefferson makes free throw 2 of 2,,32,51
170,2,3:20.0,,M. Gortat makes 2-pt hook shot from 11 ft,32,53
171,2,2:54.0,J. Allen misses 2-pt hook shot from 3 ft,,32,53
172,2,2:50.0,Offensive rebound by D. Carroll,,32,53
173,2,2:41.0,D. Carroll makes 2-pt jump shot from 10 ft (assist by C. LeVert),,34,53
174,2,2:19.0,,Shooting foul by D. Carroll (drawn by M. Gortat),34,53
175,2,2:19.0,,M. Gortat makes free throw 1 of 2,34,54
176,2,2:19.0,,K. Oubre enters the game for O. Porter,34,54
177,2,2:19.0,,M. Gortat makes free throw 2 of 2,34,55
178,2,2:05.0,J. Harris misses 2-pt jump shot from 12 ft,,34,55
179,2,2:01.0,,Defensive rebound by M. Gortat,34,55
180,2,1:46.0,,B. Beal makes 2-pt jump shot from 18 ft,34,57
181,2,1:22.0,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft (assist by D. Carroll),,36,57
182,2,1:03.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by J. Wall),36,59
183,2,0:52.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,39,59
184,2,0:38.0,,J. Wall misses 3-pt jump shot from 26 ft,39,59
185,2,0:35.0,,Offensive rebound by M. Gortat,39,59
186,2,0:31.0,,Turnover by J. Wall (out of bounds lost ball),39,59
187,2,0:19.0,D. Carroll misses 3-pt jump shot from 25 ft,,39,59
188,2,0:15.0,,Defensive rebound by J. Wall,39,59
189,2,0:01.0,,B. Beal misses 2-pt jump shot from 2 ft,39,59
190,2,0:01.0,,Offensive rebound by Team,39,59
191,3,11:40.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,39,59
192,3,11:40.0,,Defensive rebound by Team,39,59
193,3,11:20.0,,B. Beal misses 2-pt jump shot from 19 ft,39,59
194,3,11:17.0,Defensive rebound by R. Hollis-Jefferson,,39,59
195,3,11:12.0,Shooting foul by M. Gortat (drawn by R. Hollis-Jefferson),,39,59
196,3,11:12.0,R. Hollis-Jefferson makes free throw 1 of 2,,40,59
197,3,11:12.0,R. Hollis-Jefferson makes free throw 2 of 2,,41,59
198,3,10:56.0,,M. Morris misses 2-pt jump shot from 15 ft,41,59
199,3,10:56.0,Defensive rebound by D. Carroll,,41,59
200,3,10:43.0,Q. Acy makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,44,59
201,3,10:22.0,,J. Wall makes 2-pt jump shot from 17 ft,44,61
202,3,10:11.0,Q. Acy misses 3-pt jump shot from 26 ft,,44,61
203,3,10:08.0,,Defensive rebound by M. Gortat,44,61
204,3,10:04.0,,J. Wall misses 2-pt jump shot from 16 ft,44,61
205,3,10:01.0,Defensive rebound by R. Hollis-Jefferson,,44,61
206,3,9:42.0,R. Hollis-Jefferson misses 2-pt jump shot from 18 ft,,44,61
207,3,9:38.0,Offensive rebound by D. Carroll,,44,61
208,3,9:37.0,A. Crabbe misses 3-pt jump shot from 27 ft,,44,61
209,3,9:34.0,,Defensive rebound by M. Gortat,44,61
210,3,9:29.0,,Turnover by J. Wall (bad pass; steal by Q. Acy),44,61
211,3,9:28.0,Personal foul by M. Morris (drawn by R. Hollis-Jefferson),,44,61
212,3,9:21.0,S. Dinwiddie misses 2-pt jump shot from 23 ft,,44,61
213,3,9:21.0,,Defensive rebound by O. Porter,44,61
214,3,9:02.0,,Turnover by J. Wall (bad pass; steal by D. Carroll),44,61
215,3,8:53.0,D. Carroll misses 3-pt jump shot from 25 ft,,44,61
216,3,8:51.0,,Defensive rebound by B. Beal,44,61
217,3,8:45.0,,B. Beal misses 2-pt layup from 1 ft (block by Q. Acy),44,61
218,3,8:41.0,Defensive rebound by D. Carroll,,44,61
219,3,8:37.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,44,61
220,3,8:32.0,,Defensive rebound by O. Porter,44,61
221,3,8:30.0,,B. Beal misses 2-pt dunk at rim (block by Q. Acy),44,61
222,3,8:27.0,Defensive rebound by S. Dinwiddie,,44,61
223,3,8:23.0,A. Crabbe makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),,46,61
224,3,8:23.0,,Washington full timeout,46,61
225,3,8:05.0,,J. Wall misses 2-pt jump shot from 15 ft,46,61
226,3,8:03.0,Defensive rebound by Team,,46,61
227,3,7:52.0,Personal foul by J. Wall (drawn by S. Dinwiddie),,46,61
228,3,7:50.0,R. Hollis-Jefferson makes 2-pt jump shot from 12 ft (assist by D. Carroll),,48,61
229,3,7:35.0,,O. Porter makes 2-pt jump shot from 9 ft (assist by J. Wall),48,63
230,3,7:15.0,S. Dinwiddie makes 3-pt jump shot from 24 ft,,51,63
231,3,6:53.0,,B. Beal misses 3-pt jump shot from 25 ft,51,63
232,3,6:50.0,Defensive rebound by D. Carroll,,51,63
233,3,6:33.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by Q. Acy),,53,63
234,3,6:18.0,,Shooting foul by S. Dinwiddie (drawn by J. Wall),53,63
235,3,6:18.0,,J. Wall makes free throw 1 of 2,53,64
236,3,6:18.0,,K. Oubre enters the game for O. Porter,53,64
237,3,6:18.0,,J. Wall misses free throw 2 of 2,53,64
238,3,6:15.0,Defensive rebound by S. Dinwiddie,,53,64
239,3,6:09.0,Turnover by A. Crabbe (lost ball; steal by B. Beal),,53,64
240,3,6:05.0,,B. Beal makes 2-pt dunk from 1 ft (assist by J. Wall),53,66
241,3,5:57.0,R. Hollis-Jefferson misses 2-pt layup from 6 ft,,53,66
242,3,5:57.0,Offensive rebound by D. Carroll,,53,66
243,3,5:53.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,53,66
244,3,5:53.0,,Defensive rebound by J. Wall,53,66
245,3,5:48.0,,Shooting foul by A. Crabbe (drawn by J. Wall),53,66
246,3,5:48.0,,J. Wall makes free throw 1 of 2,53,67
247,3,5:48.0,C. LeVert enters the game for S. Dinwiddie,,53,67
248,3,5:48.0,J. Allen enters the game for Q. Acy,,53,67
249,3,5:48.0,,J. Wall makes free throw 2 of 2,53,68
250,3,5:37.0,A. Crabbe misses 2-pt jump shot from 21 ft,,53,68
251,3,5:36.0,,Defensive rebound by Team,53,68
252,3,5:36.0,Loose ball foul by D. Carroll (drawn by K. Oubre),,53,68
253,3,5:26.0,,Turnover by J. Wall (lost ball; steal by C. LeVert),53,68
254,3,5:22.0,D. Carroll makes 2-pt dunk at rim (assist by C. LeVert),,55,68
255,3,5:07.0,,Turnover by M. Gortat (traveling),55,68
256,3,5:07.0,S. Dinwiddie enters the game for A. Crabbe,,55,68
257,3,5:07.0,,Technical foul by J. Wall,55,68
258,3,5:07.0,S. Dinwiddie makes technical free throw,,56,68
259,3,4:49.0,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,,56,68
260,3,4:46.0,Offensive rebound by S. Dinwiddie,,56,68
261,3,4:45.0,S. Dinwiddie makes 2-pt layup from 2 ft,,58,68
262,3,4:31.0,,B. Beal misses 3-pt jump shot from 24 ft,58,68
263,3,4:26.0,Defensive rebound by D. Carroll,,58,68
264,3,4:12.0,J. Allen makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),,60,68
265,3,4:11.0,,Washington full timeout,60,68
266,3,4:11.0,,I. Mahinmi enters the game for M. Morris,60,68
267,3,4:11.0,,M. Scott enters the game for M. Gortat,60,68
268,3,4:11.0,J. Harris enters the game for D. Carroll,,60,68
269,3,3:59.0,,J. Wall misses 2-pt layup from 4 ft,60,68
270,3,3:56.0,Defensive rebound by C. LeVert,,60,68
271,3,3:56.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),,62,68
272,3,3:56.0,Shooting foul by B. Beal (drawn by R. Hollis-Jefferson),,62,68
273,3,3:56.0,R. Hollis-Jefferson misses free throw 1 of 1,,62,68
274,3,3:54.0,,Defensive rebound by I. Mahinmi,62,68
275,3,3:33.0,,B. Beal misses 2-pt jump shot from 19 ft,62,68
276,3,3:31.0,Defensive rebound by Team,,62,68
277,3,3:20.0,J. Allen misses 2-pt dunk from 2 ft,,62,68
278,3,3:18.0,,Defensive rebound by M. Scott,62,68
279,3,3:16.0,,J. Wall makes 2-pt layup at rim (assist by B. Beal),62,70
280,3,3:06.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,65,70
281,3,2:41.0,,J. Wall misses 2-pt layup from 1 ft,65,70
282,3,2:40.0,Defensive rebound by J. Harris,,65,70
283,3,2:40.0,Personal foul by I. Mahinmi (drawn by J. Harris),,65,70
284,3,2:40.0,J. Harris makes free throw 1 of 2,,66,70
285,3,2:40.0,,T. Satoranský enters the game for J. Wall,66,70
286,3,2:40.0,Q. Acy enters the game for R. Hollis-Jefferson,,66,70
287,3,2:40.0,J. Harris makes free throw 2 of 2,,67,70
288,3,2:26.0,,Turnover by B. Beal (out of bounds lost ball),67,70
289,3,2:14.0,C. LeVert misses 2-pt jump shot from 10 ft,,67,70
290,3,2:11.0,,Defensive rebound by M. Scott,67,70
291,3,1:57.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by B. Beal),67,72
292,3,1:48.0,Turnover by S. Dinwiddie (bad pass; steal by T. Satoranský),,67,72
293,3,1:42.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Satoranský),67,75
294,3,1:42.0,Brooklyn full timeout,,67,75
295,3,1:19.0,J. Harris misses 2-pt layup from 2 ft,,67,75
296,3,1:17.0,Offensive rebound by C. LeVert,,67,75
297,3,1:17.0,C. LeVert makes 2-pt layup from 1 ft,,69,75
298,3,1:01.0,,Personal foul by Q. Acy (drawn by B. Beal),69,75
299,3,0:56.0,,B. Beal misses 3-pt jump shot from 25 ft,69,75
300,3,0:53.0,,Offensive rebound by B. Beal,69,75
301,3,0:52.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by B. Beal),69,78
302,3,0:42.0,Personal foul by K. Oubre (drawn by Q. Acy),,69,78
303,3,0:42.0,Q. Acy makes free throw 1 of 2,,70,78
304,3,0:42.0,Q. Acy makes free throw 2 of 2,,71,78
305,3,0:34.0,,Shooting foul by J. Allen (drawn by M. Scott),71,78
306,3,0:34.0,,M. Scott misses free throw 1 of 2,71,78
307,3,0:34.0,,Offensive rebound by Team,71,78
308,3,0:34.0,,M. Scott makes free throw 2 of 2,71,79
309,3,0:13.0,Shooting foul by K. Oubre (drawn by C. LeVert),,71,79
310,3,0:13.0,C. LeVert makes free throw 1 of 2,,72,79
311,3,0:13.0,R. Hollis-Jefferson enters the game for Q. Acy,,72,79
312,3,0:13.0,C. LeVert misses free throw 2 of 2,,72,79
313,3,0:12.0,,Defensive rebound by I. Mahinmi,72,79
314,3,0:12.0,,Personal foul by C. LeVert (drawn by I. Mahinmi),72,79
315,3,0:12.0,,I. Mahinmi misses free throw 1 of 2,72,79
316,3,0:12.0,,Offensive rebound by Team,72,79
317,3,0:12.0,Q. Acy enters the game for R. Hollis-Jefferson,,72,79
318,3,0:12.0,,I. Mahinmi makes free throw 2 of 2,72,80
319,3,0:04.0,S. Dinwiddie misses 2-pt layup from 2 ft,,72,80
320,3,0:04.0,Offensive rebound by J. Allen,,72,80
321,3,0:04.0,J. Allen makes 2-pt dunk at rim,,74,80
322,3,0:00.0,,K. Oubre makes 3-pt jump shot from 31 ft,74,83
323,4,11:43.0,,Turnover by K. Oubre (bad pass; steal by D. Carroll),74,83
324,4,11:40.0,Personal foul by I. Mahinmi (drawn by J. Allen),,74,83
325,4,11:21.0,C. LeVert misses 3-pt jump shot from 26 ft,,74,83
326,4,11:18.0,Offensive rebound by Team,,74,83
327,4,11:10.0,J. Harris makes 3-pt jump shot from 26 ft,,77,83
328,4,11:10.0,Shooting foul by I. Mahinmi (drawn by J. Harris),,77,83
329,4,11:10.0,J. Harris makes free throw 1 of 1,,78,83
330,4,10:56.0,,Personal foul by C. LeVert (drawn by T. Satoranský),78,83
331,4,10:47.0,,O. Porter makes 2-pt layup at rim (assist by T. Satoranský),78,85
332,4,10:27.0,D. Carroll misses 3-pt jump shot from 25 ft,,78,85
333,4,10:22.0,,Defensive rebound by K. Oubre,78,85
334,4,10:19.0,,K. Oubre misses 3-pt jump shot from 25 ft,78,85
335,4,10:18.0,,Offensive rebound by Team,78,85
336,4,10:18.0,Loose ball foul by J. Harris (drawn by T. Satoranský),,78,85
337,4,10:10.0,,O. Porter misses 2-pt jump shot from 8 ft,78,85
338,4,10:07.0,Defensive rebound by C. LeVert,,78,85
339,4,10:03.0,D. Carroll makes 2-pt layup from 1 ft,,80,85
340,4,9:49.0,,M. Scott makes 2-pt jump shot from 21 ft (assist by O. Porter),80,87
341,4,9:39.0,C. LeVert misses 3-pt jump shot from 25 ft,,80,87
342,4,9:34.0,,Defensive rebound by T. Satoranský,80,87
343,4,9:29.0,,T. Satoranský makes 2-pt layup from 2 ft,80,89
344,4,9:29.0,Brooklyn full timeout,,80,89
345,4,9:29.0,S. Dinwiddie enters the game for J. Harris,,80,89
346,4,9:29.0,R. Hollis-Jefferson enters the game for J. Allen,,80,89
347,4,9:15.0,Personal foul by I. Mahinmi (drawn by R. Hollis-Jefferson),,80,89
348,4,9:09.0,C. LeVert misses 2-pt jump shot from 6 ft,,80,89
349,4,9:07.0,,Defensive rebound by I. Mahinmi,80,89
350,4,8:49.0,,Turnover by M. Scott (traveling),80,89
351,4,8:28.0,Shooting foul by O. Porter (drawn by S. Dinwiddie),,80,89
352,4,8:28.0,S. Dinwiddie makes free throw 1 of 2,,81,89
353,4,8:28.0,,J. Wall enters the game for I. Mahinmi,81,89
354,4,8:28.0,,M. Morris enters the game for M. Scott,81,89
355,4,8:28.0,,B. Beal enters the game for T. Satoranský,81,89
356,4,8:28.0,A. Crabbe enters the game for C. LeVert,,81,89
357,4,8:28.0,S. Dinwiddie makes free throw 2 of 2,,82,89
358,4,8:16.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),82,91
359,4,8:03.0,S. Dinwiddie misses 2-pt jump shot from 6 ft,,82,91
360,4,8:00.0,Offensive rebound by Q. Acy,,82,91
361,4,7:51.0,S. Dinwiddie makes 2-pt layup from 1 ft,,84,91
362,4,7:36.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),84,93
363,4,7:17.0,S. Dinwiddie misses 2-pt layup from 5 ft,,84,93
364,4,7:14.0,,Defensive rebound by M. Morris,84,93
365,4,7:10.0,,J. Wall makes 2-pt layup at rim,84,95
366,4,6:53.0,Q. Acy misses 3-pt jump shot from 26 ft,,84,95
367,4,6:50.0,,Defensive rebound by O. Porter,84,95
368,4,6:44.0,,Turnover by J. Wall (lost ball; steal by S. Dinwiddie),84,95
369,4,6:28.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by D. Carroll),,87,95
370,4,6:10.0,,B. Beal misses 3-pt jump shot from 24 ft,87,95
371,4,6:08.0,Defensive rebound by D. Carroll,,87,95
372,4,5:51.0,Turnover by R. Hollis-Jefferson (lost ball; steal by K. Oubre),,87,95
373,4,5:45.0,,J. Wall makes 2-pt layup from 1 ft,87,97
374,4,5:25.0,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft,,89,97
375,4,5:05.0,,M. Morris makes 2-pt layup at rim (assist by J. Wall),89,99
