,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
178,2,4:27.0,,B. McLemore misses 2-pt jump shot from 17 ft,36,36
179,2,4:27.0,,Offensive rebound by D. Davis,36,36
180,2,4:27.0,,D. Davis makes 2-pt layup at rim,36,38
181,2,4:27.0,Violation by W. Cauley-Stein (def goaltending),,36,38
182,2,4:07.0,W. Cauley-Stein makes 2-pt layup at rim (assist by D. Fox),,38,38
183,2,3:58.0,,M. Chalmers misses 3-pt jump shot from 25 ft,38,38
184,2,3:55.0,,Offensive rebound by D. Davis,38,38
185,2,3:53.0,,M. Brooks misses 2-pt jump shot from 20 ft,38,38
186,2,3:51.0,Defensive rebound by W. Cauley-Stein,,38,38
187,2,3:42.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by D. Davis),,38,38
188,2,3:38.0,,Defensive rebound by B. McLemore,38,38
189,2,3:35.0,,B. McLemore misses 3-pt jump shot from 26 ft,38,38
190,2,3:32.0,Defensive rebound by W. Cauley-Stein,,38,38
191,2,3:19.0,B. Hield misses 2-pt layup from 1 ft (block by I. Rabb),,38,38
192,2,3:18.0,,Defensive rebound by I. Rabb,38,38
193,2,3:18.0,,Personal take foul by D. Fox (drawn by M. Brooks),38,38
194,2,3:18.0,,M. Henry enters the game for M. Chalmers,38,38
195,2,3:18.0,,K. Simmons enters the game for D. Davis,38,38
196,2,3:18.0,,D. Brooks enters the game for B. McLemore,38,38
197,2,2:59.0,,K. Simmons misses 2-pt layup from 1 ft,38,38
198,2,2:55.0,,Offensive rebound by M. Brooks,38,38
199,2,2:53.0,,K. Simmons makes 2-pt layup at rim (assist by D. Brooks),38,40
200,2,2:36.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by I. Rabb),,38,40
201,2,2:34.0,,Defensive rebound by I. Rabb,38,40
202,2,2:30.0,,M. Brooks makes 2-pt layup at rim (assist by I. Rabb),38,42
203,2,2:13.0,D. Fox makes 2-pt jump shot from 5 ft,,40,42
204,2,1:58.0,,D. Brooks misses 2-pt jump shot from 8 ft,40,42
205,2,1:55.0,Defensive rebound by D. Fox,,40,42
206,2,1:40.0,D. Fox misses 2-pt layup from 6 ft (block by I. Rabb),,40,42
207,2,1:40.0,Offensive rebound by Team,,40,42
208,2,1:40.0,J. Cooley enters the game for W. Cauley-Stein,,40,42
209,2,1:40.0,J. Jackson enters the game for B. Bogdanović,,40,42
210,2,1:36.0,J. Jackson makes 2-pt jump shot from 12 ft (assist by J. Cooley),,42,42
211,2,1:20.0,,M. Henry makes 2-pt layup from 1 ft (assist by D. Brooks),42,44
212,2,0:54.0,J. Jackson misses 2-pt jump shot from 14 ft (block by M. Brooks),,42,44
213,2,0:51.0,Offensive rebound by B. Hield,,42,44
214,2,0:50.0,B. Hield misses 3-pt jump shot from 23 ft,,42,44
215,2,0:48.0,,Defensive rebound by M. Brooks,42,44
216,2,0:42.0,,M. Brooks makes 2-pt layup from 1 ft,42,46
217,2,0:34.0,J. Jackson misses 2-pt jump shot from 9 ft,,42,46
218,2,0:33.0,Offensive rebound by J. Cooley,,42,46
219,2,0:33.0,J. Cooley makes 2-pt layup at rim,,44,46
220,2,0:17.0,,Personal take foul by J. Jackson (drawn by M. Brooks),44,46
221,2,0:05.0,,I. Rabb makes 2-pt dunk at rim (assist by M. Brooks),44,48
222,2,0:01.0,D. Fox misses 2-pt jump shot from 15 ft,,44,48
223,2,0:01.0,Offensive rebound by Team,,44,48
224,3,11:40.0,,D. Brooks misses 2-pt jump shot from 8 ft,44,48
225,3,11:40.0,Defensive rebound by Team,,44,48
226,3,11:26.0,D. Fox misses 2-pt jump shot from 14 ft,,44,48
227,3,11:24.0,,Defensive rebound by I. Rabb,44,48
228,3,11:09.0,,Turnover by K. Simmons (traveling),44,48
229,3,10:59.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,44,48
230,3,10:59.0,,Defensive rebound by Team,44,48
231,3,10:37.0,,I. Rabb misses 2-pt jump shot from 17 ft,44,48
232,3,10:34.0,Defensive rebound by W. Cauley-Stein,,44,48
233,3,10:16.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,44,48
234,3,10:14.0,,Defensive rebound by D. Brooks,44,48
235,3,10:07.0,,M. Brooks misses 2-pt jump shot from 22 ft,44,48
236,3,10:04.0,Defensive rebound by W. Cauley-Stein,,44,48
237,3,9:55.0,J. Sampson misses 2-pt jump shot from 17 ft,,44,48
238,3,9:53.0,,Defensive rebound by I. Rabb,44,48
239,3,9:47.0,,Shooting foul by D. Fox (drawn by D. Brooks),44,48
240,3,9:47.0,,D. Brooks makes free throw 1 of 2,44,49
241,3,9:47.0,,D. Brooks makes free throw 2 of 2,44,50
242,3,9:23.0,Shooting foul by B. McLemore (drawn by D. Fox),,44,50
243,3,9:23.0,D. Fox makes free throw 1 of 3,,45,50
244,3,9:23.0,D. Fox makes free throw 2 of 3,,46,50
245,3,9:23.0,D. Fox makes free throw 3 of 3,,47,50
246,3,9:09.0,,Personal foul by B. Bogdanović (drawn by B. McLemore),47,50
247,3,9:03.0,,K. Simmons makes 2-pt jump shot from 12 ft,47,52
248,3,8:36.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,47,52
249,3,8:31.0,Offensive rebound by J. Sampson,,47,52
250,3,8:31.0,J. Sampson makes 2-pt dunk at rim,,49,52
251,3,8:05.0,,M. Brooks makes 2-pt jump shot from 2 ft,49,54
252,3,7:51.0,Turnover by D. Fox (bad pass),,49,54
253,3,7:36.0,,Turnover by D. Brooks (lost ball; steal by W. Cauley-Stein),49,54
254,3,7:23.0,D. Fox makes 2-pt layup at rim (assist by B. Bogdanović),,51,54
255,3,7:10.0,,Personal foul by J. Sampson (drawn by D. Brooks),51,54
256,3,7:10.0,B. Hield enters the game for B. Bogdanović,,51,54
257,3,7:02.0,,K. Simmons misses 2-pt jump shot from 20 ft,51,54
258,3,7:00.0,Defensive rebound by B. Hield,,51,54
259,3,6:51.0,J. Jackson makes 3-pt jump shot from 22 ft (assist by B. Hield),,54,54
260,3,6:31.0,,Turnover by M. Brooks (traveling),54,54
261,3,6:31.0,,Memphis full timeout,54,54
262,3,6:17.0,Turnover by B. Hield (bad pass; steal by D. Brooks),,54,54
263,3,6:14.0,,Turnover by D. Brooks (out of bounds lost ball),54,54
264,3,6:05.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,54,54
265,3,5:58.0,Offensive rebound by J. Sampson,,54,54
266,3,5:58.0,J. Sampson makes 2-pt dunk at rim,,56,54
267,3,5:40.0,,I. Rabb misses 2-pt jump shot from 14 ft,56,54
268,3,5:37.0,Defensive rebound by W. Cauley-Stein,,56,54
269,3,5:34.0,B. Hield makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,58,54
270,3,5:21.0,,D. Brooks misses 2-pt layup from 1 ft (block by W. Cauley-Stein),58,54
271,3,5:19.0,Defensive rebound by J. Sampson,,58,54
272,3,5:16.0,,Offensive charge foul by B. Hield (drawn by K. Simmons),58,54
273,3,5:16.0,Turnover by B. Hield (offensive foul),,58,54
274,3,5:16.0,N. Hayes enters the game for J. Sampson,,58,54
275,3,4:55.0,,K. Simmons makes 2-pt layup from 1 ft (assist by I. Rabb),58,56
276,3,4:35.0,Turnover by D. Fox (step out of bounds),,58,56
277,3,4:35.0,,M. Henry enters the game for M. Brooks,58,56
278,3,4:35.0,,D. Davis enters the game for B. McLemore,58,56
279,3,4:24.0,,D. Brooks misses 3-pt jump shot from 25 ft,58,56
280,3,4:22.0,Defensive rebound by D. Fox,,58,56
281,3,4:03.0,D. Fox misses 3-pt jump shot from 25 ft,,58,56
282,3,4:00.0,,Defensive rebound by D. Davis,58,56
283,3,3:52.0,,Turnover by M. Henry (lost ball; steal by B. Hield),58,56
284,3,3:48.0,Turnover by W. Cauley-Stein (bad pass; steal by M. Henry),,58,56
285,3,3:44.0,,K. Simmons makes 2-pt layup at rim (assist by I. Rabb),58,58
286,3,3:44.0,,Shooting foul by N. Hayes (drawn by K. Simmons),58,58
287,3,3:44.0,,O. Johnson enters the game for I. Rabb,58,58
288,3,3:44.0,J. Cooley enters the game for W. Cauley-Stein,,58,58
289,3,3:44.0,,K. Simmons makes free throw 1 of 1,58,59
290,3,3:31.0,J. Jackson misses 3-pt jump shot from 24 ft,,58,59
291,3,3:29.0,,Defensive rebound by Team,58,59
292,3,3:29.0,,M. Chalmers enters the game for K. Simmons,58,59
293,3,3:16.0,,Turnover by D. Brooks (bad pass),58,59
294,3,3:16.0,Sacramento full timeout,,58,59
295,3,3:16.0,,B. McLemore enters the game for D. Brooks,58,59
296,3,3:16.0,F. Mason enters the game for D. Fox,,58,59
297,3,2:59.0,N. Hayes makes 2-pt jump shot from 21 ft (assist by F. Mason),,60,59
298,3,2:42.0,,D. Davis makes 2-pt dunk at rim (assist by M. Chalmers),60,61
299,3,2:30.0,F. Mason makes 3-pt jump shot from 25 ft,,63,61
300,3,2:08.0,,M. Henry misses 3-pt jump shot from 23 ft,63,61
301,3,2:05.0,,Offensive rebound by D. Davis,63,61
302,3,1:57.0,,B. McLemore misses 3-pt jump shot from 26 ft,63,61
303,3,1:54.0,Defensive rebound by J. Cooley,,63,61
304,3,1:49.0,B. Hield makes 3-pt jump shot from 25 ft (assist by J. Jackson),,66,61
305,3,1:26.0,,O. Johnson misses 2-pt jump shot from 23 ft,66,61
306,3,1:22.0,Defensive rebound by J. Jackson,,66,61
307,3,1:15.0,N. Hayes misses 2-pt layup from 1 ft,,66,61
308,3,1:15.0,J. Cooley misses 2-pt layup at rim,,66,61
309,3,1:15.0,Offensive rebound by N. Hayes,,66,61
310,3,1:15.0,Offensive rebound by J. Cooley,,66,61
311,3,1:14.0,Personal foul by B. McLemore (drawn by N. Hayes),,66,61
312,3,1:14.0,V. Carter enters the game for J. Jackson,,66,61
313,3,1:07.0,B. Hield misses 2-pt jump shot from 14 ft,,66,61
314,3,1:01.0,,Defensive rebound by D. Davis,66,61
315,3,0:51.0,,D. Davis misses 2-pt jump shot from 8 ft,66,61
316,3,0:48.0,Defensive rebound by J. Cooley,,66,61
317,3,0:40.0,Turnover by F. Mason (bad pass; steal by M. Henry),,66,61
318,3,0:38.0,,M. Henry makes 2-pt dunk at rim,66,63
319,3,0:18.0,N. Hayes misses 3-pt jump shot from 26 ft,,66,63
320,3,0:15.0,Offensive rebound by J. Cooley,,66,63
321,3,0:15.0,J. Cooley makes 2-pt layup at rim,,68,63
322,3,0:15.0,,Violation by D. Davis (def goaltending),68,63
323,3,0:03.0,,O. Johnson misses 3-pt jump shot from 25 ft,68,63
324,3,0:00.0,Defensive rebound by V. Carter,,68,63
325,3,0:00.0,V. Carter misses 3-pt jump shot from 58 ft,,68,63
326,3,0:00.0,Offensive rebound by Team,,68,63
327,4,11:46.0,Turnover by B. Hield (bad pass),,68,63
328,4,11:32.0,,Personal foul by V. Carter (drawn by M. Henry),68,63
329,4,11:23.0,,M. Chalmers misses 3-pt jump shot from 26 ft,68,63
330,4,11:20.0,Defensive rebound by N. Hayes,,68,63
331,4,11:15.0,B. Hield makes 3-pt jump shot from 24 ft,,71,63
332,4,10:57.0,,M. Henry makes 2-pt jump shot from 10 ft,71,65
333,4,10:35.0,V. Carter misses 3-pt jump shot from 24 ft,,71,65
334,4,10:34.0,,Defensive rebound by Team,71,65
335,4,10:18.0,,O. Johnson misses 3-pt jump shot from 23 ft,71,65
336,4,10:15.0,Defensive rebound by F. Mason,,71,65
337,4,10:03.0,Shooting foul by B. McLemore (drawn by V. Carter),,71,65
338,4,10:03.0,V. Carter makes free throw 1 of 3,,72,65
339,4,10:03.0,V. Carter makes free throw 2 of 3,,73,65
340,4,10:03.0,,K. Simmons enters the game for M. Chalmers,73,65
341,4,10:03.0,B. Bogdanović enters the game for F. Mason,,73,65
342,4,10:03.0,V. Carter makes free throw 3 of 3,,74,65
343,4,9:50.0,,Personal foul by B. Hield (drawn by B. McLemore),74,65
344,4,9:41.0,,B. McLemore makes 2-pt jump shot from 19 ft,74,67
345,4,9:22.0,J. Cooley makes 2-pt jump shot from 10 ft (assist by B. Hield),,76,67
346,4,9:06.0,,B. McLemore misses 3-pt jump shot from 26 ft,76,67
347,4,9:03.0,Defensive rebound by V. Carter,,76,67
348,4,8:58.0,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by V. Carter),,78,67
349,4,8:57.0,,Memphis full timeout,78,67
350,4,8:57.0,,D. Brooks enters the game for B. McLemore,78,67
351,4,8:57.0,,M. Brooks enters the game for K. Simmons,78,67
352,4,8:38.0,,M. Brooks makes 2-pt jump shot from 13 ft,78,69
353,4,8:09.0,B. Hield misses 2-pt jump shot from 20 ft,,78,69
354,4,8:04.0,Offensive rebound by B. Bogdanović,,78,69
355,4,8:01.0,N. Hayes misses 3-pt jump shot from 24 ft,,78,69
356,4,7:58.0,,Defensive rebound by M. Henry,78,69
357,4,7:50.0,,D. Davis makes 2-pt jump shot from 22 ft (assist by M. Brooks),78,71
358,4,7:29.0,J. Jackson enters the game for N. Hayes,,78,71
359,4,7:21.0,B. Bogdanović makes 2-pt jump shot from 16 ft (assist by B. Hield),,80,71
360,4,7:00.0,,M. Henry misses 2-pt jump shot from 18 ft,80,71
361,4,6:57.0,Defensive rebound by B. Hield,,80,71
362,4,6:45.0,,I. Rabb enters the game for O. Johnson,80,71
363,4,6:45.0,W. Cauley-Stein enters the game for J. Cooley,,80,71
364,4,6:41.0,D. Fox enters the game for V. Carter,,80,71
365,4,6:37.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Hield),,83,71
366,4,6:19.0,,M. Brooks makes 3-pt jump shot from 24 ft,83,74
367,4,6:01.0,W. Cauley-Stein makes 2-pt jump shot from 6 ft (assist by B. Hield),,85,74
368,4,5:42.0,,M. Henry misses 3-pt jump shot from 25 ft,85,74
369,4,5:41.0,Defensive rebound by B. Hield,,85,74
370,4,5:29.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,85,74
371,4,5:25.0,Offensive rebound by B. Hield,,85,74
372,4,5:25.0,Sacramento full timeout,,85,74
373,4,5:25.0,,M. Chalmers enters the game for D. Davis,85,74
374,4,5:14.0,Turnover by D. Fox (turnover),,85,74
375,4,5:14.0,Loose ball foul by D. Fox (drawn by D. Brooks),,85,74
376,4,5:05.0,,Shooting foul by J. Jackson (drawn by D. Brooks),85,74
377,4,5:05.0,,D. Brooks makes free throw 1 of 2,85,75
378,4,5:05.0,,D. Brooks makes free throw 2 of 2,85,76
379,4,4:43.0,J. Jackson misses 3-pt jump shot from 22 ft,,85,76
380,4,4:39.0,,Defensive rebound by M. Henry,85,76
381,4,4:35.0,,I. Rabb misses 2-pt layup at rim,85,76
382,4,4:32.0,,Offensive rebound by I. Rabb,85,76
383,4,4:30.0,,Turnover by I. Rabb (lost ball; steal by D. Fox),85,76
384,4,4:25.0,Turnover by Team (turnover),,85,76
385,4,4:18.0,,Personal foul by J. Jackson (drawn by D. Brooks),85,76
