,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
198,2,2:53.0,,Offensive rebound by B. Griffin,50,55
199,2,2:53.0,,B. Griffin makes 2-pt dunk at rim,50,57
200,2,2:47.0,P. George makes 3-pt jump shot from 25 ft (assist by S. Adams),,53,57
201,2,2:37.0,,C. Williams misses 3-pt jump shot from 22 ft,53,57
202,2,2:34.0,Defensive rebound by C. Anthony,,53,57
203,2,2:26.0,P. George makes 3-pt jump shot from 25 ft (assist by T. Ferguson),,56,57
204,2,2:18.0,Technical foul by S. Adams,,56,57
205,2,2:18.0,,B. Griffin makes technical free throw,56,58
206,2,2:18.0,,L. Williams enters the game for M. Teodosić,56,58
207,2,2:01.0,,B. Griffin misses 2-pt layup from 3 ft,56,58
208,2,1:58.0,Defensive rebound by R. Westbrook,,56,58
209,2,1:54.0,C. Anthony misses 3-pt jump shot from 25 ft,,56,58
210,2,1:53.0,Offensive rebound by R. Westbrook,,56,58
211,2,1:53.0,R. Westbrook misses 2-pt layup at rim,,56,58
212,2,1:53.0,,Defensive rebound by D. Jordan,56,58
213,2,1:53.0,,Personal foul by R. Westbrook (drawn by D. Jordan),56,58
214,2,1:39.0,,C. Williams makes 2-pt layup at rim (assist by L. Williams),56,60
215,2,1:24.0,C. Anthony makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,58,60
216,2,1:14.0,,L. Williams misses 2-pt layup at rim,58,60
217,2,1:09.0,,Offensive rebound by D. Jordan,58,60
218,2,1:09.0,,D. Jordan makes 2-pt layup at rim,58,62
219,2,1:01.0,T. Ferguson makes 3-pt jump shot from 22 ft (assist by C. Anthony),,61,62
220,2,0:37.0,,C. Williams makes 2-pt jump shot from 16 ft (assist by L. Williams),61,64
221,2,0:32.0,R. Westbrook makes 3-pt jump shot from 29 ft,,64,64
222,2,0:28.0,,B. Griffin misses 3-pt jump shot from 25 ft,64,64
223,2,0:24.0,Defensive rebound by C. Anthony,,64,64
224,2,0:03.0,T. Ferguson misses 3-pt jump shot from 26 ft,,64,64
225,2,0:03.0,,Defensive rebound by D. Jordan,64,64
226,3,11:36.0,,J. Evans misses 2-pt layup from 1 ft (block by P. George),64,64
227,3,11:36.0,,Offensive rebound by Team,64,64
228,3,11:32.0,,C. Williams makes 2-pt jump shot from 13 ft (assist by J. Evans),64,66
229,3,11:18.0,P. George misses 3-pt jump shot from 26 ft,,64,66
230,3,11:12.0,,Defensive rebound by B. Griffin,64,66
231,3,11:01.0,,Turnover by D. Jordan (turnover),64,66
232,3,10:45.0,C. Anthony makes 2-pt jump shot from 9 ft,,66,66
233,3,10:25.0,,D. Jordan misses 2-pt hook shot from 3 ft,66,66
234,3,10:22.0,,Offensive rebound by B. Griffin,66,66
235,3,10:18.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Williams),66,68
236,3,10:18.0,Oklahoma City full timeout,,66,68
237,3,10:09.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,68,68
238,3,10:09.0,Shooting foul by W. Johnson (drawn by P. George),,68,68
239,3,10:09.0,P. George makes free throw 1 of 1,,69,68
240,3,9:57.0,,W. Johnson makes 3-pt jump shot from 22 ft (assist by J. Evans),69,71
241,3,9:44.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,72,71
242,3,9:23.0,,Turnover by D. Jordan (turnover),72,71
243,3,9:13.0,Shooting foul by W. Johnson (drawn by S. Adams),,72,71
244,3,9:13.0,S. Adams makes free throw 1 of 2,,73,71
245,3,9:13.0,S. Adams makes free throw 2 of 2,,74,71
246,3,9:03.0,,J. Evans misses 3-pt jump shot from 24 ft,74,71
247,3,8:58.0,Defensive rebound by P. George,,74,71
248,3,8:55.0,T. Ferguson misses 3-pt jump shot from 23 ft,,74,71
249,3,8:51.0,,Defensive rebound by D. Jordan,74,71
250,3,8:39.0,,C. Williams misses 2-pt jump shot from 12 ft,74,71
251,3,8:35.0,Defensive rebound by P. George,,74,71
252,3,8:32.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by P. George),,77,71
253,3,8:30.0,,LA Clippers full timeout,77,71
254,3,8:21.0,,B. Griffin misses 2-pt jump shot from 15 ft,77,71
255,3,8:15.0,Defensive rebound by R. Westbrook,,77,71
256,3,8:04.0,S. Adams makes 2-pt hook shot from 4 ft,,79,71
257,3,7:51.0,,W. Johnson makes 3-pt jump shot from 22 ft (assist by B. Griffin),79,74
258,3,7:31.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by C. Anthony),,82,74
259,3,7:15.0,,Def 3 sec tech foul by S. Adams,82,74
260,3,7:15.0,,B. Griffin makes technical free throw,82,75
261,3,7:15.0,,L. Williams enters the game for C. Williams,82,75
262,3,7:15.0,,S. Thornwell enters the game for J. Evans,82,75
263,3,7:11.0,,L. Williams misses 3-pt jump shot from 23 ft,82,75
264,3,7:08.0,Defensive rebound by P. George,,82,75
265,3,7:02.0,S. Adams misses 2-pt jump shot from 5 ft,,82,75
266,3,7:00.0,,Defensive rebound by D. Jordan,82,75
267,3,6:51.0,,B. Griffin misses 2-pt hook shot from 6 ft,82,75
268,3,6:51.0,,Offensive rebound by Team,82,75
269,3,6:51.0,Loose ball foul by S. Adams (drawn by B. Griffin),,82,75
270,3,6:45.0,,Shooting foul by C. Anthony (drawn by B. Griffin),82,75
271,3,6:45.0,,B. Griffin misses free throw 1 of 2,82,75
272,3,6:45.0,,Offensive rebound by Team,82,75
273,3,6:45.0,,B. Griffin makes free throw 2 of 2,82,76
274,3,6:30.0,Turnover by R. Westbrook (lost ball; steal by W. Johnson),,82,76
275,3,6:26.0,,S. Thornwell misses 3-pt jump shot from 22 ft,82,76
276,3,6:25.0,Defensive rebound by Team,,82,76
277,3,6:25.0,,Loose ball foul by D. Jordan (drawn by S. Adams),82,76
278,3,6:08.0,Shooting foul by W. Johnson (drawn by C. Anthony),,82,76
279,3,6:08.0,C. Anthony misses free throw 1 of 2,,82,76
280,3,6:08.0,Offensive rebound by Team,,82,76
281,3,6:08.0,,S. Dekker enters the game for W. Johnson,82,76
282,3,6:08.0,C. Anthony misses free throw 2 of 2,,82,76
283,3,6:04.0,,Defensive rebound by D. Jordan,82,76
284,3,5:54.0,,L. Williams misses 3-pt jump shot from 28 ft,82,76
285,3,5:49.0,,Offensive rebound by S. Thornwell,82,76
286,3,5:41.0,,D. Jordan makes 2-pt layup from 1 ft (assist by B. Griffin),82,78
287,3,5:27.0,P. George makes 2-pt dunk at rim (assist by R. Westbrook),,84,78
288,3,5:23.0,,S. Dekker makes 2-pt dunk from 1 ft (assist by B. Griffin),84,80
289,3,5:08.0,R. Westbrook misses 2-pt jump shot from 20 ft,,84,80
290,3,5:04.0,Offensive rebound by S. Adams,,84,80
291,3,5:04.0,S. Adams misses 2-pt layup at rim,,84,80
292,3,5:04.0,Offensive rebound by Team,,84,80
293,3,5:04.0,Turnover by S. Adams (turnover),,84,80
294,3,5:04.0,J. Huestis enters the game for P. George,,84,80
295,3,4:44.0,,S. Thornwell misses 3-pt jump shot from 25 ft,84,80
296,3,4:37.0,Defensive rebound by J. Huestis,,84,80
297,3,4:34.0,R. Westbrook makes 2-pt jump shot from 18 ft,,86,80
298,3,4:10.0,,Shooting foul by T. Ferguson (drawn by B. Griffin),86,80
299,3,4:10.0,,B. Griffin makes free throw 1 of 2,86,81
300,3,4:10.0,,B. Griffin misses free throw 2 of 2,86,81
301,3,4:07.0,Defensive rebound by R. Westbrook,,86,81
302,3,3:58.0,T. Ferguson makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,88,81
303,3,3:47.0,,D. Jordan makes 2-pt layup from 2 ft (assist by L. Williams),88,83
304,3,3:35.0,Turnover by S. Adams (bad pass),,88,83
305,3,3:29.0,,L. Williams makes 2-pt layup at rim,88,85
306,3,3:18.0,R. Westbrook misses 2-pt jump shot from 10 ft,,88,85
307,3,3:15.0,,Defensive rebound by B. Griffin,88,85
308,3,3:09.0,,L. Williams misses 2-pt layup from 2 ft (block by S. Adams),88,85
309,3,3:09.0,,Offensive rebound by L. Williams,88,85
310,3,3:09.0,,Shooting foul by C. Anthony (drawn by L. Williams),88,85
311,3,3:09.0,,L. Williams makes free throw 1 of 2,88,86
312,3,3:09.0,J. Grant enters the game for C. Anthony,,88,86
313,3,3:09.0,R. Felton enters the game for T. Ferguson,,88,86
314,3,3:09.0,,L. Williams makes free throw 2 of 2,88,87
315,3,2:53.0,R. Westbrook misses 2-pt jump shot from 17 ft,,88,87
316,3,2:50.0,,Defensive rebound by B. Griffin,88,87
317,3,2:45.0,,Turnover by L. Williams (bad pass; steal by R. Felton),88,87
318,3,2:35.0,R. Felton misses 2-pt jump shot from 15 ft,,88,87
319,3,2:31.0,,Defensive rebound by B. Griffin,88,87
320,3,2:26.0,,L. Williams misses 3-pt jump shot from 26 ft,88,87
321,3,2:22.0,Defensive rebound by R. Westbrook,,88,87
322,3,2:15.0,Turnover by R. Westbrook (bad pass; steal by D. Jordan),,88,87
323,3,2:15.0,,Personal take foul by S. Adams (drawn by D. Jordan),88,87
324,3,2:15.0,,D. Jordan makes free throw 1 of 2,88,88
325,3,2:15.0,,C. Williams enters the game for B. Griffin,88,88
326,3,2:15.0,P. Patterson enters the game for S. Adams,,88,88
327,3,2:15.0,,D. Jordan makes free throw 2 of 2,88,89
328,3,2:03.0,R. Felton makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,91,89
329,3,1:48.0,,L. Williams misses 3-pt jump shot from 30 ft,91,89
330,3,1:45.0,,Offensive rebound by C. Williams,91,89
331,3,1:38.0,,S. Thornwell misses 2-pt layup from 2 ft,91,89
332,3,1:34.0,,Offensive rebound by D. Jordan,91,89
333,3,1:33.0,,C. Williams misses 3-pt jump shot from 24 ft,91,89
334,3,1:33.0,,Offensive rebound by Team,91,89
335,3,1:33.0,Loose ball foul by J. Grant (drawn by D. Jordan),,91,89
336,3,1:33.0,,D. Jordan makes free throw 1 of 2,91,90
337,3,1:33.0,,D. Jordan makes free throw 2 of 2,91,91
338,3,1:22.0,R. Westbrook makes 3-pt jump shot from 27 ft,,94,91
339,3,1:00.0,,L. Williams misses 2-pt jump shot from 6 ft,94,91
340,3,0:54.0,,Offensive rebound by D. Jordan,94,91
341,3,0:54.0,,D. Jordan makes 2-pt dunk at rim,94,93
342,3,0:47.0,R. Felton misses 3-pt jump shot from 24 ft,,94,93
343,3,0:44.0,,Defensive rebound by D. Jordan,94,93
344,3,0:39.0,,S. Dekker makes 2-pt layup from 1 ft (assist by L. Williams),94,95
345,3,0:29.0,R. Westbrook misses 2-pt layup from 1 ft,,94,95
346,3,0:25.0,,Defensive rebound by S. Thornwell,94,95
347,3,0:03.0,,S. Dekker makes 2-pt jump shot from 11 ft,94,97
348,3,0:01.0,R. Felton misses 3-pt jump shot from 38 ft,,94,97
349,3,0:00.0,Offensive rebound by Team,,94,97
350,4,11:42.0,T. Ferguson misses 2-pt jump shot from 3 ft,,94,97
351,4,11:41.0,,Defensive rebound by M. Harrell,94,97
352,4,11:35.0,,L. Williams misses 2-pt layup from 4 ft (block by J. Huestis),94,97
353,4,11:34.0,Defensive rebound by J. Grant,,94,97
354,4,11:26.0,J. Grant makes 2-pt layup from 3 ft (assist by R. Felton),,96,97
355,4,11:26.0,Shooting foul by M. Harrell (drawn by J. Grant),,96,97
356,4,11:26.0,J. Grant misses free throw 1 of 1,,96,97
357,4,11:26.0,,Defensive rebound by M. Harrell,96,97
358,4,11:07.0,,J. Evans misses 2-pt jump shot from 5 ft (block by J. Grant),96,97
359,4,11:06.0,,Offensive rebound by S. Dekker,96,97
360,4,11:03.0,,S. Dekker misses 2-pt jump shot from 17 ft,96,97
361,4,11:02.0,Defensive rebound by J. Grant,,96,97
362,4,10:51.0,J. Grant makes 2-pt layup from 6 ft (assist by R. Felton),,100,97
363,4,10:28.0,,M. Harrell misses 2-pt jump shot from 15 ft,100,97
364,4,10:27.0,Defensive rebound by J. Grant,,100,97
365,4,10:19.0,R. Felton makes 2-pt layup from 6 ft,,100,97
366,4,9:56.0,,Turnover by L. Williams (bad pass; steal by P. Patterson),100,97
367,4,9:51.0,P. Patterson makes 2-pt layup from 1 ft,,102,97
368,4,9:51.0,,LA Clippers full timeout,102,97
369,4,9:36.0,,L. Williams misses 3-pt jump shot from 31 ft,102,97
370,4,9:32.0,Defensive rebound by J. Grant,,102,97
371,4,9:22.0,T. Ferguson misses 3-pt jump shot from 24 ft,,102,97
372,4,9:18.0,Offensive rebound by R. Felton,,102,97
373,4,9:07.0,R. Felton makes 2-pt layup from 1 ft,,104,97
374,4,8:52.0,,Personal foul by R. Felton (drawn by J. Evans),104,97
375,4,8:52.0,P. George enters the game for J. Huestis,,104,97
376,4,8:52.0,,B. Griffin enters the game for M. Harrell,104,97
377,4,8:43.0,,B. Griffin misses 3-pt jump shot from 26 ft,104,97
378,4,8:37.0,Defensive rebound by P. George,,104,97
379,4,8:35.0,P. George makes 2-pt jump shot from 20 ft,,106,97
380,4,8:33.0,,LA Clippers full timeout,106,97
381,4,8:33.0,,W. Johnson enters the game for S. Dekker,106,97
382,4,8:33.0,,D. Jordan enters the game for J. Evans,106,97
383,4,8:24.0,,D. Jordan misses 2-pt layup from 1 ft,106,97
384,4,8:21.0,Defensive rebound by P. Patterson,,106,97
385,4,8:06.0,P. George misses 3-pt jump shot from 25 ft,,106,97
386,4,8:03.0,,Defensive rebound by B. Griffin,106,97
387,4,7:57.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by B. Griffin),106,100
