,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
387,4,8:59.0,B. Simmons makes 2-pt layup from 1 ft,,86,86
388,4,8:45.0,,D. Jordan misses 2-pt layup from 1 ft (block by J. Embiid),86,86
389,4,8:42.0,Defensive rebound by J. Embiid,,86,86
390,4,8:33.0,J. Embiid misses 2-pt jump shot from 16 ft,,86,86
391,4,8:31.0,,Defensive rebound by S. Dekker,86,86
392,4,8:21.0,,A. Rivers enters the game for S. Thornwell,86,86
393,4,8:21.0,,B. Griffin enters the game for S. Dekker,86,86
394,4,8:21.0,D. Šarić enters the game for R. Covington,,86,86
395,4,8:07.0,,B. Griffin misses 2-pt jump shot from 19 ft,86,86
396,4,8:04.0,,Offensive rebound by D. Jordan,86,86
397,4,8:01.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Evans),86,89
398,4,7:32.0,J. Redick enters the game for J. Anderson,,86,89
399,4,7:30.0,Shooting foul by A. Rivers (drawn by T. Luwawu-Cabarrot),,86,89
400,4,7:30.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,87,89
401,4,7:30.0,A. Johnson enters the game for J. Embiid,,87,89
402,4,7:30.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,88,89
403,4,7:10.0,,J. Evans misses 3-pt jump shot from 25 ft,88,89
404,4,7:06.0,Defensive rebound by J. Redick,,88,89
405,4,6:53.0,A. Johnson misses 2-pt hook shot from 10 ft,,88,89
406,4,6:51.0,,Defensive rebound by L. Williams,88,89
407,4,6:47.0,,Personal foul by J. Redick (drawn by L. Williams),88,89
408,4,6:47.0,,LA Clippers full timeout,88,89
409,4,6:47.0,,W. Johnson enters the game for J. Evans,88,89
410,4,6:47.0,R. Covington enters the game for T. Luwawu-Cabarrot,,88,89
411,4,6:36.0,,L. Williams makes 2-pt layup from 1 ft,88,91
412,4,6:25.0,Personal foul by W. Johnson (drawn by J. Redick),,88,91
413,4,6:25.0,J. Embiid enters the game for A. Johnson,,88,91
414,4,6:14.0,J. Embiid misses 2-pt layup from 1 ft,,88,91
415,4,6:12.0,,Defensive rebound by B. Griffin,88,91
416,4,6:03.0,,Turnover by L. Williams (bad pass; steal by R. Covington),88,91
417,4,5:58.0,Turnover by J. Redick (bad pass; steal by L. Williams),,88,91
418,4,5:37.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by B. Griffin),88,94
419,4,5:37.0,Philadelphia full timeout,,88,94
420,4,5:16.0,B. Simmons makes 2-pt layup from 3 ft,,90,94
421,4,4:51.0,,B. Griffin misses 3-pt jump shot from 27 ft,90,94
422,4,4:48.0,Defensive rebound by J. Embiid,,90,94
423,4,4:42.0,Personal foul by B. Griffin (drawn by J. Embiid),,90,94
424,4,4:42.0,J. Embiid misses free throw 1 of 2,,90,94
425,4,4:42.0,Offensive rebound by Team,,90,94
426,4,4:42.0,J. Embiid misses free throw 2 of 2,,90,94
427,4,4:37.0,Offensive rebound by B. Simmons,,90,94
428,4,4:33.0,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Redick),,93,94
429,4,4:07.0,,A. Rivers misses 2-pt jump shot from 12 ft,93,94
430,4,4:05.0,Defensive rebound by J. Embiid,,93,94
431,4,3:53.0,Philadelphia full timeout,,93,94
432,4,3:50.0,J. Redick misses 3-pt jump shot from 26 ft,,93,94
433,4,3:47.0,,Defensive rebound by L. Williams,93,94
434,4,3:31.0,,A. Rivers misses 3-pt jump shot from 27 ft,93,94
435,4,3:31.0,Defensive rebound by R. Covington,,93,94
436,4,3:13.0,D. Šarić misses 3-pt jump shot from 26 ft,,93,94
437,4,3:10.0,,Defensive rebound by W. Johnson,93,94
438,4,3:03.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by B. Griffin),93,97
439,4,2:48.0,Shooting foul by D. Jordan (drawn by J. Embiid),,93,97
440,4,2:48.0,J. Embiid makes free throw 1 of 2,,94,97
441,4,2:48.0,,S. Thornwell enters the game for W. Johnson,94,97
442,4,2:48.0,J. Embiid makes free throw 2 of 2,,95,97
443,4,2:32.0,,Shooting foul by J. Embiid (drawn by A. Rivers),95,97
444,4,2:32.0,,A. Rivers misses free throw 1 of 2,95,97
445,4,2:32.0,,Offensive rebound by Team,95,97
446,4,2:32.0,,A. Rivers makes free throw 2 of 2,95,98
447,4,2:21.0,Shooting foul by D. Jordan (drawn by J. Embiid),,95,98
448,4,2:21.0,,W. Reed enters the game for D. Jordan,95,98
449,4,2:21.0,J. Embiid misses free throw 1 of 2,,95,98
450,4,2:21.0,Offensive rebound by Team,,95,98
451,4,2:21.0,J. Embiid misses free throw 2 of 2,,95,98
452,4,2:18.0,,Defensive rebound by B. Griffin,95,98
453,4,2:11.0,,Personal foul by B. Simmons (drawn by A. Rivers),95,98
454,4,2:11.0,,A. Rivers makes free throw 1 of 2,95,99
455,4,2:11.0,,A. Rivers makes free throw 2 of 2,95,100
456,4,2:01.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Embiid),,98,100
457,4,1:42.0,,B. Griffin misses 3-pt jump shot from 25 ft,98,100
458,4,1:40.0,Defensive rebound by J. Embiid,,98,100
459,4,1:18.0,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),,100,100
460,4,1:18.0,,LA Clippers full timeout,100,100
461,4,1:18.0,,LA Clippers full timeout,100,100
462,4,1:07.0,,B. Griffin misses 2-pt jump shot from 12 ft,100,100
463,4,1:05.0,Defensive rebound by J. Embiid,,100,100
464,4,0:45.0,J. Embiid misses 2-pt layup from 2 ft (block by W. Reed),,100,100
465,4,0:45.0,,Defensive rebound by Team,100,100
466,4,0:45.0,Loose ball foul by J. Embiid (drawn by W. Reed),,100,100
467,4,0:45.0,,W. Reed misses free throw 1 of 2,100,100
468,4,0:45.0,,Offensive rebound by Team,100,100
469,4,0:45.0,,W. Reed makes free throw 2 of 2,100,101
470,4,0:33.0,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),,103,101
471,4,0:23.0,,L. Williams misses 3-pt jump shot from 26 ft,103,101
472,4,0:22.0,Defensive rebound by B. Simmons,,103,101
473,4,0:22.0,Personal take foul by W. Reed (drawn by B. Simmons),,103,101
474,4,0:22.0,,W. Johnson enters the game for W. Reed,103,101
475,4,0:22.0,B. Simmons makes free throw 1 of 2,,104,101
476,4,0:22.0,B. Simmons makes free throw 2 of 2,,105,101
477,4,0:11.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by W. Johnson),105,104
478,4,0:11.0,Philadelphia full timeout,,105,104
479,4,0:10.0,Personal take foul by L. Williams (drawn by R. Covington),,105,104
480,4,0:10.0,R. Covington makes free throw 1 of 2,,106,104
481,4,0:10.0,R. Covington makes free throw 2 of 2,,107,104
482,4,0:03.0,,Personal take foul by J. Embiid (drawn by L. Williams),107,104
483,4,0:03.0,,L. Williams makes free throw 1 of 2,107,105
484,4,0:03.0,,L. Williams misses free throw 2 of 2,107,105
485,4,0:02.0,Defensive rebound by R. Covington,,107,105
486,4,0:02.0,Personal take foul by W. Johnson (drawn by R. Covington),,107,105
487,4,0:02.0,R. Covington makes free throw 1 of 2,,108,105
488,4,0:02.0,R. Covington makes free throw 2 of 2,,109,105
489,4,0:00.0,,L. Williams misses 3-pt jump shot from 52 ft,109,105
490,4,0:00.0,,Offensive rebound by Team,109,105
