,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
38,1,6:46.0,,A. Drummond makes 2-pt dunk at rim,2,13
39,1,6:32.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,5,13
40,1,6:17.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),5,16
41,1,6:06.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by C. Payne),,8,16
42,1,5:39.0,,B. Griffin misses 3-pt jump shot from 24 ft,8,16
43,1,5:34.0,Defensive rebound by J. Holiday,,8,16
44,1,5:25.0,Turnover by N. Vonleh (bad pass; steal by A. Drummond),,8,16
45,1,5:18.0,,B. Griffin misses 2-pt layup from 3 ft,8,16
46,1,5:15.0,,Offensive rebound by B. Griffin,8,16
47,1,5:15.0,,B. Griffin makes 2-pt layup at rim,8,18
48,1,5:03.0,Turnover by D. Valentine (bad pass),,8,18
49,1,5:03.0,,A. Tolliver enters the game for A. Drummond,8,18
50,1,5:03.0,B. Portis enters the game for N. Vonleh,,8,18
51,1,4:45.0,,B. Griffin misses 3-pt jump shot from 24 ft,8,18
52,1,4:41.0,Defensive rebound by B. Portis,,8,18
53,1,4:35.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),,11,18
54,1,4:32.0,,Detroit full timeout,11,18
55,1,4:32.0,,L. Kennard enters the game for S. Johnson,11,18
56,1,4:13.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by L. Kennard),11,21
57,1,3:55.0,R. Lopez misses 2-pt hook shot from 4 ft,,11,21
58,1,3:51.0,Offensive rebound by R. Lopez,,11,21
59,1,3:50.0,R. Lopez makes 2-pt layup from 1 ft,,13,21
60,1,3:36.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by I. Smith),13,24
61,1,3:25.0,C. Payne makes 2-pt jump shot from 21 ft,,15,24
62,1,3:09.0,,A. Tolliver makes 3-pt jump shot from 22 ft (assist by R. Bullock),15,27
63,1,2:59.0,R. Lopez misses 3-pt jump shot from 26 ft,,15,27
64,1,2:56.0,,Defensive rebound by L. Kennard,15,27
65,1,2:42.0,,I. Smith makes 2-pt jump shot from 21 ft (assist by B. Griffin),15,29
66,1,2:40.0,Chicago full timeout,,15,29
67,1,2:40.0,,A. Drummond enters the game for B. Griffin,15,29
68,1,2:40.0,P. Zipser enters the game for J. Holiday,,15,29
69,1,2:40.0,D. Nwaba enters the game for C. Payne,,15,29
70,1,2:40.0,J. Grant enters the game for R. Lopez,,15,29
71,1,2:40.0,C. Felício enters the game for D. Valentine,,15,29
72,1,2:23.0,C. Felício makes 2-pt hook shot from 5 ft (assist by P. Zipser),,17,29
73,1,2:00.0,,A. Drummond makes 2-pt hook shot from 4 ft (assist by L. Kennard),17,31
74,1,1:48.0,B. Portis makes 2-pt jump shot from 11 ft (assist by J. Grant),,19,31
75,1,1:37.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by I. Smith),19,34
76,1,1:22.0,Offensive foul by B. Portis (drawn by A. Tolliver),,19,34
77,1,1:22.0,Turnover by B. Portis (offensive foul),,19,34
78,1,1:08.0,,L. Kennard misses 3-pt jump shot from 26 ft,19,34
79,1,1:04.0,Defensive rebound by J. Grant,,19,34
80,1,0:58.0,J. Grant misses 2-pt jump shot from 13 ft,,19,34
81,1,0:55.0,,Defensive rebound by A. Drummond,19,34
82,1,0:43.0,,A. Tolliver misses 3-pt jump shot from 23 ft,19,34
83,1,0:39.0,,Offensive rebound by A. Tolliver,19,34
84,1,0:36.0,,Turnover by R. Bullock (bad pass; steal by B. Portis),19,34
85,1,0:36.0,Turnover by B. Portis (bad pass),,19,34
86,1,0:35.0,,L. Kennard misses 2-pt jump shot from 17 ft,19,34
87,1,0:31.0,Defensive rebound by D. Nwaba,,19,34
88,1,0:17.0,C. Felício misses 2-pt layup from 2 ft,,19,34
89,1,0:16.0,Offensive rebound by Team,,19,34
90,1,0:14.0,D. Nwaba makes 2-pt layup from 6 ft (assist by J. Grant),,21,34
91,1,0:14.0,Shooting foul by L. Kennard (drawn by D. Nwaba),,21,34
92,1,0:14.0,D. Nwaba makes free throw 1 of 1,,22,34
93,1,0:03.0,,A. Tolliver makes 2-pt layup from 1 ft (assist by I. Smith),22,36
94,1,0:00.0,J. Grant misses 3-pt jump shot from 27 ft,,22,36
95,1,0:00.0,Offensive rebound by Team,,22,36
96,2,11:49.0,J. Grant makes 2-pt jump shot from 8 ft,,24,36
97,2,11:22.0,,A. Tolliver makes 2-pt jump shot from 14 ft (assist by L. Kennard),24,38
98,2,10:59.0,B. Portis misses 2-pt layup from 4 ft,,24,38
99,2,10:54.0,,Defensive rebound by J. Ennis,24,38
100,2,10:48.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),24,40
101,2,10:23.0,B. Portis misses 2-pt jump shot from 22 ft,,24,40
102,2,10:18.0,Offensive rebound by J. Grant,,24,40
103,2,10:16.0,P. Zipser misses 3-pt jump shot from 28 ft,,24,40
104,2,10:13.0,,Defensive rebound by A. Drummond,24,40
105,2,10:09.0,,R. Jackson misses 3-pt jump shot from 24 ft,24,40
106,2,10:09.0,Defensive rebound by C. Felício,,24,40
107,2,9:53.0,J. Grant makes 3-pt jump shot from 23 ft (assist by C. Felício),,27,40
108,2,9:32.0,,L. Kennard misses 3-pt jump shot from 25 ft,27,40
109,2,9:29.0,Defensive rebound by J. Grant,,27,40
110,2,9:22.0,B. Portis makes 2-pt jump shot from 16 ft (assist by J. Grant),,29,40
111,2,9:08.0,,Personal foul by B. Portis (drawn by A. Drummond),29,40
112,2,8:53.0,,R. Jackson misses 3-pt jump shot from 42 ft,29,40
113,2,8:51.0,,Offensive rebound by Team,29,40
114,2,8:51.0,,Turnover by Team (shot clock),29,40
115,2,8:35.0,B. Portis makes 2-pt hook shot from 6 ft (assist by D. Nwaba),,31,40
116,2,8:18.0,,L. Kennard makes 2-pt jump shot from 19 ft (assist by A. Tolliver),31,42
117,2,8:03.0,D. Nwaba misses 3-pt jump shot from 23 ft,,31,42
118,2,8:01.0,,Defensive rebound by A. Drummond,31,42
119,2,7:51.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by L. Kennard),31,45
120,2,7:49.0,Chicago full timeout,,31,45
121,2,7:49.0,,I. Smith enters the game for R. Jackson,31,45
122,2,7:49.0,R. Lopez enters the game for C. Felício,,31,45
123,2,7:40.0,J. Grant misses 2-pt layup from 4 ft,,31,45
124,2,7:40.0,Offensive rebound by Team,,31,45
125,2,7:40.0,,Loose ball foul by L. Kennard (drawn by R. Lopez),31,45
126,2,7:33.0,R. Lopez misses 2-pt hook shot from 5 ft,,31,45
127,2,7:30.0,,Defensive rebound by A. Drummond,31,45
128,2,7:20.0,,J. Ennis makes 2-pt layup from 1 ft (assist by I. Smith),31,47
129,2,7:10.0,B. Portis misses 3-pt jump shot from 26 ft,,31,47
130,2,7:06.0,,Defensive rebound by A. Drummond,31,47
131,2,7:00.0,,Turnover by I. Smith (lost ball; steal by J. Grant),31,47
132,2,6:57.0,Turnover by P. Zipser (lost ball; steal by L. Kennard),,31,47
133,2,6:52.0,,L. Kennard makes 3-pt jump shot from 25 ft,31,50
134,2,6:34.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by P. Zipser),,33,50
135,2,6:10.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by L. Kennard),33,53
136,2,5:56.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Lopez),,36,53
137,2,5:42.0,,A. Tolliver misses 3-pt jump shot from 25 ft,36,53
138,2,5:38.0,Defensive rebound by D. Nwaba,,36,53
139,2,5:35.0,Personal foul by A. Tolliver (drawn by B. Portis),,36,53
140,2,5:35.0,,B. Griffin enters the game for A. Drummond,36,53
141,2,5:35.0,N. Vonleh enters the game for J. Grant,,36,53
142,2,5:35.0,C. Payne enters the game for B. Portis,,36,53
143,2,5:35.0,J. Holiday enters the game for D. Nwaba,,36,53
144,2,5:35.0,D. Valentine enters the game for P. Zipser,,36,53
145,2,5:31.0,D. Valentine makes 3-pt jump shot from 28 ft (assist by C. Payne),,39,53
146,2,5:13.0,,J. Ennis misses 3-pt jump shot from 26 ft,39,53
147,2,5:08.0,Defensive rebound by C. Payne,,39,53
148,2,5:03.0,Offensive foul by N. Vonleh (drawn by B. Griffin),,39,53
149,2,5:03.0,Turnover by N. Vonleh (offensive foul),,39,53
150,2,5:03.0,,R. Bullock enters the game for L. Kennard,39,53
151,2,5:03.0,,S. Johnson enters the game for J. Ennis,39,53
152,2,4:46.0,,I. Smith misses 3-pt jump shot from 25 ft,39,53
153,2,4:42.0,Defensive rebound by N. Vonleh,,39,53
154,2,4:29.0,D. Valentine misses 3-pt jump shot from 23 ft,,39,53
155,2,4:26.0,,Defensive rebound by S. Johnson,39,53
156,2,4:21.0,,Turnover by S. Johnson (lost ball; steal by N. Vonleh),39,53
157,2,4:13.0,Shooting foul by A. Tolliver (drawn by N. Vonleh),,39,53
158,2,4:13.0,N. Vonleh makes free throw 1 of 2,,40,53
159,2,4:13.0,,A. Drummond enters the game for A. Tolliver,40,53
160,2,4:13.0,,Violation by I. Smith (lane),40,53
161,2,4:13.0,N. Vonleh misses free throw 2 of 2,,40,53
162,2,4:10.0,,Defensive rebound by B. Griffin,40,53
163,2,3:51.0,,A. Drummond makes 2-pt jump shot from 9 ft (assist by R. Bullock),40,55
164,2,3:42.0,C. Payne misses 3-pt jump shot from 25 ft,,40,55
165,2,3:38.0,,Defensive rebound by I. Smith,40,55
166,2,3:31.0,,I. Smith makes 2-pt jump shot from 15 ft (assist by B. Griffin),40,57
167,2,3:13.0,D. Valentine misses 3-pt jump shot from 29 ft,,40,57
168,2,3:11.0,,Defensive rebound by A. Drummond,40,57
169,2,3:05.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by I. Smith),40,60
170,2,2:48.0,N. Vonleh misses 3-pt jump shot from 25 ft (block by A. Drummond),,40,60
171,2,2:48.0,Offensive rebound by Team,,40,60
172,2,2:48.0,,Detroit full timeout,40,60
173,2,2:48.0,B. Portis enters the game for N. Vonleh,,40,60
174,2,2:34.0,D. Valentine makes 2-pt layup from 1 ft (assist by B. Portis),,42,60
175,2,2:16.0,,Turnover by S. Johnson (bad pass; steal by J. Holiday),42,60
176,2,2:11.0,D. Valentine misses 2-pt layup from 2 ft,,42,60
177,2,2:08.0,,Defensive rebound by S. Johnson,42,60
178,2,2:06.0,,Personal foul by D. Valentine (drawn by S. Johnson),42,60
179,2,1:56.0,,I. Smith makes 2-pt jump shot from 16 ft,42,62
180,2,1:40.0,B. Portis misses 3-pt jump shot from 28 ft,,42,62
181,2,1:38.0,,Defensive rebound by A. Drummond,42,62
182,2,1:34.0,,I. Smith misses 2-pt layup from 3 ft,42,62
183,2,1:30.0,Defensive rebound by D. Valentine,,42,62
184,2,1:27.0,D. Valentine makes 3-pt jump shot from 24 ft,,45,62
185,2,1:02.0,,R. Bullock misses 3-pt jump shot from 26 ft,45,62
186,2,0:59.0,Defensive rebound by D. Valentine,,45,62
187,2,0:58.0,J. Holiday makes 2-pt dunk at rim (assist by D. Valentine),,47,62
188,2,0:39.0,,I. Smith makes 3-pt jump shot from 25 ft (assist by R. Bullock),47,65
189,2,0:39.0,,Shooting foul by C. Payne (drawn by I. Smith),47,65
190,2,0:39.0,,I. Smith makes free throw 1 of 1,47,66
191,2,0:31.0,J. Holiday misses 3-pt jump shot from 25 ft,,47,66
192,2,0:29.0,,Defensive rebound by A. Drummond,47,66
193,2,0:16.0,,Turnover by R. Bullock (bad pass; steal by D. Valentine),47,66
194,2,0:01.0,J. Holiday misses 3-pt jump shot from 23 ft,,47,66
195,2,0:01.0,Offensive rebound by Team,,47,66
196,3,11:44.0,J. Holiday misses 2-pt jump shot from 15 ft,,47,66
197,3,11:39.0,Offensive rebound by C. Felício,,47,66
198,3,11:39.0,C. Felício makes 2-pt layup from 1 ft,,49,66
199,3,11:13.0,,A. Drummond misses 2-pt layup from 4 ft,49,66
200,3,11:09.0,,Offensive rebound by A. Drummond,49,66
201,3,11:09.0,,A. Drummond makes 2-pt layup at rim,49,68
202,3,11:02.0,D. Valentine misses 2-pt jump shot from 18 ft,,49,68
203,3,10:59.0,,Defensive rebound by R. Jackson,49,68
204,3,10:50.0,,Turnover by B. Griffin (bad pass),49,68
205,3,10:39.0,N. Vonleh makes 2-pt jump shot from 16 ft (assist by D. Valentine),,51,68
206,3,10:19.0,,R. Jackson misses 3-pt jump shot from 24 ft,51,68
207,3,10:16.0,Defensive rebound by C. Felício,,51,68
208,3,9:59.0,N. Vonleh misses 2-pt layup from 3 ft,,51,68
209,3,9:55.0,Offensive rebound by C. Felício,,51,68
210,3,9:55.0,C. Felício makes 2-pt layup at rim,,53,68
211,3,9:41.0,,Personal foul by C. Payne (drawn by R. Jackson),53,68
212,3,9:35.0,,L. Kennard makes 2-pt hook shot from 7 ft,53,70
213,3,9:19.0,D. Valentine makes 2-pt jump shot from 11 ft,,55,70
214,3,9:02.0,,Shooting foul by N. Vonleh (drawn by L. Kennard),55,70
215,3,9:02.0,,L. Kennard makes free throw 1 of 2,55,71
216,3,9:02.0,,L. Kennard makes free throw 2 of 2,55,72
217,3,8:46.0,N. Vonleh makes 2-pt jump shot from 9 ft,,57,72
218,3,8:30.0,,Personal foul by J. Holiday (drawn by A. Drummond),57,72
219,3,8:20.0,,B. Griffin misses 3-pt jump shot from 27 ft,57,72
220,3,8:18.0,Defensive rebound by C. Felício,,57,72
221,3,8:14.0,D. Valentine misses 3-pt jump shot from 27 ft,,57,72
222,3,8:12.0,,Defensive rebound by Team,57,72
223,3,8:04.0,,L. Kennard misses 2-pt jump shot from 19 ft,57,72
224,3,8:02.0,Defensive rebound by J. Holiday,,57,72
225,3,7:52.0,Turnover by N. Vonleh (bad pass; steal by A. Drummond),,57,72
226,3,7:46.0,,R. Jackson misses 2-pt layup from 3 ft,57,72
227,3,7:43.0,Defensive rebound by C. Payne,,57,72
228,3,7:39.0,J. Holiday misses 3-pt jump shot from 23 ft,,57,72
229,3,7:35.0,Offensive rebound by D. Valentine,,57,72
230,3,7:33.0,N. Vonleh makes 2-pt layup from 1 ft (assist by D. Valentine),,59,72
231,3,7:33.0,,Detroit full timeout,59,72
232,3,7:33.0,D. Nwaba enters the game for D. Valentine,,59,72
233,3,7:13.0,,L. Kennard makes 2-pt layup from 2 ft (assist by B. Griffin),59,74
234,3,6:59.0,D. Nwaba misses 2-pt layup from 2 ft,,59,74
235,3,6:58.0,Offensive rebound by C. Felício,,59,74
236,3,6:44.0,C. Payne misses 2-pt layup from 3 ft,,59,74
237,3,6:41.0,Offensive rebound by C. Payne,,59,74
238,3,6:40.0,D. Nwaba misses 2-pt jump shot from 14 ft,,59,74
239,3,6:36.0,Offensive rebound by N. Vonleh,,59,74
240,3,6:34.0,N. Vonleh misses 2-pt layup from 4 ft,,59,74
241,3,6:33.0,Offensive rebound by C. Felício,,59,74
242,3,6:30.0,D. Nwaba makes 2-pt hook shot from 10 ft (assist by C. Felício),,61,74
243,3,6:15.0,,A. Drummond misses 2-pt jump shot from 10 ft,61,74
244,3,6:13.0,,Offensive rebound by A. Drummond,61,74
245,3,6:12.0,,A. Drummond misses 2-pt jump shot from 13 ft,61,74
246,3,6:12.0,Defensive rebound by J. Holiday,,61,74
247,3,6:07.0,C. Payne makes 2-pt layup at rim,,63,74
248,3,5:48.0,,R. Jackson makes 2-pt layup from 1 ft (assist by A. Drummond),63,76
249,3,5:31.0,J. Holiday misses 2-pt layup from 3 ft (block by A. Drummond),,63,76
250,3,5:27.0,,Defensive rebound by L. Kennard,63,76
251,3,5:25.0,Technical foul by D. Nwaba,,63,76
252,3,5:25.0,,A. Drummond misses flagrant free throw 1 of 2,63,76
253,3,5:25.0,,Offensive rebound by Team,63,76
254,3,5:25.0,,A. Drummond makes flagrant free throw 2 of 2,63,77
255,3,5:25.0,J. Grant enters the game for J. Holiday,,63,77
256,3,5:25.0,,I. Smith enters the game for R. Jackson,63,77
257,3,5:25.0,,J. Ennis enters the game for L. Kennard,63,77
258,3,5:14.0,,R. Bullock misses 3-pt jump shot from 28 ft,63,77
259,3,5:10.0,Defensive rebound by C. Payne,,63,77
260,3,4:53.0,N. Vonleh makes 2-pt dunk from 1 ft (assist by J. Grant),,65,77
261,3,4:43.0,,R. Bullock makes 2-pt jump shot from 17 ft (assist by B. Griffin),65,79
262,3,4:23.0,Shooting foul by J. Ennis (drawn by D. Nwaba),,65,79
263,3,4:23.0,D. Nwaba misses free throw 1 of 2,,65,79
264,3,4:23.0,Offensive rebound by Team,,65,79
265,3,4:23.0,,A. Tolliver enters the game for A. Drummond,65,79
266,3,4:23.0,B. Portis enters the game for C. Felício,,65,79
267,3,4:23.0,D. Nwaba makes free throw 2 of 2,,66,79
268,3,4:08.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by B. Griffin),66,82
269,3,4:08.0,,Shooting foul by D. Nwaba (drawn by A. Tolliver),66,82
270,3,4:08.0,,A. Tolliver makes free throw 1 of 1,66,83
271,3,3:51.0,C. Payne makes 3-pt jump shot from 25 ft (assist by J. Grant),,69,83
272,3,3:39.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),69,86
273,3,3:29.0,Personal foul by A. Tolliver (drawn by C. Payne),,69,86
274,3,3:23.0,C. Payne misses 3-pt jump shot from 25 ft,,69,86
275,3,3:19.0,Offensive rebound by N. Vonleh,,69,86
276,3,3:17.0,B. Portis misses 2-pt jump shot from 14 ft,,69,86
277,3,3:14.0,,Defensive rebound by B. Griffin,69,86
278,3,3:09.0,,A. Tolliver misses 3-pt jump shot from 28 ft,69,86
279,3,3:05.0,Defensive rebound by D. Nwaba,,69,86
280,3,3:02.0,Offensive foul by B. Portis (drawn by B. Griffin),,69,86
281,3,3:02.0,Turnover by B. Portis (offensive foul),,69,86
282,3,3:02.0,P. Zipser enters the game for N. Vonleh,,69,86
283,3,2:50.0,,Turnover by B. Griffin (bad pass),69,86
284,3,2:50.0,Chicago full timeout,,69,86
285,3,2:50.0,R. Arcidiacono enters the game for C. Payne,,69,86
286,3,2:38.0,B. Portis misses 2-pt jump shot from 18 ft,,69,86
287,3,2:34.0,,Defensive rebound by A. Tolliver,69,86
288,3,2:27.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by I. Smith),69,89
289,3,2:07.0,B. Portis makes 2-pt layup from 2 ft (assist by J. Grant),,71,89
290,3,1:41.0,,J. Ennis makes 2-pt jump shot from 15 ft (assist by I. Smith),71,91
291,3,1:19.0,P. Zipser misses 2-pt layup from 1 ft,,71,91
292,3,1:18.0,Offensive rebound by P. Zipser,,71,91
293,3,1:17.0,Turnover by P. Zipser (lost ball; steal by I. Smith),,71,91
294,3,1:05.0,,I. Smith makes 2-pt layup from 1 ft,71,93
295,3,0:51.0,B. Portis makes 2-pt jump shot from 17 ft (assist by J. Grant),,73,93
296,3,0:38.0,,Turnover by B. Griffin (bad pass; steal by D. Nwaba),73,93
297,3,0:35.0,,Offensive charge foul by D. Nwaba (drawn by A. Tolliver),73,93
298,3,0:35.0,Turnover by D. Nwaba (offensive foul),,73,93
299,3,0:35.0,,A. Drummond enters the game for B. Griffin,73,93
300,3,0:20.0,,I. Smith misses 3-pt jump shot from 25 ft,73,93
301,3,0:17.0,,Offensive rebound by A. Drummond,73,93
302,3,0:16.0,,J. Ennis makes 2-pt dunk from 1 ft (assist by A. Drummond),73,95
303,3,0:02.0,D. Nwaba makes 3-pt jump shot from 24 ft (assist by J. Grant),,76,95
304,3,0:00.0,,I. Smith misses 3-pt jump shot from 71 ft,76,95
305,3,0:00.0,,Offensive rebound by Team,76,95
306,4,11:41.0,,Turnover by L. Kennard (bad pass; steal by R. Arcidiacono),76,95
307,4,11:30.0,D. Nwaba makes 2-pt dunk from 1 ft (assist by B. Portis),,78,95
308,4,11:10.0,,J. Ennis misses 2-pt jump shot from 8 ft,78,95
309,4,11:07.0,Defensive rebound by B. Portis,,78,95
310,4,10:58.0,D. Nwaba misses 3-pt jump shot from 25 ft,,78,95
311,4,10:55.0,,Defensive rebound by A. Tolliver,78,95
312,4,10:47.0,,A. Tolliver misses 3-pt jump shot from 24 ft,78,95
313,4,10:45.0,,Offensive rebound by A. Drummond,78,95
314,4,10:43.0,,Personal foul by D. Nwaba (drawn by A. Drummond),78,95
315,4,10:43.0,D. Valentine enters the game for D. Nwaba,,78,95
316,4,10:29.0,,Shooting foul by B. Portis (drawn by R. Jackson),78,95
317,4,10:29.0,,R. Jackson misses free throw 1 of 2,78,95
318,4,10:29.0,,Offensive rebound by Team,78,95
319,4,10:29.0,,R. Jackson makes free throw 2 of 2,78,96
320,4,10:17.0,Turnover by D. Valentine (lost ball; steal by A. Drummond),,78,96
321,4,10:15.0,,Personal foul by P. Zipser (drawn by A. Drummond),78,96
322,4,9:54.0,,J. Ennis makes 2-pt layup at rim (assist by A. Drummond),78,98
323,4,9:40.0,D. Valentine misses 2-pt jump shot from 14 ft,,78,98
324,4,9:40.0,,Defensive rebound by A. Tolliver,78,98
325,4,9:25.0,,R. Jackson makes 2-pt layup from 1 ft,78,100
326,4,9:16.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by J. Grant),,81,100
327,4,8:57.0,,L. Kennard makes 2-pt layup from 1 ft (assist by A. Drummond),81,102
328,4,8:49.0,J. Grant makes 2-pt layup from 2 ft,,83,102
329,4,8:23.0,,A. Tolliver misses 2-pt layup from 1 ft,83,102
330,4,8:20.0,Defensive rebound by B. Portis,,83,102
331,4,8:17.0,D. Valentine makes 2-pt layup from 1 ft (assist by B. Portis),,85,102
332,4,8:01.0,,Detroit full timeout,85,102
333,4,8:01.0,D. Nwaba enters the game for P. Zipser,,85,102
334,4,7:54.0,,Shooting foul by D. Nwaba (drawn by R. Jackson),85,102
335,4,7:54.0,,R. Jackson makes free throw 1 of 2,85,103
336,4,7:54.0,,R. Jackson makes free throw 2 of 2,85,104
337,4,7:42.0,B. Portis misses 2-pt jump shot from 11 ft,,85,104
338,4,7:39.0,,Defensive rebound by J. Ennis,85,104
339,4,7:32.0,,A. Drummond makes 2-pt jump shot from 13 ft (assist by J. Ennis),85,106
340,4,7:21.0,J. Grant misses 2-pt jump shot from 13 ft,,85,106
341,4,7:17.0,,Defensive rebound by A. Drummond,85,106
342,4,7:05.0,,Shooting foul by J. Grant (drawn by J. Ennis),85,106
343,4,7:05.0,,J. Ennis misses free throw 1 of 2,85,106
344,4,7:05.0,,Offensive rebound by Team,85,106
345,4,7:05.0,C. Payne enters the game for R. Arcidiacono,,85,106
346,4,7:05.0,,J. Ennis makes free throw 2 of 2,85,107
347,4,6:45.0,J. Grant misses 2-pt jump shot from 8 ft,,85,107
348,4,6:42.0,,Defensive rebound by A. Drummond,85,107
349,4,6:40.0,Loose ball foul by C. Payne (drawn by J. Ennis),,85,107
350,4,6:40.0,,J. Ennis makes free throw 1 of 2,85,108
351,4,6:40.0,,J. Ennis makes free throw 2 of 2,85,109
352,4,6:26.0,D. Nwaba misses 2-pt layup from 4 ft (block by A. Tolliver),,85,109
353,4,6:24.0,,Defensive rebound by R. Jackson,85,109
354,4,6:22.0,,Turnover by R. Jackson (bad pass; steal by C. Payne),85,109
355,4,6:22.0,Personal foul by J. Ennis (drawn by C. Payne),,85,109
356,4,6:22.0,N. Vonleh enters the game for J. Grant,,85,109
357,4,6:12.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by C. Payne),,88,109
358,4,5:56.0,,R. Jackson makes 2-pt jump shot from 6 ft,88,111
359,4,5:45.0,N. Vonleh misses 3-pt jump shot from 27 ft,,88,111
360,4,5:44.0,,Defensive rebound by Team,88,111
361,4,5:37.0,,J. Ennis misses 3-pt jump shot from 23 ft,88,111
362,4,5:34.0,Defensive rebound by B. Portis,,88,111
363,4,5:23.0,B. Portis misses 3-pt jump shot from 27 ft,,88,111
364,4,5:19.0,,Defensive rebound by L. Kennard,88,111
365,4,5:14.0,,A. Tolliver misses 3-pt jump shot from 25 ft,88,111
366,4,5:12.0,,Offensive rebound by A. Drummond,88,111
367,4,5:12.0,,Personal foul by B. Portis (drawn by A. Drummond),88,111
368,4,5:12.0,,A. Drummond makes free throw 1 of 2,88,112
369,4,5:12.0,,I. Smith enters the game for R. Jackson,88,112
370,4,5:12.0,C. Felício enters the game for B. Portis,,88,112
371,4,5:12.0,,A. Drummond makes free throw 2 of 2,88,113
372,4,5:00.0,N. Vonleh misses 2-pt jump shot from 7 ft,,88,113
373,4,4:55.0,,Defensive rebound by A. Tolliver,88,113
374,4,4:39.0,,Shooting foul by C. Payne (drawn by A. Tolliver),88,113
375,4,4:39.0,,A. Tolliver makes free throw 1 of 2,88,114
376,4,4:39.0,,E. Moreland enters the game for A. Drummond,88,114
