,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
0,1,11:46.0,,D. Murray misses 2-pt jump shot from 13 ft,0,0
1,1,11:45.0,Defensive rebound by Team,,0,0
2,1,11:25.0,A. Wiggins misses 2-pt jump shot from 13 ft,,0,0
3,1,11:21.0,,Defensive rebound by K. Anderson,0,0
4,1,11:11.0,,D. Green makes 2-pt jump shot from 22 ft (assist by L. Aldridge),0,2
5,1,10:58.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),,2,2
6,1,10:38.0,,D. Green misses 3-pt jump shot from 24 ft,2,2
7,1,10:37.0,Defensive rebound by Team,,2,2
8,1,10:29.0,J. Teague makes 2-pt layup at rim (assist by K. Towns),,4,2
9,1,10:07.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by D. Green),4,5
10,1,9:51.0,Personal foul by L. Aldridge (drawn by J. Teague),,4,5
11,1,9:45.0,A. Wiggins makes 2-pt jump shot from 5 ft,,6,5
12,1,9:45.0,Shooting foul by D. Green (drawn by A. Wiggins),,6,5
13,1,9:45.0,A. Wiggins makes free throw 1 of 1,,7,5
14,1,9:31.0,,D. Green misses 2-pt jump shot from 10 ft,7,5
15,1,9:29.0,Defensive rebound by N. Bjelica,,7,5
16,1,9:21.0,T. Gibson makes 2-pt hook shot from 3 ft (assist by J. Teague),,9,5
17,1,9:05.0,,D. Green misses 3-pt jump shot from 25 ft,9,5
18,1,9:02.0,Defensive rebound by N. Bjelica,,9,5
19,1,8:59.0,Turnover by N. Bjelica (lost ball; steal by D. Murray),,9,5
20,1,8:52.0,,D. Green misses 2-pt layup from 2 ft,9,5
21,1,8:49.0,Defensive rebound by N. Bjelica,,9,5
22,1,8:46.0,N. Bjelica misses 3-pt jump shot from 25 ft,,9,5
23,1,8:46.0,,Defensive rebound by D. Murray,9,5
24,1,8:38.0,,L. Aldridge misses 3-pt jump shot from 25 ft,9,5
25,1,8:38.0,Defensive rebound by A. Wiggins,,9,5
26,1,8:28.0,Offensive foul by T. Gibson (drawn by P. Mills),,9,5
27,1,8:28.0,Turnover by T. Gibson (offensive foul),,9,5
28,1,8:16.0,,Shooting foul by K. Towns (drawn by L. Aldridge),9,5
29,1,8:16.0,,L. Aldridge makes free throw 1 of 2,9,6
30,1,8:16.0,,L. Aldridge makes free throw 2 of 2,9,7
31,1,8:03.0,Turnover by A. Wiggins (lost ball; steal by D. Murray),,9,7
32,1,8:00.0,,D. Green misses 3-pt jump shot from 25 ft,9,7
33,1,7:57.0,Defensive rebound by T. Gibson,,9,7
34,1,7:46.0,Personal foul by D. Murray (drawn by A. Wiggins),,9,7
35,1,7:37.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),,11,7
36,1,7:24.0,,P. Mills misses 3-pt jump shot from 25 ft,11,7
37,1,7:21.0,Defensive rebound by N. Bjelica,,11,7
38,1,7:12.0,Turnover by T. Gibson (lost ball; steal by K. Anderson),,11,7
39,1,7:05.0,,D. Murray misses 2-pt layup from 2 ft,11,7
40,1,7:02.0,Defensive rebound by N. Bjelica,,11,7
41,1,6:51.0,A. Wiggins makes 2-pt layup from 1 ft (assist by N. Bjelica),,13,7
42,1,6:49.0,,San Antonio full timeout,13,7
43,1,6:38.0,,Turnover by D. Murray (bad pass; steal by J. Teague),13,7
44,1,6:34.0,J. Teague makes 2-pt dunk at rim,,15,7
45,1,6:16.0,,L. Aldridge misses 2-pt jump shot from 11 ft,15,7
46,1,6:15.0,,Offensive rebound by Team,15,7
47,1,6:03.0,,L. Aldridge misses 2-pt hook shot from 4 ft,15,7
48,1,5:57.0,,Offensive rebound by D. Green,15,7
49,1,5:57.0,,D. Green makes 2-pt dunk at rim,15,9
50,1,5:44.0,A. Wiggins misses 2-pt jump shot from 12 ft,,15,9
51,1,5:40.0,,Defensive rebound by K. Anderson,15,9
52,1,5:33.0,,D. Green makes 2-pt layup from 1 ft (assist by P. Mills),15,11
53,1,5:20.0,N. Bjelica makes 2-pt jump shot from 4 ft (assist by A. Wiggins),,17,11
54,1,5:01.0,,D. Green misses 3-pt jump shot from 22 ft,17,11
55,1,4:58.0,,Offensive rebound by D. Murray,17,11
56,1,4:56.0,,D. Murray misses 2-pt layup from 2 ft,17,11
57,1,4:56.0,,Offensive rebound by L. Aldridge,17,11
58,1,4:51.0,,L. Aldridge misses 2-pt layup at rim,17,11
59,1,4:49.0,,Offensive rebound by D. Murray,17,11
60,1,4:49.0,,D. Murray misses 2-pt layup at rim,17,11
61,1,4:49.0,Defensive rebound by K. Towns,,17,11
62,1,4:49.0,Shooting block foul by P. Mills (drawn by J. Teague),,17,11
63,1,4:49.0,J. Teague makes free throw 1 of 2,,18,11
64,1,4:49.0,,T. Parker enters the game for K. Anderson,18,11
65,1,4:49.0,,M. Ginóbili enters the game for P. Mills,18,11
66,1,4:49.0,,P. Gasol enters the game for D. Murray,18,11
67,1,4:49.0,J. Crawford enters the game for N. Bjelica,,18,11
68,1,4:49.0,J. Teague makes free throw 2 of 2,,19,11
69,1,4:29.0,,L. Aldridge misses 2-pt jump shot from 8 ft,19,11
70,1,4:28.0,Defensive rebound by Team,,19,11
71,1,4:14.0,Turnover by K. Towns (bad pass; steal by T. Parker),,19,11
72,1,4:07.0,,Shooting foul by J. Teague (drawn by L. Aldridge),19,11
73,1,4:07.0,,L. Aldridge makes free throw 1 of 2,19,12
74,1,4:07.0,,B. Forbes enters the game for D. Green,19,12
75,1,4:07.0,,L. Aldridge makes free throw 2 of 2,19,13
76,1,3:53.0,T. Gibson misses 2-pt layup from 2 ft,,19,13
77,1,3:51.0,,Defensive rebound by L. Aldridge,19,13
78,1,3:38.0,,B. Forbes misses 3-pt jump shot from 25 ft,19,13
79,1,3:36.0,Defensive rebound by J. Teague,,19,13
80,1,3:23.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by J. Teague),,22,13
81,1,3:08.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by M. Ginóbili),22,15
82,1,3:03.0,Minnesota full timeout,,22,15
83,1,3:03.0,,R. Gay enters the game for L. Aldridge,22,15
84,1,3:03.0,T. Jones enters the game for J. Teague,,22,15
85,1,3:03.0,G. Dieng enters the game for K. Towns,,22,15
86,1,2:45.0,G. Dieng misses 2-pt layup from 3 ft (block by R. Gay),,22,15
87,1,2:44.0,,Defensive rebound by M. Ginóbili,22,15
88,1,2:44.0,,Personal foul by G. Dieng (drawn by M. Ginóbili),22,15
89,1,2:25.0,,P. Gasol misses 2-pt jump shot from 2 ft,22,15
90,1,2:23.0,Defensive rebound by G. Dieng,,22,15
