,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
0,1,11:46.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by E. Freedom),0,2
1,1,11:27.0,Personal foul by J. Jack (drawn by W. Chandler),,0,2
2,1,11:18.0,G. Harris misses 2-pt jump shot from 15 ft,,0,2
3,1,11:13.0,Offensive rebound by P. Millsap,,0,2
4,1,11:08.0,J. Murray misses 3-pt jump shot from 25 ft,,0,2
5,1,11:05.0,,Defensive rebound by E. Freedom,0,2
6,1,10:48.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,0,2
7,1,10:45.0,Defensive rebound by J. Murray,,0,2
8,1,10:32.0,G. Harris misses 3-pt jump shot from 25 ft,,0,2
9,1,10:28.0,,Defensive rebound by J. Jack,0,2
10,1,10:24.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),0,4
11,1,9:56.0,Turnover by J. Murray (traveling),,0,4
12,1,9:48.0,,Personal foul by N. Jokić (drawn by K. Porziņģis),0,4
13,1,9:32.0,,Shooting foul by P. Millsap (drawn by E. Freedom),0,4
14,1,9:32.0,,E. Freedom makes free throw 1 of 2,0,5
15,1,9:32.0,,E. Freedom makes free throw 2 of 2,0,6
16,1,9:19.0,N. Jokić misses 2-pt jump shot from 18 ft,,0,6
17,1,9:17.0,,Defensive rebound by Team,0,6
18,1,9:00.0,,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by J. Jack),0,9
19,1,8:44.0,N. Jokić makes 3-pt jump shot from 23 ft (assist by J. Murray),,3,9
20,1,8:29.0,,K. Porziņģis makes 2-pt dunk at rim (assist by E. Freedom),3,11
21,1,8:29.0,Denver full timeout,,3,11
22,1,8:04.0,J. Murray misses 2-pt layup from 2 ft,,3,11
23,1,8:02.0,,Defensive rebound by K. Porziņģis,3,11
24,1,7:50.0,,K. Porziņģis makes 3-pt jump shot from 32 ft (assist by C. Lee),3,14
25,1,7:33.0,G. Harris makes 3-pt jump shot from 25 ft (assist by P. Millsap),,6,14
26,1,7:15.0,,K. Porziņģis misses 2-pt layup from 1 ft (block by P. Millsap),6,14
27,1,7:12.0,Defensive rebound by N. Jokić,,6,14
28,1,7:07.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),,9,14
29,1,6:52.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Lee),9,17
30,1,6:36.0,G. Harris misses 3-pt jump shot from 25 ft,,9,17
31,1,6:34.0,,Defensive rebound by E. Freedom,9,17
32,1,6:23.0,,J. Jack makes 2-pt jump shot from 6 ft,9,19
33,1,6:10.0,W. Chandler misses 2-pt jump shot from 4 ft,,9,19
34,1,6:06.0,,Defensive rebound by J. Jack,9,19
35,1,6:04.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Jack),9,22
36,1,6:02.0,Denver full timeout,,9,22
37,1,6:02.0,W. Barton enters the game for W. Chandler,,9,22
38,1,6:02.0,M. Plumlee enters the game for N. Jokić,,9,22
39,1,6:02.0,E. Mudiay enters the game for J. Murray,,9,22
40,1,5:42.0,Turnover by E. Mudiay (bad pass; steal by C. Lee),,9,22
41,1,5:37.0,,Turnover by K. Porziņģis (out of bounds lost ball),9,22
42,1,5:22.0,P. Millsap misses 2-pt jump shot from 7 ft,,9,22
43,1,5:18.0,,Defensive rebound by E. Freedom,9,22
44,1,5:00.0,,E. Freedom makes 2-pt hook shot from 11 ft,9,24
45,1,4:50.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by W. Barton),,12,24
46,1,4:29.0,,K. Porziņģis misses 3-pt jump shot from 29 ft,12,24
47,1,4:26.0,Defensive rebound by M. Plumlee,,12,24
48,1,4:19.0,Turnover by M. Plumlee (bad pass; steal by J. Jack),,12,24
49,1,4:10.0,,E. Freedom makes 2-pt hook shot from 4 ft (assist by J. Jack),12,26
50,1,3:50.0,P. Millsap misses 2-pt jump shot from 7 ft,,12,26
51,1,3:48.0,,Defensive rebound by K. Porziņģis,12,26
52,1,3:40.0,,K. Porziņģis misses 2-pt layup from 1 ft,12,26
53,1,3:38.0,Defensive rebound by P. Millsap,,12,26
54,1,3:33.0,G. Harris misses 3-pt jump shot from 22 ft,,12,26
55,1,3:29.0,Offensive rebound by W. Barton,,12,26
56,1,3:29.0,W. Barton makes 2-pt layup from 1 ft,,14,26
57,1,3:11.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,14,26
58,1,3:08.0,Defensive rebound by W. Barton,,14,26
59,1,3:01.0,E. Mudiay misses 2-pt layup from 2 ft,,14,26
60,1,2:59.0,,Defensive rebound by T. Hardaway,14,26
61,1,2:45.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by J. Jack),14,29
62,1,2:33.0,Personal foul by E. Freedom (drawn by W. Barton),,14,29
63,1,2:33.0,,F. Ntilikina enters the game for K. Porziņģis,14,29
64,1,2:33.0,,M. Beasley enters the game for J. Jack,14,29
65,1,2:33.0,,D. McDermott enters the game for C. Lee,14,29
66,1,2:33.0,D. Arthur enters the game for P. Millsap,,14,29
67,1,2:33.0,M. Beasley enters the game for G. Harris,,14,29
68,1,2:27.0,M. Plumlee misses 2-pt dunk from 1 ft,,14,29
69,1,2:20.0,,Defensive rebound by M. Beasley,14,29
70,1,2:18.0,,Turnover by M. Beasley (bad pass; steal by W. Barton),14,29
71,1,2:16.0,W. Barton makes 2-pt layup at rim,,16,29
72,1,2:04.0,,Turnover by M. Beasley (bad pass; steal by D. Arthur),16,29
73,1,1:59.0,W. Barton makes 2-pt layup from 1 ft,,18,29
74,1,1:44.0,,E. Freedom makes 2-pt jump shot from 12 ft (assist by T. Hardaway),18,31
75,1,1:32.0,Shooting foul by E. Freedom (drawn by E. Mudiay),,18,31
76,1,1:32.0,E. Mudiay makes free throw 1 of 2,,19,31
77,1,1:32.0,,D. Dotson enters the game for T. Hardaway,19,31
78,1,1:32.0,,K. O'Quinn enters the game for E. Freedom,19,31
79,1,1:32.0,E. Mudiay makes free throw 2 of 2,,20,31
80,1,1:16.0,,Turnover by F. Ntilikina (bad pass; steal by E. Mudiay),20,31
81,1,1:11.0,M. Plumlee makes 2-pt jump shot from 1 ft (assist by W. Barton),,22,31
82,1,1:11.0,Shooting foul by F. Ntilikina (drawn by M. Plumlee),,22,31
83,1,1:11.0,M. Plumlee misses free throw 1 of 1,,22,31
84,1,1:11.0,,Defensive rebound by K. O'Quinn,22,31
85,1,0:51.0,,F. Ntilikina misses 2-pt jump shot from 16 ft,22,31
86,1,0:50.0,,Offensive rebound by K. O'Quinn,22,31
87,1,0:50.0,,Shooting foul by M. Plumlee (drawn by K. O'Quinn),22,31
88,1,0:50.0,,K. O'Quinn misses free throw 1 of 2,22,31
89,1,0:50.0,,Offensive rebound by Team,22,31
90,1,0:50.0,,K. O'Quinn makes free throw 2 of 2,22,32
91,1,0:32.0,W. Barton misses 2-pt layup from 3 ft (block by K. O'Quinn),,22,32
92,1,0:28.0,,Defensive rebound by D. Dotson,22,32
93,1,0:14.0,,M. Beasley misses 3-pt jump shot from 25 ft,22,32
94,1,0:10.0,,Offensive rebound by D. Dotson,22,32
95,1,0:07.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Dotson),22,35
96,1,0:01.0,E. Mudiay makes 3-pt jump shot from 31 ft,,25,35
97,2,11:45.0,D. Arthur misses 3-pt jump shot from 25 ft,,25,35
98,2,11:41.0,,Defensive rebound by F. Ntilikina,25,35
99,2,11:27.0,,D. McDermott misses 2-pt layup at rim,25,35
100,2,11:27.0,,Offensive rebound by K. O'Quinn,25,35
101,2,11:27.0,,Personal foul by M. Plumlee (drawn by K. O'Quinn),25,35
102,2,11:18.0,,D. McDermott misses 2-pt layup from 1 ft,25,35
103,2,11:15.0,Defensive rebound by M. Plumlee,,25,35
104,2,11:05.0,E. Mudiay makes 3-pt jump shot from 24 ft,,28,35
105,2,10:51.0,,M. Beasley makes 2-pt layup from 1 ft (assist by K. O'Quinn),28,37
106,2,10:29.0,W. Barton misses 2-pt layup from 1 ft,,28,37
107,2,10:26.0,,Defensive rebound by D. Dotson,28,37
108,2,10:23.0,,D. McDermott misses 3-pt jump shot from 24 ft,28,37
109,2,10:18.0,Defensive rebound by E. Mudiay,,28,37
110,2,10:17.0,Personal foul by F. Ntilikina (drawn by E. Mudiay),,28,37
111,2,10:17.0,K. Faried enters the game for M. Plumlee,,28,37
112,2,10:11.0,E. Mudiay misses 2-pt layup from 2 ft (block by K. O'Quinn),,28,37
113,2,10:07.0,,Defensive rebound by K. O'Quinn,28,37
114,2,10:00.0,,D. McDermott makes 2-pt jump shot from 3 ft (assist by D. Dotson),28,39
115,2,9:42.0,M. Beasley misses 2-pt layup from 1 ft (block by K. O'Quinn),,28,39
116,2,9:38.0,,Defensive rebound by D. Dotson,28,39
117,2,9:34.0,,Shooting foul by M. Beasley (drawn by K. O'Quinn),28,39
118,2,9:34.0,,K. O'Quinn makes free throw 1 of 2,28,40
119,2,9:34.0,,K. O'Quinn makes free throw 2 of 2,28,41
120,2,9:17.0,D. Arthur misses 3-pt jump shot from 23 ft,,28,41
121,2,9:14.0,,Defensive rebound by D. Dotson,28,41
122,2,9:10.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,28,41
123,2,9:04.0,Defensive rebound by W. Barton,,28,41
124,2,8:58.0,Turnover by D. Arthur (lost ball; steal by F. Ntilikina),,28,41
125,2,8:56.0,,Shooting foul by M. Beasley (drawn by K. O'Quinn),28,41
126,2,8:56.0,,K. O'Quinn makes free throw 1 of 2,28,42
127,2,8:56.0,N. Jokić enters the game for D. Arthur,,28,42
128,2,8:56.0,,K. O'Quinn makes free throw 2 of 2,28,43
129,2,8:42.0,N. Jokić makes 2-pt jump shot from 10 ft,,30,43
130,2,8:29.0,,Personal foul by K. Faried (drawn by M. Beasley),30,43
131,2,8:24.0,,Personal foul by M. Beasley (drawn by K. O'Quinn),30,43
132,2,8:24.0,,K. O'Quinn makes free throw 1 of 2,30,44
133,2,8:24.0,G. Harris enters the game for M. Beasley,,30,44
134,2,8:24.0,,K. O'Quinn makes free throw 2 of 2,30,45
135,2,8:09.0,Turnover by N. Jokić (lost ball; steal by F. Ntilikina),,30,45
136,2,8:04.0,,D. Dotson misses 3-pt jump shot from 22 ft,30,45
137,2,8:03.0,,Offensive rebound by Team,30,45
138,2,7:52.0,,K. O'Quinn makes 2-pt jump shot from 12 ft,30,47
139,2,7:41.0,N. Jokić misses 3-pt jump shot from 26 ft,,30,47
140,2,7:37.0,,Defensive rebound by D. McDermott,30,47
141,2,7:31.0,Offensive charge foul by F. Ntilikina (drawn by N. Jokić),,30,47
142,2,7:31.0,,Turnover by F. Ntilikina (offensive foul),30,47
143,2,7:31.0,,J. Jack enters the game for F. Ntilikina,30,47
144,2,7:20.0,Shooting foul by K. O'Quinn (drawn by W. Barton),,30,47
145,2,7:20.0,W. Barton misses free throw 1 of 2,,30,47
146,2,7:20.0,Offensive rebound by Team,,30,47
147,2,7:20.0,,C. Lee enters the game for D. Dotson,30,47
148,2,7:20.0,W. Barton makes free throw 2 of 2,,31,47
149,2,7:04.0,,M. Beasley makes 2-pt layup from 3 ft,31,49
150,2,7:04.0,,Shooting foul by K. Faried (drawn by M. Beasley),31,49
151,2,7:04.0,,M. Beasley misses free throw 1 of 1,31,49
152,2,6:59.0,Defensive rebound by K. Faried,,31,49
153,2,6:59.0,Shooting foul by D. McDermott (drawn by W. Barton),,31,49
154,2,6:59.0,,New York full timeout,31,49
155,2,6:59.0,,E. Freedom enters the game for K. O'Quinn,31,49
156,2,6:59.0,P. Millsap enters the game for K. Faried,,31,49
157,2,6:59.0,W. Barton makes free throw 1 of 2,,32,49
158,2,6:59.0,W. Barton misses free throw 2 of 2,,32,49
159,2,6:56.0,,Defensive rebound by E. Freedom,32,49
160,2,6:41.0,,K. Porziņģis enters the game for M. Beasley,32,49
161,2,6:41.0,W. Chandler enters the game for E. Mudiay,,32,49
