,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
0,1,11:48.0,,Turnover by A. Horford (bad pass; steal by C. Lee),0,0
1,1,11:30.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,0,0
2,1,11:26.0,,Defensive rebound by J. Brown,0,0
3,1,11:15.0,,J. Tatum misses 3-pt jump shot from 23 ft,0,0
4,1,11:12.0,Defensive rebound by R. Sessions,,0,0
5,1,11:06.0,R. Sessions makes 2-pt hook shot from 4 ft,,2,0
6,1,10:48.0,,A. Baynes misses 2-pt jump shot from 13 ft,2,0
7,1,10:48.0,,Offensive rebound by J. Tatum,2,0
8,1,10:43.0,,J. Tatum makes 2-pt dunk at rim,2,2
9,1,10:24.0,T. Hardaway misses 2-pt jump shot from 19 ft,,2,2
10,1,10:20.0,,Defensive rebound by A. Horford,2,2
11,1,10:10.0,,K. Irving misses 2-pt jump shot from 11 ft,2,2
12,1,10:08.0,Defensive rebound by E. Freedom,,2,2
13,1,10:00.0,Turnover by E. Freedom (lost ball; steal by K. Irving),,2,2
14,1,9:57.0,,K. Irving makes 2-pt layup at rim,2,4
15,1,9:41.0,K. Porziņģis misses 2-pt layup from 3 ft,,2,4
16,1,9:41.0,Offensive rebound by E. Freedom,,2,4
17,1,9:37.0,Turnover by E. Freedom (turnover; steal by A. Baynes),,2,4
18,1,9:33.0,,J. Tatum misses 2-pt jump shot from 3 ft,2,4
19,1,9:30.0,Defensive rebound by E. Freedom,,2,4
20,1,9:21.0,C. Lee makes 2-pt jump shot from 1 ft (assist by R. Sessions),,4,4
21,1,9:12.0,,Offensive foul by J. Tatum (drawn by R. Sessions),4,4
22,1,9:12.0,,Turnover by J. Tatum (offensive foul),4,4
23,1,8:58.0,E. Freedom misses 2-pt layup from 3 ft (block by J. Brown),,4,4
24,1,8:54.0,Offensive rebound by E. Freedom,,4,4
25,1,8:53.0,E. Freedom misses 2-pt layup from 2 ft (block by A. Horford),,4,4
26,1,8:53.0,,Defensive rebound by A. Horford,4,4
27,1,8:48.0,,A. Baynes makes 2-pt hook shot at rim (assist by A. Horford),4,6
28,1,8:32.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by R. Sessions),,6,6
29,1,8:10.0,,J. Brown misses 3-pt jump shot from 22 ft,6,6
30,1,8:07.0,Defensive rebound by E. Freedom,,6,6
31,1,7:59.0,R. Sessions misses 2-pt layup from 5 ft,,6,6
32,1,7:52.0,Offensive rebound by E. Freedom,,6,6
33,1,7:52.0,E. Freedom makes 2-pt layup at rim,,8,6
34,1,7:35.0,,A. Horford misses 3-pt jump shot from 25 ft,8,6
35,1,7:33.0,Defensive rebound by E. Freedom,,8,6
36,1,7:20.0,Personal foul by J. Brown (drawn by K. Porziņģis),,8,6
37,1,7:12.0,K. Porziņģis misses 2-pt jump shot from 22 ft,,8,6
38,1,7:09.0,Offensive rebound by E. Freedom,,8,6
39,1,6:58.0,E. Freedom misses 2-pt hook shot from 5 ft (block by J. Tatum),,8,6
40,1,6:56.0,,Defensive rebound by A. Horford,8,6
41,1,6:52.0,,J. Brown makes 2-pt layup at rim (assist by K. Irving),8,8
42,1,6:52.0,,Shooting foul by C. Lee (drawn by J. Brown),8,8
43,1,6:52.0,,Boston full timeout,8,8
44,1,6:52.0,,J. Brown makes free throw 1 of 1,8,9
45,1,6:39.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Lee),,10,9
46,1,6:39.0,Shooting foul by A. Baynes (drawn by E. Freedom),,10,9
47,1,6:39.0,E. Freedom misses free throw 1 of 1,,10,9
