,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
58,1,4:12.0,P. Millsap makes free throw 1 of 2,,26,18
59,1,4:12.0,P. Millsap makes free throw 2 of 2,,27,18
60,1,3:50.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by C. Payne),27,21
61,1,3:40.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Harris),,29,21
62,1,3:32.0,,D. Nwaba misses 3-pt jump shot from 25 ft,29,21
63,1,3:32.0,Defensive rebound by P. Millsap,,29,21
64,1,3:25.0,W. Chandler misses 2-pt layup at rim (block by D. Nwaba),,29,21
65,1,3:22.0,,Defensive rebound by B. Portis,29,21
66,1,3:16.0,,J. Grant enters the game for C. Payne,29,21
67,1,3:16.0,,Chicago full timeout,29,21
68,1,3:16.0,,N. Vonleh enters the game for C. Felício,29,21
69,1,3:16.0,,A. Blakeney enters the game for J. Holiday,29,21
70,1,3:00.0,,D. Nwaba misses 2-pt dunk at rim,29,21
71,1,2:58.0,Defensive rebound by D. Harris,,29,21
72,1,2:56.0,D. Harris misses 3-pt jump shot from 26 ft,,29,21
73,1,2:56.0,,Defensive rebound by N. Vonleh,29,21
74,1,2:42.0,,Turnover by B. Portis (bad pass; steal by D. Harris),29,21
75,1,2:40.0,Turnover by P. Millsap (bad pass),,29,21
76,1,2:40.0,J. Murray enters the game for W. Barton,,29,21
77,1,2:30.0,,A. Blakeney misses 2-pt jump shot from 21 ft,29,21
78,1,2:27.0,Defensive rebound by P. Millsap,,29,21
79,1,2:07.0,D. Harris makes 2-pt layup at rim (assist by J. Murray),,31,21
80,1,1:55.0,,B. Portis misses 3-pt jump shot from 25 ft,31,21
81,1,1:53.0,Defensive rebound by J. Murray,,31,21
82,1,1:43.0,J. Murray misses 2-pt layup from 2 ft,,31,21
83,1,1:41.0,,Defensive rebound by B. Portis,31,21
84,1,1:39.0,,Personal foul by P. Millsap (drawn by J. Grant),31,21
85,1,1:39.0,T. Craig enters the game for P. Millsap,,31,21
86,1,1:39.0,N. Jokić enters the game for W. Chandler,,31,21
87,1,1:34.0,,B. Portis makes 2-pt jump shot from 13 ft (assist by J. Grant),31,23
88,1,1:15.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,33,23
89,1,1:13.0,,Turnover by N. Vonleh (bad pass),33,23
90,1,0:57.0,N. Jokić makes 2-pt jump shot from 8 ft,,35,23
91,1,0:57.0,Shooting foul by D. Nwaba (drawn by N. Jokić),,35,23
92,1,0:57.0,N. Jokić makes free throw 1 of 1,,36,23
93,1,0:46.0,,B. Portis makes 2-pt jump shot from 15 ft (assist by J. Grant),36,25
94,1,0:34.0,D. Harris makes 3-pt jump shot from 25 ft (assist by T. Craig),,39,25
95,1,0:29.0,,J. Grant misses 3-pt jump shot from 25 ft,39,25
96,1,0:26.0,Defensive rebound by M. Plumlee,,39,25
97,1,0:07.0,D. Harris misses 3-pt jump shot from 26 ft,,39,25
98,1,0:04.0,,Defensive rebound by B. Portis,39,25
99,2,11:46.0,,B. Portis makes 2-pt jump shot from 10 ft,39,27
100,2,11:46.0,,Shooting foul by T. Lyles (drawn by B. Portis),39,27
101,2,11:46.0,,B. Portis makes free throw 1 of 1,39,28
102,2,11:31.0,J. Murray misses 2-pt jump shot from 15 ft,,39,28
103,2,11:28.0,,Defensive rebound by B. Portis,39,28
104,2,11:12.0,,N. Vonleh misses 3-pt jump shot from 23 ft,39,28
105,2,11:09.0,Defensive rebound by T. Craig,,39,28
106,2,11:02.0,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),,41,28
107,2,10:51.0,,B. Portis misses 2-pt hook shot from 8 ft,41,28
108,2,10:51.0,Defensive rebound by N. Jokić,,41,28
109,2,10:38.0,N. Jokić makes 2-pt layup from 1 ft (assist by D. Harris),,43,28
110,2,10:28.0,,N. Vonleh misses 3-pt jump shot from 25 ft,43,28
111,2,10:28.0,Defensive rebound by J. Murray,,43,28
112,2,10:09.0,N. Jokić makes 2-pt jump shot from 15 ft,,45,28
113,2,10:09.0,,Chicago full timeout,45,28
114,2,9:58.0,,Shooting foul by T. Craig (drawn by D. Nwaba),45,28
115,2,9:58.0,,D. Nwaba makes free throw 1 of 2,45,29
116,2,9:58.0,,D. Nwaba misses free throw 2 of 2,45,29
117,2,9:52.0,Defensive rebound by T. Craig,,45,29
118,2,9:32.0,J. Murray makes 3-pt jump shot from 23 ft,,48,29
119,2,9:21.0,,N. Vonleh makes 2-pt jump shot from 4 ft (assist by J. Grant),48,31
120,2,9:10.0,Personal foul by N. Vonleh (drawn by N. Jokić),,48,31
121,2,8:59.0,Shooting foul by D. Nwaba (drawn by J. Murray),,48,31
122,2,8:59.0,J. Murray makes free throw 1 of 2,,49,31
123,2,8:59.0,J. Murray makes free throw 2 of 2,,50,31
124,2,8:44.0,,J. Grant makes 2-pt jump shot from 12 ft (assist by B. Portis),50,33
125,2,8:30.0,Personal foul by A. Blakeney (drawn by N. Jokić),,50,33
126,2,8:17.0,T. Lyles misses 3-pt jump shot from 25 ft,,50,33
127,2,8:11.0,Offensive rebound by T. Craig,,50,33
128,2,8:09.0,T. Craig misses 2-pt layup from 3 ft (block by N. Vonleh),,50,33
129,2,8:09.0,,Defensive rebound by N. Vonleh,50,33
130,2,8:00.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by N. Vonleh),50,35
131,2,7:54.0,Shooting foul by D. Nwaba (drawn by T. Craig),,50,35
132,2,7:54.0,T. Craig makes free throw 1 of 2,,51,35
133,2,7:54.0,,D. Valentine enters the game for D. Nwaba,51,35
134,2,7:54.0,T. Craig misses free throw 2 of 2,,51,35
135,2,7:51.0,,Defensive rebound by B. Portis,51,35
136,2,7:41.0,W. Barton enters the game for N. Jokić,,51,35
137,2,7:41.0,M. Plumlee enters the game for J. Murray,,51,35
138,2,7:35.0,,J. Grant makes 2-pt jump shot from 16 ft,51,37
139,2,7:20.0,W. Barton makes 2-pt jump shot from 22 ft,,53,37
140,2,7:10.0,,J. Grant misses 2-pt jump shot from 11 ft,53,37
141,2,7:10.0,,Offensive rebound by B. Portis,53,37
142,2,7:04.0,,B. Portis misses 2-pt layup from 1 ft,53,37
143,2,7:02.0,Defensive rebound by T. Lyles,,53,37
144,2,6:56.0,,J. Holiday enters the game for J. Grant,53,37
145,2,6:56.0,,C. Payne enters the game for A. Blakeney,53,37
146,2,6:56.0,P. Millsap enters the game for T. Lyles,,53,37
147,2,6:56.0,W. Chandler enters the game for T. Craig,,53,37
148,2,6:48.0,D. Harris makes 3-pt jump shot from 25 ft,,56,37
149,2,6:34.0,,Shooting foul by P. Millsap (drawn by B. Portis),56,37
150,2,6:34.0,,B. Portis makes free throw 1 of 2,56,38
151,2,6:34.0,,P. Zipser enters the game for N. Vonleh,56,38
152,2,6:34.0,,B. Portis makes free throw 2 of 2,56,39
153,2,6:22.0,Turnover by D. Harris (lost ball; steal by C. Payne),,56,39
154,2,6:22.0,,Personal foul by D. Harris (drawn by C. Payne),56,39
155,2,6:22.0,,C. Felício enters the game for B. Portis,56,39
156,2,6:07.0,,D. Valentine misses 2-pt jump shot from 6 ft,56,39
157,2,6:04.0,Defensive rebound by D. Harris,,56,39
158,2,5:57.0,Personal foul by C. Payne (drawn by P. Millsap),,56,39
159,2,5:57.0,P. Millsap makes free throw 1 of 2,,57,39
160,2,5:57.0,P. Millsap misses free throw 2 of 2,,57,39
161,2,5:53.0,Offensive rebound by W. Chandler,,57,39
162,2,5:52.0,W. Chandler makes 2-pt layup from 1 ft,,59,39
163,2,5:52.0,,Chicago full timeout,59,39
164,2,5:43.0,,J. Holiday misses 3-pt jump shot from 25 ft,59,39
165,2,5:39.0,Defensive rebound by W. Barton,,59,39
166,2,5:27.0,D. Harris makes 2-pt layup from 1 ft (assist by W. Barton),,61,39
167,2,5:27.0,Shooting foul by C. Payne (drawn by D. Harris),,61,39
168,2,5:27.0,,J. Grant enters the game for C. Payne,61,39
169,2,5:27.0,D. Harris makes free throw 1 of 1,,62,39
170,2,5:11.0,,Turnover by J. Holiday (bad pass; steal by P. Millsap),62,39
171,2,5:06.0,W. Barton makes 2-pt layup from 1 ft (assist by P. Millsap),,64,39
172,2,4:58.0,,D. Valentine misses 3-pt jump shot from 25 ft,64,39
173,2,4:55.0,Defensive rebound by M. Plumlee,,64,39
174,2,4:48.0,Turnover by P. Millsap (bad pass; steal by D. Valentine),,64,39
175,2,4:46.0,,Shooting foul by W. Chandler (drawn by D. Valentine),64,39
176,2,4:46.0,,D. Valentine misses free throw 1 of 2,64,39
177,2,4:46.0,,Offensive rebound by Team,64,39
178,2,4:46.0,N. Jokić enters the game for M. Plumlee,,64,39
179,2,4:46.0,J. Murray enters the game for D. Harris,,64,39
180,2,4:46.0,,D. Valentine misses free throw 2 of 2,64,39
181,2,4:43.0,Defensive rebound by N. Jokić,,64,39
182,2,4:27.0,Turnover by W. Chandler (bad pass; steal by J. Grant),,64,39
183,2,4:22.0,,C. Felício makes 2-pt dunk at rim (assist by J. Grant),64,41
184,2,4:10.0,Turnover by J. Murray (bad pass; steal by D. Valentine),,64,41
185,2,4:04.0,,J. Holiday misses 3-pt jump shot from 25 ft,64,41
186,2,4:01.0,Defensive rebound by P. Millsap,,64,41
187,2,3:50.0,Turnover by J. Murray (traveling),,64,41
188,2,3:40.0,,Turnover by D. Valentine (traveling),64,41
189,2,3:35.0,Turnover by N. Jokić (bad pass; steal by D. Valentine),,64,41
190,2,3:30.0,,P. Zipser misses 3-pt jump shot from 23 ft,64,41
191,2,3:27.0,Defensive rebound by P. Millsap,,64,41
192,2,3:07.0,N. Jokić misses 2-pt jump shot from 11 ft,,64,41
193,2,3:07.0,Offensive rebound by Team,,64,41
194,2,3:07.0,,Loose ball foul by J. Holiday (drawn by W. Chandler),64,41
195,2,3:07.0,W. Chandler makes free throw 1 of 2,,65,41
196,2,3:07.0,W. Chandler makes free throw 2 of 2,,66,41
197,2,2:55.0,,D. Valentine makes 3-pt jump shot from 23 ft (assist by J. Grant),66,44
198,2,2:44.0,W. Barton makes 2-pt layup from 1 ft,,68,44
199,2,2:29.0,,P. Zipser misses 2-pt jump shot from 2 ft (block by P. Millsap),68,44
200,2,2:29.0,,Offensive rebound by Team,68,44
201,2,2:26.0,,D. Valentine misses 3-pt jump shot from 22 ft,68,44
202,2,2:24.0,Defensive rebound by P. Millsap,,68,44
203,2,2:15.0,N. Jokić misses 2-pt jump shot from 15 ft,,68,44
204,2,2:12.0,,Defensive rebound by J. Holiday,68,44
205,2,2:06.0,,Turnover by J. Grant (bad pass; steal by P. Millsap),68,44
206,2,2:00.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Barton),,71,44
207,2,1:33.0,,Turnover by C. Felício (lost ball; steal by P. Millsap),71,44
208,2,1:33.0,Turnover by P. Millsap (out of bounds lost ball),,71,44
209,2,1:33.0,,B. Portis enters the game for P. Zipser,71,44
210,2,1:20.0,,D. Valentine misses 3-pt jump shot from 23 ft,71,44
211,2,1:20.0,Defensive rebound by Team,,71,44
212,2,0:58.0,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),,74,44
213,2,0:48.0,,C. Felício makes 2-pt layup from 1 ft (assist by J. Grant),74,46
214,2,0:41.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,76,46
215,2,0:41.0,Shooting foul by J. Grant (drawn by J. Murray),,76,46
216,2,0:41.0,M. Plumlee enters the game for P. Millsap,,76,46
217,2,0:41.0,J. Murray makes free throw 1 of 1,,77,46
218,2,0:30.0,,B. Portis misses 3-pt jump shot from 22 ft,77,46
219,2,0:27.0,Defensive rebound by J. Murray,,77,46
220,2,0:06.0,Turnover by Team (shot clock),,77,46
221,2,0:06.0,T. Craig enters the game for N. Jokić,,77,46
222,2,0:02.0,,D. Valentine misses 3-pt jump shot from 24 ft (block by J. Murray),77,46
223,2,0:02.0,,Offensive rebound by B. Portis,77,46
224,2,0:00.0,,B. Portis misses 2-pt layup at rim,77,46
225,2,0:00.0,,Offensive rebound by Team,77,46
226,3,11:48.0,,Turnover by P. Zipser (lost ball; steal by J. Murray),77,46
227,3,11:44.0,J. Murray makes 2-pt layup from 1 ft,,79,46
228,3,11:27.0,,C. Felício makes 2-pt layup from 1 ft (assist by C. Payne),79,48
229,3,11:06.0,J. Murray misses 2-pt jump shot from 12 ft,,79,48
230,3,11:06.0,,Defensive rebound by P. Zipser,79,48
231,3,10:55.0,,C. Payne makes 3-pt jump shot from 25 ft,79,51
232,3,10:35.0,Turnover by W. Barton (bad pass; steal by C. Felício),,79,51
233,3,10:31.0,,Turnover by C. Payne (bad pass; steal by J. Murray),79,51
234,3,10:21.0,W. Chandler misses 3-pt jump shot from 22 ft,,79,51
235,3,10:16.0,,Defensive rebound by D. Valentine,79,51
236,3,10:06.0,,Turnover by D. Valentine (lost ball; steal by P. Millsap),79,51
237,3,10:00.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Barton),,82,51
238,3,9:44.0,,P. Zipser misses 3-pt jump shot from 24 ft,82,51
239,3,9:44.0,Defensive rebound by N. Jokić,,82,51
240,3,9:25.0,J. Murray misses 2-pt layup from 2 ft (block by C. Payne),,82,51
241,3,9:23.0,,Defensive rebound by C. Felício,82,51
242,3,9:11.0,,C. Felício makes 2-pt layup at rim (assist by P. Zipser),82,53
243,3,8:47.0,W. Barton misses 3-pt jump shot from 24 ft,,82,53
244,3,8:44.0,Offensive rebound by P. Millsap,,82,53
245,3,8:43.0,W. Chandler misses 3-pt jump shot from 26 ft,,82,53
246,3,8:40.0,,Defensive rebound by C. Payne,82,53
247,3,8:32.0,,P. Zipser misses 3-pt jump shot from 24 ft,82,53
248,3,8:31.0,Defensive rebound by N. Jokić,,82,53
249,3,8:31.0,Denver full timeout,,82,53
250,3,8:27.0,W. Barton makes 2-pt layup at rim (assist by N. Jokić),,84,53
251,3,8:09.0,,C. Payne makes 2-pt jump shot from 9 ft,84,55
252,3,7:46.0,J. Murray misses 3-pt jump shot from 24 ft,,84,55
253,3,7:42.0,,Defensive rebound by C. Felício,84,55
254,3,7:35.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by P. Zipser),84,58
255,3,7:22.0,P. Millsap makes 2-pt jump shot from 12 ft (assist by J. Murray),,86,58
256,3,7:05.0,,P. Zipser misses 3-pt jump shot from 25 ft,86,58
257,3,7:01.0,Defensive rebound by W. Chandler,,86,58
258,3,6:53.0,P. Millsap makes 2-pt jump shot from 6 ft (assist by N. Jokić),,88,58
259,3,6:53.0,Shooting foul by P. Zipser (drawn by P. Millsap),,88,58
260,3,6:53.0,P. Millsap makes free throw 1 of 1,,89,58
261,3,6:40.0,,Personal foul by W. Barton (drawn by D. Valentine),89,58
262,3,6:30.0,,Shooting foul by N. Jokić (drawn by C. Felício),89,58
263,3,6:30.0,,C. Felício makes free throw 1 of 2,89,59
264,3,6:30.0,,B. Portis enters the game for P. Zipser,89,59
265,3,6:30.0,,C. Felício makes free throw 2 of 2,89,60
266,3,6:14.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by W. Barton),,92,60
267,3,5:54.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),92,63
268,3,5:31.0,Personal block foul by C. Felício (drawn by W. Barton),,92,63
269,3,5:19.0,N. Jokić makes 3-pt jump shot from 25 ft,,95,63
270,3,5:03.0,,J. Holiday misses 2-pt jump shot from 14 ft,95,63
271,3,5:03.0,Defensive rebound by N. Jokić,,95,63
272,3,4:54.0,Turnover by J. Murray (bad pass),,95,63
273,3,4:54.0,,D. Nwaba enters the game for J. Holiday,95,63
274,3,4:54.0,M. Plumlee enters the game for N. Jokić,,95,63
275,3,4:43.0,,D. Valentine misses 2-pt jump shot from 7 ft,95,63
276,3,4:43.0,Defensive rebound by Team,,95,63
277,3,4:43.0,D. Harris enters the game for J. Murray,,95,63
278,3,4:21.0,P. Millsap makes 2-pt layup from 3 ft,,97,63
279,3,4:17.0,,D. Valentine makes 2-pt dunk at rim (assist by C. Payne),97,65
280,3,3:51.0,W. Barton misses 2-pt jump shot from 21 ft,,97,65
281,3,3:43.0,Offensive rebound by D. Harris,,97,65
282,3,3:34.0,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Chandler),,99,65
283,3,3:23.0,,B. Portis misses 3-pt jump shot from 25 ft,99,65
284,3,3:19.0,Defensive rebound by W. Chandler,,99,65
285,3,3:08.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by W. Barton),,102,65
286,3,3:08.0,,Chicago full timeout,102,65
287,3,3:08.0,,J. Grant enters the game for C. Felício,102,65
288,3,3:08.0,,A. Blakeney enters the game for C. Payne,102,65
289,3,3:08.0,,N. Vonleh enters the game for D. Valentine,102,65
290,3,3:08.0,J. Murray enters the game for W. Barton,,102,65
291,3,2:48.0,,A. Blakeney misses 3-pt jump shot from 25 ft,102,65
292,3,2:44.0,Defensive rebound by W. Chandler,,102,65
293,3,2:31.0,J. Murray makes 3-pt jump shot from 24 ft (assist by W. Chandler),,105,65
294,3,2:16.0,,D. Nwaba misses 2-pt jump shot from 5 ft,105,65
295,3,2:13.0,Defensive rebound by P. Millsap,,105,65
296,3,1:48.0,J. Murray misses 2-pt jump shot from 14 ft,,105,65
297,3,1:46.0,Offensive rebound by J. Murray,,105,65
298,3,1:45.0,Personal foul by B. Portis (drawn by M. Plumlee),,105,65
299,3,1:45.0,T. Lyles enters the game for P. Millsap,,105,65
300,3,1:42.0,M. Plumlee makes 2-pt layup from 1 ft,,107,65
301,3,1:42.0,Shooting foul by B. Portis (drawn by M. Plumlee),,107,65
302,3,1:42.0,,Violation by A. Blakeney (lane),107,65
303,3,1:42.0,M. Plumlee misses free throw 1 of 1,,107,65
304,3,1:42.0,,Defensive rebound by N. Vonleh,107,65
305,3,1:21.0,,A. Blakeney makes 2-pt jump shot from 15 ft,107,67
306,3,1:09.0,Turnover by D. Harris (bad pass; steal by D. Nwaba),,107,67
307,3,1:05.0,,Turnover by J. Grant (traveling),107,67
308,3,0:52.0,W. Chandler makes 3-pt jump shot from 26 ft,,110,67
309,3,0:42.0,,B. Portis makes 2-pt layup from 1 ft (assist by A. Blakeney),110,69
310,3,0:42.0,,Shooting foul by J. Murray (drawn by B. Portis),110,69
311,3,0:42.0,,B. Portis makes free throw 1 of 1,110,70
312,3,0:30.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Murray),,113,70
313,3,0:08.0,,J. Grant misses 2-pt jump shot from 21 ft,113,70
314,3,0:04.0,,Offensive rebound by N. Vonleh,113,70
315,3,0:00.0,,A. Blakeney misses 2-pt jump shot from 19 ft,113,70
316,3,0:00.0,,Offensive rebound by D. Nwaba,113,70
317,3,0:00.0,,D. Nwaba misses 2-pt layup at rim,113,70
318,3,0:00.0,,Offensive rebound by Team,113,70
319,4,11:40.0,D. Harris makes 3-pt jump shot from 23 ft,,116,70
320,4,11:25.0,Offensive charge foul by A. Blakeney (drawn by D. Harris),,116,70
321,4,11:25.0,,Turnover by A. Blakeney (offensive foul),116,70
322,4,11:11.0,Turnover by M. Plumlee (lost ball; steal by D. Nwaba),,116,70
323,4,11:06.0,,D. Nwaba makes 2-pt dunk from 1 ft,116,72
324,4,10:46.0,T. Lyles misses 3-pt jump shot from 24 ft,,116,72
325,4,10:43.0,,Defensive rebound by A. Blakeney,116,72
326,4,10:37.0,,D. Nwaba misses 2-pt layup from 2 ft (block by D. Harris),116,72
327,4,10:34.0,,Offensive rebound by D. Nwaba,116,72
328,4,10:33.0,,D. Nwaba makes 2-pt layup from 2 ft,116,74
329,4,10:25.0,Personal foul by D. Nwaba (drawn by D. Harris),,116,74
330,4,10:13.0,T. Craig makes 2-pt layup from 1 ft (assist by M. Plumlee),,118,74
331,4,10:03.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by J. Grant),118,77
332,4,9:38.0,T. Lyles makes 2-pt layup at rim (assist by D. Harris),,120,77
333,4,9:28.0,,A. Blakeney misses 2-pt jump shot from 18 ft,120,77
334,4,9:25.0,Defensive rebound by M. Plumlee,,120,77
335,4,9:16.0,Turnover by D. Harris (bad pass; steal by N. Vonleh),,120,77
336,4,9:16.0,,Personal foul by M. Plumlee (drawn by N. Vonleh),120,77
337,4,9:08.0,,Shooting foul by T. Lyles (drawn by J. Grant),120,77
338,4,9:08.0,,J. Grant makes free throw 1 of 2,120,78
339,4,9:08.0,,J. Grant makes free throw 2 of 2,120,79
340,4,8:52.0,T. Lyles misses 2-pt jump shot from 13 ft,,120,79
341,4,8:49.0,,Defensive rebound by D. Nwaba,120,79
342,4,8:35.0,,N. Vonleh misses 2-pt layup from 1 ft,120,79
343,4,8:32.0,Defensive rebound by T. Lyles,,120,79
344,4,8:24.0,T. Lyles misses 3-pt jump shot from 24 ft,,120,79
345,4,8:21.0,,Defensive rebound by A. Blakeney,120,79
346,4,8:12.0,,Turnover by B. Portis (bad pass; steal by M. Plumlee),120,79
347,4,8:10.0,Personal foul by J. Grant (drawn by M. Beasley),,120,79
348,4,7:54.0,T. Lyles misses 2-pt layup from 1 ft,,120,79
349,4,7:52.0,,Defensive rebound by B. Portis,120,79
350,4,7:49.0,,A. Blakeney makes 2-pt layup from 1 ft (assist by D. Nwaba),120,81
351,4,7:32.0,T. Lyles misses 2-pt layup at rim,,120,81
352,4,7:30.0,,Defensive rebound by N. Vonleh,120,81
353,4,7:23.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by A. Blakeney),120,84
354,4,7:22.0,Denver full timeout,,120,84
355,4,7:22.0,D. Arthur enters the game for M. Plumlee,,120,84
356,4,7:05.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by D. Harris),,123,84
357,4,6:54.0,,J. Grant makes 2-pt dunk at rim,123,86
358,4,6:28.0,T. Lyles makes 2-pt layup at rim (assist by D. Harris),,125,86
359,4,6:13.0,,Shooting foul by D. Arthur (drawn by J. Grant),125,86
360,4,6:13.0,,J. Grant makes free throw 1 of 2,125,87
361,4,6:13.0,,J. Grant makes free throw 2 of 2,125,88
362,4,5:47.0,T. Lyles makes 3-pt jump shot from 22 ft (assist by M. Beasley),,128,88
363,4,5:30.0,,D. Nwaba makes 2-pt layup from 1 ft,128,90
364,4,5:03.0,D. Harris misses 3-pt jump shot from 25 ft (block by N. Vonleh),,128,90
365,4,4:59.0,,Defensive rebound by D. Nwaba,128,90
366,4,4:57.0,,A. Blakeney makes 2-pt dunk from 1 ft (assist by D. Nwaba),128,92
367,4,4:35.0,T. Craig makes 2-pt layup from 1 ft (assist by T. Lyles),,130,92
368,4,4:20.0,,J. Grant misses 3-pt jump shot from 25 ft,130,92
369,4,4:18.0,Defensive rebound by T. Craig,,130,92
370,4,4:08.0,,C. Felício enters the game for J. Grant,130,92
371,4,4:08.0,,C. Payne enters the game for B. Portis,130,92
372,4,4:08.0,R. Jefferson enters the game for D. Harris,,130,92
373,4,4:00.0,M. Beasley misses 2-pt jump shot from 8 ft,,130,92
374,4,4:00.0,,Defensive rebound by Team,130,92
375,4,3:55.0,,Turnover by C. Felício (out of bounds lost ball),130,92
376,4,3:37.0,T. Craig misses 3-pt jump shot from 25 ft,,130,92
377,4,3:37.0,,Defensive rebound by N. Vonleh,130,92
378,4,3:18.0,,A. Blakeney misses 2-pt jump shot from 21 ft,130,92
