,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHILADELPHIA_ACTION,MILWAUKEE_SCORE,PHILADELPHIA_SCORE
375,4,7:03.0,K. Middleton makes 2-pt jump shot from 14 ft,,89,97
376,4,6:49.0,,T. McConnell makes 2-pt jump shot from 15 ft (assist by A. Johnson),89,99
377,4,6:32.0,K. Middleton misses 3-pt jump shot from 26 ft,,89,99
378,4,6:29.0,,Defensive rebound by T. Luwawu-Cabarrot,89,99
379,4,6:19.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by A. Johnson),89,101
380,4,5:54.0,T. Snell misses 3-pt jump shot from 24 ft,,89,101
381,4,5:51.0,,Defensive rebound by D. Šarić,89,101
382,4,5:40.0,,Philadelphia full timeout,89,101
383,4,5:40.0,,J. Embiid enters the game for A. Johnson,89,101
384,4,5:35.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Luwawu-Cabarrot),89,103
385,4,5:15.0,T. Snell misses 3-pt jump shot from 25 ft,,89,103
386,4,5:11.0,,Defensive rebound by B. Simmons,89,103
387,4,5:02.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),89,106
388,4,4:46.0,Turnover by K. Middleton (bad pass; steal by T. McConnell),,89,106
389,4,4:45.0,,T. McConnell makes 2-pt layup from 1 ft,89,108
390,4,4:45.0,Milwaukee full timeout,,89,108
391,4,4:31.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Henson),,89,108
392,4,4:31.0,J. Henson misses free throw 1 of 2,,89,108
393,4,4:31.0,Offensive rebound by Team,,89,108
394,4,4:31.0,J. Henson makes free throw 2 of 2,,90,108
395,4,4:16.0,,Turnover by T. McConnell (bad pass; steal by S. Brown),90,108
396,4,4:16.0,S. Brown makes 2-pt layup from 2 ft,,92,108
397,4,4:16.0,Shooting foul by T. McConnell (drawn by S. Brown),,92,108
398,4,4:16.0,S. Brown misses free throw 1 of 1,,92,108
399,4,4:14.0,,Defensive rebound by J. Embiid,92,108
400,4,4:05.0,,Personal foul by K. Middleton (drawn by D. Šarić),92,108
401,4,3:51.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by D. Šarić),92,110
402,4,3:32.0,K. Middleton misses 3-pt jump shot from 23 ft,,92,110
403,4,3:31.0,,Defensive rebound by Team,92,110
404,4,3:16.0,,J. Embiid misses 3-pt jump shot from 26 ft,92,110
405,4,3:12.0,Defensive rebound by K. Middleton,,92,110
406,4,3:07.0,E. Bledsoe misses 2-pt layup from 5 ft,,92,110
407,4,3:04.0,Offensive rebound by K. Middleton,,92,110
408,4,3:02.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,92,110
409,4,2:59.0,,Defensive rebound by D. Šarić,92,110
410,4,2:42.0,,J. Embiid misses 3-pt jump shot from 26 ft,92,110
411,4,2:38.0,Defensive rebound by T. Snell,,92,110
412,4,2:30.0,J. Henson makes 2-pt hook shot from 4 ft (assist by K. Middleton),,94,110
413,4,2:03.0,,J. Embiid makes 2-pt jump shot from 19 ft,94,112
414,4,1:55.0,S. Brown misses 3-pt jump shot from 22 ft,,94,112
415,4,1:52.0,,Defensive rebound by J. Embiid,94,112
416,4,1:52.0,,Turnover by J. Embiid (palming),94,112
417,4,1:50.0,E. Bledsoe misses 2-pt layup from 5 ft (block by J. Embiid),,94,112
418,4,1:48.0,,Defensive rebound by Team,94,112
419,4,1:48.0,,Philadelphia full timeout,94,112
420,4,1:48.0,,A. Johnson enters the game for J. Embiid,94,112
421,4,1:48.0,X. Munford enters the game for E. Bledsoe,,94,112
422,4,1:48.0,D. Wilson enters the game for T. Snell,,94,112
423,4,1:48.0,S. Kilpatrick enters the game for K. Middleton,,94,112
424,4,1:48.0,R. Vaughn enters the game for S. Brown,,94,112
425,4,1:48.0,M. Plumlee enters the game for J. Henson,,94,112
426,4,1:36.0,,B. Simmons makes 2-pt layup from 1 ft,94,114
427,4,1:23.0,X. Munford misses 2-pt jump shot from 18 ft,,94,114
428,4,1:19.0,,Defensive rebound by B. Simmons,94,114
429,4,1:17.0,,Philadelphia full timeout,94,114
430,4,1:17.0,,J. Anderson enters the game for T. Luwawu-Cabarrot,94,114
431,4,1:17.0,,J. Young enters the game for D. Šarić,94,114
432,4,1:17.0,,T. Booker enters the game for B. Simmons,94,114
433,4,0:59.0,,T. Booker misses 2-pt jump shot from 15 ft,94,114
434,4,0:56.0,Defensive rebound by M. Plumlee,,94,114
435,4,0:33.0,Turnover by R. Vaughn (bad pass),,94,114
436,4,0:16.0,,T. McConnell misses 2-pt jump shot from 16 ft,94,114
437,4,0:12.0,,Offensive rebound by A. Johnson,94,114
438,4,0:12.0,,A. Johnson makes 2-pt layup at rim,94,116
439,4,0:06.0,S. Kilpatrick misses 2-pt jump shot from 9 ft,,94,116
440,4,0:06.0,Offensive rebound by X. Munford,,94,116
441,4,0:00.0,X. Munford misses 2-pt jump shot from 5 ft,,94,116
442,4,0:00.0,,Defensive rebound by A. Johnson,94,116
