,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
383,4,6:14.0,,Defensive rebound by B. Biyombo,74,106
384,4,6:10.0,,M. Hezonja misses 2-pt layup from 5 ft (block by D. Bertāns),74,106
385,4,6:10.0,,Offensive rebound by Team,74,106
386,4,6:10.0,,M. Speights enters the game for J. Isaac,74,106
387,4,6:10.0,,A. Afflalo enters the game for B. Biyombo,74,106
388,4,6:00.0,,M. Speights misses 3-pt jump shot from 26 ft,74,106
389,4,6:00.0,Defensive rebound by B. Paul,,74,106
390,4,5:47.0,P. Gasol misses 2-pt jump shot from 9 ft,,74,106
391,4,5:47.0,,Defensive rebound by W. Iwundu,74,106
392,4,5:29.0,,A. Afflalo misses 2-pt jump shot from 13 ft,74,106
393,4,5:26.0,Defensive rebound by P. Gasol,,74,106
394,4,5:19.0,D. Bertāns misses 3-pt jump shot from 25 ft,,74,106
395,4,5:10.0,Offensive rebound by P. Gasol,,74,106
396,4,5:10.0,P. Gasol makes 2-pt layup at rim,,76,106
397,4,4:59.0,,M. Speights misses 3-pt jump shot from 25 ft,76,106
398,4,4:57.0,Defensive rebound by P. Gasol,,76,106
399,4,4:52.0,Shooting foul by M. Speights (drawn by B. Paul),,76,106
400,4,4:52.0,B. Paul misses free throw 1 of 2,,76,106
401,4,4:52.0,Offensive rebound by Team,,76,106
402,4,4:52.0,D. Murray enters the game for B. Forbes,,76,106
403,4,4:52.0,R. Gay enters the game for P. Gasol,,76,106
404,4,4:52.0,B. Paul makes free throw 2 of 2,,77,106
405,4,4:38.0,,M. Hezonja misses 2-pt jump shot from 15 ft,77,106
406,4,4:38.0,Defensive rebound by R. Gay,,77,106
407,4,4:28.0,D. Bertāns makes 2-pt jump shot from 10 ft (assist by D. Murray),,79,106
408,4,4:28.0,Shooting foul by M. Speights (drawn by D. Bertāns),,79,106
409,4,4:28.0,D. Bertāns makes free throw 1 of 1,,80,106
410,4,4:16.0,,A. Afflalo misses 2-pt jump shot from 18 ft,80,106
411,4,4:12.0,Defensive rebound by D. Murray,,80,106
412,4,4:06.0,D. Murray misses 2-pt layup from 2 ft,,80,106
413,4,4:04.0,,Defensive rebound by M. Speights,80,106
414,4,3:49.0,,W. Iwundu makes 2-pt jump shot from 14 ft,80,108
415,4,3:33.0,R. Gay misses 2-pt jump shot from 22 ft,,80,108
416,4,3:30.0,,Defensive rebound by M. Hezonja,80,108
417,4,3:23.0,,M. Hezonja makes 2-pt layup from 1 ft,80,110
418,4,3:10.0,R. Gay misses 3-pt jump shot from 22 ft,,80,110
419,4,3:07.0,,Defensive rebound by W. Iwundu,80,110
420,4,2:47.0,,Turnover by W. Iwundu (step out of bounds),80,110
421,4,2:31.0,D. Bertāns misses 3-pt jump shot from 26 ft,,80,110
422,4,2:27.0,,Defensive rebound by M. Hezonja,80,110
423,4,2:26.0,Offensive charge foul by M. Hezonja (drawn by D. White),,80,110
424,4,2:26.0,,Turnover by M. Hezonja (offensive foul),80,110
425,4,2:01.0,D. Bertāns misses 2-pt jump shot from 21 ft,,80,110
426,4,1:53.0,Offensive rebound by D. Murray,,80,110
427,4,1:52.0,D. Murray makes 2-pt jump shot from 21 ft,,82,110
428,4,1:35.0,,S. Mack makes 2-pt layup from 2 ft,82,112
429,4,1:23.0,Turnover by R. Gay (bad pass; steal by W. Iwundu),,82,112
430,4,1:20.0,,W. Iwundu makes 2-pt dunk from 1 ft,82,114
431,4,1:10.0,Shooting foul by W. Iwundu (drawn by D. Murray),,82,114
432,4,1:10.0,D. Murray misses free throw 1 of 2,,82,114
433,4,1:10.0,Offensive rebound by Team,,82,114
434,4,1:10.0,D. Murray makes free throw 2 of 2,,83,114
435,4,0:50.0,,W. Iwundu misses 2-pt jump shot from 8 ft (block by R. Gay),83,114
436,4,0:47.0,Defensive rebound by D. White,,83,114
437,4,0:45.0,Shooting foul by A. Afflalo (drawn by D. Murray),,83,114
438,4,0:45.0,D. Murray makes free throw 1 of 2,,84,114
439,4,0:45.0,D. Murray makes free throw 2 of 2,,85,114
440,4,0:26.0,,Turnover by W. Iwundu (lost ball; steal by D. Murray),85,114
441,4,0:24.0,D. Murray makes 2-pt layup from 2 ft,,87,114
442,4,0:00.0,,Turnover by Team (shot clock),87,114
