,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
383,4,4:22.0,,E. Payton misses free throw 1 of 2,96,81
384,4,4:22.0,,Offensive rebound by Team,96,81
385,4,4:22.0,,E. Payton misses free throw 2 of 2,96,81
386,4,4:22.0,,Offensive rebound by M. Hezonja,96,81
387,4,4:12.0,,N. Vučević misses 2-pt hook shot from 8 ft,96,81
388,4,4:10.0,Defensive rebound by S. Dekker,,96,81
389,4,4:08.0,J. Evans misses 2-pt layup from 1 ft,,96,81
390,4,4:08.0,,Defensive rebound by Team,96,81
391,4,4:03.0,,J. Simmons makes 2-pt jump shot from 10 ft,96,83
392,4,3:48.0,Shooting foul by J. Simmons (drawn by L. Williams),,96,83
393,4,3:48.0,L. Williams makes free throw 1 of 3,,97,83
394,4,3:48.0,L. Williams misses free throw 2 of 3,,97,83
395,4,3:48.0,Offensive rebound by Team,,97,83
396,4,3:48.0,L. Williams makes free throw 3 of 3,,98,83
397,4,3:37.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by E. Payton),98,86
398,4,3:21.0,L. Williams makes 2-pt layup from 2 ft,,100,86
399,4,3:06.0,,M. Hezonja misses 3-pt jump shot from 22 ft,100,86
400,4,3:01.0,Defensive rebound by D. Jordan,,100,86
401,4,3:00.0,Shooting foul by M. Hezonja (drawn by S. Dekker),,100,86
402,4,3:00.0,S. Dekker makes free throw 1 of 2,,101,86
403,4,3:00.0,S. Dekker makes free throw 2 of 2,,102,86
404,4,2:55.0,,Personal foul by C. Williams (drawn by J. Simmons),102,86
405,4,2:55.0,LA Clippers full timeout,,102,86
406,4,2:55.0,,J. Simmons makes free throw 1 of 2,102,87
407,4,2:55.0,,J. Simmons makes free throw 2 of 2,102,88
408,4,2:39.0,M. Teodosić enters the game for C. Williams,,102,88
409,4,2:30.0,S. Dekker misses 3-pt jump shot from 25 ft,,102,88
410,4,2:28.0,,Defensive rebound by N. Vučević,102,88
411,4,2:16.0,,E. Payton makes 2-pt layup from 2 ft,102,90
412,4,1:55.0,L. Williams misses 2-pt jump shot from 8 ft,,102,90
413,4,1:52.0,,Defensive rebound by N. Vučević,102,90
414,4,1:47.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by J. Simmons),102,93
415,4,1:35.0,Personal foul by E. Payton (drawn by M. Teodosić),,102,93
416,4,1:35.0,LA Clippers full timeout,,102,93
417,4,1:35.0,,D. Augustin enters the game for E. Payton,102,93
418,4,1:20.0,Turnover by L. Williams (bad pass; steal by N. Vučević),,102,93
419,4,1:14.0,,D. Augustin misses 3-pt jump shot from 25 ft,102,93
420,4,1:08.0,Defensive rebound by L. Williams,,102,93
421,4,0:58.0,Personal foul by J. Simmons (drawn by M. Teodosić),,102,93
422,4,0:58.0,M. Teodosić makes free throw 1 of 2,,103,93
423,4,0:58.0,,J. Artis enters the game for S. Mack,103,93
424,4,0:58.0,,W. Iwundu enters the game for N. Vučević,103,93
425,4,0:58.0,,K. Birch enters the game for J. Simmons,103,93
426,4,0:58.0,,A. Payne enters the game for D. Augustin,103,93
427,4,0:58.0,S. Thornwell enters the game for L. Williams,,103,93
428,4,0:58.0,M. Teodosić makes free throw 2 of 2,,104,93
429,4,0:49.0,,M. Hezonja makes 2-pt layup from 3 ft (assist by W. Iwundu),104,95
430,4,0:49.0,,Shooting foul by S. Thornwell (drawn by M. Hezonja),104,95
431,4,0:49.0,C. Williams enters the game for M. Teodosić,,104,95
432,4,0:49.0,,M. Hezonja misses free throw 1 of 1,104,95
433,4,0:44.0,Defensive rebound by J. Evans,,104,95
434,4,0:31.0,Shooting foul by M. Hezonja (drawn by J. Evans),,104,95
435,4,0:31.0,J. Evans makes free throw 1 of 2,,105,95
436,4,0:31.0,J. Evans makes free throw 2 of 2,,106,95
437,4,0:19.0,,J. Artis misses 2-pt jump shot from 16 ft,106,95
438,4,0:16.0,Defensive rebound by S. Dekker,,106,95
