,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
77,1,2:20.0,,Defensive rebound by D. Davis,23,19
78,1,2:19.0,,Shooting foul by B. Beal (drawn by J. Ennis),23,19
79,1,2:19.0,,J. Ennis makes free throw 1 of 2,23,20
80,1,2:19.0,T. Satoranský enters the game for J. Wall,,23,20
81,1,2:19.0,,J. Ennis misses free throw 2 of 2,23,20
82,1,2:16.0,Defensive rebound by K. Oubre,,23,20
83,1,2:07.0,B. Beal makes 2-pt jump shot from 17 ft (assist by T. Satoranský),,25,20
84,1,1:45.0,,J. Martin makes 2-pt hook shot from 9 ft,25,22
85,1,1:31.0,B. Beal misses 2-pt layup from 9 ft,,25,22
86,1,1:29.0,Offensive rebound by B. Beal,,25,22
87,1,1:27.0,B. Beal misses 2-pt layup from 1 ft,,25,22
88,1,1:27.0,Offensive rebound by I. Mahinmi,,25,22
89,1,1:20.0,B. Beal makes 2-pt layup from 5 ft,,27,22
90,1,1:17.0,,Personal foul by K. Oubre (drawn by M. Chalmers),27,22
91,1,1:13.0,,Turnover by D. Davis (bad pass; steal by T. Satoranský),27,22
92,1,1:10.0,K. Oubre makes 2-pt layup at rim (assist by T. Satoranský),,29,22
93,1,1:10.0,Shooting foul by D. Davis (drawn by K. Oubre),,29,22
94,1,1:10.0,J. Meeks enters the game for B. Beal,,29,22
95,1,1:10.0,K. Oubre makes free throw 1 of 1,,30,22
96,1,0:56.0,,M. Chalmers makes 2-pt jump shot from 21 ft (assist by D. Davis),30,24
97,1,0:35.0,K. Oubre misses 2-pt layup from 1 ft,,30,24
98,1,0:33.0,Offensive rebound by I. Mahinmi,,30,24
99,1,0:33.0,I. Mahinmi makes 2-pt dunk at rim,,32,24
100,1,0:17.0,,M. Chalmers misses 3-pt jump shot from 25 ft,32,24
101,1,0:14.0,Defensive rebound by T. Satoranský,,32,24
102,1,0:03.0,Personal foul by K. Simmons (drawn by T. Satoranský),,32,24
103,1,0:03.0,T. Satoranský misses free throw 1 of 2,,32,24
104,1,0:03.0,Offensive rebound by Team,,32,24
105,1,0:03.0,,W. Selden enters the game for M. Chalmers,32,24
106,1,0:03.0,,B. Wright enters the game for D. Davis,32,24
107,1,0:03.0,B. Beal enters the game for K. Oubre,,32,24
108,1,0:03.0,T. Satoranský makes free throw 2 of 2,,33,24
109,1,0:00.0,,W. Selden misses 2-pt jump shot from 13 ft,33,24
110,1,0:00.0,,Offensive rebound by Team,33,24
111,2,11:48.0,,Turnover by W. Selden (traveling),33,24
112,2,11:36.0,K. Oubre makes 2-pt dunk at rim (assist by I. Mahinmi),,35,24
113,2,11:15.0,,T. Evans misses 3-pt jump shot from 27 ft,35,24
114,2,11:11.0,,Offensive rebound by B. Wright,35,24
115,2,10:58.0,,W. Selden misses 3-pt jump shot from 26 ft,35,24
116,2,10:55.0,Defensive rebound by I. Mahinmi,,35,24
117,2,10:45.0,J. Meeks misses 2-pt jump shot from 6 ft,,35,24
118,2,10:42.0,,Defensive rebound by W. Selden,35,24
119,2,10:40.0,,Shooting foul by I. Mahinmi (drawn by J. Green),35,24
120,2,10:40.0,,J. Green misses free throw 1 of 2,35,24
121,2,10:40.0,,Offensive rebound by Team,35,24
122,2,10:40.0,,J. Green makes free throw 2 of 2,35,25
123,2,10:17.0,T. Satoranský misses 2-pt jump shot from 10 ft,,35,25
124,2,10:13.0,,Defensive rebound by B. Wright,35,25
125,2,10:09.0,,Personal foul by K. Oubre (drawn by J. Green),35,25
126,2,10:02.0,,W. Selden misses 2-pt jump shot from 9 ft,35,25
127,2,10:01.0,,Offensive rebound by Team,35,25
128,2,10:01.0,Loose ball foul by M. Scott (drawn by J. Green),,35,25
129,2,9:48.0,,T. Evans misses 3-pt jump shot from 25 ft,35,25
130,2,9:45.0,Defensive rebound by I. Mahinmi,,35,25
131,2,9:37.0,M. Scott makes 2-pt jump shot from 19 ft (assist by J. Meeks),,37,25
132,2,9:24.0,,Shooting foul by I. Mahinmi (drawn by W. Selden),37,25
133,2,9:24.0,,W. Selden makes free throw 1 of 2,37,26
134,2,9:24.0,,W. Selden misses free throw 2 of 2,37,26
135,2,9:22.0,Defensive rebound by I. Mahinmi,,37,26
136,2,9:12.0,Offensive foul by M. Scott (drawn by T. Evans),,37,26
137,2,9:12.0,Turnover by M. Scott (offensive foul),,37,26
138,2,9:00.0,,T. Evans makes 2-pt layup at rim,37,28
139,2,8:45.0,Turnover by I. Mahinmi (bad pass; steal by J. Ennis),,37,28
140,2,8:45.0,,Personal foul by I. Mahinmi (drawn by J. Ennis),37,28
141,2,8:45.0,,J. Ennis makes free throw 1 of 2,37,29
142,2,8:45.0,M. Morris enters the game for I. Mahinmi,,37,29
143,2,8:45.0,,J. Ennis makes free throw 2 of 2,37,30
144,2,8:42.0,Personal foul by T. Evans (drawn by T. Satoranský),,37,30
145,2,8:36.0,J. Meeks misses 3-pt jump shot from 25 ft,,37,30
146,2,8:29.0,,Defensive rebound by B. Wright,37,30
147,2,8:28.0,,T. Evans makes 2-pt layup at rim,37,32
148,2,8:28.0,Washington full timeout,,37,32
149,2,8:28.0,J. Wall enters the game for J. Meeks,,37,32
150,2,8:28.0,O. Porter enters the game for T. Satoranský,,37,32
151,2,8:11.0,O. Porter misses 2-pt jump shot from 10 ft,,37,32
152,2,8:08.0,,Defensive rebound by B. Wright,37,32
153,2,7:50.0,,W. Selden makes 3-pt jump shot from 25 ft (assist by T. Evans),37,35
154,2,7:31.0,M. Scott makes 3-pt jump shot from 22 ft (assist by J. Wall),,40,35
155,2,7:24.0,,T. Evans makes 2-pt layup from 2 ft,40,37
156,2,7:09.0,M. Morris misses 2-pt layup at rim (block by J. Green),,40,37
157,2,7:09.0,Offensive rebound by M. Morris,,40,37
158,2,6:57.0,Personal foul by J. Green (drawn by J. Wall),,40,37
159,2,6:57.0,B. Beal enters the game for M. Scott,,40,37
160,2,6:48.0,M. Morris makes 2-pt layup from 1 ft (assist by B. Beal),,42,37
161,2,6:32.0,,J. Green misses 2-pt jump shot from 15 ft,42,37
162,2,6:29.0,,Offensive rebound by J. Green,42,37
163,2,6:27.0,,Turnover by T. Evans (palming),42,37
164,2,6:16.0,J. Wall makes 2-pt layup from 1 ft,,44,37
165,2,6:12.0,,Memphis full timeout,44,37
166,2,6:12.0,,D. Brooks enters the game for W. Selden,44,37
167,2,6:12.0,,M. Gasol enters the game for J. Ennis,44,37
168,2,6:12.0,,K. Simmons enters the game for B. Wright,44,37
169,2,5:59.0,,D. Brooks makes 3-pt jump shot from 23 ft (assist by T. Evans),44,40
170,2,5:47.0,Shooting foul by T. Evans (drawn by J. Wall),,44,40
171,2,5:47.0,J. Wall misses free throw 1 of 2,,44,40
172,2,5:47.0,Offensive rebound by Team,,44,40
173,2,5:47.0,J. Wall makes free throw 2 of 2,,45,40
174,2,5:28.0,,Turnover by M. Gasol (out of bounds lost ball),45,40
175,2,5:28.0,,M. Chalmers enters the game for T. Evans,45,40
176,2,5:21.0,M. Morris misses 3-pt jump shot from 22 ft,,45,40
177,2,5:17.0,,Defensive rebound by J. Green,45,40
178,2,5:14.0,,K. Simmons misses 2-pt jump shot from 9 ft,45,40
179,2,5:11.0,Defensive rebound by M. Morris,,45,40
180,2,5:06.0,M. Morris misses 2-pt layup from 3 ft (block by M. Gasol),,45,40
181,2,5:06.0,,Defensive rebound by Team,45,40
182,2,5:06.0,M. Gortat enters the game for K. Oubre,,45,40
183,2,4:52.0,,D. Brooks misses 3-pt jump shot from 26 ft,45,40
184,2,4:48.0,Defensive rebound by M. Gortat,,45,40
185,2,4:45.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,48,40
186,2,4:17.0,,J. Green makes 3-pt jump shot from 26 ft (assist by M. Gasol),48,43
187,2,4:02.0,Personal foul by D. Brooks (drawn by B. Beal),,48,43
188,2,4:02.0,,J. Martin enters the game for J. Green,48,43
189,2,4:02.0,,J. Ennis enters the game for D. Brooks,48,43
190,2,4:01.0,Personal foul by J. Ennis (drawn by B. Beal),,48,43
191,2,4:01.0,B. Beal makes free throw 1 of 2,,49,43
192,2,4:01.0,B. Beal makes free throw 2 of 2,,50,43
193,2,3:46.0,,Personal foul by M. Gortat (drawn by M. Gasol),50,43
194,2,3:46.0,,M. Gasol makes free throw 1 of 2,50,44
195,2,3:46.0,,M. Gasol misses free throw 2 of 2,50,44
196,2,3:46.0,Defensive rebound by O. Porter,,50,44
197,2,3:26.0,B. Beal misses 2-pt jump shot from 13 ft,,50,44
198,2,3:24.0,Offensive rebound by M. Gortat,,50,44
199,2,3:17.0,M. Morris misses 2-pt layup from 1 ft (block by J. Martin),,50,44
200,2,3:14.0,,Defensive rebound by M. Gasol,50,44
201,2,3:03.0,,Shooting foul by M. Morris (drawn by M. Chalmers),50,44
202,2,3:03.0,,M. Chalmers makes free throw 1 of 2,50,45
203,2,3:03.0,,M. Chalmers makes free throw 2 of 2,50,46
204,2,2:53.0,Personal foul by J. Martin (drawn by M. Gortat),,50,46
205,2,2:53.0,M. Gortat makes free throw 1 of 2,,51,46
206,2,2:53.0,M. Gortat misses free throw 2 of 2,,51,46
207,2,2:49.0,,Defensive rebound by M. Gasol,51,46
208,2,2:35.0,,J. Ennis misses 3-pt jump shot from 26 ft,51,46
209,2,2:31.0,Defensive rebound by B. Beal,,51,46
210,2,2:25.0,Shooting foul by M. Chalmers (drawn by J. Wall),,51,46
211,2,2:25.0,J. Wall makes free throw 1 of 2,,52,46
212,2,2:25.0,J. Wall makes free throw 2 of 2,,53,46
213,2,2:16.0,,Turnover by K. Simmons (bad pass; steal by J. Wall),53,46
214,2,2:12.0,B. Beal makes 2-pt dunk at rim (assist by J. Wall),,55,46
215,2,2:01.0,,J. Martin misses 2-pt dunk at rim,55,46
216,2,1:58.0,Defensive rebound by M. Morris,,55,46
217,2,1:58.0,Personal take foul by M. Chalmers (drawn by J. Wall),,55,46
218,2,1:58.0,J. Wall misses free throw 1 of 2,,55,46
219,2,1:58.0,Offensive rebound by Team,,55,46
220,2,1:58.0,,T. Evans enters the game for K. Simmons,55,46
221,2,1:58.0,J. Wall makes free throw 2 of 2,,56,46
222,2,1:41.0,,M. Chalmers makes 2-pt jump shot from 14 ft (assist by T. Evans),56,48
223,2,1:27.0,M. Gortat makes 2-pt layup at rim (assist by B. Beal),,58,48
224,2,1:17.0,,Turnover by T. Evans (bad pass; steal by O. Porter),58,48
225,2,1:14.0,Turnover by O. Porter (bad pass),,58,48
226,2,1:01.0,,Personal foul by M. Gortat (drawn by M. Chalmers),58,48
227,2,1:01.0,,M. Chalmers makes free throw 1 of 2,58,49
228,2,1:01.0,,M. Chalmers makes free throw 2 of 2,58,50
229,2,0:49.0,Turnover by J. Wall (bad pass),,58,50
230,2,0:41.0,,T. Evans misses 2-pt jump shot from 18 ft,58,50
231,2,0:38.0,Defensive rebound by M. Morris,,58,50
232,2,0:34.0,J. Wall misses 3-pt jump shot from 26 ft,,58,50
233,2,0:30.0,,Defensive rebound by T. Evans,58,50
234,2,0:10.0,,T. Evans misses 2-pt layup at rim,58,50
235,2,0:04.0,,Offensive rebound by J. Martin,58,50
236,2,0:04.0,,J. Martin misses 2-pt dunk at rim (block by M. Gortat),58,50
237,2,0:03.0,Defensive rebound by M. Gortat,,58,50
238,2,0:01.0,B. Beal misses 3-pt jump shot from 25 ft,,58,50
239,2,0:00.0,,Defensive rebound by M. Chalmers,58,50
240,2,0:00.0,,M. Chalmers misses 3-pt jump shot from 71 ft,58,50
241,2,0:00.0,,Offensive rebound by Team,58,50
242,3,11:47.0,,Turnover by M. Gasol (turnover),58,50
243,3,11:33.0,O. Porter makes 2-pt jump shot from 13 ft,,60,50
244,3,11:21.0,,W. Selden misses 2-pt layup at rim (block by J. Wall),60,50
245,3,11:18.0,Defensive rebound by M. Morris,,60,50
246,3,11:10.0,O. Porter misses 3-pt jump shot from 24 ft,,60,50
247,3,11:10.0,Offensive rebound by Team,,60,50
248,3,11:09.0,,Loose ball foul by D. Brooks (drawn by M. Gortat),60,50
249,3,11:07.0,Personal foul by W. Selden (drawn by B. Beal),,60,50
250,3,10:58.0,M. Morris misses 2-pt layup from 1 ft (block by M. Gasol),,60,50
251,3,10:55.0,,Defensive rebound by T. Evans,60,50
252,3,10:53.0,,J. Green makes 2-pt layup at rim (assist by T. Evans),60,52
253,3,10:42.0,,M. Chalmers enters the game for W. Selden,60,52
254,3,10:30.0,J. Wall makes 3-pt jump shot from 24 ft (assist by B. Beal),,63,52
255,3,10:12.0,,T. Evans misses 3-pt jump shot from 25 ft,63,52
256,3,10:09.0,Defensive rebound by M. Morris,,63,52
257,3,10:04.0,Turnover by J. Wall (bad pass),,63,52
258,3,9:55.0,,M. Gasol misses 2-pt jump shot from 6 ft,63,52
259,3,9:51.0,Defensive rebound by M. Morris,,63,52
260,3,9:43.0,M. Gortat misses 2-pt layup from 1 ft,,63,52
261,3,9:40.0,,Defensive rebound by T. Evans,63,52
262,3,9:38.0,,T. Evans makes 2-pt layup at rim,63,54
263,3,9:38.0,,Shooting foul by O. Porter (drawn by T. Evans),63,54
264,3,9:38.0,,T. Evans makes free throw 1 of 1,63,55
265,3,9:21.0,B. Beal misses 3-pt jump shot from 26 ft,,63,55
266,3,9:18.0,,Defensive rebound by J. Green,63,55
267,3,9:10.0,,M. Gasol misses 3-pt jump shot from 25 ft,63,55
268,3,9:07.0,Defensive rebound by O. Porter,,63,55
269,3,8:51.0,M. Gortat misses 2-pt hook shot from 9 ft,,63,55
270,3,8:47.0,,Defensive rebound by T. Evans,63,55
271,3,8:47.0,,Shooting foul by M. Morris (drawn by T. Evans),63,55
272,3,8:47.0,,T. Evans makes free throw 1 of 2,63,56
273,3,8:47.0,,T. Evans makes free throw 2 of 2,63,57
274,3,8:25.0,J. Wall misses 2-pt jump shot from 21 ft,,63,57
275,3,8:22.0,,Defensive rebound by M. Gasol,63,57
276,3,8:15.0,,J. Green misses 2-pt jump shot from 7 ft,63,57
277,3,8:11.0,Defensive rebound by J. Wall,,63,57
278,3,8:07.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,66,57
279,3,8:04.0,,Personal foul by O. Porter (drawn by T. Evans),66,57
280,3,7:43.0,,M. Chalmers makes 2-pt layup at rim,66,59
281,3,7:27.0,M. Morris makes 2-pt layup at rim (assist by B. Beal),,68,59
282,3,7:05.0,,T. Evans misses 2-pt jump shot from 16 ft,68,59
283,3,7:01.0,Defensive rebound by M. Morris,,68,59
284,3,6:59.0,Turnover by J. Wall (lost ball; steal by T. Evans),,68,59
285,3,6:57.0,,Personal foul by M. Gortat (drawn by J. Green),68,59
286,3,6:57.0,,Memphis full timeout,68,59
287,3,6:46.0,,D. Brooks makes 2-pt jump shot from 5 ft,68,61
288,3,6:46.0,,Shooting foul by O. Porter (drawn by D. Brooks),68,61
289,3,6:46.0,,D. Brooks misses free throw 1 of 1,68,61
290,3,6:40.0,Defensive rebound by B. Beal,,68,61
291,3,6:29.0,J. Wall misses 2-pt layup from 2 ft,,68,61
292,3,6:27.0,,Defensive rebound by M. Gasol,68,61
293,3,6:09.0,,M. Gasol misses 2-pt layup at rim (block by M. Morris),68,61
294,3,6:05.0,Defensive rebound by O. Porter,,68,61
295,3,6:00.0,M. Morris makes 2-pt layup at rim (assist by J. Wall),,70,61
296,3,5:45.0,,Turnover by D. Brooks (bad pass; steal by J. Wall),70,61
297,3,5:42.0,J. Wall makes 2-pt dunk from 1 ft,,72,61
298,3,5:22.0,,M. Gasol misses 2-pt jump shot from 13 ft,72,61
299,3,5:18.0,Defensive rebound by M. Morris,,72,61
300,3,5:08.0,B. Beal makes 3-pt jump shot from 26 ft,,75,61
301,3,5:07.0,,Memphis full timeout,75,61
302,3,5:07.0,,J. Ennis enters the game for J. Green,75,61
303,3,5:07.0,,J. Martin enters the game for T. Evans,75,61
304,3,5:07.0,,W. Selden enters the game for D. Brooks,75,61
305,3,4:51.0,,Personal foul by M. Gortat (drawn by M. Gasol),75,61
306,3,4:51.0,,M. Gasol makes free throw 1 of 2,75,62
307,3,4:51.0,I. Mahinmi enters the game for M. Gortat,,75,62
308,3,4:51.0,,M. Gasol makes free throw 2 of 2,75,63
309,3,4:33.0,J. Wall makes 2-pt jump shot from 16 ft,,77,63
310,3,4:23.0,,M. Chalmers makes 3-pt jump shot from 25 ft,77,66
311,3,3:55.0,M. Morris misses 3-pt jump shot from 25 ft,,77,66
312,3,3:51.0,,Defensive rebound by J. Ennis,77,66
313,3,3:44.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Chalmers),77,68
314,3,3:22.0,Shooting foul by W. Selden (drawn by J. Wall),,77,68
315,3,3:22.0,J. Wall makes free throw 1 of 2,,78,68
316,3,3:22.0,J. Wall makes free throw 2 of 2,,79,68
317,3,3:08.0,,M. Gasol misses 3-pt jump shot from 24 ft,79,68
318,3,3:06.0,Defensive rebound by Team,,79,68
319,3,2:57.0,Offensive foul by I. Mahinmi (drawn by M. Chalmers),,79,68
320,3,2:57.0,Turnover by I. Mahinmi (offensive foul),,79,68
321,3,2:57.0,M. Scott enters the game for M. Morris,,79,68
322,3,2:39.0,,Shooting foul by I. Mahinmi (drawn by M. Gasol),79,68
323,3,2:39.0,,M. Gasol makes free throw 1 of 2,79,69
324,3,2:39.0,,M. Gasol makes free throw 2 of 2,79,70
325,3,2:28.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,82,70
326,3,2:12.0,,M. Gasol misses 2-pt jump shot from 11 ft,82,70
327,3,2:10.0,Defensive rebound by I. Mahinmi,,82,70
328,3,2:04.0,M. Scott misses 3-pt jump shot from 25 ft,,82,70
329,3,1:59.0,,Defensive rebound by M. Chalmers,82,70
330,3,1:54.0,,M. Chalmers misses 2-pt layup from 3 ft,82,70
331,3,1:53.0,Defensive rebound by Team,,82,70
332,3,1:53.0,,Loose ball foul by M. Gasol (drawn by O. Porter),82,70
333,3,1:53.0,,Technical foul by M. Chalmers,82,70
334,3,1:53.0,B. Beal makes technical free throw,,83,70
335,3,1:53.0,,B. Wright enters the game for M. Gasol,83,70
336,3,1:53.0,T. Satoranský enters the game for J. Wall,,83,70
337,3,1:40.0,B. Beal makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),,86,70
338,3,1:20.0,,W. Selden misses 3-pt jump shot from 26 ft,86,70
339,3,1:18.0,,Offensive rebound by J. Martin,86,70
340,3,1:18.0,,Turnover by J. Martin (bad pass),86,70
341,3,1:18.0,,B. McLemore enters the game for W. Selden,86,70
342,3,1:18.0,K. Oubre enters the game for O. Porter,,86,70
343,3,1:02.0,K. Oubre misses 3-pt jump shot from 25 ft,,86,70
344,3,1:02.0,,Defensive rebound by J. Ennis,86,70
345,3,0:55.0,,B. McLemore misses 2-pt layup from 1 ft,86,70
346,3,0:55.0,Defensive rebound by Team,,86,70
347,3,0:55.0,,Loose ball foul by J. Martin (drawn by I. Mahinmi),86,70
348,3,0:55.0,I. Mahinmi misses free throw 1 of 2,,86,70
349,3,0:55.0,Offensive rebound by Team,,86,70
350,3,0:55.0,I. Mahinmi makes free throw 2 of 2,,87,70
351,3,0:32.0,,B. McLemore misses 3-pt jump shot from 27 ft,87,70
352,3,0:29.0,Defensive rebound by I. Mahinmi,,87,70
353,3,0:12.0,Turnover by M. Scott (bad pass; steal by B. Wright),,87,70
354,3,0:08.0,,J. Martin makes 2-pt dunk from 1 ft (assist by B. Wright),87,72
355,3,0:00.0,M. Scott misses 3-pt jump shot from 27 ft,,87,72
356,3,0:00.0,Offensive rebound by Team,,87,72
357,4,11:35.0,Turnover by K. Oubre (bad pass; steal by B. McLemore),,87,72
358,4,11:30.0,,J. Martin makes 2-pt layup at rim (assist by B. McLemore),87,74
359,4,11:14.0,Turnover by K. Oubre (bad pass),,87,74
360,4,10:57.0,,J. Martin misses 2-pt jump shot from 12 ft,87,74
361,4,10:52.0,,Offensive rebound by B. Wright,87,74
362,4,10:52.0,,B. Wright misses 2-pt layup at rim,87,74
363,4,10:52.0,,Offensive rebound by B. Wright,87,74
364,4,10:47.0,,J. Ennis misses 2-pt layup at rim (block by I. Mahinmi),87,74
365,4,10:44.0,,Offensive rebound by B. Wright,87,74
366,4,10:42.0,,B. McLemore misses 3-pt jump shot from 23 ft,87,74
367,4,10:40.0,,Offensive rebound by B. McLemore,87,74
368,4,10:36.0,,Turnover by T. Evans (palming),87,74
369,4,10:25.0,T. Satoranský misses 2-pt jump shot from 19 ft,,87,74
370,4,10:22.0,,Defensive rebound by B. Wright,87,74
371,4,10:06.0,Offensive charge foul by B. McLemore (drawn by K. Oubre),,87,74
372,4,10:06.0,,Turnover by B. McLemore (offensive foul),87,74
373,4,9:51.0,Shooting foul by J. Martin (drawn by K. Oubre),,87,74
374,4,9:51.0,K. Oubre makes free throw 1 of 2,,88,74
375,4,9:51.0,K. Oubre misses free throw 2 of 2,,88,74
376,4,9:48.0,Offensive rebound by M. Scott,,88,74
377,4,9:41.0,J. Meeks misses 3-pt jump shot from 23 ft,,88,74
378,4,9:38.0,Offensive rebound by I. Mahinmi,,88,74
379,4,9:34.0,Shooting foul by B. Wright (drawn by I. Mahinmi),,88,74
380,4,9:34.0,I. Mahinmi misses free throw 1 of 2,,88,74
381,4,9:34.0,Offensive rebound by Team,,88,74
382,4,9:34.0,I. Mahinmi makes free throw 2 of 2,,89,74
383,4,9:26.0,,T. Evans misses 3-pt jump shot from 26 ft,89,74
384,4,9:22.0,Defensive rebound by I. Mahinmi,,89,74
385,4,9:10.0,Turnover by M. Scott (bad pass; steal by B. Wright),,89,74
386,4,9:01.0,,J. Martin makes 2-pt dunk at rim (assist by T. Evans),89,76
387,4,8:40.0,M. Scott makes 2-pt hook shot from 10 ft (assist by T. Satoranský),,91,76
388,4,8:20.0,,B. Wright misses 2-pt hook shot at rim,91,76
389,4,8:14.0,,Offensive rebound by B. McLemore,91,76
390,4,8:14.0,,B. McLemore makes 2-pt layup at rim,91,78
391,4,7:56.0,K. Oubre misses 2-pt layup from 7 ft (block by B. Wright),,91,78
392,4,7:54.0,,Defensive rebound by T. Evans,91,78
