,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
0,1,11:37.0,,R. Lopez misses 2-pt layup from 1 ft,0,0
1,1,11:32.0,,Offensive rebound by R. Lopez,0,0
2,1,11:32.0,,R. Lopez makes 2-pt layup at rim,0,2
3,1,11:21.0,J. Crowder misses 3-pt jump shot from 22 ft,,0,2
4,1,11:18.0,,Defensive rebound by K. Dunn,0,2
5,1,11:02.0,,D. Valentine makes 2-pt jump shot from 5 ft (assist by R. Lopez),0,4
6,1,10:39.0,J. Calderón misses 3-pt jump shot from 24 ft,,0,4
7,1,10:37.0,,Defensive rebound by J. Holiday,0,4
8,1,10:16.0,,R. Lopez makes 2-pt layup at rim (assist by K. Dunn),0,6
9,1,9:54.0,L. James makes 2-pt layup from 2 ft,,2,6
10,1,9:54.0,Shooting foul by J. Holiday (drawn by L. James),,2,6
11,1,9:54.0,L. James makes free throw 1 of 1,,3,6
12,1,9:30.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by L. Markkanen),3,9
13,1,9:05.0,L. James misses 3-pt jump shot from 26 ft,,3,9
14,1,9:03.0,Offensive rebound by J. Calderón,,3,9
15,1,8:49.0,Turnover by J. Crowder (bad pass; steal by L. Markkanen),,3,9
16,1,8:44.0,,L. Markkanen misses 3-pt jump shot from 24 ft,3,9
17,1,8:41.0,Defensive rebound by K. Love,,3,9
18,1,8:23.0,J. Calderón misses 2-pt layup from 1 ft (block by R. Lopez),,3,9
19,1,8:20.0,,Defensive rebound by J. Holiday,3,9
20,1,8:17.0,,D. Valentine misses 3-pt jump shot from 25 ft,3,9
21,1,8:15.0,Defensive rebound by K. Love,,3,9
22,1,8:08.0,Turnover by L. James (out of bounds lost ball),,3,9
23,1,7:46.0,,R. Lopez misses 2-pt hook shot from 9 ft,3,9
24,1,7:45.0,Defensive rebound by L. James,,3,9
25,1,7:34.0,L. James misses 2-pt layup from 2 ft (block by L. Markkanen),,3,9
26,1,7:32.0,,Defensive rebound by R. Lopez,3,9
27,1,7:19.0,,Turnover by K. Dunn (bad pass),3,9
28,1,7:06.0,Turnover by J. Crowder (bad pass),,3,9
29,1,6:50.0,,L. Markkanen misses 2-pt jump shot from 3 ft (block by J. Crowder),3,9
30,1,6:47.0,Defensive rebound by K. Love,,3,9
31,1,6:38.0,L. James makes 2-pt layup from 2 ft,,5,9
32,1,6:27.0,,K. Dunn misses 2-pt layup from 1 ft,5,9
33,1,6:24.0,Defensive rebound by K. Love,,5,9
34,1,6:17.0,L. James makes 2-pt dunk at rim (assist by J. Crowder),,7,9
35,1,6:17.0,,Chicago full timeout,7,9
36,1,6:17.0,D. Wade enters the game for L. James,,7,9
37,1,5:56.0,,J. Holiday misses 3-pt jump shot from 25 ft,7,9
38,1,5:52.0,Defensive rebound by J. Calderón,,7,9
39,1,5:41.0,K. Love makes 2-pt jump shot from 20 ft (assist by J. Smith),,9,9
40,1,5:19.0,,L. Markkanen misses 3-pt jump shot from 26 ft,9,9
41,1,5:15.0,Defensive rebound by K. Love,,9,9
42,1,5:08.0,K. Love makes 3-pt jump shot from 26 ft (assist by J. Smith),,12,9
43,1,4:51.0,,K. Dunn misses 2-pt jump shot from 3 ft,12,9
44,1,4:49.0,Defensive rebound by D. Wade,,12,9
45,1,4:41.0,J. Crowder misses 3-pt jump shot from 25 ft,,12,9
46,1,4:38.0,,Defensive rebound by D. Valentine,12,9
47,1,4:32.0,,D. Valentine makes 2-pt jump shot from 18 ft,12,11
48,1,4:11.0,K. Love makes 2-pt jump shot from 15 ft,,14,11
49,1,4:11.0,Shooting foul by L. Markkanen (drawn by K. Love),,14,11
50,1,4:11.0,,J. Grant enters the game for L. Markkanen,14,11
51,1,4:11.0,,B. Portis enters the game for K. Dunn,14,11
52,1,4:11.0,K. Love makes free throw 1 of 1,,15,11
53,1,4:01.0,,J. Holiday misses 3-pt jump shot from 24 ft,15,11
54,1,3:57.0,,Offensive rebound by R. Lopez,15,11
55,1,3:57.0,,R. Lopez makes 2-pt dunk at rim,15,13
56,1,3:57.0,,Shooting foul by J. Calderón (drawn by R. Lopez),15,13
57,1,3:57.0,,R. Lopez makes free throw 1 of 1,15,14
58,1,3:43.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Calderón),,18,14
59,1,3:23.0,,Turnover by J. Grant (bad pass; steal by J. Crowder),18,14
60,1,3:17.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Smith),,21,14
61,1,2:59.0,,Turnover by D. Valentine (bad pass; steal by J. Crowder),21,14
62,1,2:55.0,Turnover by J. Smith (bad pass; steal by J. Holiday),,21,14
63,1,2:39.0,,B. Portis misses 2-pt jump shot from 16 ft,21,14
64,1,2:38.0,,Offensive rebound by J. Holiday,21,14
65,1,2:38.0,,J. Holiday misses 2-pt layup at rim,21,14
66,1,2:38.0,,Offensive rebound by B. Portis,21,14
67,1,2:38.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by B. Portis),21,17
68,1,2:38.0,Cleveland full timeout,,21,17
69,1,2:38.0,,P. Zipser enters the game for J. Holiday,21,17
70,1,2:38.0,J. Green enters the game for K. Love,,21,17
71,1,2:38.0,C. Frye enters the game for J. Smith,,21,17
72,1,2:38.0,K. Korver enters the game for J. Calderón,,21,17
73,1,2:38.0,L. James enters the game for J. Crowder,,21,17
74,1,2:16.0,D. Wade makes 2-pt jump shot from 13 ft,,23,17
