,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
53,1,5:59.0,Shooting foul by T. Rozier (drawn by G. Hill),,14,15
54,1,5:59.0,G. Hill makes free throw 1 of 2,,15,15
55,1,5:59.0,G. Hill makes free throw 2 of 2,,16,15
56,1,5:43.0,,M. Morris misses 3-pt jump shot from 26 ft,16,15
57,1,5:39.0,Defensive rebound by L. James,,16,15
58,1,5:35.0,J. Clarkson enters the game for G. Hill,,16,15
59,1,5:29.0,C. Osman makes 2-pt jump shot from 19 ft,,18,15
60,1,5:16.0,,K. Irving makes 3-pt jump shot from 27 ft,18,18
61,1,5:04.0,,Offensive charge foul by L. James (drawn by A. Baynes),18,18
62,1,5:04.0,Turnover by L. James (offensive foul),,18,18
63,1,5:04.0,J. Green enters the game for L. James,,18,18
64,1,4:58.0,,K. Irving misses 3-pt jump shot from 25 ft,18,18
65,1,4:54.0,Defensive rebound by J. Smith,,18,18
66,1,4:49.0,J. Smith makes 2-pt layup from 1 ft,,20,18
67,1,4:49.0,,Violation by A. Baynes (def goaltending),20,18
68,1,4:32.0,,T. Rozier misses 2-pt jump shot from 18 ft,20,18
69,1,4:28.0,Defensive rebound by J. Green,,20,18
70,1,4:23.0,J. Green misses 2-pt layup from 2 ft,,20,18
71,1,4:22.0,Offensive rebound by J. Green,,20,18
72,1,4:22.0,J. Green makes 2-pt layup from 2 ft,,22,18
73,1,4:09.0,,Personal foul by C. Osman (drawn by K. Irving),22,18
74,1,3:56.0,,S. Ojeleye misses 3-pt jump shot from 24 ft (block by J. Smith),22,18
75,1,3:55.0,,Offensive rebound by Team,22,18
76,1,3:55.0,,Turnover by Team (shot clock),22,18
77,1,3:43.0,J. Clarkson misses 2-pt jump shot from 19 ft,,22,18
78,1,3:41.0,,Defensive rebound by S. Ojeleye,22,18
79,1,3:22.0,,A. Baynes misses 2-pt hook shot from 7 ft,22,18
80,1,3:22.0,Defensive rebound by J. Smith,,22,18
81,1,3:14.0,Turnover by J. Smith (out of bounds lost ball),,22,18
82,1,2:59.0,,T. Rozier makes 2-pt jump shot from 6 ft,22,20
83,1,2:38.0,C. Osman misses 2-pt layup from 2 ft,,22,20
84,1,2:36.0,,Defensive rebound by A. Baynes,22,20
85,1,2:33.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Rozier),22,23
86,1,2:32.0,Cleveland full timeout,,22,23
87,1,2:32.0,,J. Tatum enters the game for K. Irving,22,23
88,1,2:32.0,,J. Brown enters the game for M. Morris,22,23
89,1,2:32.0,,A. Horford enters the game for A. Baynes,22,23
90,1,2:32.0,R. Hood enters the game for J. Smith,,22,23
91,1,2:32.0,L. Nance enters the game for T. Thompson,,22,23
92,1,2:32.0,K. Korver enters the game for C. Osman,,22,23
93,1,2:19.0,L. Nance misses 2-pt jump shot from 19 ft,,22,23
94,1,2:18.0,Offensive rebound by J. Green,,22,23
95,1,2:18.0,J. Green makes 2-pt layup at rim,,24,23
96,1,2:03.0,,Shooting foul by K. Korver (drawn by S. Ojeleye),24,23
97,1,2:03.0,,S. Ojeleye makes free throw 1 of 2,24,24
98,1,2:03.0,,S. Ojeleye makes free throw 2 of 2,24,25
99,1,1:48.0,R. Hood misses 2-pt jump shot from 5 ft (block by A. Horford),,24,25
100,1,1:45.0,,Defensive rebound by A. Horford,24,25
101,1,1:35.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by A. Horford),24,28
102,1,1:13.0,J. Green makes 2-pt jump shot from 11 ft,,26,28
103,1,1:00.0,,Shooting foul by J. Clarkson (drawn by T. Rozier),26,28
104,1,1:00.0,,T. Rozier makes free throw 1 of 3,26,29
105,1,1:00.0,,T. Rozier misses free throw 2 of 3,26,29
106,1,1:00.0,,Offensive rebound by Team,26,29
107,1,1:00.0,,T. Rozier makes free throw 3 of 3,26,30
108,1,0:50.0,J. Clarkson makes 2-pt jump shot from 19 ft (assist by L. Nance),,28,30
109,1,0:50.0,,Loose ball foul by S. Ojeleye (drawn by L. Nance),28,30
110,1,0:50.0,L. Nance makes free throw 1 of 1,,29,30
111,1,0:33.0,,A. Horford makes 2-pt dunk at rim (assist by T. Rozier),29,32
112,1,0:21.0,R. Hood makes 2-pt layup from 1 ft (assist by L. Nance),,31,32
113,1,0:01.0,,A. Horford misses 2-pt jump shot from 12 ft,31,32
114,1,0:00.0,Defensive rebound by R. Hood,,31,32
115,2,11:42.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,34,32
116,2,11:19.0,,T. Rozier misses 3-pt jump shot from 23 ft,34,32
117,2,11:15.0,Defensive rebound by R. Hood,,34,32
118,2,11:10.0,Turnover by J. Green (lost ball; steal by A. Horford),,34,32
119,2,11:06.0,,J. Brown misses 3-pt jump shot from 26 ft,34,32
120,2,11:04.0,,Offensive rebound by Team,34,32
121,2,11:04.0,Loose ball foul by J. Green (drawn by T. Rozier),,34,32
122,2,10:56.0,,J. Tatum makes 2-pt jump shot from 17 ft (assist by A. Horford),34,34
123,2,10:39.0,Shooting foul by S. Ojeleye (drawn by J. Green),,34,34
124,2,10:39.0,J. Green makes free throw 1 of 2,,35,34
125,2,10:39.0,,D. Theis enters the game for S. Ojeleye,35,34
126,2,10:39.0,J. Green makes free throw 2 of 2,,36,34
127,2,10:24.0,,Turnover by T. Rozier (bad pass; steal by J. Clarkson),36,34
128,2,10:18.0,J. Clarkson makes 2-pt layup from 1 ft,,38,34
129,2,10:01.0,,D. Theis makes 2-pt layup at rim (assist by A. Horford),38,36
130,2,9:45.0,R. Hood misses 3-pt jump shot from 27 ft,,38,36
131,2,9:42.0,,Defensive rebound by J. Brown,38,36
132,2,9:33.0,,J. Tatum misses 2-pt layup from 1 ft (block by R. Hood),38,36
133,2,9:31.0,,Offensive rebound by J. Tatum,38,36
134,2,9:27.0,,T. Rozier makes 2-pt layup from 1 ft (assist by D. Theis),38,38
135,2,9:07.0,L. Nance misses 3-pt jump shot from 24 ft,,38,38
136,2,9:04.0,,Defensive rebound by T. Rozier,38,38
137,2,8:58.0,,A. Horford makes 2-pt dunk at rim (assist by T. Rozier),38,40
138,2,8:58.0,Cleveland full timeout,,38,40
139,2,8:58.0,,S. Ojeleye enters the game for D. Theis,38,40
140,2,8:58.0,L. James enters the game for J. Clarkson,,38,40
141,2,8:58.0,G. Hill enters the game for L. Nance,,38,40
142,2,8:58.0,T. Thompson enters the game for J. Green,,38,40
143,2,8:43.0,R. Hood misses 3-pt jump shot from 26 ft,,38,40
144,2,8:40.0,,Defensive rebound by A. Horford,38,40
145,2,8:24.0,,T. Rozier misses 3-pt jump shot from 28 ft,38,40
146,2,8:20.0,Defensive rebound by L. James,,38,40
147,2,8:07.0,L. James makes 2-pt jump shot from 19 ft,,40,40
148,2,7:47.0,,J. Tatum misses 2-pt jump shot from 19 ft,40,40
149,2,7:46.0,,Offensive rebound by T. Rozier,40,40
150,2,7:46.0,,T. Rozier misses 2-pt layup at rim (block by K. Korver),40,40
151,2,7:45.0,Defensive rebound by L. James,,40,40
152,2,7:38.0,R. Hood makes 3-pt jump shot from 24 ft (assist by L. James),,43,40
153,2,7:19.0,,Turnover by J. Tatum (bad pass),43,40
154,2,7:19.0,J. Smith enters the game for K. Korver,,43,40
155,2,7:10.0,R. Hood misses 3-pt jump shot from 22 ft,,43,40
156,2,7:08.0,,Defensive rebound by T. Rozier,43,40
157,2,7:04.0,,Boston full timeout,43,40
158,2,7:04.0,,G. Monroe enters the game for J. Tatum,43,40
159,2,7:04.0,,K. Irving enters the game for A. Horford,43,40
160,2,6:48.0,,K. Irving makes 2-pt layup from 2 ft,43,42
161,2,6:29.0,T. Thompson misses 2-pt layup from 3 ft (block by G. Monroe),,43,42
162,2,6:29.0,,Defensive rebound by K. Irving,43,42
163,2,6:21.0,,K. Irving makes 2-pt layup at rim,43,44
164,2,6:00.0,G. Hill makes 3-pt jump shot from 22 ft,,46,44
165,2,5:47.0,,J. Brown misses 3-pt jump shot from 25 ft,46,44
166,2,5:43.0,Defensive rebound by T. Thompson,,46,44
167,2,5:38.0,L. James makes 2-pt layup from 1 ft,,48,44
168,2,5:38.0,Shooting foul by G. Monroe (drawn by L. James),,48,44
169,2,5:38.0,,M. Morris enters the game for S. Ojeleye,48,44
170,2,5:38.0,C. Osman enters the game for R. Hood,,48,44
171,2,5:38.0,L. James misses free throw 1 of 1,,48,44
172,2,5:38.0,,Defensive rebound by G. Monroe,48,44
173,2,5:26.0,,K. Irving misses 3-pt jump shot from 27 ft,48,44
174,2,5:23.0,Defensive rebound by G. Hill,,48,44
175,2,5:21.0,Turnover by G. Hill (out of bounds lost ball),,48,44
176,2,5:10.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Irving),48,46
177,2,4:49.0,L. James makes 3-pt jump shot from 27 ft,,51,46
178,2,4:36.0,,K. Irving misses 3-pt jump shot from 27 ft,51,46
179,2,4:34.0,Defensive rebound by J. Smith,,51,46
180,2,4:29.0,L. James misses 2-pt jump shot from 7 ft,,51,46
181,2,4:28.0,,Defensive rebound by Team,51,46
182,2,4:28.0,Loose ball foul by T. Thompson (drawn by G. Monroe),,51,46
183,2,4:16.0,,M. Morris misses 3-pt jump shot from 25 ft,51,46
184,2,4:12.0,Defensive rebound by J. Smith,,51,46
185,2,4:08.0,,J. Tatum enters the game for T. Rozier,51,46
186,2,3:54.0,J. Smith makes 2-pt layup from 1 ft (assist by L. James),,53,46
187,2,3:45.0,,Turnover by G. Monroe (bad pass),53,46
188,2,3:36.0,L. James makes 3-pt jump shot from 27 ft,,56,46
189,2,3:17.0,,K. Irving makes 2-pt jump shot from 17 ft,56,48
190,2,2:56.0,L. James makes 2-pt jump shot from 3 ft,,58,48
191,2,2:47.0,,J. Tatum misses 2-pt layup at rim,58,48
192,2,2:46.0,,Offensive rebound by G. Monroe,58,48
193,2,2:46.0,,Shooting foul by J. Smith (drawn by G. Monroe),58,48
194,2,2:46.0,,G. Monroe makes free throw 1 of 2,58,49
195,2,2:46.0,,A. Horford enters the game for J. Brown,58,49
196,2,2:46.0,J. Clarkson enters the game for G. Hill,,58,49
197,2,2:46.0,,G. Monroe misses free throw 2 of 2,58,49
198,2,2:46.0,Defensive rebound by L. James,,58,49
199,2,2:34.0,L. James misses 2-pt jump shot from 12 ft,,58,49
200,2,2:30.0,,Defensive rebound by A. Horford,58,49
201,2,2:22.0,,Turnover by A. Horford (bad pass; steal by J. Clarkson),58,49
202,2,2:18.0,J. Clarkson makes 2-pt dunk at rim,,60,49
203,2,2:05.0,,Turnover by K. Irving (bad pass; steal by C. Osman),60,49
204,2,2:01.0,C. Osman misses 2-pt dunk from 1 ft,,60,49
205,2,2:01.0,,Defensive rebound by Team,60,49
206,2,1:52.0,,Turnover by A. Horford (bad pass),60,49
207,2,1:52.0,,D. Theis enters the game for G. Monroe,60,49
208,2,1:38.0,T. Thompson makes 2-pt dunk from 1 ft (assist by L. James),,62,49
209,2,1:24.0,,A. Horford misses 3-pt jump shot from 22 ft,62,49
210,2,1:23.0,,Offensive rebound by M. Morris,62,49
211,2,1:23.0,,M. Morris makes 2-pt layup at rim,62,51
212,2,0:55.0,L. James misses 2-pt jump shot from 14 ft,,62,51
213,2,0:54.0,Offensive rebound by C. Osman,,62,51
214,2,0:54.0,Shooting foul by J. Tatum (drawn by C. Osman),,62,51
215,2,0:54.0,C. Osman misses free throw 1 of 2,,62,51
216,2,0:54.0,Offensive rebound by Team,,62,51
217,2,0:54.0,C. Osman makes free throw 2 of 2,,63,51
218,2,0:54.0,,T. Rozier enters the game for J. Tatum,63,51
219,2,0:46.0,,Shooting foul by C. Osman (drawn by K. Irving),63,51
220,2,0:46.0,,K. Irving misses free throw 1 of 2,63,51
221,2,0:46.0,,Offensive rebound by Team,63,51
222,2,0:46.0,R. Hood enters the game for C. Osman,,63,51
223,2,0:46.0,,K. Irving makes free throw 2 of 2,63,52
224,2,0:36.0,Shooting foul by D. Theis (drawn by L. James),,63,52
225,2,0:36.0,L. James misses free throw 1 of 2,,63,52
226,2,0:36.0,Offensive rebound by Team,,63,52
227,2,0:36.0,,J. Brown enters the game for D. Theis,63,52
228,2,0:36.0,L. James makes free throw 2 of 2,,64,52
229,2,0:20.0,,Turnover by A. Horford (bad pass; steal by J. Smith),64,52
230,2,0:01.0,L. James misses 3-pt jump shot from 25 ft,,64,52
231,2,0:01.0,Offensive rebound by Team,,64,52
232,3,11:46.0,L. James misses 2-pt jump shot from 12 ft,,64,52
233,3,11:42.0,,Defensive rebound by J. Brown,64,52
234,3,11:34.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Irving),64,55
235,3,11:15.0,G. Hill makes 3-pt jump shot from 23 ft (assist by L. James),,67,55
236,3,10:55.0,,J. Brown misses 3-pt jump shot from 22 ft,67,55
237,3,10:54.0,Defensive rebound by J. Smith,,67,55
238,3,10:45.0,L. James makes 2-pt layup from 2 ft,,69,55
239,3,10:35.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by K. Irving),69,58
240,3,10:17.0,C. Osman misses 3-pt jump shot from 25 ft,,69,58
241,3,10:16.0,Offensive rebound by T. Thompson,,69,58
242,3,10:14.0,T. Thompson makes 2-pt layup from 1 ft,,71,58
243,3,9:58.0,,J. Tatum misses 2-pt dunk from 1 ft,71,58
244,3,9:55.0,Defensive rebound by L. James,,71,58
245,3,9:38.0,G. Hill makes 2-pt layup from 1 ft,,73,58
246,3,9:26.0,,K. Irving misses 3-pt jump shot from 26 ft,73,58
247,3,9:22.0,Defensive rebound by L. James,,73,58
248,3,9:19.0,Turnover by L. James (bad pass; steal by J. Tatum),,73,58
249,3,9:11.0,,Shooting foul by T. Thompson (drawn by M. Morris),73,58
250,3,9:11.0,,M. Morris makes free throw 1 of 2,73,59
251,3,9:11.0,,M. Morris makes free throw 2 of 2,73,60
252,3,8:56.0,G. Hill misses 2-pt jump shot from 5 ft,,73,60
253,3,8:56.0,Offensive rebound by Team,,73,60
254,3,8:56.0,,Loose ball foul by J. Brown (drawn by T. Thompson),73,60
255,3,8:50.0,J. Smith misses 3-pt jump shot from 25 ft,,73,60
256,3,8:44.0,,Defensive rebound by K. Irving,73,60
257,3,8:42.0,,Shooting foul by G. Hill (drawn by K. Irving),73,60
258,3,8:42.0,,K. Irving makes free throw 1 of 2,73,61
259,3,8:42.0,,K. Irving makes free throw 2 of 2,73,62
260,3,8:19.0,J. Smith makes 3-pt jump shot from 25 ft,,76,62
261,3,8:06.0,,J. Brown misses 3-pt jump shot from 25 ft,76,62
262,3,8:03.0,Defensive rebound by C. Osman,,76,62
263,3,7:52.0,L. James misses 2-pt hook shot from 5 ft,,76,62
264,3,7:52.0,,Defensive rebound by Team,76,62
265,3,7:52.0,Loose ball foul by T. Thompson (drawn by A. Horford),,76,62
266,3,7:38.0,,Turnover by K. Irving (out of bounds lost ball),76,62
267,3,7:27.0,G. Hill misses 2-pt jump shot from 15 ft,,76,62
268,3,7:24.0,,Defensive rebound by J. Tatum,76,62
269,3,7:19.0,Offensive charge foul by J. Tatum (drawn by G. Hill),,76,62
270,3,7:19.0,,Turnover by J. Tatum (offensive foul),76,62
271,3,7:10.0,Shooting foul by M. Morris (drawn by L. James),,76,62
272,3,7:10.0,L. James makes free throw 1 of 2,,77,62
273,3,7:10.0,L. James misses free throw 2 of 2,,77,62
274,3,7:10.0,,Defensive rebound by M. Morris,77,62
275,3,6:57.0,,M. Morris makes 2-pt jump shot from 19 ft,77,64
276,3,6:41.0,L. James makes 2-pt jump shot from 17 ft (assist by G. Hill),,79,64
277,3,6:21.0,,A. Horford misses 3-pt jump shot from 25 ft,79,64
278,3,6:19.0,,Offensive rebound by Team,79,64
279,3,6:19.0,,Boston full timeout,79,64
280,3,6:19.0,,T. Rozier enters the game for J. Brown,79,64
281,3,6:19.0,,S. Ojeleye enters the game for J. Tatum,79,64
282,3,6:14.0,,K. Irving misses 3-pt jump shot from 28 ft,79,64
283,3,6:11.0,Defensive rebound by G. Hill,,79,64
284,3,5:56.0,G. Hill misses 3-pt jump shot from 28 ft,,79,64
285,3,5:52.0,,Defensive rebound by K. Irving,79,64
286,3,5:43.0,,A. Horford misses 3-pt jump shot from 27 ft,79,64
287,3,5:39.0,,Offensive rebound by T. Rozier,79,64
288,3,5:31.0,,T. Rozier misses 3-pt jump shot from 23 ft,79,64
289,3,5:31.0,Defensive rebound by J. Smith,,79,64
290,3,5:22.0,Turnover by G. Hill (step out of bounds),,79,64
291,3,5:00.0,,M. Morris misses 2-pt jump shot from 9 ft,79,64
292,3,4:57.0,Defensive rebound by G. Hill,,79,64
293,3,4:42.0,C. Osman makes 2-pt layup from 1 ft,,81,64
294,3,4:31.0,,T. Rozier makes 3-pt jump shot from 27 ft (assist by A. Horford),81,67
295,3,4:11.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,84,67
296,3,3:57.0,,Turnover by A. Horford (bad pass; steal by L. James),84,67
297,3,3:37.0,G. Hill misses 3-pt jump shot from 26 ft,,84,67
298,3,3:35.0,,Defensive rebound by A. Horford,84,67
299,3,3:27.0,,K. Irving misses 2-pt jump shot from 10 ft,84,67
300,3,3:25.0,Defensive rebound by C. Osman,,84,67
301,3,3:25.0,Cleveland full timeout,,84,67
302,3,3:25.0,,A. Baynes enters the game for A. Horford,84,67
303,3,3:25.0,J. Clarkson enters the game for G. Hill,,84,67
304,3,3:25.0,R. Hood enters the game for T. Thompson,,84,67
305,3,3:25.0,L. Nance enters the game for C. Osman,,84,67
306,3,3:11.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. James),,87,67
307,3,2:43.0,,M. Morris misses 2-pt layup from 3 ft,87,67
308,3,2:41.0,Defensive rebound by L. James,,87,67
309,3,2:35.0,R. Hood makes 3-pt jump shot from 26 ft (assist by J. Smith),,90,67
310,3,2:19.0,,A. Baynes misses 2-pt jump shot from 8 ft,90,67
311,3,2:18.0,Defensive rebound by Team,,90,67
312,3,2:18.0,,J. Tatum enters the game for K. Irving,90,67
313,3,2:18.0,,J. Brown enters the game for M. Morris,90,67
314,3,2:07.0,L. James makes 2-pt jump shot from 6 ft,,92,67
315,3,1:48.0,,A. Baynes makes 2-pt jump shot from 14 ft (assist by J. Tatum),92,69
316,3,1:25.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. James),,95,69
317,3,1:24.0,,Boston full timeout,95,69
318,3,1:14.0,,T. Rozier makes 3-pt jump shot from 31 ft,95,72
319,3,0:56.0,L. James misses 2-pt jump shot from 9 ft,,95,72
320,3,0:54.0,,Defensive rebound by T. Rozier,95,72
321,3,0:42.0,,J. Tatum makes 2-pt layup at rim (assist by T. Rozier),95,74
322,3,0:17.0,L. James misses 3-pt jump shot from 23 ft,,95,74
323,3,0:15.0,,Defensive rebound by T. Rozier,95,74
324,3,0:07.0,,A. Baynes misses 2-pt layup from 3 ft (block by L. James),95,74
325,3,0:06.0,,Offensive rebound by A. Baynes,95,74
326,3,0:03.0,,Personal foul by L. Nance (drawn by A. Baynes),95,74
327,3,0:03.0,,A. Horford enters the game for A. Baynes,95,74
328,3,0:00.0,,J. Tatum misses 3-pt jump shot from 27 ft,95,74
329,3,0:00.0,,Offensive rebound by Team,95,74
330,4,11:46.0,,T. Rozier misses 3-pt jump shot from 26 ft,95,74
331,4,11:42.0,Defensive rebound by L. Nance,,95,74
332,4,11:33.0,J. Clarkson makes 2-pt jump shot from 16 ft,,97,74
333,4,11:21.0,,S. Ojeleye misses 3-pt jump shot from 25 ft,97,74
334,4,11:17.0,Defensive rebound by J. Clarkson,,97,74
335,4,10:59.0,L. Nance makes 2-pt dunk at rim (assist by K. Korver),,99,74
336,4,10:40.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,99,74
337,4,10:38.0,Defensive rebound by J. Clarkson,,99,74
338,4,10:32.0,Turnover by R. Hood (out of bounds lost ball),,99,74
339,4,10:32.0,,A. Nader enters the game for S. Ojeleye,99,74
340,4,10:20.0,,Shooting foul by J. Green (drawn by J. Brown),99,74
341,4,10:20.0,,J. Brown misses free throw 1 of 2,99,74
342,4,10:20.0,,Offensive rebound by Team,99,74
343,4,10:20.0,,J. Brown makes free throw 2 of 2,99,75
344,4,10:08.0,R. Hood makes 2-pt jump shot from 12 ft (assist by L. Nance),,101,75
345,4,9:47.0,,Turnover by J. Brown (bad pass; steal by R. Hood),101,75
346,4,9:41.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Korver),,104,75
347,4,9:26.0,,T. Rozier misses 2-pt jump shot from 10 ft,104,75
348,4,9:24.0,Defensive rebound by L. Nance,,104,75
349,4,9:17.0,J. Clarkson misses 2-pt jump shot from 9 ft,,104,75
350,4,9:13.0,,Defensive rebound by J. Brown,104,75
351,4,9:08.0,,J. Brown makes 2-pt layup from 1 ft,104,77
352,4,8:42.0,R. Hood misses 2-pt jump shot from 3 ft,,104,77
353,4,8:40.0,,Defensive rebound by A. Baynes,104,77
354,4,8:32.0,,A. Nader misses 3-pt jump shot from 23 ft,104,77
355,4,8:31.0,Defensive rebound by K. Korver,,104,77
356,4,8:28.0,Cleveland full timeout,,104,77
357,4,8:28.0,,D. Theis enters the game for J. Tatum,104,77
358,4,8:21.0,J. Green misses 2-pt layup from 1 ft,,104,77
359,4,8:19.0,,Defensive rebound by A. Baynes,104,77
360,4,8:00.0,,A. Baynes misses 2-pt jump shot from 15 ft,104,77
361,4,7:56.0,Defensive rebound by J. Clarkson,,104,77
362,4,7:44.0,J. Green misses 3-pt jump shot from 25 ft,,104,77
363,4,7:42.0,,Defensive rebound by T. Rozier,104,77
364,4,7:34.0,,T. Rozier misses 2-pt layup from 2 ft,104,77
365,4,7:31.0,Defensive rebound by R. Hood,,104,77
366,4,7:26.0,R. Hood makes 2-pt layup from 2 ft,,106,77
367,4,7:09.0,,J. Brown makes 2-pt jump shot from 16 ft,106,79
368,4,6:51.0,K. Korver misses 3-pt jump shot from 25 ft,,106,79
369,4,6:48.0,,Defensive rebound by J. Brown,106,79
370,4,6:40.0,,J. Brown misses 3-pt jump shot from 26 ft,106,79
371,4,6:38.0,,Offensive rebound by T. Rozier,106,79
372,4,6:33.0,,Shooting foul by L. Nance (drawn by T. Rozier),106,79
373,4,6:33.0,,T. Rozier makes free throw 1 of 2,106,80
374,4,6:33.0,,G. Monroe enters the game for A. Baynes,106,80
375,4,6:33.0,C. Osman enters the game for R. Hood,,106,80
376,4,6:33.0,,T. Rozier makes free throw 2 of 2,106,81
377,4,6:22.0,L. Nance makes 2-pt dunk from 1 ft,,108,81
378,4,5:55.0,,G. Monroe misses 2-pt hook shot from 3 ft,108,81
379,4,5:54.0,,Offensive rebound by T. Rozier,108,81
380,4,5:54.0,,T. Rozier makes 2-pt layup at rim,108,83
381,4,5:43.0,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Green),,111,83
382,4,5:30.0,,A. Nader misses 2-pt layup from 2 ft,111,83
383,4,5:29.0,,Offensive rebound by G. Monroe,111,83
384,4,5:29.0,,Personal foul by L. Nance (drawn by G. Monroe),111,83
385,4,5:16.0,,A. Nader makes 3-pt jump shot from 26 ft (assist by T. Rozier),111,86
386,4,5:14.0,Cleveland full timeout,,111,86
387,4,5:14.0,,S. Ojeleye enters the game for J. Brown,111,86
388,4,4:58.0,L. Nance misses 2-pt layup from 5 ft,,111,86
389,4,4:53.0,,Defensive rebound by G. Monroe,111,86
390,4,4:45.0,,Turnover by A. Nader (out of bounds lost ball),111,86
391,4,4:36.0,J. Clarkson misses 3-pt jump shot from 25 ft,,111,86
392,4,4:34.0,,Defensive rebound by G. Monroe,111,86
393,4,4:24.0,,D. Theis misses 2-pt jump shot from 18 ft,111,86
394,4,4:22.0,Defensive rebound by K. Korver,,111,86
395,4,4:16.0,Shooting foul by D. Theis (drawn by J. Green),,111,86
396,4,4:16.0,J. Green makes free throw 1 of 2,,112,86
