,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
148,2,7:36.0,D. Cousins makes 2-pt jump shot from 11 ft,,46,50
149,2,7:36.0,Shooting foul by A. Jefferson (drawn by D. Cousins),,46,50
150,2,7:36.0,,M. Turner enters the game for A. Jefferson,46,50
151,2,7:36.0,A. Davis enters the game for D. Miller,,46,50
152,2,7:36.0,D. Cousins makes free throw 1 of 1,,47,50
153,2,7:13.0,,L. Stephenson makes 3-pt jump shot from 30 ft (assist by D. Collison),47,53
154,2,6:59.0,D. Cousins makes 2-pt layup at rim,,49,53
155,2,6:43.0,,T. Young makes 2-pt layup from 1 ft,49,55
156,2,6:31.0,I. Clark misses 3-pt jump shot from 27 ft,,49,55
157,2,6:29.0,,Defensive rebound by T. Young,49,55
158,2,6:20.0,,M. Turner makes 2-pt layup from 2 ft,49,57
159,2,6:20.0,,Shooting block foul by E. Moore (drawn by M. Turner),49,57
160,2,6:20.0,,Indiana full timeout,49,57
161,2,6:20.0,T. Allen enters the game for J. Nelson,,49,57
162,2,6:20.0,,M. Turner makes free throw 1 of 1,49,58
163,2,6:09.0,D. Cousins makes 2-pt dunk from 1 ft (assist by A. Davis),,51,58
164,2,5:52.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by D. Collison),51,61
165,2,5:29.0,E. Moore misses 2-pt layup from 1 ft (block by M. Turner),,51,61
166,2,5:29.0,Offensive rebound by E. Moore,,51,61
167,2,5:23.0,E. Moore makes 2-pt jump shot from 4 ft,,53,61
168,2,4:59.0,,C. Joseph misses 3-pt jump shot from 28 ft,53,61
169,2,4:57.0,Defensive rebound by T. Allen,,53,61
170,2,4:55.0,Turnover by T. Allen (bad pass; steal by T. Young),,53,61
171,2,4:41.0,,D. Collison makes 2-pt layup from 1 ft,53,63
172,2,4:20.0,D. Cousins makes 2-pt dunk from 1 ft (assist by T. Allen),,55,63
173,2,3:54.0,,C. Joseph misses 3-pt jump shot from 29 ft,55,63
174,2,3:49.0,,Offensive rebound by T. Young,55,63
175,2,3:49.0,,T. Young makes 2-pt layup at rim,55,65
176,2,3:36.0,I. Clark makes 3-pt jump shot from 26 ft,,58,65
177,2,3:19.0,,T. Young misses 3-pt jump shot from 22 ft,58,65
178,2,3:16.0,Defensive rebound by D. Cousins,,58,65
179,2,3:04.0,Turnover by I. Clark (bad pass; steal by T. Young),,58,65
180,2,3:00.0,,D. Collison makes 2-pt layup at rim (assist by T. Young),58,67
181,2,2:51.0,New Orleans full timeout,,58,67
182,2,2:51.0,,B. Bogdanović enters the game for C. Joseph,58,67
183,2,2:51.0,J. Nelson enters the game for E. Moore,,58,67
184,2,2:33.0,Turnover by A. Davis (bad pass; steal by L. Stephenson),,58,67
185,2,2:23.0,,B. Bogdanović makes 2-pt layup from 8 ft (assist by D. Collison),58,69
186,2,2:07.0,Turnover by T. Allen (bad pass),,58,69
187,2,2:02.0,,Turnover by D. Collison (bad pass),58,69
188,2,1:50.0,D. Cousins misses 3-pt jump shot from 25 ft,,58,69
189,2,1:47.0,Offensive rebound by I. Clark,,58,69
190,2,1:43.0,Personal foul by D. Collison (drawn by A. Davis),,58,69
191,2,1:43.0,D. Miller enters the game for T. Allen,,58,69
192,2,1:26.0,A. Davis makes 3-pt jump shot from 23 ft (assist by D. Cousins),,61,69
193,2,1:07.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by D. Collison),61,71
194,2,0:52.0,I. Clark misses 2-pt jump shot from 14 ft,,61,71
195,2,0:50.0,,Defensive rebound by L. Stephenson,61,71
196,2,0:43.0,,T. Young makes 2-pt dunk from 1 ft (assist by L. Stephenson),61,73
197,2,0:31.0,J. Nelson misses 3-pt jump shot from 25 ft,,61,73
198,2,0:28.0,,Defensive rebound by B. Bogdanović,61,73
199,2,0:07.0,,D. Collison makes 2-pt jump shot from 17 ft,61,75
200,2,0:01.0,D. Miller misses 3-pt jump shot from 27 ft,,61,75
201,2,0:01.0,Offensive rebound by Team,,61,75
202,3,11:45.0,A. Davis makes 2-pt layup from 1 ft (assist by E. Moore),,63,75
203,3,11:30.0,,Turnover by T. Young (lost ball; steal by A. Davis),63,75
204,3,11:26.0,D. Cunningham makes 2-pt layup from 1 ft (assist by A. Davis),,65,75
205,3,11:07.0,,M. Turner misses 2-pt jump shot from 20 ft,65,75
206,3,11:04.0,Defensive rebound by A. Davis,,65,75
207,3,10:50.0,D. Cousins makes 2-pt jump shot from 6 ft,,67,75
208,3,10:34.0,,V. Oladipo misses 2-pt jump shot from 15 ft (block by A. Davis),67,75
209,3,10:31.0,Defensive rebound by D. Cousins,,67,75
210,3,10:28.0,E. Moore misses 3-pt jump shot from 22 ft,,67,75
211,3,10:24.0,,Defensive rebound by V. Oladipo,67,75
212,3,10:14.0,,V. Oladipo makes 2-pt layup at rim,67,77
213,3,10:01.0,J. Holiday makes 2-pt layup at rim,,69,77
214,3,9:51.0,,Shooting foul by D. Cousins (drawn by M. Turner),69,77
215,3,9:51.0,,M. Turner misses free throw 1 of 2,69,77
216,3,9:51.0,,Offensive rebound by Team,69,77
217,3,9:51.0,,M. Turner makes free throw 2 of 2,69,78
218,3,9:41.0,D. Cousins makes 3-pt jump shot from 27 ft (assist by J. Holiday),,72,78
219,3,9:12.0,,M. Turner makes 2-pt layup at rim (assist by D. Collison),72,80
220,3,9:06.0,Personal foul by M. Turner (drawn by A. Davis),,72,80
221,3,8:56.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. Cousins),,74,80
222,3,8:37.0,,T. Young misses 2-pt jump shot from 18 ft,74,80
223,3,8:35.0,Defensive rebound by D. Cousins,,74,80
224,3,8:26.0,Shooting foul by M. Turner (drawn by A. Davis),,74,80
225,3,8:26.0,A. Davis makes free throw 1 of 2,,75,80
226,3,8:26.0,A. Davis misses free throw 2 of 2,,75,80
227,3,8:23.0,Offensive rebound by D. Cousins,,75,80
228,3,8:22.0,D. Cousins makes 2-pt layup at rim,,77,80
229,3,8:02.0,,M. Turner misses 2-pt jump shot from 22 ft,77,80
230,3,8:00.0,Defensive rebound by D. Cunningham,,77,80
231,3,7:51.0,D. Cousins misses 2-pt dunk at rim (block by M. Turner),,77,80
232,3,7:49.0,,Defensive rebound by M. Turner,77,80
233,3,7:44.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),77,83
234,3,7:30.0,D. Cousins makes 3-pt jump shot from 28 ft (assist by J. Holiday),,80,83
235,3,7:29.0,,Indiana full timeout,80,83
236,3,7:18.0,,V. Oladipo makes 3-pt jump shot from 27 ft,80,86
237,3,7:08.0,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Holiday),,83,86
238,3,6:53.0,,M. Turner makes 2-pt jump shot from 16 ft (assist by V. Oladipo),83,88
239,3,6:33.0,D. Cousins misses 3-pt jump shot from 27 ft,,83,88
240,3,6:30.0,,Defensive rebound by T. Young,83,88
241,3,6:12.0,,D. Collison misses 2-pt jump shot from 20 ft,83,88
242,3,6:10.0,Defensive rebound by D. Cousins,,83,88
243,3,6:01.0,D. Cunningham misses 3-pt jump shot from 22 ft,,83,88
244,3,5:56.0,Offensive rebound by J. Holiday,,83,88
245,3,5:51.0,J. Holiday misses 3-pt jump shot from 26 ft,,83,88
246,3,5:44.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,83,88
247,3,5:41.0,Defensive rebound by D. Cunningham,,83,88
248,3,5:32.0,,Defensive rebound by V. Oladipo,83,88
249,3,5:32.0,E. Moore misses 3-pt jump shot from 27 ft,,83,88
250,3,5:28.0,,Defensive rebound by V. Oladipo,83,88
251,3,5:22.0,,Turnover by V. Oladipo (traveling),83,88
252,3,5:22.0,J. Nelson enters the game for E. Moore,,83,88
253,3,5:14.0,J. Holiday misses 3-pt jump shot from 26 ft,,83,88
254,3,5:11.0,,Defensive rebound by B. Bogdanović,83,88
255,3,5:02.0,,V. Oladipo misses 3-pt jump shot from 26 ft,83,88
256,3,4:58.0,Defensive rebound by D. Cunningham,,83,88
257,3,4:51.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Nelson),,86,88
258,3,4:23.0,,T. Young misses 3-pt jump shot from 27 ft,86,88
259,3,4:20.0,Defensive rebound by D. Cousins,,86,88
260,3,4:11.0,A. Davis makes 2-pt jump shot from 15 ft (assist by D. Cousins),,88,88
261,3,3:53.0,,D. Collison misses 2-pt jump shot from 17 ft,88,88
262,3,3:51.0,Defensive rebound by A. Davis,,88,88
263,3,3:40.0,Shooting block foul by D. Collison (drawn by D. Cousins),,88,88
264,3,3:40.0,D. Cousins makes free throw 1 of 2,,89,88
265,3,3:40.0,,C. Joseph enters the game for D. Collison,89,88
266,3,3:40.0,,L. Stephenson enters the game for B. Bogdanović,89,88
267,3,3:40.0,D. Miller enters the game for D. Cunningham,,89,88
268,3,3:40.0,D. Cousins misses free throw 2 of 2,,89,88
269,3,3:38.0,,Defensive rebound by M. Turner,89,88
270,3,3:24.0,,V. Oladipo misses 2-pt jump shot from 17 ft,89,88
271,3,3:21.0,,Offensive rebound by M. Turner,89,88
272,3,3:20.0,,Turnover by M. Turner (lost ball; steal by J. Nelson),89,88
273,3,3:11.0,D. Cousins misses 2-pt layup from 1 ft,,89,88
274,3,3:07.0,,Defensive rebound by M. Turner,89,88
275,3,2:58.0,,C. Joseph misses 2-pt jump shot from 16 ft,89,88
276,3,2:55.0,Defensive rebound by A. Davis,,89,88
277,3,2:42.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,91,88
278,3,2:27.0,,V. Oladipo makes 2-pt layup from 1 ft,91,90
279,3,2:16.0,D. Cousins misses 3-pt jump shot from 26 ft,,91,90
280,3,2:14.0,,Defensive rebound by L. Stephenson,91,90
281,3,1:57.0,,V. Oladipo misses 3-pt jump shot from 24 ft,91,90
282,3,1:54.0,Defensive rebound by D. Miller,,91,90
283,3,1:40.0,J. Holiday misses 2-pt jump shot from 18 ft,,91,90
284,3,1:36.0,,Defensive rebound by L. Stephenson,91,90
285,3,1:23.0,,L. Stephenson misses 3-pt jump shot from 26 ft,91,90
286,3,1:21.0,Defensive rebound by Team,,91,90
287,3,1:21.0,New Orleans full timeout,,91,90
288,3,1:21.0,,A. Jefferson enters the game for M. Turner,91,90
289,3,1:21.0,T. Allen enters the game for D. Cousins,,91,90
290,3,1:05.0,J. Nelson misses 2-pt layup at rim,,91,90
291,3,1:04.0,,Defensive rebound by C. Joseph,91,90
292,3,0:59.0,,A. Jefferson makes 2-pt hook shot from 9 ft (assist by C. Joseph),91,92
293,3,0:50.0,A. Davis makes 3-pt jump shot from 26 ft (assist by D. Miller),,94,92
294,3,0:34.0,,A. Jefferson makes 2-pt dunk from 1 ft (assist by C. Joseph),94,94
295,3,0:22.0,J. Holiday misses 2-pt layup from 1 ft,,94,94
296,3,0:20.0,Offensive rebound by A. Davis,,94,94
297,3,0:20.0,A. Davis misses 2-pt layup at rim,,94,94
298,3,0:18.0,,Defensive rebound by A. Jefferson,94,94
299,3,0:18.0,,Turnover by A. Jefferson (out of bounds lost ball),94,94
300,3,0:18.0,,T. Leaf enters the game for A. Jefferson,94,94
301,3,0:18.0,E. Moore enters the game for J. Holiday,,94,94
302,3,0:18.0,D. Cousins enters the game for T. Allen,,94,94
303,3,0:16.0,J. Nelson makes 2-pt layup at rim (assist by E. Moore),,96,94
304,3,0:00.0,,V. Oladipo misses 2-pt layup at rim (block by D. Cousins),96,94
305,3,0:00.0,,Offensive rebound by Team,96,94
306,3,0:00.0,T. Allen enters the game for D. Cousins,,96,94
307,3,0:00.0,,L. Stephenson misses 2-pt jump shot from 18 ft,96,94
308,3,0:00.0,,Offensive rebound by Team,96,94
309,4,11:49.0,,T. Leaf misses 3-pt jump shot from 27 ft,96,94
310,4,11:47.0,Defensive rebound by A. Davis,,96,94
311,4,11:29.0,Shooting foul by J. Young (drawn by A. Davis),,96,94
312,4,11:29.0,A. Davis misses free throw 1 of 2,,96,94
313,4,11:29.0,Offensive rebound by Team,,96,94
314,4,11:29.0,A. Davis makes free throw 2 of 2,,97,94
315,4,11:16.0,,L. Stephenson makes 2-pt jump shot from 17 ft,97,96
316,4,11:16.0,,Shooting foul by T. Allen (drawn by L. Stephenson),97,96
317,4,11:16.0,,L. Stephenson misses free throw 1 of 1,97,96
318,4,11:13.0,Defensive rebound by A. Davis,,97,96
319,4,11:02.0,J. Nelson misses 2-pt jump shot from 18 ft,,97,96
320,4,10:59.0,,Defensive rebound by T. Leaf,97,96
321,4,10:49.0,,A. Jefferson misses 2-pt layup from 1 ft,97,96
322,4,10:47.0,,Offensive rebound by L. Stephenson,97,96
323,4,10:27.0,,J. Young makes 2-pt layup from 5 ft,97,98
324,4,10:17.0,D. Miller makes 3-pt jump shot from 28 ft (assist by A. Davis),,100,98
325,4,9:59.0,,A. Jefferson misses 2-pt jump shot from 14 ft,100,98
326,4,9:58.0,,Offensive rebound by Team,100,98
327,4,9:58.0,Loose ball foul by D. Miller (drawn by T. Leaf),,100,98
328,4,9:58.0,D. Cousins enters the game for A. Davis,,100,98
329,4,9:43.0,,J. Young misses 2-pt jump shot from 6 ft (block by D. Cousins),100,98
330,4,9:41.0,Defensive rebound by D. Cousins,,100,98
331,4,9:32.0,Shooting foul by T. Leaf (drawn by D. Cousins),,100,98
332,4,9:32.0,D. Cousins makes free throw 1 of 2,,101,98
333,4,9:32.0,D. Cousins makes free throw 2 of 2,,102,98
334,4,9:18.0,,J. Young misses 3-pt jump shot from 26 ft,102,98
335,4,9:16.0,Defensive rebound by D. Cousins,,102,98
336,4,9:07.0,D. Cousins misses 3-pt jump shot from 26 ft,,102,98
337,4,9:07.0,,Defensive rebound by Team,102,98
338,4,8:55.0,,C. Joseph makes 2-pt jump shot from 5 ft,102,100
339,4,8:43.0,D. Cousins misses 2-pt layup from 1 ft,,102,100
340,4,8:43.0,,Defensive rebound by A. Jefferson,102,100
341,4,8:36.0,,T. Leaf misses 2-pt jump shot from 6 ft,102,100
342,4,8:36.0,Defensive rebound by D. Cousins,,102,100
343,4,8:22.0,E. Moore misses 3-pt jump shot from 27 ft,,102,100
344,4,8:22.0,,Defensive rebound by Team,102,100
345,4,8:19.0,,V. Oladipo enters the game for J. Young,102,100
346,4,8:19.0,,T. Young enters the game for T. Leaf,102,100
347,4,8:19.0,J. Holiday enters the game for J. Nelson,,102,100
348,4,8:00.0,,C. Joseph misses 3-pt jump shot from 26 ft,102,100
349,4,7:57.0,Defensive rebound by Team,,102,100
350,4,7:57.0,,M. Turner enters the game for A. Jefferson,102,100
351,4,7:40.0,D. Cousins misses 2-pt layup from 1 ft,,102,100
352,4,7:38.0,,Defensive rebound by M. Turner,102,100
353,4,7:37.0,,Personal take foul by T. Allen (drawn by L. Stephenson),102,100
354,4,7:37.0,A. Davis enters the game for E. Moore,,102,100
355,4,7:30.0,,Personal foul by T. Allen (drawn by V. Oladipo),102,100
356,4,7:15.0,,C. Joseph makes 3-pt jump shot from 26 ft,102,103
357,4,6:49.0,A. Davis misses 3-pt jump shot from 28 ft,,102,103
358,4,6:48.0,Offensive rebound by D. Cousins,,102,103
359,4,6:42.0,D. Cousins makes 2-pt layup from 2 ft,,104,103
360,4,6:27.0,,V. Oladipo misses 2-pt jump shot from 16 ft,104,103
361,4,6:22.0,Defensive rebound by J. Holiday,,104,103
362,4,6:21.0,,Offensive charge foul by J. Holiday (drawn by C. Joseph),104,103
363,4,6:21.0,Turnover by J. Holiday (offensive foul),,104,103
364,4,6:21.0,,Indiana full timeout,104,103
365,4,6:21.0,J. Nelson enters the game for D. Miller,,104,103
366,4,6:11.0,,M. Turner misses 2-pt jump shot from 20 ft,104,103
367,4,6:10.0,Defensive rebound by Team,,104,103
368,4,6:10.0,,Loose ball foul by T. Young (drawn by A. Davis),104,103
369,4,6:10.0,,D. Collison enters the game for C. Joseph,104,103
370,4,5:56.0,T. Allen misses 2-pt layup from 3 ft (block by V. Oladipo),,104,103
371,4,5:53.0,,Defensive rebound by M. Turner,104,103
372,4,5:39.0,,V. Oladipo misses 2-pt layup at rim,104,103
373,4,5:38.0,,Offensive rebound by T. Young,104,103
374,4,5:37.0,,Offensive foul by M. Turner (drawn by A. Davis),104,103
375,4,5:37.0,,Turnover by M. Turner (offensive foul),104,103
376,4,5:13.0,Turnover by Team (shot clock),,104,103
377,4,4:59.0,,Turnover by V. Oladipo (lost ball; steal by J. Holiday),104,103
378,4,4:56.0,T. Allen makes 2-pt layup at rim (assist by D. Cousins),,106,103
379,4,4:28.0,,V. Oladipo misses 2-pt jump shot from 18 ft,106,103
380,4,4:25.0,Defensive rebound by T. Allen,,106,103
381,4,4:20.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,108,103
382,4,4:20.0,,Indiana full timeout,108,103
383,4,4:20.0,,B. Bogdanović enters the game for L. Stephenson,108,103
384,4,4:14.0,,Personal foul by J. Nelson (drawn by M. Turner),108,103
385,4,4:14.0,,M. Turner makes free throw 1 of 2,108,104
386,4,4:14.0,,M. Turner makes free throw 2 of 2,108,105
