,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
0,1,11:44.0,L. Aldridge misses 2-pt jump shot from 9 ft,,0,0
1,1,11:39.0,,Defensive rebound by J. Harden,0,0
2,1,11:35.0,,Turnover by J. Harden (bad pass; steal by L. Aldridge),0,0
3,1,11:24.0,L. Aldridge misses 2-pt jump shot from 21 ft,,0,0
4,1,11:21.0,,Defensive rebound by T. Ariza,0,0
5,1,11:16.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Paul),0,3
6,1,10:59.0,T. Parker misses 3-pt jump shot from 22 ft,,0,3
7,1,10:55.0,Offensive rebound by D. Green,,0,3
8,1,10:46.0,K. Leonard makes 2-pt jump shot from 16 ft,,2,3
9,1,10:22.0,,Shooting foul by T. Parker (drawn by J. Harden),2,3
10,1,10:22.0,,J. Harden makes free throw 1 of 3,2,4
11,1,10:22.0,,J. Harden makes free throw 2 of 3,2,5
12,1,10:22.0,,J. Harden makes free throw 3 of 3,2,6
13,1,10:03.0,Turnover by K. Leonard (bad pass; steal by R. Anderson),,2,6
14,1,9:59.0,,J. Harden misses 2-pt layup from 2 ft (block by K. Leonard),2,6
15,1,9:59.0,,Offensive rebound by Team,2,6
16,1,9:57.0,,T. Ariza misses 3-pt jump shot from 25 ft,2,6
17,1,9:53.0,,Offensive rebound by C. Capela,2,6
18,1,9:49.0,,C. Paul makes 3-pt jump shot from 23 ft,2,9
19,1,9:29.0,P. Gasol misses 2-pt jump shot from 11 ft,,2,9
20,1,9:27.0,,Defensive rebound by C. Capela,2,9
21,1,9:25.0,,Turnover by C. Paul (lost ball; steal by D. Green),2,9
22,1,9:21.0,D. Green makes 2-pt layup from 1 ft,,4,9
23,1,9:09.0,,Turnover by C. Paul (bad pass; steal by K. Leonard),4,9
24,1,9:04.0,K. Leonard makes 2-pt jump shot from 10 ft,,6,9
25,1,8:41.0,,R. Anderson misses 3-pt jump shot from 25 ft,6,9
26,1,8:38.0,Defensive rebound by K. Leonard,,6,9
27,1,8:24.0,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Gasol),,8,9
28,1,8:10.0,,T. Ariza misses 3-pt jump shot from 23 ft,8,9
29,1,8:08.0,Defensive rebound by P. Gasol,,8,9
30,1,7:51.0,Turnover by T. Parker (bad pass; steal by R. Anderson),,8,9
31,1,7:42.0,,C. Paul makes 3-pt jump shot from 25 ft,8,12
32,1,7:42.0,San Antonio full timeout,,8,12
33,1,7:23.0,Turnover by D. Green (bad pass),,8,12
34,1,7:15.0,,C. Paul misses 2-pt jump shot from 10 ft,8,12
