,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
0,1,11:43.0,,T. Harris misses 2-pt jump shot from 10 ft,0,0
1,1,11:38.0,Defensive rebound by A. Crabbe,,0,0
2,1,11:18.0,Turnover by S. Dinwiddie (step out of bounds),,0,0
3,1,11:04.0,,A. Bradley makes 2-pt jump shot from 12 ft (assist by A. Drummond),0,2
4,1,10:40.0,D. Carroll misses 2-pt jump shot from 12 ft,,0,2
5,1,10:36.0,,Defensive rebound by T. Harris,0,2
6,1,10:27.0,,T. Harris makes 2-pt jump shot from 15 ft,0,4
7,1,10:04.0,R. Hollis-Jefferson makes 2-pt jump shot from 6 ft,,2,4
8,1,9:46.0,,A. Drummond misses 2-pt jump shot from 14 ft,2,4
9,1,9:44.0,Defensive rebound by D. Carroll,,2,4
10,1,9:29.0,D. Carroll makes 2-pt layup from 5 ft (assist by R. Hollis-Jefferson),,4,4
11,1,9:13.0,,I. Smith makes 2-pt jump shot from 15 ft (assist by T. Harris),4,6
12,1,8:58.0,T. Zeller makes 2-pt hook shot from 2 ft (assist by S. Dinwiddie),,6,6
13,1,8:58.0,Shooting foul by T. Harris (drawn by T. Zeller),,6,6
14,1,8:58.0,T. Zeller makes free throw 1 of 1,,7,6
15,1,8:42.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by T. Harris),7,9
16,1,8:27.0,D. Carroll misses 3-pt jump shot from 27 ft,,7,9
17,1,8:24.0,,Defensive rebound by A. Drummond,7,9
18,1,8:19.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by I. Smith),7,12
19,1,8:00.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,10,12
20,1,7:41.0,,A. Bradley misses 3-pt jump shot from 24 ft,10,12
21,1,7:37.0,Defensive rebound by A. Crabbe,,10,12
22,1,7:24.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,10,12
23,1,7:23.0,Offensive rebound by Team,,10,12
24,1,7:15.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,13,12
25,1,6:59.0,,A. Bradley misses 2-pt jump shot from 16 ft,13,12
26,1,6:56.0,Defensive rebound by D. Carroll,,13,12
27,1,6:52.0,R. Hollis-Jefferson makes 2-pt jump shot from 3 ft,,15,12
28,1,6:37.0,,I. Smith misses 3-pt jump shot from 26 ft,15,12
29,1,6:34.0,Defensive rebound by R. Hollis-Jefferson,,15,12
30,1,6:27.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,15,12
