,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
32,1,8:13.0,,T. Luwawu-Cabarrot enters the game for R. Covington,6,7
33,1,8:04.0,,Turnover by B. Simmons (bad pass),6,7
34,1,7:48.0,Z. Randolph makes 2-pt jump shot from 15 ft,,8,7
35,1,7:48.0,Shooting foul by A. Johnson (drawn by Z. Randolph),,8,7
36,1,7:48.0,,R. Holmes enters the game for A. Johnson,8,7
37,1,7:48.0,Z. Randolph misses free throw 1 of 1,,8,7
38,1,7:46.0,,Defensive rebound by B. Simmons,8,7
39,1,7:31.0,,Turnover by T. Luwawu-Cabarrot (bad pass),8,7
40,1,7:16.0,Z. Randolph makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,11,7
41,1,7:15.0,,Philadelphia full timeout,11,7
42,1,7:15.0,,J. Bayless enters the game for J. Redick,11,7
43,1,7:03.0,,B. Simmons makes 2-pt layup from 1 ft,11,9
44,1,6:46.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,11,9
45,1,6:43.0,,Defensive rebound by R. Holmes,11,9
46,1,6:32.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 20 ft,11,9
47,1,6:28.0,Defensive rebound by Z. Randolph,,11,9
48,1,6:22.0,D. Fox makes 2-pt jump shot from 11 ft,,13,9
49,1,6:00.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,13,9
50,1,5:57.0,,Offensive rebound by T. Booker,13,9
51,1,5:53.0,,T. Booker misses 2-pt hook shot from 11 ft,13,9
52,1,5:50.0,Defensive rebound by Z. Randolph,,13,9
53,1,5:45.0,W. Cauley-Stein misses 2-pt jump shot from 2 ft (block by T. Booker),,13,9
54,1,5:43.0,,Defensive rebound by T. Luwawu-Cabarrot,13,9
55,1,5:36.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Simmons),13,11
56,1,5:13.0,Z. Randolph makes 2-pt hook shot from 2 ft (assist by B. Bogdanović),,15,11
57,1,5:13.0,Shooting foul by T. Luwawu-Cabarrot (drawn by Z. Randolph),,15,11
58,1,5:13.0,B. Hield enters the game for D. Fox,,15,11
59,1,5:13.0,Z. Randolph makes free throw 1 of 1,,16,11
60,1,5:00.0,,Shooting foul by W. Cauley-Stein (drawn by T. Booker),16,11
61,1,5:00.0,,T. Booker makes free throw 1 of 2,16,12
62,1,5:00.0,,R. Covington enters the game for T. Luwawu-Cabarrot,16,12
63,1,5:00.0,,T. Booker makes free throw 2 of 2,16,13
64,1,4:43.0,Z. Randolph misses 3-pt jump shot from 25 ft,,16,13
65,1,4:39.0,,Defensive rebound by J. Bayless,16,13
66,1,4:34.0,,J. Bayless makes 3-pt jump shot from 23 ft (assist by B. Simmons),16,16
67,1,4:13.0,Personal foul by R. Holmes (drawn by B. Bogdanović),,16,16
68,1,4:13.0,B. Bogdanović makes free throw 1 of 2,,17,16
69,1,4:13.0,K. Koufos enters the game for W. Cauley-Stein,,17,16
70,1,4:13.0,F. Mason enters the game for G. Temple,,17,16
71,1,4:13.0,,T. McConnell enters the game for B. Simmons,17,16
72,1,4:13.0,B. Bogdanović makes free throw 2 of 2,,18,16
73,1,4:01.0,,T. Booker makes 2-pt dunk from 1 ft (assist by T. McConnell),18,18
74,1,3:53.0,Sacramento full timeout,,18,18
75,1,3:43.0,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,21,18
76,1,3:19.0,,J. Bayless misses 3-pt jump shot from 26 ft,21,18
77,1,3:13.0,,Offensive rebound by T. Booker,21,18
78,1,3:02.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by T. Booker),21,21
79,1,2:35.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,21,21
80,1,2:32.0,Offensive rebound by K. Koufos,,21,21
81,1,2:32.0,K. Koufos misses 2-pt hook shot from 6 ft,,21,21
82,1,2:29.0,,Defensive rebound by R. Holmes,21,21
83,1,2:22.0,,T. McConnell makes 2-pt layup from 1 ft,21,23
84,1,2:08.0,B. Hield misses 3-pt jump shot from 25 ft,,21,23
85,1,2:06.0,Offensive rebound by K. Koufos,,21,23
86,1,2:02.0,F. Mason makes 2-pt jump shot from 11 ft (assist by K. Koufos),,23,23
87,1,1:50.0,,T. Booker misses 2-pt layup from 2 ft,23,23
88,1,1:48.0,Defensive rebound by K. Koufos,,23,23
89,1,1:34.0,Z. Randolph makes 2-pt jump shot from 10 ft,,25,23
90,1,1:34.0,Shooting foul by J. Bayless (drawn by Z. Randolph),,25,23
91,1,1:34.0,,D. Šarić enters the game for T. Booker,25,23
92,1,1:34.0,J. Jackson enters the game for B. Bogdanović,,25,23
93,1,1:34.0,Z. Randolph makes free throw 1 of 1,,26,23
94,1,1:25.0,,T. McConnell makes 2-pt jump shot from 18 ft (assist by D. Šarić),26,25
95,1,1:07.0,Z. Randolph misses 3-pt jump shot from 27 ft,,26,25
96,1,1:04.0,,Defensive rebound by J. Bayless,26,25
97,1,0:57.0,,Shooting foul by K. Koufos (drawn by R. Covington),26,25
98,1,0:57.0,,R. Covington makes free throw 1 of 2,26,26
99,1,0:57.0,S. Labissière enters the game for Z. Randolph,,26,26
100,1,0:57.0,,R. Covington makes free throw 2 of 2,26,27
101,1,0:35.0,B. Hield makes 2-pt jump shot from 12 ft,,28,27
102,1,0:28.0,,R. Holmes misses 3-pt jump shot from 26 ft,28,27
103,1,0:28.0,,Offensive rebound by D. Šarić,28,27
104,1,0:06.0,,Turnover by T. McConnell (bad pass; steal by K. Koufos),28,27
105,1,0:02.0,F. Mason makes 2-pt layup from 1 ft (assist by K. Koufos),,30,27
106,1,0:02.0,,Turnover by R. Covington (bad pass; steal by B. Hield),30,27
107,1,0:00.0,B. Hield misses 3-pt jump shot from 28 ft,,30,27
108,1,0:00.0,Offensive rebound by Team,,30,27
109,2,11:39.0,S. Labissière makes 2-pt hook shot from 10 ft,,32,27
110,2,11:14.0,,T. Luwawu-Cabarrot misses 2-pt layup from 5 ft,32,27
111,2,11:08.0,,Offensive rebound by A. Johnson,32,27
112,2,11:08.0,,A. Johnson makes 2-pt layup at rim,32,29
113,2,11:08.0,Turnover by K. Koufos (step out of bounds),,32,29
114,2,10:53.0,,Personal foul by S. Labissière (drawn by D. Šarić),32,29
115,2,10:47.0,,Personal foul by S. Labissière (drawn by D. Šarić),32,29
116,2,10:40.0,,J. Redick misses 2-pt jump shot from 19 ft,32,29
117,2,10:38.0,,Offensive rebound by Team,32,29
118,2,10:29.0,,T. McConnell makes 2-pt jump shot from 6 ft,32,31
119,2,10:20.0,S. Labissière misses 2-pt jump shot from 18 ft,,32,31
120,2,10:16.0,,Defensive rebound by T. Luwawu-Cabarrot,32,31
121,2,10:11.0,,J. Redick misses 3-pt jump shot from 25 ft,32,31
122,2,10:08.0,,Offensive rebound by D. Šarić,32,31
123,2,10:07.0,,D. Šarić misses 2-pt hook shot from 6 ft (block by S. Labissière),32,31
124,2,10:07.0,Defensive rebound by K. Koufos,,32,31
125,2,9:53.0,Sacramento full timeout,,32,31
126,2,9:43.0,F. Mason makes 2-pt jump shot from 20 ft (assist by S. Labissière),,34,31
127,2,9:24.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by D. Šarić),34,34
128,2,9:06.0,J. Jackson misses 2-pt hook shot from 13 ft,,34,34
129,2,9:04.0,,Defensive rebound by A. Johnson,34,34
130,2,8:53.0,,Shooting foul by K. Koufos (drawn by A. Johnson),34,34
131,2,8:53.0,,A. Johnson misses free throw 1 of 2,34,34
132,2,8:53.0,,Offensive rebound by Team,34,34
133,2,8:53.0,W. Cauley-Stein enters the game for S. Labissière,,34,34
134,2,8:53.0,,A. Johnson makes free throw 2 of 2,34,35
135,2,8:39.0,B. Hield makes 2-pt jump shot from 21 ft,,36,35
136,2,8:22.0,,T. McConnell makes 2-pt layup from 1 ft,36,37
137,2,8:13.0,W. Cauley-Stein misses 2-pt dunk at rim,,36,37
138,2,8:09.0,,Defensive rebound by D. Šarić,36,37
139,2,8:06.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 22 ft,36,37
140,2,8:02.0,Defensive rebound by B. Hield,,36,37
141,2,7:57.0,B. Hield misses 2-pt jump shot from 20 ft,,36,37
142,2,7:54.0,,Defensive rebound by A. Johnson,36,37
143,2,7:43.0,,J. Redick makes 2-pt jump shot from 20 ft,36,39
144,2,7:24.0,B. Hield makes 2-pt jump shot from 20 ft (assist by K. Koufos),,38,39
145,2,6:56.0,,D. Šarić makes 2-pt jump shot from 19 ft,38,41
146,2,6:38.0,W. Cauley-Stein misses 2-pt jump shot from 10 ft,,38,41
147,2,6:36.0,,Defensive rebound by D. Šarić,38,41
148,2,6:33.0,,J. Redick misses 2-pt layup at rim (block by F. Mason),38,41
149,2,6:33.0,Defensive rebound by J. Jackson,,38,41
150,2,6:27.0,B. Hield makes 3-pt jump shot from 25 ft (assist by J. Jackson),,41,41
151,2,6:11.0,,Shooting foul by B. Hield (drawn by T. McConnell),41,41
152,2,6:11.0,,T. McConnell makes free throw 1 of 2,41,42
153,2,6:11.0,,R. Holmes enters the game for A. Johnson,41,42
154,2,6:11.0,,B. Simmons enters the game for T. Luwawu-Cabarrot,41,42
155,2,6:11.0,,R. Covington enters the game for J. Redick,41,42
156,2,6:11.0,G. Temple enters the game for J. Jackson,,41,42
157,2,6:11.0,,T. McConnell misses free throw 2 of 2,41,42
158,2,6:09.0,Defensive rebound by W. Cauley-Stein,,41,42
159,2,5:51.0,,Violation by D. Šarić (kicked ball),41,42
160,2,5:51.0,,T. Booker enters the game for D. Šarić,41,42
161,2,5:43.0,K. Koufos makes 2-pt dunk from 1 ft (assist by B. Hield),,43,42
162,2,5:35.0,,R. Holmes makes 2-pt jump shot from 9 ft (assist by B. Simmons),43,44
163,2,5:25.0,F. Mason makes 3-pt jump shot from 26 ft,,46,44
164,2,4:58.0,,R. Covington misses 2-pt jump shot from 18 ft,46,44
165,2,4:55.0,Defensive rebound by G. Temple,,46,44
166,2,4:49.0,B. Hield misses 3-pt jump shot from 25 ft (block by R. Covington),,46,44
167,2,4:48.0,Offensive rebound by Team,,46,44
168,2,4:48.0,,J. Redick enters the game for T. McConnell,46,44
169,2,4:48.0,Z. Randolph enters the game for B. Hield,,46,44
170,2,4:48.0,B. Bogdanović enters the game for K. Koufos,,46,44
171,2,4:35.0,Turnover by Z. Randolph (bad pass; steal by B. Simmons),,46,44
172,2,4:35.0,,Personal foul by F. Mason (drawn by B. Simmons),46,44
173,2,4:35.0,,B. Simmons makes free throw 1 of 2,46,45
174,2,4:35.0,D. Fox enters the game for F. Mason,,46,45
175,2,4:35.0,,B. Simmons makes free throw 2 of 2,46,46
176,2,4:17.0,W. Cauley-Stein misses 2-pt hook shot from 3 ft,,46,46
177,2,4:15.0,,Defensive rebound by T. Booker,46,46
178,2,4:01.0,,Personal foul by D. Fox (drawn by T. Booker),46,46
179,2,4:01.0,,T. Booker misses free throw 1 of 2,46,46
180,2,4:01.0,,Offensive rebound by Team,46,46
181,2,4:01.0,,T. Booker misses free throw 2 of 2,46,46
182,2,3:59.0,Defensive rebound by Team,,46,46
183,2,3:53.0,Turnover by D. Fox (lost ball; steal by B. Simmons),,46,46
184,2,3:48.0,,R. Covington makes 2-pt dunk at rim (assist by B. Simmons),46,48
185,2,3:27.0,G. Temple misses 2-pt jump shot from 21 ft,,46,48
186,2,3:25.0,Offensive rebound by Team,,46,48
187,2,3:25.0,V. Carter enters the game for W. Cauley-Stein,,46,48
188,2,3:12.0,Turnover by Z. Randolph (bad pass; steal by T. Booker),,46,48
189,2,3:12.0,,Personal foul by V. Carter (drawn by R. Covington),46,48
190,2,3:12.0,,R. Covington makes free throw 1 of 2,46,49
191,2,3:12.0,,R. Covington makes free throw 2 of 2,46,50
192,2,2:54.0,V. Carter misses 3-pt jump shot from 26 ft,,46,50
193,2,2:51.0,,Defensive rebound by J. Redick,46,50
194,2,2:48.0,,R. Covington misses 3-pt jump shot from 26 ft,46,50
195,2,2:45.0,Defensive rebound by G. Temple,,46,50
196,2,2:41.0,D. Fox misses 2-pt jump shot from 21 ft,,46,50
197,2,2:41.0,,Defensive rebound by R. Holmes,46,50
198,2,2:25.0,,R. Covington misses 3-pt jump shot from 27 ft,46,50
199,2,2:22.0,Defensive rebound by G. Temple,,46,50
200,2,2:14.0,Z. Randolph misses 2-pt hook shot from 8 ft,,46,50
201,2,2:12.0,,Defensive rebound by R. Covington,46,50
202,2,2:05.0,,R. Covington misses 3-pt jump shot from 26 ft,46,50
203,2,2:00.0,,Offensive rebound by B. Simmons,46,50
204,2,1:58.0,,J. Redick misses 3-pt jump shot from 24 ft,46,50
205,2,1:58.0,,Offensive rebound by T. Booker,46,50
206,2,1:45.0,,R. Holmes misses 2-pt jump shot from 21 ft,46,50
207,2,1:42.0,Defensive rebound by D. Fox,,46,50
208,2,1:38.0,Personal foul by R. Holmes (drawn by Z. Randolph),,46,50
209,2,1:38.0,,Philadelphia full timeout,46,50
210,2,1:38.0,,D. Šarić enters the game for T. Booker,46,50
211,2,1:29.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,46,50
212,2,1:27.0,,Defensive rebound by B. Simmons,46,50
213,2,1:24.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by R. Covington),46,53
214,2,1:11.0,Personal foul by J. Redick (drawn by G. Temple),,46,53
215,2,1:11.0,G. Temple misses free throw 1 of 2,,46,53
216,2,1:11.0,Offensive rebound by Team,,46,53
217,2,1:11.0,G. Temple misses free throw 2 of 2,,46,53
218,2,1:09.0,,Defensive rebound by B. Simmons,46,53
219,2,1:00.0,,Offensive foul by R. Covington (drawn by V. Carter),46,53
220,2,1:00.0,,Turnover by R. Covington (offensive foul),46,53
221,2,0:48.0,Z. Randolph makes 2-pt layup from 5 ft (assist by G. Temple),,48,53
222,2,0:42.0,,Personal foul by G. Temple (drawn by B. Simmons),48,53
223,2,0:42.0,,B. Simmons misses free throw 1 of 2,48,53
224,2,0:42.0,,Offensive rebound by Team,48,53
225,2,0:42.0,,J. Bayless enters the game for R. Covington,48,53
226,2,0:42.0,,B. Simmons makes free throw 2 of 2,48,54
227,2,0:39.0,Personal foul by B. Simmons (drawn by D. Fox),,48,54
228,2,0:39.0,D. Fox misses free throw 1 of 2,,48,54
229,2,0:39.0,Offensive rebound by Team,,48,54
230,2,0:39.0,D. Fox misses free throw 2 of 2,,48,54
231,2,0:37.0,,Defensive rebound by B. Simmons,48,54
232,2,0:31.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by B. Simmons),48,57
233,2,0:10.0,V. Carter misses 3-pt jump shot from 23 ft,,48,57
234,2,0:07.0,,Defensive rebound by R. Holmes,48,57
235,2,0:03.0,,Turnover by B. Simmons (bad pass),48,57
236,2,0:00.0,D. Fox misses 2-pt jump shot from 15 ft,,48,57
237,2,0:00.0,Offensive rebound by Team,,48,57
238,3,11:48.0,Turnover by B. Bogdanović (bad pass; steal by B. Simmons),,48,57
239,3,11:43.0,,D. Šarić misses 3-pt jump shot from 27 ft,48,57
240,3,11:41.0,Defensive rebound by B. Bogdanović,,48,57
241,3,11:31.0,Offensive foul by Z. Randolph (drawn by A. Johnson),,48,57
242,3,11:31.0,Turnover by Z. Randolph (offensive foul),,48,57
243,3,11:12.0,,Turnover by D. Šarić (traveling),48,57
244,3,11:02.0,Turnover by W. Cauley-Stein (bad pass; steal by D. Šarić),,48,57
245,3,10:53.0,,D. Šarić makes 2-pt layup from 4 ft (assist by B. Simmons),48,59
246,3,10:40.0,Shooting foul by B. Simmons (drawn by W. Cauley-Stein),,48,59
247,3,10:40.0,W. Cauley-Stein makes free throw 1 of 2,,49,59
248,3,10:40.0,W. Cauley-Stein misses free throw 2 of 2,,49,59
249,3,10:38.0,,Defensive rebound by B. Simmons,49,59
250,3,10:30.0,,Turnover by A. Johnson (bad pass; steal by W. Cauley-Stein),49,59
251,3,10:21.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,49,59
252,3,10:17.0,,Defensive rebound by B. Simmons,49,59
253,3,10:12.0,,R. Covington misses 3-pt jump shot from 26 ft,49,59
254,3,10:08.0,,Offensive rebound by A. Johnson,49,59
255,3,10:06.0,,A. Johnson makes 2-pt jump shot from 4 ft,49,61
256,3,9:45.0,B. Bogdanović misses 2-pt layup from 4 ft (block by R. Covington),,49,61
257,3,9:41.0,,Defensive rebound by J. Redick,49,61
258,3,9:39.0,,Shooting foul by J. Jackson (drawn by D. Šarić),49,61
259,3,9:39.0,,D. Šarić makes free throw 1 of 2,49,62
260,3,9:39.0,,D. Šarić makes free throw 2 of 2,49,63
261,3,9:20.0,Turnover by B. Bogdanović (out of bounds lost ball),,49,63
262,3,9:07.0,,A. Johnson makes 2-pt layup from 2 ft (assist by J. Redick),49,65
263,3,9:06.0,Sacramento full timeout,,49,65
264,3,9:06.0,F. Mason enters the game for B. Bogdanović,,49,65
265,3,8:53.0,Z. Randolph misses 2-pt layup from 2 ft (block by A. Johnson),,49,65
266,3,8:53.0,Offensive rebound by Team,,49,65
267,3,8:45.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,49,65
268,3,8:43.0,,Defensive rebound by R. Covington,49,65
269,3,8:24.0,,A. Johnson misses 2-pt layup from 4 ft (block by Z. Randolph),49,65
270,3,8:23.0,,Offensive rebound by A. Johnson,49,65
271,3,8:20.0,,R. Covington misses 3-pt jump shot from 23 ft,49,65
272,3,8:17.0,Defensive rebound by W. Cauley-Stein,,49,65
273,3,7:59.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by G. Temple),,52,65
274,3,7:46.0,,Turnover by J. Redick (bad pass; steal by W. Cauley-Stein),52,65
275,3,7:39.0,J. Jackson misses 3-pt jump shot from 23 ft,,52,65
276,3,7:35.0,,Defensive rebound by B. Simmons,52,65
277,3,7:23.0,,D. Šarić misses 3-pt jump shot from 26 ft,52,65
278,3,7:18.0,Defensive rebound by J. Jackson,,52,65
279,3,7:07.0,Z. Randolph makes 2-pt layup from 2 ft (assist by J. Jackson),,54,65
280,3,7:07.0,,Philadelphia full timeout,54,65
281,3,7:07.0,,J. Bayless enters the game for D. Šarić,54,65
282,3,7:07.0,,T. Luwawu-Cabarrot enters the game for J. Redick,54,65
283,3,7:07.0,,T. Booker enters the game for R. Covington,54,65
284,3,7:07.0,M. Richardson enters the game for W. Cauley-Stein,,54,65
285,3,6:56.0,,Personal foul by G. Temple (drawn by B. Simmons),54,65
286,3,6:56.0,,R. Holmes enters the game for A. Johnson,54,65
287,3,6:41.0,,T. Booker makes 2-pt jump shot from 11 ft,54,67
288,3,6:13.0,Z. Randolph makes 2-pt jump shot from 9 ft (assist by G. Temple),,56,67
289,3,5:56.0,,J. Bayless makes 2-pt jump shot from 6 ft (assist by B. Simmons),56,69
290,3,5:35.0,F. Mason misses 2-pt jump shot from 13 ft,,56,69
291,3,5:32.0,,Defensive rebound by T. Booker,56,69
292,3,5:17.0,,J. Bayless misses 2-pt layup from 4 ft (block by F. Mason),56,69
293,3,5:17.0,Defensive rebound by Team,,56,69
294,3,5:00.0,Z. Randolph misses 2-pt layup from 2 ft (block by R. Holmes),,56,69
295,3,4:59.0,Offensive rebound by Z. Randolph,,56,69
296,3,4:58.0,Z. Randolph makes 2-pt layup from 2 ft,,58,69
297,3,4:58.0,Shooting foul by T. Booker (drawn by Z. Randolph),,58,69
298,3,4:58.0,Z. Randolph misses free throw 1 of 1,,58,69
299,3,4:55.0,Offensive rebound by G. Temple,,58,69
300,3,4:53.0,M. Richardson misses 3-pt jump shot from 26 ft,,58,69
301,3,4:48.0,,Defensive rebound by T. Booker,58,69
302,3,4:34.0,,J. Bayless misses 2-pt jump shot from 16 ft,58,69
303,3,4:32.0,Defensive rebound by Z. Randolph,,58,69
304,3,4:14.0,F. Mason makes 2-pt layup from 1 ft,,60,69
305,3,3:58.0,,B. Simmons makes 2-pt layup at rim (assist by R. Holmes),60,71
306,3,3:42.0,,T. McConnell enters the game for T. Luwawu-Cabarrot,60,71
307,3,3:42.0,,R. Covington enters the game for B. Simmons,60,71
308,3,3:42.0,B. Hield enters the game for G. Temple,,60,71
309,3,3:39.0,B. Hield misses 2-pt layup from 3 ft (block by R. Holmes),,60,71
310,3,3:36.0,Offensive rebound by B. Hield,,60,71
311,3,3:32.0,Z. Randolph makes 2-pt jump shot from 11 ft,,62,71
312,3,3:19.0,,Turnover by R. Holmes (out of bounds lost ball),62,71
313,3,3:05.0,Z. Randolph makes 2-pt layup from 2 ft (assist by F. Mason),,64,71
314,3,2:51.0,,R. Covington makes 2-pt layup from 1 ft (assist by T. Booker),64,73
315,3,2:42.0,F. Mason makes 2-pt layup from 1 ft,,66,73
316,3,2:35.0,,Turnover by R. Covington (lost ball; steal by B. Hield),66,73
317,3,2:27.0,F. Mason makes 3-pt jump shot from 22 ft,,69,73
318,3,2:27.0,,Philadelphia full timeout,69,73
319,3,2:27.0,W. Cauley-Stein enters the game for Z. Randolph,,69,73
320,3,2:27.0,,D. Šarić enters the game for T. Booker,69,73
321,3,2:11.0,,T. McConnell makes 2-pt jump shot from 5 ft (assist by R. Holmes),69,75
322,3,1:57.0,B. Hield makes 2-pt layup from 2 ft,,71,75
323,3,1:39.0,,R. Covington misses 3-pt jump shot from 25 ft,71,75
324,3,1:36.0,Defensive rebound by B. Hield,,71,75
325,3,1:27.0,F. Mason misses 2-pt jump shot from 18 ft,,71,75
326,3,1:22.0,,Defensive rebound by R. Holmes,71,75
327,3,1:10.0,,Turnover by T. McConnell (bad pass; steal by B. Hield),71,75
328,3,1:06.0,Turnover by B. Hield (lost ball; steal by R. Covington),,71,75
329,3,0:51.0,,R. Covington misses 3-pt jump shot from 26 ft,71,75
330,3,0:48.0,,Offensive rebound by D. Šarić,71,75
331,3,0:46.0,,J. Bayless misses 3-pt jump shot from 25 ft,71,75
332,3,0:46.0,Defensive rebound by B. Hield,,71,75
333,3,0:24.0,B. Hield misses 3-pt jump shot from 24 ft,,71,75
334,3,0:21.0,,Defensive rebound by R. Holmes,71,75
335,3,0:14.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by T. McConnell),71,78
336,3,0:03.0,Personal foul by T. McConnell (drawn by F. Mason),,71,78
337,3,0:03.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,71,78
338,3,0:01.0,J. Jackson misses 3-pt jump shot from 26 ft,,71,78
339,3,0:01.0,Offensive rebound by Team,,71,78
340,4,11:43.0,,J. Bayless misses 3-pt jump shot from 26 ft,71,78
341,4,11:40.0,,Offensive rebound by J. Bayless,71,78
342,4,11:35.0,,J. Bayless misses 3-pt jump shot from 26 ft,71,78
343,4,11:32.0,,Offensive rebound by A. Johnson,71,78
344,4,11:30.0,,Turnover by A. Johnson (lost ball; steal by F. Mason),71,78
345,4,11:18.0,B. Hield makes 2-pt jump shot from 12 ft,,73,78
346,4,11:02.0,,Turnover by J. Bayless (bad pass; steal by J. Jackson),73,78
347,4,10:57.0,M. Richardson makes 2-pt layup from 2 ft (assist by B. Hield),,75,78
348,4,10:57.0,Shooting foul by D. Šarić (drawn by M. Richardson),,75,78
349,4,10:57.0,M. Richardson makes free throw 1 of 1,,76,78
350,4,10:35.0,,A. Johnson misses 2-pt layup from 4 ft (block by W. Cauley-Stein),76,78
351,4,10:35.0,,Offensive rebound by Team,76,78
352,4,10:35.0,V. Carter enters the game for J. Jackson,,76,78
353,4,10:35.0,G. Temple enters the game for F. Mason,,76,78
354,4,10:32.0,,Turnover by Team (shot clock),76,78
355,4,10:32.0,,B. Simmons enters the game for T. Luwawu-Cabarrot,76,78
356,4,10:15.0,B. Hield misses 3-pt jump shot from 25 ft,,76,78
357,4,10:11.0,,Defensive rebound by A. Johnson,76,78
358,4,10:02.0,,T. McConnell misses 2-pt jump shot from 6 ft,76,78
359,4,10:01.0,Defensive rebound by M. Richardson,,76,78
360,4,9:48.0,B. Hield makes 3-pt jump shot from 25 ft (assist by M. Richardson),,79,78
361,4,9:35.0,,Turnover by D. Šarić (lost ball; steal by V. Carter),79,78
362,4,9:18.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by V. Carter),,81,78
363,4,9:18.0,Shooting foul by A. Johnson (drawn by W. Cauley-Stein),,81,78
364,4,9:18.0,,Technical foul by T. McConnell,81,78
365,4,9:18.0,B. Hield makes technical free throw,,82,78
366,4,9:18.0,,R. Covington enters the game for J. Bayless,82,78
367,4,9:18.0,W. Cauley-Stein misses free throw 1 of 1,,82,78
368,4,9:18.0,,Defensive rebound by D. Šarić,82,78
369,4,9:06.0,,Personal foul by M. Richardson (drawn by B. Simmons),82,78
370,4,8:51.0,,Turnover by B. Simmons (lost ball; steal by V. Carter),82,78
371,4,8:40.0,G. Temple misses 3-pt jump shot from 25 ft,,82,78
372,4,8:38.0,Offensive rebound by W. Cauley-Stein,,82,78
373,4,8:38.0,Sacramento full timeout,,82,78
374,4,8:38.0,,J. Bayless enters the game for T. McConnell,82,78
375,4,8:38.0,,R. Holmes enters the game for A. Johnson,82,78
376,4,8:25.0,B. Hield misses 3-pt jump shot from 24 ft,,82,78
377,4,8:23.0,,Defensive rebound by B. Simmons,82,78
378,4,8:14.0,,D. Šarić misses 2-pt jump shot from 4 ft,82,78
379,4,8:11.0,Defensive rebound by M. Richardson,,82,78
