,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
178,2,6:37.0,,Charlotte full timeout,37,37
179,2,6:37.0,L. Markkanen enters the game for B. Portis,,37,37
180,2,6:37.0,J. Holiday enters the game for P. Zipser,,37,37
181,2,6:23.0,,D. Howard makes 2-pt layup from 4 ft (assist by K. Walker),37,39
182,2,6:01.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by K. Dunn),,39,39
183,2,5:48.0,,N. Batum makes 2-pt jump shot from 23 ft (assist by D. Howard),39,41
184,2,5:40.0,Personal foul by N. Batum (drawn by D. Valentine),,39,41
185,2,5:35.0,J. Holiday misses 2-pt jump shot from 20 ft,,39,41
186,2,5:29.0,,Defensive rebound by M. Williams,39,41
187,2,5:15.0,,Def 3 sec tech foul by J. Holiday,39,41
188,2,5:15.0,,K. Walker makes technical free throw,39,42
189,2,5:06.0,,Turnover by M. Kidd-Gilchrist (traveling),39,42
190,2,4:57.0,Turnover by D. Valentine (bad pass),,39,42
191,2,4:46.0,,N. Batum misses 2-pt jump shot from 19 ft (block by J. Holiday),39,42
192,2,4:43.0,Defensive rebound by K. Dunn,,39,42
193,2,4:40.0,K. Dunn misses 2-pt layup from 1 ft,,39,42
194,2,4:35.0,Offensive rebound by L. Markkanen,,39,42
195,2,4:35.0,L. Markkanen makes 2-pt layup at rim,,41,42
196,2,4:22.0,,Personal foul by J. Holiday (drawn by D. Howard),41,42
197,2,4:16.0,,M. Kidd-Gilchrist makes 2-pt dunk from 1 ft (assist by N. Batum),41,44
198,2,4:11.0,D. Valentine makes 2-pt layup from 2 ft (assist by K. Dunn),,43,44
199,2,4:11.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Valentine),,43,44
200,2,4:11.0,D. Valentine makes free throw 1 of 1,,44,44
201,2,3:55.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,44,44
202,2,3:51.0,Defensive rebound by K. Dunn,,44,44
203,2,3:38.0,L. Markkanen misses 2-pt jump shot from 17 ft,,44,44
204,2,3:34.0,,Defensive rebound by N. Batum,44,44
205,2,3:31.0,,Personal foul by D. Valentine (drawn by D. Howard),44,44
206,2,3:31.0,,D. Howard makes free throw 1 of 2,44,45
207,2,3:31.0,,D. Howard misses free throw 2 of 2,44,45
208,2,3:28.0,Defensive rebound by L. Markkanen,,44,45
209,2,3:11.0,L. Markkanen makes 2-pt layup from 1 ft,,46,45
210,2,2:48.0,,M. Williams makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),46,47
211,2,2:35.0,K. Dunn misses 2-pt jump shot from 14 ft,,46,47
212,2,2:32.0,,Defensive rebound by D. Howard,46,47
213,2,2:25.0,,D. Howard misses 2-pt layup from 3 ft,46,47
214,2,2:23.0,Defensive rebound by R. Lopez,,46,47
215,2,2:02.0,K. Dunn misses 2-pt layup from 2 ft (block by M. Williams),,46,47
216,2,1:58.0,,Defensive rebound by M. Williams,46,47
217,2,1:51.0,,N. Batum misses 2-pt jump shot from 12 ft,46,47
218,2,1:48.0,Defensive rebound by J. Holiday,,46,47
219,2,1:46.0,Chicago full timeout,,46,47
220,2,1:46.0,,T. Graham enters the game for M. Kidd-Gilchrist,46,47
221,2,1:46.0,D. Nwaba enters the game for J. Holiday,,46,47
222,2,1:37.0,L. Markkanen misses 2-pt layup from 2 ft (block by D. Howard),,46,47
223,2,1:35.0,Offensive rebound by Team,,46,47
224,2,1:22.0,R. Lopez makes 2-pt layup from 6 ft (assist by K. Dunn),,48,47
225,2,1:00.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by T. Graham),48,50
226,2,0:51.0,K. Dunn makes 2-pt jump shot from 8 ft,,50,50
227,2,0:37.0,,M. Williams makes 2-pt layup from 2 ft (assist by N. Batum),50,52
228,2,0:24.0,L. Markkanen misses 3-pt jump shot from 24 ft,,50,52
229,2,0:20.0,Offensive rebound by D. Nwaba,,50,52
230,2,0:05.0,D. Valentine makes 2-pt jump shot from 17 ft,,52,52
231,3,11:56.0,Turnover by L. Markkanen (bad pass; steal by K. Walker),,52,52
232,3,11:52.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by K. Walker),52,54
233,3,11:34.0,R. Lopez makes 2-pt dunk from 1 ft (assist by D. Valentine),,54,54
234,3,11:22.0,,Shooting foul by K. Dunn (drawn by K. Walker),54,54
235,3,11:22.0,,K. Walker makes free throw 1 of 3,54,55
236,3,11:22.0,,K. Walker makes free throw 2 of 3,54,56
237,3,11:22.0,,K. Walker makes free throw 3 of 3,54,57
238,3,11:11.0,J. Holiday misses 3-pt jump shot from 25 ft,,54,57
239,3,11:06.0,,Defensive rebound by D. Howard,54,57
240,3,10:57.0,,K. Walker misses 2-pt layup from 1 ft,54,57
241,3,10:53.0,,Offensive rebound by D. Howard,54,57
242,3,10:53.0,,D. Howard makes 2-pt dunk at rim,54,59
243,3,10:42.0,D. Valentine makes 2-pt jump shot from 15 ft,,56,59
244,3,10:27.0,,K. Walker misses 3-pt jump shot from 25 ft,56,59
245,3,10:23.0,Defensive rebound by L. Markkanen,,56,59
246,3,10:14.0,R. Lopez misses 2-pt jump shot from 20 ft,,56,59
247,3,10:11.0,,Defensive rebound by D. Howard,56,59
248,3,10:02.0,,D. Howard misses 2-pt layup from 1 ft,56,59
249,3,9:59.0,Defensive rebound by L. Markkanen,,56,59
250,3,9:46.0,L. Markkanen makes 2-pt layup from 1 ft (assist by R. Lopez),,58,59
251,3,9:26.0,,N. Batum misses 3-pt jump shot from 25 ft,58,59
252,3,9:22.0,Defensive rebound by L. Markkanen,,58,59
253,3,9:07.0,D. Valentine misses 2-pt jump shot from 18 ft,,58,59
254,3,9:01.0,,Defensive rebound by N. Batum,58,59
255,3,9:00.0,,Offensive foul by D. Howard (drawn by R. Lopez),58,59
256,3,9:00.0,,Turnover by D. Howard (offensive foul),58,59
257,3,8:48.0,J. Holiday misses 3-pt jump shot from 22 ft,,58,59
258,3,8:44.0,,Defensive rebound by N. Batum,58,59
259,3,8:35.0,,N. Batum misses 3-pt jump shot from 25 ft,58,59
260,3,8:31.0,Defensive rebound by L. Markkanen,,58,59
261,3,8:20.0,L. Markkanen misses 2-pt hook shot from 6 ft,,58,59
262,3,8:17.0,,Defensive rebound by K. Walker,58,59
263,3,8:16.0,,Shooting foul by J. Holiday (drawn by M. Kidd-Gilchrist),58,59
264,3,8:16.0,,M. Kidd-Gilchrist makes free throw 1 of 2,58,60
265,3,8:16.0,,M. Kidd-Gilchrist makes free throw 2 of 2,58,61
266,3,7:59.0,J. Holiday makes 2-pt jump shot from 13 ft,,60,61
267,3,7:56.0,,Technical foul by M. Kidd-Gilchrist,60,61
268,3,7:56.0,D. Valentine misses technical free throw,,60,61
269,3,7:56.0,,Defensive rebound by Team,60,61
270,3,7:47.0,,K. Walker misses 3-pt jump shot from 24 ft,60,61
271,3,7:43.0,Defensive rebound by J. Holiday,,60,61
272,3,7:36.0,Shooting foul by M. Williams (drawn by L. Markkanen),,60,61
273,3,7:36.0,L. Markkanen makes free throw 1 of 3,,61,61
274,3,7:36.0,L. Markkanen makes free throw 2 of 3,,62,61
275,3,7:36.0,L. Markkanen makes free throw 3 of 3,,63,61
276,3,7:15.0,,D. Howard misses 2-pt hook shot from 7 ft,63,61
277,3,7:12.0,Defensive rebound by K. Dunn,,63,61
278,3,7:00.0,R. Lopez makes 2-pt layup from 3 ft (assist by K. Dunn),,65,61
279,3,6:45.0,,D. Howard makes 2-pt hook shot from 8 ft (assist by M. Kidd-Gilchrist),65,63
280,3,6:36.0,K. Dunn misses 3-pt jump shot from 25 ft,,65,63
281,3,6:29.0,,Defensive rebound by D. Howard,65,63
282,3,6:23.0,,M. Kidd-Gilchrist makes 2-pt dunk from 1 ft (assist by N. Batum),65,65
283,3,6:10.0,K. Dunn misses 2-pt layup from 3 ft (block by N. Batum),,65,65
284,3,6:06.0,,Defensive rebound by D. Howard,65,65
285,3,6:00.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),65,68
286,3,5:59.0,Chicago full timeout,,65,68
287,3,5:44.0,Personal foul by M. Williams (drawn by L. Markkanen),,65,68
288,3,5:37.0,K. Dunn makes 2-pt jump shot from 16 ft,,67,68
289,3,5:21.0,,D. Howard makes 2-pt layup from 1 ft (assist by N. Batum),67,70
290,3,5:05.0,R. Lopez makes 2-pt layup from 1 ft (assist by K. Dunn),,69,70
291,3,4:52.0,,D. Howard misses 2-pt jump shot from 19 ft,69,70
292,3,4:47.0,Defensive rebound by D. Valentine,,69,70
293,3,4:29.0,D. Valentine misses 3-pt jump shot from 26 ft,,69,70
294,3,4:26.0,,Defensive rebound by D. Howard,69,70
295,3,4:15.0,,N. Batum misses 2-pt jump shot from 8 ft,69,70
296,3,4:10.0,,Offensive rebound by M. Kidd-Gilchrist,69,70
297,3,4:10.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,69,72
298,3,4:01.0,J. Holiday makes 2-pt jump shot from 6 ft (assist by K. Dunn),,71,72
299,3,3:38.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,71,72
300,3,3:35.0,,Offensive rebound by Team,71,72
301,3,3:35.0,N. Mirotić enters the game for L. Markkanen,,71,72
302,3,3:29.0,,Charlotte full timeout,71,72
303,3,3:29.0,,T. Graham enters the game for M. Kidd-Gilchrist,71,72
304,3,3:29.0,D. Nwaba enters the game for D. Valentine,,71,72
305,3,3:18.0,,T. Graham misses 2-pt jump shot from 12 ft (block by D. Nwaba),71,72
306,3,3:14.0,Defensive rebound by D. Nwaba,,71,72
307,3,3:02.0,J. Holiday misses 2-pt layup from 2 ft (block by D. Howard),,71,72
308,3,2:58.0,,Defensive rebound by M. Williams,71,72
309,3,2:52.0,,Turnover by N. Batum (bad pass; steal by K. Dunn),71,72
310,3,2:46.0,K. Dunn misses 2-pt layup from 1 ft,,71,72
311,3,2:43.0,,Defensive rebound by D. Howard,71,72
312,3,2:33.0,,K. Walker makes 3-pt jump shot from 25 ft,71,75
313,3,2:19.0,J. Holiday makes 2-pt jump shot from 21 ft,,73,75
314,3,1:56.0,,D. Howard misses 2-pt jump shot from 17 ft,73,75
315,3,1:53.0,Defensive rebound by N. Mirotić,,73,75
316,3,1:43.0,J. Holiday misses 2-pt jump shot from 19 ft,,73,75
317,3,1:38.0,,Defensive rebound by D. Howard,73,75
318,3,1:34.0,,K. Walker misses 3-pt jump shot from 24 ft,73,75
319,3,1:32.0,Defensive rebound by D. Nwaba,,73,75
320,3,1:27.0,J. Holiday makes 2-pt jump shot from 14 ft (assist by D. Nwaba),,75,75
321,3,1:05.0,,D. Howard makes 2-pt layup from 5 ft,75,77
322,3,0:57.0,K. Dunn misses 2-pt jump shot from 7 ft,,75,77
323,3,0:53.0,,Defensive rebound by N. Batum,75,77
324,3,0:37.0,,M. Williams misses 3-pt jump shot from 25 ft,75,77
325,3,0:33.0,Defensive rebound by K. Dunn,,75,77
326,3,0:25.0,N. Mirotić misses 3-pt jump shot from 26 ft,,75,77
327,3,0:21.0,,Defensive rebound by M. Williams,75,77
328,3,0:09.0,,Personal foul by K. Dunn (drawn by K. Walker),75,77
329,3,0:09.0,B. Portis enters the game for K. Dunn,,75,77
330,3,0:09.0,J. Grant enters the game for R. Lopez,,75,77
331,3,0:00.0,,D. Howard makes 2-pt jump shot from 20 ft,75,79
332,4,11:44.0,,J. O'Bryant misses 2-pt jump shot from 9 ft,75,79
333,4,11:41.0,Defensive rebound by P. Zipser,,75,79
334,4,11:33.0,D. Nwaba makes 2-pt layup from 2 ft,,77,79
335,4,11:17.0,,M. Monk misses 3-pt jump shot from 25 ft,77,79
336,4,11:15.0,Defensive rebound by J. Grant,,77,79
337,4,11:10.0,B. Portis makes 2-pt jump shot from 18 ft (assist by D. Nwaba),,79,79
338,4,10:53.0,,T. Graham misses 3-pt jump shot from 23 ft,79,79
339,4,10:50.0,Defensive rebound by B. Portis,,79,79
340,4,10:46.0,D. Nwaba makes 2-pt layup from 1 ft (assist by J. Grant),,81,79
341,4,10:27.0,,J. O'Bryant misses 2-pt jump shot from 10 ft,81,79
342,4,10:21.0,,Offensive rebound by T. Graham,81,79
343,4,10:19.0,,M. Monk misses 2-pt jump shot from 16 ft,81,79
344,4,10:19.0,,Offensive rebound by Team,81,79
345,4,10:12.0,,Offensive foul by J. O'Bryant (drawn by N. Mirotić),81,79
346,4,10:12.0,,Turnover by J. O'Bryant (offensive foul),81,79
347,4,9:55.0,B. Portis makes 2-pt layup from 1 ft,,83,79
348,4,9:36.0,,Shooting foul by J. Grant (drawn by T. Graham),83,79
349,4,9:36.0,,T. Graham makes free throw 1 of 2,83,80
350,4,9:36.0,,T. Graham makes free throw 2 of 2,83,81
351,4,9:25.0,J. Grant makes 2-pt layup from 2 ft,,85,81
352,4,9:03.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,85,81
353,4,8:59.0,Defensive rebound by D. Nwaba,,85,81
354,4,8:39.0,Turnover by P. Zipser (lost ball; steal by M. Monk),,85,81
355,4,8:33.0,,D. Bacon makes 2-pt layup from 1 ft,85,83
356,4,8:10.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Grant),,88,83
357,4,7:48.0,,T. Graham makes 2-pt jump shot from 10 ft,88,85
358,4,7:28.0,Offensive foul by P. Zipser (drawn by J. O'Bryant),,88,85
359,4,7:28.0,Turnover by P. Zipser (offensive foul),,88,85
360,4,7:28.0,,D. Howard enters the game for J. O'Bryant,88,85
361,4,7:28.0,,K. Walker enters the game for D. Bacon,88,85
362,4,7:28.0,,N. Batum enters the game for M. Monk,88,85
363,4,7:28.0,R. Lopez enters the game for N. Mirotić,,88,85
364,4,7:18.0,,Personal foul by P. Zipser (drawn by K. Walker),88,85
365,4,7:18.0,D. Valentine enters the game for J. Grant,,88,85
366,4,7:18.0,K. Dunn enters the game for P. Zipser,,88,85
367,4,7:07.0,,T. Graham makes 2-pt jump shot from 13 ft,88,87
368,4,6:57.0,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),,91,87
369,4,6:38.0,,T. Graham makes 3-pt jump shot from 27 ft (assist by D. Howard),91,90
370,4,6:25.0,K. Dunn makes 2-pt jump shot from 17 ft,,93,90
371,4,6:02.0,,D. Howard misses 2-pt layup from 2 ft,93,90
372,4,6:02.0,Defensive rebound by R. Lopez,,93,90
373,4,5:46.0,D. Nwaba makes 2-pt dunk from 2 ft (assist by K. Dunn),,95,90
374,4,5:37.0,,Charlotte full timeout,95,90
375,4,5:37.0,,M. Kidd-Gilchrist enters the game for M. Carter-Williams,95,90
376,4,5:37.0,,M. Williams enters the game for T. Graham,95,90
377,4,5:31.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),95,93
