,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
0,1,11:36.0,,E. Gordon misses 2-pt layup from 1 ft,0,0
1,1,11:36.0,,Offensive rebound by C. Capela,0,0
2,1,11:36.0,,Turnover by C. Capela (lost ball; steal by A. Iguodala),0,0
3,1,11:28.0,Shooting foul by C. Capela (drawn by Z. Pachulia),,0,0
4,1,11:28.0,Z. Pachulia makes free throw 1 of 2,,1,0
5,1,11:28.0,Z. Pachulia makes free throw 2 of 2,,2,0
6,1,11:11.0,,C. Paul misses 3-pt jump shot from 25 ft,2,0
7,1,11:08.0,Defensive rebound by A. Iguodala,,2,0
8,1,11:00.0,S. Curry misses 3-pt jump shot from 22 ft,,2,0
9,1,10:57.0,,Defensive rebound by C. Capela,2,0
10,1,10:47.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by E. Gordon),2,2
11,1,10:35.0,A. Iguodala makes 2-pt dunk from 1 ft,,4,2
12,1,10:13.0,,T. Ariza misses 3-pt jump shot from 23 ft,4,2
13,1,10:09.0,Defensive rebound by D. Green,,4,2
14,1,10:06.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,7,2
15,1,9:52.0,,T. Ariza misses 3-pt jump shot from 23 ft,7,2
16,1,9:49.0,Defensive rebound by K. Thompson,,7,2
17,1,9:43.0,D. Green misses 3-pt jump shot from 25 ft,,7,2
18,1,9:41.0,,Defensive rebound by E. Gordon,7,2
19,1,9:35.0,,E. Gordon makes 2-pt layup from 1 ft,7,4
20,1,9:17.0,K. Thompson misses 2-pt layup from 2 ft,,7,4
21,1,9:12.0,,Defensive rebound by C. Capela,7,4
22,1,9:08.0,,E. Gordon makes 2-pt layup from 1 ft (assist by R. Anderson),7,6
23,1,9:08.0,,Shooting foul by Z. Pachulia (drawn by E. Gordon),7,6
24,1,9:08.0,,E. Gordon misses free throw 1 of 1,7,6
25,1,9:04.0,Defensive rebound by D. Green,,7,6
26,1,8:50.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,10,6
27,1,8:35.0,,R. Anderson makes 2-pt jump shot from 15 ft,10,8
28,1,8:23.0,D. Green makes 2-pt dunk from 1 ft (assist by K. Thompson),,12,8
29,1,8:02.0,,R. Anderson misses 3-pt jump shot from 26 ft,12,8
30,1,8:02.0,Defensive rebound by Team,,12,8
31,1,7:56.0,Z. Pachulia misses 2-pt layup from 2 ft,,12,8
32,1,7:54.0,,Defensive rebound by C. Capela,12,8
33,1,7:51.0,,Turnover by C. Paul (bad pass; steal by S. Curry),12,8
34,1,7:46.0,Z. Pachulia makes 2-pt layup at rim (assist by S. Curry),,14,8
35,1,7:32.0,,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),14,10
36,1,7:29.0,Personal foul by T. Ariza (drawn by A. Iguodala),,14,10
37,1,7:18.0,A. Iguodala makes 2-pt jump shot from 17 ft,,16,10
38,1,7:05.0,,C. Capela makes 2-pt dunk at rim (assist by C. Paul),16,12
39,1,6:53.0,S. Curry misses 2-pt jump shot from 21 ft,,16,12
40,1,6:47.0,Offensive rebound by D. Green,,16,12
41,1,6:46.0,D. Green misses 2-pt layup at rim,,16,12
42,1,6:46.0,,Defensive rebound by R. Anderson,16,12
43,1,6:38.0,,T. Ariza misses 3-pt jump shot from 23 ft,16,12
44,1,6:35.0,Defensive rebound by S. Curry,,16,12
45,1,6:33.0,K. Thompson misses 3-pt jump shot from 26 ft,,16,12
46,1,6:33.0,,Defensive rebound by T. Ariza,16,12
47,1,6:23.0,,E. Gordon misses 3-pt jump shot from 27 ft,16,12
48,1,6:23.0,Defensive rebound by S. Curry,,16,12
49,1,6:15.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,16,12
50,1,6:08.0,,R. Anderson makes 3-pt jump shot from 22 ft (assist by C. Paul),16,15
51,1,6:06.0,Golden State full timeout,,16,15
52,1,6:06.0,,G. Green enters the game for C. Capela,16,15
53,1,6:06.0,,P. Tucker enters the game for E. Gordon,16,15
54,1,6:06.0,J. Bell enters the game for Z. Pachulia,,16,15
55,1,5:54.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,18,15
56,1,5:35.0,,C. Paul makes 2-pt jump shot from 16 ft,18,17
57,1,5:35.0,,Shooting foul by J. Bell (drawn by C. Paul),18,17
58,1,5:35.0,P. McCaw enters the game for D. Green,,18,17
59,1,5:35.0,,C. Paul makes free throw 1 of 1,18,18
60,1,5:20.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Curry),,20,18
61,1,4:57.0,,C. Paul makes 2-pt jump shot from 12 ft,20,20
62,1,4:48.0,Personal foul by C. Paul (drawn by S. Curry),,20,20
63,1,4:36.0,P. McCaw misses 2-pt hook shot from 10 ft,,20,20
64,1,4:36.0,,Defensive rebound by Team,20,20
65,1,4:36.0,,T. Black enters the game for R. Anderson,20,20
66,1,4:21.0,,G. Green misses 3-pt jump shot from 24 ft,20,20
67,1,4:15.0,Defensive rebound by P. McCaw,,20,20
68,1,3:56.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by P. McCaw),,22,20
69,1,3:43.0,,Shooting foul by K. Thompson (drawn by T. Black),22,20
70,1,3:43.0,,T. Black misses free throw 1 of 2,22,20
71,1,3:43.0,,Offensive rebound by Team,22,20
72,1,3:43.0,,B. Weber enters the game for T. Ariza,22,20
73,1,3:43.0,,E. Gordon enters the game for C. Paul,22,20
74,1,3:43.0,D. Green enters the game for A. Iguodala,,22,20
75,1,3:43.0,N. Young enters the game for K. Thompson,,22,20
76,1,3:43.0,,T. Black makes free throw 2 of 2,22,21
77,1,3:23.0,D. Green misses 3-pt jump shot from 25 ft,,22,21
78,1,3:21.0,,Defensive rebound by G. Green,22,21
79,1,3:17.0,,Shooting foul by S. Curry (drawn by E. Gordon),22,21
80,1,3:17.0,,E. Gordon makes free throw 1 of 2,22,22
81,1,3:17.0,,E. Gordon misses free throw 2 of 2,22,22
82,1,3:17.0,Defensive rebound by D. Green,,22,22
83,1,3:01.0,P. McCaw makes 2-pt layup from 2 ft,,24,22
84,1,2:52.0,,Shooting foul by P. McCaw (drawn by E. Gordon),24,22
85,1,2:52.0,,Houston full timeout,24,22
86,1,2:52.0,,E. Gordon makes free throw 1 of 3,24,23
87,1,2:52.0,,E. Gordon makes free throw 2 of 3,24,24
88,1,2:52.0,,E. Gordon makes free throw 3 of 3,24,25
89,1,2:40.0,Turnover by D. Green (bad pass),,24,25
90,1,2:28.0,,E. Gordon makes 2-pt layup from 2 ft (assist by B. Weber),24,27
91,1,2:18.0,Turnover by D. Green (bad pass; steal by T. Black),,24,27
92,1,2:11.0,,E. Gordon misses 3-pt jump shot from 26 ft,24,27
93,1,2:08.0,,Offensive rebound by B. Weber,24,27
94,1,2:01.0,,B. Weber makes 2-pt hook shot from 7 ft,24,29
95,1,1:50.0,S. Curry makes 2-pt jump shot from 20 ft,,26,29
96,1,1:35.0,,E. Gordon makes 3-pt jump shot from 28 ft,26,32
97,1,1:26.0,Personal foul by T. Black (drawn by S. Curry),,26,32
98,1,1:19.0,D. Green misses 3-pt jump shot from 23 ft,,26,32
99,1,1:16.0,,Defensive rebound by B. Weber,26,32
100,1,0:54.0,,E. Gordon misses 2-pt jump shot from 11 ft (block by J. Bell),26,32
101,1,0:52.0,Defensive rebound by S. Curry,,26,32
102,1,0:49.0,Personal foul by B. Weber (drawn by S. Curry),,26,32
103,1,0:49.0,S. Curry makes free throw 1 of 2,,27,32
104,1,0:49.0,S. Curry makes free throw 2 of 2,,28,32
105,1,0:41.0,,Shooting foul by D. Green (drawn by G. Green),28,32
106,1,0:41.0,,G. Green makes free throw 1 of 2,28,33
107,1,0:41.0,,G. Green makes free throw 2 of 2,28,34
108,1,0:35.0,Shooting foul by T. Black (drawn by S. Curry),,28,34
109,1,0:35.0,S. Curry makes free throw 1 of 3,,29,34
110,1,0:35.0,S. Curry misses free throw 2 of 3,,29,34
111,1,0:35.0,Offensive rebound by Team,,29,34
112,1,0:35.0,S. Curry makes free throw 3 of 3,,30,34
113,1,0:26.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Gordon),30,37
114,1,0:04.0,N. Young makes 3-pt jump shot from 25 ft (assist by S. Curry),,33,37
115,1,0:00.0,,E. Gordon misses 3-pt jump shot from 45 ft,33,37
116,1,0:00.0,,Offensive rebound by Team,33,37
117,2,11:41.0,D. West makes 2-pt layup from 2 ft (assist by N. Young),,35,37
118,2,11:24.0,,G. Green makes 2-pt layup from 2 ft (assist by E. Gordon),35,39
119,2,11:06.0,N. Young makes 3-pt jump shot from 24 ft (assist by D. Green),,38,39
120,2,10:52.0,,E. Gordon misses 2-pt jump shot from 19 ft,38,39
121,2,10:50.0,Defensive rebound by S. Livingston,,38,39
122,2,10:47.0,D. West makes 2-pt layup from 1 ft (assist by D. Green),,40,39
123,2,10:37.0,,R. Anderson enters the game for P. Tucker,40,39
124,2,10:27.0,,C. Capela misses 2-pt layup from 2 ft (block by D. West),40,39
125,2,10:23.0,Defensive rebound by D. Green,,40,39
126,2,10:22.0,Turnover by D. Green (bad pass),,40,39
127,2,10:13.0,,E. Gordon makes 2-pt layup from 1 ft,40,41
128,2,9:46.0,K. Thompson makes 2-pt jump shot from 10 ft (assist by D. West),,42,41
129,2,9:34.0,,B. Weber misses 3-pt jump shot from 26 ft,42,41
130,2,9:31.0,Defensive rebound by S. Livingston,,42,41
131,2,9:24.0,Shooting foul by C. Capela (drawn by S. Livingston),,42,41
132,2,9:24.0,S. Livingston misses free throw 1 of 2,,42,41
133,2,9:24.0,Offensive rebound by Team,,42,41
134,2,9:24.0,,T. Ariza enters the game for B. Weber,42,41
135,2,9:24.0,,C. Paul enters the game for E. Gordon,42,41
136,2,9:24.0,S. Livingston misses free throw 2 of 2,,42,41
137,2,9:24.0,,Defensive rebound by C. Capela,42,41
138,2,9:09.0,,Turnover by C. Paul (bad pass; steal by D. Green),42,41
139,2,9:04.0,Personal block foul by G. Green (drawn by N. Young),,42,41
140,2,8:56.0,K. Thompson misses 2-pt jump shot from 21 ft,,42,41
141,2,8:53.0,,Defensive rebound by R. Anderson,42,41
142,2,8:44.0,,C. Capela makes 2-pt layup at rim (assist by C. Paul),42,43
143,2,8:28.0,K. Thompson misses 2-pt jump shot from 17 ft,,42,43
144,2,8:25.0,,Defensive rebound by C. Capela,42,43
145,2,8:07.0,,T. Ariza misses 3-pt jump shot from 22 ft,42,43
146,2,8:04.0,Defensive rebound by S. Livingston,,42,43
147,2,7:59.0,S. Livingston misses 2-pt jump shot from 13 ft,,42,43
148,2,7:57.0,,Defensive rebound by R. Anderson,42,43
149,2,7:57.0,,Personal block foul by S. Livingston (drawn by C. Paul),42,43
150,2,7:57.0,,E. Gordon enters the game for G. Green,42,43
151,2,7:57.0,K. Looney enters the game for D. Green,,42,43
152,2,7:51.0,,C. Paul makes 3-pt jump shot from 25 ft,42,46
153,2,7:49.0,Golden State full timeout,,42,46
154,2,7:49.0,,G. Green enters the game for E. Gordon,42,46
155,2,7:31.0,D. West makes 2-pt hook shot from 8 ft (assist by S. Livingston),,44,46
156,2,7:08.0,,C. Paul misses 2-pt jump shot from 16 ft,44,46
157,2,7:05.0,Defensive rebound by K. Looney,,44,46
158,2,6:58.0,D. West makes 2-pt hook shot from 8 ft,,46,46
159,2,6:41.0,,C. Capela makes 2-pt dunk at rim (assist by R. Anderson),46,48
160,2,6:24.0,Turnover by D. West (bad pass),,46,48
161,2,6:24.0,S. Curry enters the game for N. Young,,46,48
162,2,6:24.0,A. Iguodala enters the game for K. Thompson,,46,48
163,2,6:10.0,,C. Capela misses 2-pt layup from 3 ft (block by K. Looney),46,48
164,2,6:04.0,Defensive rebound by K. Looney,,46,48
165,2,6:03.0,S. Livingston misses 2-pt layup from 2 ft,,46,48
166,2,6:03.0,,Personal foul by D. West (drawn by R. Anderson),46,48
167,2,6:03.0,,Defensive rebound by R. Anderson,46,48
168,2,6:03.0,,E. Gordon enters the game for C. Capela,46,48
169,2,5:49.0,,C. Paul misses 2-pt layup from 2 ft,46,48
170,2,5:46.0,Defensive rebound by K. Looney,,46,48
171,2,5:41.0,D. Green enters the game for D. West,,46,48
172,2,5:31.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,46,48
173,2,5:24.0,,Turnover by C. Paul (bad pass; steal by A. Iguodala),46,48
174,2,5:16.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,49,48
175,2,4:52.0,,R. Anderson misses 3-pt jump shot from 23 ft,49,48
176,2,4:50.0,Defensive rebound by S. Curry,,49,48
177,2,4:41.0,S. Curry misses 3-pt jump shot from 26 ft,,49,48
178,2,4:39.0,,Defensive rebound by C. Paul,49,48
179,2,4:34.0,,C. Paul misses 3-pt jump shot from 26 ft,49,48
180,2,4:31.0,Defensive rebound by S. Livingston,,49,48
181,2,4:27.0,Shooting foul by C. Paul (drawn by D. Green),,49,48
182,2,4:27.0,,Houston full timeout,49,48
183,2,4:27.0,,P. Tucker enters the game for R. Anderson,49,48
184,2,4:27.0,P. McCaw enters the game for S. Livingston,,49,48
185,2,4:27.0,D. Green makes free throw 1 of 2,,50,48
186,2,4:27.0,D. Green misses free throw 2 of 2,,50,48
187,2,4:27.0,,Defensive rebound by T. Ariza,50,48
188,2,4:12.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Paul),50,51
189,2,3:46.0,Turnover by Team (shot clock),,50,51
190,2,3:28.0,,G. Green makes 3-pt jump shot from 26 ft,50,54
191,2,3:12.0,K. Looney misses 2-pt layup from 2 ft (block by P. Tucker),,50,54
192,2,3:12.0,Offensive rebound by Team,,50,54
193,2,3:12.0,K. Thompson enters the game for K. Looney,,50,54
194,2,3:08.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,52,54
195,2,2:48.0,,E. Gordon makes 2-pt layup from 1 ft,52,56
196,2,2:37.0,S. Curry misses 2-pt layup from 2 ft,,52,56
197,2,2:37.0,,Defensive rebound by G. Green,52,56
198,2,2:28.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by E. Gordon),52,59
199,2,2:15.0,Turnover by K. Thompson (lost ball; steal by E. Gordon),,52,59
