,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
383,4,6:22.0,,J. Harris misses 2-pt layup from 2 ft (block by R. Hood),99,98
384,4,6:19.0,,Offensive rebound by S. Dinwiddie,99,98
385,4,6:18.0,,D. Cunningham misses 3-pt jump shot from 24 ft,99,98
386,4,6:17.0,,Offensive rebound by J. Harris,99,98
387,4,6:17.0,,Shooting foul by R. Hood (drawn by J. Harris),99,98
388,4,6:17.0,,J. Harris makes free throw 1 of 2,99,99
389,4,6:17.0,L. James enters the game for J. Smith,,99,99
390,4,6:17.0,,J. Harris makes free throw 2 of 2,99,100
391,4,5:58.0,G. Hill makes 2-pt layup from 2 ft (assist by L. James),,101,100
392,4,5:49.0,,Turnover by D. Russell (bad pass),101,100
393,4,5:49.0,,A. Crabbe enters the game for J. Harris,101,100
394,4,5:40.0,L. James makes 2-pt dunk at rim (assist by G. Hill),,103,100
395,4,5:27.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,103,100
396,4,5:25.0,Defensive rebound by R. Hood,,103,100
397,4,5:16.0,R. Hood makes 2-pt jump shot from 9 ft,,105,100
398,4,5:15.0,,Brooklyn full timeout,105,100
399,4,5:15.0,,C. LeVert enters the game for S. Dinwiddie,105,100
400,4,5:15.0,,D. Carroll enters the game for D. Cunningham,105,100
401,4,5:03.0,,A. Crabbe misses 3-pt jump shot from 24 ft,105,100
402,4,4:59.0,,Offensive rebound by D. Carroll,105,100
403,4,4:59.0,,Personal foul by G. Hill (drawn by R. Hollis-Jefferson),105,100
404,4,4:49.0,,Turnover by C. LeVert (bad pass; steal by L. James),105,100
405,4,4:31.0,L. James makes 2-pt dunk at rim (assist by G. Hill),,107,100
406,4,4:16.0,,Shooting foul by K. Love (drawn by R. Hollis-Jefferson),107,100
407,4,4:16.0,,R. Hollis-Jefferson makes free throw 1 of 2,107,101
408,4,4:16.0,,J. Harris enters the game for C. LeVert,107,101
409,4,4:16.0,,R. Hollis-Jefferson makes free throw 2 of 2,107,102
410,4,3:54.0,K. Love makes 2-pt hook shot from 5 ft (assist by L. James),,109,102
411,4,3:31.0,,D. Russell misses 2-pt jump shot from 3 ft,109,102
412,4,3:28.0,Defensive rebound by L. James,,109,102
413,4,3:23.0,Shooting foul by D. Carroll (drawn by K. Love),,109,102
414,4,3:23.0,Cleveland full timeout,,109,102
415,4,3:23.0,K. Love makes free throw 1 of 2,,110,102
416,4,3:23.0,K. Love makes free throw 2 of 2,,111,102
417,4,3:08.0,,Personal foul by G. Hill (drawn by D. Russell),111,102
418,4,3:03.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by A. Crabbe),111,105
419,4,2:37.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hill),,114,105
420,4,2:24.0,,Shooting foul by L. James (drawn by D. Carroll),114,105
421,4,2:24.0,,D. Carroll makes free throw 1 of 2,114,106
422,4,2:24.0,,D. Carroll misses free throw 2 of 2,114,106
423,4,2:22.0,Defensive rebound by K. Love,,114,106
424,4,2:01.0,G. Hill misses 2-pt jump shot from 16 ft,,114,106
425,4,2:00.0,Offensive rebound by Team,,114,106
426,4,2:00.0,,Loose ball foul by D. Russell (drawn by L. James),114,106
427,4,1:44.0,G. Hill makes 2-pt jump shot from 12 ft,,116,106
428,4,1:33.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),116,109
429,4,1:09.0,R. Hood misses 3-pt jump shot from 28 ft,,116,109
430,4,1:05.0,,Defensive rebound by J. Harris,116,109
431,4,1:01.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Harris),116,111
432,4,0:39.0,L. James makes 3-pt jump shot from 30 ft,,119,111
433,4,0:39.0,,Brooklyn full timeout,119,111
434,4,0:39.0,J. Smith enters the game for K. Love,,119,111
435,4,0:36.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by D. Carroll),119,114
436,4,0:32.0,Personal take foul by A. Crabbe (drawn by J. Clarkson),,119,114
437,4,0:32.0,J. Clarkson makes free throw 1 of 2,,120,114
438,4,0:32.0,J. Clarkson makes free throw 2 of 2,,121,114
439,4,0:22.0,,D. Russell misses 3-pt jump shot from 24 ft,121,114
440,4,0:19.0,Defensive rebound by J. Clarkson,,121,114
