,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
0,1,11:38.0,D. Cousins makes 2-pt dunk from 1 ft (assist by J. Holiday),,2,0
1,1,11:21.0,,Def 3 sec tech foul by D. Cunningham,2,0
2,1,11:21.0,,B. Hield makes technical free throw,2,1
3,1,11:06.0,,Z. Randolph misses 2-pt hook shot from 6 ft (block by D. Cousins),2,1
4,1,11:06.0,,Offensive rebound by Z. Randolph,2,1
5,1,11:05.0,,Turnover by Team (shot clock),2,1
6,1,10:46.0,D. Cousins misses 2-pt jump shot from 5 ft (block by Z. Randolph),,2,1
7,1,10:46.0,,Defensive rebound by Z. Randolph,2,1
8,1,10:38.0,,B. Hield makes 2-pt layup from 1 ft,2,3
9,1,10:21.0,D. Cousins misses 3-pt jump shot from 25 ft,,2,3
10,1,10:17.0,,Defensive rebound by Z. Randolph,2,3
11,1,10:12.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by G. Hill),2,6
12,1,9:54.0,D. Miller misses 3-pt jump shot from 22 ft,,2,6
13,1,9:54.0,,Defensive rebound by Z. Randolph,2,6
14,1,9:41.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),2,9
15,1,9:23.0,Turnover by D. Cousins (turnover),,2,9
16,1,9:18.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by G. Hill),2,11
17,1,9:03.0,E. Moore misses 2-pt jump shot from 4 ft,,2,11
18,1,8:58.0,,Defensive rebound by W. Cauley-Stein,2,11
19,1,8:55.0,,Turnover by B. Hield (bad pass; steal by D. Cousins),2,11
20,1,8:47.0,J. Holiday makes 2-pt layup from 1 ft,,4,11
21,1,8:31.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft,4,13
22,1,8:19.0,J. Holiday misses 2-pt jump shot from 17 ft,,4,13
23,1,8:16.0,,Defensive rebound by Z. Randolph,4,13
24,1,8:07.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by Z. Randolph),4,15
25,1,7:42.0,E. Moore misses 3-pt jump shot from 25 ft,,4,15
26,1,7:39.0,,Defensive rebound by Z. Randolph,4,15
27,1,7:31.0,,Z. Randolph misses 2-pt layup from 4 ft,4,15
28,1,7:25.0,,Offensive rebound by B. Hield,4,15
29,1,7:25.0,,B. Hield makes 2-pt dunk at rim,4,17
30,1,7:23.0,New Orleans full timeout,,4,17
31,1,7:09.0,D. Cousins misses 2-pt hook shot from 6 ft,,4,17
32,1,7:05.0,Offensive rebound by D. Cousins,,4,17
33,1,7:04.0,D. Cousins makes 2-pt layup from 3 ft,,6,17
34,1,6:48.0,,Shooting foul by D. Cousins (drawn by W. Cauley-Stein),6,17
35,1,6:48.0,,W. Cauley-Stein makes free throw 1 of 2,6,18
36,1,6:48.0,,W. Cauley-Stein makes free throw 2 of 2,6,19
37,1,6:42.0,Turnover by E. Moore (lost ball; steal by W. Cauley-Stein),,6,19
38,1,6:25.0,,J. Jackson makes 2-pt jump shot from 8 ft (assist by Z. Randolph),6,21
39,1,6:14.0,J. Holiday misses 2-pt layup from 3 ft,,6,21
40,1,6:12.0,Offensive rebound by Team,,6,21
41,1,6:12.0,J. Nelson enters the game for D. Miller,,6,21
42,1,6:04.0,D. Cunningham misses 3-pt jump shot from 22 ft,,6,21
43,1,6:00.0,,Defensive rebound by J. Jackson,6,21
44,1,5:54.0,,Z. Randolph makes 2-pt hook shot from 7 ft (assist by G. Hill),6,23
45,1,5:41.0,Turnover by D. Cousins (lost ball; steal by W. Cauley-Stein),,6,23
46,1,5:38.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by J. Jackson),6,25
47,1,5:31.0,J. Nelson makes 3-pt jump shot from 23 ft (assist by D. Cousins),,9,25
48,1,5:13.0,,Z. Randolph misses 2-pt hook shot from 7 ft,9,25
49,1,5:10.0,Defensive rebound by D. Cousins,,9,25
50,1,5:02.0,D. Cousins makes 2-pt layup from 3 ft (assist by J. Nelson),,11,25
51,1,4:48.0,,B. Hield makes 2-pt jump shot from 12 ft,11,27
52,1,4:45.0,Turnover by E. Moore (traveling),,11,27
53,1,4:33.0,,Z. Randolph misses 2-pt jump shot from 21 ft,11,27
54,1,4:30.0,Defensive rebound by J. Nelson,,11,27
55,1,4:26.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by J. Holiday),,14,27
56,1,4:06.0,,Turnover by B. Hield (traveling),14,27
57,1,4:06.0,,K. Koufos enters the game for W. Cauley-Stein,14,27
58,1,3:51.0,Turnover by J. Holiday (step out of bounds),,14,27
59,1,3:51.0,,Sacramento full timeout,14,27
60,1,3:51.0,,G. Temple enters the game for J. Jackson,14,27
61,1,3:51.0,C. Diallo enters the game for D. Cousins,,14,27
62,1,3:51.0,I. Clark enters the game for E. Moore,,14,27
63,1,3:31.0,,B. Hield misses 3-pt jump shot from 25 ft,14,27
64,1,3:28.0,Defensive rebound by C. Diallo,,14,27
65,1,3:24.0,C. Diallo makes 2-pt dunk at rim (assist by J. Nelson),,16,27
66,1,3:02.0,,K. Koufos misses 2-pt hook shot from 4 ft,16,27
67,1,2:58.0,Defensive rebound by C. Diallo,,16,27
68,1,2:54.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by J. Holiday),,19,27
69,1,2:52.0,,D. Fox enters the game for G. Hill,19,27
70,1,2:52.0,,S. Labissière enters the game for Z. Randolph,19,27
71,1,2:35.0,,G. Temple misses 3-pt jump shot from 24 ft (block by J. Holiday),19,27
72,1,2:31.0,Defensive rebound by J. Holiday,,19,27
73,1,2:29.0,J. Holiday makes 2-pt layup from 3 ft,,21,27
74,1,2:22.0,,Personal foul by D. Cunningham (drawn by S. Labissière),21,27
75,1,2:22.0,,B. Bogdanović enters the game for B. Hield,21,27
76,1,2:17.0,,K. Koufos makes 2-pt dunk from 1 ft (assist by G. Temple),21,29
77,1,2:03.0,J. Holiday misses 3-pt jump shot from 23 ft,,21,29
78,1,2:03.0,,Defensive rebound by Team,21,29
79,1,2:03.0,D. Cousins enters the game for J. Holiday,,21,29
80,1,2:03.0,T. Allen enters the game for D. Cunningham,,21,29
81,1,1:54.0,,S. Labissière makes 2-pt jump shot from 19 ft (assist by D. Fox),21,31
82,1,1:45.0,Personal foul by K. Koufos (drawn by D. Cousins),,21,31
