,QUARTER,TIME_REMAINING,ATLANTA_ACTION,HOUSTON_ACTION,ATLANTA_SCORE,HOUSTON_SCORE
388,4,1:00.0,,Personal foul by J. Magette (drawn by R. Hunter),99,118
389,4,0:56.0,,R. Hunter misses 3-pt jump shot from 25 ft,99,118
390,4,0:53.0,Defensive rebound by A. White,,99,118
391,4,0:48.0,M. Muscala misses 3-pt jump shot from 25 ft,,99,118
392,4,0:45.0,,Defensive rebound by T. Black,99,118
393,4,0:36.0,,J. Johnson misses 2-pt jump shot from 10 ft,99,118
394,4,0:33.0,Defensive rebound by J. Magette,,99,118
395,4,0:30.0,A. White misses 3-pt jump shot from 24 ft,,99,118
396,4,0:26.0,,Defensive rebound by Z. Qi,99,118
397,4,0:04.0,,Turnover by Team (shot clock),99,118
