,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
94,1,2:06.0,,Shooting foul by C. Diallo (drawn by D. Powell),26,19
95,1,2:06.0,,D. Powell misses free throw 1 of 2,26,19
96,1,2:06.0,,Offensive rebound by Team,26,19
97,1,2:06.0,W. Lemon enters the game for J. Holiday,,26,19
98,1,2:06.0,,D. Powell makes free throw 2 of 2,26,20
99,1,1:55.0,A. Davis makes 2-pt jump shot from 3 ft,,28,20
100,1,1:43.0,,Personal foul by W. Lemon (drawn by D. Nowitzki),28,20
101,1,1:43.0,,D. Nowitzki makes free throw 1 of 2,28,21
102,1,1:43.0,,D. Nowitzki makes free throw 2 of 2,28,22
103,1,1:29.0,W. Lemon makes 2-pt jump shot from 4 ft,,30,22
104,1,1:14.0,,J. Barea misses 2-pt layup from 2 ft,30,22
105,1,1:12.0,,Offensive rebound by D. Powell,30,22
106,1,1:04.0,,J. Barea misses 2-pt jump shot from 5 ft,30,22
107,1,1:04.0,Defensive rebound by C. Diallo,,30,22
108,1,0:50.0,Shooting foul by D. Nowitzki (drawn by W. Lemon),,30,22
109,1,0:50.0,W. Lemon misses free throw 1 of 2,,30,22
110,1,0:50.0,Offensive rebound by Team,,30,22
111,1,0:50.0,N. Mirotić enters the game for A. Davis,,30,22
112,1,0:50.0,W. Lemon makes free throw 2 of 2,,31,22
113,1,0:27.0,,S. Hopson misses 2-pt layup from 2 ft,31,22
114,1,0:25.0,Defensive rebound by W. Lemon,,31,22
115,1,0:05.0,N. Mirotić makes 2-pt jump shot from 11 ft (assist by C. Diallo),,33,22
116,1,0:00.0,,D. Nowitzki makes 3-pt jump shot from 31 ft (assist by S. Hopson),33,25
117,2,11:50.0,,Personal foul by N. Mirotić (drawn by D. Nowitzki),33,25
118,2,11:40.0,,Turnover by J. Barea (lost ball; steal by I. Clark),33,25
119,2,11:36.0,C. Diallo makes 2-pt layup at rim (assist by I. Clark),,35,25
120,2,11:25.0,,Turnover by S. Hopson (bad pass; steal by D. Miller),35,25
121,2,11:17.0,W. Lemon misses 2-pt layup from 3 ft,,35,25
122,2,11:15.0,,Defensive rebound by D. Nowitzki,35,25
123,2,11:06.0,,J. Barea misses 2-pt layup from 2 ft,35,25
124,2,11:04.0,Defensive rebound by C. Diallo,,35,25
125,2,10:54.0,Turnover by N. Mirotić (traveling),,35,25
126,2,10:54.0,,Y. Ferrell enters the game for S. Hopson,35,25
127,2,10:40.0,,J. Barea misses 3-pt jump shot from 25 ft,35,25
128,2,10:36.0,Defensive rebound by C. Diallo,,35,25
129,2,10:27.0,N. Mirotić misses 2-pt jump shot from 21 ft,,35,25
130,2,10:23.0,,Defensive rebound by D. Powell,35,25
131,2,10:15.0,,Y. Ferrell makes 2-pt layup from 1 ft (assist by J. Barea),35,27
132,2,10:02.0,W. Lemon makes 3-pt jump shot from 24 ft (assist by N. Mirotić),,38,27
133,2,9:40.0,,D. Powell misses 2-pt jump shot from 13 ft,38,27
134,2,9:36.0,Defensive rebound by N. Mirotić,,38,27
135,2,9:29.0,I. Clark makes 2-pt jump shot from 15 ft,,40,27
136,2,9:16.0,,Turnover by J. Barea (bad pass; steal by C. Diallo),40,27
137,2,9:13.0,Shooting foul by Y. Ferrell (drawn by C. Diallo),,40,27
138,2,9:13.0,,Dallas full timeout,40,27
139,2,9:13.0,R. Rondo enters the game for W. Lemon,,40,27
140,2,9:13.0,C. Diallo makes free throw 1 of 2,,41,27
141,2,9:13.0,,K. Collinsworth enters the game for Y. Ferrell,41,27
142,2,9:13.0,C. Diallo misses free throw 2 of 2,,41,27
143,2,9:10.0,,Defensive rebound by D. Powell,41,27
144,2,8:56.0,,D. Nowitzki makes 2-pt hook shot from 3 ft (assist by J. Barea),41,29
145,2,8:41.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by I. Clark),,44,29
146,2,8:25.0,,J. Barea makes 2-pt jump shot from 6 ft,44,31
147,2,8:17.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by R. Rondo),,47,31
148,2,8:04.0,,Shooting foul by D. Miller (drawn by D. Nowitzki),47,31
149,2,8:04.0,,D. Nowitzki makes free throw 1 of 2,47,32
150,2,8:04.0,,D. Smith enters the game for D. Powell,47,32
151,2,8:04.0,,N. Noel enters the game for D. McDermott,47,32
152,2,8:04.0,,D. Nowitzki makes free throw 2 of 2,47,33
153,2,7:48.0,C. Diallo makes 2-pt jump shot from 14 ft (assist by R. Rondo),,49,33
154,2,7:34.0,,J. Barea misses 2-pt jump shot from 11 ft,49,33
155,2,7:30.0,Defensive rebound by C. Diallo,,49,33
156,2,7:27.0,D. Miller misses 3-pt jump shot from 26 ft,,49,33
157,2,7:24.0,Offensive rebound by C. Diallo,,49,33
158,2,7:23.0,C. Diallo misses 2-pt layup from 2 ft,,49,33
159,2,7:21.0,,Defensive rebound by N. Noel,49,33
160,2,7:13.0,,D. Smith misses 2-pt jump shot from 16 ft,49,33
161,2,7:08.0,Defensive rebound by C. Diallo,,49,33
162,2,7:04.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),,52,33
163,2,6:48.0,,N. Noel misses 2-pt layup from 1 ft,52,33
164,2,6:46.0,Defensive rebound by C. Diallo,,52,33
165,2,6:42.0,N. Mirotić misses 3-pt jump shot from 27 ft,,52,33
166,2,6:38.0,,Defensive rebound by D. Nowitzki,52,33
167,2,6:27.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,52,33
168,2,6:25.0,Defensive rebound by R. Rondo,,52,33
169,2,6:14.0,D. Miller misses 2-pt hook shot from 3 ft,,52,33
170,2,6:11.0,,Defensive rebound by N. Noel,52,33
171,2,6:06.0,,D. Smith makes 2-pt jump shot from 2 ft,52,35
172,2,5:58.0,Turnover by C. Diallo (bad pass; steal by J. Barea),,52,35
173,2,5:55.0,,D. Smith misses 2-pt jump shot from 3 ft,52,35
174,2,5:52.0,Defensive rebound by R. Rondo,,52,35
175,2,5:50.0,I. Clark misses 3-pt jump shot from 25 ft,,52,35
176,2,5:46.0,,Defensive rebound by D. Smith,52,35
177,2,5:42.0,,Turnover by D. Smith (lost ball; steal by C. Diallo),52,35
178,2,5:37.0,Personal foul by D. Nowitzki (drawn by R. Rondo),,52,35
179,2,5:37.0,,H. Barnes enters the game for J. Barea,52,35
180,2,5:37.0,,D. McDermott enters the game for D. Nowitzki,52,35
181,2,5:37.0,E. Moore enters the game for I. Clark,,52,35
182,2,5:37.0,A. Davis enters the game for C. Diallo,,52,35
183,2,5:18.0,Personal foul by K. Collinsworth (drawn by N. Mirotić),,52,35
184,2,5:06.0,A. Davis misses 2-pt jump shot from 18 ft,,52,35
185,2,5:02.0,,Defensive rebound by N. Noel,52,35
186,2,4:56.0,,H. Barnes misses 2-pt layup from 1 ft,52,35
187,2,4:53.0,,Offensive rebound by N. Noel,52,35
188,2,4:52.0,,Shooting foul by N. Mirotić (drawn by H. Barnes),52,35
189,2,4:52.0,,H. Barnes makes free throw 1 of 2,52,36
190,2,4:52.0,J. Holiday enters the game for D. Miller,,52,36
191,2,4:52.0,,H. Barnes makes free throw 2 of 2,52,37
192,2,4:40.0,A. Davis misses 2-pt layup from 2 ft,,52,37
193,2,4:37.0,,Defensive rebound by K. Collinsworth,52,37
194,2,4:34.0,,D. Smith makes 2-pt layup from 1 ft (assist by K. Collinsworth),52,39
195,2,4:20.0,J. Holiday makes 2-pt hook shot from 2 ft,,54,39
196,2,4:03.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Smith),54,41
197,2,3:45.0,J. Holiday makes 2-pt layup from 1 ft,,56,41
198,2,3:32.0,,D. Smith misses 2-pt layup from 1 ft (block by N. Mirotić),56,41
199,2,3:29.0,Defensive rebound by N. Mirotić,,56,41
200,2,3:25.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,58,41
201,2,3:02.0,,D. Smith makes 2-pt jump shot from 19 ft,58,43
202,2,2:52.0,E. Moore misses 2-pt jump shot from 9 ft,,58,43
203,2,2:50.0,,Defensive rebound by N. Noel,58,43
204,2,2:44.0,,D. Smith misses 2-pt jump shot from 10 ft,58,43
205,2,2:40.0,Defensive rebound by A. Davis,,58,43
206,2,2:39.0,Turnover by A. Davis (lost ball; steal by D. Smith),,58,43
207,2,2:39.0,New Orleans full timeout,,58,43
208,2,2:39.0,D. Miller enters the game for N. Mirotić,,58,43
209,2,2:36.0,,Shooting foul by J. Holiday (drawn by H. Barnes),58,43
210,2,2:36.0,,H. Barnes makes free throw 1 of 2,58,44
211,2,2:36.0,,H. Barnes misses free throw 2 of 2,58,44
212,2,2:34.0,Defensive rebound by R. Rondo,,58,44
213,2,2:19.0,E. Moore misses 3-pt jump shot from 24 ft,,58,44
214,2,2:18.0,Offensive rebound by Team,,58,44
215,2,2:18.0,,Loose ball foul by K. Collinsworth (drawn by A. Davis),58,44
216,2,2:18.0,I. Clark enters the game for R. Rondo,,58,44
217,2,2:09.0,Shooting foul by N. Noel (drawn by J. Holiday),,58,44
218,2,2:09.0,J. Holiday makes free throw 1 of 2,,59,44
219,2,2:09.0,,S. Hopson enters the game for K. Collinsworth,59,44
220,2,2:09.0,J. Holiday makes free throw 2 of 2,,60,44
221,2,1:52.0,,H. Barnes misses 2-pt layup from 3 ft,60,44
222,2,1:50.0,Defensive rebound by A. Davis,,60,44
223,2,1:45.0,Turnover by E. Moore (lost ball; steal by D. McDermott),,60,44
224,2,1:43.0,,Shooting foul by A. Davis (drawn by S. Hopson),60,44
225,2,1:43.0,,S. Hopson misses free throw 1 of 2,60,44
226,2,1:43.0,,Offensive rebound by Team,60,44
227,2,1:43.0,,S. Hopson makes free throw 2 of 2,60,45
228,2,1:36.0,E. Moore makes 2-pt jump shot from 1 ft (assist by J. Holiday),,62,45
229,2,1:36.0,Shooting foul by D. McDermott (drawn by E. Moore),,62,45
230,2,1:36.0,E. Moore makes free throw 1 of 1,,63,45
231,2,1:27.0,,D. Smith misses 3-pt jump shot from 26 ft,63,45
232,2,1:21.0,Defensive rebound by A. Davis,,63,45
233,2,1:06.0,Turnover by I. Clark (step out of bounds),,63,45
234,2,1:06.0,R. Rondo enters the game for J. Holiday,,63,45
235,2,0:53.0,,Turnover by D. McDermott (turnover; steal by E. Moore),63,45
236,2,0:45.0,Turnover by R. Rondo (bad pass; steal by N. Noel),,63,45
237,2,0:33.0,,D. Smith misses 2-pt jump shot at rim,63,45
238,2,0:32.0,,Offensive rebound by D. Smith,63,45
239,2,0:32.0,,D. Smith makes 2-pt layup at rim,63,47
240,2,0:23.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,65,47
241,2,0:03.0,,H. Barnes makes 2-pt jump shot from 20 ft,65,49
242,2,0:00.0,A. Davis misses 3-pt jump shot from 55 ft,,65,49
243,2,0:00.0,Offensive rebound by Team,,65,49
244,3,11:48.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,65,49
245,3,11:44.0,Defensive rebound by A. Davis,,65,49
246,3,11:36.0,N. Mirotić misses 3-pt jump shot from 25 ft,,65,49
247,3,11:31.0,,Defensive rebound by D. Nowitzki,65,49
248,3,11:21.0,,Personal foul by N. Mirotić (drawn by H. Barnes),65,49
249,3,11:11.0,,H. Barnes makes 2-pt jump shot from 10 ft (assist by D. Smith),65,51
250,3,11:02.0,N. Mirotić makes 2-pt layup from 2 ft,,67,51
251,3,10:37.0,,Shooting foul by A. Davis (drawn by D. Smith),67,51
252,3,10:37.0,,D. Smith makes free throw 1 of 2,67,52
253,3,10:37.0,,D. Smith makes free throw 2 of 2,67,53
254,3,10:27.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Holiday),,70,53
255,3,10:12.0,,Turnover by H. Barnes (bad pass; steal by A. Davis),70,53
256,3,10:10.0,Personal foul by D. Powell (drawn by A. Davis),,70,53
257,3,9:56.0,Shooting block foul by D. Powell (drawn by R. Rondo),,70,53
258,3,9:56.0,R. Rondo misses free throw 1 of 2,,70,53
259,3,9:56.0,Offensive rebound by Team,,70,53
260,3,9:56.0,R. Rondo makes free throw 2 of 2,,71,53
261,3,9:40.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,71,53
262,3,9:36.0,,Offensive rebound by D. Powell,71,53
263,3,9:35.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Powell),71,56
264,3,9:18.0,J. Holiday makes 2-pt jump shot from 19 ft,,73,56
265,3,8:55.0,,Personal block foul by R. Rondo (drawn by Y. Ferrell),73,56
266,3,8:51.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,73,56
267,3,8:47.0,Defensive rebound by A. Davis,,73,56
268,3,8:38.0,Turnover by J. Holiday (bad pass),,73,56
269,3,8:23.0,,H. Barnes misses 3-pt jump shot from 23 ft,73,56
270,3,8:20.0,Defensive rebound by R. Rondo,,73,56
271,3,8:06.0,A. Davis misses 2-pt hook shot from 7 ft,,73,56
272,3,8:04.0,,Defensive rebound by D. Nowitzki,73,56
273,3,7:52.0,,D. Smith makes 2-pt layup from 1 ft,73,58
274,3,7:42.0,J. Holiday misses 2-pt jump shot from 14 ft,,73,58
275,3,7:39.0,,Defensive rebound by D. Powell,73,58
276,3,7:33.0,,Shooting foul by R. Rondo (drawn by D. Smith),73,58
277,3,7:33.0,New Orleans full timeout,,73,58
278,3,7:33.0,,S. Mejri enters the game for D. Powell,73,58
279,3,7:33.0,,D. McDermott enters the game for D. Nowitzki,73,58
280,3,7:33.0,,D. Smith makes free throw 1 of 2,73,59
281,3,7:33.0,,D. Smith makes free throw 2 of 2,73,60
282,3,7:20.0,Personal block foul by S. Mejri (drawn by A. Davis),,73,60
283,3,7:17.0,J. Holiday makes 2-pt jump shot from 7 ft (assist by R. Rondo),,75,60
284,3,7:06.0,,D. Smith misses 2-pt layup from 1 ft,75,60
285,3,7:02.0,Defensive rebound by J. Holiday,,75,60
286,3,6:50.0,A. Davis misses 2-pt jump shot from 16 ft,,75,60
287,3,6:46.0,,Defensive rebound by H. Barnes,75,60
288,3,6:30.0,,D. McDermott makes 2-pt layup from 2 ft (assist by H. Barnes),75,62
289,3,6:17.0,,Personal foul by E. Moore (drawn by H. Barnes),75,62
290,3,6:17.0,Turnover by E. Moore (turnover),,75,62
291,3,6:17.0,D. Miller enters the game for N. Mirotić,,75,62
292,3,6:17.0,C. Diallo enters the game for R. Rondo,,75,62
293,3,6:06.0,,D. Smith makes 2-pt dunk at rim,75,64
294,3,5:54.0,J. Holiday misses 2-pt jump shot from 18 ft,,75,64
295,3,5:48.0,,Defensive rebound by H. Barnes,75,64
296,3,5:35.0,,Def 3 sec tech foul by C. Diallo,75,64
297,3,5:35.0,,H. Barnes makes technical free throw,75,65
298,3,5:25.0,,Turnover by D. Smith (bad pass),75,65
299,3,5:04.0,A. Davis makes 2-pt hook shot from 10 ft (assist by E. Moore),,77,65
300,3,4:46.0,,H. Barnes misses 3-pt jump shot from 24 ft,77,65
301,3,4:43.0,Defensive rebound by C. Diallo,,77,65
302,3,4:32.0,J. Holiday misses 2-pt jump shot from 14 ft,,77,65
303,3,4:28.0,,Defensive rebound by D. McDermott,77,65
304,3,4:19.0,,D. McDermott misses 2-pt jump shot from 11 ft,77,65
305,3,4:15.0,Defensive rebound by C. Diallo,,77,65
306,3,4:09.0,C. Diallo misses 2-pt layup from 1 ft (block by S. Mejri),,77,65
307,3,4:08.0,I. Clark enters the game for E. Moore,,77,65
308,3,4:08.0,Defensive rebound by Team,,77,65
309,3,4:02.0,I. Clark makes 3-pt jump shot from 25 ft (assist by J. Holiday),,80,65
310,3,3:42.0,,Y. Ferrell misses 2-pt layup from 1 ft,80,65
311,3,3:42.0,Defensive rebound by Team,,80,65
312,3,3:26.0,Shooting foul by S. Mejri (drawn by A. Davis),,80,65
313,3,3:26.0,A. Davis makes free throw 1 of 2,,81,65
314,3,3:26.0,,J. Barea enters the game for D. Smith,81,65
315,3,3:26.0,,K. Collinsworth enters the game for Y. Ferrell,81,65
316,3,3:26.0,A. Davis makes free throw 2 of 2,,82,65
317,3,3:14.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Barea),82,68
318,3,3:02.0,I. Clark misses 2-pt jump shot from 19 ft,,82,68
319,3,3:00.0,Offensive rebound by A. Davis,,82,68
320,3,2:59.0,A. Davis makes 2-pt layup at rim,,84,68
321,3,2:59.0,Shooting foul by S. Mejri (drawn by A. Davis),,84,68
322,3,2:59.0,,Dallas full timeout,84,68
323,3,2:59.0,A. Davis makes free throw 1 of 1,,85,68
324,3,2:43.0,,Personal foul by I. Clark (drawn by H. Barnes),85,68
325,3,2:43.0,,H. Barnes makes free throw 1 of 2,85,69
326,3,2:43.0,,H. Barnes misses free throw 2 of 2,85,69
327,3,2:40.0,Defensive rebound by C. Diallo,,85,69
328,3,2:31.0,I. Clark makes 2-pt jump shot from 13 ft (assist by J. Holiday),,87,69
329,3,2:17.0,,D. McDermott misses 2-pt jump shot from 15 ft,87,69
330,3,2:14.0,Defensive rebound by C. Diallo,,87,69
331,3,2:01.0,J. Holiday misses 2-pt jump shot from 11 ft,,87,69
332,3,1:59.0,Offensive rebound by C. Diallo,,87,69
333,3,1:57.0,C. Diallo misses 2-pt jump shot from 6 ft,,87,69
334,3,1:57.0,,Defensive rebound by H. Barnes,87,69
335,3,1:41.0,,S. Mejri makes 2-pt layup from 1 ft,87,71
336,3,1:24.0,I. Clark misses 3-pt jump shot from 22 ft,,87,71
337,3,1:21.0,Offensive rebound by C. Diallo,,87,71
338,3,1:21.0,C. Diallo makes 2-pt jump shot from 5 ft,,89,71
339,3,1:21.0,Shooting foul by H. Barnes (drawn by C. Diallo),,89,71
340,3,1:21.0,,D. Nowitzki enters the game for H. Barnes,89,71
341,3,1:21.0,,D. Powell enters the game for S. Mejri,89,71
342,3,1:21.0,W. Lemon enters the game for J. Holiday,,89,71
343,3,1:21.0,C. Diallo misses free throw 1 of 1,,89,71
344,3,1:19.0,,Defensive rebound by D. Powell,89,71
345,3,1:11.0,,J. Barea makes 2-pt layup from 1 ft,89,73
346,3,0:57.0,I. Clark makes 2-pt jump shot from 19 ft,,91,73
347,3,0:48.0,,K. Collinsworth makes 2-pt layup from 2 ft,91,75
348,3,0:48.0,,Shooting foul by I. Clark (drawn by K. Collinsworth),91,75
349,3,0:48.0,,K. Collinsworth misses free throw 1 of 1,91,75
350,3,0:46.0,Defensive rebound by A. Davis,,91,75
351,3,0:35.0,Turnover by C. Diallo (lost ball; steal by K. Collinsworth),,91,75
352,3,0:29.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. McDermott),91,78
353,3,0:09.0,W. Lemon misses 2-pt layup from 3 ft (block by D. Nowitzki),,91,78
354,3,0:06.0,,Defensive rebound by D. Nowitzki,91,78
355,3,0:01.0,,Turnover by D. Nowitzki (bad pass),91,78
356,3,0:01.0,,M. Kleber enters the game for D. Nowitzki,91,78
357,4,11:50.0,I. Clark misses 2-pt jump shot from 7 ft,,91,78
358,4,11:47.0,,Defensive rebound by D. Powell,91,78
359,4,11:38.0,,K. Collinsworth makes 2-pt layup from 1 ft (assist by D. McDermott),91,80
360,4,11:38.0,,Shooting foul by I. Clark (drawn by K. Collinsworth),91,80
361,4,11:38.0,,K. Collinsworth makes free throw 1 of 1,91,81
362,4,11:26.0,I. Clark misses 3-pt jump shot from 24 ft,,91,81
363,4,11:22.0,,Defensive rebound by D. Nowitzki,91,81
364,4,11:11.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,91,81
365,4,11:08.0,,Offensive rebound by K. Collinsworth,91,81
366,4,11:07.0,,K. Collinsworth misses 2-pt layup at rim,91,81
367,4,11:05.0,,Offensive rebound by J. Barea,91,81
368,4,11:02.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),91,84
369,4,10:38.0,N. Mirotić misses 2-pt jump shot from 16 ft,,91,84
370,4,10:34.0,,Defensive rebound by D. Powell,91,84
371,4,10:30.0,,J. Barea makes 3-pt jump shot from 27 ft,91,87
372,4,10:29.0,New Orleans full timeout,,91,87
373,4,10:29.0,E. Moore enters the game for I. Clark,,91,87
374,4,10:29.0,J. Holiday enters the game for C. Diallo,,91,87
375,4,10:29.0,A. Davis enters the game for D. Miller,,91,87
376,4,10:20.0,R. Rondo makes 2-pt jump shot from 2 ft,,93,87
377,4,9:55.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,93,87
378,4,9:53.0,,Offensive rebound by K. Collinsworth,93,87
379,4,9:52.0,,K. Collinsworth misses 2-pt layup from 1 ft (block by A. Davis),93,87
380,4,9:51.0,Defensive rebound by Team,,93,87
381,4,9:30.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by A. Davis),,96,87
382,4,9:13.0,,Turnover by J. Barea (bad pass; steal by A. Davis),96,87
383,4,9:10.0,Shooting foul by D. McDermott (drawn by N. Mirotić),,96,87
384,4,9:10.0,N. Mirotić makes free throw 1 of 2,,97,87
