,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:47.0,,Shooting foul by D. Brooks (drawn by S. Adams),0,0
1,1,11:47.0,,S. Adams makes free throw 1 of 2,0,1
2,1,11:47.0,,S. Adams misses free throw 2 of 2,0,1
3,1,11:43.0,Defensive rebound by D. Davis,,0,1
4,1,11:31.0,B. McLemore makes 2-pt jump shot from 20 ft (assist by I. Rabb),,2,1
5,1,11:18.0,,R. Westbrook misses 3-pt jump shot from 24 ft,2,1
6,1,11:12.0,Defensive rebound by I. Rabb,,2,1
7,1,11:07.0,D. Brooks makes 2-pt layup from 1 ft,,4,1
8,1,10:56.0,,P. George makes 2-pt jump shot from 12 ft,4,3
9,1,10:41.0,Turnover by D. Davis (bad pass; steal by R. Westbrook),,4,3
10,1,10:40.0,,Personal foul by B. McLemore (drawn by R. Westbrook),4,3
11,1,10:27.0,,C. Anthony misses 2-pt jump shot from 12 ft,4,3
12,1,10:25.0,Defensive rebound by I. Rabb,,4,3
13,1,10:14.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by K. Simmons),,7,3
14,1,10:14.0,Shooting foul by P. George (drawn by D. Brooks),,7,3
15,1,10:14.0,D. Brooks makes free throw 1 of 1,,8,3
16,1,9:57.0,,P. George makes 2-pt layup from 1 ft,8,5
17,1,9:39.0,I. Rabb misses 2-pt jump shot from 20 ft,,8,5
18,1,9:35.0,Offensive rebound by D. Davis,,8,5
19,1,9:34.0,K. Simmons misses 3-pt jump shot from 22 ft,,8,5
20,1,9:30.0,,Defensive rebound by R. Westbrook,8,5
21,1,9:27.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),8,8
22,1,9:07.0,B. McLemore makes 2-pt jump shot from 6 ft (assist by I. Rabb),,10,8
23,1,8:56.0,,Shooting foul by D. Davis (drawn by C. Brewer),10,8
24,1,8:56.0,,C. Brewer makes free throw 1 of 2,10,9
25,1,8:56.0,,C. Brewer misses free throw 2 of 2,10,9
26,1,8:54.0,Defensive rebound by I. Rabb,,10,9
27,1,8:40.0,D. Brooks misses 2-pt layup from 2 ft,,10,9
28,1,8:38.0,Offensive rebound by D. Brooks,,10,9
29,1,8:38.0,D. Brooks makes 2-pt layup from 1 ft,,12,9
30,1,8:20.0,,C. Anthony misses 3-pt jump shot from 25 ft,12,9
31,1,8:19.0,,Offensive rebound by R. Westbrook,12,9
32,1,8:16.0,,C. Brewer misses 3-pt jump shot from 23 ft,12,9
33,1,8:12.0,Defensive rebound by D. Davis,,12,9
34,1,8:06.0,Personal foul by C. Anthony (drawn by I. Rabb),,12,9
35,1,7:49.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by K. Simmons),,15,9
36,1,7:40.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),15,11
37,1,7:22.0,I. Rabb makes 2-pt jump shot from 6 ft (assist by B. McLemore),,17,11
38,1,7:08.0,,Turnover by P. George (traveling),17,11
39,1,6:59.0,B. McLemore misses 3-pt jump shot from 25 ft,,17,11
40,1,6:57.0,,Defensive rebound by P. George,17,11
41,1,6:44.0,,S. Adams misses 2-pt jump shot from 6 ft,17,11
42,1,6:40.0,Defensive rebound by D. Brooks,,17,11
43,1,6:36.0,D. Brooks misses 2-pt jump shot from 12 ft,,17,11
44,1,6:36.0,,Defensive rebound by P. George,17,11
45,1,6:31.0,,Oklahoma City full timeout,17,11
46,1,6:31.0,O. Johnson enters the game for I. Rabb,,17,11
47,1,6:18.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),17,14
48,1,5:56.0,D. Brooks misses 3-pt jump shot from 22 ft,,17,14
49,1,5:53.0,,Defensive rebound by R. Westbrook,17,14
50,1,5:48.0,,C. Brewer misses 2-pt layup from 1 ft (block by D. Davis),17,14
51,1,5:45.0,,Offensive rebound by C. Brewer,17,14
52,1,5:44.0,,P. George makes 3-pt jump shot from 24 ft (assist by C. Brewer),17,17
53,1,5:31.0,D. Brooks misses 2-pt layup from 3 ft,,17,17
54,1,5:29.0,,Defensive rebound by C. Anthony,17,17
55,1,5:27.0,,C. Brewer makes 2-pt layup at rim (assist by C. Anthony),17,19
56,1,5:17.0,Memphis full timeout,,17,19
57,1,5:17.0,M. Brooks enters the game for D. Brooks,,17,19
58,1,5:12.0,Personal foul by C. Brewer (drawn by B. McLemore),,17,19
59,1,5:00.0,Turnover by M. Brooks (bad pass),,17,19
60,1,4:52.0,,C. Brewer makes 2-pt layup from 2 ft (assist by R. Westbrook),17,21
61,1,4:40.0,D. Davis makes 2-pt jump shot from 13 ft (assist by M. Brooks),,19,21
62,1,4:27.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),19,24
63,1,4:04.0,K. Simmons makes 2-pt layup at rim,,21,24
64,1,3:56.0,,Shooting foul by K. Simmons (drawn by R. Westbrook),21,24
65,1,3:56.0,,R. Westbrook misses free throw 1 of 2,21,24
66,1,3:56.0,,Offensive rebound by Team,21,24
67,1,3:56.0,,T. Ferguson enters the game for P. George,21,24
68,1,3:56.0,I. Rabb enters the game for D. Davis,,21,24
69,1,3:56.0,,R. Westbrook makes free throw 2 of 2,21,25
70,1,3:46.0,K. Simmons misses 3-pt jump shot from 24 ft,,21,25
71,1,3:42.0,Offensive rebound by M. Brooks,,21,25
72,1,3:41.0,M. Brooks makes 2-pt jump shot from 9 ft,,23,25
73,1,3:29.0,,Shooting foul by I. Rabb (drawn by S. Adams),23,25
74,1,3:29.0,,S. Adams makes free throw 1 of 2,23,26
75,1,3:29.0,,S. Adams makes free throw 2 of 2,23,27
