,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
44,1,6:09.0,,Violation by J. Crowder (kicked ball),7,10
45,1,6:03.0,D. Carroll misses 3-pt jump shot from 26 ft,,7,10
46,1,6:01.0,,Defensive rebound by Team,7,10
47,1,5:45.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Love),7,13
48,1,5:22.0,Q. Acy misses 3-pt jump shot from 24 ft,,7,13
49,1,5:20.0,,Defensive rebound by J. Crowder,7,13
50,1,5:14.0,,L. James makes 3-pt jump shot from 27 ft (assist by J. Calderón),7,16
51,1,4:51.0,S. Dinwiddie misses 2-pt jump shot from 18 ft,,7,16
52,1,4:48.0,,Defensive rebound by K. Love,7,16
53,1,4:37.0,,Turnover by L. James (turnover; steal by S. Dinwiddie),7,16
54,1,4:37.0,Personal foul by J. Calderón (drawn by R. Hollis-Jefferson),,7,16
55,1,4:37.0,J. Allen enters the game for R. Hollis-Jefferson,,7,16
56,1,4:37.0,J. Harris enters the game for A. Crabbe,,7,16
57,1,4:19.0,J. Harris makes 3-pt jump shot from 22 ft (assist by D. Carroll),,10,16
58,1,3:59.0,,L. James makes 2-pt jump shot from 11 ft (assist by K. Love),10,18
59,1,3:58.0,Brooklyn full timeout,,10,18
60,1,3:58.0,C. LeVert enters the game for S. Dinwiddie,,10,18
61,1,3:42.0,Turnover by C. LeVert (bad pass; steal by L. James),,10,18
62,1,3:39.0,,L. James misses 2-pt dunk from 2 ft,10,18
63,1,3:34.0,Defensive rebound by J. Allen,,10,18
64,1,3:31.0,D. Carroll misses 3-pt jump shot from 22 ft,,10,18
65,1,3:31.0,,Defensive rebound by K. Love,10,18
66,1,3:25.0,,L. James misses 3-pt jump shot from 25 ft,10,18
67,1,3:25.0,Defensive rebound by Team,,10,18
68,1,3:12.0,Turnover by J. Harris (lost ball; steal by J. Calderón),,10,18
69,1,2:50.0,,L. James misses 3-pt jump shot from 22 ft,10,18
70,1,2:41.0,Defensive rebound by Q. Acy,,10,18
71,1,2:41.0,J. Harris makes 3-pt jump shot from 24 ft (assist by C. LeVert),,13,18
72,1,2:41.0,,Cleveland full timeout,13,18
73,1,2:41.0,,J. Green enters the game for J. Calderón,13,18
74,1,2:41.0,,D. Wade enters the game for J. Crowder,13,18
75,1,2:41.0,S. Kilpatrick enters the game for D. Carroll,,13,18
76,1,2:27.0,,K. Love misses 2-pt jump shot from 9 ft (block by J. Harris),13,18
77,1,2:25.0,,Offensive rebound by K. Love,13,18
78,1,2:25.0,,Turnover by K. Love (lost ball; steal by J. Harris),13,18
79,1,2:19.0,Turnover by S. Kilpatrick (bad pass),,13,18
80,1,2:11.0,,Shooting foul by C. LeVert (drawn by D. Wade),13,18
81,1,2:11.0,,D. Wade misses free throw 1 of 2,13,18
82,1,2:11.0,,Offensive rebound by Team,13,18
83,1,2:11.0,,D. Wade misses free throw 2 of 2,13,18
84,1,2:11.0,Defensive rebound by J. Allen,,13,18
85,1,2:11.0,,C. Frye enters the game for K. Love,13,18
86,1,2:11.0,,K. Korver enters the game for L. James,13,18
87,1,1:57.0,C. LeVert makes 2-pt layup at rim,,15,18
88,1,1:40.0,,J. Smith misses 3-pt jump shot from 26 ft,15,18
89,1,1:37.0,Defensive rebound by J. Harris,,15,18
90,1,1:30.0,Q. Acy misses 2-pt jump shot from 9 ft (block by K. Korver),,15,18
91,1,1:30.0,,Defensive rebound by D. Wade,15,18
92,1,1:23.0,,D. Wade makes 2-pt layup at rim,15,20
93,1,1:16.0,C. LeVert misses 3-pt jump shot from 25 ft,,15,20
94,1,1:16.0,,Defensive rebound by D. Wade,15,20
95,1,1:02.0,,C. Frye misses 3-pt jump shot from 22 ft,15,20
96,1,1:02.0,Defensive rebound by C. LeVert,,15,20
97,1,0:46.0,J. Allen makes 2-pt jump shot from 9 ft (assist by J. Harris),,17,20
98,1,0:35.0,,K. Korver misses 3-pt jump shot from 25 ft,17,20
99,1,0:31.0,Defensive rebound by Q. Acy,,17,20
100,1,0:15.0,S. Kilpatrick misses 2-pt jump shot from 15 ft,,17,20
101,1,0:12.0,,Defensive rebound by D. Wade,17,20
102,1,0:00.0,,D. Wade misses 2-pt jump shot from 11 ft,17,20
103,1,0:00.0,Defensive rebound by Q. Acy,,17,20
104,2,11:44.0,C. LeVert misses 2-pt jump shot from 11 ft,,17,20
105,2,11:41.0,,Defensive rebound by J. Green,17,20
106,2,11:36.0,,J. Green misses 2-pt jump shot from 2 ft,17,20
107,2,11:36.0,Defensive rebound by T. Zeller,,17,20
108,2,11:36.0,T. Zeller makes 3-pt jump shot from 23 ft (assist by J. Allen),,20,20
109,2,11:13.0,,K. Korver misses 3-pt jump shot from 26 ft,20,20
110,2,11:11.0,Defensive rebound by C. LeVert,,20,20
111,2,10:47.0,S. Kilpatrick makes 3-pt jump shot from 25 ft,,23,20
112,2,10:27.0,,C. Frye makes 2-pt layup at rim (assist by D. Wade),23,22
113,2,10:16.0,J. Harris misses 3-pt jump shot from 28 ft,,23,22
114,2,10:14.0,Offensive rebound by C. LeVert,,23,22
115,2,10:06.0,J. Allen makes 2-pt layup at rim (assist by C. LeVert),,25,22
116,2,9:55.0,,C. Frye misses 3-pt jump shot from 24 ft,25,22
117,2,9:53.0,Defensive rebound by Team,,25,22
118,2,9:53.0,Q. Acy enters the game for J. Allen,,25,22
119,2,9:42.0,Turnover by J. Harris (bad pass),,25,22
120,2,9:32.0,,D. Wade makes 3-pt jump shot from 25 ft,25,25
121,2,9:18.0,Personal foul by C. Osman (drawn by S. Kilpatrick),,25,25
122,2,9:12.0,C. LeVert misses 3-pt jump shot from 25 ft,,25,25
123,2,9:09.0,,Defensive rebound by C. Frye,25,25
124,2,9:09.0,,Personal foul by C. LeVert (drawn by D. Wade),25,25
125,2,8:58.0,,D. Wade misses 2-pt layup from 2 ft,25,25
126,2,8:58.0,Defensive rebound by T. Zeller,,25,25
127,2,8:52.0,Q. Acy misses 2-pt layup from 1 ft,,25,25
128,2,8:52.0,,Defensive rebound by J. Green,25,25
129,2,8:31.0,,J. Green misses 2-pt jump shot from 22 ft,25,25
130,2,8:31.0,Defensive rebound by T. Zeller,,25,25
131,2,8:26.0,Turnover by S. Kilpatrick (bad pass; steal by C. Osman),,25,25
132,2,8:18.0,,C. Osman makes 2-pt layup at rim (assist by K. Korver),25,27
133,2,8:18.0,Brooklyn full timeout,,25,27
134,2,8:18.0,A. Crabbe enters the game for S. Kilpatrick,,25,27
135,2,8:06.0,Offensive foul by Q. Acy (drawn by C. Osman),,25,27
136,2,8:06.0,Turnover by Q. Acy (offensive foul),,25,27
137,2,7:52.0,,C. Frye makes 2-pt layup from 1 ft (assist by D. Wade),25,29
138,2,7:33.0,T. Zeller misses 2-pt jump shot from 18 ft,,25,29
139,2,7:33.0,,Defensive rebound by C. Osman,25,29
140,2,7:23.0,,D. Wade makes 2-pt layup at rim,25,31
141,2,7:14.0,C. LeVert misses 2-pt layup from 3 ft,,25,31
142,2,7:14.0,Offensive rebound by T. Zeller,,25,31
143,2,7:09.0,T. Zeller makes 2-pt layup at rim,,27,31
144,2,6:48.0,,C. Osman misses 3-pt jump shot from 23 ft,27,31
145,2,6:48.0,Defensive rebound by J. Harris,,27,31
146,2,6:42.0,J. Harris makes 3-pt jump shot from 27 ft (assist by C. LeVert),,30,31
147,2,6:25.0,,J. Green makes 2-pt layup at rim,30,33
148,2,6:10.0,A. Crabbe makes 2-pt jump shot from 11 ft (assist by J. Harris),,32,33
149,2,5:57.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Wade),32,36
150,2,5:43.0,A. Crabbe misses 2-pt layup from 1 ft,,32,36
151,2,5:43.0,,Defensive rebound by C. Frye,32,36
152,2,5:35.0,,D. Wade misses 2-pt jump shot from 12 ft,32,36
153,2,5:35.0,Defensive rebound by T. Zeller,,32,36
154,2,5:19.0,Q. Acy makes 3-pt jump shot from 23 ft (assist by A. Crabbe),,35,36
155,2,5:05.0,,Turnover by D. Wade (bad pass; steal by C. LeVert),35,36
156,2,5:02.0,C. LeVert makes 2-pt layup from 1 ft,,37,36
157,2,5:02.0,,Cleveland full timeout,37,36
158,2,5:02.0,,J. Crowder enters the game for C. Frye,37,36
159,2,5:02.0,,L. James enters the game for D. Wade,37,36
160,2,5:02.0,,J. Calderón enters the game for C. Osman,37,36
161,2,5:02.0,,K. Love enters the game for K. Korver,37,36
162,2,5:02.0,,J. Smith enters the game for J. Green,37,36
163,2,5:02.0,S. Dinwiddie enters the game for Q. Acy,,37,36
164,2,5:02.0,D. Carroll enters the game for C. LeVert,,37,36
165,2,5:02.0,R. Hollis-Jefferson enters the game for T. Zeller,,37,36
166,2,4:39.0,,J. Calderón makes 3-pt jump shot from 22 ft (assist by L. James),37,39
167,2,4:15.0,D. Carroll misses 3-pt jump shot from 23 ft,,37,39
168,2,4:15.0,,Defensive rebound by K. Love,37,39
169,2,4:09.0,,Shooting foul by A. Crabbe (drawn by L. James),37,39
170,2,4:09.0,,L. James misses free throw 1 of 2,37,39
171,2,4:09.0,,Offensive rebound by Team,37,39
172,2,4:09.0,,L. James makes free throw 2 of 2,37,40
173,2,3:49.0,J. Harris makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),,39,40
174,2,3:36.0,,K. Love makes 2-pt layup at rim,39,42
175,2,3:17.0,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by J. Harris),,42,42
176,2,2:54.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Love),42,42
177,2,2:54.0,C. LeVert enters the game for J. Harris,,42,42
178,2,2:54.0,J. Allen enters the game for R. Hollis-Jefferson,,42,42
179,2,2:38.0,,K. Love misses 2-pt layup from 1 ft,42,42
180,2,2:36.0,Defensive rebound by C. LeVert,,42,42
181,2,2:34.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,42,42
182,2,2:34.0,Offensive rebound by J. Allen,,42,42
183,2,2:30.0,D. Carroll misses 3-pt jump shot from 25 ft,,42,42
184,2,2:30.0,,Defensive rebound by L. James,42,42
185,2,2:24.0,,J. Crowder misses 2-pt jump shot from 20 ft,42,42
186,2,2:24.0,Defensive rebound by D. Carroll,,42,42
187,2,2:01.0,D. Carroll misses 2-pt jump shot from 11 ft,,42,42
188,2,1:58.0,,Defensive rebound by K. Love,42,42
189,2,1:50.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by L. James),42,45
190,2,1:32.0,C. LeVert makes 2-pt layup at rim (assist by S. Dinwiddie),,44,45
191,2,1:09.0,,L. James misses 2-pt jump shot from 17 ft,44,45
192,2,1:08.0,Defensive rebound by Team,,44,45
193,2,1:06.0,S. Kilpatrick enters the game for S. Dinwiddie,,44,45
194,2,0:43.0,D. Carroll makes 2-pt jump shot from 1 ft (assist by J. Allen),,46,45
195,2,0:31.0,,J. Calderón misses 3-pt jump shot from 25 ft,46,45
196,2,0:27.0,Defensive rebound by J. Allen,,46,45
197,2,0:09.0,Turnover by C. LeVert (bad pass; steal by J. Crowder),,46,45
198,2,0:05.0,,Turnover by J. Crowder (bad pass; steal by A. Crabbe),46,45
199,2,0:05.0,Turnover by A. Crabbe (bad pass),,46,45
200,2,0:05.0,R. Hollis-Jefferson enters the game for S. Kilpatrick,,46,45
201,2,0:01.0,,L. James misses 2-pt jump shot from 8 ft,46,45
202,2,0:01.0,Defensive rebound by D. Carroll,,46,45
203,3,11:43.0,A. Crabbe misses 3-pt jump shot from 26 ft,,46,45
204,3,11:41.0,,Defensive rebound by L. James,46,45
205,3,11:41.0,,Personal foul by D. Carroll (drawn by L. James),46,45
206,3,11:30.0,,Offensive foul by L. James (drawn by S. Dinwiddie),46,45
207,3,11:30.0,,Turnover by L. James (offensive foul),46,45
208,3,11:11.0,Turnover by A. Crabbe (step out of bounds),,46,45
209,3,11:06.0,,J. Smith misses 3-pt jump shot from 26 ft,46,45
210,3,11:02.0,Defensive rebound by D. Carroll,,46,45
211,3,10:38.0,R. Hollis-Jefferson makes 2-pt layup at rim (assist by S. Dinwiddie),,48,45
212,3,10:25.0,,J. Smith misses 2-pt jump shot from 5 ft,48,45
213,3,10:22.0,Defensive rebound by A. Crabbe,,48,45
214,3,10:12.0,D. Carroll makes 2-pt jump shot from 8 ft (assist by A. Crabbe),,50,45
215,3,9:59.0,,K. Love misses 3-pt jump shot from 26 ft,50,45
216,3,9:56.0,Defensive rebound by A. Crabbe,,50,45
217,3,9:48.0,Turnover by T. Zeller (lost ball; steal by L. James),,50,45
218,3,9:31.0,,K. Love makes 2-pt jump shot from 16 ft,50,47
219,3,9:30.0,,D. Wade enters the game for L. James,50,47
220,3,9:17.0,Personal foul by K. Love (drawn by A. Crabbe),,50,47
221,3,9:12.0,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,,52,47
222,3,9:00.0,,Shooting foul by T. Zeller (drawn by K. Love),52,47
223,3,9:00.0,,K. Love makes free throw 1 of 2,52,48
224,3,9:00.0,,K. Love makes free throw 2 of 2,52,49
225,3,8:44.0,Turnover by A. Crabbe (bad pass; steal by J. Crowder),,52,49
226,3,8:39.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Crowder),52,51
227,3,8:34.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,55,51
228,3,8:19.0,,K. Love makes 2-pt layup from 1 ft (assist by J. Calderón),55,53
229,3,8:05.0,A. Crabbe misses 3-pt jump shot from 25 ft,,55,53
230,3,8:01.0,Offensive rebound by R. Hollis-Jefferson,,55,53
231,3,7:59.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,,57,53
232,3,7:52.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Crowder),57,53
233,3,7:52.0,,J. Crowder makes free throw 1 of 3,57,54
234,3,7:52.0,,J. Crowder makes free throw 2 of 3,57,55
235,3,7:52.0,,J. Crowder makes free throw 3 of 3,57,56
236,3,7:33.0,Turnover by S. Dinwiddie (traveling),,57,56
237,3,7:33.0,J. Allen enters the game for D. Carroll,,57,56
238,3,7:33.0,J. Harris enters the game for T. Zeller,,57,56
239,3,7:24.0,,Turnover by J. Calderón (bad pass; steal by J. Harris),57,56
240,3,7:21.0,J. Harris makes 2-pt layup from 1 ft,,59,56
241,3,7:10.0,,K. Love misses 3-pt jump shot from 27 ft,59,56
242,3,7:10.0,Defensive rebound by J. Harris,,59,56
243,3,7:01.0,A. Crabbe makes 3-pt jump shot from 22 ft (assist by J. Harris),,62,56
244,3,6:59.0,,Cleveland full timeout,62,56
245,3,6:59.0,,K. Korver enters the game for J. Calderón,62,56
246,3,6:45.0,,K. Love makes 2-pt layup from 1 ft (assist by K. Korver),62,58
247,3,6:29.0,Turnover by S. Dinwiddie (bad pass),,62,58
248,3,6:11.0,,K. Love makes 2-pt hook shot from 11 ft (assist by K. Korver),62,60
249,3,5:52.0,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,65,60
250,3,5:39.0,,Turnover by D. Wade (bad pass),65,60
251,3,5:30.0,Personal foul by J. Smith (drawn by A. Crabbe),,65,60
252,3,5:27.0,Shooting foul by K. Love (drawn by R. Hollis-Jefferson),,65,60
253,3,5:27.0,R. Hollis-Jefferson makes free throw 1 of 2,,66,60
254,3,5:27.0,C. LeVert enters the game for S. Dinwiddie,,66,60
255,3,5:27.0,R. Hollis-Jefferson makes free throw 2 of 2,,67,60
256,3,5:07.0,,K. Love misses 2-pt hook shot from 3 ft (block by J. Allen),67,60
257,3,5:07.0,,Offensive rebound by Team,67,60
258,3,5:05.0,,J. Crowder makes 2-pt layup from 2 ft (assist by D. Wade),67,62
259,3,4:44.0,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft,,69,62
260,3,4:33.0,,L. James enters the game for J. Smith,69,62
261,3,4:33.0,Q. Acy enters the game for R. Hollis-Jefferson,,69,62
262,3,4:33.0,D. Carroll enters the game for A. Crabbe,,69,62
263,3,4:30.0,,K. Korver makes 2-pt jump shot from 12 ft (assist by D. Wade),69,64
264,3,4:12.0,J. Allen makes 2-pt jump shot from 21 ft (assist by C. LeVert),,71,64
265,3,3:58.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by K. Love),71,67
266,3,3:36.0,,Offensive charge foul by J. Harris (drawn by K. Love),71,67
267,3,3:36.0,Turnover by J. Harris (offensive foul),,71,67
268,3,3:28.0,,Offensive foul by K. Korver (drawn by Q. Acy),71,67
269,3,3:28.0,,Turnover by K. Korver (offensive foul),71,67
270,3,3:28.0,Brooklyn full timeout,,71,67
271,3,3:11.0,C. LeVert makes 2-pt jump shot from 8 ft,,73,67
272,3,2:51.0,,K. Korver misses 3-pt jump shot from 22 ft,73,67
273,3,2:47.0,Defensive rebound by C. LeVert,,73,67
274,3,2:45.0,Turnover by Q. Acy (turnover),,73,67
275,3,2:39.0,,K. Love misses 3-pt jump shot from 25 ft,73,67
276,3,2:36.0,Defensive rebound by J. Harris,,73,67
277,3,2:22.0,Q. Acy misses 3-pt jump shot from 22 ft,,73,67
278,3,2:17.0,,Defensive rebound by K. Love,73,67
279,3,2:10.0,,D. Wade misses 2-pt jump shot from 11 ft,73,67
280,3,1:57.0,,Offensive rebound by K. Love,73,67
281,3,1:56.0,,K. Love makes 2-pt layup from 1 ft,73,69
282,3,1:41.0,Q. Acy makes 3-pt jump shot from 22 ft (assist by C. LeVert),,76,69
283,3,1:32.0,,Shooting foul by J. Harris (drawn by K. Korver),76,69
284,3,1:32.0,,K. Korver makes free throw 1 of 3,76,70
285,3,1:32.0,,K. Korver makes free throw 2 of 3,76,71
286,3,1:32.0,,C. Frye enters the game for K. Love,76,71
287,3,1:32.0,,K. Korver misses free throw 3 of 3,76,71
288,3,1:30.0,Defensive rebound by C. LeVert,,76,71
289,3,1:15.0,D. Carroll misses 2-pt hook shot from 9 ft,,76,71
290,3,1:12.0,,Defensive rebound by L. James,76,71
291,3,1:07.0,,L. James makes 2-pt layup from 1 ft,76,73
292,3,0:50.0,Turnover by C. LeVert (lost ball; steal by D. Wade),,76,73
293,3,0:43.0,,D. Wade makes 2-pt layup from 1 ft,76,75
294,3,0:30.0,Turnover by J. Allen (traveling),,76,75
295,3,0:15.0,,C. Frye misses 2-pt jump shot at rim,76,75
296,3,0:14.0,,Offensive rebound by C. Frye,76,75
297,3,0:14.0,,C. Frye makes 2-pt layup at rim,76,77
298,3,0:04.0,Personal foul by D. Wade (drawn by C. LeVert),,76,77
299,3,0:04.0,,J. Green enters the game for C. Frye,76,77
300,3,0:02.0,Personal foul by J. Green (drawn by C. LeVert),,76,77
301,3,0:02.0,C. LeVert misses free throw 1 of 2,,76,77
302,3,0:02.0,Offensive rebound by Team,,76,77
303,3,0:02.0,C. LeVert makes free throw 2 of 2,,77,77
304,3,0:00.0,,J. Green misses 3-pt jump shot from 47 ft,77,77
305,3,0:00.0,,Offensive rebound by Team,77,77
306,4,11:48.0,,J. Green misses 3-pt jump shot from 25 ft,77,77
307,4,11:44.0,Defensive rebound by C. LeVert,,77,77
308,4,11:23.0,S. Kilpatrick makes 2-pt jump shot from 14 ft,,79,77
309,4,11:10.0,,D. Wade makes 2-pt layup at rim,79,79
310,4,10:58.0,C. LeVert misses 2-pt layup from 1 ft,,79,79
311,4,10:56.0,Offensive rebound by T. Zeller,,79,79
312,4,10:52.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,79,79
313,4,10:50.0,,Defensive rebound by K. Korver,79,79
314,4,10:36.0,,Shooting foul by C. LeVert (drawn by K. Korver),79,79
315,4,10:36.0,,K. Korver makes free throw 1 of 2,79,80
316,4,10:36.0,Q. Acy enters the game for J. Allen,,79,80
317,4,10:36.0,,K. Korver makes free throw 2 of 2,79,81
318,4,10:16.0,Q. Acy misses 3-pt jump shot from 25 ft,,79,81
319,4,10:13.0,,Defensive rebound by K. Korver,79,81
320,4,10:07.0,,D. Wade makes 2-pt layup from 1 ft,79,83
321,4,9:44.0,S. Kilpatrick makes 3-pt jump shot from 25 ft,,82,83
322,4,9:26.0,,L. James makes 3-pt jump shot from 29 ft,82,86
323,4,9:03.0,Personal foul by C. Frye (drawn by D. Carroll),,82,86
324,4,9:02.0,,J. Smith enters the game for D. Wade,82,86
325,4,9:02.0,S. Dinwiddie enters the game for C. LeVert,,82,86
326,4,8:58.0,Shooting foul by J. Green (drawn by T. Zeller),,82,86
327,4,8:58.0,T. Zeller makes free throw 1 of 2,,83,86
328,4,8:58.0,T. Zeller makes free throw 2 of 2,,84,86
329,4,8:44.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),84,89
330,4,8:21.0,S. Dinwiddie makes 2-pt jump shot from 13 ft,,86,89
331,4,8:06.0,,Personal foul by S. Dinwiddie (drawn by K. Korver),86,89
332,4,8:06.0,R. Hollis-Jefferson enters the game for T. Zeller,,86,89
333,4,7:53.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by J. Green),86,92
334,4,7:32.0,Shooting foul by C. Frye (drawn by Q. Acy),,86,92
335,4,7:32.0,Q. Acy makes free throw 1 of 2,,87,92
336,4,7:32.0,A. Crabbe enters the game for S. Kilpatrick,,87,92
337,4,7:32.0,Q. Acy makes free throw 2 of 2,,88,92
338,4,7:27.0,,Personal foul by D. Carroll (drawn by L. James),88,92
339,4,7:27.0,J. Harris enters the game for Q. Acy,,88,92
340,4,7:20.0,,Offensive foul by J. Smith (drawn by R. Hollis-Jefferson),88,92
341,4,7:20.0,,Turnover by J. Smith (offensive foul),88,92
342,4,7:04.0,S. Dinwiddie makes 3-pt jump shot from 30 ft,,91,92
343,4,6:41.0,,J. Green makes 3-pt jump shot from 22 ft (assist by L. James),91,95
344,4,6:24.0,R. Hollis-Jefferson makes 2-pt layup at rim (assist by S. Dinwiddie),,93,95
345,4,6:24.0,Shooting foul by J. Green (drawn by R. Hollis-Jefferson),,93,95
346,4,6:24.0,,Cleveland full timeout,93,95
347,4,6:24.0,,K. Love enters the game for C. Frye,93,95
348,4,6:24.0,R. Hollis-Jefferson makes free throw 1 of 1,,94,95
349,4,6:10.0,,Shooting foul by D. Carroll (drawn by L. James),94,95
350,4,6:10.0,,L. James makes free throw 1 of 2,94,96
351,4,6:10.0,,D. Wade enters the game for J. Green,94,96
352,4,6:10.0,,L. James makes free throw 2 of 2,94,97
353,4,5:59.0,Personal foul by L. James (drawn by R. Hollis-Jefferson),,94,97
354,4,5:59.0,R. Hollis-Jefferson misses free throw 1 of 2,,94,97
355,4,5:59.0,Offensive rebound by Team,,94,97
356,4,5:59.0,R. Hollis-Jefferson makes free throw 2 of 2,,95,97
357,4,5:45.0,,L. James misses 3-pt jump shot from 27 ft,95,97
358,4,5:42.0,Defensive rebound by A. Crabbe,,95,97
359,4,5:32.0,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft (assist by S. Dinwiddie),,97,97
360,4,5:21.0,,D. Wade makes 2-pt jump shot from 19 ft,97,99
361,4,5:07.0,D. Carroll misses 3-pt jump shot from 25 ft,,97,99
362,4,5:04.0,Offensive rebound by J. Harris,,97,99
363,4,5:00.0,J. Harris makes 2-pt layup from 2 ft,,99,99
364,4,4:50.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Love),99,99
365,4,4:50.0,,K. Love misses free throw 1 of 2,99,99
366,4,4:50.0,,Offensive rebound by Team,99,99
367,4,4:50.0,,K. Love makes free throw 2 of 2,99,100
368,4,4:32.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,99,100
369,4,4:28.0,,Defensive rebound by K. Korver,99,100
370,4,4:25.0,,Shooting foul by J. Harris (drawn by L. James),99,100
371,4,4:25.0,,L. James makes free throw 1 of 2,99,101
372,4,4:25.0,,L. James makes free throw 2 of 2,99,102
373,4,4:16.0,J. Harris misses 3-pt jump shot from 25 ft,,99,102
374,4,4:13.0,,Defensive rebound by K. Love,99,102
375,4,4:08.0,,D. Wade misses 2-pt jump shot from 13 ft,99,102
376,4,4:05.0,,Offensive rebound by L. James,99,102
377,4,4:04.0,,L. James makes 2-pt layup from 1 ft,99,104
378,4,4:03.0,Brooklyn full timeout,,99,104
379,4,3:51.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by S. Dinwiddie),,101,104
380,4,3:28.0,,L. James makes 2-pt layup at rim,101,106
381,4,3:20.0,Personal foul by K. Love (drawn by D. Carroll),,101,106
382,4,3:20.0,D. Carroll makes free throw 1 of 2,,102,106
