,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
35,1,6:36.0,,Offensive rebound by P. Tucker,12,15
36,1,6:28.0,,J. Harden makes 2-pt layup at rim,12,17
37,1,6:20.0,O. Porter misses 2-pt layup from 1 ft,,12,17
38,1,6:18.0,,Defensive rebound by C. Capela,12,17
39,1,6:12.0,,J. Harden misses 2-pt layup from 1 ft,12,17
40,1,6:09.0,Defensive rebound by B. Beal,,12,17
41,1,6:05.0,O. Porter makes 3-pt jump shot from 25 ft (assist by M. Morris),,15,17
42,1,5:47.0,,C. Capela makes 2-pt layup from 1 ft (assist by E. Gordon),15,19
43,1,5:35.0,Turnover by J. Wall (bad pass; steal by C. Capela),,15,19
44,1,5:26.0,,Turnover by J. Harden (bad pass; steal by M. Gortat),15,19
45,1,5:24.0,Turnover by O. Porter (bad pass; steal by E. Gordon),,15,19
46,1,5:21.0,,P. Tucker misses 3-pt jump shot from 23 ft,15,19
47,1,5:21.0,,Offensive rebound by Team,15,19
48,1,5:21.0,,N. Hilário enters the game for C. Capela,15,19
49,1,5:14.0,,Shooting foul by J. Wall (drawn by J. Harden),15,19
50,1,5:14.0,,J. Harden makes free throw 1 of 3,15,20
51,1,5:14.0,,J. Harden makes free throw 2 of 3,15,21
52,1,5:14.0,,J. Harden makes free throw 3 of 3,15,22
53,1,5:03.0,Def 3 sec tech foul by P. Tucker,,15,22
54,1,5:03.0,B. Beal makes technical free throw,,16,22
55,1,5:03.0,,R. Anderson enters the game for P. Tucker,16,22
56,1,4:50.0,B. Beal makes 2-pt jump shot from 15 ft,,18,22
57,1,4:42.0,,Shooting foul by B. Beal (drawn by N. Hilário),18,22
58,1,4:42.0,,N. Hilário misses free throw 1 of 2,18,22
59,1,4:42.0,,Offensive rebound by Team,18,22
60,1,4:42.0,,G. Green enters the game for L. Mbah a Moute,18,22
61,1,4:42.0,K. Oubre enters the game for O. Porter,,18,22
62,1,4:42.0,,N. Hilário makes free throw 2 of 2,18,23
63,1,4:29.0,Turnover by M. Gortat (traveling),,18,23
64,1,4:25.0,,Turnover by E. Gordon (out of bounds lost ball),18,23
65,1,4:25.0,M. Scott enters the game for M. Gortat,,18,23
66,1,4:11.0,M. Morris makes 2-pt jump shot from 15 ft (assist by J. Wall),,20,23
67,1,3:51.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by G. Green),20,25
68,1,3:34.0,Shooting foul by R. Anderson (drawn by M. Morris),,20,25
69,1,3:34.0,M. Morris makes free throw 1 of 2,,21,25
70,1,3:34.0,M. Morris makes free throw 2 of 2,,22,25
71,1,3:19.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),22,28
72,1,2:59.0,J. Wall misses 3-pt jump shot from 25 ft,,22,28
73,1,2:57.0,,Defensive rebound by E. Gordon,22,28
74,1,2:44.0,,E. Gordon misses 2-pt jump shot from 13 ft (block by B. Beal),22,28
75,1,2:40.0,,Offensive rebound by E. Gordon,22,28
76,1,2:35.0,,J. Harden makes 3-pt jump shot from 26 ft,22,31
77,1,2:27.0,K. Oubre misses 3-pt jump shot from 22 ft,,22,31
78,1,2:24.0,,Defensive rebound by R. Anderson,22,31
79,1,2:10.0,,J. Harden misses 2-pt layup from 1 ft,22,31
80,1,2:08.0,Defensive rebound by K. Oubre,,22,31
81,1,2:03.0,Turnover by J. Wall (bad pass),,22,31
82,1,2:03.0,,Houston full timeout,22,31
83,1,2:03.0,,C. Paul enters the game for J. Harden,22,31
84,1,2:03.0,T. Satoranský enters the game for J. Wall,,22,31
85,1,1:51.0,,Shooting foul by B. Beal (drawn by E. Gordon),22,31
86,1,1:51.0,,E. Gordon misses free throw 1 of 2,22,31
87,1,1:51.0,,Offensive rebound by Team,22,31
88,1,1:51.0,J. Meeks enters the game for B. Beal,,22,31
89,1,1:51.0,,E. Gordon makes free throw 2 of 2,22,32
90,1,1:29.0,K. Oubre misses 3-pt jump shot from 25 ft,,22,32
91,1,1:26.0,,Defensive rebound by N. Hilário,22,32
92,1,1:06.0,,C. Paul misses 3-pt jump shot from 25 ft,22,32
93,1,1:04.0,,Offensive rebound by N. Hilário,22,32
94,1,1:04.0,,Shooting foul by M. Scott (drawn by N. Hilário),22,32
95,1,1:04.0,,N. Hilário misses free throw 1 of 2,22,32
96,1,1:04.0,,Offensive rebound by Team,22,32
97,1,1:04.0,I. Mahinmi enters the game for M. Morris,,22,32
98,1,1:04.0,,N. Hilário misses free throw 2 of 2,22,32
99,1,1:04.0,Defensive rebound by I. Mahinmi,,22,32
100,1,0:50.0,Turnover by M. Scott (lost ball; steal by N. Hilário),,22,32
101,1,0:43.0,,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),22,35
102,1,0:32.0,J. Meeks makes 2-pt jump shot from 17 ft (assist by T. Satoranský),,24,35
103,1,0:26.0,,C. Paul misses 3-pt jump shot from 25 ft,24,35
104,1,0:25.0,Defensive rebound by J. Meeks,,24,35
105,1,0:04.0,J. Meeks misses 2-pt jump shot from 7 ft,,24,35
106,1,0:01.0,,Defensive rebound by R. Anderson,24,35
107,2,11:50.0,,R. Anderson misses 3-pt jump shot from 23 ft,24,35
108,2,11:48.0,Defensive rebound by T. Satoranský,,24,35
109,2,11:38.0,Shooting foul by R. Anderson (drawn by K. Oubre),,24,35
110,2,11:38.0,K. Oubre makes free throw 1 of 2,,25,35
111,2,11:38.0,,P. Tucker enters the game for R. Anderson,25,35
112,2,11:38.0,K. Oubre makes free throw 2 of 2,,26,35
113,2,11:17.0,,Shooting foul by K. Oubre (drawn by C. Capela),26,35
114,2,11:17.0,,C. Capela misses free throw 1 of 2,26,35
115,2,11:17.0,,Offensive rebound by Team,26,35
116,2,11:17.0,,C. Capela makes free throw 2 of 2,26,36
117,2,11:01.0,M. Scott makes 2-pt layup from 1 ft (assist by T. Satoranský),,28,36
118,2,10:48.0,,G. Green misses 3-pt jump shot from 25 ft,28,36
119,2,10:45.0,Defensive rebound by J. Meeks,,28,36
120,2,10:30.0,M. Scott misses 2-pt jump shot from 17 ft,,28,36
121,2,10:26.0,,Defensive rebound by G. Green,28,36
122,2,10:19.0,,C. Paul misses 3-pt jump shot from 25 ft,28,36
123,2,10:16.0,Defensive rebound by J. Meeks,,28,36
124,2,10:05.0,K. Oubre misses 2-pt jump shot from 10 ft,,28,36
125,2,10:03.0,,Defensive rebound by C. Capela,28,36
126,2,9:46.0,,G. Green makes 3-pt jump shot from 25 ft,28,39
127,2,9:24.0,K. Oubre misses 3-pt jump shot from 23 ft,,28,39
128,2,9:21.0,,Defensive rebound by C. Capela,28,39
129,2,9:17.0,,E. Gordon misses 3-pt jump shot from 25 ft,28,39
130,2,9:15.0,Defensive rebound by M. Scott,,28,39
131,2,9:04.0,Turnover by I. Mahinmi (bad pass; steal by P. Tucker),,28,39
132,2,9:01.0,,E. Gordon misses 3-pt jump shot from 26 ft,28,39
133,2,8:59.0,Defensive rebound by I. Mahinmi,,28,39
134,2,8:38.0,Turnover by T. Satoranský (bad pass; steal by G. Green),,28,39
135,2,8:36.0,,Shooting foul by T. Satoranský (drawn by G. Green),28,39
136,2,8:36.0,,G. Green makes free throw 1 of 2,28,40
137,2,8:36.0,O. Porter enters the game for J. Meeks,,28,40
138,2,8:36.0,J. Wall enters the game for I. Mahinmi,,28,40
139,2,8:36.0,,G. Green makes free throw 2 of 2,28,41
140,2,8:22.0,M. Scott makes 2-pt jump shot from 14 ft (assist by J. Wall),,30,41
141,2,8:08.0,,G. Green misses 3-pt jump shot from 25 ft,30,41
142,2,8:05.0,Defensive rebound by T. Satoranský,,30,41
143,2,7:55.0,M. Scott makes 3-pt jump shot from 23 ft (assist by J. Wall),,33,41
144,2,7:36.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by E. Gordon),33,44
145,2,7:22.0,,L. Mbah a Moute enters the game for G. Green,33,44
146,2,7:13.0,T. Satoranský misses 2-pt jump shot from 16 ft,,33,44
147,2,7:11.0,,Defensive rebound by C. Capela,33,44
148,2,7:08.0,,Shooting foul by O. Porter (drawn by C. Capela),33,44
149,2,7:08.0,,Houston full timeout,33,44
150,2,7:08.0,,J. Harden enters the game for C. Paul,33,44
151,2,7:08.0,B. Beal enters the game for M. Scott,,33,44
152,2,7:08.0,M. Morris enters the game for T. Satoranský,,33,44
153,2,7:08.0,,C. Capela makes free throw 1 of 2,33,45
154,2,7:08.0,,C. Capela misses free throw 2 of 2,33,45
155,2,7:08.0,Defensive rebound by M. Morris,,33,45
156,2,6:52.0,B. Beal misses 3-pt jump shot from 24 ft,,33,45
157,2,6:49.0,,Defensive rebound by J. Harden,33,45
158,2,6:45.0,,E. Gordon misses 3-pt jump shot from 25 ft,33,45
159,2,6:43.0,,Offensive rebound by C. Capela,33,45
160,2,6:27.0,,Turnover by J. Harden (bad pass; steal by J. Wall),33,45
161,2,6:22.0,K. Oubre misses 2-pt layup from 1 ft (block by J. Harden),,33,45
162,2,6:18.0,,Defensive rebound by J. Harden,33,45
163,2,6:17.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),33,48
164,2,5:56.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,36,48
165,2,5:47.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Harden),36,50
166,2,5:30.0,J. Wall misses 2-pt jump shot from 16 ft,,36,50
167,2,5:27.0,,Defensive rebound by C. Capela,36,50
168,2,5:17.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),36,52
169,2,5:17.0,Washington full timeout,,36,52
170,2,5:17.0,,C. Paul enters the game for E. Gordon,36,52
171,2,5:05.0,M. Morris makes 2-pt jump shot from 8 ft (assist by B. Beal),,38,52
172,2,4:38.0,,J. Harden makes 2-pt jump shot from 15 ft,38,54
173,2,4:29.0,Turnover by J. Wall (bad pass; steal by L. Mbah a Moute),,38,54
174,2,4:28.0,,Personal foul by O. Porter (drawn by L. Mbah a Moute),38,54
175,2,4:11.0,,J. Harden makes 2-pt layup from 3 ft,38,56
176,2,4:11.0,,Shooting foul by J. Wall (drawn by J. Harden),38,56
177,2,4:11.0,,J. Harden misses free throw 1 of 1,38,56
178,2,4:11.0,Defensive rebound by O. Porter,,38,56
179,2,3:57.0,B. Beal makes 2-pt jump shot from 13 ft (assist by J. Wall),,40,56
180,2,3:35.0,,Shooting foul by M. Morris (drawn by J. Harden),40,56
181,2,3:35.0,,J. Harden makes free throw 1 of 3,40,57
182,2,3:35.0,,J. Harden makes free throw 2 of 3,40,58
183,2,3:35.0,,E. Gordon enters the game for C. Capela,40,58
184,2,3:35.0,,J. Harden makes free throw 3 of 3,40,59
185,2,3:25.0,Personal foul by C. Paul (drawn by B. Beal),,40,59
186,2,3:15.0,M. Morris misses 2-pt layup from 3 ft,,40,59
187,2,3:13.0,,Defensive rebound by P. Tucker,40,59
188,2,2:54.0,,J. Harden makes 3-pt jump shot from 25 ft,40,62
189,2,2:35.0,O. Porter makes 2-pt jump shot from 16 ft,,42,62
190,2,2:35.0,Shooting foul by E. Gordon (drawn by O. Porter),,42,62
191,2,2:35.0,O. Porter makes free throw 1 of 1,,43,62
192,2,2:10.0,,C. Paul makes 3-pt jump shot from 26 ft,43,65
193,2,1:57.0,Personal foul by P. Tucker (drawn by M. Morris),,43,65
194,2,1:48.0,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),,46,65
195,2,1:33.0,,J. Harden makes 2-pt layup from 1 ft,46,67
196,2,1:17.0,Turnover by J. Wall (bad pass; steal by L. Mbah a Moute),,46,67
197,2,1:12.0,,Turnover by L. Mbah a Moute (bad pass; steal by B. Beal),46,67
198,2,1:08.0,B. Beal makes 2-pt jump shot from 15 ft,,48,67
199,2,0:59.0,,Shooting foul by B. Beal (drawn by J. Harden),48,67
200,2,0:59.0,,J. Harden makes free throw 1 of 2,48,68
201,2,0:59.0,T. Satoranský enters the game for B. Beal,,48,68
202,2,0:59.0,,J. Harden makes free throw 2 of 2,48,69
203,2,0:46.0,Shooting foul by P. Tucker (drawn by K. Oubre),,48,69
204,2,0:46.0,K. Oubre makes free throw 1 of 2,,49,69
205,2,0:46.0,K. Oubre misses free throw 2 of 2,,49,69
206,2,0:46.0,,Defensive rebound by J. Harden,49,69
207,2,0:34.0,,E. Gordon misses 3-pt jump shot from 24 ft,49,69
208,2,0:32.0,,Offensive rebound by P. Tucker,49,69
209,2,0:32.0,,P. Tucker makes 2-pt layup from 1 ft,49,71
210,2,0:25.0,Turnover by J. Wall (bad pass; steal by L. Mbah a Moute),,49,71
211,2,0:02.0,,J. Harden misses 3-pt jump shot from 30 ft,49,71
212,2,0:02.0,Defensive rebound by M. Morris,,49,71
213,3,11:38.0,,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),49,73
214,3,11:20.0,M. Morris makes 2-pt jump shot from 12 ft,,51,73
215,3,11:09.0,,P. Tucker misses 2-pt jump shot from 16 ft,51,73
216,3,11:06.0,Defensive rebound by M. Morris,,51,73
217,3,11:00.0,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),,54,73
218,3,10:41.0,,Personal foul by B. Beal (drawn by C. Capela),54,73
219,3,10:41.0,T. Satoranský enters the game for B. Beal,,54,73
220,3,10:27.0,,Turnover by Team (shot clock),54,73
221,3,10:15.0,M. Gortat makes 2-pt layup from 2 ft (assist by M. Morris),,56,73
222,3,9:54.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,56,73
223,3,9:53.0,Defensive rebound by T. Satoranský,,56,73
224,3,9:46.0,J. Wall makes 2-pt jump shot from 16 ft,,58,73
225,3,9:29.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),58,75
226,3,9:18.0,J. Wall misses 3-pt jump shot from 24 ft,,58,75
227,3,9:15.0,Offensive rebound by T. Satoranský,,58,75
228,3,8:59.0,J. Wall misses 2-pt jump shot from 15 ft,,58,75
229,3,8:57.0,,Defensive rebound by J. Harden,58,75
230,3,8:38.0,,C. Capela makes 2-pt layup from 1 ft (assist by P. Tucker),58,77
231,3,8:26.0,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),,61,77
232,3,8:11.0,,Turnover by J. Harden (bad pass; steal by M. Morris),61,77
233,3,8:07.0,Shooting foul by J. Harden (drawn by J. Wall),,61,77
234,3,8:07.0,J. Wall misses free throw 1 of 2,,61,77
235,3,8:07.0,Offensive rebound by Team,,61,77
236,3,8:07.0,J. Wall misses free throw 2 of 2,,61,77
237,3,8:07.0,,Defensive rebound by J. Harden,61,77
238,3,8:07.0,,Violation by C. Paul (lane),61,77
239,3,7:50.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by P. Tucker),61,80
240,3,7:37.0,T. Satoranský makes 2-pt jump shot from 12 ft,,63,80
241,3,7:28.0,,Personal foul by T. Satoranský (drawn by C. Capela),63,80
242,3,7:28.0,,N. Hilário enters the game for C. Capela,63,80
243,3,7:12.0,,J. Harden makes 3-pt jump shot from 22 ft (assist by P. Tucker),63,83
244,3,6:52.0,O. Porter misses 2-pt jump shot from 22 ft,,63,83
245,3,6:48.0,,Defensive rebound by N. Hilário,63,83
246,3,6:39.0,,J. Harden misses 3-pt jump shot from 25 ft,63,83
247,3,6:37.0,Defensive rebound by M. Morris,,63,83
248,3,6:30.0,T. Satoranský misses 2-pt jump shot from 16 ft,,63,83
249,3,6:27.0,,Defensive rebound by P. Tucker,63,83
250,3,6:23.0,,C. Paul misses 3-pt jump shot from 26 ft,63,83
251,3,6:20.0,Defensive rebound by J. Wall,,63,83
252,3,6:15.0,J. Wall misses 2-pt jump shot from 20 ft,,63,83
253,3,6:12.0,Offensive rebound by M. Gortat,,63,83
254,3,6:08.0,M. Morris misses 3-pt jump shot from 23 ft,,63,83
255,3,6:06.0,,Defensive rebound by N. Hilário,63,83
256,3,5:47.0,,Turnover by P. Tucker (bad pass; steal by O. Porter),63,83
257,3,5:42.0,Turnover by J. Wall (lost ball; steal by L. Mbah a Moute),,63,83
258,3,5:35.0,,C. Paul misses 3-pt jump shot from 22 ft,63,83
259,3,5:33.0,,Offensive rebound by J. Harden,63,83
260,3,5:25.0,,C. Paul misses 3-pt jump shot from 23 ft,63,83
261,3,5:23.0,Defensive rebound by T. Satoranský,,63,83
262,3,5:12.0,Turnover by J. Wall (lost ball; steal by L. Mbah a Moute),,63,83
263,3,5:10.0,,C. Paul makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),63,85
264,3,5:10.0,Washington full timeout,,63,85
265,3,5:10.0,,E. Gordon enters the game for C. Paul,63,85
266,3,5:10.0,,G. Green enters the game for L. Mbah a Moute,63,85
267,3,5:10.0,K. Oubre enters the game for M. Gortat,,63,85
268,3,4:47.0,J. Wall makes 3-pt jump shot from 25 ft (assist by K. Oubre),,66,85
269,3,4:24.0,,N. Hilário misses 2-pt dunk from 1 ft,66,85
270,3,4:23.0,Defensive rebound by M. Morris,,66,85
271,3,4:06.0,Turnover by M. Morris (bad pass),,66,85
272,3,3:59.0,,P. Tucker misses 3-pt jump shot from 22 ft,66,85
273,3,3:56.0,Defensive rebound by J. Wall,,66,85
274,3,3:52.0,J. Wall misses 2-pt jump shot from 20 ft,,66,85
275,3,3:49.0,,Defensive rebound by J. Harden,66,85
276,3,3:30.0,,J. Harden makes 2-pt jump shot from 20 ft,66,87
277,3,3:16.0,Turnover by M. Morris (bad pass),,66,87
278,3,3:16.0,,J. Johnson enters the game for P. Tucker,66,87
279,3,3:06.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),66,90
280,3,2:52.0,Shooting foul by N. Hilário (drawn by K. Oubre),,66,90
281,3,2:52.0,,Houston full timeout,66,90
282,3,2:52.0,M. Scott enters the game for M. Morris,,66,90
283,3,2:52.0,B. Beal enters the game for O. Porter,,66,90
284,3,2:52.0,K. Oubre makes free throw 1 of 2,,67,90
285,3,2:52.0,K. Oubre misses free throw 2 of 2,,67,90
286,3,2:52.0,,Defensive rebound by J. Harden,67,90
287,3,2:36.0,,E. Gordon misses 3-pt jump shot from 23 ft,67,90
288,3,2:33.0,Defensive rebound by J. Wall,,67,90
289,3,2:18.0,K. Oubre makes 3-pt jump shot from 22 ft (assist by M. Scott),,70,90
290,3,2:06.0,,E. Gordon misses 3-pt jump shot from 23 ft,70,90
291,3,2:03.0,Defensive rebound by K. Oubre,,70,90
292,3,1:57.0,Turnover by J. Wall (bad pass; steal by J. Harden),,70,90
293,3,1:47.0,,G. Green misses 3-pt jump shot from 23 ft,70,90
294,3,1:46.0,,Offensive rebound by N. Hilário,70,90
295,3,1:33.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by E. Gordon),70,93
296,3,1:13.0,K. Oubre misses 3-pt jump shot from 22 ft,,70,93
297,3,1:10.0,,Defensive rebound by N. Hilário,70,93
298,3,1:03.0,,J. Johnson misses 3-pt jump shot from 22 ft,70,93
299,3,1:01.0,Defensive rebound by K. Oubre,,70,93
300,3,0:47.0,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),,72,93
301,3,0:32.0,,Shooting foul by B. Beal (drawn by N. Hilário),72,93
302,3,0:32.0,,N. Hilário makes free throw 1 of 2,72,94
303,3,0:32.0,,N. Hilário makes free throw 2 of 2,72,95
304,3,0:19.0,Shooting foul by E. Gordon (drawn by B. Beal),,72,95
305,3,0:19.0,B. Beal makes free throw 1 of 3,,73,95
306,3,0:19.0,B. Beal makes free throw 2 of 3,,74,95
307,3,0:19.0,B. Beal makes free throw 3 of 3,,75,95
308,3,0:00.0,,E. Gordon misses 3-pt jump shot from 27 ft,75,95
309,3,0:00.0,,Offensive rebound by Team,75,95
310,4,11:39.0,T. Satoranský makes 2-pt jump shot from 3 ft,,77,95
311,4,11:11.0,,N. Hilário misses 2-pt layup from 2 ft,77,95
312,4,11:10.0,,Offensive rebound by N. Hilário,77,95
313,4,11:10.0,,N. Hilário makes 2-pt layup from 2 ft,77,97
314,4,11:10.0,,Shooting foul by T. Frazier (drawn by N. Hilário),77,97
315,4,11:10.0,,N. Hilário misses free throw 1 of 1,77,97
316,4,11:10.0,Defensive rebound by B. Beal,,77,97
317,4,10:55.0,K. Oubre makes 2-pt jump shot from 5 ft,,79,97
318,4,10:43.0,,G. Green makes 3-pt jump shot from 23 ft (assist by J. Johnson),79,100
319,4,10:34.0,,Violation by N. Hilário (kicked ball),79,100
320,4,10:20.0,Shooting foul by N. Hilário (drawn by M. Scott),,79,100
321,4,10:20.0,M. Scott makes free throw 1 of 2,,80,100
322,4,10:20.0,M. Scott misses free throw 2 of 2,,80,100
323,4,10:20.0,,Defensive rebound by N. Hilário,80,100
324,4,10:13.0,,Personal foul by T. Frazier (drawn by C. Paul),80,100
325,4,10:07.0,,N. Hilário misses 2-pt layup from 1 ft,80,100
326,4,10:04.0,Defensive rebound by T. Frazier,,80,100
327,4,10:00.0,B. Beal makes 3-pt jump shot from 24 ft (assist by T. Frazier),,83,100
328,4,9:36.0,,Turnover by E. Gordon (traveling),83,100
329,4,9:36.0,,C. Capela enters the game for N. Hilário,83,100
330,4,9:26.0,T. Frazier makes 2-pt jump shot from 19 ft,,85,100
331,4,9:11.0,,C. Paul misses 3-pt jump shot from 26 ft,85,100
332,4,9:06.0,,Offensive rebound by C. Capela,85,100
333,4,8:54.0,,E. Gordon makes 2-pt layup at rim,85,102
334,4,8:46.0,B. Beal misses 3-pt jump shot from 25 ft,,85,102
335,4,8:42.0,,Defensive rebound by C. Paul,85,102
336,4,8:29.0,,G. Green makes 2-pt dunk at rim (assist by C. Paul),85,104
337,4,8:29.0,Washington full timeout,,85,104
338,4,8:29.0,,J. Harden enters the game for E. Gordon,85,104
339,4,8:17.0,B. Beal makes 2-pt jump shot from 11 ft,,87,104
340,4,7:55.0,,J. Johnson misses 3-pt jump shot from 25 ft,87,104
341,4,7:53.0,Defensive rebound by B. Beal,,87,104
342,4,7:45.0,B. Beal makes 2-pt layup from 1 ft,,89,104
343,4,7:30.0,,Offensive foul by C. Paul (drawn by T. Frazier),89,104
344,4,7:30.0,,Turnover by C. Paul (offensive foul),89,104
345,4,7:11.0,T. Satoranský makes 2-pt dunk at rim (assist by T. Frazier),,91,104
346,4,6:51.0,,Personal foul by T. Satoranský (drawn by C. Capela),91,104
347,4,6:51.0,,L. Mbah a Moute enters the game for G. Green,91,104
348,4,6:37.0,,J. Harden makes 3-pt jump shot from 25 ft,91,107
349,4,6:14.0,B. Beal makes 2-pt layup from 1 ft,,93,107
350,4,5:56.0,,J. Harden makes 3-pt jump shot from 25 ft,93,110
351,4,5:41.0,K. Oubre misses 2-pt layup from 1 ft,,93,110
352,4,5:41.0,,Defensive rebound by C. Capela,93,110
353,4,5:41.0,Loose ball foul by K. Oubre (drawn by C. Capela),,93,110
354,4,5:41.0,,P. Tucker enters the game for J. Johnson,93,110
355,4,5:41.0,J. Wall enters the game for T. Frazier,,93,110
356,4,5:20.0,,J. Harden makes 2-pt layup from 1 ft,93,112
357,4,5:20.0,,Shooting foul by T. Satoranský (drawn by J. Harden),93,112
358,4,5:20.0,,J. Harden makes free throw 1 of 1,93,113
359,4,5:12.0,B. Beal misses 2-pt layup at rim (block by C. Capela),,93,113
360,4,5:09.0,,Defensive rebound by L. Mbah a Moute,93,113
361,4,5:02.0,,J. Harden misses 3-pt jump shot from 31 ft,93,113
362,4,4:59.0,Defensive rebound by B. Beal,,93,113
363,4,4:56.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by B. Beal),,95,113
364,4,4:28.0,,Turnover by Team (shot clock),95,113
365,4,4:22.0,T. Satoranský misses 2-pt jump shot from 10 ft,,95,113
366,4,4:20.0,,Defensive rebound by C. Capela,95,113
367,4,4:08.0,,Shooting foul by K. Oubre (drawn by C. Capela),95,113
368,4,4:08.0,,C. Capela misses free throw 1 of 2,95,113
369,4,4:08.0,,Offensive rebound by Team,95,113
370,4,4:08.0,,C. Capela makes free throw 2 of 2,95,114
371,4,3:52.0,M. Scott makes 2-pt layup from 1 ft (assist by J. Wall),,97,114
372,4,3:35.0,,C. Capela makes 2-pt dunk at rim (assist by C. Paul),97,116
373,4,3:35.0,Washington full timeout,,97,116
374,4,3:35.0,,J. Johnson enters the game for C. Paul,97,116
375,4,3:35.0,,T. Black enters the game for J. Harden,97,116
376,4,3:35.0,,T. Quarterman enters the game for C. Capela,97,116
377,4,3:35.0,,G. Green enters the game for P. Tucker,97,116
378,4,3:35.0,J. Meeks enters the game for B. Beal,,97,116
379,4,3:35.0,R. Sessions enters the game for T. Satoranský,,97,116
380,4,3:35.0,T. Frazier enters the game for J. Wall,,97,116
381,4,3:20.0,J. Meeks misses 3-pt jump shot from 22 ft,,97,116
382,4,3:18.0,,Defensive rebound by T. Quarterman,97,116
383,4,2:56.0,,G. Green misses 3-pt jump shot from 25 ft,97,116
384,4,2:53.0,,Offensive rebound by T. Black,97,116
385,4,2:51.0,,T. Quarterman misses 3-pt jump shot from 25 ft,97,116
386,4,2:49.0,Defensive rebound by J. Meeks,,97,116
