,QUARTER,TIME_REMAINING,BOSTON_ACTION,SAN ANTONIO_ACTION,BOSTON_SCORE,SAN ANTONIO_SCORE
70,1,2:24.0,M. Smart makes 2-pt jump shot from 19 ft (assist by M. Morris),,27,18
71,1,2:13.0,,Personal foul by M. Smart (drawn by P. Mills),27,18
72,1,2:13.0,,P. Gasol enters the game for L. Aldridge,27,18
73,1,2:13.0,,R. Gay enters the game for D. Bertāns,27,18
74,1,2:13.0,T. Rozier enters the game for K. Irving,,27,18
75,1,2:11.0,,Shooting foul by T. Rozier (drawn by P. Mills),27,18
76,1,2:11.0,,P. Mills makes free throw 1 of 2,27,19
77,1,2:11.0,,P. Mills makes free throw 2 of 2,27,20
78,1,2:01.0,M. Morris misses 3-pt jump shot from 25 ft,,27,20
79,1,1:58.0,,Defensive rebound by P. Gasol,27,20
80,1,1:51.0,,M. Ginóbili misses 2-pt jump shot from 3 ft,27,20
81,1,1:48.0,Defensive rebound by D. Theis,,27,20
82,1,1:45.0,S. Ojeleye enters the game for J. Tatum,,27,20
83,1,1:36.0,M. Morris misses 2-pt jump shot from 20 ft,,27,20
84,1,1:33.0,,Defensive rebound by M. Ginóbili,27,20
85,1,1:27.0,,M. Ginóbili misses 2-pt jump shot from 1 ft,27,20
86,1,1:22.0,,Offensive rebound by P. Gasol,27,20
87,1,1:22.0,,P. Gasol makes 2-pt layup at rim,27,22
88,1,1:05.0,T. Rozier makes 2-pt layup from 2 ft,,29,22
89,1,0:47.0,,R. Gay makes 2-pt jump shot from 12 ft,29,24
90,1,0:29.0,T. Rozier makes 2-pt layup from 3 ft,,31,24
91,1,0:10.0,,Personal foul by D. Theis (drawn by P. Gasol),31,24
92,1,0:10.0,,P. Gasol makes free throw 1 of 2,31,25
93,1,0:10.0,,D. Green enters the game for P. Mills,31,25
94,1,0:10.0,K. Irving enters the game for S. Ojeleye,,31,25
95,1,0:10.0,,P. Gasol makes free throw 2 of 2,31,26
96,1,0:01.0,T. Rozier misses 3-pt jump shot from 26 ft,,31,26
97,1,0:01.0,,Defensive rebound by P. Gasol,31,26
98,2,11:43.0,M. Smart misses 3-pt jump shot from 25 ft,,31,26
99,2,11:35.0,Offensive rebound by S. Ojeleye,,31,26
100,2,11:35.0,S. Ojeleye misses 2-pt dunk at rim,,31,26
101,2,11:33.0,,Defensive rebound by T. Parker,31,26
102,2,11:28.0,,D. Green misses 3-pt jump shot from 25 ft,31,26
103,2,11:25.0,Defensive rebound by M. Morris,,31,26
104,2,11:20.0,D. Theis misses 2-pt dunk from 2 ft (block by R. Gay),,31,26
105,2,11:20.0,,Defensive rebound by T. Parker,31,26
106,2,11:13.0,,M. Ginóbili misses 2-pt layup from 1 ft,31,26
107,2,11:13.0,Defensive rebound by D. Theis,,31,26
108,2,11:08.0,D. Theis makes 2-pt dunk at rim (assist by M. Morris),,33,26
109,2,11:08.0,Shooting foul by P. Gasol (drawn by D. Theis),,33,26
110,2,11:08.0,D. Theis makes free throw 1 of 1,,34,26
111,2,10:55.0,,R. Gay makes 2-pt jump shot from 15 ft (assist by T. Parker),34,28
112,2,10:43.0,T. Rozier makes 2-pt jump shot from 14 ft,,36,28
113,2,10:28.0,,Shooting foul by D. Theis (drawn by P. Gasol),36,28
114,2,10:28.0,,P. Gasol makes free throw 1 of 2,36,29
115,2,10:28.0,,P. Gasol makes free throw 2 of 2,36,30
116,2,10:17.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by D. Theis),,39,30
117,2,9:57.0,,Turnover by M. Ginóbili (bad pass; steal by T. Rozier),39,30
118,2,9:52.0,T. Rozier misses 3-pt jump shot from 24 ft,,39,30
119,2,9:49.0,Offensive rebound by T. Rozier,,39,30
120,2,9:40.0,M. Morris misses 3-pt jump shot from 24 ft,,39,30
121,2,9:40.0,,Defensive rebound by T. Parker,39,30
122,2,9:19.0,,Turnover by R. Gay (bad pass; steal by M. Smart),39,30
123,2,9:08.0,M. Morris misses 2-pt jump shot from 9 ft,,39,30
124,2,9:06.0,,Defensive rebound by P. Gasol,39,30
125,2,8:48.0,,T. Parker makes 2-pt layup from 1 ft,39,32
126,2,8:30.0,Personal foul by M. Ginóbili (drawn by T. Rozier),,39,32
127,2,8:30.0,,B. Forbes enters the game for M. Ginóbili,39,32
128,2,8:19.0,D. Theis misses 3-pt jump shot from 22 ft,,39,32
129,2,8:19.0,Offensive rebound by M. Morris,,39,32
130,2,8:14.0,D. Theis misses 3-pt jump shot from 23 ft,,39,32
131,2,8:14.0,,Defensive rebound by R. Gay,39,32
132,2,8:03.0,,Turnover by R. Gay (lost ball; steal by T. Rozier),39,32
133,2,8:01.0,T. Rozier makes 2-pt layup at rim,,41,32
134,2,8:01.0,,San Antonio full timeout,41,32
135,2,8:01.0,,L. Aldridge enters the game for P. Gasol,41,32
136,2,8:01.0,,D. Bertāns enters the game for R. Gay,41,32
137,2,7:50.0,,D. Green makes 3-pt jump shot from 28 ft (assist by T. Parker),41,35
138,2,7:30.0,M. Morris makes 3-pt jump shot from 22 ft (assist by D. Theis),,44,35
139,2,7:08.0,,T. Parker makes 2-pt jump shot from 18 ft,44,37
140,2,6:46.0,M. Smart misses 2-pt jump shot from 4 ft (block by D. Bertāns),,44,37
141,2,6:43.0,Offensive rebound by S. Ojeleye,,44,37
142,2,6:40.0,S. Ojeleye misses 3-pt jump shot from 24 ft,,44,37
143,2,6:40.0,,Defensive rebound by D. Green,44,37
144,2,6:29.0,,T. Parker misses 2-pt layup from 1 ft,44,37
145,2,6:29.0,Defensive rebound by M. Morris,,44,37
146,2,6:22.0,S. Ojeleye misses 3-pt jump shot from 24 ft,,44,37
147,2,6:22.0,,Defensive rebound by T. Parker,44,37
148,2,6:14.0,,T. Parker makes 2-pt layup from 1 ft,44,39
149,2,6:14.0,Boston full timeout,,44,39
150,2,6:14.0,,P. Mills enters the game for T. Parker,44,39
151,2,6:14.0,A. Horford enters the game for M. Morris,,44,39
152,2,6:14.0,K. Irving enters the game for D. Theis,,44,39
153,2,6:14.0,J. Tatum enters the game for M. Smart,,44,39
154,2,6:14.0,J. Brown enters the game for S. Ojeleye,,44,39
155,2,5:50.0,A. Horford misses 2-pt jump shot from 13 ft,,44,39
156,2,5:47.0,,Defensive rebound by L. Aldridge,44,39
157,2,5:43.0,,D. Bertāns misses 3-pt jump shot from 25 ft,44,39
158,2,5:43.0,Defensive rebound by T. Rozier,,44,39
159,2,5:21.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by A. Horford),,47,39
160,2,5:00.0,,D. Green makes 3-pt jump shot from 22 ft (assist by B. Forbes),47,42
161,2,4:46.0,Turnover by K. Irving (out of bounds lost ball),,47,42
162,2,4:31.0,,Personal foul by A. Horford (drawn by L. Aldridge),47,42
163,2,4:23.0,,Turnover by D. Green (bad pass),47,42
164,2,4:10.0,J. Tatum misses 2-pt layup from 6 ft (block by D. Green),,47,42
165,2,4:10.0,,Defensive rebound by Team,47,42
166,2,3:55.0,,D. Green misses 3-pt jump shot from 25 ft,47,42
167,2,3:53.0,Defensive rebound by J. Tatum,,47,42
168,2,3:47.0,Personal block foul by L. Aldridge (drawn by K. Irving),,47,42
169,2,3:37.0,J. Brown misses 3-pt jump shot from 23 ft,,47,42
170,2,3:34.0,,Defensive rebound by P. Mills,47,42
171,2,3:22.0,,P. Mills misses 3-pt jump shot from 25 ft,47,42
172,2,3:18.0,,Offensive rebound by P. Mills,47,42
173,2,3:17.0,,Turnover by P. Mills (lost ball; steal by K. Irving),47,42
174,2,3:14.0,K. Irving makes 2-pt dunk from 1 ft,,49,42
175,2,3:02.0,,Turnover by P. Mills (bad pass; steal by T. Rozier),49,42
176,2,2:52.0,J. Brown misses 2-pt jump shot from 11 ft,,49,42
177,2,2:50.0,,Defensive rebound by L. Aldridge,49,42
178,2,2:42.0,,D. Bertāns misses 3-pt jump shot from 27 ft,49,42
179,2,2:42.0,,Offensive rebound by L. Aldridge,49,42
180,2,2:32.0,,D. Green misses 2-pt layup from 4 ft,49,42
181,2,2:32.0,,Offensive rebound by L. Aldridge,49,42
182,2,2:24.0,,L. Aldridge misses 2-pt layup at rim,49,42
183,2,2:21.0,,Offensive rebound by L. Aldridge,49,42
184,2,2:21.0,,L. Aldridge makes 2-pt layup at rim,49,44
185,2,2:16.0,Shooting foul by D. Green (drawn by K. Irving),,49,44
186,2,2:16.0,K. Irving makes free throw 1 of 2,,50,44
187,2,2:16.0,,M. Ginóbili enters the game for D. Green,50,44
188,2,2:16.0,M. Morris enters the game for T. Rozier,,50,44
189,2,2:16.0,M. Smart enters the game for J. Brown,,50,44
190,2,2:16.0,K. Irving makes free throw 2 of 2,,51,44
191,2,2:03.0,,Shooting foul by A. Horford (drawn by L. Aldridge),51,44
192,2,2:03.0,,L. Aldridge makes free throw 1 of 2,51,45
193,2,2:03.0,,B. Paul enters the game for P. Mills,51,45
194,2,2:03.0,,L. Aldridge makes free throw 2 of 2,51,46
195,2,1:48.0,Shooting foul by D. Bertāns (drawn by J. Tatum),,51,46
196,2,1:48.0,J. Tatum makes free throw 1 of 2,,52,46
197,2,1:48.0,J. Tatum makes free throw 2 of 2,,53,46
198,2,1:32.0,,D. Bertāns makes 2-pt jump shot from 2 ft (assist by M. Ginóbili),53,48
199,2,1:14.0,J. Tatum misses 3-pt jump shot from 22 ft,,53,48
200,2,1:10.0,,Defensive rebound by D. Bertāns,53,48
201,2,0:57.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),53,51
202,2,0:42.0,Turnover by M. Smart (traveling),,53,51
203,2,0:42.0,,P. Mills enters the game for B. Forbes,53,51
204,2,0:38.0,,Personal foul by M. Smart (drawn by M. Ginóbili),53,51
205,2,0:28.0,,D. Bertāns misses 3-pt jump shot from 26 ft,53,51
206,2,0:26.0,Defensive rebound by J. Tatum,,53,51
207,2,0:13.0,Personal foul by B. Paul (drawn by J. Tatum),,53,51
208,2,0:13.0,J. Tatum makes free throw 1 of 2,,54,51
209,2,0:13.0,,B. Forbes enters the game for B. Paul,54,51
210,2,0:13.0,S. Ojeleye enters the game for K. Irving,,54,51
211,2,0:13.0,J. Brown enters the game for M. Morris,,54,51
212,2,0:13.0,J. Tatum makes free throw 2 of 2,,55,51
213,2,0:05.0,,Personal foul by J. Brown (drawn by P. Mills),55,51
214,2,0:05.0,,P. Mills makes free throw 1 of 2,55,52
215,2,0:05.0,,D. Murray enters the game for D. Bertāns,55,52
216,2,0:05.0,K. Irving enters the game for J. Tatum,,55,52
217,2,0:05.0,T. Rozier enters the game for S. Ojeleye,,55,52
218,2,0:05.0,A. Baynes enters the game for J. Brown,,55,52
219,2,0:05.0,,P. Mills makes free throw 2 of 2,55,53
220,2,0:04.0,Turnover by A. Horford (bad pass),,55,53
221,2,0:00.0,,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by P. Mills),55,56
222,3,11:40.0,K. Irving misses 2-pt layup at rim,,55,56
223,3,11:38.0,,Defensive rebound by P. Gasol,55,56
224,3,11:21.0,,B. Forbes makes 3-pt jump shot from 22 ft (assist by T. Parker),55,59
225,3,11:00.0,J. Tatum makes 2-pt jump shot from 19 ft,,57,59
226,3,10:44.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),57,61
227,3,10:22.0,J. Brown makes 2-pt jump shot from 10 ft,,59,61
228,3,10:08.0,,P. Gasol misses 3-pt jump shot from 22 ft,59,61
229,3,10:04.0,Defensive rebound by A. Horford,,59,61
230,3,9:43.0,Shooting foul by L. Aldridge (drawn by A. Baynes),,59,61
231,3,9:43.0,A. Baynes makes free throw 1 of 2,,60,61
232,3,9:43.0,A. Baynes makes free throw 2 of 2,,61,61
233,3,9:21.0,,T. Parker makes 2-pt jump shot from 20 ft,61,63
234,3,9:12.0,K. Irving makes 2-pt jump shot from 20 ft,,63,63
235,3,8:57.0,,T. Parker makes 2-pt layup from 1 ft,63,65
236,3,8:47.0,Personal foul by B. Forbes (drawn by K. Irving),,63,65
237,3,8:42.0,K. Irving misses 2-pt jump shot from 18 ft,,63,65
238,3,8:37.0,,Defensive rebound by P. Gasol,63,65
239,3,8:33.0,,T. Parker misses 2-pt jump shot from 17 ft,63,65
240,3,8:31.0,Defensive rebound by A. Baynes,,63,65
241,3,8:24.0,Turnover by A. Baynes (traveling),,63,65
242,3,8:06.0,,L. Aldridge makes 2-pt hook shot from 9 ft,63,67
243,3,7:56.0,Turnover by A. Baynes (bad pass),,63,67
244,3,7:43.0,,L. Aldridge misses 2-pt layup from 10 ft,63,67
245,3,7:41.0,Defensive rebound by A. Horford,,63,67
246,3,7:38.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,65,67
247,3,7:24.0,,Turnover by T. Parker (traveling),65,67
248,3,7:09.0,Shooting foul by L. Aldridge (drawn by J. Brown),,65,67
249,3,7:09.0,J. Brown misses free throw 1 of 2,,65,67
250,3,7:09.0,Offensive rebound by Team,,65,67
251,3,7:09.0,,P. Mills enters the game for B. Forbes,65,67
252,3,7:09.0,,M. Ginóbili enters the game for T. Parker,65,67
253,3,7:09.0,J. Brown misses free throw 2 of 2,,65,67
254,3,7:05.0,,Defensive rebound by P. Gasol,65,67
255,3,6:55.0,,L. Aldridge misses 2-pt jump shot from 16 ft,65,67
256,3,6:51.0,Defensive rebound by J. Brown,,65,67
257,3,6:42.0,J. Brown misses 3-pt jump shot from 25 ft,,65,67
258,3,6:36.0,Offensive rebound by K. Irving,,65,67
259,3,6:36.0,K. Irving makes 2-pt layup at rim,,67,67
260,3,6:27.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by R. Gay),67,69
261,3,6:14.0,Boston full timeout,,67,69
262,3,6:04.0,A. Horford misses 3-pt jump shot from 22 ft,,67,69
263,3,6:01.0,,Defensive rebound by M. Ginóbili,67,69
264,3,5:49.0,,R. Gay makes 2-pt jump shot from 11 ft,67,71
265,3,5:25.0,M. Smart enters the game for A. Baynes,,67,71
266,3,5:20.0,A. Horford misses 2-pt jump shot from 14 ft,,67,71
267,3,5:18.0,,Defensive rebound by P. Gasol,67,71
268,3,5:09.0,,R. Gay misses 2-pt layup from 1 ft,67,71
269,3,5:05.0,,Offensive rebound by R. Gay,67,71
270,3,5:05.0,,R. Gay makes 2-pt layup at rim,67,73
271,3,4:50.0,J. Brown makes 2-pt dunk at rim (assist by M. Smart),,69,73
272,3,4:35.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,69,73
273,3,4:31.0,Defensive rebound by A. Horford,,69,73
274,3,4:29.0,Personal foul by P. Mills (drawn by M. Smart),,69,73
275,3,4:29.0,M. Morris enters the game for J. Tatum,,69,73
276,3,4:27.0,Offensive foul by M. Smart (drawn by M. Ginóbili),,69,73
277,3,4:27.0,Turnover by M. Smart (offensive foul),,69,73
278,3,4:27.0,,D. Bertāns enters the game for P. Gasol,69,73
279,3,4:15.0,,L. Aldridge misses 2-pt jump shot from 16 ft,69,73
280,3,4:11.0,Defensive rebound by J. Brown,,69,73
281,3,4:02.0,A. Horford makes 2-pt jump shot from 8 ft,,71,73
282,3,4:02.0,,San Antonio full timeout,71,73
283,3,3:40.0,,D. Bertāns misses 3-pt jump shot from 25 ft,71,73
284,3,3:38.0,,Offensive rebound by Team,71,73
285,3,3:20.0,,D. Bertāns misses 3-pt jump shot from 25 ft,71,73
286,3,3:17.0,Defensive rebound by M. Morris,,71,73
287,3,3:03.0,M. Smart misses 3-pt jump shot from 25 ft,,71,73
288,3,3:01.0,Offensive rebound by Team,,71,73
289,3,2:57.0,K. Irving makes 3-pt jump shot from 25 ft,,74,73
290,3,2:39.0,,Turnover by R. Gay (bad pass; steal by M. Smart),74,73
291,3,2:33.0,J. Brown makes 2-pt dunk at rim (assist by M. Smart),,76,73
292,3,2:10.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,76,73
293,3,2:09.0,,Offensive rebound by L. Aldridge,76,73
294,3,2:02.0,,Personal foul by A. Horford (drawn by L. Aldridge),76,73
295,3,2:02.0,,P. Gasol enters the game for L. Aldridge,76,73
296,3,2:02.0,,B. Forbes enters the game for R. Gay,76,73
297,3,2:02.0,A. Baynes enters the game for K. Irving,,76,73
298,3,2:02.0,T. Rozier enters the game for A. Horford,,76,73
299,3,1:56.0,,P. Mills misses 2-pt jump shot from 21 ft,76,73
300,3,1:56.0,Defensive rebound by T. Rozier,,76,73
301,3,1:41.0,M. Smart misses 2-pt hook shot from 13 ft,,76,73
302,3,1:39.0,Offensive rebound by A. Baynes,,76,73
303,3,1:37.0,M. Morris misses 3-pt jump shot from 25 ft,,76,73
304,3,1:37.0,Offensive rebound by J. Brown,,76,73
305,3,1:30.0,J. Brown makes 2-pt dunk at rim,,78,73
306,3,1:19.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by P. Mills),78,75
307,3,0:56.0,M. Morris makes 2-pt jump shot from 11 ft,,80,75
308,3,0:42.0,,D. Bertāns misses 2-pt jump shot from 20 ft,80,75
309,3,0:42.0,Defensive rebound by J. Brown,,80,75
310,3,0:30.0,A. Baynes misses 2-pt jump shot from 9 ft,,80,75
311,3,0:28.0,,Defensive rebound by P. Gasol,80,75
312,3,0:23.0,,P. Gasol makes 2-pt layup from 2 ft (assist by P. Mills),80,77
313,3,0:17.0,Boston full timeout,,80,77
314,3,0:17.0,,L. Aldridge enters the game for P. Gasol,80,77
315,3,0:17.0,A. Horford enters the game for A. Baynes,,80,77
316,3,0:03.0,Personal foul by L. Aldridge (drawn by T. Rozier),,80,77
317,3,0:03.0,T. Rozier makes free throw 1 of 2,,81,77
318,3,0:03.0,D. Theis enters the game for M. Morris,,81,77
319,3,0:03.0,T. Rozier makes free throw 2 of 2,,82,77
320,4,11:44.0,,Personal foul by D. Theis (drawn by D. Bertāns),82,77
321,4,11:33.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),82,80
322,4,11:17.0,M. Morris misses 3-pt jump shot from 24 ft,,82,80
323,4,11:17.0,,Defensive rebound by M. Ginóbili,82,80
324,4,11:12.0,,Shooting foul by M. Smart (drawn by M. Ginóbili),82,80
325,4,11:12.0,,M. Ginóbili makes free throw 1 of 2,82,81
326,4,11:12.0,,T. Parker enters the game for P. Mills,82,81
327,4,11:12.0,,M. Ginóbili makes free throw 2 of 2,82,82
328,4,10:57.0,T. Rozier misses 3-pt jump shot from 26 ft,,82,82
329,4,10:52.0,Offensive rebound by T. Rozier,,82,82
330,4,10:50.0,Turnover by T. Rozier (bad pass; steal by P. Gasol),,82,82
331,4,10:41.0,,Turnover by B. Forbes (bad pass; steal by T. Rozier),82,82
332,4,10:37.0,T. Rozier misses 3-pt jump shot from 26 ft,,82,82
333,4,10:32.0,,Defensive rebound by D. Bertāns,82,82
334,4,10:12.0,,D. Bertāns misses 3-pt jump shot from 28 ft,82,82
335,4,10:10.0,Defensive rebound by J. Tatum,,82,82
336,4,10:08.0,Offensive foul by M. Morris (drawn by D. Bertāns),,82,82
337,4,10:08.0,Turnover by M. Morris (offensive foul),,82,82
338,4,10:06.0,,Shooting foul by D. Theis (drawn by D. Bertāns),82,82
339,4,10:06.0,,D. Bertāns makes free throw 2 of 2,82,83
340,4,10:06.0,,D. Bertāns makes free throw 1 of 2,82,84
341,4,10:06.0,,B. Paul enters the game for M. Ginóbili,82,84
342,4,10:06.0,K. Irving enters the game for M. Morris,,82,84
343,4,10:06.0,A. Horford enters the game for D. Theis,,82,84
344,4,9:47.0,J. Tatum makes 2-pt layup from 1 ft,,84,84
345,4,9:27.0,,Shooting foul by M. Smart (drawn by T. Parker),84,84
346,4,9:27.0,,T. Parker misses free throw 1 of 2,84,84
347,4,9:27.0,,Offensive rebound by Team,84,84
348,4,9:27.0,,T. Parker makes free throw 2 of 2,84,85
349,4,9:15.0,Turnover by M. Smart (bad pass; steal by D. Bertāns),,84,85
350,4,9:03.0,,Turnover by T. Parker (bad pass),84,85
351,4,9:03.0,,R. Gay enters the game for D. Bertāns,84,85
352,4,8:50.0,T. Rozier misses 2-pt layup from 1 ft,,84,85
353,4,8:48.0,,Defensive rebound by R. Gay,84,85
354,4,8:39.0,,B. Forbes misses 3-pt jump shot from 23 ft,84,85
355,4,8:35.0,,Offensive rebound by P. Gasol,84,85
356,4,8:25.0,,T. Parker misses 2-pt jump shot from 16 ft,84,85
357,4,8:23.0,Defensive rebound by J. Tatum,,84,85
358,4,8:08.0,T. Rozier misses 3-pt jump shot from 27 ft,,84,85
359,4,8:04.0,,Defensive rebound by T. Parker,84,85
360,4,8:02.0,,Shooting foul by K. Irving (drawn by R. Gay),84,85
361,4,8:02.0,,R. Gay misses free throw 1 of 2,84,85
362,4,8:02.0,,Offensive rebound by Team,84,85
363,4,8:02.0,M. Morris enters the game for M. Smart,,84,85
364,4,8:02.0,,R. Gay makes free throw 2 of 2,84,86
365,4,7:41.0,M. Morris misses 3-pt jump shot from 25 ft,,84,86
366,4,7:39.0,,Defensive rebound by P. Gasol,84,86
367,4,7:29.0,,P. Gasol makes 2-pt layup from 2 ft (assist by B. Paul),84,88
368,4,7:10.0,K. Irving makes 2-pt layup from 1 ft,,86,88
369,4,7:10.0,Shooting foul by R. Gay (drawn by K. Irving),,86,88
370,4,7:10.0,K. Irving makes free throw 1 of 1,,87,88
371,4,6:51.0,,R. Gay makes 2-pt jump shot from 14 ft,87,90
372,4,6:31.0,K. Irving makes 2-pt layup from 3 ft,,89,90
373,4,6:30.0,,San Antonio full timeout,89,90
374,4,6:30.0,,M. Ginóbili enters the game for B. Paul,89,90
375,4,6:30.0,,L. Aldridge enters the game for T. Parker,89,90
376,4,6:30.0,,P. Mills enters the game for P. Gasol,89,90
377,4,6:07.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by R. Gay),89,93
378,4,5:44.0,Shooting foul by M. Ginóbili (drawn by J. Tatum),,89,93
379,4,5:44.0,J. Tatum makes free throw 1 of 2,,90,93
380,4,5:44.0,J. Brown enters the game for T. Rozier,,90,93
381,4,5:44.0,J. Tatum makes free throw 2 of 2,,91,93
382,4,5:26.0,,L. Aldridge makes 2-pt jump shot from 16 ft,91,95
383,4,5:11.0,K. Irving misses 2-pt jump shot from 18 ft,,91,95
384,4,5:09.0,,Defensive rebound by R. Gay,91,95
385,4,4:58.0,,Turnover by R. Gay (lost ball; steal by J. Tatum),91,95
386,4,4:49.0,J. Brown makes 3-pt jump shot from 25 ft (assist by K. Irving),,94,95
387,4,4:30.0,,P. Mills misses 3-pt jump shot from 26 ft,94,95
388,4,4:30.0,Defensive rebound by A. Horford,,94,95
389,4,4:30.0,Turnover by A. Horford (step out of bounds),,94,95
390,4,4:17.0,,L. Aldridge misses 2-pt jump shot from 12 ft,94,95
391,4,4:15.0,Defensive rebound by J. Tatum,,94,95
