,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
29,1,7:59.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by K. Middleton),9,7
30,1,7:41.0,G. Dragić misses 2-pt jump shot from 7 ft,,9,7
31,1,7:38.0,,Defensive rebound by J. Henson,9,7
32,1,7:30.0,,K. Middleton makes 2-pt jump shot from 17 ft,9,9
33,1,7:17.0,J. Johnson misses 3-pt jump shot from 27 ft,,9,9
34,1,7:15.0,,Defensive rebound by J. Henson,9,9
35,1,7:07.0,,E. Bledsoe misses 2-pt layup from 4 ft,9,9
36,1,7:05.0,Defensive rebound by H. Whiteside,,9,9
37,1,7:02.0,J. Richardson misses 3-pt jump shot from 26 ft,,9,9
38,1,6:59.0,,Defensive rebound by K. Middleton,9,9
39,1,6:54.0,,Turnover by E. Bledsoe (bad pass; steal by J. Richardson),9,9
40,1,6:36.0,Shooting foul by J. Henson (drawn by H. Whiteside),,9,9
41,1,6:36.0,,Milwaukee full timeout,9,9
42,1,6:36.0,,T. Maker enters the game for J. Henson,9,9
43,1,6:36.0,W. Ellington enters the game for G. Dragić,,9,9
44,1,6:36.0,H. Whiteside makes free throw 1 of 2,,10,9
45,1,6:36.0,H. Whiteside makes free throw 2 of 2,,11,9
46,1,6:18.0,,Offensive foul by M. Brogdon (drawn by J. Richardson),11,9
47,1,6:18.0,,Turnover by M. Brogdon (offensive foul),11,9
48,1,6:07.0,J. Richardson misses 2-pt jump shot from 17 ft,,11,9
49,1,6:05.0,,Defensive rebound by K. Middleton,11,9
50,1,5:58.0,,T. Maker makes 2-pt jump shot from 16 ft (assist by K. Middleton),11,11
51,1,5:41.0,Shooting foul by M. Brogdon (drawn by D. Jones),,11,11
52,1,5:41.0,D. Jones misses free throw 1 of 2,,11,11
53,1,5:41.0,Offensive rebound by Team,,11,11
54,1,5:41.0,,T. Snell enters the game for M. Brogdon,11,11
55,1,5:41.0,D. Jones makes free throw 2 of 2,,12,11
56,1,5:20.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,12,11
57,1,5:18.0,,Offensive rebound by T. Maker,12,11
58,1,5:12.0,,Personal foul by W. Ellington (drawn by T. Snell),12,11
59,1,5:02.0,,Turnover by G. Antetokounmpo (lost ball; steal by D. Jones),12,11
60,1,4:56.0,Shooting foul by G. Antetokounmpo (drawn by D. Jones),,12,11
61,1,4:56.0,D. Jones makes free throw 1 of 2,,13,11
62,1,4:56.0,D. Jones makes free throw 2 of 2,,14,11
63,1,4:44.0,,T. Snell misses 3-pt jump shot from 25 ft,14,11
64,1,4:41.0,Defensive rebound by H. Whiteside,,14,11
65,1,4:35.0,Personal foul by T. Snell (drawn by W. Ellington),,14,11
66,1,4:28.0,H. Whiteside makes 2-pt hook shot from 7 ft (assist by W. Ellington),,16,11
67,1,4:28.0,Shooting foul by K. Middleton (drawn by H. Whiteside),,16,11
68,1,4:28.0,,S. Brown enters the game for K. Middleton,16,11
69,1,4:28.0,H. Whiteside makes free throw 1 of 1,,17,11
70,1,4:10.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,17,11
71,1,4:07.0,Defensive rebound by H. Whiteside,,17,11
72,1,3:56.0,,M. Dellavedova enters the game for E. Bledsoe,17,11
73,1,3:52.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Richardson),,20,11
74,1,3:52.0,,Milwaukee full timeout,20,11
75,1,3:52.0,G. Dragić enters the game for J. Richardson,,20,11
76,1,3:52.0,J. Winslow enters the game for D. Jones,,20,11
77,1,3:28.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,20,11
78,1,3:28.0,,Offensive rebound by Team,20,11
79,1,3:28.0,,Turnover by Team (shot clock),20,11
80,1,3:15.0,H. Whiteside makes 2-pt layup from 1 ft (assist by W. Ellington),,22,11
81,1,3:15.0,Shooting foul by T. Maker (drawn by H. Whiteside),,22,11
82,1,3:15.0,H. Whiteside makes free throw 1 of 1,,23,11
83,1,3:03.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),23,14
84,1,2:45.0,J. Johnson misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,23,14
85,1,2:44.0,,Defensive rebound by G. Antetokounmpo,23,14
86,1,2:37.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),23,17
87,1,2:31.0,Miami full timeout,,23,17
88,1,2:31.0,,J. Henson enters the game for T. Maker,23,17
89,1,2:31.0,B. Adebayo enters the game for J. Johnson,,23,17
90,1,2:11.0,B. Adebayo makes 2-pt jump shot from 7 ft (assist by G. Dragić),,25,17
91,1,1:57.0,,S. Brown makes 2-pt layup from 1 ft (assist by M. Dellavedova),25,19
92,1,1:57.0,,Shooting foul by J. Winslow (drawn by S. Brown),25,19
93,1,1:57.0,K. Olynyk enters the game for H. Whiteside,,25,19
94,1,1:57.0,,S. Brown makes free throw 1 of 1,25,20
95,1,1:41.0,B. Adebayo misses 2-pt jump shot from 13 ft,,25,20
96,1,1:38.0,,Defensive rebound by J. Henson,25,20
97,1,1:25.0,,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),25,23
98,1,1:14.0,G. Dragić makes 2-pt jump shot from 20 ft,,27,23
99,1,1:14.0,Shooting foul by M. Dellavedova (drawn by G. Dragić),,27,23
100,1,1:14.0,,K. Middleton enters the game for G. Antetokounmpo,27,23
101,1,1:14.0,G. Dragić misses free throw 1 of 1,,27,23
102,1,1:06.0,,Defensive rebound by T. Snell,27,23
103,1,1:01.0,,J. Henson makes 2-pt dunk at rim (assist by M. Dellavedova),27,25
104,1,0:50.0,Offensive foul by K. Olynyk (drawn by M. Dellavedova),,27,25
105,1,0:50.0,Turnover by K. Olynyk (offensive foul),,27,25
106,1,0:26.0,,S. Brown misses 3-pt jump shot from 23 ft,27,25
107,1,0:23.0,Defensive rebound by W. Ellington,,27,25
108,1,0:06.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,30,25
109,1,0:00.0,,K. Middleton misses 3-pt jump shot from 27 ft,30,25
110,1,0:00.0,,Offensive rebound by J. Henson,30,25
111,2,11:49.0,Personal foul by M. Dellavedova (drawn by G. Dragić),,30,25
112,2,11:39.0,Turnover by W. Ellington (bad pass; steal by K. Middleton),,30,25
113,2,11:34.0,,K. Middleton makes 2-pt layup from 1 ft,30,27
114,2,11:25.0,G. Dragić makes 2-pt layup from 1 ft (assist by K. Olynyk),,32,27
115,2,11:07.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Dellavedova),32,29
116,2,10:53.0,G. Dragić misses 2-pt jump shot from 14 ft,,32,29
117,2,10:53.0,,Defensive rebound by S. Brown,32,29
118,2,10:44.0,,K. Middleton misses 2-pt jump shot from 12 ft,32,29
119,2,10:41.0,Defensive rebound by B. Adebayo,,32,29
120,2,10:28.0,J. Winslow misses 2-pt jump shot from 14 ft,,32,29
121,2,10:26.0,,Defensive rebound by K. Middleton,32,29
122,2,10:13.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),32,32
123,2,9:56.0,Turnover by K. Olynyk (traveling),,32,32
124,2,9:40.0,,K. Middleton makes 2-pt jump shot from 15 ft,32,34
125,2,9:15.0,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),,34,34
126,2,9:15.0,Shooting foul by S. Brown (drawn by K. Olynyk),,34,34
127,2,9:15.0,K. Olynyk misses free throw 1 of 1,,34,34
128,2,9:12.0,,Defensive rebound by S. Brown,34,34
129,2,9:01.0,,K. Middleton makes 2-pt dunk from 1 ft (assist by T. Snell),34,36
130,2,8:46.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by G. Dragić),,37,36
131,2,8:32.0,,Personal foul by K. Olynyk (drawn by J. Henson),37,36
132,2,8:27.0,,K. Middleton misses 3-pt jump shot from 26 ft,37,36
133,2,8:24.0,Defensive rebound by J. Winslow,,37,36
134,2,8:17.0,G. Dragić misses 2-pt layup from 2 ft,,37,36
135,2,8:15.0,,Defensive rebound by S. Brown,37,36
136,2,8:10.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by S. Brown),37,39
137,2,7:59.0,G. Dragić makes 2-pt layup from 1 ft,,39,39
138,2,7:52.0,,Turnover by J. Henson (bad pass; steal by B. Adebayo),39,39
139,2,7:47.0,K. Olynyk misses 3-pt jump shot from 26 ft,,39,39
140,2,7:43.0,Offensive rebound by W. Ellington,,39,39
141,2,7:27.0,J. Winslow misses 2-pt layup from 2 ft,,39,39
142,2,7:26.0,Offensive rebound by B. Adebayo,,39,39
143,2,7:26.0,Turnover by B. Adebayo (out of bounds lost ball),,39,39
144,2,7:26.0,,M. Brogdon enters the game for S. Brown,39,39
145,2,7:14.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Brogdon),39,41
146,2,7:01.0,Miami full timeout,,39,41
147,2,7:01.0,,G. Antetokounmpo enters the game for M. Dellavedova,39,41
148,2,7:01.0,,E. Bledsoe enters the game for K. Middleton,39,41
149,2,7:01.0,H. Whiteside enters the game for G. Dragić,,39,41
150,2,7:01.0,J. Richardson enters the game for K. Olynyk,,39,41
151,2,6:49.0,B. Adebayo misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,39,41
152,2,6:49.0,Offensive rebound by Team,,39,41
153,2,6:47.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by J. Richardson),,42,41
154,2,6:32.0,,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),42,41
155,2,6:32.0,,G. Antetokounmpo misses free throw 1 of 2,42,41
156,2,6:32.0,,Offensive rebound by Team,42,41
157,2,6:32.0,,K. Middleton enters the game for T. Snell,42,41
158,2,6:32.0,J. Johnson enters the game for B. Adebayo,,42,41
159,2,6:32.0,,G. Antetokounmpo makes free throw 2 of 2,42,42
160,2,6:18.0,J. Richardson misses 2-pt jump shot from 19 ft,,42,42
161,2,6:15.0,,Defensive rebound by G. Antetokounmpo,42,42
162,2,6:12.0,,Shooting foul by J. Richardson (drawn by E. Bledsoe),42,42
163,2,6:12.0,,E. Bledsoe makes free throw 1 of 2,42,43
164,2,6:12.0,,E. Bledsoe makes free throw 2 of 2,42,44
165,2,5:52.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. Winslow),,45,44
166,2,5:40.0,,Shooting foul by W. Ellington (drawn by M. Brogdon),45,44
167,2,5:40.0,,M. Brogdon makes free throw 1 of 2,45,45
168,2,5:40.0,,M. Brogdon makes free throw 2 of 2,45,46
169,2,5:27.0,J. Richardson misses 2-pt jump shot from 21 ft,,45,46
170,2,5:27.0,,Defensive rebound by Team,45,46
171,2,5:16.0,,M. Brogdon makes 2-pt jump shot from 9 ft,45,48
172,2,4:58.0,Shooting foul by J. Henson (drawn by H. Whiteside),,45,48
173,2,4:58.0,H. Whiteside misses free throw 1 of 2,,45,48
174,2,4:58.0,Offensive rebound by Team,,45,48
175,2,4:58.0,D. Jones enters the game for J. Winslow,,45,48
176,2,4:58.0,H. Whiteside misses free throw 2 of 2,,45,48
177,2,4:55.0,,Defensive rebound by J. Henson,45,48
178,2,4:49.0,Offensive charge foul by J. Henson (drawn by W. Ellington),,45,48
179,2,4:49.0,,Turnover by J. Henson (offensive foul),45,48
180,2,4:49.0,,T. Maker enters the game for J. Henson,45,48
181,2,4:33.0,H. Whiteside misses 2-pt layup from 2 ft,,45,48
182,2,4:29.0,Offensive rebound by J. Johnson,,45,48
183,2,4:29.0,Shooting foul by G. Antetokounmpo (drawn by H. Whiteside),,45,48
184,2,4:29.0,H. Whiteside makes free throw 1 of 2,,46,48
185,2,4:29.0,H. Whiteside makes free throw 2 of 2,,47,48
186,2,4:16.0,,M. Brogdon misses 2-pt layup from 1 ft (block by H. Whiteside),47,48
187,2,4:14.0,Defensive rebound by W. Ellington,,47,48
188,2,4:06.0,D. Jones misses 2-pt layup from 8 ft,,47,48
189,2,4:04.0,Offensive rebound by H. Whiteside,,47,48
190,2,4:03.0,H. Whiteside makes 2-pt layup from 1 ft,,49,48
191,2,3:53.0,,Personal foul by W. Ellington (drawn by M. Brogdon),49,48
192,2,3:53.0,,M. Brogdon makes free throw 1 of 2,49,49
193,2,3:53.0,G. Dragić enters the game for W. Ellington,,49,49
194,2,3:53.0,,M. Brogdon makes free throw 2 of 2,49,50
195,2,3:28.0,G. Dragić misses 2-pt jump shot from 11 ft,,49,50
196,2,3:24.0,,Defensive rebound by K. Middleton,49,50
197,2,3:21.0,,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),49,52
198,2,3:01.0,,Offensive charge foul by G. Dragić (drawn by E. Bledsoe),49,52
199,2,3:01.0,Turnover by G. Dragić (offensive foul),,49,52
200,2,2:45.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),49,52
201,2,2:45.0,,Milwaukee full timeout,49,52
202,2,2:45.0,,G. Antetokounmpo makes free throw 1 of 2,49,53
203,2,2:45.0,,G. Antetokounmpo makes free throw 2 of 2,49,54
204,2,2:25.0,J. Johnson misses 2-pt layup from 3 ft,,49,54
205,2,2:23.0,,Defensive rebound by G. Antetokounmpo,49,54
206,2,2:18.0,,M. Brogdon misses 3-pt jump shot from 23 ft,49,54
207,2,2:16.0,,Offensive rebound by E. Bledsoe,49,54
208,2,2:14.0,,K. Middleton misses 3-pt jump shot from 26 ft,49,54
209,2,2:14.0,Defensive rebound by H. Whiteside,,49,54
210,2,2:02.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by J. Johnson),,52,54
211,2,1:46.0,,Personal foul by D. Jones (drawn by E. Bledsoe),52,54
212,2,1:46.0,,E. Bledsoe misses free throw 1 of 2,52,54
213,2,1:46.0,,Offensive rebound by Team,52,54
214,2,1:46.0,J. Winslow enters the game for J. Richardson,,52,54
215,2,1:46.0,,E. Bledsoe makes free throw 2 of 2,52,55
216,2,1:30.0,G. Dragić misses 3-pt jump shot from 27 ft,,52,55
217,2,1:27.0,,Defensive rebound by M. Brogdon,52,55
218,2,1:14.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,52,55
219,2,1:12.0,Defensive rebound by J. Johnson,,52,55
220,2,1:06.0,Turnover by J. Johnson (bad pass; steal by G. Antetokounmpo),,52,55
221,2,1:00.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,52,57
222,2,0:43.0,Turnover by G. Dragić (bad pass),,52,57
223,2,0:34.0,,M. Brogdon misses 2-pt layup at rim (block by H. Whiteside),52,57
224,2,0:30.0,Defensive rebound by H. Whiteside,,52,57
225,2,0:29.0,Turnover by H. Whiteside (bad pass; steal by E. Bledsoe),,52,57
226,2,0:24.0,,M. Brogdon misses 3-pt jump shot from 22 ft,52,57
227,2,0:22.0,Defensive rebound by J. Johnson,,52,57
228,2,0:06.0,Shooting foul by T. Maker (drawn by J. Johnson),,52,57
229,2,0:06.0,J. Johnson misses free throw 1 of 2,,52,57
230,2,0:06.0,Offensive rebound by Team,,52,57
231,2,0:06.0,B. Adebayo enters the game for H. Whiteside,,52,57
232,2,0:06.0,J. Johnson misses free throw 2 of 2,,52,57
233,2,0:03.0,,Defensive rebound by T. Maker,52,57
234,3,11:36.0,J. Richardson misses 3-pt jump shot from 26 ft,,52,57
235,3,11:33.0,,Defensive rebound by G. Antetokounmpo,52,57
236,3,11:21.0,,K. Middleton misses 2-pt jump shot from 18 ft,52,57
237,3,11:18.0,Defensive rebound by J. Richardson,,52,57
238,3,11:15.0,Personal foul by G. Antetokounmpo (drawn by J. Richardson),,52,57
239,3,11:04.0,D. Jones misses 3-pt jump shot from 23 ft,,52,57
240,3,11:01.0,,Defensive rebound by M. Brogdon,52,57
241,3,10:48.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,52,57
242,3,10:45.0,Defensive rebound by J. Johnson,,52,57
243,3,10:29.0,H. Whiteside makes 2-pt hook shot from 3 ft,,54,57
244,3,10:12.0,,J. Henson makes 2-pt dunk from 1 ft (assist by K. Middleton),54,59
245,3,9:43.0,J. Johnson misses 3-pt jump shot from 23 ft,,54,59
246,3,9:38.0,Offensive rebound by J. Richardson,,54,59
247,3,9:37.0,J. Richardson misses 2-pt layup at rim,,54,59
248,3,9:34.0,,Defensive rebound by M. Brogdon,54,59
249,3,9:32.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),54,61
250,3,9:32.0,,Shooting foul by G. Dragić (drawn by G. Antetokounmpo),54,61
251,3,9:32.0,,G. Antetokounmpo makes free throw 1 of 1,54,62
252,3,9:04.0,J. Johnson makes 2-pt layup at rim,,56,62
253,3,8:53.0,,Personal foul by J. Richardson (drawn by E. Bledsoe),56,62
254,3,8:48.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by E. Bledsoe),56,64
255,3,8:26.0,J. Johnson misses 2-pt jump shot from 15 ft,,56,64
256,3,8:24.0,,Defensive rebound by G. Antetokounmpo,56,64
257,3,8:19.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,56,64
258,3,8:17.0,Defensive rebound by J. Richardson,,56,64
259,3,8:15.0,Turnover by G. Dragić (out of bounds lost ball),,56,64
260,3,7:59.0,,J. Henson misses 2-pt layup from 2 ft (block by D. Jones),56,64
261,3,7:59.0,,Offensive rebound by Team,56,64
262,3,7:50.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,56,64
263,3,7:48.0,Defensive rebound by H. Whiteside,,56,64
264,3,7:44.0,J. Richardson makes 2-pt layup at rim (assist by J. Johnson),,58,64
265,3,7:30.0,,K. Middleton misses 2-pt layup from 2 ft,58,64
266,3,7:27.0,Defensive rebound by H. Whiteside,,58,64
267,3,7:21.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,60,64
268,3,6:56.0,,Shooting foul by H. Whiteside (drawn by J. Henson),60,64
269,3,6:56.0,,Milwaukee full timeout,60,64
270,3,6:56.0,,J. Henson makes free throw 1 of 2,60,65
271,3,6:56.0,,J. Henson makes free throw 2 of 2,60,66
272,3,6:31.0,H. Whiteside makes 2-pt hook shot from 1 ft (assist by J. Johnson),,62,66
273,3,6:09.0,,M. Brogdon makes 2-pt layup at rim,62,68
274,3,5:50.0,H. Whiteside misses 2-pt dunk from 1 ft,,62,68
275,3,5:48.0,Offensive rebound by J. Johnson,,62,68
276,3,5:47.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),,64,68
277,3,5:47.0,Shooting foul by J. Henson (drawn by H. Whiteside),,64,68
278,3,5:47.0,W. Ellington enters the game for J. Richardson,,64,68
279,3,5:47.0,H. Whiteside makes free throw 1 of 1,,65,68
280,3,5:36.0,,E. Bledsoe misses 2-pt jump shot from 11 ft (block by H. Whiteside),65,68
281,3,5:36.0,Defensive rebound by Team,,65,68
282,3,5:36.0,,Loose ball foul by E. Bledsoe (drawn by H. Whiteside),65,68
283,3,5:36.0,,M. Dellavedova enters the game for E. Bledsoe,65,68
284,3,5:24.0,G. Dragić misses 2-pt layup from 3 ft,,65,68
285,3,5:22.0,,Defensive rebound by J. Henson,65,68
286,3,5:14.0,,K. Middleton makes 2-pt jump shot from 15 ft,65,70
287,3,4:59.0,J. Johnson makes 2-pt layup from 2 ft,,67,70
288,3,4:50.0,,Personal foul by J. Johnson (drawn by M. Brogdon),67,70
289,3,4:43.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,67,70
290,3,4:40.0,,Offensive rebound by M. Dellavedova,67,70
291,3,4:40.0,,Shooting foul by H. Whiteside (drawn by G. Antetokounmpo),67,70
292,3,4:40.0,,G. Antetokounmpo makes free throw 1 of 2,67,71
293,3,4:40.0,,G. Antetokounmpo makes free throw 2 of 2,67,72
294,3,4:25.0,J. Johnson misses 2-pt layup from 2 ft,,67,72
295,3,4:18.0,Offensive rebound by D. Jones,,67,72
296,3,4:18.0,D. Jones makes 2-pt layup at rim,,69,72
297,3,3:59.0,,K. Middleton misses 2-pt hook shot from 8 ft,69,72
298,3,3:57.0,Defensive rebound by H. Whiteside,,69,72
299,3,3:45.0,W. Ellington misses 2-pt layup at rim,,69,72
300,3,3:43.0,,Defensive rebound by K. Middleton,69,72
301,3,3:42.0,,Shooting foul by J. Johnson (drawn by G. Antetokounmpo),69,72
302,3,3:42.0,,G. Antetokounmpo makes free throw 1 of 2,69,73
303,3,3:42.0,,T. Snell enters the game for K. Middleton,69,73
304,3,3:42.0,B. Adebayo enters the game for J. Johnson,,69,73
305,3,3:42.0,,G. Antetokounmpo misses free throw 2 of 2,69,73
306,3,3:38.0,Defensive rebound by B. Adebayo,,69,73
307,3,3:17.0,B. Adebayo misses 2-pt layup from 3 ft,,69,73
308,3,3:15.0,,Defensive rebound by G. Antetokounmpo,69,73
309,3,3:11.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),69,76
310,3,3:11.0,Miami full timeout,,69,76
311,3,3:11.0,J. Richardson enters the game for D. Jones,,69,76
312,3,2:46.0,H. Whiteside makes 2-pt layup at rim (assist by W. Ellington),,71,76
313,3,2:23.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,71,76
314,3,2:21.0,Defensive rebound by J. Richardson,,71,76
315,3,2:12.0,W. Ellington misses 3-pt jump shot from 28 ft,,71,76
316,3,2:08.0,,Defensive rebound by J. Henson,71,76
317,3,2:06.0,,Personal foul by B. Adebayo (drawn by G. Antetokounmpo),71,76
318,3,2:06.0,,G. Antetokounmpo misses free throw 1 of 2,71,76
319,3,2:06.0,,Offensive rebound by Team,71,76
320,3,2:06.0,,T. Maker enters the game for J. Henson,71,76
321,3,2:06.0,K. Olynyk enters the game for G. Dragić,,71,76
322,3,2:06.0,J. Winslow enters the game for H. Whiteside,,71,76
323,3,2:06.0,,G. Antetokounmpo makes free throw 2 of 2,71,77
324,3,1:42.0,J. Richardson makes 2-pt jump shot from 20 ft (assist by B. Adebayo),,73,77
325,3,1:25.0,,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),73,77
326,3,1:25.0,,G. Antetokounmpo misses free throw 1 of 2,73,77
327,3,1:25.0,,Offensive rebound by Team,73,77
328,3,1:25.0,,G. Antetokounmpo misses free throw 2 of 2,73,77
329,3,1:22.0,Defensive rebound by B. Adebayo,,73,77
330,3,1:00.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by W. Ellington),,75,77
331,3,0:52.0,,Turnover by M. Dellavedova (bad pass),75,77
332,3,0:32.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,78,77
333,3,0:26.0,,Personal foul by B. Adebayo (drawn by M. Dellavedova),78,77
334,3,0:26.0,,M. Dellavedova makes free throw 2 of 2,78,78
335,3,0:26.0,,M. Dellavedova makes free throw 1 of 2,78,79
336,3,0:04.0,J. Richardson misses 2-pt layup from 1 ft,,78,79
337,3,0:04.0,Offensive rebound by B. Adebayo,,78,79
338,3,0:01.0,B. Adebayo misses 2-pt layup at rim,,78,79
339,3,0:01.0,Offensive rebound by Team,,78,79
340,4,11:43.0,,K. Middleton makes 2-pt jump shot from 16 ft,78,81
341,4,11:28.0,Personal foul by T. Snell (drawn by W. Ellington),,78,81
342,4,11:15.0,J. Richardson misses 2-pt jump shot from 18 ft,,78,81
343,4,11:15.0,Offensive rebound by Team,,78,81
344,4,11:11.0,,Offensive charge foul by K. Olynyk (drawn by M. Dellavedova),78,81
345,4,11:11.0,Turnover by K. Olynyk (offensive foul),,78,81
346,4,10:56.0,,K. Middleton makes 2-pt jump shot from 14 ft,78,83
347,4,10:34.0,Turnover by B. Adebayo (bad pass),,78,83
348,4,10:22.0,,Turnover by M. Dellavedova (bad pass),78,83
349,4,10:09.0,K. Olynyk makes 2-pt layup from 5 ft (assist by J. Winslow),,80,83
350,4,9:42.0,,K. Middleton misses 2-pt jump shot from 14 ft,80,83
351,4,9:39.0,Defensive rebound by W. Ellington,,80,83
352,4,9:20.0,Shooting foul by T. Maker (drawn by K. Olynyk),,80,83
353,4,9:20.0,K. Olynyk makes free throw 1 of 2,,81,83
354,4,9:20.0,K. Olynyk makes free throw 2 of 2,,82,83
355,4,9:00.0,,S. Brown misses 3-pt jump shot from 26 ft,82,83
356,4,8:58.0,Defensive rebound by K. Olynyk,,82,83
357,4,8:42.0,K. Olynyk misses 2-pt jump shot from 17 ft,,82,83
358,4,8:42.0,Offensive rebound by B. Adebayo,,82,83
359,4,8:35.0,K. Olynyk makes 2-pt layup at rim (assist by B. Adebayo),,84,83
360,4,8:35.0,,Milwaukee full timeout,84,83
361,4,8:35.0,,G. Antetokounmpo enters the game for T. Maker,84,83
362,4,8:35.0,,J. Henson enters the game for M. Dellavedova,84,83
363,4,8:35.0,,E. Bledsoe enters the game for S. Brown,84,83
364,4,8:25.0,,E. Bledsoe makes 2-pt dunk at rim (assist by G. Antetokounmpo),84,85
365,4,8:07.0,W. Ellington misses 3-pt jump shot from 26 ft (block by T. Snell),,84,85
366,4,8:05.0,Offensive rebound by B. Adebayo,,84,85
367,4,7:58.0,K. Olynyk makes 2-pt layup from 1 ft,,86,85
368,4,7:41.0,,Offensive foul by E. Bledsoe (drawn by B. Adebayo),86,85
369,4,7:41.0,,Turnover by E. Bledsoe (offensive foul),86,85
370,4,7:25.0,K. Olynyk misses 2-pt layup from 2 ft (block by J. Henson),,86,85
371,4,7:25.0,,Defensive rebound by G. Antetokounmpo,86,85
372,4,7:21.0,,Shooting foul by W. Ellington (drawn by E. Bledsoe),86,85
