,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:35.0,N. Young makes 3-pt jump shot from 25 ft (assist by D. Green),,3,0
1,1,11:13.0,,Turnover by E. Payton (lost ball; steal by D. Green),3,0
2,1,11:06.0,D. Green makes 3-pt jump shot from 24 ft (assist by N. Young),,6,0
3,1,10:48.0,,D. Bender makes 3-pt jump shot from 24 ft (assist by E. Payton),6,3
4,1,10:28.0,A. Iguodala misses 2-pt jump shot from 18 ft,,6,3
5,1,10:27.0,,Defensive rebound by T. Warren,6,3
6,1,10:21.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Warren),6,6
7,1,9:59.0,N. Young misses 2-pt jump shot from 20 ft,,6,6
8,1,9:56.0,,Defensive rebound by T. Daniels,6,6
9,1,9:48.0,,D. Bender misses 2-pt layup at rim,6,6
10,1,9:48.0,,Offensive rebound by A. Len,6,6
11,1,9:48.0,,A. Len misses 2-pt layup at rim,6,6
12,1,9:48.0,,Offensive rebound by A. Len,6,6
13,1,9:48.0,,Shooting foul by D. Green (drawn by A. Len),6,6
14,1,9:48.0,,A. Len makes free throw 1 of 2,6,7
15,1,9:48.0,,A. Len misses free throw 2 of 2,6,7
16,1,9:46.0,Defensive rebound by A. Iguodala,,6,7
17,1,9:23.0,N. Young misses 3-pt jump shot from 32 ft,,6,7
18,1,9:22.0,Offensive rebound by Team,,6,7
19,1,9:22.0,Turnover by Team (shot clock),,6,7
20,1,9:15.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by E. Payton),6,10
21,1,9:02.0,D. Green misses 3-pt jump shot from 25 ft,,6,10
22,1,9:01.0,,Defensive rebound by Team,6,10
23,1,8:46.0,,T. Daniels misses 3-pt jump shot from 23 ft,6,10
24,1,8:44.0,Defensive rebound by D. Green,,6,10
25,1,8:31.0,Q. Cook misses 2-pt jump shot from 20 ft,,6,10
26,1,8:27.0,,Defensive rebound by A. Len,6,10
27,1,8:17.0,,T. Daniels makes 2-pt layup at rim (assist by E. Payton),6,12
28,1,8:10.0,Golden State full timeout,,6,12
29,1,7:55.0,N. Young makes 2-pt jump shot from 17 ft,,8,12
30,1,7:32.0,,T. Warren misses 2-pt layup from 1 ft,8,12
31,1,7:30.0,Defensive rebound by N. Young,,8,12
32,1,7:22.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),,11,12
33,1,7:05.0,,D. Bender misses 2-pt jump shot from 9 ft,11,12
34,1,7:02.0,,Offensive rebound by A. Len,11,12
35,1,7:01.0,,T. Warren misses 2-pt jump shot from 18 ft,11,12
36,1,6:59.0,Defensive rebound by Team,,11,12
37,1,6:54.0,N. Young makes 2-pt layup at rim (assist by D. Green),,13,12
38,1,6:54.0,Shooting foul by D. Bender (drawn by N. Young),,13,12
39,1,6:54.0,,J. Jackson enters the game for T. Warren,13,12
40,1,6:54.0,N. Young makes free throw 1 of 1,,14,12
41,1,6:46.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by E. Payton),14,15
42,1,6:46.0,,Away from play foul by N. Young (drawn by A. Len),14,15
43,1,6:46.0,Turnover by N. Young (turnover),,14,15
44,1,6:46.0,,A. Len misses free throw 1 of 1,14,15
45,1,6:44.0,Defensive rebound by Z. Pachulia,,14,15
46,1,6:31.0,N. Young misses 3-pt jump shot from 24 ft,,14,15
47,1,6:28.0,,Defensive rebound by A. Len,14,15
48,1,6:22.0,,Turnover by E. Payton (lost ball; steal by N. Young),14,15
49,1,6:15.0,Q. Cook makes 2-pt jump shot from 16 ft (assist by D. Green),,16,15
50,1,5:56.0,,Turnover by J. Jackson (out of bounds lost ball),16,15
51,1,5:56.0,K. Looney enters the game for A. Iguodala,,16,15
52,1,5:44.0,K. Looney makes 2-pt dunk at rim (assist by Q. Cook),,18,15
53,1,5:44.0,Shooting foul by J. Jackson (drawn by K. Looney),,18,15
54,1,5:44.0,,M. Chriss enters the game for A. Len,18,15
55,1,5:44.0,K. Looney misses free throw 1 of 1,,18,15
56,1,5:43.0,,Defensive rebound by Team,18,15
57,1,5:43.0,Loose ball foul by Z. Pachulia (drawn by M. Chriss),,18,15
58,1,5:33.0,,J. Jackson makes 2-pt jump shot from 5 ft (assist by E. Payton),18,17
59,1,5:23.0,Personal block foul by M. Chriss (drawn by N. Young),,18,17
60,1,5:09.0,Z. Pachulia misses 2-pt layup from 4 ft,,18,17
61,1,5:07.0,,Defensive rebound by D. Bender,18,17
62,1,4:59.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by T. Daniels),18,20
63,1,4:48.0,K. Looney makes 2-pt layup from 1 ft,,20,20
64,1,4:43.0,,Turnover by M. Chriss (bad pass; steal by Z. Pachulia),20,20
65,1,4:21.0,N. Young makes 3-pt jump shot from 24 ft (assist by D. Green),,23,20
66,1,4:10.0,,T. Daniels misses 3-pt jump shot from 25 ft,23,20
67,1,4:09.0,Defensive rebound by Team,,23,20
68,1,4:09.0,,S. Harrison enters the game for E. Payton,23,20
69,1,4:09.0,J. Bell enters the game for Z. Pachulia,,23,20
70,1,3:50.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by D. Green),,26,20
71,1,3:43.0,,Phoenix full timeout,26,20
72,1,3:43.0,,T. Warren enters the game for T. Daniels,26,20
73,1,3:43.0,,J. Dudley enters the game for D. Bender,26,20
74,1,3:43.0,S. Livingston enters the game for N. Young,,26,20
75,1,3:30.0,,J. Jackson misses 2-pt jump shot from 19 ft,26,20
76,1,3:26.0,Defensive rebound by Q. Cook,,26,20
77,1,3:09.0,K. Looney misses 2-pt jump shot from 22 ft,,26,20
78,1,3:06.0,,Defensive rebound by M. Chriss,26,20
79,1,2:50.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by J. Dudley),26,23
80,1,2:29.0,Turnover by K. Looney (lost ball; steal by T. Warren),,26,23
81,1,2:24.0,,Turnover by T. Warren (lost ball; steal by S. Livingston),26,23
82,1,2:08.0,S. Livingston misses 2-pt jump shot from 15 ft (block by J. Dudley),,26,23
83,1,2:08.0,,Defensive rebound by J. Dudley,26,23
84,1,2:02.0,,J. Jackson makes 2-pt layup from 1 ft (assist by J. Dudley),26,25
85,1,1:41.0,Q. Cook misses 2-pt jump shot from 20 ft,,26,25
86,1,1:38.0,,Defensive rebound by M. Chriss,26,25
87,1,1:35.0,,J. Jackson makes 2-pt layup from 1 ft,26,27
88,1,1:35.0,,Shooting foul by S. Livingston (drawn by J. Jackson),26,27
89,1,1:35.0,,J. Jackson makes free throw 1 of 1,26,28
90,1,1:15.0,S. Livingston misses 2-pt jump shot from 16 ft,,26,28
91,1,1:11.0,,Defensive rebound by J. Jackson,26,28
92,1,1:08.0,,Shooting foul by J. Bell (drawn by S. Harrison),26,28
93,1,1:08.0,,S. Harrison makes free throw 1 of 2,26,29
94,1,1:08.0,,S. Harrison misses free throw 2 of 2,26,29
95,1,1:07.0,,Offensive rebound by M. Chriss,26,29
96,1,1:07.0,,M. Chriss makes 2-pt dunk at rim,26,31
97,1,1:03.0,Golden State full timeout,,26,31
98,1,1:03.0,N. Young enters the game for D. Green,,26,31
99,1,0:45.0,K. Looney makes 2-pt layup from 1 ft (assist by S. Livingston),,28,31
100,1,0:34.0,,J. Jackson misses 2-pt jump shot from 4 ft (block by J. Bell),28,31
101,1,0:32.0,,Offensive rebound by J. Jackson,28,31
102,1,0:31.0,,J. Jackson misses 2-pt layup from 3 ft (block by K. Looney),28,31
103,1,0:31.0,Defensive rebound by N. Young,,28,31
104,1,0:11.0,J. Bell makes 2-pt hook shot from 5 ft (assist by S. Livingston),,30,31
105,1,0:02.0,,J. Jackson makes 3-pt jump shot from 27 ft,30,34
106,1,0:00.0,K. Looney misses 3-pt jump shot from 47 ft,,30,34
107,1,0:00.0,Offensive rebound by Team,,30,34
108,2,11:46.0,,T. Warren makes 2-pt jump shot from 18 ft (assist by M. Chriss),30,36
109,2,11:29.0,D. West misses 2-pt jump shot from 21 ft,,30,36
110,2,11:28.0,,Defensive rebound by S. Harrison,30,36
111,2,11:15.0,,S. Harrison misses 2-pt layup at rim,30,36
112,2,11:11.0,Defensive rebound by D. West,,30,36
113,2,11:01.0,S. Livingston makes 2-pt jump shot from 12 ft,,32,36
114,2,10:40.0,,M. Chriss misses 3-pt jump shot from 23 ft,32,36
115,2,10:37.0,Defensive rebound by Team,,32,36
116,2,10:24.0,Personal foul by M. Chriss (drawn by D. West),,32,36
117,2,10:24.0,,D. Bender enters the game for M. Chriss,32,36
118,2,10:12.0,Turnover by D. West (lost ball; steal by J. Jackson),,32,36
119,2,10:12.0,,Personal foul by S. Livingston (drawn by J. Jackson),32,36
120,2,10:02.0,,J. Jackson makes 2-pt jump shot from 20 ft,32,38
121,2,9:34.0,D. West misses 2-pt layup from 2 ft (block by J. Dudley),,32,38
122,2,9:33.0,Offensive rebound by D. West,,32,38
123,2,9:33.0,Turnover by Team (shot clock),,32,38
124,2,9:18.0,,S. Harrison makes 3-pt jump shot from 22 ft (assist by D. Bender),32,41
125,2,9:04.0,A. Iguodala misses 3-pt jump shot from 25 ft,,32,41
126,2,9:01.0,,Defensive rebound by S. Harrison,32,41
127,2,8:59.0,,T. Warren makes 2-pt layup at rim (assist by S. Harrison),32,43
128,2,8:59.0,Golden State full timeout,,32,43
129,2,8:59.0,K. Looney enters the game for J. Bell,,32,43
130,2,8:59.0,Q. Cook enters the game for S. Livingston,,32,43
131,2,8:42.0,D. West misses 2-pt jump shot from 9 ft,,32,43
132,2,8:39.0,,Defensive rebound by D. Bender,32,43
133,2,8:39.0,,Turnover by D. Bender (out of bounds lost ball),32,43
134,2,8:33.0,Personal foul by J. Dudley (drawn by N. Young),,32,43
135,2,8:26.0,A. Iguodala makes 2-pt jump shot from 11 ft (assist by D. West),,34,43
136,2,8:06.0,,Turnover by D. Bender (traveling),34,43
137,2,7:49.0,A. Iguodala misses 3-pt jump shot from 24 ft,,34,43
138,2,7:46.0,,Defensive rebound by D. Bender,34,43
139,2,7:38.0,,T. Warren makes 2-pt jump shot from 9 ft,34,45
140,2,7:28.0,Q. Cook misses 2-pt jump shot from 14 ft,,34,45
141,2,7:26.0,,Defensive rebound by J. Dudley,34,45
142,2,7:23.0,,J. Jackson makes 2-pt layup at rim,34,47
143,2,7:23.0,,Shooting foul by K. Looney (drawn by J. Jackson),34,47
144,2,7:23.0,,J. Jackson makes free throw 1 of 1,34,48
145,2,7:06.0,Shooting foul by J. Dudley (drawn by K. Looney),,34,48
146,2,7:06.0,K. Looney misses free throw 1 of 2,,34,48
147,2,7:06.0,Offensive rebound by Team,,34,48
148,2,7:06.0,,T. Daniels enters the game for J. Jackson,34,48
149,2,7:06.0,K. Looney makes free throw 2 of 2,,35,48
150,2,6:52.0,,T. Daniels makes 2-pt layup from 1 ft (assist by S. Harrison),35,50
151,2,6:39.0,N. Young makes 2-pt jump shot from 12 ft,,37,50
152,2,6:30.0,,T. Warren misses 2-pt jump shot from 17 ft,37,50
153,2,6:27.0,Defensive rebound by D. West,,37,50
154,2,6:16.0,D. West misses 3-pt jump shot from 25 ft,,37,50
155,2,6:14.0,,Defensive rebound by J. Dudley,37,50
156,2,5:54.0,,S. Harrison misses 2-pt layup from 1 ft (block by K. Looney),37,50
157,2,5:54.0,,Offensive rebound by Team,37,50
158,2,5:54.0,,E. Payton enters the game for S. Harrison,37,50
159,2,5:54.0,D. Green enters the game for A. Iguodala,,37,50
160,2,5:49.0,,T. Warren misses 2-pt jump shot from 21 ft,37,50
161,2,5:46.0,Defensive rebound by D. Green,,37,50
162,2,5:42.0,K. Looney misses 2-pt layup from 1 ft,,37,50
163,2,5:41.0,Offensive rebound by D. West,,37,50
164,2,5:40.0,D. West makes 2-pt layup at rim,,39,50
165,2,5:31.0,,T. Daniels misses 3-pt jump shot from 25 ft,39,50
166,2,5:28.0,,Offensive rebound by T. Warren,39,50
167,2,5:27.0,,T. Warren misses 2-pt layup at rim (block by K. Looney),39,50
168,2,5:27.0,Defensive rebound by Team,,39,50
169,2,5:16.0,D. Green makes 2-pt layup from 1 ft,,41,50
170,2,5:05.0,,Offensive foul by D. Bender (drawn by N. Young),41,50
171,2,5:05.0,,Turnover by D. Bender (offensive foul),41,50
172,2,5:05.0,Technical foul by N. Young,,41,50
173,2,5:05.0,,T. Daniels makes technical free throw,41,51
174,2,5:05.0,,J. Jackson enters the game for T. Warren,41,51
175,2,4:47.0,N. Young misses 3-pt jump shot from 23 ft,,41,51
176,2,4:44.0,Offensive rebound by D. Green,,41,51
177,2,4:44.0,Turnover by D. Green (bad pass),,41,51
178,2,4:44.0,,M. Chriss enters the game for D. Bender,41,51
179,2,4:33.0,,M. Chriss misses 2-pt layup from 1 ft,41,51
180,2,4:31.0,Defensive rebound by N. Young,,41,51
181,2,4:13.0,Turnover by D. West (lost ball; steal by M. Chriss),,41,51
182,2,4:13.0,,Personal foul by D. Green (drawn by M. Chriss),41,51
183,2,4:13.0,,M. Chriss makes clear path free throw 1 of 2,41,52
184,2,4:13.0,,M. Chriss misses clear path free throw 2 of 2,41,52
185,2,4:13.0,,Offensive rebound by Team,41,52
186,2,4:13.0,,A. Len enters the game for J. Dudley,41,52
187,2,4:13.0,J. McGee enters the game for D. West,,41,52
188,2,3:57.0,Offensive charge foul by M. Chriss (drawn by D. Green),,41,52
189,2,3:57.0,,Turnover by M. Chriss (offensive foul),41,52
190,2,3:54.0,,D. Bender enters the game for M. Chriss,41,52
191,2,3:38.0,Q. Cook misses 3-pt jump shot from 24 ft,,41,52
192,2,3:35.0,,Defensive rebound by J. Jackson,41,52
193,2,3:29.0,,J. Jackson misses 2-pt jump shot from 8 ft,41,52
194,2,3:28.0,Defensive rebound by N. Young,,41,52
195,2,3:24.0,N. Young makes 3-pt jump shot from 24 ft,,44,52
196,2,3:07.0,,E. Payton misses 2-pt jump shot from 18 ft,44,52
197,2,3:05.0,Defensive rebound by D. Green,,44,52
198,2,2:47.0,N. Young misses 3-pt jump shot from 24 ft,,44,52
199,2,2:44.0,Offensive rebound by D. Green,,44,52
200,2,2:42.0,Q. Cook misses 2-pt jump shot from 13 ft,,44,52
201,2,2:39.0,,Defensive rebound by T. Daniels,44,52
202,2,2:23.0,,J. Jackson makes 2-pt jump shot from 7 ft,44,54
203,2,2:13.0,D. Green misses 2-pt jump shot from 17 ft,,44,54
204,2,2:10.0,,Defensive rebound by A. Len,44,54
205,2,1:59.0,,Personal foul by K. Looney (drawn by J. Jackson),44,54
206,2,1:59.0,,Phoenix full timeout,44,54
207,2,1:59.0,,T. Warren enters the game for D. Bender,44,54
208,2,1:59.0,S. Livingston enters the game for K. Looney,,44,54
209,2,1:59.0,A. Iguodala enters the game for N. Young,,44,54
210,2,1:51.0,,Shooting foul by S. Livingston (drawn by T. Daniels),44,54
211,2,1:51.0,,T. Daniels makes free throw 1 of 3,44,55
212,2,1:51.0,,T. Daniels misses free throw 2 of 3,44,55
213,2,1:51.0,,Offensive rebound by Team,44,55
214,2,1:51.0,,T. Daniels makes free throw 3 of 3,44,56
215,2,1:32.0,A. Iguodala makes 2-pt jump shot from 14 ft,,46,56
216,2,1:32.0,Shooting foul by E. Payton (drawn by A. Iguodala),,46,56
217,2,1:32.0,A. Iguodala makes free throw 1 of 1,,47,56
218,2,1:16.0,,A. Len makes 2-pt dunk at rim (assist by T. Daniels),47,58
219,2,1:13.0,Turnover by J. McGee (turnover),,47,58
220,2,1:11.0,,Turnover by E. Payton (bad pass),47,58
221,2,1:06.0,S. Livingston makes 2-pt jump shot from 13 ft,,49,58
222,2,1:06.0,Shooting foul by A. Len (drawn by S. Livingston),,49,58
223,2,1:06.0,S. Livingston makes free throw 1 of 1,,50,58
224,2,0:52.0,,Shooting foul by J. McGee (drawn by E. Payton),50,58
225,2,0:52.0,,E. Payton makes free throw 1 of 2,50,59
