,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
0,1,11:36.0,,M. Gortat misses 2-pt hook shot from 9 ft,0,0
1,1,11:32.0,Defensive rebound by D. Green,,0,0
2,1,11:29.0,D. Green misses 3-pt jump shot from 27 ft,,0,0
3,1,11:25.0,,Defensive rebound by O. Porter,0,0
4,1,11:16.0,,T. Satoranský misses 2-pt layup from 2 ft (block by J. McGee),0,0
5,1,11:14.0,Defensive rebound by D. Green,,0,0
6,1,11:13.0,K. Durant makes 2-pt dunk from 3 ft (assist by D. Green),,2,0
7,1,10:56.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by M. Gortat),2,2
8,1,10:38.0,Personal foul by O. Porter (drawn by J. McGee),,2,2
9,1,10:32.0,K. Thompson misses 2-pt jump shot from 19 ft,,2,2
10,1,10:28.0,,Defensive rebound by T. Satoranský,2,2
11,1,10:22.0,,B. Beal misses 3-pt jump shot from 24 ft (block by D. Green),2,2
12,1,10:17.0,,Offensive rebound by M. Gortat,2,2
13,1,10:16.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by M. Gortat),2,5
14,1,10:03.0,D. Green makes 2-pt layup from 1 ft (assist by J. McGee),,4,5
15,1,9:40.0,,B. Beal misses 3-pt jump shot from 22 ft,4,5
16,1,9:36.0,Defensive rebound by S. Curry,,4,5
17,1,9:27.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,7,5
18,1,9:02.0,,O. Porter misses 2-pt jump shot from 14 ft,7,5
19,1,9:00.0,Defensive rebound by J. McGee,,7,5
20,1,8:56.0,S. Curry misses 2-pt jump shot from 13 ft,,7,5
21,1,8:53.0,,Defensive rebound by M. Gortat,7,5
22,1,8:38.0,,Turnover by M. Gortat (bad pass; steal by K. Thompson),7,5
23,1,8:33.0,D. Green makes 2-pt layup from 2 ft (assist by K. Durant),,9,5
24,1,8:21.0,,Turnover by B. Beal (lost ball; steal by K. Thompson),9,5
25,1,8:17.0,S. Curry misses 2-pt layup from 3 ft,,9,5
26,1,8:16.0,Offensive rebound by Team,,9,5
27,1,8:15.0,Shooting foul by B. Beal (drawn by K. Durant),,9,5
28,1,8:15.0,K. Durant makes free throw 1 of 2,,10,5
29,1,8:15.0,K. Durant makes free throw 2 of 2,,11,5
30,1,8:01.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),11,8
31,1,7:53.0,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),,14,8
32,1,7:32.0,,O. Porter misses 3-pt jump shot from 25 ft,14,8
33,1,7:29.0,Defensive rebound by K. Durant,,14,8
34,1,7:16.0,K. Durant misses 2-pt jump shot from 22 ft,,14,8
35,1,7:12.0,,Defensive rebound by M. Morris,14,8
36,1,7:05.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Gortat),14,11
37,1,6:49.0,S. Curry makes 3-pt jump shot from 24 ft,,17,11
38,1,6:33.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),17,14
39,1,6:06.0,Turnover by S. Curry (lost ball; steal by O. Porter),,17,14
40,1,6:06.0,,Personal foul by J. McGee (drawn by O. Porter),17,14
41,1,6:06.0,,Washington full timeout,17,14
42,1,5:53.0,,Turnover by M. Gortat (bad pass; steal by D. Green),17,14
43,1,5:50.0,K. Durant makes 2-pt dunk from 2 ft (assist by D. Green),,19,14
44,1,5:34.0,,M. Morris misses 3-pt jump shot from 25 ft,19,14
45,1,5:30.0,,Offensive rebound by T. Satoranský,19,14
46,1,5:20.0,,M. Gortat misses 2-pt layup from 2 ft,19,14
47,1,5:18.0,Defensive rebound by J. McGee,,19,14
48,1,5:07.0,J. McGee makes 2-pt dunk from 1 ft (assist by D. Green),,21,14
49,1,4:43.0,,B. Beal misses 2-pt jump shot from 17 ft,21,14
50,1,4:41.0,Defensive rebound by J. McGee,,21,14
51,1,4:23.0,K. Thompson misses 3-pt jump shot from 23 ft,,21,14
52,1,4:20.0,,Defensive rebound by B. Beal,21,14
53,1,4:07.0,,Personal foul by D. Green (drawn by M. Morris),21,14
54,1,4:07.0,,I. Mahinmi enters the game for O. Porter,21,14
55,1,4:07.0,,K. Oubre enters the game for M. Gortat,21,14
56,1,4:07.0,Z. Pachulia enters the game for D. Green,,21,14
57,1,4:07.0,A. Iguodala enters the game for J. McGee,,21,14
58,1,3:58.0,,I. Mahinmi misses 2-pt jump shot from 13 ft,21,14
59,1,3:55.0,Defensive rebound by K. Durant,,21,14
60,1,3:50.0,Shooting foul by I. Mahinmi (drawn by Z. Pachulia),,21,14
61,1,3:50.0,Z. Pachulia misses free throw 1 of 2,,21,14
62,1,3:50.0,Offensive rebound by Team,,21,14
63,1,3:50.0,N. Young enters the game for K. Thompson,,21,14
64,1,3:50.0,Z. Pachulia makes free throw 2 of 2,,22,14
65,1,3:40.0,,Personal foul by S. Curry (drawn by T. Satoranský),22,14
66,1,3:26.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by M. Morris),22,17
67,1,3:14.0,Turnover by Z. Pachulia (lost ball; steal by M. Morris),,22,17
68,1,3:07.0,,K. Oubre misses 3-pt jump shot from 23 ft,22,17
69,1,3:03.0,Defensive rebound by A. Iguodala,,22,17
70,1,2:58.0,S. Curry misses 3-pt jump shot from 34 ft,,22,17
71,1,2:54.0,,Defensive rebound by M. Morris,22,17
72,1,2:39.0,,K. Oubre misses 3-pt jump shot from 25 ft,22,17
73,1,2:35.0,,Offensive rebound by T. Satoranský,22,17
74,1,2:35.0,,T. Satoranský makes 2-pt jump shot from 3 ft,22,19
75,1,2:27.0,Golden State full timeout,,22,19
76,1,2:22.0,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,25,19
77,1,2:00.0,,Turnover by I. Mahinmi (out of bounds lost ball),25,19
78,1,1:48.0,K. Durant makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),,28,19
79,1,1:33.0,,B. Beal misses 2-pt jump shot from 7 ft (block by A. Iguodala),28,19
80,1,1:30.0,Defensive rebound by A. Iguodala,,28,19
81,1,1:30.0,Shooting foul by K. Oubre (drawn by K. Durant),,28,19
82,1,1:30.0,K. Durant makes free throw 1 of 2,,29,19
83,1,1:30.0,,J. Meeks enters the game for B. Beal,29,19
84,1,1:30.0,K. Durant makes free throw 2 of 2,,30,19
85,1,1:12.0,,M. Morris makes 2-pt layup from 2 ft,30,21
86,1,0:58.0,K. Durant misses 3-pt jump shot from 26 ft,,30,21
87,1,0:54.0,,Defensive rebound by J. Meeks,30,21
88,1,0:48.0,,Turnover by T. Satoranský (lost ball; steal by N. Young),30,21
89,1,0:45.0,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),,32,21
90,1,0:45.0,,Washington full timeout,32,21
91,1,0:45.0,D. Green enters the game for K. Durant,,32,21
92,1,0:32.0,,K. Oubre misses 2-pt layup from 2 ft (block by A. Iguodala),32,21
93,1,0:29.0,Defensive rebound by D. Green,,32,21
94,1,0:12.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,35,21
95,1,0:04.0,,Personal take foul by A. Iguodala (drawn by T. Satoranský),35,21
96,1,0:04.0,S. Livingston enters the game for S. Curry,,35,21
