,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DALLAS_ACTION,MEMPHIS_SCORE,DALLAS_SCORE
0,1,11:43.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Powell),0,2
1,1,11:25.0,B. McLemore misses 2-pt layup from 3 ft,,0,2
2,1,11:22.0,,Defensive rebound by D. Nowitzki,0,2
3,1,11:18.0,,W. Matthews misses 3-pt jump shot from 25 ft,0,2
4,1,11:14.0,Defensive rebound by J. Green,,0,2
5,1,11:10.0,K. Simmons misses 2-pt layup from 3 ft,,0,2
6,1,11:07.0,,Defensive rebound by D. Powell,0,2
7,1,10:58.0,,Personal foul by B. McLemore (drawn by J. Barea),0,2
8,1,10:51.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,0,2
9,1,10:48.0,,Offensive rebound by D. Powell,0,2
10,1,10:42.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),0,4
11,1,10:23.0,B. McLemore makes 2-pt jump shot from 12 ft (assist by J. Martin),,2,4
12,1,10:00.0,,H. Barnes misses 2-pt jump shot from 9 ft,2,4
13,1,9:58.0,Defensive rebound by J. Green,,2,4
14,1,9:41.0,K. Simmons misses 2-pt jump shot from 14 ft,,2,4
15,1,9:38.0,Offensive rebound by K. Simmons,,2,4
16,1,9:36.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by K. Simmons),,5,4
17,1,9:26.0,,D. Powell misses 2-pt dunk from 1 ft (block by J. Martin),5,4
18,1,9:24.0,,Offensive rebound by H. Barnes,5,4
19,1,9:20.0,,D. Powell makes 2-pt dunk from 1 ft (assist by H. Barnes),5,6
20,1,9:07.0,Shooting foul by W. Matthews (drawn by D. Brooks),,5,6
21,1,9:07.0,D. Brooks misses free throw 1 of 2,,5,6
22,1,9:07.0,Offensive rebound by Team,,5,6
23,1,9:07.0,D. Brooks misses free throw 2 of 2,,5,6
24,1,9:05.0,Offensive rebound by J. Green,,5,6
25,1,8:57.0,J. Martin misses 2-pt jump shot from 17 ft,,5,6
26,1,8:54.0,,Defensive rebound by J. Barea,5,6
27,1,8:34.0,,J. Barea misses 3-pt jump shot from 26 ft,5,6
28,1,8:31.0,Defensive rebound by J. Green,,5,6
29,1,8:21.0,J. Green misses 2-pt jump shot from 20 ft,,5,6
30,1,8:17.0,,Defensive rebound by J. Barea,5,6
31,1,8:09.0,,W. Matthews misses 3-pt jump shot from 23 ft,5,6
32,1,8:07.0,Defensive rebound by J. Martin,,5,6
33,1,7:59.0,K. Simmons misses 2-pt layup from 4 ft,,5,6
34,1,7:59.0,,Defensive rebound by D. Nowitzki,5,6
35,1,7:52.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,5,6
36,1,7:49.0,Defensive rebound by J. Green,,5,6
37,1,7:42.0,D. Brooks misses 2-pt jump shot from 11 ft,,5,6
38,1,7:42.0,,Defensive rebound by H. Barnes,5,6
39,1,7:42.0,,Dallas full timeout,5,6
40,1,7:17.0,,W. Matthews misses 2-pt jump shot from 6 ft,5,6
41,1,7:15.0,Defensive rebound by B. McLemore,,5,6
42,1,7:12.0,Shooting foul by W. Matthews (drawn by B. McLemore),,5,6
43,1,7:12.0,B. McLemore misses free throw 1 of 2,,5,6
44,1,7:12.0,Offensive rebound by Team,,5,6
45,1,7:12.0,,S. Mejri enters the game for D. Nowitzki,5,6
46,1,7:12.0,,D. Finney-Smith enters the game for D. Powell,5,6
47,1,7:12.0,,Y. Ferrell enters the game for W. Matthews,5,6
48,1,7:12.0,B. McLemore makes free throw 2 of 2,,6,6
49,1,6:54.0,,J. Barea makes 2-pt jump shot from 12 ft,6,8
50,1,6:39.0,B. McLemore misses 3-pt jump shot from 25 ft,,6,8
51,1,6:36.0,,Defensive rebound by J. Barea,6,8
52,1,6:28.0,,J. Barea makes 2-pt jump shot from 21 ft,6,10
53,1,6:17.0,Turnover by D. Brooks (traveling),,6,10
54,1,6:17.0,D. Davis enters the game for J. Martin,,6,10
55,1,6:17.0,X. Rathan-Mayes enters the game for K. Simmons,,6,10
56,1,5:58.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),6,12
57,1,5:41.0,J. Green misses 2-pt jump shot from 15 ft,,6,12
58,1,5:41.0,,Defensive rebound by S. Mejri,6,12
59,1,5:30.0,,J. Barea makes 2-pt jump shot from 20 ft,6,14
60,1,5:27.0,Memphis full timeout,,6,14
61,1,5:27.0,,D. McDermott enters the game for J. Barea,6,14
62,1,5:27.0,J. Martin enters the game for B. McLemore,,6,14
63,1,5:12.0,J. Green misses 2-pt hook shot from 8 ft,,6,14
64,1,5:10.0,,Defensive rebound by S. Mejri,6,14
65,1,5:01.0,,Turnover by Y. Ferrell (bad pass; steal by J. Green),6,14
66,1,4:59.0,Shooting foul by Y. Ferrell (drawn by J. Green),,6,14
67,1,4:59.0,J. Green makes free throw 1 of 2,,7,14
68,1,4:59.0,C. Parsons enters the game for D. Brooks,,7,14
69,1,4:59.0,J. Green makes free throw 2 of 2,,8,14
70,1,4:40.0,,H. Barnes misses 3-pt jump shot from 26 ft,8,14
71,1,4:34.0,Defensive rebound by X. Rathan-Mayes,,8,14
72,1,4:27.0,Personal foul by D. McDermott (drawn by C. Parsons),,8,14
73,1,4:27.0,,M. Kleber enters the game for S. Mejri,8,14
74,1,4:20.0,X. Rathan-Mayes misses 3-pt jump shot from 25 ft,,8,14
75,1,4:16.0,,Defensive rebound by D. McDermott,8,14
76,1,4:08.0,,D. McDermott makes 2-pt jump shot from 17 ft,8,16
77,1,3:45.0,J. Green misses 2-pt jump shot from 17 ft,,8,16
78,1,3:43.0,,Defensive rebound by D. McDermott,8,16
79,1,3:37.0,,Y. Ferrell makes 2-pt jump shot from 18 ft,8,18
80,1,3:21.0,J. Martin misses 2-pt jump shot from 17 ft,,8,18
81,1,3:19.0,Offensive rebound by J. Green,,8,18
82,1,3:18.0,J. Martin makes 2-pt layup from 2 ft (assist by J. Green),,10,18
83,1,3:18.0,Shooting foul by D. Finney-Smith (drawn by J. Martin),,10,18
84,1,3:18.0,K. Simmons enters the game for J. Green,,10,18
85,1,3:18.0,J. Martin misses free throw 1 of 1,,10,18
86,1,3:16.0,,Defensive rebound by M. Kleber,10,18
87,1,3:06.0,,Turnover by M. Kleber (offensive goaltending),10,18
88,1,2:50.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by K. Simmons),,13,18
89,1,2:32.0,,D. McDermott makes 2-pt jump shot from 21 ft (assist by Y. Ferrell),13,20
90,1,2:24.0,Turnover by X. Rathan-Mayes (bad pass),,13,20
91,1,2:12.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),13,23
92,1,1:54.0,J. Martin misses 2-pt jump shot from 18 ft,,13,23
