,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,Turnover by K. Middleton (bad pass),0,0
1,1,11:24.0,L. Stephenson makes 3-pt jump shot from 27 ft (assist by D. Collison),,3,0
2,1,11:07.0,,T. Snell misses 2-pt layup at rim (block by M. Turner),3,0
3,1,11:07.0,,Offensive rebound by Team,3,0
4,1,11:07.0,,Personal foul by B. Bogdanović (drawn by G. Antetokounmpo),3,0
5,1,11:01.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Henson),3,2
6,1,10:40.0,Turnover by M. Turner (turnover),,3,2
7,1,10:29.0,,K. Middleton makes 2-pt jump shot from 17 ft,3,4
8,1,10:20.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,3,4
9,1,10:20.0,Offensive rebound by Team,,3,4
10,1,10:14.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,3,4
11,1,10:14.0,,Defensive rebound by E. Bledsoe,3,4
12,1,10:03.0,,J. Henson misses 2-pt layup from 1 ft,3,4
13,1,10:03.0,Defensive rebound by D. Collison,,3,4
14,1,9:50.0,D. Collison makes 2-pt jump shot from 15 ft,,5,4
15,1,9:35.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),5,6
16,1,9:12.0,Personal foul by E. Bledsoe (drawn by M. Turner),,5,6
17,1,9:00.0,D. Collison misses 3-pt jump shot from 26 ft,,5,6
18,1,8:56.0,,Defensive rebound by J. Henson,5,6
19,1,8:48.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),5,9
20,1,8:27.0,T. Young misses 2-pt jump shot from 18 ft,,5,9
21,1,8:24.0,,Defensive rebound by J. Henson,5,9
22,1,8:14.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),5,11
23,1,7:48.0,T. Young misses 3-pt jump shot from 22 ft,,5,11
24,1,7:45.0,,Defensive rebound by G. Antetokounmpo,5,11
25,1,7:44.0,,Shooting foul by T. Young (drawn by J. Henson),5,11
26,1,7:44.0,,J. Henson makes free throw 2 of 2,5,12
27,1,7:44.0,,J. Henson misses free throw 1 of 2,5,12
28,1,7:44.0,,Offensive rebound by Team,5,12
29,1,7:44.0,,M. Brogdon enters the game for G. Antetokounmpo,5,12
30,1,7:27.0,Shooting foul by K. Middleton (drawn by D. Collison),,5,12
31,1,7:27.0,D. Collison makes free throw 1 of 2,,6,12
32,1,7:27.0,D. Collison makes free throw 2 of 2,,7,12
33,1,7:20.0,,E. Bledsoe makes 2-pt dunk at rim (assist by M. Brogdon),7,14
34,1,7:00.0,T. Young misses 2-pt layup from 5 ft,,7,14
35,1,6:57.0,,Defensive rebound by J. Henson,7,14
36,1,6:49.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by E. Bledsoe),7,16
37,1,6:49.0,Indiana full timeout,,7,16
38,1,6:33.0,M. Turner misses 2-pt jump shot from 16 ft,,7,16
39,1,6:29.0,,Defensive rebound by J. Henson,7,16
40,1,6:21.0,,M. Brogdon makes 2-pt jump shot from 5 ft,7,18
41,1,6:03.0,Turnover by M. Turner (bad pass; steal by T. Snell),,7,18
42,1,5:58.0,,T. Snell misses 2-pt jump shot from 5 ft,7,18
43,1,5:56.0,Defensive rebound by M. Turner,,7,18
44,1,5:53.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,9,18
45,1,5:32.0,,E. Bledsoe makes 2-pt jump shot from 10 ft (assist by K. Middleton),9,20
46,1,5:23.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,9,20
47,1,5:23.0,,Defensive rebound by Team,9,20
48,1,5:23.0,,T. Maker enters the game for J. Henson,9,20
49,1,5:23.0,D. Sabonis enters the game for T. Young,,9,20
50,1,5:23.0,C. Joseph enters the game for B. Bogdanović,,9,20
51,1,5:06.0,,K. Middleton makes 2-pt jump shot from 19 ft,9,22
52,1,4:40.0,Turnover by D. Sabonis (lost ball; steal by K. Middleton),,9,22
53,1,4:36.0,,Personal foul by D. Collison (drawn by E. Bledsoe),9,22
54,1,4:28.0,,T. Maker makes 2-pt jump shot from 19 ft (assist by M. Brogdon),9,24
55,1,4:16.0,L. Stephenson makes 2-pt jump shot from 13 ft,,11,24
56,1,4:01.0,,Turnover by T. Maker (bad pass; steal by D. Collison),11,24
57,1,3:59.0,Shooting foul by T. Snell (drawn by D. Collison),,11,24
58,1,3:59.0,D. Collison makes free throw 1 of 2,,12,24
59,1,3:59.0,,M. Dellavedova enters the game for T. Snell,12,24
60,1,3:59.0,D. Collison makes free throw 2 of 2,,13,24
61,1,3:42.0,,K. Middleton misses 2-pt jump shot from 17 ft,13,24
62,1,3:39.0,Defensive rebound by L. Stephenson,,13,24
63,1,3:37.0,Personal foul by K. Middleton (drawn by D. Sabonis),,13,24
64,1,3:37.0,,G. Antetokounmpo enters the game for K. Middleton,13,24
65,1,3:26.0,D. Collison makes 2-pt jump shot from 15 ft (assist by L. Stephenson),,15,24
66,1,3:07.0,,M. Brogdon makes 2-pt layup from 3 ft (assist by M. Dellavedova),15,26
67,1,3:07.0,,Shooting foul by D. Sabonis (drawn by M. Brogdon),15,26
68,1,3:07.0,,M. Brogdon makes free throw 1 of 1,15,27
69,1,3:00.0,Turnover by D. Collison (out of bounds lost ball),,15,27
70,1,3:00.0,B. Bogdanović enters the game for M. Turner,,15,27
71,1,2:40.0,,T. Maker misses 2-pt jump shot from 13 ft,15,27
72,1,2:32.0,,Offensive rebound by G. Antetokounmpo,15,27
73,1,2:32.0,,G. Antetokounmpo misses 2-pt layup at rim,15,27
74,1,2:32.0,Defensive rebound by B. Bogdanović,,15,27
75,1,2:31.0,Personal foul by T. Maker (drawn by D. Sabonis),,15,27
76,1,2:31.0,,Milwaukee full timeout,15,27
77,1,2:31.0,,D. Liggins enters the game for E. Bledsoe,15,27
78,1,2:31.0,T. Young enters the game for D. Collison,,15,27
79,1,2:31.0,D. Sabonis makes free throw 1 of 2,,16,27
80,1,2:31.0,D. Sabonis makes free throw 2 of 2,,17,27
81,1,2:13.0,,M. Brogdon misses 3-pt jump shot from 26 ft,17,27
82,1,2:09.0,Defensive rebound by L. Stephenson,,17,27
83,1,2:03.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,19,27
84,1,1:42.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft,19,29
85,1,1:27.0,L. Stephenson makes 2-pt layup at rim,,21,29
86,1,1:15.0,,Shooting foul by B. Bogdanović (drawn by G. Antetokounmpo),21,29
87,1,1:15.0,,G. Antetokounmpo makes free throw 1 of 2,21,30
88,1,1:15.0,,G. Antetokounmpo misses free throw 2 of 2,21,30
89,1,1:12.0,Defensive rebound by T. Young,,21,30
90,1,1:04.0,Turnover by C. Joseph (lost ball; steal by M. Dellavedova),,21,30
91,1,1:00.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Dellavedova),21,32
92,1,0:45.0,B. Bogdanović makes 2-pt layup at rim (assist by C. Joseph),,23,32
93,1,0:45.0,Shooting foul by M. Dellavedova (drawn by B. Bogdanović),,23,32
94,1,0:45.0,J. Young enters the game for L. Stephenson,,23,32
95,1,0:45.0,B. Bogdanović makes free throw 1 of 1,,24,32
96,1,0:29.0,,G. Antetokounmpo misses 2-pt layup at rim,24,32
97,1,0:25.0,,Offensive rebound by G. Antetokounmpo,24,32
98,1,0:25.0,,G. Antetokounmpo makes 2-pt layup at rim,24,34
99,1,0:07.0,C. Joseph makes 2-pt jump shot from 9 ft,,26,34
100,1,0:01.0,,M. Brogdon misses 2-pt layup at rim,26,34
101,1,0:01.0,,Offensive rebound by T. Maker,26,34
102,1,0:00.0,,T. Maker misses 2-pt jump shot from 13 ft,26,34
103,1,0:00.0,,Offensive rebound by Team,26,34
104,2,11:46.0,D. Sabonis misses 2-pt dunk from 3 ft,,26,34
105,2,11:43.0,Offensive rebound by C. Joseph,,26,34
106,2,11:37.0,C. Joseph makes 2-pt jump shot from 14 ft,,28,34
107,2,11:21.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),28,36
108,2,11:07.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,28,36
109,2,11:04.0,,Defensive rebound by T. Maker,28,36
110,2,10:56.0,,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),28,36
111,2,10:56.0,,G. Antetokounmpo makes free throw 1 of 2,28,37
112,2,10:56.0,L. Stephenson enters the game for B. Bogdanović,,28,37
113,2,10:56.0,,G. Antetokounmpo makes free throw 2 of 2,28,38
114,2,10:41.0,D. Sabonis makes 2-pt layup at rim (assist by L. Stephenson),,30,38
115,2,10:24.0,,Turnover by M. Dellavedova (bad pass; steal by D. Sabonis),30,38
116,2,10:19.0,Turnover by L. Stephenson (bad pass; steal by M. Dellavedova),,30,38
117,2,10:15.0,,Turnover by M. Brogdon (bad pass),30,38
118,2,9:59.0,D. Sabonis makes 2-pt layup from 1 ft (assist by J. Young),,32,38
119,2,9:40.0,,Turnover by M. Brogdon (bad pass; steal by T. Young),32,38
120,2,9:38.0,Personal foul by M. Dellavedova (drawn by L. Stephenson),,32,38
121,2,9:38.0,,J. Henson enters the game for T. Maker,32,38
122,2,9:38.0,,T. Snell enters the game for M. Dellavedova,32,38
123,2,9:30.0,Turnover by D. Sabonis (bad pass; steal by G. Antetokounmpo),,32,38
124,2,9:26.0,,M. Brogdon makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),32,40
125,2,9:26.0,Violation by T. Young (def goaltending),,32,40
126,2,9:26.0,,Shooting foul by J. Young (drawn by M. Brogdon),32,40
127,2,9:26.0,,M. Brogdon makes free throw 1 of 1,32,41
128,2,9:05.0,Turnover by L. Stephenson (bad pass),,32,41
129,2,8:56.0,,J. Henson makes 2-pt layup at rim (assist by M. Brogdon),32,43
130,2,8:56.0,,Shooting foul by L. Stephenson (drawn by J. Henson),32,43
131,2,8:56.0,,J. Henson makes free throw 1 of 1,32,44
132,2,8:36.0,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),,34,44
133,2,8:29.0,,T. Snell makes 2-pt layup from 3 ft (assist by M. Brogdon),34,46
134,2,8:09.0,L. Stephenson makes 2-pt jump shot from 13 ft (assist by J. Young),,36,46
135,2,7:54.0,,Personal foul by J. Young (drawn by M. Brogdon),36,46
136,2,7:49.0,,G. Antetokounmpo makes 2-pt dunk at rim,36,48
137,2,7:47.0,Indiana full timeout,,36,48
138,2,7:29.0,L. Stephenson misses 2-pt jump shot from 20 ft,,36,48
139,2,7:27.0,,Defensive rebound by G. Antetokounmpo,36,48
140,2,7:16.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,36,50
141,2,7:03.0,D. Sabonis makes 2-pt jump shot from 20 ft (assist by L. Stephenson),,38,50
142,2,6:43.0,,Turnover by G. Antetokounmpo (bad pass),38,50
143,2,6:43.0,,K. Middleton enters the game for M. Brogdon,38,50
144,2,6:43.0,,E. Bledsoe enters the game for G. Antetokounmpo,38,50
145,2,6:43.0,B. Bogdanović enters the game for J. Young,,38,50
146,2,6:27.0,L. Stephenson makes 2-pt layup from 1 ft,,40,50
147,2,6:11.0,,K. Middleton misses 2-pt jump shot from 14 ft,40,50
148,2,6:11.0,Defensive rebound by T. Young,,40,50
149,2,6:06.0,Personal foul by E. Bledsoe (drawn by C. Joseph),,40,50
150,2,6:06.0,M. Turner enters the game for T. Young,,40,50
151,2,6:02.0,Personal foul by J. Henson (drawn by M. Turner),,40,50
152,2,5:46.0,L. Stephenson misses 3-pt jump shot from 27 ft,,40,50
153,2,5:44.0,Offensive rebound by M. Turner,,40,50
154,2,5:42.0,M. Turner makes 2-pt layup from 1 ft,,42,50
155,2,5:27.0,,T. Snell makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),42,52
156,2,5:02.0,D. Sabonis makes 2-pt layup from 2 ft,,44,52
157,2,4:53.0,,Shooting foul by M. Turner (drawn by K. Middleton),44,52
158,2,4:53.0,,K. Middleton makes free throw 1 of 2,44,53
159,2,4:53.0,D. Collison enters the game for L. Stephenson,,44,53
160,2,4:53.0,,K. Middleton makes free throw 2 of 2,44,54
161,2,4:39.0,D. Sabonis makes 2-pt hook shot from 5 ft (assist by M. Turner),,46,54
