,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SAN ANTONIO_ACTION,BROOKLYN_SCORE,SAN ANTONIO_SCORE
0,1,11:43.0,,L. Aldridge misses 3-pt jump shot from 24 ft,0,0
1,1,11:40.0,Defensive rebound by A. Crabbe,,0,0
2,1,11:24.0,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft (assist by A. Crabbe),,2,0
3,1,11:08.0,,K. Leonard makes 2-pt jump shot from 15 ft,2,2
4,1,10:50.0,D. Carroll misses 3-pt jump shot from 24 ft,,2,2
5,1,10:47.0,,Defensive rebound by P. Gasol,2,2
6,1,10:30.0,,K. Leonard misses 2-pt layup from 1 ft,2,2
7,1,10:27.0,Defensive rebound by D. Carroll,,2,2
8,1,10:22.0,A. Crabbe misses 3-pt jump shot from 23 ft,,2,2
9,1,10:19.0,,Defensive rebound by L. Aldridge,2,2
10,1,10:09.0,,T. Parker makes 2-pt jump shot from 7 ft,2,4
11,1,9:53.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,2,4
12,1,9:50.0,,Defensive rebound by P. Gasol,2,4
13,1,9:33.0,,D. Green makes 2-pt jump shot from 9 ft,2,6
14,1,9:26.0,T. Zeller misses 2-pt hook shot from 7 ft,,2,6
15,1,9:26.0,,Defensive rebound by L. Aldridge,2,6
16,1,9:16.0,,P. Gasol misses 2-pt jump shot from 16 ft,2,6
17,1,9:16.0,Defensive rebound by R. Hollis-Jefferson,,2,6
18,1,9:09.0,Shooting foul by D. Green (drawn by R. Hollis-Jefferson),,2,6
19,1,9:09.0,R. Hollis-Jefferson makes free throw 1 of 2,,3,6
20,1,9:09.0,R. Hollis-Jefferson makes free throw 2 of 2,,4,6
21,1,8:57.0,,Turnover by P. Gasol (bad pass; steal by D. Carroll),4,6
22,1,8:50.0,A. Crabbe misses 2-pt jump shot from 18 ft,,4,6
23,1,8:47.0,,Defensive rebound by K. Leonard,4,6
24,1,8:38.0,,P. Gasol makes 2-pt jump shot from 5 ft,4,8
25,1,8:29.0,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,,4,8
26,1,8:26.0,,Defensive rebound by T. Parker,4,8
27,1,8:21.0,,T. Parker misses 2-pt jump shot from 18 ft,4,8
28,1,8:21.0,Defensive rebound by R. Hollis-Jefferson,,4,8
29,1,8:13.0,Turnover by R. Hollis-Jefferson (bad pass),,4,8
30,1,7:55.0,,K. Leonard makes 2-pt layup at rim,4,10
31,1,7:43.0,T. Zeller makes 2-pt jump shot from 1 ft (assist by D. Carroll),,6,10
32,1,7:29.0,,Turnover by T. Parker (bad pass; steal by R. Hollis-Jefferson),6,10
33,1,7:21.0,D. Carroll misses 2-pt jump shot from 9 ft,,6,10
34,1,7:17.0,,Defensive rebound by L. Aldridge,6,10
35,1,7:04.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Aldridge),6,13
36,1,7:03.0,Brooklyn full timeout,,6,13
37,1,6:46.0,D. Carroll misses 3-pt jump shot from 23 ft,,6,13
38,1,6:43.0,,Defensive rebound by P. Gasol,6,13
39,1,6:28.0,,Personal foul by T. Zeller (drawn by P. Gasol),6,13
40,1,6:23.0,,P. Gasol misses 2-pt jump shot from 15 ft,6,13
41,1,6:17.0,Defensive rebound by R. Hollis-Jefferson,,6,13
42,1,6:12.0,A. Crabbe makes 2-pt jump shot from 21 ft (assist by R. Hollis-Jefferson),,8,13
43,1,5:58.0,,T. Parker misses 2-pt jump shot from 11 ft,8,13
44,1,5:55.0,Defensive rebound by R. Hollis-Jefferson,,8,13
45,1,5:44.0,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,,10,13
46,1,5:29.0,,K. Leonard misses 3-pt jump shot from 24 ft,10,13
47,1,5:24.0,Defensive rebound by T. Zeller,,10,13
48,1,5:08.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,10,13
49,1,5:08.0,Offensive rebound by Team,,10,13
50,1,5:08.0,Personal foul by D. Green (drawn by T. Zeller),,10,13
51,1,5:08.0,,M. Ginóbili enters the game for K. Leonard,10,13
52,1,5:08.0,,R. Gay enters the game for T. Parker,10,13
53,1,5:08.0,,K. Anderson enters the game for D. Green,10,13
54,1,5:08.0,,P. Mills enters the game for P. Gasol,10,13
55,1,5:08.0,J. Harris enters the game for A. Crabbe,,10,13
56,1,5:08.0,J. Allen enters the game for T. Zeller,,10,13
57,1,5:04.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,10,13
58,1,5:01.0,,Defensive rebound by K. Anderson,10,13
59,1,4:57.0,,M. Ginóbili misses 2-pt layup from 3 ft,10,13
