,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
32,1,6:57.0,,Defensive rebound by K. Kuzma,11,12
33,1,6:56.0,,Turnover by K. Kuzma (bad pass; steal by J. Richardson),11,12
34,1,6:54.0,Turnover by J. Richardson (bad pass; steal by L. Ball),,11,12
35,1,6:52.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,11,12
36,1,6:43.0,Defensive rebound by J. Richardson,,11,12
37,1,6:37.0,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),,13,12
38,1,6:14.0,,J. Randle makes 2-pt hook shot from 7 ft,13,14
39,1,5:54.0,T. Johnson misses 3-pt jump shot from 24 ft,,13,14
40,1,5:51.0,,Defensive rebound by J. Randle,13,14
41,1,5:43.0,,L. Ball misses 2-pt layup from 1 ft,13,14
42,1,5:41.0,Defensive rebound by J. Johnson,,13,14
43,1,5:27.0,J. Johnson misses 2-pt layup from 2 ft (block by B. Lopez),,13,14
44,1,5:24.0,,Defensive rebound by B. Lopez,13,14
45,1,5:21.0,,K. Kuzma misses 3-pt jump shot from 27 ft,13,14
46,1,5:19.0,Defensive rebound by Team,,13,14
47,1,5:19.0,,LA Lakers full timeout,13,14
48,1,5:19.0,,I. Thomas enters the game for K. Kuzma,13,14
49,1,5:19.0,J. Winslow enters the game for J. Johnson,,13,14
50,1,5:19.0,W. Ellington enters the game for T. Johnson,,13,14
51,1,5:05.0,J. Richardson misses 2-pt layup from 2 ft,,13,14
52,1,5:04.0,,Defensive rebound by L. Ball,13,14
53,1,4:50.0,,J. Randle makes 2-pt hook shot from 4 ft,13,16
54,1,4:40.0,J. Winslow misses 3-pt jump shot from 24 ft,,13,16
55,1,4:35.0,Offensive rebound by B. Adebayo,,13,16
56,1,4:26.0,B. Adebayo misses 2-pt jump shot from 5 ft,,13,16
57,1,4:21.0,Offensive rebound by B. Adebayo,,13,16
58,1,4:21.0,B. Adebayo misses 2-pt layup at rim,,13,16
59,1,4:21.0,Offensive rebound by B. Adebayo,,13,16
60,1,4:19.0,W. Ellington misses 3-pt jump shot from 25 ft,,13,16
61,1,4:17.0,,Defensive rebound by J. Randle,13,16
62,1,4:15.0,,I. Thomas misses 3-pt jump shot from 29 ft,13,16
63,1,4:15.0,Defensive rebound by J. Richardson,,13,16
64,1,4:02.0,G. Dragić makes 2-pt layup from 4 ft,,15,16
65,1,3:42.0,,J. Randle misses 2-pt hook shot from 8 ft,15,16
66,1,3:38.0,Defensive rebound by W. Ellington,,15,16
67,1,3:35.0,Shooting foul by B. Lopez (drawn by G. Dragić),,15,16
68,1,3:35.0,G. Dragić makes free throw 1 of 2,,16,16
69,1,3:35.0,R. McGruder enters the game for J. Richardson,,16,16
70,1,3:35.0,K. Olynyk enters the game for B. Adebayo,,16,16
71,1,3:35.0,G. Dragić makes free throw 2 of 2,,17,16
72,1,3:25.0,,Personal foul by J. Winslow (drawn by J. Randle),17,16
73,1,3:09.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,17,16
74,1,3:09.0,Defensive rebound by W. Ellington,,17,16
75,1,3:03.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by R. McGruder),,20,16
76,1,3:00.0,,LA Lakers full timeout,20,16
77,1,3:00.0,,T. Wear enters the game for B. Lopez,20,16
78,1,2:50.0,,T. Wear makes 3-pt jump shot from 23 ft (assist by L. Ball),20,19
79,1,2:30.0,G. Dragić makes 3-pt jump shot from 24 ft,,23,19
80,1,2:14.0,,L. Ball misses 2-pt jump shot from 8 ft,23,19
81,1,2:13.0,Defensive rebound by R. McGruder,,23,19
82,1,2:07.0,Personal foul by T. Wear (drawn by K. Olynyk),,23,19
83,1,2:07.0,T. Johnson enters the game for G. Dragić,,23,19
84,1,1:53.0,J. Winslow misses 2-pt jump shot from 14 ft,,23,19
85,1,1:49.0,,Defensive rebound by K. Caldwell-Pope,23,19
86,1,1:39.0,,Shooting foul by R. McGruder (drawn by I. Thomas),23,19
87,1,1:39.0,,I. Thomas misses free throw 1 of 2,23,19
88,1,1:39.0,,Offensive rebound by Team,23,19
89,1,1:39.0,,T. Ennis enters the game for L. Ball,23,19
90,1,1:39.0,,I. Thomas makes free throw 2 of 2,23,20
91,1,1:26.0,J. Winslow makes 2-pt layup at rim,,25,20
92,1,1:13.0,,J. Randle makes 2-pt layup from 1 ft (assist by I. Thomas),25,22
93,1,0:48.0,Turnover by K. Olynyk (lost ball; steal by J. Randle),,25,22
94,1,0:44.0,,J. Randle makes 2-pt layup from 1 ft,25,24
95,1,0:26.0,J. Winslow misses 3-pt jump shot from 23 ft,,25,24
96,1,0:23.0,,Defensive rebound by I. Thomas,25,24
97,1,0:01.0,,I. Thomas misses 2-pt layup from 2 ft,25,24
98,1,0:00.0,,Offensive rebound by I. Thomas,25,24
99,1,0:00.0,,I. Thomas misses 2-pt layup from 2 ft (block by K. Olynyk),25,24
100,1,0:00.0,,Offensive rebound by Team,25,24
101,2,11:44.0,R. McGruder misses 2-pt jump shot from 15 ft,,25,24
102,2,11:39.0,,Defensive rebound by K. Kuzma,25,24
103,2,11:31.0,,K. Kuzma misses 2-pt layup from 1 ft,25,24
104,2,11:29.0,Defensive rebound by K. Olynyk,,25,24
105,2,11:23.0,K. Olynyk misses 2-pt layup from 2 ft (block by I. Zubac),,25,24
106,2,11:23.0,Offensive rebound by K. Olynyk,,25,24
107,2,11:23.0,Personal foul by K. Kuzma (drawn by K. Olynyk),,25,24
108,2,11:16.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by T. Johnson),,28,24
109,2,10:56.0,,Shooting foul by J. Winslow (drawn by T. Wear),28,24
110,2,10:56.0,,T. Wear makes free throw 1 of 2,28,25
111,2,10:56.0,,T. Wear makes free throw 2 of 2,28,26
112,2,10:42.0,R. McGruder misses 2-pt layup from 3 ft,,28,26
113,2,10:40.0,,Defensive rebound by T. Wear,28,26
114,2,10:39.0,,Turnover by T. Wear (bad pass; steal by K. Olynyk),28,26
115,2,10:38.0,Personal foul by T. Ennis (drawn by K. Olynyk),,28,26
116,2,10:28.0,T. Johnson misses 2-pt jump shot from 9 ft,,28,26
117,2,10:25.0,,Defensive rebound by I. Zubac,28,26
118,2,10:11.0,,T. Ennis makes 2-pt jump shot from 16 ft,28,28
119,2,9:56.0,Def 3 sec tech foul by T. Ennis,,28,28
120,2,9:56.0,W. Ellington makes technical free throw,,29,28
121,2,9:48.0,J. Winslow misses 3-pt jump shot from 22 ft,,29,28
122,2,9:43.0,,Defensive rebound by I. Zubac,29,28
123,2,9:34.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by I. Thomas),29,30
124,2,9:15.0,T. Johnson misses 3-pt jump shot from 24 ft,,29,30
125,2,9:11.0,,Defensive rebound by T. Wear,29,30
126,2,9:02.0,,Turnover by I. Zubac (lost ball; steal by K. Olynyk),29,30
127,2,8:52.0,Personal foul by I. Thomas (drawn by R. McGruder),,29,30
128,2,8:42.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by T. Johnson),,32,30
129,2,8:24.0,,T. Ennis misses 2-pt layup from 1 ft,32,30
130,2,8:22.0,Defensive rebound by J. Winslow,,32,30
131,2,8:19.0,R. McGruder misses 3-pt jump shot from 22 ft,,32,30
132,2,8:14.0,Offensive rebound by W. Ellington,,32,30
133,2,8:11.0,W. Ellington misses 2-pt jump shot from 12 ft,,32,30
134,2,8:11.0,,Defensive rebound by T. Ennis,32,30
135,2,7:52.0,,I. Thomas misses 2-pt jump shot from 10 ft (block by R. McGruder),32,30
136,2,7:49.0,Defensive rebound by T. Johnson,,32,30
137,2,7:45.0,R. McGruder makes 2-pt layup from 2 ft (assist by J. Winslow),,34,30
138,2,7:35.0,,LA Lakers full timeout,34,30
139,2,7:35.0,,B. Lopez enters the game for T. Wear,34,30
140,2,7:35.0,,L. Ball enters the game for I. Zubac,34,30
141,2,7:35.0,J. Johnson enters the game for J. Winslow,,34,30
142,2,7:21.0,,Turnover by T. Ennis (lost ball; steal by T. Johnson),34,30
143,2,7:10.0,Offensive foul by K. Olynyk (drawn by L. Ball),,34,30
144,2,7:10.0,Turnover by K. Olynyk (offensive foul),,34,30
145,2,7:10.0,J. Richardson enters the game for T. Johnson,,34,30
146,2,6:55.0,,B. Lopez misses 2-pt jump shot from 7 ft,34,30
147,2,6:50.0,Defensive rebound by J. Richardson,,34,30
148,2,6:47.0,K. Olynyk misses 3-pt jump shot from 24 ft,,34,30
149,2,6:44.0,,Defensive rebound by L. Ball,34,30
150,2,6:41.0,,Personal foul by K. Olynyk (drawn by B. Lopez),34,30
151,2,6:41.0,,K. Caldwell-Pope enters the game for T. Ennis,34,30
152,2,6:41.0,B. Adebayo enters the game for K. Olynyk,,34,30
153,2,6:25.0,,B. Lopez misses 2-pt hook shot from 5 ft,34,30
154,2,6:22.0,Defensive rebound by B. Adebayo,,34,30
155,2,6:17.0,J. Richardson misses 3-pt jump shot from 25 ft,,34,30
156,2,6:12.0,,Defensive rebound by K. Caldwell-Pope,34,30
157,2,6:08.0,,Shooting foul by B. Adebayo (drawn by I. Thomas),34,30
158,2,6:08.0,,I. Thomas makes free throw 1 of 2,34,31
159,2,6:08.0,G. Dragić enters the game for W. Ellington,,34,31
160,2,6:08.0,,I. Thomas makes free throw 2 of 2,34,32
161,2,5:56.0,Shooting foul by I. Thomas (drawn by G. Dragić),,34,32
162,2,5:56.0,G. Dragić makes free throw 1 of 2,,35,32
163,2,5:56.0,,J. Randle enters the game for I. Thomas,35,32
164,2,5:56.0,G. Dragić makes free throw 2 of 2,,36,32
165,2,5:41.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),36,35
166,2,5:23.0,R. McGruder makes 2-pt jump shot from 9 ft (assist by J. Johnson),,38,35
167,2,5:12.0,,K. Kuzma makes 2-pt hook shot from 8 ft (assist by L. Ball),38,37
168,2,4:56.0,J. Johnson misses 3-pt jump shot from 25 ft,,38,37
169,2,4:52.0,Offensive rebound by J. Richardson,,38,37
170,2,4:50.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Johnson),,40,37
171,2,4:35.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by K. Kuzma),40,40
172,2,4:16.0,R. McGruder misses 2-pt layup from 2 ft (block by B. Lopez),,40,40
173,2,4:16.0,Offensive rebound by Team,,40,40
174,2,4:15.0,J. Johnson misses 3-pt jump shot from 24 ft,,40,40
175,2,4:12.0,,Defensive rebound by K. Caldwell-Pope,40,40
176,2,4:07.0,,Turnover by K. Caldwell-Pope (bad pass),40,40
177,2,4:07.0,Miami full timeout,,40,40
178,2,4:07.0,,I. Thomas enters the game for K. Kuzma,40,40
179,2,3:51.0,R. McGruder makes 2-pt jump shot from 6 ft,,42,40
180,2,3:36.0,,Turnover by L. Ball (bad pass; steal by J. Johnson),42,40
181,2,3:32.0,G. Dragić misses 2-pt layup from 1 ft,,42,40
182,2,3:29.0,Offensive rebound by R. McGruder,,42,40
183,2,3:21.0,G. Dragić makes 3-pt jump shot from 25 ft,,45,40
184,2,3:05.0,,J. Randle makes 2-pt layup from 1 ft (assist by B. Lopez),45,42
185,2,3:01.0,Turnover by G. Dragić (bad pass; steal by L. Ball),,45,42
186,2,2:56.0,,L. Ball makes 2-pt layup from 1 ft (assist by J. Randle),45,44
187,2,2:33.0,J. Johnson misses 2-pt layup from 4 ft,,45,44
188,2,2:31.0,,Defensive rebound by L. Ball,45,44
189,2,2:25.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),45,46
190,2,2:25.0,,Shooting foul by J. Johnson (drawn by J. Randle),45,46
191,2,2:25.0,W. Ellington enters the game for R. McGruder,,45,46
192,2,2:25.0,,J. Randle misses free throw 1 of 1,45,46
193,2,2:23.0,Defensive rebound by J. Johnson,,45,46
194,2,2:14.0,G. Dragić misses 3-pt jump shot from 24 ft,,45,46
195,2,2:12.0,,Defensive rebound by Team,45,46
196,2,1:50.0,,Turnover by I. Thomas (lost ball; steal by W. Ellington),45,46
197,2,1:48.0,Offensive foul by W. Ellington (drawn by K. Caldwell-Pope),,45,46
198,2,1:48.0,Turnover by W. Ellington (offensive foul),,45,46
199,2,1:48.0,K. Olynyk enters the game for J. Johnson,,45,46
200,2,1:33.0,,L. Ball makes 2-pt dunk from 1 ft (assist by J. Randle),45,48
201,2,1:11.0,Personal foul by K. Caldwell-Pope (drawn by J. Richardson),,45,48
202,2,1:11.0,J. Richardson misses free throw 1 of 2,,45,48
203,2,1:11.0,Offensive rebound by Team,,45,48
204,2,1:11.0,J. Johnson enters the game for K. Olynyk,,45,48
205,2,1:11.0,J. Richardson makes free throw 2 of 2,,46,48
206,2,0:54.0,,Personal foul by W. Ellington (drawn by K. Caldwell-Pope),46,48
207,2,0:54.0,,K. Caldwell-Pope makes free throw 1 of 2,46,49
208,2,0:54.0,,K. Caldwell-Pope makes free throw 2 of 2,46,50
209,2,0:52.0,Miami full timeout,,46,50
210,2,0:52.0,,T. Ennis enters the game for I. Thomas,46,50
211,2,0:37.0,G. Dragić makes 2-pt jump shot from 13 ft,,48,50
212,2,0:17.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,48,50
213,2,0:14.0,Defensive rebound by W. Ellington,,48,50
214,2,0:00.0,G. Dragić makes 2-pt jump shot from 8 ft,,50,50
215,3,11:43.0,J. Johnson makes 2-pt layup from 2 ft (assist by T. Johnson),,52,50
216,3,11:16.0,,J. Randle misses 2-pt hook shot from 9 ft,52,50
217,3,11:16.0,,Offensive rebound by Team,52,50
218,3,11:16.0,Loose ball foul by J. Richardson (drawn by K. Kuzma),,52,50
219,3,11:03.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Richardson),52,50
220,3,11:03.0,Personal foul by J. Randle (drawn by J. Richardson),,52,50
221,3,10:53.0,J. Johnson makes 2-pt layup from 1 ft,,54,50
222,3,10:44.0,,Turnover by L. Ball (bad pass; steal by J. Richardson),54,50
223,3,10:41.0,G. Dragić makes 2-pt layup at rim (assist by J. Richardson),,56,50
224,3,10:41.0,,LA Lakers full timeout,56,50
225,3,10:31.0,,Shooting foul by B. Adebayo (drawn by B. Lopez),56,50
226,3,10:31.0,,B. Lopez misses free throw 1 of 3,56,50
227,3,10:31.0,,Offensive rebound by Team,56,50
228,3,10:31.0,,B. Lopez makes free throw 2 of 3,56,51
229,3,10:31.0,,B. Lopez makes free throw 3 of 3,56,52
230,3,10:20.0,J. Johnson misses 2-pt jump shot from 18 ft,,56,52
231,3,10:16.0,,Defensive rebound by J. Randle,56,52
232,3,10:10.0,,Shooting foul by J. Johnson (drawn by J. Randle),56,52
233,3,10:10.0,,J. Randle makes free throw 1 of 2,56,53
234,3,10:10.0,,J. Randle makes free throw 2 of 2,56,54
235,3,9:47.0,G. Dragić misses 2-pt jump shot from 10 ft,,56,54
236,3,9:45.0,,Defensive rebound by B. Lopez,56,54
237,3,9:30.0,,Turnover by L. Ball (bad pass),56,54
238,3,9:13.0,Turnover by G. Dragić (out of bounds lost ball),,56,54
239,3,8:59.0,,Shooting foul by B. Adebayo (drawn by B. Lopez),56,54
240,3,8:59.0,,B. Lopez makes free throw 1 of 2,56,55
241,3,8:59.0,,B. Lopez makes free throw 2 of 2,56,56
242,3,8:48.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Johnson),,58,56
243,3,8:31.0,,L. Ball makes 2-pt layup from 2 ft,58,58
244,3,8:19.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,60,58
245,3,8:07.0,,L. Ball misses 2-pt layup from 2 ft,60,58
246,3,8:05.0,,Offensive rebound by L. Ball,60,58
247,3,8:03.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),60,61
248,3,7:50.0,Personal foul by K. Kuzma (drawn by G. Dragić),,60,61
249,3,7:38.0,J. Richardson misses 2-pt layup from 2 ft,,60,61
250,3,7:35.0,,Defensive rebound by J. Randle,60,61
251,3,7:29.0,,J. Randle misses 2-pt layup from 2 ft,60,61
252,3,7:26.0,Defensive rebound by J. Richardson,,60,61
253,3,7:20.0,Shooting foul by B. Lopez (drawn by J. Johnson),,60,61
254,3,7:20.0,J. Johnson misses free throw 1 of 2,,60,61
255,3,7:20.0,Offensive rebound by Team,,60,61
256,3,7:20.0,J. Johnson makes free throw 2 of 2,,61,61
257,3,7:07.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,61,61
258,3,7:07.0,Defensive rebound by Team,,61,61
259,3,6:53.0,J. Johnson misses 2-pt jump shot from 3 ft,,61,61
260,3,6:51.0,,Defensive rebound by J. Randle,61,61
261,3,6:46.0,,J. Randle misses 2-pt layup from 2 ft,61,61
262,3,6:46.0,Defensive rebound by G. Dragić,,61,61
263,3,6:40.0,Turnover by G. Dragić (bad pass),,61,61
264,3,6:20.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by L. Ball),61,63
265,3,6:07.0,Turnover by J. Richardson (lost ball; steal by K. Caldwell-Pope),,61,63
266,3,6:05.0,,K. Caldwell-Pope makes 2-pt dunk from 1 ft,61,65
267,3,6:04.0,Miami full timeout,,61,65
268,3,6:04.0,,I. Thomas enters the game for K. Kuzma,61,65
269,3,5:49.0,G. Dragić misses 3-pt jump shot from 25 ft,,61,65
270,3,5:47.0,Offensive rebound by Team,,61,65
271,3,5:47.0,W. Ellington enters the game for J. Richardson,,61,65
272,3,5:41.0,T. Johnson makes 2-pt jump shot from 6 ft,,63,65
273,3,5:20.0,,Shooting foul by J. Johnson (drawn by J. Randle),63,65
274,3,5:20.0,,J. Randle makes free throw 1 of 2,63,66
275,3,5:20.0,,J. Randle makes free throw 2 of 2,63,67
276,3,5:08.0,T. Johnson makes 2-pt layup from 2 ft,,65,67
277,3,4:57.0,,L. Ball misses 2-pt layup from 4 ft (block by T. Johnson),65,67
278,3,4:57.0,,Offensive rebound by Team,65,67
279,3,4:52.0,,L. Ball misses 3-pt jump shot from 23 ft,65,67
280,3,4:46.0,,Offensive rebound by K. Caldwell-Pope,65,67
281,3,4:46.0,,K. Caldwell-Pope makes 2-pt layup at rim,65,69
282,3,4:27.0,T. Johnson misses 3-pt jump shot from 24 ft,,65,69
283,3,4:23.0,,Defensive rebound by J. Randle,65,69
284,3,4:16.0,,I. Thomas misses 2-pt jump shot from 15 ft,65,69
285,3,4:14.0,Defensive rebound by G. Dragić,,65,69
286,3,4:12.0,Shooting foul by K. Caldwell-Pope (drawn by G. Dragić),,65,69
287,3,4:12.0,G. Dragić makes free throw 1 of 2,,66,69
288,3,4:12.0,G. Dragić makes free throw 2 of 2,,67,69
289,3,3:53.0,,B. Lopez misses 3-pt jump shot from 26 ft,67,69
290,3,3:50.0,Defensive rebound by J. Johnson,,67,69
291,3,3:37.0,W. Ellington misses 3-pt jump shot from 24 ft,,67,69
292,3,3:34.0,,Defensive rebound by J. Randle,67,69
293,3,3:27.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Johnson),67,69
294,3,3:20.0,B. Adebayo makes 2-pt layup from 3 ft (assist by W. Ellington),,69,69
295,3,3:11.0,,B. Lopez misses 3-pt jump shot from 25 ft,69,69
296,3,3:08.0,Defensive rebound by G. Dragić,,69,69
297,3,2:59.0,G. Dragić misses 2-pt jump shot from 6 ft,,69,69
298,3,2:55.0,Offensive rebound by B. Adebayo,,69,69
299,3,2:53.0,Shooting foul by K. Caldwell-Pope (drawn by B. Adebayo),,69,69
300,3,2:53.0,B. Adebayo misses free throw 1 of 2,,69,69
301,3,2:53.0,Offensive rebound by Team,,69,69
302,3,2:53.0,,T. Wear enters the game for B. Lopez,69,69
303,3,2:53.0,J. Winslow enters the game for J. Johnson,,69,69
304,3,2:53.0,K. Olynyk enters the game for G. Dragić,,69,69
305,3,2:53.0,B. Adebayo makes free throw 2 of 2,,70,69
306,3,2:53.0,,I. Zubac enters the game for J. Randle,70,69
307,3,2:33.0,,Turnover by I. Thomas (out of bounds lost ball),70,69
308,3,2:19.0,K. Olynyk makes 2-pt jump shot from 21 ft (assist by T. Johnson),,72,69
309,3,2:08.0,,I. Zubac makes 2-pt layup from 2 ft (assist by L. Ball),72,71
310,3,1:54.0,B. Adebayo makes 2-pt jump shot from 4 ft (assist by J. Winslow),,74,71
311,3,1:42.0,,L. Ball misses 2-pt jump shot from 12 ft (block by J. Winslow),74,71
312,3,1:39.0,,Offensive rebound by L. Ball,74,71
313,3,1:37.0,,I. Thomas misses 3-pt jump shot from 24 ft,74,71
314,3,1:34.0,Defensive rebound by J. Winslow,,74,71
315,3,1:13.0,Offensive foul by T. Johnson (drawn by I. Thomas),,74,71
316,3,1:13.0,Turnover by T. Johnson (offensive foul),,74,71
317,3,1:00.0,,L. Ball misses 2-pt jump shot from 7 ft,74,71
318,3,0:58.0,,Offensive rebound by L. Ball,74,71
319,3,0:58.0,,L. Ball misses 2-pt layup at rim,74,71
320,3,0:57.0,,Offensive rebound by I. Zubac,74,71
321,3,0:56.0,,Turnover by I. Zubac (lost ball; steal by T. Johnson),74,71
322,3,0:56.0,Miami full timeout,,74,71
323,3,0:43.0,W. Ellington misses 2-pt jump shot from 22 ft,,74,71
324,3,0:41.0,,Defensive rebound by K. Caldwell-Pope,74,71
325,3,0:24.0,,T. Wear misses 2-pt jump shot from 21 ft,74,71
326,3,0:24.0,Defensive rebound by J. Winslow,,74,71
327,3,0:04.0,J. Winslow misses 2-pt layup from 5 ft (block by L. Ball),,74,71
328,3,0:04.0,Offensive rebound by Team,,74,71
329,3,0:01.0,B. Adebayo misses 2-pt jump shot from 13 ft,,74,71
330,3,0:01.0,,Defensive rebound by L. Ball,74,71
331,3,0:00.0,,L. Ball misses 3-pt jump shot from 72 ft,74,71
332,3,0:00.0,,Offensive rebound by Team,74,71
333,4,11:47.0,,T. Wear makes 3-pt jump shot from 24 ft (assist by I. Thomas),74,74
334,4,11:27.0,B. Adebayo misses 2-pt jump shot from 10 ft,,74,74
335,4,11:25.0,,Defensive rebound by K. Kuzma,74,74
336,4,11:05.0,,J. Randle misses 2-pt jump shot from 6 ft,74,74
337,4,11:02.0,Defensive rebound by K. Olynyk,,74,74
338,4,10:58.0,T. Johnson misses 3-pt jump shot from 24 ft,,74,74
339,4,10:54.0,,Defensive rebound by K. Kuzma,74,74
340,4,10:47.0,,T. Wear makes 3-pt jump shot from 25 ft (assist by K. Kuzma),74,77
341,4,10:30.0,K. Olynyk makes 2-pt dunk at rim (assist by J. Winslow),,76,77
342,4,10:13.0,,K. Kuzma misses 3-pt jump shot from 22 ft,76,77
343,4,10:11.0,Defensive rebound by K. Olynyk,,76,77
344,4,9:50.0,T. Johnson makes 2-pt layup from 1 ft,,78,77
345,4,9:43.0,,I. Thomas misses 2-pt layup from 2 ft (block by K. Olynyk),78,77
346,4,9:43.0,,Offensive rebound by Team,78,77
347,4,9:43.0,J. Richardson enters the game for T. Johnson,,78,77
348,4,9:38.0,,T. Wear misses 2-pt jump shot from 15 ft,78,77
349,4,9:36.0,Defensive rebound by B. Adebayo,,78,77
350,4,9:26.0,K. Olynyk misses 3-pt jump shot from 25 ft,,78,77
351,4,9:22.0,,Defensive rebound by K. Kuzma,78,77
352,4,9:16.0,,I. Thomas makes 2-pt layup from 1 ft (assist by K. Kuzma),78,79
353,4,9:03.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,81,79
354,4,8:41.0,,B. Lopez enters the game for J. Randle,81,79
355,4,8:39.0,,Turnover by K. Kuzma (bad pass; steal by J. Winslow),81,79
356,4,8:20.0,W. Ellington misses 3-pt jump shot from 24 ft,,81,79
357,4,8:16.0,Offensive rebound by B. Adebayo,,81,79
358,4,8:14.0,K. Olynyk misses 3-pt jump shot from 22 ft,,81,79
359,4,8:11.0,Offensive rebound by J. Richardson,,81,79
360,4,8:11.0,B. Adebayo makes 2-pt dunk at rim (assist by J. Richardson),,83,79
361,4,8:11.0,Shooting foul by B. Lopez (drawn by B. Adebayo),,83,79
362,4,8:11.0,,L. Ball enters the game for T. Ennis,83,79
363,4,8:11.0,,K. Caldwell-Pope enters the game for T. Wear,83,79
364,4,8:11.0,B. Adebayo misses free throw 1 of 1,,83,79
365,4,8:08.0,,Defensive rebound by K. Kuzma,83,79
366,4,7:54.0,,Turnover by I. Thomas (lost ball; steal by K. Olynyk),83,79
367,4,7:52.0,Personal foul by K. Kuzma (drawn by J. Winslow),,83,79
368,4,7:52.0,R. McGruder enters the game for B. Adebayo,,83,79
369,4,7:52.0,,J. Randle enters the game for B. Lopez,83,79
370,4,7:43.0,J. Winslow misses 3-pt jump shot from 26 ft,,83,79
371,4,7:39.0,Offensive rebound by J. Richardson,,83,79
372,4,7:30.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),,85,79
373,4,7:12.0,,Turnover by K. Caldwell-Pope (bad pass),85,79
374,4,6:58.0,J. Winslow misses 2-pt layup from 1 ft,,85,79
375,4,6:55.0,,Defensive rebound by J. Randle,85,79
376,4,6:47.0,,Personal foul by J. Richardson (drawn by J. Randle),85,79
377,4,6:47.0,,LA Lakers full timeout,85,79
378,4,6:39.0,,K. Kuzma misses 2-pt layup from 1 ft,85,79
