,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
0,1,11:33.0,A. Rivers misses 2-pt jump shot from 5 ft (block by D. Smith),,0,0
1,1,11:30.0,,Defensive rebound by M. Kleber,0,0
2,1,11:29.0,,Turnover by D. Smith (out of bounds lost ball),0,0
3,1,11:11.0,Turnover by D. Jordan (bad pass),,0,0
4,1,10:56.0,,H. Barnes misses 2-pt jump shot from 9 ft,0,0
5,1,10:53.0,Defensive rebound by D. Jordan,,0,0
6,1,10:46.0,W. Johnson misses 2-pt jump shot from 16 ft,,0,0
7,1,10:44.0,,Defensive rebound by Team,0,0
8,1,10:44.0,Loose ball foul by M. Harrell (drawn by D. Nowitzki),,0,0
9,1,10:26.0,,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by H. Barnes),0,3
10,1,10:17.0,L. Williams misses 2-pt jump shot from 15 ft,,0,3
11,1,10:16.0,Offensive rebound by Team,,0,3
12,1,10:07.0,D. Jordan misses 2-pt hook shot from 4 ft,,0,3
13,1,10:06.0,Offensive rebound by M. Harrell,,0,3
14,1,10:04.0,M. Harrell misses 2-pt layup at rim,,0,3
15,1,10:02.0,,Defensive rebound by H. Barnes,0,3
16,1,9:54.0,,D. Smith makes 3-pt jump shot from 22 ft (assist by W. Matthews),0,6
17,1,9:36.0,W. Johnson misses 2-pt jump shot from 20 ft,,0,6
18,1,9:36.0,,Defensive rebound by D. Smith,0,6
19,1,9:22.0,,H. Barnes misses 2-pt layup from 1 ft,0,6
20,1,9:22.0,,Offensive rebound by M. Kleber,0,6
21,1,9:19.0,,M. Kleber misses 2-pt jump shot from 4 ft,0,6
22,1,9:19.0,,Offensive rebound by H. Barnes,0,6
23,1,9:19.0,,Shooting foul by D. Jordan (drawn by H. Barnes),0,6
24,1,9:19.0,,H. Barnes makes free throw 1 of 2,0,7
25,1,9:19.0,,H. Barnes makes free throw 2 of 2,0,8
26,1,9:01.0,Shooting foul by D. Smith (drawn by L. Williams),,0,8
27,1,9:01.0,L. Williams makes free throw 1 of 3,,1,8
28,1,9:01.0,L. Williams makes free throw 2 of 3,,2,8
29,1,8:49.0,,H. Barnes makes 2-pt dunk from 2 ft (assist by W. Matthews),2,10
30,1,8:36.0,Turnover by W. Johnson (out of bounds lost ball),,2,10
31,1,8:20.0,,W. Matthews misses 3-pt jump shot from 25 ft,2,10
32,1,8:20.0,Defensive rebound by M. Harrell,,2,10
33,1,8:05.0,L. Williams misses 2-pt layup from 1 ft (block by W. Matthews),,2,10
34,1,8:05.0,Offensive rebound by Team,,2,10
35,1,8:05.0,S. Dekker enters the game for M. Harrell,,2,10
36,1,7:57.0,W. Johnson makes 2-pt jump shot from 19 ft,,4,10
37,1,7:36.0,,D. Smith misses 3-pt jump shot from 25 ft,4,10
38,1,7:32.0,Defensive rebound by D. Jordan,,4,10
39,1,7:25.0,S. Dekker misses 3-pt jump shot from 23 ft,,4,10
40,1,7:22.0,Offensive rebound by D. Jordan,,4,10
41,1,7:22.0,D. Jordan makes 2-pt layup at rim,,6,10
42,1,6:57.0,,W. Matthews misses 2-pt jump shot from 16 ft,6,10
43,1,6:55.0,,Offensive rebound by M. Kleber,6,10
44,1,6:51.0,,W. Matthews makes 2-pt jump shot from 17 ft (assist by M. Kleber),6,12
45,1,6:43.0,Personal foul by M. Kleber (drawn by D. Jordan),,6,12
46,1,6:43.0,,Dallas full timeout,6,12
47,1,6:43.0,,Y. Ferrell enters the game for D. Smith,6,12
48,1,6:43.0,,S. Mejri enters the game for D. Nowitzki,6,12
49,1,6:38.0,A. Rivers misses 2-pt jump shot from 11 ft,,6,12
50,1,6:35.0,Offensive rebound by D. Jordan,,6,12
51,1,6:35.0,D. Jordan makes 2-pt layup at rim,,8,12
52,1,6:20.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,8,12
53,1,6:20.0,,Offensive rebound by Team,8,12
54,1,6:04.0,,H. Barnes misses 2-pt jump shot from 5 ft (block by D. Jordan),8,12
55,1,6:02.0,,Offensive rebound by S. Mejri,8,12
