,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
67,1,4:00.0,,T. Ariza misses 3-pt jump shot from 22 ft,13,18
68,1,3:57.0,Defensive rebound by T. Maker,,13,18
69,1,3:42.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,13,18
70,1,3:40.0,,Defensive rebound by N. Hilário,13,18
71,1,3:37.0,,Turnover by J. Harden (bad pass; steal by D. Liggins),13,18
72,1,3:34.0,,Offensive charge foul by D. Liggins (drawn by R. Anderson),13,18
73,1,3:34.0,Turnover by D. Liggins (offensive foul),,13,18
74,1,3:34.0,S. Brown enters the game for D. Liggins,,13,18
75,1,3:23.0,,J. Harden misses 2-pt layup from 1 ft (block by E. Bledsoe),13,18
76,1,3:20.0,Defensive rebound by K. Middleton,,13,18
77,1,3:15.0,E. Bledsoe makes 2-pt layup at rim (assist by K. Middleton),,15,18
78,1,3:01.0,,Shooting foul by S. Brown (drawn by J. Harden),15,18
79,1,3:01.0,,J. Harden misses free throw 1 of 2,15,18
80,1,3:01.0,,Offensive rebound by Team,15,18
81,1,3:01.0,,C. Paul enters the game for T. Ariza,15,18
82,1,3:01.0,,J. Harden makes free throw 2 of 2,15,19
83,1,2:54.0,E. Bledsoe misses 2-pt jump shot from 10 ft (block by N. Hilário),,15,19
84,1,2:51.0,,Defensive rebound by J. Harden,15,19
85,1,2:39.0,,Personal foul by T. Maker (drawn by E. Gordon),15,19
86,1,2:39.0,,E. Gordon makes free throw 1 of 2,15,20
87,1,2:39.0,,E. Gordon makes free throw 2 of 2,15,21
88,1,2:17.0,Shooting foul by N. Hilário (drawn by T. Maker),,15,21
89,1,2:17.0,T. Maker makes free throw 1 of 3,,16,21
90,1,2:17.0,T. Maker makes free throw 2 of 3,,17,21
91,1,2:17.0,T. Maker makes free throw 3 of 3,,18,21
92,1,2:04.0,,R. Anderson misses 3-pt jump shot from 22 ft,18,21
93,1,2:00.0,Defensive rebound by S. Brown,,18,21
94,1,1:55.0,K. Middleton misses 3-pt jump shot from 25 ft,,18,21
95,1,1:50.0,Offensive rebound by S. Brown,,18,21
96,1,1:48.0,M. Brogdon makes 3-pt jump shot from 23 ft (assist by K. Middleton),,21,21
97,1,1:27.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by J. Harden),21,23
98,1,1:15.0,Personal foul by N. Hilário (drawn by E. Bledsoe),,21,23
99,1,1:15.0,E. Bledsoe misses free throw 1 of 2,,21,23
100,1,1:15.0,Offensive rebound by Team,,21,23
101,1,1:15.0,,P. Tucker enters the game for J. Harden,21,23
102,1,1:15.0,G. Antetokounmpo enters the game for K. Middleton,,21,23
103,1,1:15.0,E. Bledsoe makes free throw 2 of 2,,22,23
104,1,0:58.0,,N. Hilário misses 2-pt layup from 2 ft (block by T. Maker),22,23
105,1,0:58.0,,Offensive rebound by Team,22,23
106,1,0:55.0,,E. Gordon makes 2-pt jump shot from 5 ft,22,25
107,1,0:55.0,,Shooting foul by S. Brown (drawn by E. Gordon),22,25
108,1,0:55.0,,E. Gordon makes free throw 1 of 1,22,26
109,1,0:40.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,24,26
110,1,0:36.0,,E. Gordon misses 3-pt jump shot from 26 ft,24,26
111,1,0:33.0,Defensive rebound by E. Bledsoe,,24,26
112,1,0:29.0,M. Brogdon misses 3-pt jump shot from 25 ft,,24,26
113,1,0:29.0,,Defensive rebound by P. Tucker,24,26
114,1,0:05.0,,Shooting block foul by S. Brown (drawn by C. Paul),24,26
115,1,0:05.0,,C. Paul makes free throw 1 of 2,24,27
116,1,0:05.0,,C. Paul makes free throw 2 of 2,24,28
117,1,0:02.0,Shooting foul by P. Tucker (drawn by G. Antetokounmpo),,24,28
118,1,0:02.0,G. Antetokounmpo misses free throw 1 of 2,,24,28
119,1,0:02.0,Offensive rebound by Team,,24,28
120,1,0:02.0,G. Antetokounmpo makes free throw 2 of 2,,25,28
121,1,0:00.0,,C. Paul misses 3-pt jump shot from 50 ft,25,28
122,1,0:00.0,,Offensive rebound by Team,25,28
123,2,11:35.0,,Turnover by C. Paul (bad pass; steal by S. Brown),25,28
124,2,11:30.0,R. Vaughn makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,28,28
125,2,11:08.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by E. Gordon),28,30
126,2,10:47.0,S. Brown makes 2-pt jump shot from 8 ft,,30,30
127,2,10:40.0,,C. Paul misses 2-pt jump shot from 12 ft,30,30
128,2,10:40.0,Defensive rebound by R. Vaughn,,30,30
129,2,10:40.0,,Technical foul by C. Paul,30,30
130,2,10:40.0,M. Brogdon makes technical free throw,,31,30
131,2,10:21.0,M. Brogdon misses 2-pt layup from 2 ft,,31,30
132,2,10:20.0,,Defensive rebound by N. Hilário,31,30
133,2,10:15.0,,Turnover by C. Paul (bad pass),31,30
134,2,9:59.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,31,30
135,2,9:59.0,Offensive rebound by Team,,31,30
136,2,9:59.0,,J. Harden enters the game for E. Gordon,31,30
137,2,9:42.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,31,30
138,2,9:42.0,,Defensive rebound by P. Tucker,31,30
139,2,9:32.0,,J. Harden misses 2-pt jump shot from 6 ft,31,30
140,2,9:32.0,Defensive rebound by G. Antetokounmpo,,31,30
141,2,9:27.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Ariza),,31,30
142,2,9:22.0,,T. Ariza misses 2-pt layup from 4 ft (block by R. Vaughn),31,30
143,2,9:22.0,,Offensive rebound by T. Ariza,31,30
144,2,9:22.0,,Personal foul by S. Brown (drawn by C. Paul),31,30
145,2,9:22.0,E. Bledsoe enters the game for S. Brown,,31,30
146,2,9:18.0,,Personal foul by M. Brogdon (drawn by J. Harden),31,30
147,2,9:14.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by C. Paul),31,32
148,2,8:58.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,34,32
149,2,8:44.0,,N. Hilário makes 2-pt jump shot from 13 ft (assist by C. Paul),34,34
150,2,8:25.0,Turnover by M. Brogdon (out of bounds lost ball),,34,34
151,2,8:25.0,J. Henson enters the game for T. Maker,,34,34
152,2,8:11.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by J. Harden),34,37
153,2,7:59.0,Personal foul by T. Ariza (drawn by E. Bledsoe),,34,37
154,2,7:56.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,34,37
155,2,7:53.0,,Defensive rebound by C. Paul,34,37
156,2,7:36.0,,J. Harden misses 3-pt jump shot from 26 ft,34,37
157,2,7:34.0,Defensive rebound by Team,,34,37
158,2,7:18.0,Turnover by E. Bledsoe (turnover),,34,37
159,2,7:09.0,,Turnover by C. Paul (bad pass; steal by M. Brogdon),34,37
160,2,7:05.0,M. Brogdon makes 2-pt layup at rim,,36,37
161,2,6:48.0,,Houston full timeout,36,37
162,2,6:48.0,,E. Gordon enters the game for C. Paul,36,37
163,2,6:48.0,,R. Anderson enters the game for N. Hilário,36,37
164,2,6:41.0,,J. Harden misses 3-pt jump shot from 25 ft,36,37
165,2,6:37.0,,Offensive rebound by P. Tucker,36,37
166,2,6:36.0,,P. Tucker misses 2-pt layup from 1 ft,36,37
167,2,6:36.0,,Offensive rebound by P. Tucker,36,37
168,2,6:33.0,,P. Tucker makes 2-pt layup at rim,36,39
169,2,6:17.0,M. Brogdon misses 2-pt layup at rim,,36,39
170,2,6:17.0,,Defensive rebound by J. Harden,36,39
171,2,6:05.0,,J. Harden misses 2-pt jump shot from 5 ft,36,39
172,2,6:03.0,Defensive rebound by M. Brogdon,,36,39
173,2,5:54.0,R. Vaughn misses 3-pt jump shot from 25 ft,,36,39
174,2,5:52.0,,Defensive rebound by T. Ariza,36,39
175,2,5:39.0,,R. Anderson misses 3-pt jump shot from 23 ft,36,39
176,2,5:35.0,Defensive rebound by J. Henson,,36,39
177,2,5:31.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,38,39
178,2,5:23.0,,R. Anderson misses 3-pt jump shot from 26 ft,38,39
179,2,5:20.0,Defensive rebound by R. Vaughn,,38,39
180,2,5:03.0,M. Brogdon makes 2-pt layup at rim (assist by G. Antetokounmpo),,40,39
181,2,4:49.0,,Shooting foul by E. Bledsoe (drawn by J. Harden),40,39
182,2,4:49.0,,J. Harden makes free throw 1 of 2,40,40
183,2,4:49.0,K. Middleton enters the game for R. Vaughn,,40,40
184,2,4:49.0,,J. Harden makes free throw 2 of 2,40,41
185,2,4:37.0,Offensive foul by J. Henson (drawn by E. Gordon),,40,41
186,2,4:37.0,Turnover by J. Henson (offensive foul),,40,41
187,2,4:22.0,,Turnover by E. Gordon (bad pass; steal by K. Middleton),40,41
188,2,4:19.0,Shooting foul by R. Anderson (drawn by G. Antetokounmpo),,40,41
189,2,4:19.0,G. Antetokounmpo makes free throw 1 of 2,,41,41
190,2,4:19.0,G. Antetokounmpo makes free throw 2 of 2,,42,41
191,2,4:07.0,,Personal foul by E. Bledsoe (drawn by E. Gordon),42,41
192,2,4:07.0,,C. Paul enters the game for P. Tucker,42,41
193,2,4:07.0,,N. Hilário enters the game for R. Anderson,42,41
194,2,4:03.0,,J. Harden makes 2-pt layup from 1 ft (assist by N. Hilário),42,43
195,2,3:51.0,Shooting foul by J. Harden (drawn by M. Brogdon),,42,43
196,2,3:51.0,M. Brogdon makes free throw 1 of 2,,43,43
197,2,3:51.0,M. Brogdon makes free throw 2 of 2,,44,43
198,2,3:33.0,,C. Paul misses 3-pt jump shot from 24 ft,44,43
199,2,3:29.0,Defensive rebound by G. Antetokounmpo,,44,43
200,2,3:23.0,J. Henson misses 2-pt layup at rim (block by J. Harden),,44,43
201,2,3:23.0,,Defensive rebound by E. Gordon,44,43
202,2,3:20.0,,E. Gordon makes 2-pt layup from 1 ft,44,45
203,2,3:20.0,,Shooting foul by K. Middleton (drawn by E. Gordon),44,45
204,2,3:20.0,,E. Gordon makes free throw 1 of 1,44,46
205,2,3:09.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,47,46
206,2,2:44.0,,N. Hilário makes 2-pt hook shot from 6 ft,47,48
207,2,2:22.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),,49,48
208,2,2:22.0,Shooting foul by C. Paul (drawn by G. Antetokounmpo),,49,48
209,2,2:22.0,Milwaukee full timeout,,49,48
210,2,2:22.0,G. Antetokounmpo makes free throw 1 of 1,,50,48
211,2,2:05.0,,E. Gordon misses 2-pt layup at rim,50,48
212,2,2:02.0,Defensive rebound by E. Bledsoe,,50,48
213,2,1:57.0,E. Bledsoe makes 2-pt jump shot from 10 ft,,52,48
214,2,1:30.0,,J. Harden makes 3-pt jump shot from 26 ft,52,51
215,2,1:02.0,Turnover by M. Brogdon (bad pass; steal by C. Paul),,52,51
216,2,0:58.0,,C. Paul misses 3-pt jump shot from 25 ft,52,51
217,2,0:56.0,Defensive rebound by K. Middleton,,52,51
218,2,0:47.0,K. Middleton makes 2-pt jump shot from 11 ft,,54,51
219,2,0:31.0,,J. Harden misses 2-pt layup from 1 ft,54,51
220,2,0:30.0,,Offensive rebound by N. Hilário,54,51
221,2,0:30.0,,N. Hilário makes 2-pt hook shot from 4 ft,54,53
222,2,0:30.0,,Shooting foul by J. Henson (drawn by N. Hilário),54,53
223,2,0:30.0,,N. Hilário makes free throw 1 of 1,54,54
224,2,0:13.0,Turnover by E. Bledsoe (lost ball; steal by N. Hilário),,54,54
225,2,0:11.0,,Personal foul by E. Bledsoe (drawn by N. Hilário),54,54
226,2,0:11.0,,N. Hilário makes free throw 1 of 2,54,55
227,2,0:11.0,,N. Hilário misses free throw 2 of 2,54,55
228,2,0:09.0,Defensive rebound by G. Antetokounmpo,,54,55
229,2,0:07.0,Personal foul by J. Harden (drawn by E. Bledsoe),,54,55
230,2,0:07.0,E. Bledsoe makes free throw 1 of 2,,55,55
231,2,0:07.0,E. Bledsoe misses free throw 2 of 2,,55,55
232,2,0:07.0,,Defensive rebound by Team,55,55
233,2,0:07.0,Violation by E. Bledsoe (lane),,55,55
234,2,0:01.0,,Turnover by J. Harden (lost ball; steal by E. Bledsoe),55,55
235,2,0:00.0,E. Bledsoe misses 3-pt jump shot from 49 ft,,55,55
236,2,0:00.0,Offensive rebound by Team,,55,55
237,3,11:38.0,,J. Harden misses 3-pt jump shot from 25 ft,55,55
238,3,11:33.0,Defensive rebound by K. Middleton,,55,55
239,3,11:21.0,Milwaukee full timeout,,55,55
240,3,11:12.0,Turnover by J. Henson (turnover),,55,55
241,3,10:49.0,,Shooting foul by D. Liggins (drawn by J. Harden),55,55
242,3,10:49.0,,J. Harden makes free throw 1 of 3,55,56
243,3,10:49.0,,J. Harden makes free throw 2 of 3,55,57
244,3,10:49.0,,J. Harden makes free throw 3 of 3,55,58
245,3,10:38.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft,,57,58
246,3,10:15.0,,T. Ariza misses 2-pt layup at rim,57,58
247,3,10:14.0,Defensive rebound by J. Henson,,57,58
248,3,10:05.0,Turnover by G. Antetokounmpo (bad pass),,57,58
249,3,9:53.0,,J. Harden misses 2-pt layup at rim (block by J. Henson),57,58
250,3,9:50.0,Defensive rebound by K. Middleton,,57,58
251,3,9:48.0,E. Bledsoe misses 2-pt layup at rim (block by R. Anderson),,57,58
252,3,9:48.0,,Defensive rebound by Team,57,58
253,3,9:24.0,,Shooting foul by J. Henson (drawn by P. Tucker),57,58
254,3,9:24.0,,P. Tucker makes free throw 1 of 3,57,59
255,3,9:24.0,,P. Tucker makes free throw 2 of 3,57,60
256,3,9:24.0,,P. Tucker makes free throw 3 of 3,57,61
257,3,9:11.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft (assist by D. Liggins),,59,61
258,3,8:47.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by P. Tucker),59,64
259,3,8:30.0,K. Middleton misses 2-pt jump shot from 15 ft,,59,64
260,3,8:26.0,,Defensive rebound by R. Anderson,59,64
261,3,8:17.0,,P. Tucker misses 2-pt layup from 2 ft,59,64
262,3,8:15.0,Defensive rebound by J. Henson,,59,64
263,3,8:10.0,Personal foul by J. Harden (drawn by G. Antetokounmpo),,59,64
264,3,8:05.0,K. Middleton misses 3-pt jump shot from 22 ft,,59,64
265,3,8:01.0,,Defensive rebound by C. Paul,59,64
266,3,7:57.0,,T. Ariza misses 3-pt jump shot from 23 ft,59,64
267,3,7:55.0,,Offensive rebound by Team,59,64
268,3,7:55.0,Loose ball foul by K. Middleton (drawn by R. Anderson),,59,64
269,3,7:55.0,,N. Hilário enters the game for P. Tucker,59,64
270,3,7:47.0,,C. Paul makes 3-pt jump shot from 23 ft,59,67
271,3,7:30.0,K. Middleton misses 3-pt jump shot from 24 ft,,59,67
272,3,7:28.0,,Defensive rebound by R. Anderson,59,67
273,3,7:20.0,,Personal foul by K. Middleton (drawn by N. Hilário),59,67
274,3,7:20.0,M. Brogdon enters the game for K. Middleton,,59,67
275,3,7:09.0,,C. Paul makes 3-pt jump shot from 25 ft,59,70
276,3,7:06.0,Milwaukee full timeout,,59,70
277,3,6:45.0,M. Brogdon makes 2-pt layup from 1 ft,,61,70
278,3,6:22.0,,J. Harden misses 3-pt jump shot from 27 ft,61,70
279,3,6:17.0,Defensive rebound by E. Bledsoe,,61,70
280,3,6:07.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by D. Liggins),,63,70
281,3,6:07.0,Shooting block foul by N. Hilário (drawn by E. Bledsoe),,63,70
282,3,6:07.0,,E. Gordon enters the game for C. Paul,63,70
283,3,6:07.0,E. Bledsoe makes free throw 1 of 1,,64,70
284,3,5:48.0,,Turnover by T. Ariza (bad pass; steal by D. Liggins),64,70
285,3,5:44.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by D. Liggins),,66,70
286,3,5:32.0,,T. Ariza misses 2-pt layup from 4 ft (block by M. Brogdon),66,70
287,3,5:32.0,Defensive rebound by Team,,66,70
288,3,5:32.0,,P. Tucker enters the game for R. Anderson,66,70
289,3,5:18.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,66,70
290,3,5:15.0,,Defensive rebound by P. Tucker,66,70
291,3,5:05.0,,J. Harden makes 2-pt layup from 1 ft,66,72
292,3,4:47.0,Turnover by E. Bledsoe (bad pass; steal by P. Tucker),,66,72
293,3,4:34.0,,J. Harden misses 2-pt layup from 5 ft (block by D. Liggins),66,72
294,3,4:34.0,Defensive rebound by Team,,66,72
295,3,4:24.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,66,72
296,3,4:21.0,,Defensive rebound by J. Harden,66,72
297,3,4:11.0,,E. Gordon misses 3-pt jump shot from 24 ft,66,72
298,3,4:07.0,Defensive rebound by J. Henson,,66,72
299,3,4:01.0,M. Brogdon misses 3-pt jump shot from 24 ft,,66,72
300,3,3:57.0,,Defensive rebound by N. Hilário,66,72
301,3,3:48.0,,Shooting foul by E. Bledsoe (drawn by E. Gordon),66,72
302,3,3:48.0,,E. Gordon misses free throw 1 of 2,66,72
303,3,3:48.0,,Offensive rebound by Team,66,72
304,3,3:48.0,S. Brown enters the game for D. Liggins,,66,72
305,3,3:48.0,,E. Gordon makes free throw 2 of 2,66,73
306,3,3:33.0,S. Brown makes 2-pt jump shot from 20 ft,,68,73
307,3,3:19.0,,Turnover by E. Gordon (out of bounds lost ball),68,73
308,3,3:14.0,Shooting foul by T. Ariza (drawn by G. Antetokounmpo),,68,73
309,3,3:14.0,G. Antetokounmpo makes free throw 1 of 2,,69,73
310,3,3:14.0,,C. Paul enters the game for T. Ariza,69,73
311,3,3:14.0,G. Payton enters the game for E. Bledsoe,,69,73
312,3,3:14.0,G. Antetokounmpo makes free throw 2 of 2,,70,73
313,3,3:04.0,,E. Gordon misses 3-pt jump shot from 24 ft,70,73
314,3,3:02.0,Defensive rebound by G. Payton,,70,73
315,3,2:55.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by G. Payton),,72,73
316,3,2:33.0,,N. Hilário misses 2-pt dunk at rim,72,73
317,3,2:30.0,Defensive rebound by G. Antetokounmpo,,72,73
318,3,2:24.0,Shooting foul by N. Hilário (drawn by J. Henson),,72,73
319,3,2:24.0,,Houston full timeout,72,73
320,3,2:24.0,,R. Anderson enters the game for N. Hilário,72,73
321,3,2:24.0,J. Henson misses free throw 1 of 2,,72,73
322,3,2:24.0,Offensive rebound by Team,,72,73
323,3,2:24.0,J. Henson makes free throw 2 of 2,,73,73
324,3,2:16.0,,Personal foul by G. Payton (drawn by C. Paul),73,73
325,3,2:16.0,,C. Paul makes free throw 1 of 2,73,74
326,3,2:16.0,,C. Paul makes free throw 2 of 2,73,75
327,3,2:01.0,J. Henson makes 2-pt jump shot from 20 ft (assist by G. Payton),,75,75
328,3,1:49.0,,Personal foul by M. Brogdon (drawn by P. Tucker),75,75
329,3,1:49.0,,P. Tucker makes free throw 1 of 2,75,76
330,3,1:49.0,K. Middleton enters the game for G. Antetokounmpo,,75,76
331,3,1:49.0,,P. Tucker makes free throw 2 of 2,75,77
332,3,1:32.0,K. Middleton misses 3-pt jump shot from 24 ft,,75,77
333,3,1:28.0,Offensive rebound by S. Brown,,75,77
334,3,1:25.0,K. Middleton misses 2-pt jump shot from 7 ft,,75,77
335,3,1:25.0,Offensive rebound by G. Payton,,75,77
336,3,1:21.0,G. Payton makes 2-pt layup at rim,,77,77
337,3,1:08.0,,Personal foul by J. Henson (drawn by C. Paul),77,77
338,3,1:08.0,,C. Paul makes free throw 1 of 2,77,78
339,3,1:08.0,,C. Paul makes free throw 2 of 2,77,79
340,3,0:46.0,K. Middleton misses 3-pt jump shot from 26 ft,,77,79
341,3,0:42.0,,Defensive rebound by P. Tucker,77,79
342,3,0:32.0,,J. Harden makes 3-pt jump shot from 25 ft,77,82
343,3,0:12.0,K. Middleton makes 2-pt jump shot from 4 ft,,79,82
344,3,0:00.0,,J. Harden makes 2-pt layup from 1 ft,79,84
345,4,11:41.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,79,84
346,4,11:37.0,,Defensive rebound by C. Paul,79,84
347,4,11:24.0,,C. Paul misses 3-pt jump shot from 26 ft,79,84
348,4,11:21.0,Defensive rebound by M. Brogdon,,79,84
349,4,11:12.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,79,84
350,4,11:09.0,,Defensive rebound by T. Ariza,79,84
351,4,11:01.0,,Turnover by E. Gordon (lost ball; steal by T. Maker),79,84
352,4,10:56.0,Shooting foul by T. Black (drawn by G. Antetokounmpo),,79,84
353,4,10:56.0,G. Antetokounmpo makes free throw 1 of 2,,80,84
354,4,10:56.0,G. Antetokounmpo makes free throw 2 of 2,,81,84
355,4,10:43.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by C. Paul),81,87
356,4,10:20.0,S. Brown misses 2-pt layup from 5 ft,,81,87
357,4,10:18.0,Offensive rebound by S. Brown,,81,87
358,4,10:16.0,S. Brown makes 2-pt jump shot from 7 ft,,83,87
359,4,9:56.0,,T. Black misses 2-pt dunk at rim,83,87
360,4,9:54.0,Defensive rebound by M. Brogdon,,83,87
361,4,9:50.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,83,87
362,4,9:48.0,,Defensive rebound by P. Tucker,83,87
363,4,9:39.0,,T. Ariza misses 3-pt jump shot from 23 ft,83,87
364,4,9:36.0,Defensive rebound by T. Maker,,83,87
365,4,9:23.0,Personal foul by C. Paul (drawn by T. Maker),,83,87
366,4,9:15.0,Turnover by S. Brown (bad pass; steal by E. Gordon),,83,87
367,4,9:09.0,,E. Gordon makes 2-pt layup at rim,83,89
368,4,8:52.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,83,89
369,4,8:51.0,,Defensive rebound by P. Tucker,83,89
370,4,8:33.0,,Turnover by E. Gordon (lost ball; steal by G. Antetokounmpo),83,89
371,4,8:29.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,83,89
372,4,8:26.0,,Defensive rebound by C. Paul,83,89
373,4,8:23.0,,C. Paul makes 2-pt jump shot from 18 ft,83,91
374,4,8:22.0,Milwaukee full timeout,,83,91
375,4,8:22.0,E. Bledsoe enters the game for S. Brown,,83,91
376,4,7:57.0,M. Brogdon misses 2-pt layup at rim,,83,91
377,4,7:57.0,,Defensive rebound by P. Tucker,83,91
378,4,7:45.0,,C. Paul makes 2-pt jump shot from 13 ft (assist by T. Black),83,93
379,4,7:28.0,Personal foul by C. Paul (drawn by E. Bledsoe),,83,93
380,4,7:21.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,83,93
381,4,7:18.0,Offensive rebound by K. Middleton,,83,93
382,4,7:17.0,K. Middleton misses 2-pt jump shot from 8 ft,,83,93
