,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,HOUSTON_ACTION,MINNESOTA_SCORE,HOUSTON_SCORE
0,1,11:34.0,,L. Mbah a Moute misses 2-pt layup from 7 ft (block by K. Towns),0,0
1,1,11:30.0,Defensive rebound by A. Wiggins,,0,0
2,1,11:18.0,K. Towns makes 2-pt hook shot from 6 ft (assist by A. Wiggins),,2,0
3,1,11:03.0,,R. Anderson misses 3-pt jump shot from 30 ft,2,0
4,1,10:59.0,Defensive rebound by K. Towns,,2,0
5,1,10:52.0,A. Wiggins misses 2-pt jump shot from 21 ft,,2,0
6,1,10:49.0,,Defensive rebound by C. Capela,2,0
7,1,10:43.0,,J. Harden misses 2-pt jump shot from 18 ft,2,0
8,1,10:40.0,Defensive rebound by K. Towns,,2,0
9,1,10:30.0,J. Butler misses 2-pt layup from 3 ft,,2,0
10,1,10:27.0,,Defensive rebound by C. Capela,2,0
11,1,10:21.0,,Turnover by C. Paul (bad pass; steal by J. Butler),2,0
12,1,10:08.0,K. Towns misses 2-pt hook shot from 8 ft,,2,0
13,1,10:07.0,Offensive rebound by Team,,2,0
14,1,9:47.0,K. Towns misses 2-pt layup from 9 ft (block by J. Harden),,2,0
15,1,9:47.0,Offensive rebound by Team,,2,0
16,1,9:41.0,J. Butler misses 2-pt jump shot from 14 ft (block by J. Harden),,2,0
17,1,9:39.0,,Defensive rebound by L. Mbah a Moute,2,0
18,1,9:32.0,,J. Harden misses 3-pt jump shot from 25 ft,2,0
19,1,9:28.0,,Offensive rebound by R. Anderson,2,0
20,1,9:23.0,,L. Mbah a Moute makes 3-pt jump shot from 27 ft (assist by C. Paul),2,3
21,1,9:01.0,A. Wiggins misses 2-pt jump shot from 21 ft,,2,3
22,1,8:57.0,,Defensive rebound by R. Anderson,2,3
23,1,8:45.0,,C. Capela makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),2,5
24,1,8:31.0,A. Wiggins makes 3-pt jump shot from 22 ft (assist by T. Gibson),,5,5
25,1,8:11.0,,J. Harden misses 3-pt jump shot from 26 ft,5,5
26,1,8:09.0,Defensive rebound by Team,,5,5
27,1,8:09.0,,E. Gordon enters the game for C. Paul,5,5
28,1,7:52.0,Turnover by A. Wiggins (lost ball; steal by L. Mbah a Moute),,5,5
29,1,7:48.0,,L. Mbah a Moute makes 2-pt dunk from 1 ft,5,7
30,1,7:31.0,K. Towns misses 3-pt jump shot from 27 ft,,5,7
31,1,7:30.0,,Defensive rebound by Team,5,7
32,1,7:14.0,,L. Mbah a Moute misses 2-pt layup from 4 ft (block by K. Towns),5,7
33,1,7:12.0,Defensive rebound by K. Towns,,5,7
34,1,7:03.0,K. Towns makes 2-pt jump shot from 10 ft,,7,7
35,1,6:47.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),7,9
36,1,6:37.0,J. Teague misses 2-pt jump shot from 11 ft,,7,9
37,1,6:37.0,,Defensive rebound by Team,7,9
38,1,6:37.0,Loose ball foul by K. Towns (drawn by C. Capela),,7,9
39,1,6:37.0,,Houston full timeout,7,9
40,1,6:37.0,,N. Hilário enters the game for C. Capela,7,9
41,1,6:37.0,,P. Tucker enters the game for R. Anderson,7,9
42,1,6:27.0,,N. Hilário misses 2-pt layup from 2 ft,7,9
43,1,6:23.0,Defensive rebound by T. Gibson,,7,9
44,1,6:16.0,K. Towns makes 2-pt jump shot from 18 ft (assist by A. Wiggins),,9,9
45,1,6:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,9,9
46,1,5:57.0,,Offensive rebound by N. Hilário,9,9
47,1,5:56.0,,N. Hilário misses 2-pt layup from 1 ft (block by J. Butler),9,9
48,1,5:53.0,Defensive rebound by J. Teague,,9,9
49,1,5:41.0,Turnover by T. Gibson (bad pass; steal by J. Harden),,9,9
50,1,5:33.0,,J. Harden misses 2-pt jump shot from 8 ft,9,9
51,1,5:30.0,,Offensive rebound by J. Harden,9,9
52,1,5:26.0,,Turnover by J. Harden (bad pass; steal by K. Towns),9,9
53,1,5:21.0,J. Butler misses 2-pt jump shot from 10 ft,,9,9
54,1,5:20.0,Offensive rebound by T. Gibson,,9,9
55,1,5:20.0,T. Gibson makes 2-pt layup at rim,,11,9
56,1,5:05.0,,E. Gordon misses 3-pt jump shot from 27 ft,11,9
57,1,5:03.0,Defensive rebound by K. Towns,,11,9
58,1,4:56.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by K. Towns),,13,9
59,1,4:37.0,,L. Mbah a Moute makes 3-pt jump shot from 26 ft (assist by J. Harden),13,12
60,1,4:23.0,A. Wiggins misses 2-pt layup from 10 ft (block by E. Gordon),,13,12
61,1,4:20.0,,Defensive rebound by P. Tucker,13,12
62,1,4:19.0,,C. Paul enters the game for J. Harden,13,12
63,1,4:19.0,G. Dieng enters the game for K. Towns,,13,12
64,1,4:10.0,,N. Hilário misses 2-pt layup from 1 ft,13,12
65,1,4:09.0,,Offensive rebound by N. Hilário,13,12
66,1,4:08.0,,N. Hilário misses 2-pt layup from 5 ft (block by G. Dieng),13,12
67,1,4:07.0,Defensive rebound by J. Teague,,13,12
68,1,3:59.0,A. Wiggins misses 2-pt jump shot from 21 ft,,13,12
69,1,3:55.0,,Defensive rebound by P. Tucker,13,12
70,1,3:53.0,,C. Paul misses 3-pt jump shot from 28 ft,13,12
71,1,3:50.0,Defensive rebound by A. Wiggins,,13,12
72,1,3:39.0,Turnover by J. Teague (bad pass; steal by C. Paul),,13,12
73,1,3:35.0,,E. Gordon misses 3-pt jump shot from 28 ft,13,12
74,1,3:31.0,Defensive rebound by A. Wiggins,,13,12
75,1,3:22.0,T. Gibson misses 2-pt jump shot from 5 ft,,13,12
76,1,3:19.0,,Defensive rebound by N. Hilário,13,12
77,1,3:13.0,,N. Hilário makes 2-pt hook shot from 6 ft (assist by C. Paul),13,14
78,1,2:54.0,Shooting foul by P. Tucker (drawn by J. Butler),,13,14
79,1,2:54.0,Minnesota full timeout,,13,14
80,1,2:54.0,,R. Anderson enters the game for L. Mbah a Moute,13,14
81,1,2:54.0,J. Butler makes free throw 1 of 2,,14,14
82,1,2:54.0,J. Butler makes free throw 2 of 2,,15,14
83,1,2:35.0,,E. Gordon misses 3-pt jump shot from 30 ft,15,14
