,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,GOLDEN STATE_ACTION,SAN ANTONIO_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,,Turnover by D. Green (bad pass),0,0
1,1,11:38.0,L. Aldridge makes 2-pt jump shot from 19 ft,,2,0
2,1,11:23.0,,J. McGee makes 2-pt layup from 1 ft,2,2
3,1,11:05.0,L. Aldridge misses 2-pt jump shot from 16 ft,,2,2
4,1,11:03.0,,Defensive rebound by J. McGee,2,2
5,1,10:58.0,,Offensive foul by D. Green (drawn by D. Green),2,2
6,1,10:58.0,,Turnover by D. Green (offensive foul),2,2
7,1,10:48.0,P. Mills misses 2-pt jump shot from 21 ft,,2,2
8,1,10:46.0,Offensive rebound by L. Aldridge,,2,2
9,1,10:46.0,Shooting foul by D. Green (drawn by L. Aldridge),,2,2
10,1,10:46.0,L. Aldridge makes free throw 1 of 2,,3,2
11,1,10:46.0,L. Aldridge makes free throw 2 of 2,,4,2
12,1,10:36.0,,Personal foul by P. Mills (drawn by J. McGee),4,2
13,1,10:29.0,,A. Iguodala makes 3-pt jump shot from 22 ft (assist by J. McGee),4,5
14,1,10:07.0,,K. Looney enters the game for D. Green,4,5
15,1,10:07.0,Turnover by P. Mills (bad pass; steal by J. McGee),,4,5
16,1,9:44.0,,Turnover by J. McGee (turnover; steal by D. Murray),4,5
17,1,9:40.0,D. Murray misses 2-pt jump shot from 14 ft,,4,5
18,1,9:38.0,,Defensive rebound by J. McGee,4,5
19,1,9:32.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by A. Iguodala),4,7
20,1,9:14.0,Personal foul by K. Looney (drawn by L. Aldridge),,4,7
21,1,9:04.0,L. Aldridge makes 2-pt jump shot from 11 ft,,6,7
22,1,8:54.0,,Personal foul by L. Aldridge (drawn by A. Iguodala),6,7
23,1,8:51.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by J. McGee),6,9
24,1,8:34.0,R. Gay makes 2-pt jump shot from 20 ft,,8,9
25,1,8:16.0,,K. Durant misses 2-pt jump shot from 13 ft,8,9
26,1,8:13.0,,Offensive rebound by K. Looney,8,9
27,1,8:11.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by K. Looney),8,12
28,1,7:52.0,R. Gay misses 2-pt jump shot from 16 ft (block by J. McGee),,8,12
29,1,7:49.0,,Defensive rebound by A. Iguodala,8,12
30,1,7:45.0,,Turnover by J. McGee (lost ball; steal by D. Murray),8,12
31,1,7:36.0,D. Green misses 3-pt jump shot from 27 ft,,8,12
32,1,7:34.0,,Defensive rebound by J. McGee,8,12
33,1,7:23.0,,A. Iguodala makes 3-pt jump shot from 24 ft (assist by K. Thompson),8,15
34,1,7:21.0,San Antonio full timeout,,8,15
35,1,7:04.0,P. Mills makes 3-pt jump shot from 27 ft (assist by L. Aldridge),,11,15
36,1,6:45.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by A. Iguodala),11,17
37,1,6:36.0,P. Mills misses 3-pt jump shot from 26 ft,,11,17
38,1,6:32.0,,Defensive rebound by A. Iguodala,11,17
39,1,6:24.0,,Turnover by A. Iguodala (bad pass; steal by D. Green),11,17
40,1,6:20.0,R. Gay misses 3-pt jump shot from 25 ft,,11,17
41,1,6:18.0,Offensive rebound by D. Murray,,11,17
42,1,6:18.0,D. Murray makes 2-pt layup at rim,,13,17
43,1,5:53.0,,K. Thompson misses 2-pt jump shot from 21 ft,13,17
44,1,5:52.0,,Offensive rebound by J. McGee,13,17
45,1,5:52.0,,J. McGee misses 2-pt layup at rim,13,17
46,1,5:51.0,,Offensive rebound by J. McGee,13,17
47,1,5:50.0,,Personal foul by D. Murray (drawn by J. McGee),13,17
48,1,5:50.0,K. Anderson enters the game for D. Green,,13,17
49,1,5:50.0,M. Ginóbili enters the game for D. Murray,,13,17
50,1,5:46.0,,K. Thompson misses 3-pt jump shot from 26 ft,13,17
51,1,5:44.0,Defensive rebound by R. Gay,,13,17
52,1,5:37.0,P. Mills misses 2-pt jump shot from 20 ft,,13,17
53,1,5:35.0,,Defensive rebound by K. Looney,13,17
54,1,5:27.0,,K. Durant misses 3-pt jump shot from 27 ft,13,17
55,1,5:25.0,Defensive rebound by P. Mills,,13,17
56,1,5:21.0,K. Anderson misses 3-pt jump shot from 22 ft,,13,17
57,1,5:19.0,,Defensive rebound by K. Durant,13,17
58,1,5:05.0,,K. Durant misses 3-pt jump shot from 24 ft,13,17
59,1,5:03.0,Defensive rebound by R. Gay,,13,17
60,1,4:46.0,L. Aldridge makes 2-pt layup from 1 ft,,15,17
61,1,4:46.0,Shooting foul by J. McGee (drawn by L. Aldridge),,15,17
62,1,4:46.0,L. Aldridge makes free throw 1 of 1,,16,17
63,1,4:38.0,,A. Iguodala misses 2-pt dunk from 1 ft,16,17
64,1,4:36.0,Defensive rebound by P. Mills,,16,17
65,1,4:29.0,R. Gay makes 2-pt layup from 3 ft (assist by P. Mills),,18,17
66,1,4:20.0,,Golden State full timeout,18,17
67,1,4:20.0,,D. West enters the game for J. McGee,18,17
68,1,4:20.0,,S. Livingston enters the game for A. Iguodala,18,17
69,1,4:20.0,D. Bertāns enters the game for P. Mills,,18,17
70,1,4:14.0,,Turnover by S. Livingston (bad pass; steal by K. Anderson),18,17
71,1,4:02.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by L. Aldridge),,20,17
72,1,3:46.0,,Turnover by K. Looney (bad pass; steal by K. Anderson),20,17
73,1,3:41.0,D. Bertāns misses 3-pt jump shot from 23 ft,,20,17
74,1,3:39.0,,Defensive rebound by K. Looney,20,17
75,1,3:19.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by S. Livingston),20,19
76,1,2:58.0,L. Aldridge misses 2-pt jump shot from 13 ft,,20,19
77,1,2:55.0,,Defensive rebound by K. Durant,20,19
78,1,2:52.0,,S. Livingston makes 2-pt jump shot from 16 ft (assist by K. Durant),20,21
79,1,2:28.0,M. Ginóbili misses 2-pt jump shot from 22 ft,,20,21
80,1,2:26.0,,Defensive rebound by S. Livingston,20,21
81,1,2:07.0,,S. Livingston misses 2-pt jump shot from 7 ft,20,21
82,1,2:05.0,Defensive rebound by K. Anderson,,20,21
83,1,1:54.0,Shooting foul by D. West (drawn by L. Aldridge),,20,21
84,1,1:54.0,L. Aldridge makes free throw 1 of 2,,21,21
85,1,1:54.0,,Q. Cook enters the game for K. Thompson,21,21
86,1,1:54.0,T. Parker enters the game for R. Gay,,21,21
87,1,1:54.0,L. Aldridge makes free throw 2 of 2,,22,21
88,1,1:54.0,,D. Green enters the game for K. Looney,22,21
89,1,1:44.0,,K. Durant misses 2-pt jump shot from 13 ft,22,21
90,1,1:42.0,Defensive rebound by L. Aldridge,,22,21
91,1,1:29.0,K. Anderson misses 3-pt jump shot from 22 ft,,22,21
92,1,1:27.0,,Defensive rebound by D. Green,22,21
93,1,1:23.0,,Personal foul by D. Bertāns (drawn by K. Durant),22,21
94,1,1:23.0,P. Gasol enters the game for L. Aldridge,,22,21
95,1,1:19.0,,Personal foul by K. Anderson (drawn by K. Durant),22,21
96,1,1:19.0,,K. Durant makes free throw 1 of 2,22,22
97,1,1:19.0,,K. Durant makes free throw 2 of 2,22,23
98,1,1:07.0,P. Gasol misses 2-pt jump shot from 16 ft,,22,23
99,1,1:05.0,,Defensive rebound by Q. Cook,22,23
100,1,0:52.0,,D. Green misses 3-pt jump shot from 23 ft,22,23
101,1,0:50.0,Defensive rebound by P. Gasol,,22,23
102,1,0:36.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Gasol),,25,23
103,1,0:29.0,,K. Durant misses 3-pt jump shot from 25 ft,25,23
104,1,0:27.0,Defensive rebound by M. Ginóbili,,25,23
105,1,0:04.0,M. Ginóbili misses 2-pt jump shot from 17 ft,,25,23
106,1,0:02.0,Offensive rebound by Team,,25,23
107,1,0:02.0,,K. Looney enters the game for Q. Cook,25,23
108,1,0:02.0,,A. Iguodala enters the game for D. Green,25,23
109,1,0:02.0,D. Green enters the game for K. Anderson,,25,23
110,1,0:01.0,D. Bertāns misses 3-pt jump shot from 23 ft,,25,23
111,1,0:00.0,Offensive rebound by Team,,25,23
112,2,11:46.0,D. Bertāns misses 3-pt jump shot from 29 ft,,25,23
