,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
0,1,11:41.0,Turnover by R. Jackson (lost ball; steal by J. Teague),,0,0
1,1,11:39.0,,Turnover by J. Butler (out of bounds lost ball),0,0
2,1,11:31.0,Turnover by A. Bradley (bad pass; steal by J. Butler),,0,0
3,1,11:27.0,,J. Butler makes 2-pt layup at rim,0,2
4,1,11:13.0,T. Harris misses 3-pt jump shot from 25 ft,,0,2
5,1,11:13.0,,Defensive rebound by T. Gibson,0,2
6,1,10:56.0,,A. Wiggins makes 2-pt jump shot from 19 ft (assist by J. Butler),0,4
7,1,10:33.0,T. Harris misses 2-pt jump shot from 8 ft,,0,4
8,1,10:33.0,Offensive rebound by A. Drummond,,0,4
9,1,10:27.0,A. Drummond misses 2-pt layup at rim,,0,4
10,1,10:27.0,Offensive rebound by A. Drummond,,0,4
11,1,10:27.0,Shooting foul by K. Towns (drawn by A. Drummond),,0,4
12,1,10:27.0,A. Drummond makes free throw 1 of 2,,1,4
13,1,10:27.0,A. Drummond makes free throw 2 of 2,,2,4
14,1,10:14.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),2,7
15,1,9:55.0,Turnover by A. Drummond (bad pass; steal by J. Butler),,2,7
16,1,9:52.0,,J. Butler makes 2-pt dunk at rim,2,9
17,1,9:34.0,T. Harris misses 2-pt jump shot from 16 ft,,2,9
18,1,9:32.0,,Defensive rebound by J. Butler,2,9
19,1,9:23.0,,Turnover by J. Butler (bad pass; steal by S. Johnson),2,9
20,1,9:16.0,T. Harris misses 3-pt jump shot from 26 ft,,2,9
21,1,9:11.0,,Defensive rebound by K. Towns,2,9
22,1,9:05.0,,Personal foul by R. Jackson (drawn by J. Teague),2,9
23,1,9:05.0,,Turnover by J. Butler (bad pass),2,9
24,1,8:44.0,A. Drummond misses 2-pt layup from 1 ft,,2,9
25,1,8:41.0,,Defensive rebound by J. Butler,2,9
26,1,8:27.0,,Personal foul by A. Bradley (drawn by K. Towns),2,9
27,1,8:17.0,,T. Gibson misses 3-pt jump shot from 24 ft,2,9
28,1,8:14.0,Defensive rebound by S. Johnson,,2,9
29,1,8:07.0,Shooting foul by T. Gibson (drawn by A. Drummond),,2,9
30,1,8:07.0,A. Drummond makes free throw 1 of 2,,3,9
31,1,8:07.0,A. Drummond misses free throw 2 of 2,,3,9
32,1,8:05.0,,Defensive rebound by K. Towns,3,9
33,1,7:56.0,,T. Gibson misses 2-pt jump shot from 8 ft,3,9
34,1,7:53.0,Defensive rebound by T. Harris,,3,9
35,1,7:45.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by S. Johnson),,6,9
36,1,7:24.0,,A. Wiggins misses 3-pt jump shot from 23 ft,6,9
37,1,7:22.0,,Offensive rebound by K. Towns,6,9
38,1,7:15.0,,K. Towns misses 2-pt jump shot from 10 ft,6,9
39,1,7:13.0,,Offensive rebound by Team,6,9
40,1,7:05.0,,A. Wiggins makes 2-pt jump shot from 8 ft,6,11
41,1,6:52.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by A. Drummond),,8,11
42,1,6:31.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),8,13
43,1,6:12.0,T. Harris misses 2-pt layup from 1 ft (block by T. Gibson),,8,13
44,1,6:08.0,,Defensive rebound by J. Butler,8,13
45,1,5:54.0,,J. Butler makes 2-pt jump shot from 11 ft,8,15
46,1,5:38.0,T. Harris misses 3-pt jump shot from 25 ft,,8,15
47,1,5:34.0,,Defensive rebound by J. Teague,8,15
48,1,5:28.0,,A. Wiggins misses 3-pt jump shot from 25 ft,8,15
49,1,5:25.0,Defensive rebound by Team,,8,15
50,1,5:25.0,,Minnesota full timeout,8,15
51,1,5:13.0,S. Johnson misses 3-pt jump shot from 23 ft,,8,15
52,1,5:10.0,,Defensive rebound by J. Teague,8,15
53,1,4:58.0,,K. Towns makes 2-pt hook shot from 4 ft (assist by J. Butler),8,17
54,1,4:42.0,A. Bradley misses 2-pt jump shot from 7 ft,,8,17
55,1,4:40.0,,Defensive rebound by T. Gibson,8,17
