,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MIAMI_ACTION,ORLANDO_SCORE,MIAMI_SCORE
0,1,11:40.0,E. Fournier misses 2-pt layup from 1 ft,,0,0
1,1,11:37.0,,Defensive rebound by H. Whiteside,0,0
2,1,11:31.0,,J. Winslow misses 2-pt layup from 1 ft,0,0
3,1,11:27.0,Defensive rebound by M. Hezonja,,0,0
4,1,11:15.0,B. Biyombo misses 2-pt hook shot from 10 ft,,0,0
5,1,11:10.0,,Defensive rebound by J. Richardson,0,0
6,1,11:01.0,,Shooting foul by M. Hezonja (drawn by H. Whiteside),0,0
7,1,11:01.0,,H. Whiteside makes free throw 1 of 2,0,1
8,1,11:01.0,,H. Whiteside makes free throw 2 of 2,0,2
9,1,10:46.0,Turnover by J. Simmons (lost ball; steal by J. Richardson),,0,2
10,1,10:35.0,,H. Whiteside makes 2-pt jump shot from 4 ft (assist by G. Dragić),0,4
11,1,10:21.0,M. Hezonja makes 2-pt jump shot from 22 ft (assist by E. Payton),,2,4
12,1,10:06.0,,Turnover by J. Richardson (bad pass; steal by M. Hezonja),2,4
13,1,9:58.0,E. Payton makes 2-pt jump shot from 15 ft,,4,4
14,1,9:42.0,,G. Dragić misses 2-pt jump shot from 17 ft,4,4
15,1,9:41.0,,Offensive rebound by H. Whiteside,4,4
16,1,9:41.0,,H. Whiteside makes 2-pt layup from 2 ft,4,6
17,1,9:41.0,,Shooting foul by J. Simmons (drawn by H. Whiteside),4,6
18,1,9:41.0,,H. Whiteside makes free throw 1 of 1,4,7
19,1,9:27.0,E. Fournier misses 2-pt jump shot from 8 ft,,4,7
20,1,9:25.0,,Defensive rebound by H. Whiteside,4,7
21,1,9:19.0,,J. Richardson misses 3-pt jump shot from 25 ft,4,7
22,1,9:17.0,,Offensive rebound by H. Whiteside,4,7
23,1,9:15.0,,H. Whiteside makes 2-pt dunk at rim,4,9
24,1,9:07.0,M. Hezonja misses 3-pt jump shot from 24 ft,,4,9
25,1,9:05.0,,Defensive rebound by G. Dragić,4,9
26,1,8:47.0,,J. Richardson misses 2-pt jump shot from 20 ft,4,9
27,1,8:45.0,,Offensive rebound by G. Dragić,4,9
28,1,8:42.0,,G. Dragić misses 3-pt jump shot from 25 ft,4,9
29,1,8:42.0,Defensive rebound by Team,,4,9
30,1,8:27.0,J. Simmons misses 2-pt jump shot from 5 ft,,4,9
31,1,8:25.0,Offensive rebound by E. Payton,,4,9
32,1,8:22.0,E. Payton makes 2-pt jump shot from 7 ft,,6,9
33,1,8:08.0,,J. Winslow makes 2-pt layup from 1 ft,6,11
34,1,7:55.0,E. Fournier misses 3-pt jump shot from 23 ft,,6,11
35,1,7:52.0,,Defensive rebound by G. Dragić,6,11
36,1,7:49.0,,G. Dragić makes 2-pt layup from 1 ft,6,13
37,1,7:48.0,Orlando full timeout,,6,13
38,1,7:28.0,B. Biyombo misses 2-pt layup from 1 ft (block by J. Winslow),,6,13
